"package","source","homepage","vcs_browser","section"
"389-ds-base-dev","389-ds-base","https://directory.fedoraproject.org","","libdevel"
"389-ds-base-libs","389-ds-base","https://directory.fedoraproject.org","","libs"
"3dchess","3dchess","https://www.ibiblio.org/pub/Linux/games/strategy/","","games"
"4g8","4g8","","","net"
"9base","9base","https://tools.suckless.org/9base/","","utils"
"9menu","9menu","https://github.com/arnoldrobbins/9menu","","x11"
"9mount","9mount","http://sqweek.net/code/9mount/","","admin"
"a2boot","netatalk","https://github.com/Netatalk/netatalk","","net"
"a2jmidid","a2jmidid","https://github.com/linuxaudio/a2jmidid/","","sound"
"a56","a56","http://www.zdomain.com/a56.html","","devel"
"aaphoto","aaphoto","http://log69.com/aaphoto_en.html","","graphics"
"abe","abe","https://abe.sourceforge.net/","","games"
"abe-data","abe","https://abe.sourceforge.net/","","games"
"abiword","abiword","https://gitlab.gnome.org/World/AbiWord","","editors"
"abiword-common","abiword","https://gitlab.gnome.org/World/AbiWord","","editors"
"abiword-plugin-grammar","abiword","https://gitlab.gnome.org/World/AbiWord","","editors"
"abook","abook","http://abook.sourceforge.net/","","mail"
"abootimg","abootimg","https://github.com/ggrandou/abootimg","","admin"
"abr2gbr","abr2gbr","https://www.sunnyspot.org/gimp/tools.html","","graphics"
"accountsservice","accountsservice","https://www.freedesktop.org/wiki/Software/AccountsService/","","admin"
"acetoneiso","acetoneiso","https://sourceforge.net/projects/acetoneiso/","","otherosfs"
"acl","acl","https://savannah.nongnu.org/projects/acl/","","utils"
"acpi-fakekey","acpi-support","","","admin"
"acpi-support","acpi-support","","","admin"
"acpi-support-base","acpi-support","","","admin"
"acpid","acpid","http://sourceforge.net/projects/acpid2/","","admin"
"adios2-data","adios2","https://github.com/ornladios/ADIOS2","","libs"
"adios2-mpi-bin","adios2","https://github.com/ornladios/ADIOS2","","libs"
"adios2-scripts","adios2","https://github.com/ornladios/ADIOS2","","libs"
"adios2-serial-bin","adios2","https://github.com/ornladios/ADIOS2","","libs"
"advancecomp","advancecomp","http://www.advancemame.it/","","utils"
"aeolus","aeolus","https://kokkinizita.linuxaudio.org/linuxaudio/aeolus/","","sound"
"aesfix","aesfix","https://citp.princeton.edu/our-work/memory/code/","","utils"
"aeskeyfind","aeskeyfind","https://citp.princeton.edu/our-work/memory/code/","","utils"
"aewan","aewan","http://aewan.sourceforge.net/","","text"
"aewm++","aewm++","https://github.com/frankhale/aewmpp","","x11"
"aewm++-goodies","aewm++-goodies","","","x11"
"afnix","afnix","http://www.afnix.org/","","interpreters"
"afnix-doc","afnix","http://www.afnix.org/","","doc"
"afterstep","afterstep","http://www.afterstep.org/","","x11"
"afterstep-data","afterstep","http://www.afterstep.org/","","x11"
"afuse","afuse","https://github.com/pcarrier/afuse","","utils"
"agda-stdlib","agda-stdlib","https://wiki.portal.chalmers.se/agda/","","libs"
"agedu","agedu","https://www.chiark.greenend.org.uk/~sgtatham/agedu/","","utils"
"aggregate","aggregate","https://ftp.isc.org/isc/aggregate/","","net"
"aha","aha","https://github.com/theZiz/aha","","utils"
"ahcpd","ahcpd","https://www.irif.fr/~jch/software/ahcp/","","net"
"aide","aide","https://aide.github.io","","admin"
"aide-common","aide","https://aide.github.io","","admin"
"aide-dynamic","aide","https://aide.github.io","","admin"
"aircrack-ng","aircrack-ng","https://www.aircrack-ng.org/","","net"
"airgraph-ng","aircrack-ng","https://www.aircrack-ng.org/","","net"
"airspy","airspyone-host","http://airspy.com","","libs"
"airstrike","airstrike","https://icculus.org/airstrike/","","games"
"airstrike-common","airstrike","https://icculus.org/airstrike/","","games"
"akonadi-server","akonadi","https://invent.kde.org/pim/akonadi","","net"
"akonadiconsole","akonadiconsole","https://invent.kde.org/pim/akonadiconsole","","utils"
"akregator","akregator","http://akregator.kde.org/","","web"
"alarm-clock-applet","alarm-clock-applet","https://alarm-clock-applet.github.io","","gnome"
"aldo","aldo","https://www.nongnu.org/aldo/","","hamradio"
"ale","ale","https://repo.or.cz/Ale.git","","graphics"
"alienblaster","alienblaster","https://www.schwardtnet.de/alienblaster/","","games"
"alienblaster-data","alienblaster","https://www.schwardtnet.de/alienblaster/","","games"
"alkimia-bin","alkimia","https://invent.kde.org/office/alkimia","","libs"
"alkimia-data","alkimia","https://invent.kde.org/office/alkimia","","libs"
"almanah","almanah","https://wiki.gnome.org/Apps/Almanah_Diary","","gnome"
"alpine","alpine","https://alpineapp.email/","","mail"
"alpine-doc","alpine","https://alpineapp.email/","","doc"
"alpine-pico","alpine","https://alpineapp.email/","","editors"
"alsa-topology-conf","alsa-topology-conf","https://www.alsa-project.org/","","libs"
"alsa-ucm-conf","alsa-ucm-conf","https://www.alsa-project.org/","","libs"
"alsa-utils","alsa-utils","https://www.alsa-project.org/","","sound"
"alsamixergui","alsamixergui","https://web.archive.org/web/20090205035610/http://www.iua.upf.es/~mdeboer/projects/alsamixergui/","","sound"
"altermime","altermime","https://pldaniels.com/altermime/","","mail"
"altree","altree","https://gitlab.inria.fr/NGS/ALTree","","science"
"altree-examples","altree","https://gitlab.inria.fr/NGS/ALTree","","science"
"amanda-client","amanda","http://www.amanda.org/","","utils"
"amanda-server","amanda","http://www.amanda.org/","","utils"
"amap-align","amap-align","https://github.com/mes5k/amap-align","","science"
"amarok","amarok","https://amarok.kde.org","","sound"
"amarok-common","amarok","https://amarok.kde.org","","sound"
"amarok-doc","amarok","https://amarok.kde.org","","doc"
"amarok-utils","amarok","https://amarok.kde.org","","utils"
"amb-plugins","amb-plugins","https://kokkinizita.linuxaudio.org/linuxaudio/index.html","","sound"
"ambdec","ambdec","http://kokkinizita.linuxaudio.org/linuxaudio/index.html","","sound"
"amd-dbgapi-dev","rocdbgapi","https://github.com/ROCm/ROCdbgapi","","libdevel"
"amideco","amideco","https://web.archive.org/web/20070608175640/http://www.kaos.ru/biosgfx/","","utils"
"amphetamine","amphetamine","https://tracker.debian.org/pkg/amphetamine","","games"
"ample","ample","http://ample.sourceforge.net","","sound"
"amsynth","amsynth","https://amsynth.github.io/","","sound"
"amtterm","amtterm","https://www.kraxel.org/blog/linux/amtterm/","","net"
"amule","amule","https://www.amule.org","","net"
"amule-common","amule","https://www.amule.org","","net"
"amule-daemon","amule","https://www.amule.org","","net"
"amule-gnome-support","amule","https://www.amule.org","","net"
"amule-utils","amule","https://www.amule.org","","net"
"amule-utils-gui","amule","https://www.amule.org","","net"
"an","an","https://salsa.debian.org/pm/an","","games"
"anacron","anacron","http://sourceforge.net/projects/anacron/","","admin"
"analitza-common","analitza","https://invent.kde.org/education/analitza","","libs"
"and","and","http://and.sourceforge.net/","","misc"
"android-libandroidfw","android-platform-frameworks-base","https://android.googlesource.com/platform/frameworks/base","","libs"
"android-libandroidfw-dev","android-platform-frameworks-base","https://android.googlesource.com/platform/frameworks/base","","libdevel"
"android-libbacktrace","android-platform-tools","https://developer.android.com/studio/releases/platform-tools","","libs"
"android-libbacktrace-dev","android-platform-tools","https://developer.android.com/studio/releases/platform-tools","","libdevel"
"android-libbase","android-platform-tools","https://developer.android.com/studio/releases/platform-tools","","libs"
"android-libbase-dev","android-platform-tools","https://developer.android.com/studio/releases/platform-tools","","libdevel"
"android-libboringssl","android-platform-external-boringssl","https://android.googlesource.com/platform/external/boringssl","","libs"
"android-libboringssl-dev","android-platform-external-boringssl","https://android.googlesource.com/platform/external/boringssl","","libdevel"
"android-libcutils","android-platform-tools","https://developer.android.com/studio/releases/platform-tools","","libs"
"android-libcutils-dev","android-platform-tools","https://developer.android.com/studio/releases/platform-tools","","libdevel"
"android-libext4-utils","android-platform-system-extras","https://android.googlesource.com/platform/system/extras","","libs"
"android-libext4-utils-dev","android-platform-system-extras","https://android.googlesource.com/platform/system/extras","","libdevel"
"android-libfec","android-platform-system-extras","https://android.googlesource.com/platform/system/extras","","libs"
"android-libfec-dev","android-platform-system-extras","https://android.googlesource.com/platform/system/extras","","libdevel"
"android-liblog","android-platform-tools","https://developer.android.com/studio/releases/platform-tools","","libs"
"android-liblog-dev","android-platform-tools","https://developer.android.com/studio/releases/platform-tools","","libdevel"
"android-libnativebridge","android-platform-art","https://android.googlesource.com/platform/art","","libs"
"android-libnativehelper","android-platform-tools","https://developer.android.com/studio/releases/platform-tools","","libs"
"android-libnativehelper-dev","android-platform-tools","https://developer.android.com/studio/releases/platform-tools","","libs"
"android-libnativeloader","android-platform-art","https://android.googlesource.com/platform/art","","libs"
"android-libselinux","android-platform-external-libselinux","https://android.googlesource.com/platform/external/selinux","","libs"
"android-libselinux-dev","android-platform-external-libselinux","https://android.googlesource.com/platform/external/selinux","","libdevel"
"android-libsepol","android-platform-external-libselinux","https://android.googlesource.com/platform/external/selinux","","libs"
"android-libsepol-dev","android-platform-external-libselinux","https://android.googlesource.com/platform/external/selinux","","libdevel"
"android-libsparse","android-platform-tools","https://developer.android.com/studio/releases/platform-tools","","libs"
"android-libsparse-dev","android-platform-tools","https://developer.android.com/studio/releases/platform-tools","","libdevel"
"android-libunwind","android-platform-external-libunwind","https://android.googlesource.com/platform/external/libunwind","","libs"
"android-libunwind-dev","android-platform-external-libunwind","https://android.googlesource.com/platform/external/libunwind","","libdevel"
"android-libutils","android-platform-tools","https://developer.android.com/studio/releases/platform-tools","","libs"
"android-libutils-dev","android-platform-tools","https://developer.android.com/studio/releases/platform-tools","","libdevel"
"android-libziparchive","android-platform-tools","https://developer.android.com/studio/releases/platform-tools","","libs"
"android-libziparchive-dev","android-platform-tools","https://developer.android.com/studio/releases/platform-tools","","libdevel"
"android-platform-frameworks-native-headers","android-platform-tools","https://developer.android.com/studio/releases/platform-tools","","libdevel"
"android-platform-libcore-headers","android-platform-libcore","https://android.googlesource.com/platform/libcore","","libdevel"
"android-platform-system-core-headers","android-platform-tools","https://developer.android.com/studio/releases/platform-tools","","libdevel"
"angband","angband","https://rephial.org","","games"
"angband-data","angband","https://rephial.org","","games"
"angelscript-dev","angelscript","https://www.angelcode.com/angelscript/","","libdevel"
"animals","animals","http://software.keep-cool.org/animals.html","","games"
"ann-tools","ann","https://www.cs.umd.edu/~mount/ANN/","","math"
"anthy","anthy","https://wiki.debian.org/Teams/DebianAnthy","","utils"
"anthy-common","anthy","https://wiki.debian.org/Teams/DebianAnthy","","utils"
"anthy-el","anthy","https://wiki.debian.org/Teams/DebianAnthy","","lisp"
"antigravitaattori","antigrav","","","games"
"antiword","antiword","","","text"
"ants","ants","http://www.picsl.upenn.edu/ANTS/","","science"
"anyremote","anyremote","https://anyremote.sourceforge.net","","utils"
"anyremote-data","anyremote","https://anyremote.sourceforge.net","","utils"
"anyremote-doc","anyremote","https://anyremote.sourceforge.net","","doc"
"anytun","anytun","http://www.anytun.org/","","net"
"aoeui","aoeui","https://github.com/pklausler/aoeui","","editors"
"aoflagger-dev","aoflagger","https://aoflagger.readthedocs.io","","libdevel"
"aosd-cat","libaosd","http://www.atheme.org/project/libaosd","","x11"
"apache2-bin","apache2","https://httpd.apache.org/","","httpd"
"apache2-dev","apache2","https://httpd.apache.org/","","httpd"
"apache2-utils","apache2","https://httpd.apache.org/","","httpd"
"apachetop","apachetop","https://github.com/tessus/apachetop","","admin"
"apbs","apbs","http://www.poissonboltzmann.org/","","science"
"apbs-data","apbs","http://www.poissonboltzmann.org/","","science"
"apbs-doc","apbs","http://www.poissonboltzmann.org/","","science"
"apparix","apparix","https://micans.org/apparix/","","utils"
"appmenu-gtk-module-common","appmenu-gtk-module","https://github.com/rilian-la-te/vala-panel-appmenu/tree/master/subprojects/appmenu-gtk-module","","libs"
"appmenu-gtk3-module","appmenu-gtk-module","https://github.com/rilian-la-te/vala-panel-appmenu/tree/master/subprojects/appmenu-gtk-module","","libs"
"apriltag","apriltag","https://april.eecs.umich.edu/software/apriltag.html","","libs"
"apt","apt","","","admin"
"apt-cacher-ng","apt-cacher-ng","http://www.unix-ag.uni-kl.de/~bloch/acng/","","net"
"apt-dater","apt-dater","https://github.com/DE-IBH/apt-dater","","admin"
"apt-doc","apt","","","doc"
"apt-transport-https","apt","","","oldlibs"
"apt-utils","apt","","","admin"
"aptitude","aptitude","https://wiki.debian.org/Aptitude","","admin"
"aptitude-common","aptitude","https://wiki.debian.org/Aptitude","","admin"
"aptitude-doc-cs","aptitude","https://wiki.debian.org/Aptitude","","doc"
"aptitude-doc-en","aptitude","https://wiki.debian.org/Aptitude","","doc"
"aptitude-doc-es","aptitude","https://wiki.debian.org/Aptitude","","doc"
"aptitude-doc-fi","aptitude","https://wiki.debian.org/Aptitude","","doc"
"aptitude-doc-fr","aptitude","https://wiki.debian.org/Aptitude","","doc"
"aptitude-doc-it","aptitude","https://wiki.debian.org/Aptitude","","doc"
"aptitude-doc-ja","aptitude","https://wiki.debian.org/Aptitude","","doc"
"aptitude-doc-nl","aptitude","https://wiki.debian.org/Aptitude","","doc"
"aptitude-doc-ru","aptitude","https://wiki.debian.org/Aptitude","","doc"
"apvlv","apvlv","https://naihe2010.github.io/apvlv/","","text"
"aqbanking-tools","libaqbanking","http://www.aquamaniac.de/aqbanking/","","utils"
"aqemu","aqemu","https://github.com/tobimensch/aqemu","","otherosfs"
"aranym","aranym","https://aranym.github.io","","otherosfs"
"ardour","ardour","https://ardour.org","","sound"
"ardour-data","ardour","https://ardour.org","","sound"
"ardour-lv2-plugins","ardour","https://ardour.org","","sound"
"ardour-video-timeline","ardour","https://ardour.org","","sound"
"argon2","argon2","https://github.com/P-H-C/phc-winner-argon2","","libs"
"aria2","aria2","https://aria2.github.io/","","net"
"arj","arj","https://sf.net/projects/arj/","","utils"
"ark","ark","https://apps.kde.org/ark/","","utils"
"armagetronad-dedicated","armagetronad","https://www.armagetronad.org/","","games"
"arp-scan","arp-scan","https://github.com/royhills/arp-scan","","admin"
"arping","arping","https://www.habets.pp.se/synscan/programs.php?prog=arping","","net"
"arpon","arpon","http://arpon.sourceforge.net","","net"
"arptables","arptables","https://www.netfilter.org/","","net"
"arpwatch","arpwatch","https://ee.lbl.gov/","","admin"
"artha","artha","http://artha.sourceforge.net/","","utils"
"as31","as31","","","devel"
"asc","asc","http://www.asc-hq.org","","games"
"asc-data","asc","http://www.asc-hq.org","","games"
"ascii","ascii","http://www.catb.org/~esr/ascii/","","utils"
"asciijump","asciijump","","","games"
"asclock","asclock","","","x11"
"asclock-themes","asclock","","","x11"
"aspectc++","aspectc++","http://www.aspectc.org","","devel"
"aspic","aspic","","","tex"
"astyle","astyle","http://astyle.sourceforge.net/","","devel"
"asunder","asunder","http://www.littlesvr.ca/asunder","","sound"
"at","at","http://blog.calhariz.com","","admin"
"atalkd","netatalk","https://github.com/Netatalk/netatalk","","net"
"atf-sh","atf","https://github.com/freebsd/atf","","libs"
"athena-jot","athena-jot","","","utils"
"atm-tools","linux-atm","https://linux-atm.sourceforge.net/","","net"
"atomicparsley","atomicparsley","https://github.com/wez/atomicparsley","","video"
"atomix","atomix","https://wiki.gnome.org/Apps/Atomix","","games"
"atomix-data","atomix","https://wiki.gnome.org/Apps/Atomix","","games"
"attr","attr","https://savannah.nongnu.org/projects/attr/","","utils"
"audacious","audacious","https://www.audacious-media-player.org/","","sound"
"audacious-dev","audacious","https://www.audacious-media-player.org/","","libdevel"
"audacious-plugins","audacious-plugins","https://www.audacious-media-player.org/","","sound"
"audacious-plugins-data","audacious-plugins","https://www.audacious-media-player.org/","","sound"
"audtty","audtty","https://tracker.debian.org/audtty","","sound"
"aumix","aumix","https://sourceforge.net/projects/aumix/","","sound"
"aumix-common","aumix","https://sourceforge.net/projects/aumix/","","sound"
"autobahn-cpp-dev","autobahn-cpp","http://autobahn.ws","","libdevel"
"autocutsel","autocutsel","https://www.nongnu.org/autocutsel/","","x11"
"autodock","autodocksuite","http://autodock.scripps.edu/","","science"
"autofs","autofs","https://www.kernel.org/pub/linux/daemons/autofs/v5/","","utils"
"autofs-hesiod","autofs","https://www.kernel.org/pub/linux/daemons/autofs/v5/","","utils"
"autofs-ldap","autofs","https://www.kernel.org/pub/linux/daemons/autofs/v5/","","utils"
"autogen","autogen","https://www.gnu.org/software/autogen/","","devel"
"autogen-doc","autogen","https://www.gnu.org/software/autogen/","","doc"
"autogrid","autodocksuite","http://autodock.scripps.edu/","","science"
"autoproject","autoproject","http://jrv.oddones.org","","devel"
"autossh","autossh","https://www.harding.motd.ca/autossh/","","net"
"avahi-autoipd","avahi","https://avahi.org/","","net"
"avahi-daemon","avahi","https://avahi.org/","","net"
"avahi-dnsconfd","avahi","https://avahi.org/","","net"
"avahi-ui-utils","avahi","https://avahi.org/","","utils"
"avahi-utils","avahi","https://avahi.org/","","net"
"avarice","avarice","http://avarice.sourceforge.net/","","electronics"
"avce00","avce00","http://avce00.maptools.org/avce00/","","science"
"avr-evtd","avr-evtd","https://github.com/rbrito/avr-evtd","","misc"
"avr-libc","avr-libc","https://avrdudes.github.io/avr-libc/","","otherosfs"
"avra","avra","https://github.com/Ro5bert/avra","","electronics"
"avrdude","avrdude","https://github.com/avrdudes/avrdude/","","electronics"
"avrdude-doc","avrdude","https://github.com/avrdudes/avrdude/","","doc"
"awardeco","awardeco","","","utils"
"awesome","awesome","https://awesomewm.org/","","x11"
"awesome-doc","awesome","https://awesomewm.org/","","doc"
"awffull","awffull","http://www.stedee.id.au/awffull/","","web"
"axel","axel","https://github.com/axel-download-accelerator/axel","","web"
"axfrdns","djbdns","http://cr.yp.to/djbdns.html","","net"
"ayatana-indicator-common","libayatana-common","https://github.com/AyatanaIndicators/libayatana-common","","libs"
"babeld","babeld","http://www.pps.univ-paris-diderot.fr/~jch/software/babel/","","net"
"bacula-director-sqlite3","bacula","https://www.bacula.org/","","admin"
"ballz","ballz","https://gitlab.com/ballz","","games"
"ballz-data","ballz","https://gitlab.com/ballz","","games"
"balsa","balsa","https://pawsa.fedorapeople.org/balsa/","","gnome"
"balsa-data","balsa","https://pawsa.fedorapeople.org/balsa/","","gnome"
"bamfdaemon","bamf","https://launchpad.net/bamf","","libs"
"bandwidthd","bandwidthd","http://bandwidthd.sourceforge.net/","","net"
"bandwidthd-pgsql","bandwidthd","http://bandwidthd.sourceforge.net/","","net"
"bar","bar","","","utils"
"barrage","barrage","http://lgames.sourceforge.net/index.php?project=Barrage","","games"
"base-passwd","base-passwd","","","admin"
"bash","bash","http://tiswww.case.edu/php/chet/bash/bashtop.html","","shells"
"bash-argsparse","bash-argsparse","","","libs"
"bash-builtins","bash","http://tiswww.case.edu/php/chet/bash/bashtop.html","","utils"
"bash-doc","bash","http://tiswww.case.edu/php/chet/bash/bashtop.html","","doc"
"bash-static","bash","http://tiswww.case.edu/php/chet/bash/bashtop.html","","shells"
"basic256","basic256","https://www.basic256.org/","","devel"
"basket","basket","https://launchpad.net/basket/","","kde"
"basket-data","basket","https://launchpad.net/basket/","","kde"
"bastet","bastet","http://fph.altervista.org/prog/bastet.shtml","","games"
"batctl","batctl","https://www.open-mesh.org/","","net"
"batmand","batmand","https://www.open-mesh.org/","","net"
"bats-support","bats-support","https://github.com/bats-core/bats-support","","libdevel"
"bbmail","bbmail","https://sourceforge.net/projects/bbtools","","mail"
"bbpager","bbpager","https://sourceforge.net/projects/bbtools","","x11"
"bbtime","bbtime","http://bbtools.sourceforge.net/","","x11"
"bc","bc","https://www.gnu.org/software/bc/","","math"
"bchunk","bchunk","http://he.fi/bchunk/","","otherosfs"
"bcpp","bcpp","http://www.invisible-island.net/bcpp/","","devel"
"bcron","bcron","https://untroubled.org/bcron","","admin"
"beanstalkd","beanstalkd","https://github.com/beanstalkd/beanstalkd","","net"
"bear","bear","https://github.com/rizsotto/Bear","","devel"
"bear-factory","plee-the-bear","http://plee-the-bear.sourceforge.net/","","editors"
"bedtools","bedtools","https://github.com/arq5x/bedtools2","","science"
"bedtools-test","bedtools","https://github.com/arq5x/bedtools2","","science"
"beef","beef","https://kiyuko.org/software/beef","","devel"
"beep","beep","https://github.com/spkr-beep/beep","","sound"
"belcard-data","belcard","https://gitlab.linphone.org/BC/public/belcard/","","libs"
"bellesip-data","belle-sip","https://www.linphone.org","","libs"
"berusky2","berusky2","https://anakreon.cz/berusky2.html","","games"
"bfbtester","bfbtester","https://bfbtester.sourceforge.net","","utils"
"bibclean","bibclean","http://ftp.math.utah.edu/pub/bibclean/","","tex"
"bibletime","bibletime","https://www.bibletime.info/","","kde"
"bibletime-data","bibletime","https://www.bibletime.info/","","kde"
"bibtool","bibtool","http://www.gerd-neugebauer.de/software/TeX/BibTool/index.en.html","","tex"
"bibutils","bibutils","https://sourceforge.net/projects/bibutils/","","text"
"bidiv","bidiv","","","text"
"billard-gl","billard-gl","http://www.billardgl.de/index-en.html","","games"
"billard-gl-data","billard-gl","http://www.billardgl.de/index-en.html","","games"
"biloba","biloba","https://biloba.sourceforge.net/","","games"
"biloba-data","biloba","https://biloba.sourceforge.net/","","games"
"binclock","binclock","http://www.ngolde.de/binclock.html","","utils"
"bind9","bind9","https://www.isc.org/downloads/bind/","","net"
"bind9-dev","bind9","https://www.isc.org/downloads/bind/","","devel"
"bind9-dnsutils","bind9","https://www.isc.org/downloads/bind/","","net"
"bind9-doc","bind9","https://www.isc.org/downloads/bind/","","doc"
"bind9-host","bind9","https://www.isc.org/downloads/bind/","","net"
"bind9-libs","bind9","https://www.isc.org/downloads/bind/","","libs"
"bind9-utils","bind9","https://www.isc.org/downloads/bind/","","net"
"bindfs","bindfs","https://bindfs.org","","utils"
"biniax2","biniax2","http://biniax.com/index2.html","","games"
"biniax2-data","biniax2","http://biniax.com/index2.html","","games"
"binkd","binkd","","","comm"
"bino","bino","https://bino3d.org/","","video"
"binutils","binutils","https://www.gnu.org/software/binutils/","","devel"
"binutils-aarch64-linux-gnu","binutils","https://www.gnu.org/software/binutils/","","devel"
"binutils-aarch64-linux-gnu-dbg","binutils","https://www.gnu.org/software/binutils/","","debug"
"binutils-alpha-linux-gnu","binutils","https://www.gnu.org/software/binutils/","","devel"
"binutils-alpha-linux-gnu-dbg","binutils","https://www.gnu.org/software/binutils/","","debug"
"binutils-arc-linux-gnu","binutils","https://www.gnu.org/software/binutils/","","devel"
"binutils-arc-linux-gnu-dbg","binutils","https://www.gnu.org/software/binutils/","","debug"
"binutils-arm-linux-gnueabi","binutils","https://www.gnu.org/software/binutils/","","devel"
"binutils-arm-linux-gnueabi-dbg","binutils","https://www.gnu.org/software/binutils/","","debug"
"binutils-arm-linux-gnueabihf","binutils","https://www.gnu.org/software/binutils/","","devel"
"binutils-arm-linux-gnueabihf-dbg","binutils","https://www.gnu.org/software/binutils/","","debug"
"binutils-common","binutils","https://www.gnu.org/software/binutils/","","devel"
"binutils-dbg","binutils","https://www.gnu.org/software/binutils/","","debug"
"binutils-dev","binutils","https://www.gnu.org/software/binutils/","","devel"
"binutils-doc","binutils","https://www.gnu.org/software/binutils/","","doc"
"binutils-for-build","binutils","https://www.gnu.org/software/binutils/","","devel"
"binutils-for-host","binutils","https://www.gnu.org/software/binutils/","","devel"
"binutils-h8300-hms","binutils-h8300-hms","https://www.gnu.org/software/binutils/","","devel"
"binutils-hppa-linux-gnu","binutils","https://www.gnu.org/software/binutils/","","devel"
"binutils-hppa-linux-gnu-dbg","binutils","https://www.gnu.org/software/binutils/","","debug"
"binutils-hppa64-linux-gnu","binutils","https://www.gnu.org/software/binutils/","","devel"
"binutils-hppa64-linux-gnu-dbg","binutils","https://www.gnu.org/software/binutils/","","debug"
"binutils-i686-gnu","binutils","https://www.gnu.org/software/binutils/","","devel"
"binutils-i686-gnu-dbg","binutils","https://www.gnu.org/software/binutils/","","debug"
"binutils-i686-linux-gnu","binutils","https://www.gnu.org/software/binutils/","","devel"
"binutils-i686-linux-gnu-dbg","binutils","https://www.gnu.org/software/binutils/","","debug"
"binutils-loongarch64-linux-gnu","binutils","https://www.gnu.org/software/binutils/","","devel"
"binutils-loongarch64-linux-gnu-dbg","binutils","https://www.gnu.org/software/binutils/","","debug"
"binutils-m68k-linux-gnu","binutils","https://www.gnu.org/software/binutils/","","devel"
"binutils-m68k-linux-gnu-dbg","binutils","https://www.gnu.org/software/binutils/","","debug"
"binutils-mingw-w64","binutils-mingw-w64","https://www.gnu.org/software/binutils/","","devel"
"binutils-mingw-w64-i686","binutils-mingw-w64","https://www.gnu.org/software/binutils/","","devel"
"binutils-mingw-w64-ucrt64","binutils-mingw-w64","https://www.gnu.org/software/binutils/","","devel"
"binutils-mingw-w64-x86-64","binutils-mingw-w64","https://www.gnu.org/software/binutils/","","devel"
"binutils-mips64el-linux-gnuabi64","binutils-mipsen","https://www.gnu.org/software/binutils/","","devel"
"binutils-mips64el-linux-gnuabi64-dbg","binutils-mipsen","https://www.gnu.org/software/binutils/","","debug"
"binutils-mipsel-linux-gnu","binutils-mipsen","https://www.gnu.org/software/binutils/","","devel"
"binutils-mipsel-linux-gnu-dbg","binutils-mipsen","https://www.gnu.org/software/binutils/","","debug"
"binutils-multiarch","binutils","https://www.gnu.org/software/binutils/","","devel"
"binutils-multiarch-dbg","binutils","https://www.gnu.org/software/binutils/","","debug"
"binutils-multiarch-dev","binutils","https://www.gnu.org/software/binutils/","","devel"
"binutils-powerpc-linux-gnu","binutils","https://www.gnu.org/software/binutils/","","devel"
"binutils-powerpc-linux-gnu-dbg","binutils","https://www.gnu.org/software/binutils/","","debug"
"binutils-powerpc64-linux-gnu","binutils","https://www.gnu.org/software/binutils/","","devel"
"binutils-powerpc64-linux-gnu-dbg","binutils","https://www.gnu.org/software/binutils/","","debug"
"binutils-powerpc64le-linux-gnu","binutils","https://www.gnu.org/software/binutils/","","devel"
"binutils-powerpc64le-linux-gnu-dbg","binutils","https://www.gnu.org/software/binutils/","","debug"
"binutils-riscv64-linux-gnu","binutils","https://www.gnu.org/software/binutils/","","devel"
"binutils-riscv64-linux-gnu-dbg","binutils","https://www.gnu.org/software/binutils/","","debug"
"binutils-s390x-linux-gnu","binutils","https://www.gnu.org/software/binutils/","","devel"
"binutils-s390x-linux-gnu-dbg","binutils","https://www.gnu.org/software/binutils/","","debug"
"binutils-sh4-linux-gnu","binutils","https://www.gnu.org/software/binutils/","","devel"
"binutils-sh4-linux-gnu-dbg","binutils","https://www.gnu.org/software/binutils/","","debug"
"binutils-source","binutils","https://www.gnu.org/software/binutils/","","devel"
"binutils-sparc-linux-gnu","binutils","https://www.gnu.org/software/binutils/","","devel"
"binutils-sparc-linux-gnu-dbg","binutils","https://www.gnu.org/software/binutils/","","debug"
"binutils-sparc64-linux-gnu","binutils","https://www.gnu.org/software/binutils/","","devel"
"binutils-sparc64-linux-gnu-dbg","binutils","https://www.gnu.org/software/binutils/","","debug"
"binutils-x86-64-gnu","binutils","https://www.gnu.org/software/binutils/","","devel"
"binutils-x86-64-gnu-dbg","binutils","https://www.gnu.org/software/binutils/","","debug"
"binutils-x86-64-linux-gnu","binutils","https://www.gnu.org/software/binutils/","","devel"
"binutils-x86-64-linux-gnu-dbg","binutils","https://www.gnu.org/software/binutils/","","debug"
"binutils-x86-64-linux-gnux32","binutils","https://www.gnu.org/software/binutils/","","devel"
"binutils-x86-64-linux-gnux32-dbg","binutils","https://www.gnu.org/software/binutils/","","debug"
"binutils-z80","binutils-z80","https://www.gnu.org/software/binutils/","","devel"
"biosquid","biosquid","http://eddylab.org/software.html","","science"
"bip","bip","https://bip.milkypond.org/","","net"
"bison","bison","https://www.gnu.org/software/bison/","","devel"
"bisonc++","bisonc++","https://fbb-git.gitlab.io/bisoncpp/","","devel"
"bisonc++-doc","bisonc++","https://fbb-git.gitlab.io/bisoncpp/","","doc"
"bitlbee","bitlbee","http://www.bitlbee.org/","","net"
"bitlbee-common","bitlbee","http://www.bitlbee.org/","","net"
"bitlbee-dev","bitlbee","http://www.bitlbee.org/","","net"
"bitlbee-libpurple","bitlbee","http://www.bitlbee.org/","","net"
"bitlbee-plugin-otr","bitlbee","http://www.bitlbee.org/","","net"
