"package","github_repo"
"ticcutils","LanguageMachines/ticcutils"
"tilda","lanoxx/tilda"
"tinycbor","intel/tinycbor"
"tinyexr","syoyo/tinyexr"
"tinyframe","DNS-OARC/tinyframe"
"tinygltf","syoyo/tinygltf"
"tinyobjloader","tinyobjloader/tinyobjloader"
"tinyusb","hathach/tinyusb"
"tl-optional","TartanLlama/optional"
"tlsh","trendmicro/tlsh"
"tmux","tmux/tmux"
"tnat64","andrewshadura/tnat64"
"tnef","verdammelt/tnef"
"toml11","ToruNiina/toml11"
"tp-smapi","linux-thinkpad/tp_smapi"
"tpm2-abrmd","intel/tpm2-abrmd"
"tpm2-openssl","tpm2-software/tpm2-openssl"
"tpm2-pkcs11","tpm2-software/tpm2-pkcs11"
"tpm2-tss","tpm2-software/tpm2-tss"
"tpm2-tss-engine","tpm2-software/tpm2-tss-engine"
"traildb","traildb/traildb"
"trayer","sargon/trayer-srg"
"tree-sitter-c","tree-sitter/tree-sitter-c"
"tree-sitter-lua","tree-sitter-grammars/tree-sitter-lua"
"tree-sitter-markdown","tree-sitter-grammars/tree-sitter-markdown"
"tree-sitter-query","tree-sitter-grammars/tree-sitter-query"
"tree-sitter-vim","tree-sitter-grammars/tree-sitter-vim"
"tree-sitter-vimdoc","neovim/tree-sitter-vimdoc"
"treeland-protocols","linuxdeepin/treeland-protocols"
"treeviewx","rdmpage/treeviewx"
"trickle","mariusae/trickle"
"trompeloeil-cpp","rollbear/trompeloeil"
"tstools","kynesim/tstools"
"tty-clock","xorg62/tty-clock"
"ttyrec","ovh/ovh-ttyrec"
"tuning-library","surge-synthesizer/tuning-library"
"tweeny","mobius3/tweeny"
"udisks2-qt5","linuxdeepin/udisks2-qt5"
"uim","uim/uim"
"ukui-interface","ukui/ukui-interface"
"ulfius","babelouest/ulfius"
"umockdev","martinpitt/umockdev"
"unibilium","neovim/unibilium"
"unifrac-tools","biocore/unifrac-binaries"
"unilog","Xilinx/Vitis-AI"
"units-cpp","nholthaus/units"
"unittest++","unittest-cpp/unittest-cpp"
"universal-detector","MacPaw/universal-detector"
"unshield","twogood/unshield"
"unworkable","niallo/Unworkable"
"upb","protocolbuffers/upb"
"uptimed","rpodgorny/uptimed"
"urdfdom","ros/urdfdom"
"urdfdom-headers","ros/urdfdom_headers"
"usbmuxd","libimobiledevice/usbmuxd"
"usbutils","gregkh/usbutils"
"usepackage","jonathanhogg/usepackage"
"utf8proc","JuliaStrings/utf8proc"
"utfcpp","nemtrif/utfcpp"
"util-linux","util-linux/util-linux"
"uudeview","hannob/uudeview"
"v4l2loopback","umlaeute/v4l2loopback"
"vagalume","bertogg/vagalume"
"vala-panel","rilian-la-te/vala-panel"
"valijson","tristanpenman/valijson"
"vart","Xilinx/Vitis-AI"
"vc","VcDevel/Vc"
"vdt","dpiparo/vdt"
"veccore","root-project/veccore"
"velvet","dzerbino/velvet"
"vixl","Linaro/vixl"
"vkfft","DTolm/VkFFT"
"vnlog","dkogan/vnlog"
"vpnc","streambinder/vpnc"
"vtk-dicom","dgobbi/vtk-dicom"
"vulkan-loader","KhronosGroup/Vulkan-Loader"
"vulkan-memory-allocator","GPUOpen-LibrariesAndSDKs/VulkanMemoryAllocator"
"vulkan-utility-libraries","KhronosGroup/Vulkan-Utility-Libraries"
"vulkan-validationlayers","KhronosGroup/Vulkan-ValidationLayers"
"vulkan-volk","zeux/volk"
"waylandpp","NilsBrause/waylandpp"
"wbar","rodolf0/wbar"
"wbxml2","libwbxml/libwbxml"
"websocketpp","zaphoyd/websocketpp"
"welcome2l","voyageur/welcome2l"
"wf-config","WayfireWM/wf-config"
"wmctrl","Conservatory/wmctrl"
"wml","thewml/website-meta-language"
"wmpinboard","bbidulock/wmpinboard"
"woff2","google/woff2"
"workflow","sogou/workflow"
"wreport","ARPA-SIMC/wreport"
"wslay","tatsuhiro-t/wslay"
"wtmpdb","thkukuk/wtmpdb"
"wvstreams","apenwarr/wvstreams"
"wyhash","wangyi-fudan/wyhash"
"x52pro","seesturm/x52lib"
"xapp","linuxmint/xapp"
"xar","apple-oss-distributions/xar"
"xarchiver","ib/xarchiver"
"xbyak","herumi/xbyak"
"xcb-imdkit","fcitx/xcb-imdkit"
"xcb-util-xrm","Airblader/xcb-util-xrm"
"xchm","rzvncj/xCHM"
"xclip","astrand/xclip"
"xdg-utils-cxx","azubieta/xdg-utils-cxx"
"xdotool","jordansissel/xdotool"
"xdp-tools","xdp-project/xdp-tools"
"xenium","mpoeter/xenium"
"xeus","jupyter-xeus/xeus"
"xeus-zmq","jupyter-xeus/xeus-zmq"
"xf86-input-mtrack","BlueDragonX/xf86-input-mtrack"
"xfpt","PhilipHazel/xfpt"
"xinv3d","JoesCat/xinvaders3d"
"xir","Xilinx/Vitis-AI"
"xjump","hugomg/xjump"
"xnec2c","KJ7LNW/xnec2c"
"xnnpack","google/XNNPACK"
"xosd","Schlauf/libXosd"
"xosview","hills/xosview"
"xprintidle","g0hl1n/xprintidle"
"xraylib","tschoonj/xraylib"
"xsensors","Mystro256/xsensors"
"xsettings-kde","KDE/xsettings-kde"
"xsimd","xtensor-stack/xsimd"
"xtb","grimme-lab/xtb"
"xtensor","xtensor-stack/xtensor"
"xtensor-blas","xtensor-stack/xtensor-blas"
"xtl","xtensor-stack/xtl"
"xwiimote","xwiimote/xwiimote"
"xxsds-dynamic","xxsds/DYNAMIC"
"xylib","wojdyr/xylib"
"yafc","sebastinas/yafc"
"yaml-cpp","jbeder/yaml-cpp"
"yascreen","bbonev/yascreen"
"yasm","yasm/yasm"
"yatm","mlang/yatm"
"yder","babelouest/yder"
"ykclient","Yubico/yubico-c-client"
"yorick-yeti","emmt/Yeti"
"yyjson","ibireme/yyjson"
"z3","Z3Prover/z3"
"zarchive","Exzap/ZArchive"
"zatacka","simenheg/zatackax"
"zbar","mchehab/zbar"
"zchunk","zchunk/zchunk"
"zimg","sekrit-twc/zimg"
"zlog","HardySimpson/zlog"
"zmat","NeuroJSON/zmat"
"zmk","zyga/zmk"
"znc","FruitieX/znc-backlog"
"zopfli","google/zopfli"
"zstd-jni-java","luben/zstd-jni"
"zug","arximboldi/zug"
"zvbi","zapping-vbi/zvbi"
"zxcvbn-c","tsyrogit/zxcvbn-c"
"zxing-cpp","zxing-cpp/zxing-cpp"
"zycore-c","zyantific/zycore-c"
"zziplib","gdraheim/zziplib"
