"package","github_repo"
"python-redis-lock","ionelmc/python-redis-lock"
"python-redmine","maxtepkeev/python-redmine"
"python-sat","pysathq/pysat"
"python-semantic-release","python-semantic-release/python-semantic-release"
"python-slugify","un33k/python-slugify"
"python-snappy","intake/python-snappy"
"python-socketio","miguelgrinberg/python-socketio"
"python-socks","romis2012/python-socks"
"python-status","avinassh/status"
"python-string-utils","daveoncode/python-string-utils"
"python-subunit","testing-cabal/subunit"
"python-tds","denisenkom/pytds"
"python-telegram-bot","python-telegram-bot/python-telegram-bot"
"python-terraform","beelit94/python-terraform"
"python-transip","roaldnefs/python-transip"
"python-twitter","bear/python-twitter"
"python-ulid","mdomke/python-ulid"
"python-utils","wolph/python-utils"
"python-vagrant","pycontribs/python-vagrant"
"python-whois","richardpenman/whois"
"python-xlib","python-xlib/python-xlib"
"python3-logstash","israel-fl/python3-logstash"
"python3-openid","necaris/python3-openid"
"python3-saml","saml-toolkits/python3-saml"
"pythonping","alessandromaggio/pythonping"
"pythran","serge-sans-paille/pythran"
"pythran-openblas","serge-sans-paille/pythran-openblas"
"pytils","last-partizan/pytils"
"pytimeparse2","onegreyonewhite/pytimeparse2"
"pytkdocs","mkdocstrings/pytkdocs"
"pytoml","avakar/pytoml"
"pytools","inducer/pytools"
"pytorch-ignite","pytorch/ignite"
"pytorch-metric-learning","kevinmusgrave/pytorch-metric-learning"
"pytricia","jsommers/pytricia"
"pyttsx3","nateshmbhat/pyttsx3"
"pytube","pytube/pytube"
"pytweening","asweigart/pytweening"
"pytype","google/pytype"
"pytz-deprecation-shim","pganssle/pytz-deprecation-shim"
"pytzdata","sdispater/pytzdata"
"pyu2f","google/pyu2f"
"pyudev","pyudev/pyudev"
"pyunormalize","mlodewijck/pyunormalize"
"pyunpack","ponty/pyunpack"
"pyupgrade","asottile/pyupgrade"
"pyusb","pyusb/pyusb"
"pyvirtualdisplay","ponty/pyvirtualdisplay"
"pyvis","westhealth/pyvis"
"pyvisa","pyvisa/pyvisa"
"pyvisa-py","pyvisa/pyvisa-py"
"pyvista","pyvista/pyvista"
"pywatchman","facebook/watchman"
"pywavelets","pywavelets/pywt"
"pywebpush","web-push-libs/pywebpush"
"pywin32","mhammond/pywin32"
"pywin32-ctypes","enthought/pywin32-ctypes"
"pywinauto","pywinauto/pywinauto"
"pywinrm","diyan/pywinrm"
"pyworld","jeremycchsu/python-wrapper-for-world-vocoder"
"pyxirr","anexen/pyxirr"
"pyxlsb","willtrnr/pyxlsb"
"pyxlsx","fortfall/pyxlsx"
"pyyaml","yaml/pyyaml"
"pyyaml-env-tag","waylan/pyyaml-env-tag"
"pyyaml-include","tanbro/pyyaml-include"
"pyzabbix","lukecyca/pyzabbix"
"pyzbar","naturalhistorymuseum/pyzbar"
"pyzipcode","vangheem/pyzipcode"
"pyzipper","danifus/pyzipper"
"pyzmq","zeromq/pyzmq"
"pyzstd","rogdham/pyzstd"
"qdrant-client","qdrant/qdrant-client"
"qds-sdk","qubole/qds-sdk-py"
"qiskit","qiskit/qiskit"
"qiskit-aer","qiskit/qiskit-aer"
"qiskit-terra","qiskit/qiskit"
"qrcode","lincolnloop/python-qrcode"
"qtpy","spyder-ide/qtpy"
"quandl","quandl/quandl-python"
"quart","pallets/quart"
"qudida","arsenyinfo/qudida"
"querystring-parser","bernii/querystring-parser"
"questionary","tmbo/questionary"
"queuelib","scrapy/queuelib"
"radon","rubik/radon"
"rake-nltk","csurfer/rake-nltk"
"random-user-agent","luqman-ud-din/random_user_agent"
"rangehttpserver","danvk/rangehttpserver"
"rank-bm25","dorianbrown/rank_bm25"
"rapidfuzz","rapidfuzz/rapidfuzz"
"rarfile","markokr/rarfile"
"rasa","rasahq/rasa"
"rasa-sdk","rasahq/rasa-sdk"
"rasterio","rasterio/rasterio"
"ratelim","themiurgo/ratelim"
"ratelimit","tomasbasham/ratelimit"
"ratelimiter","razerm/ratelimiter"
"rauth","litl/rauth"
"ray","ray-project/ray"
"razorpay","razorpay/razorpay-python"
"rdflib","rdflib/rdflib"
"rdflib-jsonld","rdflib/rdflib-jsonld"
"rdkit","kuelumbus/rdkit-pypi"
"rdkit-pypi","kuelumbus/rdkit-pypi"
"rdt","sdv-dev/rdt"
"reactivex","reactivex/rxpy"
"readability-lxml","buriy/python-readability"
"readchar","magmax/python-readchar"
"readerwriterlock","elarivie/pyreaderwriterlock"
"readthedocs-sphinx-ext","readthedocs/readthedocs-sphinx-ext"
"realesrgan","xinntao/real-esrgan"
"realtime","supabase/supabase-py"
"recordclass","intellimath/recordclass"
"recordlinkage","j535d165/recordlinkage"
"records","kennethreitz/records"
"recurring-ical-events","niccokunzmann/python-recurring-ical-events"
"redis","redis/redis-py"
"redis-py-cluster","grokzen/redis-py-cluster"
"rednose","jbkahn/rednose"
"redshift-connector","aws/amazon-redshift-python-driver"
"referencing","python-jsonschema/referencing"
"regex","mrabarnett/mrab-regex"
"regress","crate-py/regress"
"regressors","nsh87/regressors"
"rembg","danielgatis/rembg"
"remote-pdb","ionelmc/python-remote-pdb"
"replit","replit/replit-py"
"reportportal-client","reportportal/client-python"
"reprint","yinzo/reprint"
"requests-auth-aws-sigv4","andrewjroth/requests-auth-aws-sigv4"
"requests-aws-sign","jmenga/requests-aws-sign"
"requests-aws4auth","tedder/requests-aws4auth"
"requests-cache","requests-cache/requests-cache"
"requests-futures","ross/requests-futures"
"requests-html","kennethreitz/requests-html"
"requests-kerberos","requests/requests-kerberos"
"requests-mock","jamielennox/requests-mock"
"requests-ntlm","requests/requests-ntlm"
"requests-oauth","maraujop/requests-oauth"
"requests-oauthlib","requests/requests-oauthlib"
"requests-opentracing","opentracing-contrib/python-requests"
"requests-pkcs12","m-click/requests_pkcs12"
"requests-toolbelt","requests/toolbelt"
"requests-unixsocket","msabramo/requests-unixsocket"
"requirementslib","sarugaku/requirementslib"
"resampy","bmcfee/resampy"
"resize-right","assafshocher/resizeright"
"resolvelib","sarugaku/resolvelib"
"responses","getsentry/responses"
"restfly","librestfly/restfly"
"restrictedpython","zopefoundation/restrictedpython"
"result","rustedpy/result"
"rethinkdb","rethinkdb/rethinkdb-python"
"retry","invl/retry"
"retry-decorator","pnpnpn/retry-decorator"
"retry2","esamtrade/retry"
"retrying","groodt/retrying"
"returns","dry-python/returns"
"rfc3339-validator","naimetti/rfc3339-validator"
"rfc3986-validator","naimetti/rfc3986-validator"
"rfc3987","dgerber/rfc3987"
"rich","textualize/rich"
"rich-argparse","hamdanal/rich-argparse"
"rich-click","ewels/rich-click"
"riot","datadog/riot"
"rlax","google-deepmind/rlax"
"rlp","ethereum/pyrlp"
"robocorp","robocorp/robocorp"
"robocorp-log","robocorp/robocorp"
"robocorp-storage","robocorp/robocorp"
"robocorp-tasks","robocorp/robocorp"
"robocorp-vault","robocorp/robocorp"
"robocorp-workitems","robocorp/robocorp"
"robotframework","robotframework/robotframework"
"robotframework-browser","marketsquare/robotframework-browser"
"robotframework-databaselibrary","marketsquare/robotframework-database-library"
"robotframework-excellib","peterservice-rnd/robotframework-excellib"
"robotframework-faker","marketsquare/robotframework-faker"
"robotframework-pabot","mkorpela/pabot"
"robotframework-pythonlibcore","robotframework/pythonlibcore"
"robotframework-requests","marketsquare/robotframework-requests"
"robotframework-selenium2library","robotframework/selenium2library"
"robotframework-seleniumlibrary","robotframework/seleniumlibrary"
"robotframework-seleniumtestability","marketsquare/robotframework-seleniumtestability"
"robotframework-stacktrace","marketsquare/robotframework-stacktrace"
"robotremoteserver","robotframework/pythonremoteserver"
"rocketchat-api","jadolg/rocketchat_api"
"rollbar","rollbar/pyrollbar"
"roman","zopefoundation/roman"
"rootpath","grimen/python-rootpath"
"rope","python-rope/rope"
"ropwr","guillermo-navas-palencia/ropwr"
"rouge","pltrdy/rouge"
"rouge-score","google-research/google-research"
"roundrobin","linnik/roundrobin"
"rpds-py","crate-py/rpds"
"rpy2","rpy2/rpy2"
"rpyc","tomerfiliba-org/rpyc"
"rq","rq/rq"
"rq-dashboard","parallels/rq-dashboard"
"rq-scheduler","rq/rq-scheduler"
"rsa","sybrenstuvel/python-rsa"
"rstcheck","rstcheck/rstcheck"
"rtoml","samuelcolvin/rtoml"
"rtree","toblerity/rtree"
"ruff","astral-sh/ruff"
"rule-engine","zerosteiner/rule-engine"
"rules","dfunckt/django-rules"
"ruptures","deepcharles/ruptures"
"rustworkx","qiskit/rustworkx"
"ruyaml","pycontribs/ruyaml"
"rx","reactivex/rxpy"
"s3fs","fsspec/s3fs"
"s3path","liormizr/s3path"
"s3pathlib","machu-gwu/s3pathlib-project"
"s3transfer","boto/s3transfer"
"sacrebleu","mjpost/sacrebleu"
"sacremoses","hplt-project/sacremoses"
"safetensors","huggingface/safetensors"
"safety","pyupio/safety"
"sagemaker","aws/sagemaker-python-sdk"
"sagemaker-core","aws/sagemaker-python-sdk"
"sagemaker-mlflow","aws/sagemaker-mlflow"
"sailthru-client","sailthru/sailthru-python-client"
"salesforce-bulk","heroku/salesforce-bulk"
"salesforce-fuelsdk","salesforce-marketingcloud/fuelsdk-python"
"sanic-cors","ashleysommer/sanic-cors"
"sanic-routing","sanic-org/sanic-routing"
"sarif-om","microsoft/sarif-python-om"
"sasl","cloudera/python-sasl"
"sbvirtualdisplay","mdmintz/sbvirtualdisplay"
"scan-build","rizsotto/scan-build"
"scandir","benhoyt/scandir"
"scann","google-research/google-research"
"scapy","secdev/scapy"
"scenedetect","breakthrough/pyscenedetect"
"schedula","vinci1it2000/schedula"
"schedule","dbader/schedule"
"schema","keleshev/schema"
"schematics","schematics/schematics"
"schemdraw","cdelker/schemdraw"
"schwifty","mdomke/schwifty"
"scikeras","adriangb/scikeras"
"scikit-base","sktime/skbase"
"scikit-build","scikit-build/scikit-build"
"scikit-build-core","scikit-build/scikit-build-core"
"scikit-image","scikit-image/scikit-image"
"scikit-learn","scikit-learn/scikit-learn"
"scikit-optimize","holgern/scikit-optimize"
"scikit-plot","reiinakano/scikit-plot"
"scikit-surprise","nicolashug/surprise"
"scipy","scipy/scipy"
"scooby","banesullivan/scooby"
"scrapbook","nteract/scrapbook"
"scrapy","scrapy/scrapy"
"scrapy-selenium","clemfromspace/scrapy-selenium"
"scrapy-splash","scrapy-plugins/scrapy-splash"
"screeninfo","rr-/screeninfo"
"scylla-driver","scylladb/python-driver"
"seaborn","mwaskom/seaborn"
"secretstorage","mitya57/secretstorage"
"secure-smtplib","graingert/secure-smtplib"
"securesystemslib","secure-systems-lab/securesystemslib"
"segno","heuer/segno"
"segtok","fnl/segtok"
"selectolax","rushter/selectolax"
"selectors2","sethmlarson/selectors2"
"selenium-stealth","diprajpatra/selenium-stealth"
"selenium-wire","wkeeling/selenium-wire"
"seleniumbase","seleniumbase/seleniumbase"
"selinux","pycontribs/selinux"
"semantic-version","rbarrois/python-semanticversion"
"semgrep","semgrep/semgrep"
"send2trash","arsenetar/send2trash"
"sendgrid","sendgrid/sendgrid-python"
"sentencepiece","google/sentencepiece"
"sentinels","vmalloc/sentinels"
"sentry-sdk","getsentry/sentry-python"
"seqeval","chakki-works/seqeval"
"seqio","google/seqio"
"seqio-nightly","google/seqio"
"serpent","irmen/serpent"
"serverless-wsgi","logandk/serverless-wsgi"
"setoptconf","jayclassless/setoptconf"
"setoptconf-tmp","carlio/setoptconf-tmp"
"setproctitle","dvarrazzo/py-setproctitle"
"setupmeta","codrsquad/setupmeta"
"setuptools","pypa/setuptools"
"setuptools-git","msabramo/setuptools-git"
"setuptools-git-version","pyfidelity/setuptools-git-version"
"setuptools-git-versioning","dolfinus/setuptools-git-versioning"
"setuptools-odoo","acsone/setuptools-odoo"
"setuptools-rust","pyo3/setuptools-rust"
"setuptools-scm","pypa/setuptools-scm"
"setuptools-scm-git-archive","changaco/setuptools_scm_git_archive"
"sfx-jaeger-client","jaegertracing/jaeger-client-python"
"sgp4","brandon-rhodes/python-sgp4"
"sh","amoffat/sh"
"shandy-sqlfmt","tconbeer/sqlfmt"
"shap","shap/shap"
"shapely","shapely/shapely"
"sharepy","jonathanholvey/sharepy"
"shazamapi","numenorean/shazamapi"
"shellescape","chrissimpkins/shellescape"
"shellingham","sarugaku/shellingham"
"shodan","achillean/shodan-python"
"shopifyapi","shopify/shopify_python_api"
"shtab","iterative/shtab"
"shyaml","0k/shyaml"
"sigmatools","sigmahq/sigma"
"signalfx","signalfx/signalfx-python"
"simhash","1e0ng/simhash"
"simpervisor","jupyterhub/simpervisor"
"simpful","aresio/simpful"
"simple-ddl-parser","xnuinside/simple-ddl-parser"
"simple-rest-client","allisson/python-simple-rest-client"
"simple-salesforce","simple-salesforce/simple-salesforce"
"simple-settings","drgarcia1986/simple-settings"
"simple-term-menu","ingomeyer441/simple-term-menu"
"simple-websocket","miguelgrinberg/simple-websocket"
"simplefix","da4089/simplefix"
"simpleitk","simpleitk/simpleitk"
"simplejson","simplejson/simplejson"
"singer-sdk","meltano/sdk"
"single-source","rabbit72/single-source"
"singledispatch","jaraco/singledispatch"
"singleton-decorator","kemaweyan/singleton_decorator"
"sip","python-sip/sip"
"six","benjaminp/six"
"sk-dist","ibotta/sk-dist"
"skl2onnx","onnx/sklearn-onnx"
"sklearn-crfsuite","teamhg-memex/sklearn-crfsuite"
"sklearn-pandas","scikit-learn-contrib/sklearn-pandas"
"sktime","sktime/sktime"
"skyfield-data","brunobord/skyfield-data"
"slack","zweifisch/slack"
"slack-bolt","slackapi/bolt-python"
"slack-sdk","slackapi/python-slack-sdk"
"slack-webhook","10mohi6/slack-webhook-python"
"slackclient","slackapi/python-slack-sdk"
"slacker","os/slacker"
"slackeventsapi","slackapi/python-slack-events-api"
"slackweb","satoshi03/slack-python-webhook"
"slicer","interpretml/slicer"
"slicerator","soft-matter/slicerator"
"slowapi","laurents/slowapi"
"sly","dabeaz/sly"
"smart-open","piskvorky/smart_open"
"smartystreets-python-sdk","smartystreets/smartystreets-python-sdk"
"smdebug-rulesconfig","awslabs/sagemaker-debugger-rulesconfig"
"smmap","gitpython-developers/smmap"
"smmap2","gitpython-developers/smmap"
"snakebite-py3","internetarchive/snakebite-py3"
"snakeviz","jiffyclub/snakeviz"
"snapshottest","syrusakbary/snapshottest"
"sniffio","python-trio/sniffio"
"snowballstemmer","snowballstem/snowball"
"snowflake-connector-python","snowflakedb/snowflake-connector-python"
"snowflake-snowpark-python","snowflakedb/snowpark-python"
"snowflake-sqlalchemy","snowflakedb/snowflake-sqlalchemy"
"snuggs","mapbox/snuggs"
"social-auth-app-django","python-social-auth/social-app-django"
"social-auth-core","python-social-auth/social-core"
"socksio","sethmlarson/socksio"
"sorl-thumbnail","jazzband/sorl-thumbnail"
"sounddevice","spatialaudio/python-sounddevice"
"soundfile","bastibe/python-soundfile"
"soupsieve","facelessuser/soupsieve"
"soxr","dofuuz/python-soxr"
"spacy","explosion/spacy"
"spacy-alignments","explosion/spacy-alignments"
"spacy-loggers","explosion/spacy-loggers"
"spanishconjugator","benedict-carling/spanish-conjugator"
"spark-df-profiling","julioasotodv/spark-df-profiling"
"spark-nlp","johnsnowlabs/spark-nlp"
"spark-sklearn","databricks/spark-sklearn"
"sparkaid","lvhuyen/sparkaid"
"sparkmeasure","lucacanali/sparkmeasure"
"sparkorm","asuiu/sparkorm"
"sparqlwrapper","rdflib/sparqlwrapper"
"sparse","pydata/sparse"
"sparse-dot-topn","ing-bank/sparse_dot_topn"
"spdx-tools","spdx/tools-python"
"speaklater","mitsuhiko/speaklater"
"speedtest-cli","sivel/speedtest-cli"
"spglib","spglib/spglib"
"sphinx","sphinx-doc/sphinx"
"sphinx-airflow-theme","apache/airflow-site"
"sphinx-argparse","sphinx-doc/sphinx-argparse"
"sphinx-autoapi","readthedocs/sphinx-autoapi"
"sphinx-autobuild","sphinx-doc/sphinx-autobuild"
"sphinx-basic-ng","pradyunsg/sphinx-basic-ng"
"sphinx-book-theme","executablebooks/sphinx-book-theme"
"sphinx-click","click-contrib/sphinx-click"
"sphinx-copybutton","executablebooks/sphinx-copybutton"
"sphinx-design","executablebooks/sphinx-design"
"sphinx-gallery","sphinx-gallery/sphinx-gallery"
"sphinx-jinja","tardyp/sphinx-jinja"
"sphinx-markdown-tables","ryanfox/sphinx-markdown-tables"
"sphinx-notfound-page","readthedocs/sphinx-notfound-page"
"sphinx-prompt","sbrunner/sphinx-prompt"
"sphinx-rtd-theme","readthedocs/sphinx_rtd_theme"
"sphinx-sitemap","jdillard/sphinx-sitemap"
"sphinx-tabs","executablebooks/sphinx-tabs"
"sphinx-togglebutton","executablebooks/sphinx-togglebutton"
"sphinx-toolbox","sphinx-toolbox/sphinx-toolbox"
"sphinxcontrib-applehelp","sphinx-doc/sphinxcontrib-applehelp"
"sphinxcontrib-bibtex","mcmtroffaes/sphinxcontrib-bibtex"
"sphinxcontrib-devhelp","sphinx-doc/sphinxcontrib-devhelp"
"sphinxcontrib-htmlhelp","sphinx-doc/sphinxcontrib-htmlhelp"
"sphinxcontrib-httpdomain","sphinx-contrib/httpdomain"
"sphinxcontrib-mermaid","mgaitan/sphinxcontrib-mermaid"
"sphinxcontrib-plantuml","sphinx-contrib/plantuml"
"sphinxcontrib-qthelp","sphinx-doc/sphinxcontrib-qthelp"
"sphinxcontrib-serializinghtml","sphinx-doc/sphinxcontrib-serializinghtml"
"sphinxcontrib-spelling","sphinx-contrib/spelling"
"sphinxcontrib-svg2pdfconverter","missinglinkelectronics/sphinxcontrib-svg2pdfconverter"
"sphinxcontrib-websupport","sphinx-doc/sphinxcontrib-websupport"
"spinners","manrajgrover/py-spinners"
"splink","moj-analytical-services/splink"
"splinter","cobrateam/splinter"
"splunk-handler","zach-taylor/splunk_handler"
"splunk-sdk","splunk/splunk-sdk-python"
"spython","singularityhub/singularity-cli"
"sql-formatter","pablormira/sql_formatter"
"sql-metadata","macbre/sql-metadata"
"sqlalchemy-bigquery","googleapis/python-bigquery-sqlalchemy"
"sqlalchemy-cockroachdb","cockroachdb/sqlalchemy-cockroachdb"
"sqlalchemy-databricks","crflynn/sqlalchemy-databricks"
"sqlalchemy-filters","juliotrigo/sqlalchemy-filters"
"sqlalchemy-hana","sap/sqlalchemy-hana"
"sqlalchemy-json","edelooff/sqlalchemy-json"
"sqlalchemy-jsonfield","penguinolog/sqlalchemy_jsonfield"
"sqlalchemy-mate","machu-gwu/sqlalchemy_mate-project"
"sqlalchemy-mixins","absent1706/sqlalchemy-mixins"
"sqlalchemy-stubs","dropbox/sqlalchemy-stubs"
"sqlalchemy-trino","dungdm93/sqlalchemy-trino"
"sqlalchemy-utils","kvesteri/sqlalchemy-utils"
"sqlglot","tobymao/sqlglot"
"sqlglotrs","tobymao/sqlglot"
"sqlite-utils","simonw/sqlite-utils"
"sqlitedict","piskvorky/sqlitedict"
"sqllineage","reata/sqllineage"
"sqlmodel","fastapi/sqlmodel"
"sqlparams","cpburnz/python-sqlparams"
"sqlparse","andialbrecht/sqlparse"
"sqltrie","efiop/sqltrie"
"squarify","laserson/squarify"
"srsly","explosion/srsly"
"sse-starlette","sysid/sse-starlette"
"sseclient","btubbs/sseclient"
"ssh-python","parallelssh/ssh-python"
"ssh2-python","parallelssh/ssh2-python"
"sshpubkeys","ojarva/python-sshpubkeys"
"sshtunnel","pahaz/sshtunnel"
"sslyze","nabla-c0d3/sslyze"
"ssm-parameter-store","christippett/ssm-parameter-store"
"stable-baselines3","dlr-rm/stable-baselines3"
"stack-data","alexmojaki/stack_data"
"stackprinter","cknd/stackprinter"
"stanio","stan-dev/stanio"
"stanza","stanfordnlp/stanza"
"starlette","kludex/starlette"
"starlette-context","tomwojcik/starlette-context"
"starlette-exporter","stephenhillier/starlette_exporter"
"starsessions","alex-oleshkevich/starsessions"
"statsd","jsocol/pystatsd"
"statsd-telegraf","granitosaurus/statsd-telegraf"
"statsforecast","nixtla/statsforecast"
"statsig","statsig-io/python-sdk"
"statsmodels","statsmodels/statsmodels"
"std-uritemplate","std-uritemplate/std-uritemplate"
"stdlib-list","pypi/stdlib-list"
"stepfunctions","aws/aws-step-functions-data-science-sdk-python"
"stestr","mtreinish/stestr"
"stix2","oasis-open/cti-python-stix2"
"stix2-patterns","oasis-open/cti-pattern-validator"
"stldecompose","jrmontag/stldecompose"
"stone","dropbox/stone"
"stop-words","alir3z4/python-stop-words"
"storage3","supabase/supabase-py"
"strawberry-graphql","strawberry-graphql/strawberry"
"streamerate","asuiu/streamerate"
"streamlit","streamlit/streamlit"
"streamlit-aggrid","pablocfonseca/streamlit-aggrid"
"strenum","irgeek/strenum"
"strictyaml","crdoconnor/strictyaml"
"stringcase","okunishinishi/python-stringcase"
"stripe","stripe/stripe-python"
"striprtf","joshy/striprtf"
"strsimpy","luozhouyang/python-string-similarity"
"structlog-sentry","kiwicom/structlog-sentry"
"sttable","abulgakoff/sttable"
"stumpy","stumpy-dev/stumpy"
"stups-cli-support","zalando-stups/stups-cli-support"
"stups-tokens","zalando-stups/python-tokens"
"stups-zign","zalando-stups/zign"
"submitit","facebookincubator/submitit"
"subprocess-tee","pycontribs/subprocess-tee"
"subprocess32","google/python-subprocess32"
"sudachidict-core","worksapplications/sudachidict"
"sudachidict-full","worksapplications/sudachidict"
"suds","suds-community/suds"
"suds-community","suds-community/suds"
"suds-py3","cackharot/suds-py3"
"sumy","miso-belica/sumy"
"suntime","satagro/suntime"
"supabase","supabase/supabase-py"
"supabase-auth","supabase/supabase-py"
"supabase-functions","supabase/supabase-py"
"supafunc","supabase/functions-py"
"supermercado","mapbox/supermercado"
"surrogate","jaschilz/surrogate"
"svglib","deeplook/svglib"
"svgwrite","mozman/svgwrite"
"swagger-spec-validator","yelp/swagger_spec_validator"
"swagger-ui-bundle","spec-first/swagger_ui_bundle"
"swifter","jmcarpenter2/swifter"
"symengine","symengine/symengine"
"sympy","sympy/sympy"
"symspellpy","mammothb/symspellpy"
"synapseml","microsoft/synapseml"
"syrupy","syrupy-project/syrupy"
"systemd-python","systemd/python-systemd"
"tabcompleter","mdmintz/tabcompleter"
"tableau-api-lib","divinorum-webb/tableau-api-lib"
"tableauserverclient","tableau/server-client-python"
"tabledata","thombashi/tabledata"
"tables","pytables/pytables"
"tableschema","frictionlessdata/tableschema-py"
"tabula-py","chezou/tabula-py"
"tabulate","astanin/python-tabulate"
"tailer","six8/pytailer"
"tangled-up-in-unicode","dylan-profiler/tangled-up-in-unicode"
"tardis-dev","tardis-dev/tardis-python"
"tatsu","neogeny/tatsu"
"tavern","taverntesting/tavern"
"tb-nightly","tensorflow/tensorboard"
"tbats","intive-datascience/tbats"
"tcod","libtcod/python-tcod"
"tcolorpy","thombashi/tcolorpy"
"tdda","tdda/tdda"
"tdigest","camdavidsonpilon/tdigest"
"tdqm","tqdm/tqdm"
"teamcity-messages","jetbrains/teamcity-messages"
"telebot","kylejameswalker/telebot"
"telegraph","python273/telegraph"
"telepath","wagtail/telepath"
"telethon","lonamiwebs/telethon"
"telethon-session-sqlalchemy","tulir/telethon-session-sqlalchemy"
"tempora","jaraco/tempora"
"temporalio","temporalio/sdk-python"
"tenacity","jd/tenacity"
"tendo","pycontribs/tendo"
"tensor2tensor","tensorflow/tensor2tensor"
"tensorboard","tensorflow/tensorboard"
"tensorboard-data-server","tensorflow/tensorboard"
"tensorboard-plugin-profile","openxla/xprof"
"tensorboardx","lanpa/tensorboardx"
"tensorflow-cloud","tensorflow/cloud"
"tensorflow-data-validation","tensorflow/data-validation"
"tensorflow-datasets","tensorflow/datasets"
"tensorflow-estimator","tensorflow/estimator"
"tensorflow-gan","tensorflow/gan"
"tensorflow-hub","tensorflow/hub"
"tensorflow-io","tensorflow/io"
"tensorflow-io-gcs-filesystem","tensorflow/io"
"tensorflow-metadata","tensorflow/metadata"
"tensorflow-model-analysis","tensorflow/model-analysis"
"tensorflow-model-optimization","tensorflow/model-optimization"
"tensorflow-probability","tensorflow/probability"
"tensorflow-recommenders","tensorflow/recommenders"
"tensorflow-text","tensorflow/text"
"tensorflowonspark","yahoo/tensorflowonspark"
"tensorstore","google/tensorstore"
"tentaclio","octoenergy/tentaclio"
"teradata","teradata/pytd"
"termcolor","termcolor/termcolor"
"terminado","jupyter/terminado"
"testfixtures","simplistix/testfixtures"
"testpath","jupyter/testpath"
"testtools","testing-cabal/testtools"
"text-unidecode","kmike/text-unidecode"
"textblob","sloria/textblob"
"textfsm","google/textfsm"
"textile","textile/python-textile"
"textparser","eerimoq/textparser"
"textract","deanmalmgren/textract"
"textsearch","kootenpv/textsearch"
"textstat","textstat/textstat"
"texttable","foutaise/texttable"
"textual","textualize/textual"
"textwrap3","jonathaneunice/textwrap3"
"tf-estimator-nightly","tensorflow/estimator"
"tf-models-nightly","tensorflow/models"
"tf-models-official","tensorflow/models"
"tf-slim","google-research/tf-slim"
"tf2onnx","onnx/tensorflow-onnx"
"tfds-nightly","tensorflow/datasets"
"tflite-model-maker-nightly","tensorflow/examples"
"tftpy","msoulier/tftpy"
"tfx","tensorflow/tfx"
"tfx-bsl","tensorflow/tfx-bsl"
"tgcrypto","pyrogram/tgcrypto"
"that-depends","modern-python/that-depends"
"thefuzz","seatgeek/thefuzz"
"thinc","explosion/thinc"
"threadpoolctl","joblib/threadpoolctl"
"thrift-sasl","cloudera/thrift_sasl"
"thriftpy2","thriftpy/thriftpy2"
"throttlex","asuiu/throttlex"
"tifffile","cgohlke/tifffile"
"tika","chrismattmann/tika-python"
"tiktoken","openai/tiktoken"
"time-machine","adamchainz/time-machine"
"timeago","hustcc/timeago"
"timeloop","sankalpjonn/timeloop"
"timeout-decorator","pnpnpn/timeout-decorator"
"times","nvie/times"
"timezonefinder","jannikmi/timezonefinder"
"timm","huggingface/pytorch-image-models"
"tink","tink-crypto/tink-py"
"tinycss2","kozea/tinycss2"
"tinydb","msiemens/tinydb"
"titlecase","ppannuto/python-titlecase"
"tld","barseghyanartur/tld"
"tldextract","john-kurkowski/tldextract"
"tm1py","cubewise-code/tm1py"
"tmtools","jvkersch/tmtools"
"tokenizers","huggingface/tokenizers"
"tomesd","dbolya/tomesd"
"toml","uiri/toml"
"tomli","hukkin/tomli"
"tomli-w","hukkin/tomli-w"
"toolz","pytoolz/toolz"
"torch-fidelity","toshas/torch-fidelity"
"torch-geometric","pyg-team/pytorch_geometric"
"torch-model-archiver","pytorch/serve"
"torch-pitch-shift","kentonishi/torch-pitch-shift"
"torchbiggraph","facebookresearch/pytorch-biggraph"
"torchcrepe","maxrmorrison/torchcrepe"
"torchdiffeq","rtqichen/torchdiffeq"
"torchlibrosa","qiuqiangkong/torchlibrosa"
"torchmetrics","lightning-ai/torchmetrics"
"torchsde","google-research/torchsde"
"torchsummary","sksq96/pytorch-summary"
"torchtext","pytorch/text"
"torchvision","pytorch/vision"
"tornado","tornadoweb/tornado"
"towncrier","twisted/towncrier"
"tox","tox-dev/tox"
"tox-gh-actions","ymyzk/tox-gh-actions"
"tqdm","tqdm/tqdm"
"tqdm-multiprocess","eleutherai/tqdm-multiprocess"
"traceback2","testing-cabal/traceback2"
"tracerite","sanic-org/tracerite"
"trafaret","deepwalker/trafaret"
"trafilatura","adbar/trafilatura"
"traitlets","ipython/traitlets"
"traits","enthought/traits"
"transaction","zopefoundation/transaction"
"transformers","huggingface/transformers"
"transforms3d","matthew-brett/transforms3d"
"transitions","pytransitions/transitions"
"translationstring","pylons/translationstring"
"transliterate","barseghyanartur/transliterate"
"tree-format","jml/tree-format"
"tree-sitter","tree-sitter/py-tree-sitter"
"treeinterpreter","andosa/treeinterpreter"
"treelib","caesar0301/treelib"
"treelite","dmlc/treelite"
"treelite-runtime","dmlc/treelite"
"treq","twisted/treq"
"triad","fugue-project/triad"
"trimesh","mikedh/trimesh"
"trino","trinodb/trino-python-client"
"trio","python-trio/trio"
"trio-asyncio","python-trio/trio-asyncio"
"trio-websocket","python-trio/trio-websocket"
