"package","debian_avg_downloads","debian_share","homebrew_avg_downloads","homebrew_share"
"librda","11401","0.0100","0",""
"libappimage","11278","0.0099","0",""
"xdrv:evdev","11275","0.0099","0",""
"debian:ksysguard","11260","0.0099","0",""
"gnote","11229","0.0099","0",""
"layer-shell-qt","11184","0.0098","0",""
"parallel","0","","67410","0.0337"
"fortune-mod","11176","0.0098","0",""
"cinnamon-desktop","11173","0.0098","0",""
"openbox","11171","0.0098","0",""
"clamav","11163","0.0098","16475","0.0082"
"libconfig-hyperrealm","11157","0.0098","0",""
"cjs","11147","0.0098","0",""
"swiftgen","0","","66615","0.0333"
"fwupd","11060","0.0097","0",""
"html2text","11051","0.0097","0",""
"telepathy-mission-control","11040","0.0097","0",""
"mate-control-center","11040","0.0097","0",""
"jenv","0","","65775","0.0329"
"opensp","10925","0.0096","0",""
"phodav","10912","0.0096","0",""
"liboobs","10875","0.0095","0",""
"openucx","10834","0.0095","0",""
"obconf","10797","0.0095","0",""
"plasma-activities-stats","10794","0.0095","0",""
"xmlto","0","","65496","0.0328"
"debian:libqt4-network","10785","0.0095","0",""
"debian:libass5","10745","0.0094","0",""
"bcg729","10719","0.0094","0",""
"debian:ksysguard-data","10717","0.0094","0",""
"ps2eps","10589","0.0093","0",""
"debian:python2.6-minimal","10569","0.0093","0",""
"openipmi","10552","0.0093","0",""
"iperf3","10544","0.0093","49914","0.0250"
"debian:mysql-server","10542","0.0093","0",""
"lensfun","10525","0.0092","0",""
"nginx:http-auth-pam","10503","0.0092","0",""
"aria2","4668","0.0041","62538","0.0313"
"level-zero","10483","0.0092","0",""
"debian:freeglut3","10480","0.0092","0",""
"librsync","10449","0.0092","0",""
"certbot","0","","62442","0.0313"
"pcmanfm","10424","0.0091","0",""
"nginx:http-dav-ext","10411","0.0091","0",""
"nginx:http-subs-filter","10400","0.0091","0",""
"nginx:http-upstream-fair","10385","0.0091","0",""
"xctesthtmlreport","0","","61481","0.0308"
"libemf","10343","0.0091","0",""
"libconfuse","10328","0.0091","13236","0.0066"
"muffin","10314","0.0091","0",""
"r","6586","0.0058","61478","0.0308"
"glew","10294","0.0090","39388","0.0197"
"optipng","10248","0.0090","0",""
"minissdpd","10235","0.0090","0",""
"xdrv:mouse","10210","0.0090","0",""
"qscintilla","10165","0.0089","21632","0.0108"
"libksysguard","10147","0.0089","0",""
"plasma5support","10102","0.0089","0",""
"nasm","4596","0.0040","60871","0.0305"
"sdl2-image","10027","0.0088","41152","0.0206"
"debian:libk3b7","10000","0.0088","0",""
"utfcpp","393","0.0003","60420","0.0302"
"muparser","9961","0.0087","0",""
"telepathy-logger","9961","0.0087","0",""
"libdnet","9927","0.0087","0",""
"libtpms","9896","0.0087","0",""
"python:tk","0","","59768","0.0299"
"kcolorpicker","9841","0.0086","0",""
"chmlib","9830","0.0086","0",""
"filezilla","9818","0.0086","0",""
"luajit-openresty","0","","58689","0.0294"
"libuser","9772","0.0086","0",""
"libupnp","9753","0.0086","0",""
"xsel","9721","0.0085","0",""
"zsh-syntax-highlighting","0","","58409","0.0292"
"wayland-protocols","9711","0.0085","18791","0.0094"
"debian:ghostscript-x","9718","0.0085","0",""
"audacious-plugins","9658","0.0085","0",""
"debugedit","9575","0.0084","0",""
"chafa","9561","0.0084","0",""
"xfce4-notes-plugin","9534","0.0084","0",""
"dos2unix","9495","0.0083","36049","0.0180"
"audacious","9518","0.0084","0",""
"node-build","0","","57793","0.0289"
"debian:bind9utils","9428","0.0083","0",""
"vkd3d","9401","0.0083","0",""
"debian:libk3b7-extracodecs","9364","0.0082","0",""
"debian:transfig","9348","0.0082","0",""
"sysfsutils","9345","0.0082","0",""
"debian:mysql-client","9343","0.0082","0",""
"botan","9334","0.0082","0",""
"mailutils","9317","0.0082","0",""
"gpicview","9306","0.0082","0",""
"android-tools-upstream","9305","0.0082","0",""
"debian:cpufrequtils","9303","0.0082","0",""
"openbsd-inetd","9294","0.0082","0",""
"lsscsi","9283","0.0081","0",""
"xdrv:mga","9270","0.0081","0",""
"debian:pdftk","9253","0.0081","0",""
"cask","0","","56673","0.0284"
"marco","9238","0.0081","0",""
"libgedit-gfls","9196","0.0081","5309","0.0027"
"xdrv:cirrus","9148","0.0080","0",""
"linux-atm","9131","0.0080","0",""
"debian:module-init-tools","9128","0.0080","0",""
"libgedit-tepl","9097","0.0080","6634","0.0033"
"debian:wireshark-qt","9093","0.0080","0",""
"liblzf","9085","0.0080","0",""
"opencoarrays","9081","0.0080","0",""
"debian:deborphan","9063","0.0080","0",""
