repo,platform,gh_stars,gl_stars,ecosystems,packages,ecosystem,top_eco_pkg,downloads_npm,downloads_pypi,downloads_crates,downloads_debian,downloads_homebrew,pagerank_npm,pagerank_pypi,pagerank_crates,pagerank_cpp,top_eco_pct,pr_score,openssf_crit,eco_crit,value_score,active_contributors_git_5y,dormant,bf_commits_git_5y,hhi_commits_git_5y,loc_eoy,cyclomatic_max,openssf_score,cve_count_5y,issues_opened_5y,issues_closed_5y,net_new_issues_5y,concentration,complexity,security,workload,risk_score,license,license_source,eol,archived,gh_sponsors_enabled,gh_sponsorships_in,gh_sponsorships_out,gh_sponsorships,has_funding_yml,has_funding_json,has_funding_links,has_npm_funding,has_pypi_funding,bf_maintainer_fundable,paypal,oc_slug,host,host_type,owner,owner_type,oss,intent,nonprofit,active,eligible,score,priority,repo_id
guillaumegomez/doc-comment,github,102,,crates,1,crates,doc-comment,,,18381817,,,,,0.007501,,56.01,77.30,28.45,100,50.40,0,1,1,10000,491,12,3,0,6,3,3,100.00,33.67,92.71,78.12,70.27,mit,registry,False,False,True,11,0,11,True,False,True,False,False,True,,,,,,,True,True,True,True,True,59.51,185,gh/127254922
qix-/color-convert,github,819,,npm,1,npm,color-convert,8487718032,,,,,0.002048,,,,61.77,68.74,43.13,100,58.93,6,0,1,4464,1864,10,3.7,1,24,22,2,66.81,40.21,77.38,62.78,60.10,mit,registry,False,False,True,16,0,16,False,False,False,False,False,True,,,,,,,True,True,True,True,True,59.51,184,gh/1874305
istanbuljs/test-exclude,github,10,,npm,1,npm,test-exclude,1245865161,,,,,0.000337,,,,25.76,56.85,40.31,100,52.45,1,0,1,10000,679,11,3.9,0,8,2,6,100.00,35.10,72.20,81.59,67.43,isc,registry,False,False,False,0,0,0,True,False,True,False,False,False,,,,,,,True,True,True,True,True,59.47,186,gh/60489570
holmgren/nettle,gitlab,,0,cpp,1,cpp,nettle,,,,131546,1036662,,,,0.001554,28.79,56.71,,,42.75,2,0,1,7175,136991,136,4.1,4,0,0,0,84.71,89.74,87.32,70.31,82.65,lgpl-3.0-or-later or gpl-2.0-or-later,override,False,False,,,0,0,False,False,False,False,False,False,,,debian.org,nonprofit,,,True,True,True,True,True,59.44,187,gl/debian-50952
eslint-community/eslint-utils,github,23,,npm,1,npm,@eslint-community/eslint-utils,1005037722,,,,,0.000450,,,,30.95,58.77,44.90,100,55.91,9,0,1,3088,6971,85,6.6,0,32,15,17,55.57,72.17,50.00,79.14,63.12,mit,registry,False,False,False,0,0,0,True,False,True,True,False,True,,,,,,,True,True,True,True,True,59.41,188,gh/568240379
dougwilson/nodejs-depd,github,329,,npm,1,npm,depd,2372846837,,,,,0.000712,,,,39.63,61.79,26.92,100,46.29,1,0,1,10000,1966,16,3.3,0,6,2,4,100.00,46.14,84.46,86.60,76.22,mit,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,59.40,,gh/20848667
dtolnay/ryu,github,694,,crates,1,crates,ryu,,,121117497,,,,,0.001227,,26.36,66.96,42.28,100,54.70,4,0,1,9603,3997,27,5.5,0,8,8,0,97.99,58.32,50.00,60.04,64.36,apache-2.0 or bsl-1.0,registry,False,False,True,126,0,126,True,False,True,False,False,True,,,,,,,True,True,True,True,True,59.33,189,gh/142720484
micheles/decorator,github,906,,pypi,1,pypi,decorator,,929564938,,,,,0.001819,,,32.45,70.50,48.02,100,59.11,12,0,1,4857,3306,18,4.2,0,56,46,10,69.69,51.20,56.13,62.75,59.54,bsd-3-clause,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,59.32,,gh/14656555
hiddentao/fast-levenshtein,github,611,,npm,1,npm,fast-levenshtein,1734299155,,,,,0.000470,,,,32.05,59.05,36.29,100,50.88,0,1,1,10000,496,14,3.1,0,2,1,1,100.00,35.30,88.16,73.37,69.13,mit,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,59.31,,gh/9490451
doowb/ansi-colors,github,453,,npm,1,npm,ansi-colors,1539967266,,,,,0.000456,,,,31.31,58.86,39.16,100,52.51,2,0,1,6800,1042,8,3,0,6,1,5,82.46,33.85,92.71,77.75,66.97,mit,registry,False,False,True,5,0,5,False,False,True,False,False,True,,,,,,,True,True,True,True,True,59.30,190,gh/47135420
pypa/wheel,github,558,,pypi,1,pypi,wheel,,2512298844,,,,,0.004064,,,48.19,75.89,54.12,100,64.88,31,0,1,4861,3667,22,5.5,1,109,117,-8,69.72,54.89,72.49,31.09,54.19,mit,registry,False,False,True,22,0,22,False,False,False,False,False,False,,,psf,nonprofit,,,True,True,True,True,True,59.29,191,gh/98346885
pillarjs/send,github,812,,npm,1,npm,send,1604215516,,,,,0.000447,,,,30.77,58.72,51.07,100,59.59,9,0,1,3824,2390,17,7.2,1,14,13,1,61.84,48.94,72.49,55.01,58.94,mit,registry,False,False,False,0,0,0,True,False,True,True,False,False,,,,,,,True,True,True,True,True,59.26,192,gh/4879977
aio-libs/aiobotocore,github,1403,,pypi,1,pypi,aiobotocore,,2956990331,,,,,0.005184,,,51.29,77.53,54.15,100,65.37,40,0,1,4672,20475,20,7.5,0,223,236,-13,68.35,62.19,50.00,38.98,53.65,apache-2.0,registry,False,False,True,7,0,7,True,False,True,False,False,True,,aio-libs,,,,,True,True,True,True,True,59.22,193,gh/36618494
gyscos/zstd-rs,github,634,,crates,3,crates,zstd-sys,,,120484300,,,,,0.001233,,26.48,66.98,50.47,100,59.63,47,0,1,4867,12324,15,5.4,0,149,108,41,69.76,55.11,50.00,62.25,58.81,mit,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,59.22,,gh/52115335
sboudrias/inquirer.js,github,21519,,npm,17,npm,inquirer,3721576912,,,,,0.001395,,,,54.03,66.22,60.71,100,68.45,98,0,1,6708,17550,188,5.6,0,321,455,-134,81.90,81.81,50.00,20.56,51.23,mit,registry,False,False,True,3,0,3,True,False,True,False,False,True,,,,,,,True,True,True,True,True,59.22,194,gh/10114077
jonschlinkert/get-value,github,295,,npm,1,npm,get-value,779369688,,,,,0.000473,,,,32.24,59.10,34.32,100,49.73,3,0,1,5000,1989,26,1.8,0,9,8,1,70.71,53.16,100.00,65.65,70.48,mit,registry,False,False,True,19,0,19,True,False,True,False,False,True,,,,,,,True,True,True,True,True,59.20,195,gh/24911025
rust-num/num-traits,github,929,,crates,1,crates,num-traits,,,105318573,,,,,0.003897,,41.98,73.56,50.82,100,62.05,27,0,1,3192,8787,9,4.2,0,84,46,38,56.50,46.00,56.13,69.76,56.48,mit or apache-2.0,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,59.20,,gh/114705611
boto/boto3,github,9775,,pypi,1,pypi,boto3,,9542726218,,,,,0.014084,,,74.79,84.24,63.30,100,73.88,68,0,1,8097,21266,12,7.4,0,1386,1499,-113,89.98,54.53,50.00,20.59,47.41,apache-2.0,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,amazon.com,company,True,True,False,True,False,59.18,,gh/24774658
krb5/krb5,github,593,,cpp,1,cpp,krb5,,,,229140,1056264,,,,0.001851,29.89,57.99,56.45,0,42.66,53,0,1,4303,451913,162,5.3,18,,,,65.60,93.41,95.69,77.40,82.08,bsd-2-clause and bsd-2-clause-first-lines and bsd-3-clause and bsd-4-clause and brian-gladman-2-clause and cmu-mach-nodoc and fsfullrwd and hpnd and hpnd-export2-us and hpnd-export-us and hpnd-export-us-acknowledgement and hpnd-export-us-modify and isc and mit and mit-cmu and oldap-2.8 and openvision and (bsd-2-clause or gpl-2.0-or-later),registry,False,False,False,0,0,0,False,False,False,False,False,True,,,,,,,True,True,True,True,True,59.17,196,gh/4307702
radix-ui/primitives,github,18822,,npm,56,npm,@radix-ui/react-compose-refs,8872422584,,,,,0.003923,,,,72.86,73.02,53.92,100,66.94,82,0,3,1499,45552,33,4.2,0,1686,1082,604,22.35,74.11,56.13,80.19,52.25,mit,registry,False,False,False,0,0,0,False,False,False,False,False,True,,,,,workos.com,company,True,True,False,True,False,59.14,,gh/273499522
executablebooks/mdurl,github,14,,pypi,1,pypi,mdurl,,592313100,,,,,0.002572,,,40.56,72.82,28.69,100,48.55,3,0,1,8809,1412,48,3.5,0,3,2,1,93.86,55.76,81.08,63.41,72.02,mit,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,59.13,,gh/387293763
textualize/rich,github,56211,,pypi,2,pypi,rich,,982182648,,,,,0.002324,,,38.61,72.14,57.80,100,65.76,231,0,2,2521,39618,49,6.8,0,1144,919,225,35.50,77.66,50.00,57.70,53.11,mit,registry,False,False,False,0,0,0,True,False,True,False,False,True,,,,,,,True,True,True,True,True,59.10,197,gh/220809393
pcre2project/pcre2,github,1273,,cpp,2,cpp,pcre,,,,200436,2306580,,,,0.004368,38.71,64.25,50.48,,50.73,58,0,2,2374,96245,1631,8.6,5,351,312,39,34.45,92.92,88.04,78.62,68.61,bsd-3-clause,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,59.00,,gh/398251321
gkz/optionator,github,166,,npm,1,npm,optionator,2233312697,,,,,0.000514,,,,33.67,59.64,35.70,100,50.75,2,0,1,7551,779,44,3.9,0,9,7,2,86.90,49.84,72.20,70.70,68.57,mit,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,58.99,,gh/13435927
postcss/postcss-selector-parser,github,213,,npm,1,npm,postcss-selector-parser,2090163008,,,,,0.001761,,,,57.78,67.75,48.93,100,61.91,17,0,2,1800,6364,89,3.9,0,17,8,9,30.00,71.69,72.20,64.10,56.17,mit,registry,False,False,False,0,0,0,False,False,False,False,False,False,,postcss,,,,,True,True,True,True,True,58.97,198,gh/36500102
webpack/loader-utils,github,772,,npm,1,npm,loader-utils,2416453196,,,,,0.000743,,,,40.71,62.06,53.91,100,62.62,7,0,1,4742,1567,30,5,3,23,27,-4,68.86,53.10,85.17,30.42,55.48,mit,registry,False,True,False,0,0,0,True,False,True,False,False,True,,webpack,,,,,True,True,True,False,False,58.94,,gh/6503675
python-jsonschema/jsonschema,github,4947,,pypi,1,pypi,jsonschema,,1289216374,,,,,0.002258,,,37.01,71.95,53.17,100,62.80,39,0,1,6840,11194,26,7.5,0,342,354,-12,82.70,63.68,50.00,35.38,55.25,mit,registry,False,False,False,0,0,0,True,False,True,False,True,True,,,,,,,True,True,True,True,True,58.90,199,gh/3072629
python/typing_extensions,github,562,,pypi,1,pypi,typing-extensions,,4103679283,,,,,0.049560,,,95.04,92.68,53.08,100,70.62,57,0,2,1982,14089,32,8.4,0,308,294,14,31.48,67.85,50.00,54.17,49.04,psf-2.0,registry,False,False,True,173,0,173,True,False,True,False,False,True,,,psf,nonprofit,,,True,True,True,True,True,58.85,200,gh/494077289
cuviper/autocfg,github,113,,crates,1,crates,autocfg,,,134710283,,,,,0.003079,,38.82,72.21,41.10,100,55.76,4,0,1,6440,1425,7,3.6,0,23,18,5,80.25,33.02,79.49,70.43,62.06,apache-2.0 or mit,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,58.83,,gh/135481335
micromatch/to-regex-range,github,172,,npm,1,npm,to-regex-range,3034680347,,,,,0.002159,,,,62.40,69.09,32.11,100,52.41,1,0,1,10000,747,18,3.6,0,2,2,0,100.00,40.93,79.49,58.45,66.04,mit,registry,False,False,False,0,0,0,True,False,True,False,False,True,,,,,,,True,True,True,True,True,58.83,202,gh/40355891
sinonjs/fake-timers,github,859,,npm,2,npm,@sinonjs/fake-timers,1423237671,,,,,0.000402,,,,29.17,58.02,54.57,100,61.46,35,0,1,3240,9394,50,5.9,0,65,64,1,56.92,70.02,50.00,50.48,56.32,bsd-3-clause,registry,False,False,True,1,0,1,False,False,False,False,False,True,,sinon,,,,,True,True,True,True,True,58.83,201,gh/16523712
epoberezkin/fast-json-stable-stringify,github,321,,npm,1,npm,fast-json-stable-stringify,1910900380,,,,,0.000589,,,,35.76,60.54,35.45,100,50.90,0,1,1,10000,235,19,2.9,0,5,0,5,100.00,32.40,95.77,68.80,67.97,mit,registry,False,False,True,14,0,14,True,False,True,False,False,True,,,,,,,True,True,True,True,True,58.82,203,gh/108103016
taiki-e/pin-project-lite,github,277,,crates,1,crates,pin-project-lite,,,99391013,,,,,0.002406,,34.24,70.80,41.72,100,55.54,9,0,1,7991,6004,13,7.2,0,16,12,4,89.39,49.88,50.00,67.26,62.23,apache-2.0 or mit,registry,False,False,True,15,0,15,True,False,True,False,False,True,,,,,,,True,True,True,True,True,58.79,204,gh/216847853
tokio-rs/prost,github,4672,,crates,4,crates,prost,,,192125614,,,,,0.001565,,29.09,68.34,51.61,100,60.71,121,0,2,1695,18665,69,6.9,2,329,214,115,29.11,76.95,82.06,57.10,56.92,apache-2.0,registry,False,False,True,114,0,114,False,False,False,False,False,False,,tokio,,,,,True,True,True,True,True,58.78,205,gh/94262864
kilian/electron-to-chromium,github,155,,npm,1,npm,electron-to-chromium,2207112993,,,,,0.000737,,,,40.49,62.01,55.01,100,63.26,3,0,1,9976,4820,4,5.4,0,8,8,0,99.88,29.03,50.00,61.27,54.59,isc,registry,False,False,True,3,0,3,True,False,True,False,False,True,,,,,,,True,True,True,True,True,58.77,206,gh/78972540
assert-rs/snapbox,github,174,,crates,3,crates,snapbox,,,2741821,,,,,0.002531,,34.97,71.09,47.15,,48.62,18,0,1,9050,12374,31,6.5,0,113,73,40,95.13,66.81,50.00,79.66,70.93,mit or apache-2.0,registry,False,False,False,0,0,0,False,False,False,False,False,True,,,,,,,True,True,True,True,True,58.72,207,gh/424722460
jonschlinkert/is-number,github,282,,npm,1,npm,is-number,3584882786,,,,,0.002700,,,,65.52,70.56,32.83,100,53.31,0,1,1,10000,426,6,3,0,7,1,6,100.00,24.44,92.71,77.21,64.67,mit,registry,False,False,True,19,0,19,False,False,True,False,False,True,,,,,,,True,True,True,True,True,58.72,208,gh/24313173
rich-harris/estree-walker,github,419,,npm,1,npm,estree-walker,1148358479,,,,,0.000415,,,,29.78,58.24,39.89,100,52.74,4,0,1,3878,1181,19,2.8,0,9,4,5,62.27,44.88,96.51,67.76,65.38,mit,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,58.72,,gh/33668779
eslint/js,github,2379,,npm,3,npm,eslint-visitor-keys,8270274150,,,,,0.003338,,,,69.96,71.96,59.10,100,69.65,26,0,3,1245,303143,127,6.7,0,65,64,1,20.37,91.40,50.00,64.35,49.47,bsd-2-clause,registry,False,False,True,68,0,68,True,False,True,True,False,True,,eslint,,,,,True,True,True,True,True,58.70,209,gh/27620277
rvagg/through2,github,1905,,npm,1,npm,through2,1494075081,,,,,0.000405,,,,29.25,58.07,45.32,100,55.92,0,1,1,10000,547,4,3.2,0,4,1,3,100.00,21.08,86.47,78.88,61.58,mit,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,58.68,,gh/11808187
loganfsmyth/gensync,github,94,,npm,1,npm,gensync,1436143920,,,,,0.000369,,,,27.24,57.45,29.43,100,46.13,0,1,1,10000,862,15,1.9,0,2,1,1,100.00,40.29,99.58,77.18,74.60,mit,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,58.66,,gh/132383032
jsdom/tr46,github,39,,npm,1,npm,tr46,2811903826,,,,,0.000864,,,,43.20,63.06,37.82,100,53.32,4,0,1,7437,949,40,3.6,0,17,17,0,86.24,51.48,79.49,49.04,64.50,mit,registry,False,False,False,0,0,0,True,False,True,False,False,False,,,,,,,True,True,True,True,True,58.64,210,gh/36964214
jaredwray/keyv,github,3128,,npm,3,npm,keyv,1418401565,,,,,0.000792,,,,41.55,62.48,55.14,100,63.49,70,0,1,7999,15591,22,4.6,0,263,298,-35,89.44,63.09,50.00,30.38,54.11,mit,registry,False,False,False,0,3,3,False,False,False,False,False,False,,,,,,,True,False,True,True,False,58.61,,gh/96540810
lddubeau/xmlchars,github,3,,npm,1,npm,xmlchars,845609897,,,,,0.000385,,,,28.11,57.73,31.10,100,47.24,2,0,1,9232,843,30,3.3,0,4,2,2,96.08,48.20,84.46,71.34,72.68,mit,registry,False,True,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,False,False,58.60,,gh/139881982
facebook/prop-types,github,4455,,npm,1,npm,prop-types,1129028880,,,,,0.000427,,,,30.24,58.42,50.37,100,59.09,8,0,1,4059,5413,16,4.8,0,42,38,4,63.71,51.79,50.00,68.93,58.07,mit,registry,False,True,False,0,0,0,False,False,False,False,False,True,,for-the-mage,,,,,True,True,True,False,False,58.58,,gh/87597642
juliangruber/brace-expansion,github,207,,npm,1,npm,brace-expansion,5100304690,,,,,0.003919,,,,72.47,73.02,51.11,100,65.22,8,0,1,4941,425,35,6.2,1,14,13,1,70.29,42.38,72.49,35.41,52.59,mit,registry,False,False,True,6,0,6,True,False,True,False,False,True,,,,,,,True,True,True,True,True,58.57,211,gh/13539234
smithy-lang/smithy-rs,github,638,,crates,27,crates,aws-smithy-types,,,184094929,,,,,0.001676,,30.38,68.73,56.41,100,63.76,136,0,4,1100,276364,40,6.2,1,1029,734,295,16.58,81.23,72.49,85.89,53.81,apache-2.0,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,amazon.com,company,True,True,False,True,False,58.57,,gh/308027791
browserslist/caniuse-lite,github,611,,npm,1,npm,caniuse-lite,2201962795,,,,,0.000831,,,,42.36,62.80,61.51,100,67.42,10,0,1,4811,2011,22,5.2,0,55,56,-1,69.36,51.36,50.00,37.13,50.71,cc-by-4.0,registry,False,False,False,0,0,0,True,False,True,True,False,True,,,,,,,False,True,True,True,False,58.47,,gh/80221890
gweis/isodate,github,174,,pypi,1,pypi,isodate,,993618223,,,,,0.002928,,,42.48,73.69,42.70,100,57.24,4,0,2,3827,2308,18,3.8,0,24,16,8,43.74,49.25,75.48,78.21,59.72,bsd-3-clause,registry,False,False,False,0,0,0,False,False,False,False,False,True,,,,,,,True,True,True,True,True,58.47,212,gh/6449370
epoberezkin/json-schema-traverse,github,103,,npm,1,npm,json-schema-traverse,4049056696,,,,,0.001329,,,,52.81,65.89,31.00,100,50.47,1,0,1,10000,389,15,3.4,0,4,1,3,100.00,33.94,82.24,75.36,67.72,mit,registry,False,False,True,14,0,14,True,False,True,False,False,True,,,,,,,True,True,True,True,True,58.46,213,gh/93333933
estools/esquery,github,886,,npm,1,npm,esquery,1491564620,,,,,0.000365,,,,26.99,57.39,44.45,100,55.11,7,0,2,3021,5795,55,3.9,0,17,9,8,38.87,67.33,72.20,77.47,61.85,bsd-3-clause,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,58.38,,gh/11412938
mitsuhiko/insta,github,2833,,crates,1,crates,insta,,,8309740,,,,,0.001638,,30.05,68.60,54.15,,52.94,51,0,1,4172,23978,50,5.2,0,253,205,48,64.59,76.26,50.00,69.78,64.39,apache-2.0,registry,False,False,True,25,0,25,True,False,True,False,False,True,,,,,,,True,True,True,True,True,58.38,214,gh/165561258
feross/buffer,github,1882,,npm,1,npm,buffer,2785211646,,,,,0.001263,,,,52.04,65.56,52.80,100,63.44,12,0,3,1493,9452,27,3.9,0,45,11,34,22.31,63.67,72.20,80.87,53.66,mit,registry,False,False,True,8,0,8,True,False,True,True,False,True,,,,,,,True,True,True,True,True,58.35,215,gh/14494363
mathiasbynens/cssesc,github,175,,npm,1,npm,cssesc,1271747428,,,,,0.001104,,,,49.02,64.67,25.09,100,46.42,0,1,1,10000,456,23,3,0,7,2,5,100.00,40.01,92.71,77.86,73.31,mit,registry,False,False,True,4,0,4,False,False,False,False,False,True,,,,,,,True,True,True,True,True,58.34,216,gh/12001360
broofa/mime,github,2355,,npm,1,npm,mime,2944965524,,,,,0.000696,,,,39.20,61.64,48.87,100,59.41,7,0,1,8655,1879,14,3.9,0,46,48,-2,93.03,44.70,72.20,35.80,57.26,mit,registry,False,False,True,5,0,5,True,False,True,True,False,True,,,,,,,True,True,True,True,True,58.33,217,gh/534940
medikoo/type,github,37,,npm,1,npm,type,856705757,,,,,0.000731,,,,40.42,61.96,25.75,100,45.69,2,0,1,8400,3289,20,3.8,0,6,1,5,91.65,52.16,75.48,84.50,74.31,isc,registry,False,False,True,3,6,9,True,False,True,False,False,True,,,,,,,True,True,True,True,True,58.27,218,gh/177198492
ljharb/get-intrinsic,github,34,,npm,1,npm,get-intrinsic,2277469716,,,,,0.003765,,,,72.09,72.75,36.16,100,56.18,1,0,1,10000,647,12,4,0,18,18,0,100.00,35.49,65.01,57.74,60.41,mit,registry,False,False,True,67,23,90,True,False,True,True,False,True,,,,,,,True,True,True,True,True,58.26,219,gh/308516559
defunctzombie/node-process,github,129,,npm,1,npm,process,1054249673,,,,,0.000800,,,,41.71,62.55,36.09,100,52.08,0,1,1,10000,385,7,3,0,4,0,4,100.00,25.68,92.71,75.58,65.13,mit,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,58.24,,gh/7580644
fsevents/fsevents,github,568,,npm,1,npm,fsevents,1541506323,,,,,0.000348,,,,26.27,57.07,51.22,100,59.07,6,0,1,4100,817,8,3.3,2,34,25,9,64.03,32.19,84.46,62.50,57.43,mit,registry,False,False,False,0,0,0,False,False,False,False,False,True,,,,,,,True,True,True,True,True,58.24,220,gh/1402936
fb55/nth-check,github,63,,npm,1,npm,nth-check,1243190752,,,,,0.000356,,,,26.59,57.22,46.01,100,55.99,1,0,1,10000,445,10,6.4,1,12,12,0,100.00,30.95,72.49,60.01,60.57,bsd-2-clause,registry,False,False,True,6,0,6,True,False,True,True,False,True,,,,,,,True,True,True,True,True,58.23,221,gh/16864923
jshttp/cookie,github,1476,,npm,1,npm,cookie,2384189079,,,,,0.000756,,,,41.01,62.18,53.19,100,62.23,23,0,1,3926,1555,30,6.5,1,53,52,1,62.66,52.97,72.49,36.57,54.46,mit,registry,False,False,False,0,0,0,True,False,True,True,False,False,,,,,,,True,True,True,True,True,58.22,222,gh/4475810
cloudflare/cloudflare-python,github,435,,pypi,1,pypi,cloudflare,,670028728,,,,,0.001224,,,27.75,67.84,43.93,,44.90,11,0,1,8301,975077,39,5.4,0,19,5,14,91.11,82.86,50.00,85.80,75.44,apache-2.0,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,cloudflare.com,company,True,True,False,True,False,58.20,,gh/753271547
ipython/traitlets,github,650,,pypi,1,pypi,traitlets,,427918078,,,,,0.001986,,,34.92,71.09,51.88,100,61.73,35,0,2,2527,16674,34,5.3,0,102,66,36,35.55,69.58,50.00,72.96,54.81,bsd-3-clause,registry,False,False,True,4,0,4,True,False,True,False,True,True,,,,,,,True,True,True,True,True,58.17,223,gh/14993021
yargs/y18n,github,154,,npm,1,npm,y18n,2948564213,,,,,0.000823,,,,42.19,62.74,51.73,100,61.53,3,0,1,5000,742,6,4.7,1,10,8,2,70.71,27.43,72.49,65.00,54.98,isc,registry,False,False,False,0,0,0,False,False,False,False,False,True,,,,,,,True,True,True,True,True,58.16,224,gh/39720886
aio-libs/yarl,github,1479,,pypi,1,pypi,yarl,,1241134165,,,,,0.002152,,,36.35,71.62,55.55,100,64.13,46,0,2,3598,10405,38,7.4,0,105,92,13,42.41,67.73,50.00,53.83,52.73,apache-2.0,registry,False,False,True,7,0,7,True,False,True,False,False,True,,aio-libs,,,,,True,True,True,True,True,58.15,225,gh/64756820
p11-glue/p11-kit,github,185,,cpp,1,cpp,p11-kit,,,,227578,965128,,,,0.001180,25.26,54.70,50.89,,48.16,43,0,2,3058,102694,125,6.5,2,140,88,52,39.10,88.11,82.06,85.57,70.13,bsd-3-clause,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,58.12,,gh/12060420
chalk/chalk,github,23161,,npm,1,npm,chalk,11942068661,,,,,0.004214,,,,76.10,73.49,52.02,100,66.17,11,0,1,3988,1265,38,4,1,106,111,-5,63.15,52.87,72.49,27.99,51.02,mit,registry,False,False,False,0,0,0,False,False,True,True,False,True,,,,,,,True,True,True,True,True,58.10,226,gh/11855195
crate-py/rpds,github,63,,pypi,1,pypi,rpds-py,,687232773,,,,,0.002233,,,36.79,71.87,47.33,100,59.26,18,0,1,5911,3164,22,6.9,0,52,48,4,76.88,53.97,50.00,50.33,56.84,mit,registry,False,False,False,0,0,0,False,False,False,False,True,True,,,,,,,True,True,True,True,True,58.04,227,gh/608018848
jsdom/webidl-conversions,github,41,,npm,1,npm,webidl-conversions,3230392481,,,,,0.001144,,,,49.91,64.91,38.11,100,54.35,2,0,1,8412,2070,13,4.1,0,4,4,0,91.72,44.70,59.30,60.15,61.84,bsd-2-clause,registry,False,False,False,0,0,0,True,False,True,False,False,False,,,,,,,True,True,True,True,True,57.97,228,gh/23000311
