repo,platform,gh_stars,gl_stars,ecosystems,packages,ecosystem,top_eco_pkg,downloads_npm,downloads_pypi,downloads_crates,downloads_debian,downloads_homebrew,pagerank_npm,pagerank_pypi,pagerank_crates,pagerank_cpp,top_eco_pct,pr_score,openssf_crit,eco_crit,value_score,active_contributors_git_5y,dormant,bf_commits_git_5y,hhi_commits_git_5y,loc_eoy,cyclomatic_max,openssf_score,cve_count_5y,issues_opened_5y,issues_closed_5y,net_new_issues_5y,concentration,complexity,security,workload,risk_score,license,license_source,eol,archived,gh_sponsors_enabled,gh_sponsorships_in,gh_sponsorships_out,gh_sponsorships,has_funding_yml,has_funding_json,has_funding_links,has_npm_funding,has_pypi_funding,bf_maintainer_fundable,paypal,oc_slug,host,host_type,owner,owner_type,oss,intent,nonprofit,active,eligible,score,priority,repo_id
agronholm/exceptiongroup,github,48,,pypi,1,pypi,exceptiongroup,,889076042,,,,,0.003316,,,44.72,74.53,40.68,100,56.33,8,0,1,7737,3207,36,4.4,0,31,37,-6,87.96,59.67,51.90,29.44,53.22,mit,registry,False,False,False,0,0,0,True,False,True,False,False,False,,,,,,,True,True,True,True,True,54.75,318,gh/447694800
octokit/types.ts,github,152,,npm,1,npm,@octokit/types,650058367,,,,,0.000558,,,,34.90,60.17,48.28,100,58.47,16,0,1,3339,8299,6,6.1,0,62,57,5,57.78,37.70,50.00,63.10,51.20,mit,registry,False,False,False,0,0,0,False,False,False,False,False,True,,,,,github.com,company,True,True,False,True,False,54.71,,gh/216109757
tokio-rs/tokio,github,31781,,crates,19,crates,tokio,,,326777701,,,,,0.008791,,59.18,78.20,66.04,100,73.36,609,0,14,643,168476,42,7.7,5,1331,1129,202,6.78,80.94,88.04,57.28,40.79,mit,registry,False,False,True,114,0,114,True,False,True,False,False,True,,tokio,,,,,True,True,True,True,True,54.70,319,gh/67836789
medikoo/d,github,44,,npm,1,npm,d,502335906,,,,,0.000521,,,,33.77,59.73,26.46,100,45.23,1,0,1,10000,549,8,3.2,0,4,3,1,100.00,29.86,86.47,74.04,66.12,isc,registry,False,False,True,3,6,9,True,False,True,False,False,True,,,,,,,True,True,True,True,True,54.69,320,gh/10817569
xorg/lib/libxext,gitlab,,6,cpp,1,cpp,libxext,,,,227097,1047804,,,,0.002015,31.18,58.61,,,44.90,4,0,1,8010,8888,24,4.4,0,4,3,1,89.50,61.63,51.90,68.68,66.59,mit-open-group,gitlab,False,False,,,0,0,False,False,False,False,False,False,,,freedesktop.org,nonprofit,,,True,True,True,True,True,54.68,321,gl/freedesktop-714
libuv/libuv,github,26792,,cpp,1,cpp,libuv,,,,139346,1232141,,,,0.001610,29.14,56.97,61.73,100,65.65,195,0,4,998,110482,102,6,0,575,535,40,15.80,87.58,50.00,61.99,45.51,mit,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,lf/openjs,nonprofit,,,True,True,True,True,True,54.66,322,gh/14812739
jsdom/whatwg-mimetype,github,94,,npm,1,npm,whatwg-mimetype,1090631656,,,,,0.000380,,,,27.77,57.65,32.58,100,48.09,2,0,1,8472,761,27,4,0,5,5,0,92.04,46.04,65.01,53.90,62.08,mit,registry,False,False,False,0,0,0,True,False,True,False,False,False,,,,,,,True,True,True,True,True,54.64,323,gh/71014420
jshttp/negotiator,github,380,,npm,1,npm,negotiator,1824454663,,,,,0.000621,,,,36.91,60.88,44.58,100,56.53,9,0,1,4167,2862,10,6.6,0,9,7,2,64.55,42.39,50.00,56.75,52.79,mit,registry,False,False,False,0,0,0,True,False,True,False,False,False,,,,,,,True,True,True,True,True,54.63,324,gh/3275614
fsspec/filesystem_spec,github,1306,,pypi,1,pypi,fsspec,,2163350501,,,,,0.004327,,,49.86,76.31,57.06,100,66.85,242,0,4,1341,35988,39,5.4,0,583,336,247,18.31,74.61,50.00,57.88,44.59,bsd-3-clause,registry,False,False,False,0,0,0,False,False,False,False,False,True,,,,,,,True,True,True,True,True,54.60,325,gh/130727736
reactivex/rxjs,github,31662,,npm,1,npm,rxjs,2159692155,,,,,0.000614,,,,36.72,60.80,59.60,100,65.51,124,0,2,2051,98995,94,5.3,0,399,499,-100,32.02,86.57,50.00,30.82,45.46,apache-2.0,registry,False,False,False,0,0,0,False,False,False,False,False,False,,rxjs,,,,,True,True,True,True,True,54.57,326,gh/32247847
webpack/watchpack,github,397,,npm,2,npm,watchpack,1547643559,,,,,0.000368,,,,27.21,57.43,49.92,100,58.42,9,0,2,2707,5027,32,6.5,0,20,19,1,36.79,61.76,50.00,59.06,50.90,mit,registry,False,False,False,0,0,0,True,False,True,False,False,True,,webpack,,,,,True,True,True,True,True,54.53,327,gh/24119524
micromatch/anymatch,github,401,,npm,1,npm,anymatch,2584028455,,,,,0.000634,,,,37.34,61.02,42.35,100,55.25,3,0,1,3750,355,13,3.7,0,5,2,3,61.24,32.23,77.38,54.80,53.79,isc,registry,False,False,False,0,0,0,True,False,True,False,False,False,,,,,,,True,True,True,True,True,54.52,329,gh/11458302
uuidjs/uuid,github,15262,,npm,1,npm,uuid,4880973304,,,,,0.001381,,,,53.75,66.15,55.44,100,65.25,29,0,1,4120,3694,13,6.8,0,141,151,-10,64.19,47.50,50.00,28.24,45.55,mit,registry,False,False,False,0,0,0,True,False,True,True,False,True,,,,,,,True,True,True,True,True,54.52,328,gh/1203139
microsoft/tslib,github,1336,,"npm,cpp",2,npm,tslib,9293397240,,,12932,0,0.015501,,,0.000022,83.92,86.04,51.34,100,67.80,17,0,2,2220,1567,34,7.4,0,31,29,2,33.32,54.08,50.00,40.74,43.77,0bsd,registry,False,False,False,0,1,1,False,False,False,False,False,True,,,,,microsoft.com,company,True,True,False,True,False,54.48,,gh/34414315
webpack/minimizer-webpack-plugin,github,1961,,npm,1,npm,terser-webpack-plugin,1430434257,,,,,0.000333,,,,25.63,56.78,48.87,100,57.56,17,0,2,2645,7981,49,6.1,0,92,91,1,36.37,68.85,50.00,56.50,51.57,mit,registry,False,False,False,0,0,0,True,False,True,False,False,True,,webpack,,,,,True,True,True,True,True,54.48,330,gh/143057914
stebalien/tempfile,github,1425,,crates,1,crates,tempfile,,,80509591,,,,,0.005115,,47.28,75.11,53.86,100,64.55,46,0,1,3476,4432,13,6.6,0,82,86,-4,58.96,48.34,50.00,31.35,45.97,mit or apache-2.0,registry,False,False,False,0,11,11,False,False,False,False,False,False,,,,,,,True,False,True,True,False,54.47,,gh/33832372
eslint/eslint,github,27221,,npm,2,npm,eslint,3182483648,,,,,0.000717,,,,39.91,61.83,70.96,100,72.75,325,0,5,819,513641,63,7.2,0,2573,2589,-16,12.80,87.44,50.00,49.39,40.77,mit,registry,False,False,True,68,0,68,True,False,True,True,False,True,,eslint,lf/openjs,nonprofit,,,True,True,True,True,True,54.46,331,gh/11061773
mafintosh/end-of-stream,github,150,,npm,1,npm,end-of-stream,1646437171,,,,,0.000738,,,,40.56,62.02,39.32,100,53.85,2,0,1,5000,235,14,3.2,0,1,0,1,70.71,30.00,86.47,49.85,54.99,mit,registry,False,False,True,3,0,3,True,False,True,False,False,True,,,,,,,True,True,True,True,True,54.42,332,gh/14732255
requests/toolbelt,github,1034,,pypi,1,pypi,requests-toolbelt,,876371671,,,,,0.001517,,,30.42,69.28,52.07,100,61.21,16,0,2,1881,6757,11,4.4,0,47,30,17,30.67,47.96,51.90,71.58,48.35,apache-2.0,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,True,True,True,True,54.40,333,gh/15515181
rust-random/rngs,github,51,,crates,5,crates,rand_xorshift,,,69893822,,,,,0.002674,,36.27,71.40,39.33,100,54.36,15,0,1,3178,6259,14,5.3,0,16,12,4,56.37,51.16,50.00,60.32,54.31,mit or apache-2.0,registry,False,False,False,0,0,0,True,False,True,False,False,True,,,,,,,True,True,True,True,True,54.33,334,gh/209510094
samn/json-stable-stringify,github,13,,npm,1,npm,json-stable-stringify-without-jsonify,1428989432,,,,,0.000343,,,,26.03,56.97,26.45,100,44.17,0,1,1,10000,340,17,2.5,0,,,,100.00,34.08,98.41,59.40,66.81,mit,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,54.32,,gh/76598131
ljharb/set-function-length,github,4,,npm,1,npm,set-function-length,1383610260,,,,,0.000744,,,,40.79,62.07,29.54,100,48.01,1,0,1,10000,291,17,4,0,2,1,1,100.00,33.00,65.01,66.43,61.44,mit,registry,False,False,True,67,23,90,True,False,True,False,False,True,,,,,,,True,True,True,True,True,54.31,335,gh/704249795
node-fetch/node-fetch,github,8857,,npm,1,npm,node-fetch,2348261383,,,,,0.000877,,,,43.64,63.16,57.61,100,65.25,51,0,7,978,7030,59,5.3,2,346,237,109,11.82,69.48,82.06,61.64,45.15,mit,registry,False,False,True,4,0,4,True,False,True,True,False,True,,node-fetch,,,,,True,True,True,True,True,54.28,336,gh/29849956
nodejs/readable-stream,github,1045,,npm,1,npm,readable-stream,6622597296,,,,,0.002987,,,,67.76,71.23,50.17,100,64.00,15,0,2,2521,38738,58,5,0,57,70,-13,35.50,78.75,50.00,32.10,46.02,mit,registry,False,False,True,55,0,55,True,False,True,False,False,True,,nodejs-google-summer-of-code,lf/openjs,nonprofit,,,True,True,True,True,True,54.27,337,gh/5187096
sindresorhus/type-fest,github,17092,,npm,1,npm,type-fest,7045036875,,,,,0.002863,,,,67.19,70.95,55.33,100,67.01,183,0,3,1635,17655,23,6.3,0,530,397,133,23.35,64.90,50.00,48.85,43.86,(mit or cc0-1.0),registry,False,False,True,186,12,198,False,False,True,True,False,True,,sindresorhus,,,,,True,True,True,True,True,54.21,338,gh/175398594
pandas-dev/pandas,github,48586,,pypi,1,pypi,pandas,,2161090814,,,,,0.003707,,,47.45,75.27,69.02,100,73.68,1591,0,7,668,661375,164,7.4,0,8388,8366,22,9.77,93.93,50.00,54.70,39.80,bsd-3-clause,registry,False,False,False,0,0,0,True,False,True,False,False,True,,pandas,numfocus,nonprofit,,,True,True,True,True,True,54.15,339,gh/858127
pypa/packaging,github,725,,pypi,2,pypi,packaging,,3338467615,,,,,0.013633,,,73.43,84.02,58.69,100,70.96,88,0,4,1065,15596,24,8.5,0,262,213,49,16.32,64.59,50.00,55.31,41.32,apache-2.0,registry,False,False,True,22,0,22,False,False,False,False,False,True,,,psf,nonprofit,,,True,True,True,True,True,54.15,340,gh/19837758
snowflakedb/snowflake-connector-python,github,720,,pypi,1,pypi,snowflake-connector-python,,594973772,,,,,0.001047,,,25.61,66.78,51.75,100,60.29,124,0,7,811,194172,68,6,6,592,572,20,10.76,86.23,89.47,67.28,48.61,apache-2.0,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,54.14,,gh/62262074
tartley/colorama,github,3778,,pypi,1,pypi,colorama,,1803062374,,,,,0.010449,,,66.44,82.23,48.83,100,64.16,13,0,2,2104,1887,10,4.2,0,65,43,22,32.43,40.31,56.13,59.27,45.67,bsd-3-clause,registry,False,False,True,0,0,0,True,False,True,False,False,True,,,,,,,True,True,True,True,True,54.13,341,gh/18892209
mui/material-ui,github,98237,,npm,9,npm,@mui/utils,1224798681,,,,,0.000325,,,,25.03,56.61,69.31,100,69.75,1157,0,7,598,880294,64,7.9,0,8137,6972,1165,9.24,88.02,50.00,76.27,41.97,mit,registry,False,False,False,0,1,1,True,False,True,False,False,True,,mui-org,,,mui.com,company,True,True,False,True,False,54.11,,gh/23083156
pallets/markupsafe,github,687,,pypi,1,pypi,markupsafe,,1993921077,,,,,0.008979,,,60.75,81.21,49.52,100,63.91,19,0,1,7711,1148,6,5.8,0,75,74,1,87.81,29.68,50.00,33.45,45.69,bsd-3-clause,registry,False,False,True,35,0,35,True,False,True,False,True,False,,,,,,,True,True,True,True,True,54.04,342,gh/734244
hyperium/http,github,1326,,crates,1,crates,http,,,96138844,,,,,0.001668,,30.22,68.71,52.02,100,61.10,69,0,5,1077,17759,28,5.8,2,126,75,51,14.68,67.81,82.06,63.27,47.68,mit or apache-2.0,registry,False,False,False,0,0,0,True,False,True,False,False,True,,,,,,,True,True,True,True,True,53.97,343,gh/84983058
linux-pam/linux-pam,github,768,,cpp,1,cpp,pam,,,,230129,13151,,,,0.001514,28.45,56.52,52.88,,50.28,130,0,3,1421,51652,93,4.9,6,249,164,85,21.76,84.45,89.47,68.29,57.89,bsd-3-clause,override,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,53.95,,gh/76264690
jslicense/spdx-correct.js,github,35,,npm,1,npm,spdx-correct,1195998055,,,,,0.000443,,,,30.55,58.66,38.72,100,52.15,2,0,1,8025,856,4,3.3,0,5,5,0,89.58,23.11,84.46,54.91,55.66,apache-2.0,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,53.88,,gh/34817196
isaacs/rimraf,github,5842,,npm,1,npm,rimraf,4011567717,,,,,0.001019,,,,47.55,64.14,55.22,100,64.30,13,0,1,7336,6284,18,5.1,0,77,115,-38,85.65,54.84,50.00,17.68,45.14,blueoak-1.0.0,registry,False,False,True,22,0,22,True,False,True,True,False,True,,,,,,,True,True,True,True,True,53.87,344,gh/1341324
sindresorhus/globals,github,579,,npm,1,npm,globals,3776722458,,,,,0.000927,,,,44.45,63.52,56.96,100,64.97,26,0,2,3158,4566,9,4.8,0,37,36,1,39.74,42.94,50.00,46.38,44.60,mit,registry,False,False,True,186,12,198,False,False,True,True,False,True,,sindresorhus,,,,,True,True,True,True,True,53.83,345,gh/15186239
rvagg/bl,github,439,,npm,1,npm,bl,1455418545,,,,,0.000335,,,,25.69,56.82,55.36,100,61.47,10,0,2,2346,2082,21,5.4,0,12,7,5,34.25,50.80,50.00,56.69,47.12,mit,registry,False,False,False,0,0,0,False,False,False,False,False,True,,,,,,,True,True,True,True,True,53.82,346,gh/10706095
sindresorhus/file-type,github,4270,,npm,1,npm,file-type,1139513140,,,,,0.000340,,,,25.86,56.92,54.30,100,60.86,42,0,2,2316,3510,246,4,1,189,196,-7,34.03,70.86,72.49,29.34,47.59,mit,registry,False,False,True,186,12,198,False,False,True,False,False,True,,sindresorhus,,,,,True,True,True,True,True,53.82,347,gh/19105307
wasm-bindgen/wasm-bindgen,github,8970,,crates,18,crates,wasm-bindgen,,,374926874,,,,,0.011792,,62.09,79.88,57.07,100,68.44,284,0,7,704,293158,58,6.6,0,1040,800,240,10.03,85.42,50.00,74.71,42.30,mit or apache-2.0,registry,False,False,False,0,0,0,False,False,True,False,False,True,,,,,,,True,True,True,True,True,53.81,348,gh/114685405
lukeed/dequal,github,1466,,npm,1,npm,dequal,494643267,,,,,0.000350,,,,26.38,57.11,30.51,100,46.65,3,0,1,4400,1217,43,4.2,0,10,4,6,66.33,53.48,56.13,74.33,62.02,mit,registry,False,False,True,8,1,9,True,False,True,False,False,True,,,,,,,True,True,True,True,True,53.79,349,gh/174421655
sindresorhus/get-stream,github,359,,npm,1,npm,get-stream,4326187510,,,,,0.001127,,,,49.69,64.81,41.85,100,56.56,6,0,1,6800,1757,10,4,0,20,23,-3,82.46,39.74,65.01,32.06,51.12,mit,registry,False,False,True,186,12,198,False,False,True,True,False,False,,sindresorhus,,,,,True,True,True,True,True,53.77,350,gh/44264225
inspect-js/has-symbols,github,18,,npm,1,npm,has-symbols,2308376272,,,,,0.002638,,,,64.99,70.41,31.28,100,52.31,1,0,1,10000,197,18,4,0,2,2,0,100.00,30.24,65.01,47.25,55.21,mit,registry,False,False,False,0,0,0,True,False,True,True,False,True,,,,,,,True,True,True,True,True,53.74,352,gh/68573418
psf/requests,github,53929,,pypi,1,pypi,requests,,4710720306,,,,,0.016353,,,79.13,85.24,63.03,100,74.25,102,0,6,1207,11248,21,8.4,6,787,818,-31,14.18,60.03,89.47,30.07,38.90,apache-2.0,registry,False,False,True,19,0,19,True,False,True,False,False,True,,,,,,,True,True,True,True,True,53.74,351,gh/1362490
sindresorhus/find-up,github,638,,npm,1,npm,find-up,5849048188,,,,,0.001649,,,,56.75,67.32,42.96,100,58.18,7,0,1,4835,1337,12,4,0,14,16,-2,69.53,40.22,65.01,33.31,49.61,mit,registry,False,False,True,186,12,198,False,False,True,True,False,True,,sindresorhus,,,,,True,True,True,True,True,53.72,353,gh/41723004
fastify/fast-uri,github,102,,npm,1,npm,fast-uri,399249800,,,,,0.000515,,,,33.72,59.66,48.57,100,58.48,11,0,2,2888,3058,22,7.2,0,25,21,4,38.00,53.85,50.00,57.83,49.32,bsd-3-clause,registry,False,False,True,13,0,13,True,False,True,True,False,True,,,,,,,True,True,True,True,True,53.71,354,gh/419317518
tukaani-project/xz,github,1526,,cpp,1,cpp,xz,,,,227645,3855986,,,,0.009508,50.83,69.92,50.63,0,42.45,39,0,1,5449,64425,81,5.4,0,88,76,12,73.82,84.04,50.00,68.64,67.93,0bsd and gpl-2.0-or-later,registry,False,False,False,0,0,0,True,True,True,False,False,False,,,,,,,True,True,True,True,True,53.70,355,gh/553665726
sindresorhus/p-map,github,1492,,npm,1,npm,p-map,2051864487,,,,,0.000594,,,,36.00,60.59,41.58,100,54.61,11,0,1,3176,1075,14,3.8,0,26,23,3,56.36,41.15,75.48,44.18,52.74,mit,registry,False,False,True,186,12,198,False,False,True,True,False,True,,sindresorhus,,,,,True,True,True,True,True,53.67,356,gh/71526722
ljharb/define-properties,github,21,,npm,1,npm,define-properties,1752099980,,,,,0.001663,,,,56.92,67.37,30.88,100,50.96,1,0,1,10000,219,7,3.9,0,4,3,1,100.00,22.41,72.20,62.81,56.46,mit,registry,False,False,True,67,23,90,True,False,True,True,False,True,,,,,,,True,True,True,True,True,53.64,357,gh/28768789
python-hyper/h11,github,554,,pypi,1,pypi,h11,,995948721,,,,,0.002479,,,40.06,72.58,48.50,100,60.36,19,0,3,1302,6851,16,4.4,1,22,14,8,20.83,53.19,72.49,64.23,47.66,mit,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,53.64,,gh/57372073
estools/esrecurse,github,80,,npm,1,npm,esrecurse,1594439263,,,,,0.000551,,,,34.79,60.09,39.89,100,53.42,2,0,1,6250,574,13,3,0,2,3,-1,79.06,36.02,92.71,31.85,53.85,bsd-2-clause,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,53.63,,gh/27429822
chalk/slice-ansi,github,51,,npm,1,npm,slice-ansi,2131931263,,,,,0.000647,,,,37.60,61.16,38.51,100,52.98,3,0,1,7083,278,10,4.3,1,5,3,2,84.16,27.63,72.49,51.46,54.27,mit,registry,False,False,False,0,0,0,False,False,True,True,False,True,,,,,,,True,True,True,True,True,53.62,358,gh/43191689
1g4-mirror/libunistring,github,0,,cpp,1,cpp,libunistring,,,,20077,1618694,,,,0.006351,44.27,66.98,29.89,,36.32,1,0,1,10000,13515,25,3.3,0,,,,100.00,63.88,84.46,72.20,79.00,gpl-2.0-or-later or lgpl-3.0-or-later,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,53.57,,gh/1165671691
lukeed/kleur,github,1694,,npm,1,npm,kleur,1211691715,,,,,0.000390,,,,28.46,57.82,41.26,100,53.38,4,0,1,3333,548,8,3.3,0,8,3,5,57.73,29.81,84.46,57.43,53.75,mit,registry,False,False,True,8,1,9,True,False,True,False,False,True,,,,,,,True,True,True,True,True,53.56,359,gh/140393403
python/importlib_resources,github,71,,pypi,1,pypi,importlib-resources,,675177933,,,,,0.001694,,,31.39,70.02,51.04,100,60.76,39,0,1,6578,2976,9,5.3,0,60,62,-2,81.10,41.08,50.00,29.60,47.12,apache-2.0,registry,False,False,True,173,0,173,True,False,True,False,False,True,,,psf,nonprofit,,,True,True,True,True,True,53.51,360,gh/306147182
axios/axios,github,109033,,npm,1,npm,axios,2144677290,,,,,0.000521,,,,33.82,59.73,66.58,100,69.30,300,0,5,1149,18873,78,7.7,6,2188,2207,-19,15.16,78.11,89.47,27.43,41.29,mit,registry,False,False,True,20,0,20,True,False,True,False,False,False,,axios,,,,,True,True,True,True,True,53.49,361,gh/23088740
rust-lang/cc-rs,github,2118,,crates,3,crates,cc,,,133721168,,,,,0.004753,,45.34,74.69,59.44,100,67.67,162,0,7,1044,13706,116,7.9,1,326,234,92,12.21,77.89,72.49,46.20,42.25,mit or apache-2.0,registry,False,False,False,0,0,0,False,False,False,False,False,True,,,rustfoundation.org,nonprofit,,,True,True,True,True,True,53.47,362,gh/26039547
cosmiconfig/cosmiconfig,github,4145,,npm,1,npm,cosmiconfig,2515650390,,,,,0.000726,,,,40.13,61.92,44.42,100,56.86,11,0,2,3022,7426,13,5.2,0,61,58,3,38.87,51.12,50.00,64.13,50.24,mit,registry,False,False,False,0,0,0,True,False,True,True,False,True,,,,,,,True,True,True,True,True,53.45,363,gh/45750507
freedesktop-unofficial-mirror/cairo,github,0,,cpp,1,cpp,cairo-graphics-library,,,,168977,1015615,,,,0.002034,31.64,58.68,27.16,,31.66,0,1,1,10000,353301,152,2.6,0,,,,100.00,92.41,98.10,73.03,90.20,lgpl-2.1-only or mpl-1.1,override,False,False,False,0,0,0,False,False,False,False,False,False,,,freedesktop.org,nonprofit,,,True,True,True,True,True,53.44,364,gh/34372735
webpack/schema-utils,github,249,,npm,1,npm,schema-utils,3832204059,,,,,0.001223,,,,51.67,65.35,44.80,100,58.58,6,0,2,3529,5946,42,4.5,0,4,6,-2,42.01,64.85,50.00,41.35,48.72,mit,registry,False,False,False,0,0,0,True,False,True,True,False,True,,webpack,,,,,True,True,True,True,True,53.42,365,gh/80306715
astanin/python-tabulate,github,2548,,pypi,1,pypi,tabulate,,666732599,,,,,0.001025,,,25.09,66.65,49.72,100,59.01,46,0,3,1782,8482,74,4.9,0,179,116,63,24.37,72.36,50.00,62.00,48.35,mit,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,53.41,,gh/205875548
teambition/merge2,github,171,,npm,1,npm,merge2,1582906020,,,,,0.000476,,,,32.43,59.14,40.02,100,53.17,2,0,1,5000,485,8,3.4,0,0,0,0,70.71,28.90,82.24,49.27,53.64,mit,registry,False,False,False,0,0,0,False,False,False,False,False,True,,,,,,,True,True,True,True,True,53.40,366,gh/25396227
open-telemetry/opentelemetry-python,github,2416,,pypi,9,pypi,opentelemetry-api,,2929317405,,,,,0.007715,,,56.66,80.20,60.27,100,69.85,252,0,5,662,94873,23,7.3,0,1411,1167,244,11.51,71.06,50.00,67.55,40.77,apache-2.0,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,lf/cncf,nonprofit,,,True,True,True,True,True,53.36,367,gh/185478926
cyan4973/xxhash,github,10994,,cpp,1,cpp,xxhash,,,,154762,120135,,,,0.003184,35.31,61.94,52.10,,51.23,71,0,2,2751,63689,62,7.3,0,218,210,8,37.09,81.52,50.00,61.80,55.29,bsd-2-clause and gpl-2.0-or-later,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,53.22,,gh/19330466
terkelg/sisteransi,github,81,,npm,1,npm,sisteransi,1024127131,,,,,0.000355,,,,26.48,57.20,36.47,100,50.25,0,1,1,10000,182,5,3.1,0,2,0,2,100.00,17.96,88.16,63.51,56.31,mit,registry,False,False,True,2,0,2,False,False,True,False,False,True,,,,,,,True,True,True,True,True,53.19,368,gh/122441239
servo/rust-smallvec,github,1638,,crates,1,crates,smallvec,,,117110570,,,,,0.001780,,31.24,69.08,51.41,100,60.88,35,0,4,1374,4714,16,4.3,5,45,23,22,18.53,50.98,88.04,55.64,46.38,mit or apache-2.0,registry,False,False,True,261,0,261,False,False,False,False,False,False,,,,,,,True,True,True,True,True,53.14,369,gh/33456236
autotools-mirror/libtool,github,51,,cpp,1,cpp,libtool,,,,179341,1032999,,,,0.001396,26.97,55.93,47.21,,45.77,60,0,1,2915,6882,59,3.4,0,,,,53.99,69.24,82.24,46.93,61.63,gpl-2.0-or-later,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,fsf/gnu,nonprofit,,,True,True,True,True,True,53.11,370,gh/47662711
yargs/cliui,github,391,,npm,1,npm,cliui,3830480299,,,,,0.001022,,,,47.75,64.17,41.97,100,56.37,3,0,2,3878,962,12,4.7,0,24,15,9,44.03,38.83,50.00,72.47,49.89,isc,registry,False,False,False,0,0,0,False,False,False,False,False,True,,,,,,,True,True,True,True,True,53.03,371,gh/34287546
isaacs/core-util-is,github,101,,npm,1,npm,core-util-is,2224880017,,,,,0.000584,,,,35.47,60.49,29.79,100,47.47,1,0,1,10000,195,6,2.4,0,1,0,1,100.00,20.12,98.84,61.48,59.13,mit,registry,False,False,True,22,0,22,True,False,True,False,False,True,,,,,,,True,True,True,True,True,52.98,372,gh/12391440
tritondatacenter/node-extsprintf,github,36,,npm,1,npm,extsprintf,1364289763,,,,,0.000455,,,,31.22,58.83,27.97,100,45.79,1,0,1,10000,426,9,3.2,0,0,0,0,100.00,29.58,86.47,54.88,61.21,mit,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,52.94,,gh/4058064
feross/run-parallel,github,387,,npm,1,npm,run-parallel,1594014431,,,,,0.000598,,,,36.24,60.64,34.20,100,50.21,1,0,1,10000,310,4,3.7,0,1,0,1,100.00,18.53,77.38,67.43,55.76,mit,registry,False,False,True,8,0,8,True,False,True,True,False,True,,,,,,,True,True,True,True,True,52.91,373,gh/18700638
rogdham/backports.zstd,github,26,,pypi,1,pypi,backports-zstd,,4367614,,,,,0.007754,,,57.44,80.23,28.92,,38.90,2,0,1,9678,33007,28,4.5,0,6,5,1,98.38,70.61,50.00,76.46,71.79,psf-2.0,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,52.85,,gh/977687927
chronotope/humantime,github,378,,crates,1,crates,humantime,,,53944950,,,,,0.001204,,26.00,66.85,43.94,100,55.65,13,0,1,3657,1847,9,4.8,0,15,5,10,60.47,38.76,50.00,54.11,50.18,mit or apache-2.0,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,52.84,,gh/59320323
sindresorhus/globby,github,2641,,npm,1,npm,globby,2936557852,,,,,0.000714,,,,39.84,61.80,54.97,100,63.15,14,0,1,4325,5123,12,4.2,0,53,75,-22,65.76,47.83,56.13,21.61,44.20,mit,registry,False,False,True,186,12,198,False,False,True,True,False,True,,sindresorhus,,,,,True,True,True,True,True,52.83,374,gh/21069494
websocket-client/websocket-client,github,3701,,pypi,1,pypi,websocket-client,,811263367,,,,,0.001290,,,28.38,68.19,52.07,100,60.90,58,0,1,6231,9791,23,4,0,274,444,-170,78.94,61.69,65.01,13.89,45.79,apache-2.0,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,52.81,,gh/1202362
apache/arrow-rs,github,3443,,crates,23,crates,arrow-schema,,,128662737,,,,,0.001213,,26.24,66.89,63.70,,59.42,586,0,10,676,405336,138,7,4,3332,2849,483,8.22,92.51,87.32,72.59,46.86,apache-2.0,registry,False,False,False,0,0,0,False,False,False,False,False,True,,,apache,nonprofit,,,True,True,True,True,True,52.77,376,gh/358917250
mcollina/fastq,github,1128,,npm,1,npm,fastq,1694257003,,,,,0.000595,,,,36.06,60.60,46.16,100,57.36,16,0,1,4040,1605,8,4.7,0,27,17,10,63.56,35.96,50.00,48.63,48.55,isc,registry,False,False,True,13,1,14,False,False,True,False,False,True,,,,,,,True,True,True,True,True,52.77,375,gh/37368217
stream-utils/destroy,github,53,,npm,1,npm,destroy,1459288762,,,,,0.000330,,,,25.33,56.71,30.18,100,46.31,1,0,1,10000,368,9,3.3,0,0,0,0,100.00,28.74,84.46,53.71,60.09,mit,registry,False,False,False,0,0,0,False,False,False,False,False,False,,,,,,,True,False,True,True,False,52.75,,gh/15544623
