repo,platform,ecosystem,top_eco_pkg,top_eco_pct,pr_score,openssf_crit,eco_crit,value_score,concentration,complexity,security,workload,risk_score,score,oss,intent,nonprofit,active,eligible,priority,eco_priority,repo_id
juliangruber/brace-expansion,github,npm,brace-expansion,72.47,73.02,51.11,100,65.22,70.29,42.37,72.49,35.39,52.57,58.55,True,True,True,True,True,211,104,gh/13539234
browserslist/caniuse-lite,github,npm,caniuse-lite,42.36,62.80,61.51,100,67.42,69.36,51.35,50.00,37.11,50.70,58.47,False,True,True,True,False,,,gh/80221890
epoberezkin/json-schema-traverse,github,npm,json-schema-traverse,52.81,65.89,31.00,100,50.47,100.00,33.90,82.26,75.33,67.70,58.45,True,True,True,True,True,212,105,gh/93333933
gweis/isodate,github,pypi,isodate,42.48,73.69,42.70,100,57.24,43.74,49.20,75.40,78.16,59.68,58.45,True,True,True,True,True,213,45,gh/6449370
mitsuhiko/insta,github,crates,insta,30.05,68.60,54.15,,52.94,64.59,76.24,50.00,69.73,64.37,58.38,True,True,True,True,True,214,43,gh/165561258
estools/esquery,github,npm,esquery,26.99,57.39,44.45,100,55.11,38.87,67.31,72.12,77.42,61.82,58.37,True,False,True,True,False,,,gh/11412938
feross/buffer,github,npm,buffer,52.04,65.56,52.80,100,63.44,22.31,63.66,72.12,80.85,53.64,58.33,True,True,True,True,True,215,106,gh/14494363
mathiasbynens/cssesc,github,npm,cssesc,49.02,64.67,25.09,100,46.42,100.00,40.01,92.71,77.84,73.30,58.33,True,True,True,True,True,216,107,gh/12001360
broofa/mime,github,npm,mime,39.20,61.64,48.87,100,59.41,93.03,44.65,72.12,35.79,57.22,58.30,True,True,True,True,True,217,108,gh/534940
medikoo/type,github,npm,type,40.42,61.96,25.75,100,45.69,91.65,52.11,75.40,84.48,74.27,58.25,True,True,True,True,True,218,109,gh/177198492
ljharb/get-intrinsic,github,npm,get-intrinsic,72.09,72.75,36.16,100,56.18,100.00,35.45,64.94,57.70,60.37,58.24,True,True,True,True,True,219,110,gh/308516559
defunctzombie/node-process,github,npm,process,41.71,62.55,36.09,100,52.08,100.00,25.66,92.71,75.56,65.11,58.23,True,False,True,True,False,,,gh/7580644
fb55/nth-check,github,npm,nth-check,26.59,57.22,46.01,100,55.99,100.00,30.92,72.49,59.96,60.55,58.23,True,True,True,True,True,221,112,gh/16864923
fsevents/fsevents,github,npm,fsevents,26.27,57.07,51.22,100,59.07,64.03,32.16,84.48,62.45,57.41,58.23,True,True,True,True,True,220,111,gh/1402936
jshttp/cookie,github,npm,cookie,41.01,62.18,53.19,100,62.23,62.66,52.96,72.49,36.54,54.45,58.21,True,True,True,True,True,222,113,gh/4475810
cloudflare/cloudflare-python,github,pypi,cloudflare,27.75,67.84,43.93,,44.90,91.11,82.88,50.00,85.77,75.44,58.20,True,True,False,True,False,,,gh/753271547
ipython/traitlets,github,pypi,traitlets,34.92,71.09,51.88,100,61.73,35.55,69.56,50.00,72.91,54.79,58.16,True,True,True,True,True,223,46,gh/14993021
aio-libs/yarl,github,pypi,yarl,36.35,71.62,55.55,100,64.13,42.41,67.71,50.00,53.79,52.72,58.15,True,True,True,True,True,225,47,gh/64756820
yargs/y18n,github,npm,y18n,42.19,62.74,51.73,100,61.53,70.71,27.40,72.49,64.95,54.96,58.15,True,True,True,True,True,224,114,gh/39720886
p11-glue/p11-kit,github,cpp,p11-kit,25.26,54.70,50.89,,48.16,39.10,88.12,82.06,85.55,70.13,58.12,True,False,True,True,False,,,gh/12060420
chalk/chalk,github,npm,chalk,76.10,73.49,52.02,100,66.17,63.15,52.85,72.49,27.97,51.00,58.09,True,True,True,True,True,226,115,gh/11855195
crate-py/rpds,github,pypi,rpds-py,36.79,71.87,47.33,100,59.26,76.88,53.95,50.00,50.30,56.83,58.03,True,True,True,True,True,227,48,gh/608018848
formatjs/formatjs,github,npm,@formatjs/fast-memoize,36.60,60.77,64.17,0,48.24,79.12,86.74,50.00,68.44,69.61,57.95,True,True,True,True,True,229,117,gh/19117456
jsdom/webidl-conversions,github,npm,webidl-conversions,49.91,64.91,38.11,100,54.35,91.72,44.64,59.24,60.11,61.79,57.95,True,True,True,True,True,228,116,gh/23000311
burntsushi/same-file,github,crates,same-file,25.64,66.65,39.53,100,52.95,84.98,26.43,92.71,77.63,63.41,57.94,True,True,True,True,True,230,44,gh/78375612
isaacs/node-lru-cache,github,npm,lru-cache,67.47,71.01,54.45,100,66.52,92.18,58.14,50.00,24.22,50.47,57.94,True,True,True,True,True,231,118,gh/679662
ajv-validator/ajv-keywords,github,npm,ajv-keywords,39.27,61.65,38.56,100,53.23,83.89,48.01,50.00,78.36,63.03,57.92,True,True,True,True,True,232,119,gh/60477053
unicode-org/icu,github,cpp,icu,33.86,60.21,57.04,100,63.63,11.60,97.19,90.67,75.18,52.65,57.88,True,True,True,True,True,233,22,gh/49244766
gnutls/libtasn1,gitlab,cpp,libtasn1,26.08,55.38,,,40.73,86.69,80.87,79.41,82.08,82.22,57.87,True,False,True,True,False,,,gl/919981
mathiasbynens/punycode.js,github,npm,punycode,64.24,69.95,45.85,100,60.93,58.50,41.48,79.41,47.30,54.95,57.86,True,True,True,True,True,234,120,gh/2755924
gnutools/glibc,github,cpp,glibc,75.84,92.68,55.75,,62.88,11.12,98.10,96.89,75.78,53.20,57.84,True,True,True,True,True,235,23,gh/1178881118
fitzgen/glob-to-regexp,github,npm,glob-to-regexp,26.77,57.32,29.38,100,46.04,100.00,41.71,95.78,69.71,72.64,57.83,True,False,True,False,False,,,gh/11461122
numpy/numpy,github,pypi,numpy,67.48,94.40,71.33,100,78.99,5.82,95.39,91.63,62.34,42.20,57.74,True,True,True,True,True,236,49,gh/908607
azure/msrest-for-python,github,pypi,msrest,29.03,68.45,44.94,100,56.71,32.47,67.00,64.94,83.76,58.65,57.67,True,False,True,False,False,,,gh/71186468
fb55/domutils,github,npm,domutils,35.88,60.56,44.91,100,56.59,93.05,43.35,50.00,59.05,58.75,57.66,True,True,True,True,True,237,121,gh/6627949
nvzqz/static-assertions,github,crates,static_assertions,41.22,73.37,30.67,100,49.86,100.00,26.48,84.48,88.01,66.61,57.63,True,True,True,True,True,238,45,gh/100129252
dtolnay/indoc,github,crates,indoc,31.61,69.53,42.48,100,55.60,98.44,41.23,50.00,62.70,59.72,57.62,True,True,True,True,True,239,46,gh/54252316
jmespath/jmespath.py,github,pypi,jmespath,72.09,83.87,46.88,100,63.72,40.39,54.47,50.00,66.69,52.04,57.58,True,False,True,True,False,,,gh/8300763
nghttp2/nghttp2,github,cpp,nghttp2,33.58,60.11,54.71,100,62.19,94.52,94.84,90.67,9.86,53.21,57.53,True,True,True,True,True,240,24,gh/11452676
ljharb/object.assign,github,npm,object.assign,37.16,60.91,39.30,100,53.39,100.00,39.55,64.94,57.15,61.90,57.49,True,True,True,True,True,241,122,gh/17755831
sval-rs/sval,github,crates,sval,52.23,75.90,39.32,,45.51,97.68,78.40,50.00,72.62,72.62,57.49,True,False,True,True,False,,,gh/157205610
joshuakgoldberg/ts-api-utils,github,npm,ts-api-utils,27.17,57.41,44.26,100,55.01,43.17,72.36,50.00,83.00,60.00,57.45,True,True,True,True,True,242,123,gh/597893818
felixge/node-combined-stream,github,npm,combined-stream,36.78,60.80,34.84,100,50.66,100.00,23.65,95.78,78.98,65.04,57.40,True,False,True,True,False,,,gh/1787452
chalk/wrap-ansi,github,npm,wrap-ansi,55.79,67.05,39.06,100,55.72,74.41,42.33,72.49,53.05,58.99,57.33,True,True,True,True,True,243,124,gh/41053676
open-telemetry/opentelemetry-js,github,npm,@opentelemetry/semantic-conventions,66.34,70.71,63.20,100,71.62,12.01,86.89,72.49,58.56,45.88,57.32,True,True,True,True,True,244,125,gh/185901023
oozcitak/xmlbuilder-js,github,npm,xmlbuilder,28.38,57.78,46.41,100,56.46,100.00,14.15,92.71,87.08,58.14,57.29,True,True,True,True,True,245,126,gh/1042809
indexmap-rs/indexmap,github,crates,indexmap,36.00,71.33,50.77,100,61.20,76.33,50.06,50.00,43.23,53.61,57.28,True,False,True,True,False,,,gh/68294628
pallets/itsdangerous,github,pypi,itsdangerous,29.72,68.71,47.94,100,58.61,91.40,43.98,50.00,48.52,55.88,57.23,True,True,True,True,True,246,50,gh/1945034
azure/azure-sdk-for-python,github,pypi,azure-core,82.50,85.74,62.83,100,74.52,6.90,95.70,82.06,68.33,43.87,57.18,True,True,False,True,False,,,gh/4127088
c-ares/c-ares,github,cpp,c-ares,27.13,56.08,51.90,0,39.46,84.82,82.18,95.69,70.65,82.85,57.18,True,False,True,True,False,,,gh/571708
gsnedders/python-webencodings,github,pypi,webencodings,29.58,68.68,28.79,100,47.10,100.00,32.86,82.26,85.44,69.32,57.14,True,False,True,True,False,,,gh/7043404
browserslist/update-db,github,npm,update-browserslist-db,36.42,60.69,46.61,100,57.68,83.71,37.30,86.48,37.95,56.58,57.13,True,True,True,True,True,247,127,gh/505548145
browserify/node-util,github,npm,util,29.95,58.26,42.88,100,54.55,39.28,58.48,79.41,69.99,59.78,57.11,True,True,True,True,True,248,128,gh/14568009
inspect-js/is-callable,github,npm,is-callable,45.77,63.72,41.05,100,55.58,100.00,29.24,56.07,72.23,58.66,57.10,True,True,True,True,True,249,129,gh/30012910
ljharb/define-data-property,github,npm,define-data-property,47.34,64.08,29.11,100,48.61,100.00,43.02,64.94,72.29,67.04,57.09,True,True,True,True,True,250,130,gh/689109338
xorg/lib/libx11,gitlab,cpp,libx11,40.69,64.75,,,52.72,32.08,90.92,93.54,53.50,61.81,57.08,True,True,True,True,True,251,25,gl/freedesktop-701
angular/angular-cli,github,npm,@angular-devkit/core,25.07,56.63,67.95,100,68.94,31.63,87.85,50.00,35.86,47.24,57.07,True,True,False,True,False,,,gh/36891867
stream-utils/raw-body,github,npm,raw-body,31.13,58.82,45.43,100,56.25,91.62,45.40,50.00,53.50,57.76,57.00,True,False,True,True,False,,,gh/12823654
isaacs/node-glob,github,npm,glob,63.05,69.29,56.08,100,66.88,92.02,60.95,72.49,13.63,48.52,56.97,True,True,True,True,True,252,131,gh/357681
boto/s3transfer,github,pypi,s3transfer,62.58,81.52,50.33,100,64.61,35.21,51.53,50.00,69.87,50.18,56.94,True,True,False,True,False,,,gh/49535299
firebase/firebase-js-sdk,github,npm,@firebase/util,52.55,65.70,58.79,,58.87,13.18,97.72,82.06,87.00,55.07,56.94,True,True,False,True,False,,,gh/89290483
joblib/joblib,github,pypi,joblib,27.04,67.54,55.03,100,62.48,19.86,71.87,72.49,69.92,51.86,56.92,True,False,True,True,False,,,gh/654608
nodejs/node,github,cpp,nodejs,32.81,59.28,75.84,100,74.71,4.47,99.47,98.33,80.96,43.37,56.92,True,True,True,True,True,253,26,gh/27193779
tehshrike/deepmerge,github,npm,deepmerge,30.86,58.76,46.28,100,56.73,57.04,29.72,100.00,62.23,56.99,56.86,True,False,True,True,False,,,gh/3276413
mathiasbynens/jsesc,github,npm,jsesc,48.80,64.58,39.09,100,54.79,79.06,20.46,92.71,80.77,58.99,56.85,True,True,True,True,True,254,132,gh/10498729
gnutools/binutils-gdb,github,cpp,binutils,41.21,65.52,63.74,,61.15,10.18,99.68,98.80,77.08,52.72,56.78,True,False,True,True,False,,,gh/1178912368
eslint/rewrite,github,npm,@eslint/core,45.67,63.72,51.95,,52.64,31.58,76.08,82.06,70.99,61.16,56.74,True,True,True,True,True,255,133,gh/791446923
gpg/libgpg-error,github,cpp,libgpg-error,30.31,58.14,46.54,,45.96,64.83,88.64,59.24,70.78,70.06,56.74,True,False,True,True,False,,,gh/42075984
isaacs/cliui,github,npm,@isaacs/cliui,29.87,58.24,43.90,100,55.15,75.51,39.33,64.94,60.12,58.35,56.73,True,True,True,True,True,256,134,gh/634056857
python/mypy,github,pypi,mypy,34.53,70.95,65.58,100,69.90,12.27,90.49,50.00,80.32,45.95,56.67,True,True,True,True,True,257,51,gh/7053637
webreflection/flatted,github,npm,flatted,35.94,60.58,48.28,100,58.62,92.92,37.54,50.00,51.59,54.77,56.66,True,True,True,True,True,258,135,gh/131121620
la10736/rstest,github,crates,rstest,25.07,66.41,49.53,,48.58,83.53,60.27,50.00,75.21,65.96,56.61,True,False,True,True,False,,,gh/124802455
davisjam/safe-regex,github,npm,safe-regex,27.02,57.40,30.57,100,46.78,100.00,33.13,84.48,78.57,68.48,56.60,True,False,True,True,False,,,gh/90781457
tox-dev/filelock,github,pypi,filelock,46.39,74.76,54.64,100,64.90,55.43,41.58,72.49,35.46,49.34,56.59,True,True,True,True,True,259,52,gh/17098256
gkz/levn,github,npm,levn,36.97,60.89,26.78,100,45.85,100.00,34.20,95.78,72.41,69.79,56.57,True,False,True,True,False,,,gh/13287279
git/git,github,cpp,git,28.61,56.61,73.35,,65.67,8.70,95.56,97.37,69.52,48.71,56.56,True,True,True,True,True,260,27,gh/36502
autotools-mirror/m4,github,cpp,m4,34.14,60.23,40.79,,42.39,79.64,71.44,80.99,70.18,75.41,56.54,True,True,True,True,True,261,28,gh/66880383
hapijs/hoek,github,npm,@hapi/hoek,33.93,59.81,52.47,100,60.86,24.43,66.41,75.40,62.10,52.50,56.53,True,True,True,True,True,264,138,gh/5831189
istanbuljs/istanbuljs,github,npm,istanbul-lib-coverage,62.61,69.19,50.98,100,63.77,21.35,62.62,64.94,72.70,50.12,56.53,True,True,True,True,True,262,136,gh/81482340
typescript-eslint/typescript-eslint,github,npm,@typescript-eslint/types,80.67,75.93,68.98,100,77.05,11.09,89.29,50.00,59.71,41.47,56.53,True,True,True,True,True,263,137,gh/165536154
rust-phf/rust-phf,github,crates,phf_shared,33.06,70.55,47.79,100,59.04,67.47,57.36,50.00,44.31,54.11,56.52,True,True,True,True,True,265,47,gh/15992970
kriszyp/json-schema,github,npm,json-schema,27.73,57.64,44.85,100,55.45,88.39,46.61,79.41,33.45,57.52,56.48,True,False,True,True,False,,,gh/947175
jslicense/spdx-expression-parse.js,github,npm,spdx-expression-parse,37.73,61.18,34.54,100,50.61,100.00,25.76,86.48,70.57,62.97,56.45,True,False,True,True,False,,,gh/40067336
isaacs/minizlib,github,npm,minizlib,27.81,57.66,39.39,100,52.18,76.16,51.29,88.17,40.24,61.01,56.42,True,True,True,True,True,266,139,gh/86429676
jonschlinkert/extend-shallow,github,npm,extend-shallow,46.64,63.97,25.75,100,46.51,100.00,30.50,95.78,75.07,68.43,56.42,True,True,True,True,True,268,140,gh/25867410
pytest-dev/pluggy,github,pypi,pluggy,45.72,74.66,52.06,100,63.27,35.25,57.49,50.00,63.23,50.31,56.42,True,True,True,True,True,267,53,gh/34739117
gmp-mirror/gmp,github,cpp,gmp,51.90,72.81,37.30,,43.56,42.28,92.26,92.71,78.56,73.01,56.39,True,True,True,True,True,269,29,gh/681340775
css-modules/icss-utils,github,npm,icss-utils,33.16,59.47,34.86,100,50.18,100.00,28.98,95.78,57.76,63.28,56.35,True,False,True,True,False,,,gh/42766912
scipy/scipy,github,pypi,scipy,38.38,72.11,67.94,100,71.81,7.12,96.03,85.17,65.35,44.17,56.32,True,True,True,True,True,270,54,gh/1460385
tim-kos/node-retry,github,npm,retry,31.82,58.97,40.77,100,53.54,66.33,32.35,84.48,67.97,59.25,56.32,True,False,True,True,False,,,gh/1738798
pytest-dev/pytest,github,pypi,pytest,59.02,80.95,66.94,100,74.16,14.21,77.50,50.00,60.73,42.76,56.31,True,True,True,True,True,271,55,gh/37489525
yargs/yargs-parser,github,npm,yargs-parser,50.96,65.11,52.48,100,63.09,33.14,52.29,50.00,73.53,50.24,56.30,True,True,True,True,True,272,141,gh/50258379
emotion-js/emotion,github,npm,@emotion/memoize,61.36,68.71,56.06,100,66.64,17.07,84.14,50.00,71.16,47.55,56.29,True,True,True,True,True,273,142,gh/92570536
microsoft/typescript,github,npm,typescript,34.73,60.08,65.00,100,68.48,11.76,98.47,50.00,79.16,46.27,56.29,True,True,False,True,False,,,gh/20929025
ai/nanoid,github,npm,nanoid,40.05,61.87,60.71,100,66.62,79.04,30.60,82.06,25.74,47.54,56.28,True,True,True,True,True,275,144,gh/99401299
chalk/supports-color,github,npm,supports-color,69.32,71.72,46.08,100,61.75,61.66,47.96,72.49,32.30,51.30,56.28,True,True,True,True,True,274,143,gh/11855007
medikoo/es6-symbol,github,npm,es6-symbol,28.26,57.76,37.89,100,51.34,100.00,37.79,72.12,53.03,61.66,56.26,True,True,True,True,True,276,145,gh/14423385
apache/airflow,github,pypi,apache-airflow,43.40,74.45,75.02,100,76.80,4.84,92.32,99.04,65.08,41.20,56.25,True,True,True,True,True,277,56,gh/33884891
rust-lang-deprecated/tempdir,github,crates,tempdir,31.42,69.41,37.40,100,52.52,100.00,28.41,79.41,57.35,59.97,56.12,True,False,True,False,False,,,gh/31728565
typeshed-internal/stub_uploader,github,pypi,types-python-dateutil,34.33,70.93,47.58,100,59.07,94.02,37.68,50.00,45.58,53.31,56.12,True,False,True,True,False,,,gh/331669593
yahoo/serialize-javascript,github,npm,serialize-javascript,30.50,58.66,53.70,100,61.14,36.42,46.47,72.49,57.34,51.50,56.11,True,True,False,True,False,,,gh/24106944
es-shims/regexp.prototype.flags,github,npm,regexp.prototype.flags,26.91,57.35,38.32,100,51.42,100.00,30.69,64.94,69.71,61.05,56.03,True,True,True,True,True,278,146,gh/26932422
qix-/node-error-ex,github,npm,error-ex,27.13,57.41,37.28,100,50.82,100.00,28.20,92.71,55.47,61.71,56.00,True,True,True,True,True,279,147,gh/41388258
dtolnay/rustversion,github,crates,rustversion,69.32,83.03,37.05,100,57.46,99.07,48.91,50.00,36.57,54.56,55.99,True,True,True,True,True,280,48,gh/183990447
dcodeio/long.js,github,npm,@xtuc/long,49.80,64.85,45.05,100,58.50,82.67,59.11,84.48,19.91,53.54,55.97,True,True,True,True,True,281,148,gh/8678904
tritondatacenter/node-assert-plus,github,npm,assert-plus,44.18,63.44,29.05,100,48.19,100.00,26.96,82.26,80.45,64.99,55.96,True,False,True,True,False,,,gh/4767976
jshttp/http-errors,github,npm,http-errors,42.28,62.77,46.29,100,58.28,68.27,47.02,50.00,51.66,53.66,55.92,True,True,True,True,True,282,149,gh/23806086
bytecodealliance/wasi-rs,github,crates,wasi,26.73,67.11,44.80,100,56.26,34.34,71.54,50.00,77.63,55.57,55.91,True,True,True,True,True,283,49,gh/196445196
jsdom/whatwg-url,github,npm,whatwg-url,41.95,62.68,46.57,100,58.40,90.91,57.43,50.00,31.11,53.38,55.83,True,True,True,True,True,284,150,gh/34761352
rollup/plugins,github,npm,@rollup/pluginutils,30.42,58.56,64.76,100,67.75,30.93,82.76,50.00,34.45,45.82,55.72,True,True,True,True,True,285,151,gh/203607977
jaraco/zipp,github,pypi,zipp,52.92,78.36,50.63,100,63.51,85.01,33.85,72.49,27.32,48.86,55.71,True,True,True,True,True,286,57,gh/157774633
bitflags/bitflags,github,crates,bitflags,38.52,72.07,54.12,100,63.53,76.88,48.32,50.00,30.46,48.77,55.66,True,False,True,True,False,,,gh/29287955
python/importlib_metadata,github,pypi,importlib-metadata,59.88,80.97,55.04,100,67.11,80.25,37.44,50.00,30.21,46.16,55.66,True,True,True,True,True,287,58,gh/306448340
feross/safe-buffer,github,npm,safe-buffer,76.98,74.22,39.01,100,58.53,100.00,15.46,79.41,63.74,52.89,55.64,True,True,True,True,True,288,152,gh/49538897
rust-random/rand,github,crates,rand,73.44,83.36,55.33,100,68.88,29.93,57.87,72.49,32.46,44.93,55.63,True,True,True,True,True,289,50,gh/30227790
withoutboats/heck,github,crates,heck,27.24,67.35,38.45,100,52.53,64.82,44.21,82.26,51.08,58.91,55.63,True,True,True,True,True,290,51,gh/86326466
webpack/enhanced-resolve,github,npm,enhanced-resolve,28.07,57.73,54.12,100,61.05,31.55,69.42,50.00,60.17,50.67,55.62,True,True,True,True,True,291,153,gh/5400204
sindresorhus/get-east-asian-width,github,npm,get-east-asian-width,64.73,70.23,35.11,100,54.56,70.71,54.38,51.85,51.26,56.54,55.54,True,True,True,True,True,292,154,gh/711160838
sindresorhus/normalize-url,github,npm,normalize-url,27.35,57.49,52.73,100,60.12,76.43,44.34,72.49,28.17,51.29,55.53,True,True,True,True,True,293,155,gh/29094022
python-poetry/tomlkit,github,pypi,tomlkit,29.85,68.77,44.73,100,56.70,68.18,70.91,51.85,34.72,54.32,55.50,True,True,True,True,True,294,59,gh/140365570
fsspec/s3fs,github,pypi,s3fs,44.06,74.46,53.41,100,63.90,30.21,66.10,50.00,53.69,48.12,55.45,True,True,True,True,True,295,60,gh/53987953
apache/arrow,github,pypi,pyarrow,35.93,85.03,68.78,100,73.36,4.42,95.04,87.32,83.94,41.89,55.44,True,True,True,True,True,296,61,gh/51905353
azure/azure-sdk-for-js,github,npm,@azure/abort-controller,37.86,61.23,64.38,100,68.54,12.93,93.60,72.49,46.14,44.85,55.44,True,True,False,True,False,,,gh/108311273
laurent-laporte-pro/deprecated,github,pypi,deprecated,27.63,67.76,45.62,100,56.91,67.71,44.00,53.33,53.35,53.96,55.42,True,False,True,True,False,,,gh/111412148
jestjs/jest,github,npm,@jest/types,87.12,84.55,65.86,100,76.68,30.43,84.32,50.00,20.01,40.03,55.40,True,True,True,True,True,297,156,gh/15062869
ljharb/es-to-primitive,github,npm,es-to-primitive,25.73,56.84,33.72,100,48.49,100.00,36.42,59.24,74.31,63.28,55.39,True,True,True,True,True,298,157,gh/32377814
alexei/sprintf.js,github,npm,sprintf-js,33.56,59.62,39.77,100,53.18,74.54,21.02,100.00,70.10,57.57,55.33,True,False,True,True,False,,,gh/9175790
encode/httpx,github,pypi,httpx,33.38,70.80,55.98,100,64.01,20.45,73.18,72.49,48.06,47.78,55.30,True,True,True,True,True,299,62,gh/179492861
webpack/webpack-sources,github,npm,webpack-sources,29.54,58.17,47.50,100,57.27,63.30,66.93,50.00,38.36,53.39,55.30,True,True,True,True,True,300,158,gh/48954523
pallets/click,github,pypi,click,50.29,77.27,60.64,100,69.14,21.07,74.55,50.00,48.66,44.21,55.29,True,True,True,True,True,301,63,gh/19103692
expressjs/serve-static,github,npm,serve-static,26.70,57.27,50.27,100,58.56,58.12,35.83,72.49,48.95,52.14,55.26,True,True,True,True,True,302,159,gh/17464338
jshttp/on-finished,github,npm,on-finished,36.30,60.65,43.55,100,55.82,86.52,37.12,50.00,55.71,54.69,55.25,True,True,True,True,True,303,160,gh/15349765
exodusoss/bytes,github,npm,@exodus/bytes,32.53,59.16,39.59,,41.15,99.72,72.96,50.00,82.82,74.09,55.22,True,False,True,True,False,,,gh/885154008
indygreg/python-zstandard,github,pypi,zstandard,37.92,72.07,49.09,0,40.45,85.22,85.43,53.33,82.91,75.32,55.20,True,True,True,True,True,304,64,gh/67307930
vorner/signal-hook,github,crates,signal-hook-registry,27.90,67.68,49.88,100,59.49,58.60,39.24,51.85,57.23,51.11,55.14,True,False,True,True,False,,,gh/137260008
serde-rs/bytes,github,crates,serde_bytes,26.86,67.12,42.80,100,55.08,88.64,30.94,50.00,67.64,55.19,55.13,True,True,True,True,True,305,52,gh/87358441
srijs/rust-crc32fast,github,crates,crc32fast,25.88,66.81,40.53,100,53.59,87.68,27.95,75.40,55.89,56.69,55.12,True,False,True,True,False,,,gh/157348282
broofa/node-int64,github,npm,node-int64,37.28,60.97,31.48,100,48.71,100.00,28.96,95.78,54.13,62.25,55.07,True,True,True,False,False,,,gh/1208666
ljharb/object-keys,github,npm,object-keys,47.44,64.13,34.89,100,52.09,100.00,40.01,51.85,55.41,58.23,55.07,True,True,True,True,True,306,161,gh/9103992
more-itertools/more-itertools,github,pypi,more-itertools,37.24,72.01,55.57,100,64.27,29.35,65.90,50.00,51.03,47.13,55.04,True,False,True,True,False,,,gh/4144530
isaacs/chownr,github,npm,chownr,32.82,59.30,33.01,100,49.02,84.98,31.27,95.78,57.16,61.76,55.02,True,True,True,True,True,307,162,gh/3858354
encode/httpcore,github,pypi,httpcore,30.28,68.90,50.35,100,60.13,55.38,58.19,50.00,39.56,50.25,54.97,True,True,True,True,True,308,65,gh/237210639
watson/ci-info,github,npm,ci-info,45.10,63.62,47.91,100,59.62,57.30,32.69,86.48,40.65,50.66,54.96,True,True,True,True,True,309,163,gh/71475907
mirror/ncurses,github,cpp,ncurses,36.04,63.04,27.97,,33.36,100.00,89.81,94.26,79.29,90.51,54.95,True,True,True,True,True,310,30,gh/22324756
paulmillr/readdirp,github,npm,readdirp,50.60,65.02,43.00,100,57.36,86.79,43.50,80.99,25.08,52.62,54.94,True,True,True,True,True,311,164,gh/4494405
rustcrypto/stream-ciphers,github,crates,chacha20,32.20,69.91,47.69,100,58.82,37.67,45.41,72.49,55.47,51.21,54.88,True,True,True,True,True,312,53,gh/83051505
composefs/tar-rs,github,crates,tar,47.79,75.12,46.92,100,60.44,15.84,68.84,82.06,68.82,49.82,54.87,True,False,True,True,False,,,gh/21946092
chalk/ansi-regex,github,npm,ansi-regex,78.98,75.18,53.25,100,67.37,59.30,20.83,82.06,39.20,44.65,54.85,True,True,True,True,True,313,165,gh/20451415
debian/gdbm,gitlab,cpp,gdbm,27.61,56.26,,,41.94,83.20,83.66,59.24,64.12,71.71,54.84,True,True,True,True,True,315,31,gl/debian-32157
es-shims/array-includes,github,npm,array-includes,25.30,56.71,38.19,100,51.11,100.00,28.32,64.94,65.22,58.85,54.84,True,True,True,True,True,314,166,gh/28753032
yuzujs/setimmediate,github,npm,setimmediate,25.16,56.69,27.81,100,44.87,100.00,29.12,92.71,74.15,66.89,54.78,True,False,True,True,False,,,gh/1981208
jonschlinkert/normalize-path,github,npm,normalize-path,48.37,64.36,29.04,100,48.70,100.00,29.57,95.78,50.82,61.59,54.77,True,True,True,True,True,316,167,gh/21224182
jprichardson/node-fs-extra,github,npm,fs-extra,46.84,63.99,52.87,100,62.81,65.66,51.38,50.00,30.81,47.75,54.76,True,False,True,True,False,,,gh/2791348
alexindigo/asynckit,github,npm,asynckit,36.12,60.62,24.52,100,44.39,74.54,38.49,97.36,74.48,67.54,54.75,True,False,True,True,False,,,gh/59087459
brianc/node-postgres,github,npm,pg-protocol,26.14,57.01,61.16,100,65.01,18.70,74.44,50.00,64.95,46.11,54.75,True,True,True,True,True,317,168,gh/991475
agronholm/exceptiongroup,github,pypi,exceptiongroup,44.72,74.53,40.68,100,56.33,87.96,59.66,51.85,29.43,53.20,54.74,True,True,True,True,True,318,66,gh/447694800
octokit/types.ts,github,npm,@octokit/types,34.90,60.17,48.28,100,58.47,57.78,37.65,50.00,63.06,51.18,54.70,True,True,False,True,False,,,gh/216109757
tokio-rs/tokio,github,crates,tokio,59.18,78.20,66.04,100,73.36,6.78,80.96,88.04,57.24,40.78,54.70,True,True,True,True,True,319,54,gh/67836789
medikoo/d,github,npm,d,33.77,59.73,26.46,100,45.23,100.00,29.83,86.48,74.00,66.10,54.68,True,True,True,True,True,320,169,gh/10817569
xorg/lib/libxext,gitlab,cpp,libxext,31.18,58.61,,,44.90,89.50,61.61,51.85,68.66,66.56,54.67,True,True,True,True,True,321,32,gl/freedesktop-714
libuv/libuv,github,cpp,libuv,29.14,56.97,61.73,100,65.65,15.80,87.59,50.00,61.95,45.50,54.65,True,True,True,True,True,322,33,gh/14812739
jsdom/whatwg-mimetype,github,npm,whatwg-mimetype,27.77,57.65,32.58,100,48.09,92.04,46.03,64.94,53.87,62.05,54.63,True,True,True,True,True,323,170,gh/71014420
jshttp/negotiator,github,npm,negotiator,36.91,60.88,44.58,100,56.53,64.55,42.34,50.00,56.72,52.76,54.61,True,True,True,True,True,324,171,gh/3275614
fsspec/filesystem_spec,github,pypi,fsspec,49.86,76.31,57.06,100,66.85,18.31,74.63,50.00,57.84,44.59,54.60,True,True,True,True,True,325,67,gh/130727736
