repo,repo_id,gh_sponsors_enabled,gh_sponsorships_in,gh_sponsorships_out,gh_sponsorships,gh_sponsorships_p,gh_stars,gh_forks,has_funding_links,has_funding_yml,funding_link_platforms,has_funding_json,has_npm_funding,npm_funding_url,has_pypi_funding,pypi_funding_platforms,bf_maintainer_fundable,channels_count,oc_slug,oc_avg_funding,oc_avg_funding_p,host,host_type,owner,owner_type,host_score,score,intent,nonprofit
chalk/strip-ansi,gh/15014856,False,0,0,0,100.0,504,44,True,False,"github,tidelift",False,True,https://github.com/chalk/strip-ansi?sponsor=1,False,,True,3,,0,100.0,,,,,1,79,True,True
chalk/supports-color,gh/11855007,False,0,0,0,100.0,367,90,True,False,github,False,True,https://github.com/chalk/supports-color?sponsor=1,False,,True,2,,0,100.0,,,,,1,79,True,True
chalk/wrap-ansi,gh/41053676,False,0,0,0,100.0,136,29,True,False,"github,tidelift",False,True,https://github.com/chalk/wrap-ansi?sponsor=1,False,,True,3,,0,100.0,,,,,1,79,True,True
chalker/safer-buffer,gh/125825141,False,0,0,0,100.0,27,24,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
chardet/chardet,gh/5196969,False,0,0,0,100.0,2612,297,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
cheeriojs/dom-serializer,gh/18991884,True,5,0,5,34.72,142,72,True,True,"github,open_collective",False,True,https://github.com/cheeriojs/dom-serializer?sponsor=1,False,,True,3,cheerio,13778.74,3.38,,,,,1,23,True,True
chicoxyzzy/node-releases,gh/73765596,False,0,0,0,100.0,38,10,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
chronotope/chrono,gh/18210201,False,0,0,0,100.0,3840,601,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
chronotope/humantime,gh/59320323,False,0,0,0,100.0,378,46,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
clap-rs/clap,gh/31315121,True,12,0,12,28.06,16338,1174,True,True,"github,open_collective",False,False,,False,,True,2,clap,2897.69,5.24,,,,,1,24,True,True
cloudflare/cloudflare-python,gh/753271547,False,0,0,0,100.0,435,115,False,False,,False,False,,False,,False,0,,0,100.0,,,cloudflare.com,company,0,1,True,False
colinhacks/zod,gh/245704608,True,56,0,56,16.7,42515,1919,True,True,github,False,False,,False,,True,1,,0,100.0,,,,,1,55,True,True
colorjs/color-name,gh/27038309,False,0,0,0,100.0,124,33,False,False,,False,False,,False,,True,0,,0,100.0,,,,,1,100,True,True
comex/rust-shlex,gh/37886228,False,0,1,1,42.79,144,20,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,75,False,True
component/escape-html,gh/5444800,False,0,0,0,100.0,488,65,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
component/toidentifier,gh/114743189,False,0,0,0,100.0,6,9,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
composefs/tar-rs,gh/21946092,False,0,,0,100.0,726,238,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
conventional-changelog/commitlint,gh/51575745,False,0,0,0,100.0,18484,964,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
conventional-changelog/conventional-changelog,gh/15639771,False,0,0,0,100.0,8431,736,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
cosmiconfig/cosmiconfig,gh/45750507,False,0,0,0,100.0,4145,141,True,True,"github,custom",False,True,https://github.com/sponsors/d-fischer,False,,True,3,,0,100.0,,,,,1,79,True,True
coveragepy/coveragepy,gh/138421996,False,0,0,0,100.0,3390,500,True,True,"github,tidelift",False,False,,True,tidelift,True,3,,0,100.0,,,,,1,79,True,True
cpburnz/python-pathspec,gh/14648551,False,0,1,1,42.79,220,51,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,75,False,True
crate-py/rpds,gh/608018848,False,0,0,0,100.0,63,27,False,False,,False,False,,True,"github,tidelift",True,1,,0,100.0,,,,,1,79,True,True
criterion-rs/criterion.rs,gh/1081104682,False,0,0,0,100.0,285,17,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
crossbeam-rs/crossbeam,gh/35566048,False,0,0,0,100.0,8421,544,False,False,,False,False,,False,,True,0,,0,100.0,,,,,1,100,True,True
css-modules/icss-utils,gh/42766912,False,0,0,0,100.0,22,16,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
cssnano/cssnano,gh/33943153,False,0,0,0,100.0,4961,326,True,True,open_collective,False,False,,False,,False,1,cssnano,617.92,7.64,,,,,1,42,True,True
csstools/postcss-plugins,gh/219192307,True,6,0,6,33.73,1043,85,True,True,"github,open_collective",False,True,https://github.com/sponsors/csstools,False,,True,3,csstools,1167.20,6.88,,,,,1,29,True,True
csstree/csstree,gh/67236461,False,0,0,0,100.0,2095,112,True,True,open_collective,False,False,,False,,False,1,csstree,278,16.48,,,,,1,55,True,True
curl/curl,gh/569041,True,67,0,67,16.48,41686,7157,True,True,"github,open_collective",False,False,,False,,True,2,curl,67058.81,0.33,,,,,1,8,True,True
cuviper/autocfg,gh/135481335,False,0,0,0,100.0,113,29,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
cyan4973/xxhash,gh/19330466,False,0,0,0,100.0,10994,893,False,False,,False,False,,False,,False,0,,0,100.0,,,,,1,100,False,True
