"package","avg_downloads","avg_downloads_share","2021","2022","2023","2024","2025"
"fsspec","2163350501","0.00538043","271169237","560201671","1380110791","3481716484","5123554324"
"importlib-metadata","2162029974","0.00537715","708576062","1262728100","1843365701","2939464445","4056015560"
"pandas","2161090814","0.00537481","732517067","1121075234","1515840670","2839484621","4596536480"
"protobuf","2095199583","0.00521093","736470347","1101247511","1628408886","2564638849","4445232324"
"pycparser","2056716588","0.00511522","661768180","975360746","1297570866","2825433742","4523449406"
"rsa","2037122837","0.00506649","972247014","1290690125","1476636912","2504039736","3942000400"
"jmespath","2026053896","0.00503896","1055139928","1233684690","1531480037","2451144923","3858819900"
"awscli","2023743595","0.00503322","1095235514","1555891132","2180787119","2245456670","3041347538"
"markupsafe","1993921077","0.00495904","873160949","1237512201","1509421230","2414304356","3935206648"
"pyasn1","1989688118","0.00494852","954257295","1257929271","1523783078","2542304903","3670166042"
"pytz","1973381728","0.00490796","797238680","1254042237","1573226137","2451322665","3791078921"
"zipp","1955753029","0.00486412","669034231","1244686026","1733825640","2681068994","3450150254"
"jinja2","1946778150","0.00484180","842206301","1421082517","1375586436","2299532680","3795482818"
"pydantic","1826321825","0.00454221","115256729","346056251","1039639827","2700735836","4929920483"
"colorama","1803062374","0.00448436","891513570","1301213850","1446889411","2238852698","3136842340"
"pyjwt","1593465211","0.00396308","546822308","1104224424","1400879036","2115489004","2799911283"
"platformdirs","1576167490","0.00392006","127077459","511958798","1070882861","2288236974","3882681357"
"google-auth","1474790885","0.00366793","512088596","853010053","1113940414","1784097137","3110818224"
"cachetools","1469245308","0.00365413","489361468","791694685","1048327478","1801631610","3215211300"
"pluggy","1406797111","0.00349882","316180044","519122850","884185711","1861190935","3453306015"
"googleapis-common-protos","1366930366","0.00339967","347876970","684067014","1149548307","1824675788","2828483750"
"aiohttp","1364411643","0.00339340","448183618","682709480","922685405","1742611041","3025868669"
"pyparsing","1336544702","0.00332410","713222103","1279204146","997565550","1507794688","2184937022"
"filelock","1334509277","0.00331903","291075119","497492765","914935634","1799684939","3169357929"
"wrapt","1308995152","0.00325558","376232320","744702774","967471139","1840693633","2615875894"
"jsonschema","1289216374","0.00320639","359320743","518743252","1015067554","1840323610","2712626712"
"pygments","1272635800","0.00316515","342938974","436467513","716169282","1563187381","3304415852"
"requests-oauthlib","1259441144","0.00313233","578064990","901563901","906441446","1507266017","2403869364"
"pytest","1257965673","0.00312866","345241830","516067149","835834690","1730213184","2862471512"
"pyasn1-modules","1257766185","0.00312817","444627615","730815667","805762970","1511577714","2796046957"
"multidict","1254437923","0.00311989","487701310","953014781","885761650","1432730952","2512980921"
"tomli","1248457598","0.00310502","90240136","583609331","997273323","2027806648","2543358553"
"yarl","1241134165","0.00308680","434103208","912786823","894867902","1449948010","2513964884"
"oauthlib","1231001916","0.00306160","598591637","983618970","999470595","1452735597","2120592779"
"pyarrow","1208951834","0.00300676","349835231","701403984","887257670","1612444720","2493817566"
"docutils","1202976876","0.00299190","686133389","819773620","987074989","1546114004","1975788376"
"virtualenv","1201769027","0.00298890","230320005","381470866","871274628","1686242100","2839537535"
"sqlalchemy","1194988539","0.00297203","385874142","632108418","1008091488","1620604189","2328264459"
"werkzeug","1175233602","0.00292290","493169280","1019802133","1124661808","1414616512","1823918279"
"psutil","1155983200","0.00287502","349293522","658381833","893179663","1513605557","2365455426"
"pydantic-core","1098685620","0.00273252","0","28810","226504338","1570741646","3696153304"
"iniconfig","1091583981","0.00271486","215784681","409419454","664195716","1496933987","2671586065"
"grpcio","1051904446","0.00261617","328360071","589849301","819996862","1297184181","2224131813"
"greenlet","1032820259","0.00256871","268119142","515663578","806165917","1366714368","2207438292"
"tqdm","1023857821","0.00254642","292573472","490757224","764646951","1257695871","2313615586"
"scipy","1018108220","0.00253212","353951981","507576189","703737203","1335961801","2189313927"
"pillow","1010238435","0.00251255","377564529","531922681","728821348","1276562061","2136321558"
"flask","1008855329","0.00250911","449951338","901995838","987657149","1134767744","1569904577"
"frozenlist","1002532321","0.00249338","60801113","507238490","784987573","1340852842","2318781585"
"soupsieve","996642816","0.00247873","242588440","549333849","810952303","1352048056","2028291432"
"h11","995948721","0.00247701","120523671","257198499","361266016","1025597250","3215158169"
"isodate","993618223","0.00247121","396047279","625593269","841741361","1320083804","1784625400"
"anyio","984409889","0.00244831","36314465","173387531","462175113","1096866995","3153305342"
"beautifulsoup4","981067694","0.00244000","245054977","537109081","759966649","1306677273","2056530491"
"tzdata","980671259","0.00243901","24894266","249741375","400468275","1347409545","2880842832"
"sniffio","972620622","0.00241899","104601531","259884843","462935735","1105747458","2929933541"
"lxml","972178914","0.00241789","345890930","612327873","858622652","1129483407","1914569708"
"aiosignal","952219184","0.00236825","53791495","470176634","707055981","1264575660","2265496151"
"pyopenssl","941519618","0.00234164","300738700","521774212","758629421","1222934462","1903521297"
"async-timeout","937824072","0.00233245","337954332","593622456","921594690","1294960997","1540987885"
"decorator","929564938","0.00231190","434198117","575645493","742352236","1249253367","1646375479"
"chardet","903669093","0.00224750","1052911763","720456960","657276653","848070471","1239629616"
"annotated-types","895001006","0.00222594","0","13482","188124967","1236386759","3050479822"
"exceptiongroup","889076042","0.00221120","331","97435585","807359157","1540572638","2000012500"
"rich","882119609","0.00219390","23653535","123357512","332318309","1535438755","2395829935"
"requests-toolbelt","876371671","0.00217961","192428131","360867044","563407932","1271124811","1994030435"
"openpyxl","862634499","0.00214544","174465932","401877168","672904071","1102557611","1961367711"
"distlib","862617888","0.00214540","201225430","341705962","602007000","1150746598","2017404449"
"et-xmlfile","857020935","0.00213148","171345434","403177230","674309157","1084918763","1951354089"
"google-cloud-storage","846144111","0.00210443","368800701","532484652","592619411","958944578","1777871214"
"azure-core","835734268","0.00207854","343611938","582861984","736833123","1069607279","1445757018"
"pathspec","832709670","0.00207102","165386521","278484844","478638950","1067291632","2173746405"
"httpx","822442109","0.00204548","84023907","114478868","244422221","985251358","2684034191"
"websocket-client","811263367","0.00201768","384015132","485761112","653738574","957103713","1575698305"
"more-itertools","799838394","0.00198926","159415790","248429427","527445696","1186246742","1877654313"
"tomlkit","795943981","0.00197958","44827706","139504015","445176705","1205621487","2144589990"
"httpcore","792186638","0.00197023","83136433","114999077","250906085","930382946","2581508651"
"coverage","778493181","0.00193618","216618075","332674101","720940221","1094014967","1528218542"
"itsdangerous","769159230","0.00191296","446430321","677617517","610462257","873445160","1237840893"
"python-dotenv","756533399","0.00188156","109204168","213066950","359467534","886573211","2214355133"
"pynacl","753356334","0.00187366","213404842","424183593","522801624","1024002731","1582388880"
"google-cloud-core","745637193","0.00185446","389439078","525792949","570846683","855673247","1386434007"
"mypy-extensions","741343693","0.00184378","239347513","395032311","499526868","942790620","1630021151"
"proto-plus","738103791","0.00183572","168465168","350377448","477393072","998062849","1696220416"
"grpcio-tools","727365700","0.00180902","51261351","64489579","352973795","724464899","2443638877"
"asn1crypto","721031611","0.00179326","188180937","425459306","625325997","1003906430","1362285386"
"deprecated","718665817","0.00178738","96327516","327610163","519478867","1123584309","1526328229"
"msgpack","696415711","0.00173204","163184653","257033860","459246406","948836570","1653777065"
"rpds-py","687232773","0.00170920","0","0","281175265","1023426899","2131561701"
"psycopg2-binary","687046645","0.00170874","196319076","379081733","525947546","851082287","1482802582"
"scikit-learn","676873250","0.00168344","271260844","385292894","471929921","832595634","1423286956"
"importlib-resources","675177933","0.00167922","174910988","483420839","696138608","999831319","1021587912"
"cloudflare","670028728","0.00166642","832547","1600032","2871962","16211186","3328627913"
"tabulate","666732599","0.00165822","280202153","466380678","572194824","817548408","1197336930"
"gitpython","665236910","0.00165450","233249610","333733235","489332101","886849558","1383020045"
"google-resumable-media","659974576","0.00164141","279961610","463312974","504436529","814896492","1237265273"
"acme","658424413","0.00163756","3391053","3782246","5549058","5715492","3273684217"
"jsonschema-specifications","657345862","0.00163487","0","735","268354656","965144156","2053229765"
"referencing","656172941","0.00163196","0","2779","271613586","971125862","2038122476"
"certbot-dns-cloudflare","655592397","0.00163051","205379","322790","1129970","10936166","3265367680"
"pexpect","654085120","0.00162676","250681891","294136483","424073029","936428507","1365105690"
"tenacity","649281138","0.00161482","180725101","250988249","354899182","895965763","1563827393"
"ptyprocess","648642493","0.00161323","252031584","295457542","415652775","911626034","1368444532"
"regex","642621876","0.00159825","256432517","274402995","398691719","775776899","1507805251"
"markdown-it-py","639556068","0.00159063","3260462","31508027","305572144","875458178","1981981530"
"bcrypt","627989864","0.00156186","199464941","351897306","467285452","811572823","1309728800"
"msal","623378946","0.00155039","135616334","287291241","454113120","853556976","1386317058"
"wcwidth","617489826","0.00153575","194991153","287575166","470432860","818736680","1315713272"
"smmap","616318441","0.00153283","223862282","320367318","454201132","810231942","1272929529"
"matplotlib","613910572","0.00152685","287166439","338862109","440971559","802194547","1200358205"
"gitdb","605505450","0.00150594","216144300","314022239","436613911","806355752","1254391047"
"google-api-python-client","605347729","0.00150555","329851079","351967331","515126221","607268176","1222525839"
"snowflake-connector-python","594973772","0.00147975","105105005","229934007","371634402","724566085","1543629359"
"mdurl","592313100","0.00147313","66586","26535488","242725931","793578645","1898658851"
"paramiko","589663134","0.00146654","197123591","343455102","487326434","747639949","1172770592"
"sortedcontainers","588723102","0.00146420","149167591","192083513","279736588","829418729","1493209091"
"poetry-core","586674986","0.00145911","41915323","130538053","376885517","913820883","1470215156"
"azure-storage-blob","577804759","0.00143705","336804026","451521068","484416661","689984744","926297294"
"google-cloud-bigquery","577259562","0.00143569","186716252","593181536","426433458","618344075","1061622487"
"cloudpickle","568620338","0.00141421","199106008","306844344","350865972","665172490","1321112874"
"joblib","564291055","0.00140344","325413658","285144911","387039841","657124679","1166732188"
"trove-classifiers","547621932","0.00136198","252583","4221283","228471686","700728822","1804435286"
"dill","542967206","0.00135040","108848121","220450103","361735251","825853221","1197949334"
"networkx","540769922","0.00134494","175870397","222264114","325900178","702411700","1277403222"
"keyring","540673102","0.00134470","92964451","263644860","360730197","737844007","1248181993"
"kiwisolver","536991818","0.00133554","243612862","307528369","376461338","691510264","1065846256"
"azure-identity","533951976","0.00132798","125425149","233287953","343718875","636468729","1330859176"
"google-crc32c","532726705","0.00132493","199850246","272249073","347176837","669819764","1174537603"
"shellingham","531784701","0.00132259","37102344","100111239","250447988","718823880","1552438053"
"py","529992142","0.00131813","379634447","511001192","407783773","687779886","663761413"
"google-auth-oauthlib","529468547","0.00131683","179886098","328597460","445042278","631687756","1062129141"
"toml","527099963","0.00131094","423965588","451499334","387493409","543870015","828671470"
"threadpoolctl","523216639","0.00130128","144429007","210884844","327715926","691373959","1241679460"
"sqlparse","522460507","0.00129940","211570405","309939230","408696180","705913881","976182840"
"httplib2","519161834","0.00129120","255134615","402482554","382398343","562784867","993008790"
"prompt-toolkit","512712900","0.00127516","231427653","246808990","353090031","637898691","1094339136"
"docker","508872160","0.00126561","311741977","348526160","391804782","577001456","915286425"
"py4j","508348776","0.00126431","171898191","326665184","381192480","676551176","985436847"
"dnspython","506368199","0.00125938","154666087","206543854","358423795","609721173","1202486085"
"ruamel-yaml","502369704","0.00124943","144008809","204560886","354416094","703628208","1105234522"
"cycler","499628787","0.00124262","220208055","280303432","348282324","659537104","989813018"
"alembic","496765671","0.00123550","181895395","244535643","329203499","646196166","1081997652"
"fastapi","494225593","0.00122918","30663899","93995351","225695499","601866147","1518907070"
"opentelemetry-sdk","491571614","0.00122258","7335759","36259767","107288008","736750179","1570224357"
"backoff","490070095","0.00121884","43262792","163591686","366330433","770782705","1106382859"
"starlette","489439640","0.00121728","37508703","106737404","205660219","485131349","1612160525"
"propcache","483076694","0.00120145","0","0","0","271237442","2144146028"
"uritemplate","483052876","0.00120139","283504589","292280365","329782450","526386942","983310036"
"tzlocal","481398468","0.00119728","177528257","276260215","450797110","579673980","922732778"
"redis","479573433","0.00119274","191942168","299881793","354585589","550104641","1001352974"
"pyrsistent","479345163","0.00119217","350259173","453936430","537920023","511922569","542687622"
"secretstorage","476581580","0.00118530","126428409","215211045","268427880","633804109","1139036456"
"jeepney","474476790","0.00118006","126057592","211017779","266847708","631106252","1137354621"
"aiohappyeyeballs","469793997","0.00116842","0","0","19621","439421881","1909528484"
"msrest","467788777","0.00116343","358681186","514779599","417592505","456762271","591128322"
"msal-extensions","466710206","0.00116075","125291904","261781218","346718323","628320525","971439061"
"gunicorn","464643431","0.00115561","245578728","295222909","352396601","624586127","805432791"
"cython","464476878","0.00115519","213546593","307867898","397216694","556286404","847466801"
"defusedxml","461419057","0.00114759","257759869","221796340","267496075","543625178","1016417821"
"uvicorn","460062139","0.00114421","33467719","101583024","206360308","445773260","1513126385"
"future","459697066","0.00114330","357532270","401772651","397494491","498377713","643308206"
"google-auth-httplib2","458242711","0.00113969","265898363","247223001","317343684","511654786","949093722"
"pymysql","456651072","0.00113573","136958648","328251592","482931559","562582701","772530861"
"pytest-cov","454347196","0.00113000","126134769","173616789","317769646","690039497","964175278"
"opentelemetry-api","453500961","0.00112789","7548082","35745458","123771009","597453010","1502987244"
"ipython","450997971","0.00112167","241174546","220562418","311078828","571356698","910817363"
"xmltodict","448977656","0.00111664","129898943","213030251","319358706","627157190","955443191"
"fonttools","447022854","0.00111178","22813967","171554216","319917937","612970893","1107857259"
"jaraco-classes","444758626","0.00110615","3461873","78764173","315653074","665386187","1160527823"
"pycodestyle","444560109","0.00110566","194427706","296916692","367195459","600635672","763625018"
"pyzmq","441640640","0.00109840","189281214","166418077","261867206","470484655","1120152049"
"marshmallow","440049511","0.00109444","105861169","214564392","300472447","640727877","938621672"
"mccabe","439256437","0.00109247","211634266","276401695","345847060","607710556","754688610"
"blinker","434373537","0.00108032","55672692","79639469","238262350","659799469","1138493707"
"traitlets","427918078","0.00106427","207615006","217589462","324808653","548469872","841107399"
"isort","425263600","0.00105767","185590969","258933024","317753359","578107065","785933582"
"nest-asyncio","422833630","0.00105162","171976566","194575614","319195052","572758754","855662166"
"build","422144600","0.00104991","5720561","40796594","237807728","687971213","1138426904"
"fastjsonschema","420266374","0.00104524","7400985","93682299","214443130","638280427","1147525029"
"prometheus-client","419785633","0.00104404","272997286","232810665","259832612","464922301","868365301"
"pkginfo","419765240","0.00104399","103314441","206801019","255689236","648450530","884570974"
"tornado","419595258","0.00104357","223244457","224056233","328168653","517837813","804669136"
"mako","419254317","0.00104272","206860200","258647781","320048330","507940866","802774409"
"ruamel-yaml-clib","418902182","0.00104184","134575880","187247414","305360898","569546583","897780135"
"azure-common","418332693","0.00104043","281357742","392693495","399634648","449387738","568589842"
"webencodings","416559920","0.00103602","249932298","272371366","316264670","444666433","799564831"
"opentelemetry-semantic-conventions","416330130","0.00103545","4284178","20491658","83750237","418168322","1554956257"
"termcolor","410922629","0.00102200","132105412","267081105","333850382","572650749","748925498"
"babel","409439491","0.00101831","174526524","183756947","263809682","547208239","877896065"
"websockets","407735899","0.00101407","131902790","175707923","230071257","425878789","1075118737"
"awswrangler","400651140","0.00099645","33131648","147057299","334668586","590075021","898323146"
"jedi","399299739","0.00099309","197381096","194034638","284811152","494730078","825541733"
"markdown","393464575","0.00097858","158374751","242816995","331121191","500154834","734855106"
"rapidfuzz","393155138","0.00097781","3457634","23803996","228181381","616803812","1093528869"
"portalocker","392830793","0.00097700","136088768","281443962","397353177","681846706","467421353"
"huggingface-hub","390325777","0.00097077","13171966","59888549","175224675","463772380","1239571313"
"typing-inspection","388892690","0.00096721","0","0","0","0","1944463449"
"pyproject-hooks","388819353","0.00096703","89","57098","152668962","631859726","1159510892"
"black","388590056","0.00096646","90584761","176088117","283085202","523995765","869196436"
"distro","382229904","0.00095064","103377973","112746348","134141003","515666242","1045217953"
"setuptools-scm","380303656","0.00094585","158470044","201501463","232980333","423666939","884899503"
"parso","378931175","0.00094243","197688267","188764193","236390218","460059277","811753921"
"requests-aws4auth","372314365","0.00092598","55313130","154902677","248200262","428736169","974419586"
"asgiref","365761469","0.00090968","65966285","128808182","185002382","647177754","801852741"
"opentelemetry-proto","364816688","0.00090733","3746747","15202843","72078754","326596430","1406458666"
"cachecontrol","362665901","0.00090198","66217617","118277754","262621563","515604730","850607841"
"sentry-sdk","356279159","0.00088610","104615610","199021095","249678312","462391505","765689271"
"ply","356164785","0.00088581","50155069","203172840","304342752","504739789","718413474"
"poetry-plugin-export","351405695","0.00087397","0","31356456","257652444","711685476","756334097"
"pycryptodomex","350585505","0.00087193","131294031","288462149","374623460","450171325","508376562"
"scramp","345568974","0.00085946","79270949","218226001","337989327","493187009","599171586"
"opensearch-py","342910404","0.00085285","4051446","115298383","219360979","337341775","1038499438"
"argcomplete","341492326","0.00084932","117056128","169397046","241405147","519950144","659653165"
"matplotlib-inline","340142402","0.00084596","100699363","154571867","216222217","455782744","773435817"
"pymongo","339118063","0.00084341","152125207","248177521","253695563","382068742","659523283"
"jsonpointer","333010331","0.00082822","53978629","117010462","224368155","452258793","817435616"
"types-requests","331687102","0.00082493","8327101","48130074","104578959","465139295","1032260081"
"datadog","329157058","0.00081864","112328709","236114164","260339981","438353031","598649405"
"grpc-google-iam-v1","328226567","0.00081633","53734841","141004588","189080556","429472840","827840011"
"typing-inspect","328035348","0.00081585","136654718","192437929","244095676","404732811","662255608"
"pyspark","323875686","0.00080551","144905679","275948044","309911818","363654807","524958082"
"transformers","321703263","0.00080010","30351832","77375879","175903474","391326944","933558184"
"pyflakes","319193134","0.00079386","144140176","204392457","271239815","429465988","546727236"
"contourpy","318020513","0.00079094","2391","26678773","203891048","463656681","895873673"
"kubernetes","318011310","0.00079092","61191510","125659109","182897082","421117490","799191357"
"pycryptodome","310616323","0.00077253","86188412","157839820","270168310","406876223","632008848"
"poetry","310550169","0.00077236","34470451","91480688","205530026","468663162","752606516"
"opentelemetry-exporter-otlp-proto-http","309633194","0.00077008","1375703","11064016","61168927","282059396","1192497929"
"yandexcloud","309199503","0.00076900","138638","287833","813260","23127129","1521630653"
"typer","309004382","0.00076852","28288908","85055627","143591160","390188040","897898174"
"mypy","308213675","0.00076655","79689621","144670001","192372959","374287077","750048719"
"openai","304796855","0.00075805","1435547","2769356","82869169","375879677","1061030527"
"flake8","301660028","0.00075025","138279421","202658530","271664723","399164637","496532831"
"jupyter-client","297881066","0.00074085","168285464","159388989","249026494","366401278","546303105"
"dulwich","296317852","0.00073697","8415062","41480910","211159384","471170322","749363582"
"opentelemetry-exporter-otlp-proto-grpc","295363189","0.00073459","3448473","12763279","41616614","273721913","1145265666"
"jupyter-core","295025412","0.00073375","160562858","140592694","232793350","376246379","564931779"
"crashtest","293606790","0.00073022","31149775","86270409","163466643","445164381","741982742"
"installer","292539531","0.00072757","70940","19850044","165695105","476538967","800542599"
"pendulum","292343744","0.00072708","56784548","99881596","154870703","472271656","677910215"
"orjson","289574091","0.00072019","16652834","56139835","145611561","381592642","847873585"
"redshift-connector","288473021","0.00071746","33849597","174750260","292081388","415226533","526457328"
"cleo","288320592","0.00071708","33560130","87668137","175724106","436295185","708355403"
"typedload","288187968","0.00071675","62940","1686740","1289337","522647322","915253503"
"ipykernel","285393978","0.00070980","182369993","143362169","193630470","364604174","543003084"
"absl-py","283321300","0.00070464","235593052","235442992","262258190","299771041","383541223"
"python-json-logger","281919718","0.00070116","40810843","81063561","210071018","402299200","675353969"
"smart-open","281716030","0.00070065","162178638","137745074","175457628","325935243","607263566"
"jsonpath-ng","281308484","0.00069964","18033835","156189518","253107856","399381361","579829852"
"asttokens","276597330","0.00068792","2887106","74277058","166166055","406110612","733545817"
"executing","276592689","0.00068791","1709763","73915909","158033755","400770192","748533826"
"debugpy","275641454","0.00068554","84880145","121824958","173109356","381575271","616817538"
"pg8000","275600092","0.00068544","49286374","187146476","320458323","394393731","426715556"
"nbconvert","274415903","0.00068249","171062714","159250744","227072530","337031128","477662401"
"google-cloud-secret-manager","273951531","0.00068134","31637842","136523224","161845420","317083409","722667762"
"aioitertools","272911158","0.00067875","56501225","150970284","205086372","355209953","596787956"
"bleach","271987413","0.00067645","203929714","172043259","183746817","295962108","504255167"
"opentelemetry-exporter-otlp-proto-common","271048753","0.00067412","0","0","34197198","219153651","1101892914"
"tokenizers","269746004","0.00067088","35583418","79643025","143046478","318857921","771599177"
"aiofiles","268926042","0.00066884","102116557","77805665","168120055","268606425","727981507"
"adal","267394286","0.00066503","180259604","266202245","269810128","290594037","330105417"
"nodeenv","266082896","0.00066177","40258209","71815067","148965549","342638436","726737221"
"zope-interface","265245269","0.00065969","121259163","166630740","223572556","350419356","464344528"
"notebook","264979543","0.00065903","162152597","131030306","173708516","301523018","556483279"
"nbformat","262367462","0.00065253","174590782","134730534","187035379","322433604","493047011"
"mistune","261898594","0.00065136","171745126","141141398","183435990","296192066","516978388"
"stack-data","261624588","0.00065068","140175","69106349","152581797","392618685","693675933"
"google-cloud-pubsub","261296329","0.00064987","59159027","180672772","223759839","320211554","522678453"
"pyodbc","261271912","0.00064980","129042818","238307296","289285896","307811622","341911930"
"torch","260000791","0.00064664","54252619","97530477","136059940","348471624","663689296"
"toolz","259725279","0.00064596","87761420","179449865","232498737","371015943","427900430"
"elasticsearch","259321741","0.00064495","120390391","186331398","179783016","343953918","466149982"
"grpcio-health-checking","257971683","0.00064160","10081827","13244449","53221008","152877187","1060433945"
"jsonpatch","255795688","0.00063618","47221832","104828900","172379585","345846246","608701878"
"snowflake-sqlalchemy","255216047","0.00063474","27785743","77813307","147752732","318102438","704626017"
"sphinx","254961427","0.00063411","49130794","86473796","127796266","268036807","743369474"
"arrow","253655738","0.00063086","51251752","86651465","177645816","372655270","580074387"
"xlrd","253434115","0.00063031","120998150","205460576","237560342","287291573","415859935"
"pure-eval","253413783","0.00063026","348960","66451829","136073566","373039376","691155186"
"shapely","252942114","0.00062909","56520776","92369144","152974663","329062140","633783849"
"simplejson","250434559","0.00062285","162115035","181164531","220055355","257155646","431682230"
"lazy-object-proxy","248424614","0.00061785","139800515","165507010","202859489","353309370","380646687"
"hatchling","247738258","0.00061615","8842","3814318","38020720","254656456","942190954"
"langsmith","246939351","0.00061416","0","0","14732889","110640836","1109323028"
"pygithub","246310231","0.00061259","50459853","92004703","138139307","409599327","541347963"
"opentelemetry-exporter-otlp","245824328","0.00061139","3585798","10829581","35023932","254648529","925033802"
"oscrypto","244578423","0.00060829","101684016","221972597","285230160","316852940","297152400"
"multiprocess","241720386","0.00060118","18146714","59236322","151094045","386564162","593560685"
"identify","241358971","0.00060028","40517099","73187178","148291734","299637500","645161346"
"pre-commit","241306756","0.00060015","38817381","69667495","141027781","308764357","648256764"
"astroid","239356326","0.00059530","122266439","144299552","192246959","335055485","402913193"
"pbr","239035898","0.00059450","157780824","210875126","232735674","277007423","316780443"
"pytest-xdist","236766335","0.00058886","53172148","72611711","125793893","297966897","634287027"
"zstandard","236351641","0.00058783","7309044","20756949","49982862","159000868","944708481"
"appdirs","236167530","0.00058737","224255443","147546800","188414158","303484851","317136397"
"cfgv","235674427","0.00058614","39394116","70008768","141524627","290362223","637082401"
"python-slugify","235326801","0.00058528","42849474","95106334","144531801","369667447","524478950"
"python-multipart","234387821","0.00058294","9328034","27041828","71323552","214060868","850184825"
"tensorboard","232919476","0.00057929","121324813","181893475","234830598","297425640","329122853"
"sympy","231853066","0.00057664","19613369","28387116","94663130","299626787","716974926"
"nbclient","231706282","0.00057627","161032920","121042349","136312832","281796065","458347242"
"jaraco-functools","230514562","0.00057331","6247444","25230653","23118573","191667230","906308910"
"ruff","230373714","0.00057296","0","244559","44964118","259417002","847242893"
"pylint","229166159","0.00056996","117819556","137853235","188013139","317317560","384827306"
"requests-file","229154572","0.00056993","64225951","118443077","154224570","305650608","503228656"
"sagemaker","228481793","0.00056825","13342783","102147908","378736289","341208255","306973732"
"mysql-connector-python","227167326","0.00056498","49745735","131790420","144880013","292685170","516735293"
"execnet","226944572","0.00056443","53083649","71394495","129465218","283177069","597602429"
"text-unidecode","226380821","0.00056303","88437110","126544297","150814544","280678067","485430087"
"types-python-dateutil","223828237","0.00055668","4197157","22644809","81689825","367204327","643405069"
"watchdog","223605585","0.00055613","43287911","82977432","150153149","277345631","564263801"
"imageio","223145851","0.00055498","106068801","156555387","197202730","293852804","362049535"
"email-validator","222524111","0.00055344","32161008","64634810","88121781","272265983","655436974"
"humanfriendly","222409078","0.00055315","52339120","127469078","176438363","315947946","439850884"
"oauth2client","221985485","0.00055210","149200415","214729664","185671411","223763644","336562292"
"pytest-mock","221932341","0.00055196","50888213","79990329","133694807","315972534","529115821"
"cattrs","221505107","0.00055090","38385314","102210052","189162325","292073726","485694119"
"uvloop","219939068","0.00054701","105479471","112490779","116382289","215297384","550045416"
"tinycss2","218974371","0.00054461","13067286","81163404","156743430","286561846","557335891"
"opentelemetry-instrumentation","218888742","0.00054439","4177916","14871627","34797282","138308624","902288260"
"xlsxwriter","218719111","0.00054397","83735768","116537676","150774181","264818159","477729769"
"slack-sdk","217222393","0.00054025","13728920","74003138","145220992","300705540","552453374"
"jaraco-context","216729482","0.00053902","702180","20071013","13599220","177765720","871509278"
"argon2-cffi","215773216","0.00053665","159280511","110295407","123602821","256866598","428820741"
"croniter","214513371","0.00053351","42156762","83880016","137336362","367542579","441651134"
"langchain","212745210","0.00052911","0","10458","33116093","160462654","870136847"
"mpmath","212391619","0.00052824","20932228","29444395","93078340","272655855","645847275"
"nltk","211516796","0.00052606","121818583","141314125","136092626","240334512","418024135"
"entrypoints","210389726","0.00052326","199530088","193515888","178845236","212905388","267152030"
"google-pasta","210076592","0.00052248","70597088","123766322","152893154","317097770","386028624"
"pandocfilters","208796231","0.00051929","166151394","114954297","111916858","237524063","413434541"
"mock","208663086","0.00051896","150642594","129555483","158954004","309155565","295007782"
