"repo","platform","repo_id","git_url","mirror_url","git_valid","ecosystems","packages","top_eco","top_eco_pkg","top_eco_pct","pr_score","class","class_npm","class_pypi","class_crates","class_cpp","openssf_crit","eco_crit","value_score"
"formidablelabs/prism-react-renderer","github","gh/145147121","https://github.com/formidablelabs/prism-react-renderer.git","","True","npm","1","npm","prism-react-renderer","0.1519","33.04","C","C","","","","","","16.60"
"bve-reborn/ktx2","github","gh/412979356","https://github.com/bve-reborn/ktx2.git","","True","crates","1","crates","ktx2","0.0975","33.10","C","","","C","","","","16.60"
"savage13/tint","github","gh/107006052","https://github.com/savage13/tint.git","","True","crates","1","crates","tint","0.0972","33.10","C","","","C","","","","16.60"
"tov/weak-table-rs","github","gh/123350570","https://github.com/tov/weak-table-rs.git","","True","crates","1","crates","weak-table","0.0968","33.10","C","","","C","","","","16.60"
"metwork-framework/jinja2_humanize_extension","github","gh/339322571","https://github.com/metwork-framework/jinja2_humanize_extension.git","","True","pypi","1","pypi","jinja2-humanize-extension","0.0655","33.14","C","","C","","","","","16.60"
"debian/ccid","gitlab","gl/debian-19180","https://salsa.debian.org/debian/ccid.git","","True","cpp","1","cpp","ccid","1.6598","31.50","C","","","","C","","","16.58"
"","","","","","False","cpp","1","cpp","debian:libreadline5","1.6543","31.50","C","","","","C","","","16.58"
"jfhbrook/node-ecstatic","github","gh/2791093","https://github.com/jfhbrook/node-ecstatic.git","","True","npm","1","npm","ecstatic","0.151","33.01","C","C","","","","","","16.58"
"tmont/tarjan-graph","github","gh/45806269","https://github.com/tmont/tarjan-graph.git","","True","npm","1","npm","tarjan-graph","0.1501","33.01","C","C","","","","","","16.58"
"gilmoreorless/css-shorthand-properties","github","gh/25658082","https://github.com/gilmoreorless/css-shorthand-properties.git","","True","npm","1","npm","css-shorthand-properties","0.1492","33.01","C","C","","","","","","16.58"
"ianstormtaylor/is-hotkey","github","gh/107062480","https://github.com/ianstormtaylor/is-hotkey.git","","True","npm","1","npm","is-hotkey","0.1483","33.01","C","C","","","","","","16.58"
"newrelic/node-newrelic","github","gh/7431305","https://github.com/newrelic/node-newrelic.git","","True","npm","1","npm","newrelic","0.1474","33.01","C","C","","","","","","16.58"
"jb55/async-each-series","github","gh/17003651","https://github.com/jb55/async-each-series.git","","True","npm","1","npm","async-each-series","0.1465","33.01","C","C","","","","","","16.58"
"~ilkecan/indent-rs","sourcehut","","git://git.sr.ht/~ilkecan/indent-rs","","False","crates","1","crates","indent","0.0965","33.07","C","","","C","","","","16.58"
"bycedric/resolve-workspace-root","github","gh/846115819","https://github.com/bycedric/resolve-workspace-root.git","","True","npm","1","npm","resolve-workspace-root","0.1456","33.00","C","C","","","","","","16.57"
"zkat/ssri-rs","github","gh/186765202","https://github.com/zkat/ssri-rs.git","","True","crates","1","crates","ssri","0.0962","33.05","C","","","C","","","","16.57"
"noughmad/ptree","gitlab","gl/8015224","https://gitlab.com/noughmad/ptree.git","","True","crates","1","crates","ptree","0.0959","33.05","C","","","C","","","","16.57"
"sereal/sereal","github","gh/5597025","https://github.com/sereal/sereal.git","","True","cpp","2","cpp","perl:sereal-encoder","1.6489","31.48","C","","","","C","","","16.56"
"qt-kde-team/qt/qtchooser","gitlab","gl/debian-12481","https://salsa.debian.org/qt-kde-team/qt/qtchooser.git","","True","cpp","1","cpp","qtchooser","1.6434","31.47","C","","","","C","","","16.56"
"aheckmann/regexp-clone","github","gh/9507856","https://github.com/aheckmann/regexp-clone.git","","True","npm","1","npm","regexp-clone","0.1447","32.98","C","C","","","","","","16.56"
"contentful/contentful-sdk-core","github","gh/56579108","https://github.com/contentful/contentful-sdk-core.git","","True","npm","1","npm","contentful-sdk-core","0.1438","32.98","C","C","","","","","","16.56"
"tulios/kafkajs","github","gh/98979720","https://github.com/tulios/kafkajs.git","","True","npm","1","npm","kafkajs","0.1429","32.98","C","C","","","","","","16.56"
"johnmichel/library-detector-for-chrome","github","gh/495089","https://github.com/johnmichel/library-detector-for-chrome.git","","True","npm","1","npm","js-library-detector","0.142","32.98","C","C","","","","","","16.56"
"lydell/json-stringify-pretty-compact","github","gh/26047817","https://github.com/lydell/json-stringify-pretty-compact.git","","True","npm","1","npm","json-stringify-pretty-compact","0.1411","32.98","C","C","","","","","","16.56"
"depp/extended-rs","github","gh/497017161","https://github.com/depp/extended-rs.git","","True","crates","1","crates","extended","0.0955","33.03","C","","","C","","","","16.56"
"skim-rs/skim","github","gh/59929513","https://github.com/skim-rs/skim.git","","True","crates","1","crates","skim","0.0952","33.03","C","","","C","","","","16.56"
"libjaylink/libjaylink","custom","","git://git.zapb.de/libjaylink/libjaylink","","False","cpp","1","cpp","libjaylink","1.6379","31.47","C","","","","C","","","16.55"
"shirshak55/edge-paths","github","gh/267869132","https://github.com/shirshak55/edge-paths.git","","True","npm","1","npm","edge-paths","0.1402","32.96","C","C","","","","","","16.55"
"sarah-quinones/dynstack","github","gh/472546248","https://github.com/sarah-quinones/dynstack.git","","True","crates","1","crates","dyn-stack-macros","0.0949","33.01","C","","","C","","","","16.55"
"bzim/owned-alloc","gitlab","gl/9090400","https://gitlab.com/bzim/owned-alloc.git","","True","crates","1","crates","owned-alloc","0.0946","33.01","C","","","C","","","","16.55"
"febeling/edit-distance","github","gh/34020303","https://github.com/febeling/edit-distance.git","","True","crates","1","crates","edit-distance","0.0942","33.00","C","","","C","","","","16.55"
"fu5ha/cint","github","gh/367518635","https://github.com/fu5ha/cint.git","","True","crates","1","crates","cint","0.0939","33.00","C","","","C","","","","16.55"
"andlon/embed-doc-image","github","gh/370956587","https://github.com/andlon/embed-doc-image.git","","True","crates","1","crates","embed-doc-image","0.0936","33.00","C","","","C","","","","16.55"
"gelbpunkt/tokio-websockets","github","gh/436388379","https://github.com/gelbpunkt/tokio-websockets.git","","True","crates","1","crates","tokio-websockets","0.0933","33.00","C","","","C","","","","16.55"
"servo/smallbitvec","github","gh/102904501","https://github.com/servo/smallbitvec.git","","True","crates","1","crates","smallbitvec","0.093","33.00","C","","","C","","","","16.55"
"nadirizr/json-logic-py","github","gh/47264706","https://github.com/nadirizr/json-logic-py.git","","True","pypi","1","pypi","json-logic","0.0648","33.03","C","","C","","","","","16.55"
"launchdarkly/js-sdk-common","github","gh/206415681","https://github.com/launchdarkly/js-sdk-common.git","","True","npm","1","npm","launchdarkly-js-sdk-common","0.1393","32.95","C","C","","","","","","16.54"
"jsdf/find-index","github","gh/21321352","https://github.com/jsdf/find-index.git","","True","npm","1","npm","find-index","0.1384","32.95","C","C","","","","","","16.54"
"haoqunjiang/friendly-errors-webpack-plugin","github","gh/168121960","https://github.com/haoqunjiang/friendly-errors-webpack-plugin.git","","True","npm","1","npm","@soda/friendly-errors-webpack-plugin","0.1376","32.95","C","C","","","","","","16.54"
"wojtekmaj/react-pdf","github","gh/64670477","https://github.com/wojtekmaj/react-pdf.git","","True","npm","1","npm","react-pdf","0.1367","32.95","C","C","","","","","","16.54"
"tony-o/node-optional","github","gh/7681439","https://github.com/tony-o/node-optional.git","","True","npm","1","npm","optional","0.1358","32.94","C","C","","","","","","16.54"
"octokit/auth-app.js","github","gh/191432321","https://github.com/octokit/auth-app.js.git","","True","npm","1","npm","@octokit/auth-app","0.1349","32.94","C","C","","","","","","16.54"
"awslabs/aws-crt-cpp","github","gh/157629873","https://github.com/awslabs/aws-crt-cpp.git","","True","cpp","1","cpp","aws-crt-cpp","1.6325","31.43","C","","","","C","","","16.53"
"oclif/plugin-not-found","github","gh/118228963","https://github.com/oclif/plugin-not-found.git","","True","npm","1","npm","@oclif/plugin-not-found","0.134","32.93","C","C","","","","","","16.53"
"mdevils/css-selector-parser","github","gh/8228444","https://github.com/mdevils/css-selector-parser.git","","True","npm","1","npm","css-selector-parser","0.1331","32.93","C","C","","","","","","16.53"
"abbr/deasync","github","gh/18046972","https://github.com/abbr/deasync.git","","True","npm","1","npm","deasync","0.1322","32.93","C","C","","","","","","16.53"
"slevithan/regex","github","gh/807854206","https://github.com/slevithan/regex.git","","True","npm","1","npm","regex","0.1313","32.92","C","C","","","","","","16.53"
"saphyr-rs/saphyr","github","gh/781017064","https://github.com/saphyr-rs/saphyr.git","","True","crates","2","crates","saphyr","0.0926","32.96","C","","","C","","","","16.53"
"xfce-team/desktop/thunar","gitlab","gl/debian-12917","https://salsa.debian.org/xfce-team/desktop/thunar.git","","True","cpp","1","cpp","thunar","1.6271","31.41","C","","","","C","","","16.52"
"sveltejs/acorn-typescript","github","gh/938802400","https://github.com/sveltejs/acorn-typescript.git","","True","npm","1","npm","@sveltejs/acorn-typescript","0.1304","32.91","C","C","","","","","","16.52"
"pwnall/node-xhr2","github","gh/7867844","https://github.com/pwnall/node-xhr2.git","","True","npm","1","npm","xhr2","0.1295","32.91","C","C","","","","","","16.52"
"libpnet/netmap_sys","github","gh/29590891","https://github.com/libpnet/netmap_sys.git","","True","crates","1","crates","netmap_sys","0.0923","32.94","C","","","C","","","","16.52"
"reem/rust-inspect","github","gh/20508946","https://github.com/reem/rust-inspect.git","","True","crates","1","crates","inspect","0.092","32.94","C","","","C","","","","16.52"
"xmistt/fortniteapiasync","github","gh/278424360","https://github.com/xmistt/fortniteapiasync.git","","True","pypi","1","pypi","fortniteapiasync","0.0641","32.98","C","","C","","","","","16.52"
"gruntjs/grunt-legacy-util","github","gh/17487751","https://github.com/gruntjs/grunt-legacy-util.git","","True","npm","1","npm","grunt-legacy-util","0.1287","32.90","C","C","","","","","","16.51"
"h3js/h3","github","gh/313641207","https://github.com/h3js/h3.git","","True","npm","1","npm","h3","0.1278","32.90","C","C","","","","","","16.51"
"sboudrias/readline2","github","gh/16335158","https://github.com/sboudrias/readline2.git","","True","npm","1","npm","readline2","0.1269","32.89","C","C","","","","","","16.51"
"sindresorhus/is-jpg","github","gh/19000394","https://github.com/sindresorhus/is-jpg.git","","True","npm","1","npm","is-jpg","0.126","32.89","C","C","","","","","","16.51"
"postmanlabs/tunnel-agent","github","gh/184252346","https://github.com/postmanlabs/tunnel-agent.git","","True","npm","1","npm","@postman/tunnel-agent","0.1251","32.89","C","C","","","","","","16.51"
"multiformats/js-multibase","github","gh/67039515","https://github.com/multiformats/js-multibase.git","","True","npm","1","npm","multibase","0.1242","32.89","C","C","","","","","","16.51"
"termoshtt/katexit","github","gh/374740181","https://github.com/termoshtt/katexit.git","","True","crates","1","crates","katexit","0.0917","32.92","C","","","C","","","","16.51"
"khang06/rust-mmap-fixed-fixed","github","gh/490003548","https://github.com/khang06/rust-mmap-fixed-fixed.git","","True","crates","1","crates","mmap-fixed","0.0914","32.92","C","","","C","","","","16.51"
"gregberge/react-merge-refs","github","gh/209647774","https://github.com/gregberge/react-merge-refs.git","","True","npm","1","npm","react-merge-refs","0.1233","32.88","C","C","","","","","","16.50"
"ant-design/cssinjs","github","gh/450030598","https://github.com/ant-design/cssinjs.git","","True","npm","1","npm","@ant-design/cssinjs","0.1225","32.88","C","C","","","","","","16.50"
"thebrainfamily/wait-for-expect","github","gh/126483195","https://github.com/thebrainfamily/wait-for-expect.git","","True","npm","1","npm","wait-for-expect","0.1216","32.88","C","C","","","","","","16.50"
"gruntjs/grunt-legacy-log","github","gh/19320282","https://github.com/gruntjs/grunt-legacy-log.git","","True","npm","1","npm","grunt-legacy-log","0.1207","32.87","C","C","","","","","","16.50"
"kalamay/vmap-rs","github","gh/150002181","https://github.com/kalamay/vmap-rs.git","","True","crates","1","crates","vmap","0.091","32.91","C","","","C","","","","16.50"
"remarkjs/remark-frontmatter","github","gh/97874809","https://github.com/remarkjs/remark-frontmatter.git","","True","npm","1","npm","remark-frontmatter","0.1198","32.87","C","C","","","","","","16.49"
"typst/ecow","github","gh/604327061","https://github.com/typst/ecow.git","","True","crates","1","crates","ecow","0.0907","32.89","C","","","C","","","","16.49"
"tree-sitter/tree-sitter-bash","github","gh/97274821","https://github.com/tree-sitter/tree-sitter-bash.git","","True","pypi","1","pypi","tree-sitter-bash","0.0635","32.92","C","","C","","","","","16.49"
"mrbitbucket/rlpycairo-mirror","github","gh/342012293","https://github.com/mrbitbucket/rlpycairo-mirror.git","","True","pypi","1","pypi","rlpycairo","0.0628","32.91","C","","C","","","","","16.49"
"debian/acpid","gitlab","gl/debian-10701","https://salsa.debian.org/debian/acpid.git","","True","cpp","1","cpp","acpid","1.6218","31.33","C","","","","C","","","16.48"
"gotwarlost/istanbul","github","gh/5775917","https://github.com/gotwarlost/istanbul.git","","True","npm","1","npm","istanbul","0.1189","32.85","C","C","","","","","","16.48"
"argos-ci/jest-puppeteer","github","gh/123703868","https://github.com/argos-ci/jest-puppeteer.git","","True","npm","1","npm","spawnd","0.118","32.85","C","C","","","","","","16.48"
"bes-js/herc.ai","github","gh/654557688","https://github.com/bes-js/herc.ai.git","","True","npm","1","npm","hercai","0.1172","32.85","C","C","","","","","","16.48"
"bpampuch/pdfmake","github","gh/16107755","https://github.com/bpampuch/pdfmake.git","","True","npm","1","npm","pdfmake","0.1163","32.84","C","C","","","","","","16.48"
