"repo","platform","repo_id","git_url","mirror_url","git_valid","ecosystems","packages","top_eco","top_eco_pkg","top_eco_pct","pr_score","class","class_npm","class_pypi","class_crates","class_cpp","openssf_crit","eco_crit","value_score"
"trendels/braceexpand","github","gh/28860669","https://github.com/trendels/braceexpand.git","","True","pypi","1","pypi","braceexpand","0.6066","39.18","C","","C","","","","","19.89"
"django-commons/django-simple-history","github","gh/1447882","https://github.com/django-commons/django-simple-history.git","","True","pypi","1","pypi","django-simple-history","0.6049","39.18","C","","C","","","","","19.89"
"rsalmei/about-time","github","gh/144532163","https://github.com/rsalmei/about-time.git","","True","pypi","1","pypi","about-time","0.6032","39.18","C","","C","","","","","19.89"
"bridgecrewio/detect-secrets","github","gh/538947867","https://github.com/bridgecrewio/detect-secrets.git","","True","pypi","1","pypi","bc-detect-secrets","0.6015","39.17","C","","C","","","","","19.89"
"mozilla/atomic_refcell","github","gh/77956507","https://github.com/mozilla/atomic_refcell.git","","True","crates","1","crates","atomic_refcell","0.5798","39.21","C","","","C","","","","19.89"
"teddriggs/serde_default","github","gh/167409209","https://github.com/teddriggs/serde_default.git","","True","crates","1","crates","serde_default","0.5788","39.20","C","","","C","","","","19.89"
"gnome-team/yelp","gitlab","gl/debian-5369","https://salsa.debian.org/gnome-team/yelp.git","","True","cpp","1","cpp","yelp","3.8536","35.90","C","","","","C","","","19.88"
"jasmine/jasmine-npm","github","gh/17222077","https://github.com/jasmine/jasmine-npm.git","","True","npm","1","npm","jasmine","1.6098","38.16","C","C","","","","","","19.88"
"prettymuchbryce/http-status-codes","github","gh/9943625","https://github.com/prettymuchbryce/http-status-codes.git","","True","npm","1","npm","http-status-codes","1.6078","38.16","C","C","","","","","","19.88"
"delvedor/hpagent","github","gh/280144093","https://github.com/delvedor/hpagent.git","","True","npm","1","npm","hpagent","1.6059","38.16","C","C","","","","","","19.88"
"davidmarkclements/flatstr","github","gh/55518585","https://github.com/davidmarkclements/flatstr.git","","True","npm","1","npm","flatstr","1.6039","38.16","C","C","","","","","","19.88"
"stdarg/is2","github","gh/8232899","https://github.com/stdarg/is2.git","","True","npm","1","npm","is2","1.6019","38.16","C","C","","","","","","19.88"
"syrupy-project/syrupy","github","gh/216412299","https://github.com/syrupy-project/syrupy.git","","True","pypi","1","pypi","syrupy","0.5998","39.17","C","","C","","","","","19.88"
"deeplook/svglib","github","gh/77148264","https://github.com/deeplook/svglib.git","","True","pypi","1","pypi","svglib","0.598","39.16","C","","C","","","","","19.88"
"trolldbois/clang","github","gh/8113295","https://github.com/trolldbois/clang.git","","True","pypi","1","pypi","clang","0.5963","39.16","C","","C","","","","","19.88"
"dylan-profiler/visions","github","gh/227633867","https://github.com/dylan-profiler/visions.git","","True","pypi","1","pypi","visions","0.5946","39.16","C","","C","","","","","19.88"
"taiki-e/cargo-config2","github","gh/586758958","https://github.com/taiki-e/cargo-config2.git","","True","crates","1","crates","cargo-config2","0.5779","39.19","C","","","C","","","","19.88"
"aldanor/fast-float-rust","github","gh/325561717","https://github.com/aldanor/fast-float-rust.git","","True","crates","1","crates","fast-float","0.5769","39.19","C","","","C","","","","19.88"
"libpwquality/libpwquality","github","gh/81569284","https://github.com/libpwquality/libpwquality.git","","True","cpp","1","cpp","libpwquality","3.8436","35.89","C","","","","C","","","19.87"
"jonschlinkert/babel-extract-comments","github","gh/48815266","https://github.com/jonschlinkert/babel-extract-comments.git","","True","npm","1","npm","babel-extract-comments","1.6","38.14","C","C","","","","","","19.87"
"ronnypfannschmidt/prance","github","gh/67692955","https://github.com/ronnypfannschmidt/prance.git","","True","pypi","1","pypi","prance","0.5929","39.14","C","","C","","","","","19.87"
"aliyun/alibabacloud-python-sdk","github","gh/288972087","https://github.com/aliyun/alibabacloud-python-sdk.git","","True","pypi","1","pypi","alibabacloud-adb20211201","0.5912","39.14","C","","C","","","","","19.87"
"sfackler/hyper-openssl","github","gh/75040845","https://github.com/sfackler/hyper-openssl.git","","True","crates","1","crates","hyper-openssl","0.576","39.17","C","","","C","","","","19.87"
"debian/liboauth","gitlab","gl/debian-44356","https://salsa.debian.org/debian/liboauth.git","","True","cpp","1","cpp","liboauth","3.8336","35.89","C","","","","C","","","19.86"
"nashwaan/xml-js","github","gh/56743058","https://github.com/nashwaan/xml-js.git","","True","npm","1","npm","xml-js","1.598","38.13","C","C","","","","","","19.86"
"mysqljs/aws-ssl-profiles","github","gh/784506501","https://github.com/mysqljs/aws-ssl-profiles.git","","True","npm","1","npm","aws-ssl-profiles","1.596","38.13","C","C","","","","","","19.86"
"trentm/node-bunyan","github","gh/3302795","https://github.com/trentm/node-bunyan.git","","True","npm","1","npm","bunyan","1.5941","38.13","C","C","","","","","","19.86"
"react-component/tooltip","github","gh/31455048","https://github.com/react-component/tooltip.git","","True","npm","2","npm","rc-tooltip","1.5921","38.12","C","C","","","","","","19.86"
"sindresorhus/tempfile","github","gh/15558013","https://github.com/sindresorhus/tempfile.git","","True","npm","1","npm","tempfile","1.5902","38.12","C","C","","","","","","19.86"
"hauntsaninja/pyp","github","gh/255478876","https://github.com/hauntsaninja/pyp.git","","True","pypi","1","pypi","pypyp","0.5895","39.14","C","","C","","","","","19.86"
"sloria/textblob","github","gh/11075275","https://github.com/sloria/textblob.git","","True","pypi","1","pypi","textblob","0.5878","39.13","C","","C","","","","","19.86"
"kilerd/now","github","gh/210800416","https://github.com/kilerd/now.git","","True","crates","1","crates","now","0.575","39.15","C","","","C","","","","19.86"
"paritytech/wasm-instrument","github","gh/446886333","https://github.com/paritytech/wasm-instrument.git","","True","crates","1","crates","wasm-instrument","0.5741","39.14","C","","","C","","","","19.86"
"","","","","","False","cpp","1","cpp","debian:libflac8","3.8236","35.88","C","","","","C","","","19.85"
"nolimits4web/swiper","github","gh/3721224","https://github.com/nolimits4web/swiper.git","","True","npm","1","npm","swiper","1.5882","38.11","C","C","","","","","","19.85"
"unitech/pm2-axon-rpc","github","gh/24149441","https://github.com/unitech/pm2-axon-rpc.git","","True","npm","1","npm","pm2-axon-rpc","1.5863","38.11","C","C","","","","","","19.85"
"","","","","","False","pypi","1","pypi","simplegeneric","0.5861","39.12","C","","C","","","","","19.85"
"deniscarriere/geocoder","github","gh/15857755","https://github.com/deniscarriere/geocoder.git","","True","pypi","1","pypi","geocoder","0.5844","39.11","C","","C","","","","","19.85"
"knsd/daemonize","github","gh/37054244","https://github.com/knsd/daemonize.git","","True","crates","1","crates","daemonize","0.5732","39.13","C","","","C","","","","19.85"
"mbrubeck/by_address","github","gh/108029935","https://github.com/mbrubeck/by_address.git","","True","crates","1","crates","by_address","0.5722","39.13","C","","","C","","","","19.85"
"rust-lang/literal-escaper","github","gh/959977359","https://github.com/rust-lang/literal-escaper.git","","True","crates","1","crates","rustc-literal-escaper","0.5713","39.13","C","","","C","","","","19.85"
"nlnetlabs/domain","github","gh/145591610","https://github.com/nlnetlabs/domain.git","","True","crates","2","crates","domain","0.5703","39.13","C","","","C","","","","19.85"
"facebook/usort","github","gh/235863689","https://github.com/facebook/usort.git","","True","pypi","1","pypi","usort","0.5827","39.09","C","","C","","","","","19.84"
"kizzycode/asn1_der-rust","github","gh/116991033","https://github.com/kizzycode/asn1_der-rust.git","","True","crates","1","crates","asn1_der","0.5694","39.12","C","","","C","","","","19.84"
"rust-embedded/riscv","github","gh/104085299","https://github.com/rust-embedded/riscv.git","","True","crates","3","crates","riscv","0.5685","39.11","C","","","C","","","","19.84"
"","","","","","False","cpp","1","cpp","debian:libgs9-common","3.8137","35.85","C","","","","C","","","19.83"
"kutuluk/loglevel-plugin-prefix","github","gh/92504710","https://github.com/kutuluk/loglevel-plugin-prefix.git","","True","npm","1","npm","loglevel-plugin-prefix","1.5843","38.08","C","C","","","","","","19.83"
"fabiospampinato/fast-string-width","github","gh/762897591","https://github.com/fabiospampinato/fast-string-width.git","","True","npm","1","npm","fast-string-width","1.5824","38.08","C","C","","","","","","19.83"
"tanhauhau/levenary","github","gh/228944564","https://github.com/tanhauhau/levenary.git","","True","npm","1","npm","levenary","1.5804","38.07","C","C","","","","","","19.83"
"gforcada/flake8-isort","github","gh/42370031","https://github.com/gforcada/flake8-isort.git","","True","pypi","1","pypi","flake8-isort","0.581","39.08","C","","C","","","","","19.83"
"geal/rust-syslog","github","gh/17211074","https://github.com/geal/rust-syslog.git","","True","crates","1","crates","syslog","0.5675","39.10","C","","","C","","","","19.83"
"tomtomwombat/fastbloom","github","gh/762073151","https://github.com/tomtomwombat/fastbloom.git","","True","crates","1","crates","fastbloom","0.5666","39.10","C","","","C","","","","19.83"
"jvdd/argminmax","github","gh/544024280","https://github.com/jvdd/argminmax.git","","True","crates","1","crates","argminmax","0.5656","39.09","C","","","C","","","","19.83"
"ayatanaindicators/libayatana-appindicator","github","gh/874868051","https://github.com/ayatanaindicators/libayatana-appindicator.git","","True","cpp","1","cpp","libayatana-appindicator","3.8038","35.84","C","","","","C","","","19.82"
"doowb/default-compare","github","gh/103161265","https://github.com/doowb/default-compare.git","","True","npm","1","npm","default-compare","1.5785","38.06","C","C","","","","","","19.82"
"eslint-community/eslint-plugin-n","github","gh/93131028","https://github.com/eslint-community/eslint-plugin-n.git","","True","npm","1","npm","eslint-plugin-n","1.5765","38.06","C","C","","","","","","19.82"
"automattic/node-canvas","github","gh/948957","https://github.com/automattic/node-canvas.git","","True","npm","1","npm","canvas","1.5746","38.06","C","C","","","","","","19.82"
"npm/security-holder","github","gh/54518115","https://github.com/npm/security-holder.git","","True","npm","2","npm","fs","1.5726","38.06","C","C","","","","","","19.82"
"mapbox/supercluster","github","gh/47860620","https://github.com/mapbox/supercluster.git","","True","npm","1","npm","supercluster","1.5707","38.06","C","C","","","","","","19.82"
"sethmlarson/hstspreload","github","gh/198859000","https://github.com/sethmlarson/hstspreload.git","","True","pypi","1","pypi","hstspreload","0.5794","39.07","C","","C","","","","","19.82"
"rodrimati1992/core_extensions","github","gh/150292202","https://github.com/rodrimati1992/core_extensions.git","","True","crates","2","crates","core_extensions","0.5647","39.08","C","","","C","","","","19.82"
"kixiron/lasso","github","gh/250698776","https://github.com/kixiron/lasso.git","","True","crates","1","crates","lasso","0.5638","39.07","C","","","C","","","","19.82"
"solana-program/zk-elgamal-proof","github","gh/913552771","https://github.com/solana-program/zk-elgamal-proof.git","","True","crates","3","crates","solana-zk-sdk","0.5628","39.07","C","","","C","","","","19.82"
"dioxuslabs/dioxus","github","gh/329782568","https://github.com/dioxuslabs/dioxus.git","","True","crates","9","crates","dioxus-core","0.5619","39.07","C","","","C","","","","19.82"
"gnome-team/libgxps","gitlab","gl/debian-5308","https://salsa.debian.org/gnome-team/libgxps.git","","True","cpp","1","cpp","libgxps","3.7939","35.82","C","","","","C","","","19.81"
"stripe/stripe-node","github","gh/2471804","https://github.com/stripe/stripe-node.git","","True","npm","1","npm","stripe","1.5688","38.05","C","C","","","","","","19.81"
"fastuuid/fastuuid","github","gh/186404415","https://github.com/fastuuid/fastuuid.git","","True","pypi","1","pypi","fastuuid","0.5777","39.04","C","","C","","","","","19.81"
"click-contrib/click-log","github","gh/39350421","https://github.com/click-contrib/click-log.git","","True","pypi","1","pypi","click-log","0.576","39.04","C","","C","","","","","19.81"
"arthurdejong/python-stdnum","github","gh/9704920","https://github.com/arthurdejong/python-stdnum.git","","True","pypi","1","pypi","python-stdnum","0.5743","39.04","C","","C","","","","","19.81"
"chipsenkbeil/typed-path","github","gh/526835915","https://github.com/chipsenkbeil/typed-path.git","","True","crates","1","crates","typed-path","0.561","39.06","C","","","C","","","","19.81"
"amqp-rs/tcp-stream","github","gh/188481524","https://github.com/amqp-rs/tcp-stream.git","","True","crates","1","crates","tcp-stream","0.56","39.06","C","","","C","","","","19.81"
"raynos/individual","github","gh/6745236","https://github.com/raynos/individual.git","","True","npm","1","npm","individual","1.5668","38.04","C","C","","","","","","19.80"
"react-bootstrap/react-overlays","github","gh/39902314","https://github.com/react-bootstrap/react-overlays.git","","True","npm","1","npm","react-overlays","1.5649","38.03","C","C","","","","","","19.80"
"acryldata/avro_gen","github","gh/335396215","https://github.com/acryldata/avro_gen.git","","True","pypi","1","pypi","avro-gen3","0.5727","39.02","C","","C","","","","","19.80"
"marketsquare/robotframework-requests","github","gh/2246709","https://github.com/marketsquare/robotframework-requests.git","","True","pypi","1","pypi","robotframework-requests","0.571","39.02","C","","C","","","","","19.80"
"embarkstudios/superluminal-perf-rs","github","gh/238045020","https://github.com/embarkstudios/superluminal-perf-rs.git","","True","crates","2","crates","superluminal-perf","0.5591","39.05","C","","","C","","","","19.80"
"cjp10/object-pool","github","gh/168783715","https://github.com/cjp10/object-pool.git","","True","crates","1","crates","object-pool","0.5582","39.04","C","","","C","","","","19.80"
"dataengineeringlabs/foreign_vec","github","gh/511210353","https://github.com/dataengineeringlabs/foreign_vec.git","","True","crates","1","crates","foreign_vec","0.5573","39.04","C","","","C","","","","19.80"
"notgull/unsend","github","gh/581933850","https://github.com/notgull/unsend.git","","True","crates","1","crates","unsend","0.5563","39.04","C","","","C","","","","19.80"
"danielhenrymantilla/rust-uninit","github","gh/203972570","https://github.com/danielhenrymantilla/rust-uninit.git","","True","crates","1","crates","uninit","0.5554","39.04","C","","","C","","","","19.80"
"debian-astro-team/cfitsio","gitlab","gl/debian-9344","https://salsa.debian.org/debian-astro-team/cfitsio.git","","True","cpp","1","cpp","cfitsio","3.784","35.80","C","","","","C","","","19.79"
"lukeed/uid","github","gh/244573944","https://github.com/lukeed/uid.git","","True","npm","1","npm","uid","1.563","38.02","C","C","","","","","","19.79"
"sindresorhus/get-own-enumerable-keys","github","gh/589401835","https://github.com/sindresorhus/get-own-enumerable-keys.git","","True","npm","1","npm","get-own-enumerable-keys","1.561","38.02","C","C","","","","","","19.79"
"unitech/pm2-axon","github","gh/24146583","https://github.com/unitech/pm2-axon.git","","True","npm","1","npm","pm2-axon","1.5591","38.02","C","C","","","","","","19.79"
"semantic-release/env-ci","github","gh/114841957","https://github.com/semantic-release/env-ci.git","","True","npm","1","npm","env-ci","1.5572","38.02","C","C","","","","","","19.79"
"n1m3/linregress","github","gh/172799621","https://github.com/n1m3/linregress.git","","True","crates","1","crates","linregress","0.5545","39.02","C","","","C","","","","19.79"
"reem/rust-once-mutex","github","gh/27416752","https://github.com/reem/rust-once-mutex.git","","True","crates","1","crates","oncemutex","0.5536","39.02","C","","","C","","","","19.79"
"jtakakura/io-kit-rs","github","gh/102662725","https://github.com/jtakakura/io-kit-rs.git","","True","crates","1","crates","io-kit-sys","0.5526","39.02","C","","","C","","","","19.79"
"ksxnodemodules/typescript-compare","github","gh/148684889","https://github.com/ksxnodemodules/typescript-compare.git","","True","npm","1","npm","typescript-compare","1.5553","38.01","C","C","","","","","","19.78"
"kriszyp/msgpackr-extract","github","gh/289502855","https://github.com/kriszyp/msgpackr-extract.git","","True","npm","1","npm","msgpackr-extract","1.5533","38.01","C","C","","","","","","19.78"
"auth0/auth0-python","github","gh/22433990","https://github.com/auth0/auth0-python.git","","True","pypi","1","pypi","auth0-python","0.5693","39.00","C","","C","","","","","19.78"
"eea/odfpy","github","gh/19971528","https://github.com/eea/odfpy.git","","True","pypi","1","pypi","odfpy","0.5676","39.00","C","","C","","","","","19.78"
"bridgecrewio/python-hcl2","github","gh/280815981","https://github.com/bridgecrewio/python-hcl2.git","","True","pypi","1","pypi","bc-python-hcl2","0.566","38.99","C","","C","","","","","19.78"
"lu-zero/autotools-rs","github","gh/124804198","https://github.com/lu-zero/autotools-rs.git","","True","crates","1","crates","autotools","0.5517","39.01","C","","","C","","","","19.78"
"pepyakin/memory_units","github","gh/120626014","https://github.com/pepyakin/memory_units.git","","True","crates","1","crates","memory_units","0.5508","39.01","C","","","C","","","","19.78"
"tenacityteam/libmad","codeberg","","https://codeberg.org/tenacityteam/libmad.git","","True","cpp","1","cpp","libmad","3.7742","35.77","C","","","","C","","","19.77"
"x42/libltc","github","gh/5425807","https://github.com/x42/libltc.git","","True","cpp","1","cpp","libltc","3.7644","35.77","C","","","","C","","","19.77"
"codemirror/language","github","gh/325329228","https://github.com/codemirror/language.git","","True","npm","1","npm","@codemirror/language","1.5514","37.99","C","C","","","","","","19.77"
"brandon/backports.ssl_match_hostname","bitbucket","","https://bitbucket.org/brandon/backports.ssl_match_hostname.git","","False","pypi","1","pypi","backports-ssl-match-hostname","0.5643","38.98","C","","C","","","","","19.77"
"luminosoinsight/mecab-ko-dic","github","gh/340198464","https://github.com/luminosoinsight/mecab-ko-dic.git","","True","pypi","1","pypi","mecab-ko-dic","0.5627","38.98","C","","C","","","","","19.77"
"unstructured-io/unstructured","github","gh/541798154","https://github.com/unstructured-io/unstructured.git","","True","pypi","1","pypi","unstructured","0.561","38.97","C","","C","","","","","19.77"
"","","","","","False","crates","1","crates","libappindicator","0.5499","39.00","C","","","C","","","","19.77"
"rossmacarthur/constcat","github","gh/471743718","https://github.com/rossmacarthur/constcat.git","","True","crates","1","crates","constcat","0.549","38.99","C","","","C","","","","19.77"
"mrsteele/dotenv-webpack","github","gh/64791395","https://github.com/mrsteele/dotenv-webpack.git","","True","npm","1","npm","dotenv-webpack","1.5495","37.98","C","C","","","","","","19.76"
"automation-stack/node-machine-id","github","gh/63163136","https://github.com/automation-stack/node-machine-id.git","","True","npm","1","npm","node-machine-id","1.5476","37.98","C","C","","","","","","19.76"
"slab/parchment","github","gh/34879127","https://github.com/slab/parchment.git","","True","npm","1","npm","parchment","1.5457","37.97","C","C","","","","","","19.76"
"ssut/py-googletrans","github","gh/36921680","https://github.com/ssut/py-googletrans.git","","True","pypi","1","pypi","googletrans","0.5593","38.96","C","","C","","","","","19.76"
"aleph-alpha/ts-rs","github","gh/321690304","https://github.com/aleph-alpha/ts-rs.git","","True","crates","2","crates","ts-rs","0.548","38.98","C","","","C","","","","19.76"
"julienxx/terminal-notifier","github","gh/5057307","https://github.com/julienxx/terminal-notifier.git","","True","cpp","1","cpp","terminal-notifier","3.7546","35.74","C","","","","C","","","19.75"
"soyuka/fclone","github","gh/62383036","https://github.com/soyuka/fclone.git","","True","npm","1","npm","fclone","1.5438","37.95","C","C","","","","","","19.75"
"adamchainz/flake8-comprehensions","github","gh/55505248","https://github.com/adamchainz/flake8-comprehensions.git","","True","pypi","1","pypi","flake8-comprehensions","0.5577","38.95","C","","C","","","","","19.75"
"zslayton/cron","github","gh/37429889","https://github.com/zslayton/cron.git","","True","crates","1","crates","cron","0.5471","38.96","C","","","C","","","","19.75"
"danielkeep/rust-build-helper","github","gh/90850804","https://github.com/danielkeep/rust-build-helper.git","","True","crates","1","crates","build-helper","0.5462","38.96","C","","","C","","","","19.75"
"paritytech/parity-db","github","gh/251220692","https://github.com/paritytech/parity-db.git","","True","crates","1","crates","parity-db","0.5453","38.95","C","","","C","","","","19.75"
"solana-program/memo","github","gh/771960907","https://github.com/solana-program/memo.git","","True","crates","1","crates","spl-memo","0.5444","38.95","C","","","C","","","","19.75"
"mourner/tinyqueue","github","gh/34467722","https://github.com/mourner/tinyqueue.git","","True","npm","1","npm","tinyqueue","1.5418","37.94","C","C","","","","","","19.74"
"dubzzz/fast-check","github","gh/108920680","https://github.com/dubzzz/fast-check.git","","True","npm","1","npm","fast-check","1.5399","37.94","C","C","","","","","","19.74"
"dfederm/karma-jasmine-html-reporter","github","gh/125309745","https://github.com/dfederm/karma-jasmine-html-reporter.git","","True","npm","1","npm","karma-jasmine-html-reporter","1.538","37.94","C","C","","","","","","19.74"
"salesforce/policy_sentry","github","gh/209652627","https://github.com/salesforce/policy_sentry.git","","True","pypi","1","pypi","policy-sentry","0.556","38.92","C","","C","","","","","19.74"
"rbystrit/avro_gen","github","gh/65091453","https://github.com/rbystrit/avro_gen.git","","True","pypi","1","pypi","avro-gen","0.5544","38.92","C","","C","","","","","19.74"
"scoder/lupa","github","gh/1347652","https://github.com/scoder/lupa.git","","True","pypi","1","pypi","lupa","0.5527","38.92","C","","C","","","","","19.74"
"django-import-export/django-import-export","github","gh/6704888","https://github.com/django-import-export/django-import-export.git","","True","pypi","1","pypi","django-import-export","0.5511","38.92","C","","C","","","","","19.74"
"alloy-rs/svm-rs","github","gh/405391042","https://github.com/alloy-rs/svm-rs.git","","True","crates","2","crates","svm-rs","0.5435","38.94","C","","","C","","","","19.74"
"frameworks/kcodecs","gitlab","gl/kde-2109","https://invent.kde.org/frameworks/kcodecs","","True","cpp","1","cpp","kcodecs","3.7448","35.72","C","","","","C","","","19.73"
"","","","","","False","cpp","1","cpp","debian:libiptc0","3.735","35.72","C","","","","C","","","19.73"
"parshap/node-sanitize-filename","github","gh/12495685","https://github.com/parshap/node-sanitize-filename.git","","True","npm","1","npm","sanitize-filename","1.5361","37.93","C","C","","","","","","19.73"
"juliangruber/util-promisify","github","gh/93990810","https://github.com/juliangruber/util-promisify.git","","True","npm","1","npm","util-promisify","1.5342","37.93","C","C","","","","","","19.73"
"react-component/tree","github","gh/33532721","https://github.com/react-component/tree.git","","True","npm","2","npm","rc-tree","1.5323","37.93","C","C","","","","","","19.73"
"marijnh/style-mod","github","gh/162594115","https://github.com/marijnh/style-mod.git","","True","npm","1","npm","style-mod","1.5304","37.93","C","C","","","","","","19.73"
"react-component/slider","github","gh/34197461","https://github.com/react-component/slider.git","","True","npm","2","npm","rc-slider","1.5285","37.93","C","C","","","","","","19.73"
"michilu/python-functools32","github","gh/5853998","https://github.com/michilu/python-functools32.git","","True","pypi","1","pypi","functools32","0.5494","38.91","C","","C","","","","","19.73"
"oconnor663/shared_thread.rs","github","gh/976813524","https://github.com/oconnor663/shared_thread.rs.git","","True","crates","1","crates","shared_thread","0.5426","38.92","C","","","C","","","","19.73"
"yewstack/yew","github","gh/114466145","https://github.com/yewstack/yew.git","","True","crates","2","crates","yew-macro","0.5417","38.91","C","","","C","","","","19.73"
"xorg-team/app/xterm","gitlab","gl/debian-4222","https://salsa.debian.org/xorg-team/app/xterm.git","","True","cpp","1","cpp","xterm","3.7253","35.71","C","","","","C","","","19.72"
"mapbox/earcut","github","gh/29352975","https://github.com/mapbox/earcut.git","","True","npm","1","npm","earcut","1.5266","37.92","C","C","","","","","","19.72"
"googleapis/google-api-nodejs-client","github","gh/8608480","https://github.com/googleapis/google-api-nodejs-client.git","","True","npm","1","npm","googleapis","1.5247","37.91","C","C","","","","","","19.72"
"chjj/blessed","github","gh/7855340","https://github.com/chjj/blessed.git","","True","npm","2","npm","blessed","1.5228","37.91","C","C","","","","","","19.72"
"","","","","","False","pypi","1","pypi","pyxdg","0.5478","38.90","C","","C","","","","","19.72"
"answerdotai/ghapi","github","gh/314706418","https://github.com/answerdotai/ghapi.git","","True","pypi","1","pypi","ghapi","0.5462","38.90","C","","C","","","","","19.72"
"apache/sedona","github","gh/34533675","https://github.com/apache/sedona.git","","True","pypi","1","pypi","apache-sedona","0.5445","38.89","C","","C","","","","","19.72"
"frewsxcv/rust-gcd","github","gh/49896368","https://github.com/frewsxcv/rust-gcd.git","","True","crates","1","crates","gcd","0.5407","38.90","C","","","C","","","","19.72"
"shssoichiro/zxcvbn-rs","github","gh/76673533","https://github.com/shssoichiro/zxcvbn-rs.git","","True","crates","1","crates","zxcvbn","0.5398","38.90","C","","","C","","","","19.72"
"paritytech/finality-grandpa","github","gh/138737291","https://github.com/paritytech/finality-grandpa.git","","True","crates","1","crates","finality-grandpa","0.5389","38.90","C","","","C","","","","19.72"
"slicer69/insserv","github","gh/457067632","https://github.com/slicer69/insserv.git","","True","cpp","1","cpp","insserv","3.7155","35.70","C","","","","C","","","19.71"
"tj/node-amp-message","github","gh/13996263","https://github.com/tj/node-amp-message.git","","True","npm","1","npm","amp-message","1.5209","37.90","C","C","","","","","","19.71"
"sindresorhus/has-own-prop","github","gh/22700609","https://github.com/sindresorhus/has-own-prop.git","","True","npm","1","npm","has-own-prop","1.519","37.90","C","C","","","","","","19.71"
"click-contrib/click-spinner","github","gh/67338744","https://github.com/click-contrib/click-spinner.git","","True","pypi","1","pypi","click-spinner","0.5429","38.87","C","","C","","","","","19.71"
"denoland/rust-urlpattern","github","gh/395991651","https://github.com/denoland/rust-urlpattern.git","","True","crates","1","crates","urlpattern","0.538","38.89","C","","","C","","","","19.71"
"sarah-quinones/reborrow","github","gh/472511036","https://github.com/sarah-quinones/reborrow.git","","True","crates","2","crates","reborrow","0.5371","38.89","C","","","C","","","","19.71"
"rust-cli/human-panic","github","gh/129563456","https://github.com/rust-cli/human-panic.git","","True","crates","1","crates","human-panic","0.5362","38.89","C","","","C","","","","19.71"
"jturner314/py_literal","github","gh/120968735","https://github.com/jturner314/py_literal.git","","True","crates","1","crates","py_literal","0.5353","38.89","C","","","C","","","","19.71"
"rust-sdl2/rust-sdl2","github","gh/12176600","https://github.com/rust-sdl2/rust-sdl2.git","","True","crates","2","crates","sdl2","0.5344","38.89","C","","","C","","","","19.71"
"http-rs/http-client","github","gh/222740680","https://github.com/http-rs/http-client.git","","True","crates","1","crates","http-client","0.5335","38.88","C","","","C","","","","19.71"
"davidbarsky/tracing-tree","github","gh/232597281","https://github.com/davidbarsky/tracing-tree.git","","True","crates","1","crates","tracing-tree","0.5326","38.88","C","","","C","","","","19.71"
"","","","","","False","cpp","1","cpp","debian:libgs9","3.7058","35.69","C","","","","C","","","19.70"
"chenglou/tween-functions","github","gh/32362757","https://github.com/chenglou/tween-functions.git","","True","npm","1","npm","tween-functions","1.5171","37.89","C","C","","","","","","19.70"
"gulpjs/bach","github","gh/17618120","https://github.com/gulpjs/bach.git","","True","npm","1","npm","bach","1.5152","37.89","C","C","","","","","","19.70"
"react-component/align","github","gh/39622734","https://github.com/react-component/align.git","","True","npm","1","npm","rc-align","1.5134","37.88","C","C","","","","","","19.70"
"lydell/eslint-plugin-simple-import-sort","github","gh/158098636","https://github.com/lydell/eslint-plugin-simple-import-sort.git","","True","npm","1","npm","eslint-plugin-simple-import-sort","1.5115","37.88","C","C","","","","","","19.70"
"coleifer/huey","github","gh/2703394","https://github.com/coleifer/huey.git","","True","pypi","1","pypi","huey","0.5413","38.85","C","","C","","","","","19.70"
"retep998/wio-rs","github","gh/31578759","https://github.com/retep998/wio-rs.git","","True","crates","1","crates","wio","0.5317","38.87","C","","","C","","","","19.70"
"sfackler/rust-log-panics","github","gh/62982646","https://github.com/sfackler/rust-log-panics.git","","True","crates","1","crates","log-panics","0.5308","38.86","C","","","C","","","","19.70"
"tj/node-only","github","gh/5084678","https://github.com/tj/node-only.git","","True","npm","1","npm","only","1.5096","37.88","C","C","","","","","","19.69"
"foliojs/dfa","github","gh/70133191","https://github.com/foliojs/dfa.git","","True","npm","1","npm","dfa","1.5077","37.88","C","C","","","","","","19.69"
"stoplightio/types","github","gh/152335630","https://github.com/stoplightio/types.git","","True","npm","1","npm","@stoplight/types","1.5058","37.87","C","C","","","","","","19.69"
"","","","","","False","npm","1","npm","crypto-randomuuid","1.5039","37.87","C","C","","","","","","19.69"
"joshmcguigan/arr_macro","github","gh/162860944","https://github.com/joshmcguigan/arr_macro.git","","True","crates","2","crates","arr_macro_impl","0.5299","38.86","C","","","C","","","","19.69"
"jplatte/serde_html_form","codeberg","","https://codeberg.org/jplatte/serde_html_form.git","","True","crates","1","crates","serde_html_form","0.5281","38.85","C","","","C","","","","19.69"
"aceakash/string-similarity","github","gh/27046827","https://github.com/aceakash/string-similarity.git","","True","npm","1","npm","string-similarity","1.502","37.86","C","C","","","","","","19.68"
"aikoven/assert-never","github","gh/86331617","https://github.com/aikoven/assert-never.git","","True","npm","1","npm","assert-never","1.5002","37.85","C","C","","","","","","19.68"
"python-intelhex/intelhex","github","gh/33128473","https://github.com/python-intelhex/intelhex.git","","True","pypi","1","pypi","intelhex","0.5396","38.83","C","","C","","","","","19.68"
