"package","year","downloads","fetched_at"
"rollup-plugin-istanbul","2025","3490080","2026-03-29 00:00:00.000000"
"rollup-plugin-json","2021","7459762","2026-03-29 00:00:00.000000"
"rollup-plugin-json","2022","18824517","2026-03-29 00:00:00.000000"
"rollup-plugin-json","2023","6903949","2026-03-29 00:00:00.000000"
"rollup-plugin-json","2024","4421979","2026-03-29 00:00:00.000000"
"rollup-plugin-json","2025","5667595","2026-03-29 00:00:00.000000"
"rollup-plugin-license","2021","473352","2026-03-29 00:00:00.000000"
"rollup-plugin-license","2022","912523","2026-03-29 00:00:00.000000"
"rollup-plugin-license","2023","1650933","2026-03-29 00:00:00.000000"
"rollup-plugin-license","2024","3470311","2026-03-29 00:00:00.000000"
"rollup-plugin-license","2025","6926165","2026-03-29 00:00:00.000000"
"rollup-plugin-livereload","2021","2549217","2026-03-29 00:00:00.000000"
"rollup-plugin-livereload","2022","2896269","2026-03-29 00:00:00.000000"
"rollup-plugin-livereload","2023","3098787","2026-03-29 00:00:00.000000"
"rollup-plugin-livereload","2024","3081394","2026-03-29 00:00:00.000000"
"rollup-plugin-livereload","2025","2959629","2026-03-29 00:00:00.000000"
"rollup-plugin-multi-input","2021","513005","2026-03-29 00:00:00.000000"
"rollup-plugin-multi-input","2022","952110","2026-03-29 00:00:00.000000"
"rollup-plugin-multi-input","2023","1307748","2026-03-29 00:00:00.000000"
"rollup-plugin-multi-input","2024","1442609","2026-03-29 00:00:00.000000"
"rollup-plugin-multi-input","2025","1525914","2026-03-29 00:00:00.000000"
"rollup-plugin-node-builtins","2021","2070707","2026-03-29 00:00:00.000000"
"rollup-plugin-node-builtins","2022","2522307","2026-03-29 00:00:00.000000"
"rollup-plugin-node-builtins","2023","2952431","2026-03-29 00:00:00.000000"
"rollup-plugin-node-builtins","2024","3395320","2026-03-29 00:00:00.000000"
"rollup-plugin-node-builtins","2025","6048026","2026-03-29 00:00:00.000000"
"rollup-plugin-node-externals","2021","653265","2026-03-29 00:00:00.000000"
"rollup-plugin-node-externals","2022","1224650","2026-03-29 00:00:00.000000"
"rollup-plugin-node-externals","2023","2958990","2026-03-29 00:00:00.000000"
"rollup-plugin-node-externals","2024","3933409","2026-03-29 00:00:00.000000"
"rollup-plugin-node-externals","2025","11163758","2026-03-29 00:00:00.000000"
"rollup-plugin-node-globals","2021","2298070","2026-03-29 00:00:00.000000"
"rollup-plugin-node-globals","2022","1769531","2026-03-29 00:00:00.000000"
"rollup-plugin-node-globals","2023","1697505","2026-03-29 00:00:00.000000"
"rollup-plugin-node-globals","2024","1874117","2026-03-29 00:00:00.000000"
"rollup-plugin-node-globals","2025","3883835","2026-03-29 00:00:00.000000"
"rollup-plugin-node-polyfills","2021","4056239","2026-03-29 00:00:00.000000"
"rollup-plugin-node-polyfills","2022","9740751","2026-03-29 00:00:00.000000"
"rollup-plugin-node-polyfills","2023","27883920","2026-03-29 00:00:00.000000"
"rollup-plugin-node-polyfills","2024","40234618","2026-03-29 00:00:00.000000"
"rollup-plugin-node-polyfills","2025","45528280","2026-03-29 00:00:00.000000"
"rollup-plugin-node-resolve","2021","21307527","2026-03-29 00:00:00.000000"
"rollup-plugin-node-resolve","2022","31163278","2026-03-29 00:00:00.000000"
"rollup-plugin-node-resolve","2023","20319932","2026-03-29 00:00:00.000000"
"rollup-plugin-node-resolve","2024","16011137","2026-03-29 00:00:00.000000"
"rollup-plugin-node-resolve","2025","26875304","2026-03-29 00:00:00.000000"
"rollup-plugin-peer-deps-external","2021","9630270","2026-03-29 00:00:00.000000"
"rollup-plugin-peer-deps-external","2022","22885240","2026-03-29 00:00:00.000000"
"rollup-plugin-peer-deps-external","2023","27000096","2026-03-29 00:00:00.000000"
"rollup-plugin-peer-deps-external","2024","19521817","2026-03-29 00:00:00.000000"
"rollup-plugin-peer-deps-external","2025","20409751","2026-03-29 00:00:00.000000"
"rollup-plugin-polyfill-node","2021","1109272","2026-03-29 00:00:00.000000"
"rollup-plugin-polyfill-node","2022","3150180","2026-03-29 00:00:00.000000"
"rollup-plugin-polyfill-node","2023","5044370","2026-03-29 00:00:00.000000"
"rollup-plugin-polyfill-node","2024","7432296","2026-03-29 00:00:00.000000"
"rollup-plugin-polyfill-node","2025","12685763","2026-03-29 00:00:00.000000"
"rollup-plugin-postcss","2021","15812588","2026-03-29 00:00:00.000000"
"rollup-plugin-postcss","2022","31533025","2026-03-29 00:00:00.000000"
"rollup-plugin-postcss","2023","35272251","2026-03-29 00:00:00.000000"
"rollup-plugin-postcss","2024","32243416","2026-03-29 00:00:00.000000"
"rollup-plugin-postcss","2025","48894468","2026-03-29 00:00:00.000000"
"rollup-plugin-replace","2021","6403186","2026-03-29 00:00:00.000000"
"rollup-plugin-replace","2022","6044125","2026-03-29 00:00:00.000000"
"rollup-plugin-replace","2023","6094744","2026-03-29 00:00:00.000000"
"rollup-plugin-replace","2024","4474333","2026-03-29 00:00:00.000000"
"rollup-plugin-replace","2025","6629292","2026-03-29 00:00:00.000000"
"rollup-plugin-scss","2021","1465637","2026-03-29 00:00:00.000000"
"rollup-plugin-scss","2022","2923674","2026-03-29 00:00:00.000000"
"rollup-plugin-scss","2023","2333107","2026-03-29 00:00:00.000000"
"rollup-plugin-scss","2024","2261353","2026-03-29 00:00:00.000000"
"rollup-plugin-scss","2025","3044889","2026-03-29 00:00:00.000000"
"rollup-plugin-serve","2021","1478517","2026-03-29 00:00:00.000000"
"rollup-plugin-serve","2022","1423838","2026-03-29 00:00:00.000000"
"rollup-plugin-serve","2023","2159054","2026-03-29 00:00:00.000000"
"rollup-plugin-serve","2024","2326108","2026-03-29 00:00:00.000000"
"rollup-plugin-serve","2025","2153265","2026-03-29 00:00:00.000000"
"rollup-plugin-smart-asset","2021","1140802","2026-03-29 00:00:00.000000"
"rollup-plugin-smart-asset","2022","1671794","2026-03-29 00:00:00.000000"
"rollup-plugin-smart-asset","2023","1383487","2026-03-29 00:00:00.000000"
"rollup-plugin-smart-asset","2024","1096587","2026-03-29 00:00:00.000000"
"rollup-plugin-smart-asset","2025","1158438","2026-03-29 00:00:00.000000"
"rollup-plugin-sourcemaps","2021","21332094","2026-03-29 00:00:00.000000"
"rollup-plugin-sourcemaps","2022","42662466","2026-03-29 00:00:00.000000"
"rollup-plugin-sourcemaps","2023","26676542","2026-03-29 00:00:00.000000"
"rollup-plugin-sourcemaps","2024","17142902","2026-03-29 00:00:00.000000"
"rollup-plugin-sourcemaps","2025","21168002","2026-03-29 00:00:00.000000"
"rollup-plugin-string","2021","753342","2026-03-29 00:00:00.000000"
"rollup-plugin-string","2022","951874","2026-03-29 00:00:00.000000"
"rollup-plugin-string","2023","922724","2026-03-29 00:00:00.000000"
"rollup-plugin-string","2024","1215324","2026-03-29 00:00:00.000000"
"rollup-plugin-string","2025","2239452","2026-03-29 00:00:00.000000"
"rollup-plugin-styles","2021","708835","2026-03-29 00:00:00.000000"
"rollup-plugin-styles","2022","1697973","2026-03-29 00:00:00.000000"
"rollup-plugin-styles","2023","2449353","2026-03-29 00:00:00.000000"
"rollup-plugin-styles","2024","2658579","2026-03-29 00:00:00.000000"
"rollup-plugin-styles","2025","3048487","2026-03-29 00:00:00.000000"
"rollup-plugin-svelte","2021","3620696","2026-03-29 00:00:00.000000"
"rollup-plugin-svelte","2022","4318488","2026-03-29 00:00:00.000000"
"rollup-plugin-svelte","2023","4255776","2026-03-29 00:00:00.000000"
"rollup-plugin-svelte","2024","4306002","2026-03-29 00:00:00.000000"
"rollup-plugin-svelte","2025","4940486","2026-03-29 00:00:00.000000"
"rollup-plugin-svg","2021","927686","2026-03-29 00:00:00.000000"
"rollup-plugin-svg","2022","2335336","2026-03-29 00:00:00.000000"
"rollup-plugin-svg","2023","1690329","2026-03-29 00:00:00.000000"
"rollup-plugin-svg","2024","1535520","2026-03-29 00:00:00.000000"
"rollup-plugin-svg","2025","1935189","2026-03-29 00:00:00.000000"
"rollup-plugin-terser","2021","112055000","2026-03-29 00:00:00.000000"
"rollup-plugin-terser","2022","191570233","2026-03-29 00:00:00.000000"
"rollup-plugin-terser","2023","216311466","2026-03-29 00:00:00.000000"
"rollup-plugin-terser","2024","203188314","2026-03-29 00:00:00.000000"
"rollup-plugin-terser","2025","217239415","2026-03-29 00:00:00.000000"
"rollup-plugin-ts","2021","245262","2026-03-29 00:00:00.000000"
"rollup-plugin-ts","2022","997206","2026-03-29 00:00:00.000000"
"rollup-plugin-ts","2023","1670457","2026-03-29 00:00:00.000000"
"rollup-plugin-ts","2024","1931790","2026-03-29 00:00:00.000000"
"rollup-plugin-ts","2025","2132842","2026-03-29 00:00:00.000000"
"rollup-plugin-typescript","2021","2196758","2026-03-29 00:00:00.000000"
"rollup-plugin-typescript","2022","2574443","2026-03-29 00:00:00.000000"
"rollup-plugin-typescript","2023","1586950","2026-03-29 00:00:00.000000"
"rollup-plugin-typescript","2024","2096716","2026-03-29 00:00:00.000000"
"rollup-plugin-typescript","2025","2832638","2026-03-29 00:00:00.000000"
"rollup-plugin-typescript2","2021","22742234","2026-03-29 00:00:00.000000"
"rollup-plugin-typescript2","2022","37526873","2026-03-29 00:00:00.000000"
"rollup-plugin-typescript2","2023","41993380","2026-03-29 00:00:00.000000"
"rollup-plugin-typescript2","2024","36815836","2026-03-29 00:00:00.000000"
"rollup-plugin-typescript2","2025","52477480","2026-03-29 00:00:00.000000"
"rollup-plugin-uglify","2021","2384333","2026-03-29 00:00:00.000000"
"rollup-plugin-uglify","2022","3105578","2026-03-29 00:00:00.000000"
"rollup-plugin-uglify","2023","4640875","2026-03-29 00:00:00.000000"
"rollup-plugin-uglify","2024","5045992","2026-03-29 00:00:00.000000"
"rollup-plugin-uglify","2025","5533886","2026-03-29 00:00:00.000000"
"rollup-plugin-visualizer","2021","3242107","2026-03-29 00:00:00.000000"
"rollup-plugin-visualizer","2022","12494229","2026-03-29 00:00:00.000000"
"rollup-plugin-visualizer","2023","35678575","2026-03-29 00:00:00.000000"
"rollup-plugin-visualizer","2024","68263125","2026-03-29 00:00:00.000000"
"rollup-plugin-visualizer","2025","121117199","2026-03-29 00:00:00.000000"
"rollup-plugin-vue","2021","2516755","2026-03-29 00:00:00.000000"
"rollup-plugin-vue","2022","2344741","2026-03-29 00:00:00.000000"
"rollup-plugin-vue","2023","2703822","2026-03-29 00:00:00.000000"
"rollup-plugin-vue","2024","2862725","2026-03-29 00:00:00.000000"
"rollup-plugin-vue","2025","2677512","2026-03-29 00:00:00.000000"
"rollup-plugin-webpack-stats","2021","0","2026-03-29 00:00:00.000000"
"rollup-plugin-webpack-stats","2022","0","2026-03-29 00:00:00.000000"
"rollup-plugin-webpack-stats","2023","347810","2026-03-29 00:00:00.000000"
"rollup-plugin-webpack-stats","2024","1700452","2026-03-29 00:00:00.000000"
"rollup-plugin-webpack-stats","2025","3394048","2026-03-29 00:00:00.000000"
"rollup-pluginutils","2021","147646350","2026-03-29 00:00:00.000000"
"rollup-pluginutils","2022","187317365","2026-03-29 00:00:00.000000"
"rollup-pluginutils","2023","164709679","2026-03-29 00:00:00.000000"
"rollup-pluginutils","2024","152255024","2026-03-29 00:00:00.000000"
"rollup-pluginutils","2025","194504001","2026-03-29 00:00:00.000000"
"rollup-preserve-directives","2021","0","2026-03-29 00:00:00.000000"
"rollup-preserve-directives","2022","0","2026-03-29 00:00:00.000000"
"rollup-preserve-directives","2023","11924","2026-03-29 00:00:00.000000"
"rollup-preserve-directives","2024","1917151","2026-03-29 00:00:00.000000"
"rollup-preserve-directives","2025","4007343","2026-03-29 00:00:00.000000"
"rome","2021","309420","2026-03-29 00:00:00.000000"
"rome","2022","455298","2026-03-29 00:00:00.000000"
"rome","2023","3114189","2026-03-29 00:00:00.000000"
"rome","2024","1199036","2026-03-29 00:00:00.000000"
"rome","2025","797860","2026-03-29 00:00:00.000000"
"rooks","2021","345213","2026-03-29 00:00:00.000000"
"rooks","2022","2206870","2026-03-29 00:00:00.000000"
"rooks","2023","3284361","2026-03-29 00:00:00.000000"
"rooks","2024","4220235","2026-03-29 00:00:00.000000"
"rooks","2025","5141203","2026-03-29 00:00:00.000000"
"root-check","2021","5059587","2026-03-29 00:00:00.000000"
"root-check","2022","5759718","2026-03-29 00:00:00.000000"
"root-check","2023","4582314","2026-03-29 00:00:00.000000"
"root-check","2024","8782065","2026-03-29 00:00:00.000000"
"root-check","2025","15191371","2026-03-29 00:00:00.000000"
"rootpath","2021","23883320","2026-03-29 00:00:00.000000"
"rootpath","2022","38229632","2026-03-29 00:00:00.000000"
"rootpath","2023","37634169","2026-03-29 00:00:00.000000"
"rootpath","2024","24785602","2026-03-29 00:00:00.000000"
"rootpath","2025","21513961","2026-03-29 00:00:00.000000"
"rope-sequence","2021","9998968","2026-03-29 00:00:00.000000"
"rope-sequence","2022","20938717","2026-03-29 00:00:00.000000"
"rope-sequence","2023","35455176","2026-03-29 00:00:00.000000"
"rope-sequence","2024","60270843","2026-03-29 00:00:00.000000"
"rope-sequence","2025","126393684","2026-03-29 00:00:00.000000"
"rosetta","2021","359873","2026-03-29 00:00:00.000000"
"rosetta","2022","538375","2026-03-29 00:00:00.000000"
"rosetta","2023","1005136","2026-03-29 00:00:00.000000"
"rosetta","2024","1498411","2026-03-29 00:00:00.000000"
"rosetta","2025","1739718","2026-03-29 00:00:00.000000"
"rosie","2021","4360096","2026-03-29 00:00:00.000000"
"rosie","2022","6215632","2026-03-29 00:00:00.000000"
"rosie","2023","6006342","2026-03-29 00:00:00.000000"
"rosie","2024","10724428","2026-03-29 00:00:00.000000"
"rosie","2025","16598330","2026-03-29 00:00:00.000000"
"rotating-file-stream","2021","2696875","2026-03-29 00:00:00.000000"
"rotating-file-stream","2022","2689605","2026-03-29 00:00:00.000000"
"rotating-file-stream","2023","3435712","2026-03-29 00:00:00.000000"
"rotating-file-stream","2024","5204201","2026-03-29 00:00:00.000000"
"rotating-file-stream","2025","5730023","2026-03-29 00:00:00.000000"
"rou3","2021","0","2026-03-29 00:00:00.000000"
"rou3","2022","0","2026-03-29 00:00:00.000000"
"rou3","2023","0","2026-03-29 00:00:00.000000"
"rou3","2024","76184","2026-03-29 00:00:00.000000"
"rou3","2025","13646862","2026-03-29 00:00:00.000000"
"roughjs","2021","275689","2026-03-29 00:00:00.000000"
"roughjs","2022","458003","2026-03-29 00:00:00.000000"
"roughjs","2023","477327","2026-03-29 00:00:00.000000"
"roughjs","2024","3762316","2026-03-29 00:00:00.000000"
"roughjs","2025","48858219","2026-03-29 00:00:00.000000"
"round","2021","77271","2026-03-29 00:00:00.000000"
"round","2022","508758","2026-03-29 00:00:00.000000"
"round","2023","1128372","2026-03-29 00:00:00.000000"
"round","2024","1712980","2026-03-29 00:00:00.000000"
"round","2025","2300377","2026-03-29 00:00:00.000000"
"round-precision","2021","152607","2026-03-29 00:00:00.000000"
"round-precision","2022","592724","2026-03-29 00:00:00.000000"
"round-precision","2023","1147927","2026-03-29 00:00:00.000000"
"round-precision","2024","1726858","2026-03-29 00:00:00.000000"
"round-precision","2025","2291618","2026-03-29 00:00:00.000000"
"round-to","2021","1132263","2026-03-29 00:00:00.000000"
"round-to","2022","1383878","2026-03-29 00:00:00.000000"
"round-to","2023","1704121","2026-03-29 00:00:00.000000"
"round-to","2024","1781872","2026-03-29 00:00:00.000000"
"round-to","2025","1910538","2026-03-29 00:00:00.000000"
"route-cache","2021","1047436","2026-03-29 00:00:00.000000"
"route-cache","2022","1634462","2026-03-29 00:00:00.000000"
"route-cache","2023","1838448","2026-03-29 00:00:00.000000"
"route-cache","2024","1928388","2026-03-29 00:00:00.000000"
"route-cache","2025","2381750","2026-03-29 00:00:00.000000"
"route-parser","2021","2298840","2026-03-29 00:00:00.000000"
"route-parser","2022","2974884","2026-03-29 00:00:00.000000"
"route-parser","2023","3382247","2026-03-29 00:00:00.000000"
"route-parser","2024","2465218","2026-03-29 00:00:00.000000"
"route-parser","2025","2340546","2026-03-29 00:00:00.000000"
"route-recognizer","2021","15466715","2026-03-29 00:00:00.000000"
"route-recognizer","2022","21192530","2026-03-29 00:00:00.000000"
"route-recognizer","2023","22142836","2026-03-29 00:00:00.000000"
"route-recognizer","2024","26466268","2026-03-29 00:00:00.000000"
"route-recognizer","2025","35795495","2026-03-29 00:00:00.000000"
"router","2021","19454733","2026-03-29 00:00:00.000000"
"router","2022","24176411","2026-03-29 00:00:00.000000"
"router","2023","29624123","2026-03-29 00:00:00.000000"
"router","2024","34706128","2026-03-29 00:00:00.000000"
"router","2025","389742144","2026-03-29 00:00:00.000000"
"router-ips","2021","6536260","2026-03-29 00:00:00.000000"
"router-ips","2022","8000599","2026-03-29 00:00:00.000000"
"router-ips","2023","6105447","2026-03-29 00:00:00.000000"
"router-ips","2024","4665246","2026-03-29 00:00:00.000000"
"router-ips","2025","6891487","2026-03-29 00:00:00.000000"
"router5-transition-path","2021","1605044","2026-03-29 00:00:00.000000"
"router5-transition-path","2022","1770809","2026-03-29 00:00:00.000000"
"router5-transition-path","2023","1685094","2026-03-29 00:00:00.000000"
"router5-transition-path","2024","1030960","2026-03-29 00:00:00.000000"
"router5-transition-path","2025","989379","2026-03-29 00:00:00.000000"
"router_js","2021","46117","2026-03-29 00:00:00.000000"
"router_js","2022","57449","2026-03-29 00:00:00.000000"
"router_js","2023","514469","2026-03-29 00:00:00.000000"
"router_js","2024","1852258","2026-03-29 00:00:00.000000"
"router_js","2025","3040285","2026-03-29 00:00:00.000000"
"routing-controllers","2021","1680944","2026-03-29 00:00:00.000000"
"routing-controllers","2022","2229800","2026-03-29 00:00:00.000000"
"routing-controllers","2023","2682258","2026-03-29 00:00:00.000000"
"routing-controllers","2024","2616688","2026-03-29 00:00:00.000000"
"routing-controllers","2025","3189710","2026-03-29 00:00:00.000000"
"rox-node","2021","483626","2026-03-29 00:00:00.000000"
"rox-node","2022","999590","2026-03-29 00:00:00.000000"
"rox-node","2023","1437809","2026-03-29 00:00:00.000000"
"rox-node","2024","1289806","2026-03-29 00:00:00.000000"
"rox-node","2025","1247140","2026-03-29 00:00:00.000000"
"rpc-websockets","2021","5425973","2026-03-29 00:00:00.000000"
"rpc-websockets","2022","14928603","2026-03-29 00:00:00.000000"
"rpc-websockets","2023","21064689","2026-03-29 00:00:00.000000"
"rpc-websockets","2024","19586535","2026-03-29 00:00:00.000000"
"rpc-websockets","2025","42508661","2026-03-29 00:00:00.000000"
"rrdom","2021","0","2026-03-29 00:00:00.000000"
"rrdom","2022","58414","2026-03-29 00:00:00.000000"
"rrdom","2023","1431510","2026-03-29 00:00:00.000000"
"rrdom","2024","14674032","2026-03-29 00:00:00.000000"
"rrdom","2025","38401351","2026-03-29 00:00:00.000000"
"rrule","2021","10085963","2026-03-29 00:00:00.000000"
"rrule","2022","21301262","2026-03-29 00:00:00.000000"
"rrule","2023","28282607","2026-03-29 00:00:00.000000"
"rrule","2024","29263006","2026-03-29 00:00:00.000000"
"rrule","2025","43479146","2026-03-29 00:00:00.000000"
"rrweb","2021","1728059","2026-03-29 00:00:00.000000"
"rrweb","2022","2192937","2026-03-29 00:00:00.000000"
"rrweb","2023","2909231","2026-03-29 00:00:00.000000"
"rrweb","2024","14631988","2026-03-29 00:00:00.000000"
"rrweb","2025","40206560","2026-03-29 00:00:00.000000"
"rrweb-cssom","2021","0","2026-03-29 00:00:00.000000"
"rrweb-cssom","2022","4209","2026-03-29 00:00:00.000000"
"rrweb-cssom","2023","58052337","2026-03-29 00:00:00.000000"
"rrweb-cssom","2024","239640055","2026-03-29 00:00:00.000000"
"rrweb-cssom","2025","643369889","2026-03-29 00:00:00.000000"
"rrweb-player","2021","209521","2026-03-29 00:00:00.000000"
"rrweb-player","2022","367348","2026-03-29 00:00:00.000000"
"rrweb-player","2023","454188","2026-03-29 00:00:00.000000"
"rrweb-player","2024","899371","2026-03-29 00:00:00.000000"
"rrweb-player","2025","3096234","2026-03-29 00:00:00.000000"
"rrweb-snapshot","2021","2037874","2026-03-29 00:00:00.000000"
"rrweb-snapshot","2022","4720892","2026-03-29 00:00:00.000000"
"rrweb-snapshot","2023","7730962","2026-03-29 00:00:00.000000"
"rrweb-snapshot","2024","18684508","2026-03-29 00:00:00.000000"
"rrweb-snapshot","2025","45495248","2026-03-29 00:00:00.000000"
"rsa-pem-from-mod-exp","2021","3632914","2026-03-29 00:00:00.000000"
"rsa-pem-from-mod-exp","2022","5713190","2026-03-29 00:00:00.000000"
"rsa-pem-from-mod-exp","2023","9116108","2026-03-29 00:00:00.000000"
"rsa-pem-from-mod-exp","2024","9446382","2026-03-29 00:00:00.000000"
"rsa-pem-from-mod-exp","2025","12717344","2026-03-29 00:00:00.000000"
"rslog","2021","0","2026-03-29 00:00:00.000000"
"rslog","2022","0","2026-03-29 00:00:00.000000"
"rslog","2023","143641","2026-03-29 00:00:00.000000"
"rslog","2024","1942226","2026-03-29 00:00:00.000000"
"rslog","2025","44807591","2026-03-29 00:00:00.000000"
"rsmq","2021","1809061","2026-03-29 00:00:00.000000"
"rsmq","2022","1784108","2026-03-29 00:00:00.000000"
"rsmq","2023","1658942","2026-03-29 00:00:00.000000"
"rsmq","2024","1110107","2026-03-29 00:00:00.000000"
"rsmq","2025","1362952","2026-03-29 00:00:00.000000"
"rsocket-core","2021","1263210","2026-03-29 00:00:00.000000"
"rsocket-core","2022","2677613","2026-03-29 00:00:00.000000"
"rsocket-core","2023","1854081","2026-03-29 00:00:00.000000"
"rsocket-core","2024","2755675","2026-03-29 00:00:00.000000"
"rsocket-core","2025","5407436","2026-03-29 00:00:00.000000"
"rsocket-flowable","2021","1304637","2026-03-29 00:00:00.000000"
"rsocket-flowable","2022","2676576","2026-03-29 00:00:00.000000"
"rsocket-flowable","2023","1832032","2026-03-29 00:00:00.000000"
"rsocket-flowable","2024","2654490","2026-03-29 00:00:00.000000"
"rsocket-flowable","2025","5074246","2026-03-29 00:00:00.000000"
"rsocket-types","2021","1280346","2026-03-29 00:00:00.000000"
"rsocket-types","2022","2673607","2026-03-29 00:00:00.000000"
"rsocket-types","2023","1824628","2026-03-29 00:00:00.000000"
"rsocket-types","2024","2643032","2026-03-29 00:00:00.000000"
"rsocket-types","2025","5043498","2026-03-29 00:00:00.000000"
"rsocket-websocket-client","2021","1097345","2026-03-29 00:00:00.000000"
"rsocket-websocket-client","2022","2452760","2026-03-29 00:00:00.000000"
"rsocket-websocket-client","2023","1722679","2026-03-29 00:00:00.000000"
"rsocket-websocket-client","2024","2644109","2026-03-29 00:00:00.000000"
"rsocket-websocket-client","2025","5126230","2026-03-29 00:00:00.000000"
"rsolve","2021","89439","2026-03-29 00:00:00.000000"
"rsolve","2022","987407","2026-03-29 00:00:00.000000"
"rsolve","2023","1976937","2026-03-29 00:00:00.000000"
"rsolve","2024","3807084","2026-03-29 00:00:00.000000"
"rsolve","2025","2915376","2026-03-29 00:00:00.000000"
"rspack-resolver","2021","0","2026-03-29 00:00:00.000000"
"rspack-resolver","2022","0","2026-03-29 00:00:00.000000"
"rspack-resolver","2023","0","2026-03-29 00:00:00.000000"
"rspack-resolver","2024","0","2026-03-29 00:00:00.000000"
"rspack-resolver","2025","14888643","2026-03-29 00:00:00.000000"
"rss","2021","0","2026-03-29 00:00:00.000000"
"rss","2022","0","2026-03-29 00:00:00.000000"
"rss","2023","79533","2026-03-29 00:00:00.000000"
"rss","2024","4593814","2026-03-29 00:00:00.000000"
"rss","2025","5289698","2026-03-29 00:00:00.000000"
"rss-parser","2021","10376540","2026-03-29 00:00:00.000000"
"rss-parser","2022","15826907","2026-03-29 00:00:00.000000"
"rss-parser","2023","14097066","2026-03-29 00:00:00.000000"
"rss-parser","2024","14923476","2026-03-29 00:00:00.000000"
"rss-parser","2025","21307375","2026-03-29 00:00:00.000000"
"rst-selector-parser","2021","111447677","2026-03-29 00:00:00.000000"
"rst-selector-parser","2022","110396290","2026-03-29 00:00:00.000000"
"rst-selector-parser","2023","97957988","2026-03-29 00:00:00.000000"
"rst-selector-parser","2024","86853971","2026-03-29 00:00:00.000000"
"rst-selector-parser","2025","82439203","2026-03-29 00:00:00.000000"
"rsuite","2021","1367891","2026-03-29 00:00:00.000000"
"rsuite","2022","1686502","2026-03-29 00:00:00.000000"
"rsuite","2023","2936610","2026-03-29 00:00:00.000000"
"rsuite","2024","4484735","2026-03-29 00:00:00.000000"
"rsuite","2025","5474370","2026-03-29 00:00:00.000000"
"rsuite-table","2021","870797","2026-03-29 00:00:00.000000"
"rsuite-table","2022","1762800","2026-03-29 00:00:00.000000"
"rsuite-table","2023","2899716","2026-03-29 00:00:00.000000"
"rsuite-table","2024","4061444","2026-03-29 00:00:00.000000"
"rsuite-table","2025","5176720","2026-03-29 00:00:00.000000"
"rsvp","2021","551458234","2026-03-29 00:00:00.000000"
"rsvp","2022","533262624","2026-03-29 00:00:00.000000"
"rsvp","2023","441428737","2026-03-29 00:00:00.000000"
"rsvp","2024","331905969","2026-03-29 00:00:00.000000"
"rsvp","2025","350325233","2026-03-29 00:00:00.000000"
"rtcpeerconnection-shim","2021","7984002","2026-03-29 00:00:00.000000"
"rtcpeerconnection-shim","2022","11498404","2026-03-29 00:00:00.000000"
"rtcpeerconnection-shim","2023","14116091","2026-03-29 00:00:00.000000"
"rtcpeerconnection-shim","2024","12135507","2026-03-29 00:00:00.000000"
"rtcpeerconnection-shim","2025","17955693","2026-03-29 00:00:00.000000"
"rtl-css-js","2021","27386852","2026-03-29 00:00:00.000000"
"rtl-css-js","2022","51493831","2026-03-29 00:00:00.000000"
"rtl-css-js","2023","69425488","2026-03-29 00:00:00.000000"
"rtl-css-js","2024","89317890","2026-03-29 00:00:00.000000"
"rtl-css-js","2025","115370912","2026-03-29 00:00:00.000000"
"rtl-detect","2021","4175014","2026-03-29 00:00:00.000000"
"rtl-detect","2022","10525715","2026-03-29 00:00:00.000000"
"rtl-detect","2023","16157921","2026-03-29 00:00:00.000000"
"rtl-detect","2024","27266269","2026-03-29 00:00:00.000000"
"rtl-detect","2025","33709682","2026-03-29 00:00:00.000000"
"rtlcss","2021","11332751","2026-03-29 00:00:00.000000"
"rtlcss","2022","20194973","2026-03-29 00:00:00.000000"
"rtlcss","2023","24458447","2026-03-29 00:00:00.000000"
"rtlcss","2024","32986817","2026-03-29 00:00:00.000000"
"rtlcss","2025","46198183","2026-03-29 00:00:00.000000"
"rttc","2021","3907583","2026-03-29 00:00:00.000000"
"rttc","2022","4189576","2026-03-29 00:00:00.000000"
"rttc","2023","3997670","2026-03-29 00:00:00.000000"
"rttc","2024","3910122","2026-03-29 00:00:00.000000"
"rttc","2025","3723315","2026-03-29 00:00:00.000000"
"rudder-sdk-js","2021","437360","2026-03-29 00:00:00.000000"
"rudder-sdk-js","2022","1833814","2026-03-29 00:00:00.000000"
"rudder-sdk-js","2023","3633962","2026-03-29 00:00:00.000000"
"rudder-sdk-js","2024","4231016","2026-03-29 00:00:00.000000"
"rudder-sdk-js","2025","4464822","2026-03-29 00:00:00.000000"
"ruhend-scraper","2021","0","2026-03-29 00:00:00.000000"
"ruhend-scraper","2022","0","2026-03-29 00:00:00.000000"
"ruhend-scraper","2023","0","2026-03-29 00:00:00.000000"
"ruhend-scraper","2024","7294674","2026-03-29 00:00:00.000000"
"ruhend-scraper","2025","15499120","2026-03-29 00:00:00.000000"
"run","2021","2408633","2026-03-29 00:00:00.000000"
"run","2022","2636695","2026-03-29 00:00:00.000000"
"run","2023","2237297","2026-03-29 00:00:00.000000"
"run","2024","2768866","2026-03-29 00:00:00.000000"
"run","2025","3371866","2026-03-29 00:00:00.000000"
"run-applescript","2021","597814","2026-03-29 00:00:00.000000"
"run-applescript","2022","1506195","2026-03-29 00:00:00.000000"
"run-applescript","2023","121031849","2026-03-29 00:00:00.000000"
"run-applescript","2024","243084519","2026-03-29 00:00:00.000000"
