repo,repo_id,cve_count_5y,cve_ids_5y,packages_queried,fetched_at
remusao/tldts,97631656,0,,"npm:tldts,npm:tldts-core,npm:tldts-icann",2026-05-03T15:44:36+00:00
requests/requests-oauthlib,6825724,0,,PyPI:requests-oauthlib,2026-05-03T15:44:34+00:00
requests/toolbelt,15515181,0,,PyPI:requests-toolbelt,2026-05-03T15:44:34+00:00
retep998/winapi-rs,23853482,0,,"crates.io:winapi,crates.io:winapi-x86_64-pc-windows-gnu,crates.io:winapi-i686-pc-windows-gnu,crates.io:winapi-build,crates.io:kernel32-sys,crates.io:ws2_32-sys",2026-05-03T15:44:39+00:00
rich-harris/estree-walker,33668779,0,,npm:estree-walker,2026-05-03T15:44:35+00:00
rich-harris/magic-string,26143240,0,,npm:magic-string,2026-05-03T15:44:35+00:00
rob--w/proxy-from-env,52038793,0,,npm:proxy-from-env,2026-05-03T15:44:35+00:00
rollup/plugins,203607977,0,,"npm:@rollup/pluginutils,npm:@rollup/plugin-node-resolve,npm:@rollup/plugin-replace,npm:@rollup/plugin-babel,npm:@rollup/plugin-commonjs,npm:@rollup/plugin-json,npm:@rollup/plugin-terser",2026-05-03T15:44:41+00:00
ronaldoussoren/pyobjc,243933900,0,,"PyPI:pyobjc-core,PyPI:pyobjc-framework-cocoa,PyPI:pyobjc,PyPI:pyobjc-framework-quartz,PyPI:pyobjc-framework-cfnetwork,PyPI:pyobjc-framework-coreservices,PyPI:pyobjc-framework-coremedia,PyPI:pyobjc-framework-security,PyPI:pyobjc-framework-avfoundation,PyPI:pyobjc-framework-fsevents,PyPI:pyobjc-framework-coreaudio,PyPI:pyobjc-framework-metal,PyPI:pyobjc-framework-coredata,PyPI:pyobjc-framework-coreml,PyPI:pyobjc-framework-corelocation,PyPI:pyobjc-framework-coretext,PyPI:pyobjc-framework-accounts,PyPI:pyobjc-framework-discrecording,PyPI:pyobjc-framework-spritekit,PyPI:pyobjc-framework-contacts,PyPI:pyobjc-framework-applicationservices,PyPI:pyobjc-framework-intents,PyPI:pyobjc-framework-addressbook,PyPI:pyobjc-framework-automator,PyPI:pyobjc-framework-launchservices,PyPI:pyobjc-framework-exceptionhandling,PyPI:pyobjc-framework-localauthentication,PyPI:pyobjc-framework-usernotifications,PyPI:pyobjc-framework-screensaver,PyPI:pyobjc-framework-syncservices,PyPI:pyobjc-framework-osakit,PyPI:pyobjc-framework-corewlan,PyPI:pyobjc-framework-notificationcenter,PyPI:pyobjc-framework-multipeerconnectivity,PyPI:pyobjc-framework-coremediaio,PyPI:pyobjc-framework-avkit,PyPI:pyobjc-framework-searchkit,PyPI:pyobjc-framework-servicemanagement,PyPI:pyobjc-framework-eventkit,PyPI:pyobjc-framework-network,PyPI:pyobjc-framework-findersync,PyPI:pyobjc-framework-netfs,PyPI:pyobjc-framework-instantmessage,PyPI:pyobjc-framework-naturallanguage,PyPI:pyobjc-framework-dictionaryservices,PyPI:pyobjc-framework-corebluetooth,PyPI:pyobjc-framework-systemconfiguration,PyPI:pyobjc-framework-libdispatch,PyPI:pyobjc-framework-applescriptkit,PyPI:pyobjc-framework-webkit,PyPI:pyobjc-framework-vision,PyPI:pyobjc-framework-preferencepanes,PyPI:pyobjc-framework-coreaudiokit,PyPI:pyobjc-framework-latentsemanticmapping,PyPI:pyobjc-framework-installerplugins,PyPI:pyobjc-framework-dvdplayback,PyPI:pyobjc-framework-securityinterface,PyPI:pyobjc-framework-diskarbitration,PyPI:pyobjc-framework-discrecordingui,PyPI:pyobjc-framework-securityfoundation,PyPI:pyobjc-framework-photos,PyPI:pyobjc-framework-colorsync,PyPI:pyobjc-framework-cryptotokenkit,PyPI:pyobjc-framework-safariservices,PyPI:pyobjc-framework-modelio,PyPI:pyobjc-framework-scriptingbridge,PyPI:pyobjc-framework-applescriptobjc,PyPI:pyobjc-framework-gamekit,PyPI:pyobjc-framework-scenekit,PyPI:pyobjc-framework-photosui,PyPI:pyobjc-framework-gamecenter,PyPI:pyobjc-framework-networkextension,PyPI:pyobjc-framework-gameplaykit,PyPI:pyobjc-framework-imagecapturecore,PyPI:pyobjc-framework-storekit,PyPI:pyobjc-framework-mediatoolbox,PyPI:pyobjc-framework-externalaccessory,PyPI:pyobjc-framework-videotoolbox,PyPI:pyobjc-framework-iosurface,PyPI:pyobjc-framework-gamecontroller,PyPI:pyobjc-framework-contactsui,PyPI:pyobjc-framework-mapkit,PyPI:pyobjc-framework-opendirectory,PyPI:pyobjc-framework-inputmethodkit,PyPI:pyobjc-framework-cloudkit,PyPI:pyobjc-framework-corespotlight,PyPI:pyobjc-framework-ituneslibrary,PyPI:pyobjc-framework-social,PyPI:pyobjc-framework-businesschat,PyPI:pyobjc-framework-mediaaccessibility,PyPI:pyobjc-framework-medialibrary,PyPI:pyobjc-framework-mediaplayer,PyPI:pyobjc-framework-adsupport,PyPI:pyobjc-framework-collaboration,PyPI:pyobjc-framework-videosubscriberaccount,PyPI:pyobjc-framework-calendarstore,PyPI:pyobjc-framework-fileprovider,PyPI:pyobjc-framework-metalperformanceshaders,PyPI:pyobjc-framework-iobluetooth,PyPI:pyobjc-framework-sharedwithyoucore,PyPI:pyobjc-framework-pubsub,PyPI:pyobjc-framework-coremidi,PyPI:pyobjc-framework-metalkit,PyPI:pyobjc-framework-authenticationservices,PyPI:pyobjc-framework-automaticassessmentconfiguration,PyPI:pyobjc-framework-speech,PyPI:pyobjc-framework-coremotion,PyPI:pyobjc-framework-oslog,PyPI:pyobjc-framework-systemextensions,PyPI:pyobjc-framework-pushkit,PyPI:pyobjc-framework-devicecheck,PyPI:pyobjc-framework-corehaptics,PyPI:pyobjc-framework-executionpolicy,PyPI:pyobjc-framework-pencilkit,PyPI:pyobjc-framework-soundanalysis,PyPI:pyobjc-framework-linkpresentation,PyPI:pyobjc-framework-fileproviderui,PyPI:pyobjc-framework-quicklookthumbnailing,PyPI:pyobjc-framework-replaykit,PyPI:pyobjc-framework-accessibility,PyPI:pyobjc-framework-virtualization,PyPI:pyobjc-framework-classkit,PyPI:pyobjc-framework-passkit,PyPI:pyobjc-framework-audiovideobridging,PyPI:pyobjc-framework-uniformtypeidentifiers,PyPI:pyobjc-framework-screentime,PyPI:pyobjc-framework-callkit,PyPI:pyobjc-framework-mlcompute,PyPI:pyobjc-framework-kernelmanagement,PyPI:pyobjc-framework-metalperformanceshadersgraph,PyPI:pyobjc-framework-apptrackingtransparency,PyPI:pyobjc-framework-adservices,PyPI:pyobjc-framework-usernotificationsui,PyPI:pyobjc-framework-intentsui,PyPI:pyobjc-framework-shazamkit,PyPI:pyobjc-framework-metrickit,PyPI:pyobjc-framework-localauthenticationembeddedui,PyPI:pyobjc-framework-mailkit,PyPI:pyobjc-framework-datadetection,PyPI:pyobjc-framework-screencapturekit,PyPI:pyobjc-framework-libxpc,PyPI:pyobjc-framework-iobluetoothui,PyPI:pyobjc-framework-phase,PyPI:pyobjc-framework-avrouting,PyPI:pyobjc-framework-healthkit,PyPI:pyobjc-framework-extensionkit,PyPI:pyobjc-framework-safetykit,PyPI:pyobjc-framework-metalfx,PyPI:pyobjc-framework-backgroundassets,PyPI:pyobjc-framework-sharedwithyou,PyPI:pyobjc-framework-threadnetwork,PyPI:pyobjc-framework-symbols,PyPI:pyobjc-framework-cinematic,PyPI:pyobjc-framework-sensitivecontentanalysis,PyPI:pyobjc-framework-browserenginekit,PyPI:pyobjc-framework-carbon,PyPI:pyobjc-framework-mediaextension,PyPI:pyobjc-framework-devicediscoveryextension,PyPI:pyobjc-framework-fskit,PyPI:pyobjc-framework-securityui,PyPI:pyobjc-framework-arkit,PyPI:pyobjc-framework-compositorservices,PyPI:pyobjc-framework-gamesave",2026-05-03T15:47:18+00:00
rust-cli/anstyle,493821282,1,GHSA-2rxc-gjrp-vjhx,"crates.io:anstyle,crates.io:anstream,crates.io:anstyle-parse,crates.io:anstyle-query,crates.io:colorchoice,crates.io:anstyle-wincon,crates.io:anstyle-svg,crates.io:anstyle-lossy",2026-05-03T15:44:43+00:00
rust-cli/env_logger,96382888,0,,"crates.io:env_logger,crates.io:env_filter",2026-05-03T15:44:37+00:00
rust-embedded/critical-section,365854323,0,,crates.io:critical-section,2026-05-03T15:44:36+00:00
rust-fuzz/arbitrary,90591032,0,,"crates.io:arbitrary,crates.io:derive_arbitrary",2026-05-03T15:44:37+00:00
rust-itertools/itertools,22360263,0,,crates.io:itertools,2026-05-03T15:44:37+00:00
rust-lang-nursery/lazy-static.rs,21157492,0,,crates.io:lazy_static,2026-05-03T15:44:37+00:00
rust-lang/cc-rs,26039547,0,,"crates.io:cc,crates.io:find-msvc-tools",2026-05-03T15:44:39+00:00
rust-lang/cfg-if,38723660,0,,crates.io:cfg-if,2026-05-03T15:44:38+00:00
rust-lang/compiler-builtins,65153793,0,,"crates.io:libm,crates.io:compiler_builtins",2026-05-03T15:44:39+00:00
rust-lang/flate2-rs,21954009,0,,crates.io:flate2,2026-05-03T15:44:38+00:00
rust-lang/futures-rs,55077261,4,"CVE-2020-35905,CVE-2020-35906,CVE-2020-35907,CVE-2020-35908","crates.io:futures,crates.io:futures-core,crates.io:futures-util,crates.io:futures-sink,crates.io:futures-channel,crates.io:futures-task,crates.io:futures-io,crates.io:futures-executor,crates.io:futures-macro,crates.io:futures-test",2026-05-03T15:44:48+00:00
rust-lang/glob,23241722,0,,crates.io:glob,2026-05-03T15:44:39+00:00
rust-lang/hashbrown,155119796,1,GHSA-wwq9-3cpr-mm53,crates.io:hashbrown,2026-05-03T15:44:39+00:00
rust-lang/libc,29197565,0,,crates.io:libc,2026-05-03T15:44:39+00:00
rust-lang/libz-sys,26042019,0,,"crates.io:libz-sys,crates.io:libz-ng-sys",2026-05-03T15:44:41+00:00
rust-lang/log,27974762,0,,crates.io:log,2026-05-03T15:44:40+00:00
rust-lang/pkg-config-rs,26042035,0,,crates.io:pkg-config,2026-05-03T15:44:40+00:00
rust-lang/regex,27890669,1,CVE-2022-24713,"crates.io:regex,crates.io:regex-automata,crates.io:regex-syntax,crates.io:regex-test,crates.io:regex-lite",2026-05-03T15:44:44+00:00
rust-lang/rust,724712,0,,"crates.io:rustc-std-workspace-core,crates.io:rustc-std-workspace-alloc,crates.io:rustc-std-workspace-std",2026-05-03T15:44:42+00:00
rust-lang/tempdir,31728565,0,,crates.io:tempdir,2026-05-03T15:44:40+00:00
rust-num/num-traits,114705611,0,,crates.io:num-traits,2026-05-03T15:44:40+00:00
rust-phf/rust-phf,15992970,0,,"crates.io:phf_shared,crates.io:phf,crates.io:phf_generator,crates.io:phf_macros,crates.io:phf_codegen",2026-05-03T15:44:45+00:00
rust-random/getrandom,166545969,0,,crates.io:getrandom,2026-05-03T15:44:41+00:00
rust-random/rand,30227790,1,RUSTSEC-2025-0124,"crates.io:rand,crates.io:rand_chacha,crates.io:rand_os",2026-05-03T15:44:43+00:00
rust-random/rand_core,1086593277,2,"CVE-2020-25576,CVE-2021-27378",crates.io:rand_core,2026-05-03T15:44:41+00:00
rust-random/rngs,209510094,0,,"crates.io:rand_xorshift,crates.io:rand_pcg,crates.io:rand_hc,crates.io:rand_xoshiro,crates.io:rand_isaac,crates.io:rand_jitter",2026-05-03T15:44:47+00:00
rustcrypto/formats,406051759,0,,"crates.io:base64ct,crates.io:const-oid,crates.io:der,crates.io:spki,crates.io:pkcs8,crates.io:pem-rfc7468,crates.io:base16ct,crates.io:pkcs1,crates.io:sec1,crates.io:serdect,crates.io:pkcs5,crates.io:der_derive,crates.io:phc,crates.io:x509-cert,crates.io:tls_codec_derive,crates.io:tls_codec,crates.io:cms,crates.io:pkcs12",2026-05-03T15:45:00+00:00
rustcrypto/hashes,74106774,3,"CVE-2019-16143,CVE-2019-25006,CVE-2021-45696","crates.io:sha2,crates.io:sha1,crates.io:md-5,crates.io:sha3,crates.io:sha-1,crates.io:blake2,crates.io:streebog,crates.io:ripemd,crates.io:sha1-checked,crates.io:whirlpool,crates.io:md4,crates.io:sm3",2026-05-03T15:44:53+00:00
rustcrypto/stream-ciphers,83051505,1,CVE-2019-25005,"crates.io:chacha20,crates.io:salsa20",2026-05-03T15:44:43+00:00
rustcrypto/traits,85605821,0,,"crates.io:digest,crates.io:crypto-common,crates.io:cipher,crates.io:signature,crates.io:elliptic-curve,crates.io:aead,crates.io:universal-hash,crates.io:crypto-mac,crates.io:password-hash,crates.io:signature_derive,crates.io:kem",2026-05-03T15:44:53+00:00
rustcrypto/utils,77307442,2,"CVE-2021-45706,RUSTSEC-2021-0064","crates.io:zeroize,crates.io:hex-literal,crates.io:cpufeatures,crates.io:zeroize_derive,crates.io:block-buffer,crates.io:blobby,crates.io:ctutils,crates.io:inout,crates.io:opaque-debug,crates.io:block-padding,crates.io:cmov,crates.io:byte-tools,crates.io:fake-simd,crates.io:cpubits,crates.io:cpuid-bool,crates.io:dbl",2026-05-03T15:44:59+00:00
rvagg/bl,10706095,0,,npm:bl,2026-05-03T15:44:44+00:00
rvagg/prr,9151864,0,,npm:prr,2026-05-03T15:44:44+00:00
rvagg/through2,11808187,0,,npm:through2,2026-05-03T15:44:45+00:00
ryanzim/universalify,87651180,0,,npm:universalify,2026-05-03T15:44:45+00:00
salesforce/tough-cookie,2606873,1,CVE-2023-26136,npm:tough-cookie,2026-05-03T15:44:45+00:00
samn/json-stable-stringify,76598131,0,,npm:json-stable-stringify-without-jsonify,2026-05-03T15:44:46+00:00
samverschueren/decode-uri-component,91837954,1,CVE-2022-38900,npm:decode-uri-component,2026-05-03T15:44:46+00:00
sboudrias/inquirer.js,10114077,0,,"npm:inquirer,npm:@inquirer/type,npm:@inquirer/core,npm:@inquirer/figures,npm:@inquirer/ansi,npm:@inquirer/prompts,npm:@inquirer/external-editor,npm:@inquirer/number,npm:@inquirer/search,npm:@inquirer/confirm,npm:@inquirer/rawlist,npm:@inquirer/select,npm:@inquirer/input,npm:@inquirer/checkbox,npm:@inquirer/password,npm:@inquirer/editor,npm:@inquirer/expand",2026-05-03T15:45:02+00:00
scikit-build/ninja-python-distributions,75102202,0,,PyPI:ninja,2026-05-03T15:44:46+00:00
scikit-learn/scikit-learn,843222,3,"CVE-2020-13092,CVE-2020-28975,CVE-2024-5206",PyPI:scikit-learn,2026-05-03T15:44:47+00:00
scipy/scipy,1460385,3,"CVE-2013-4251,CVE-2023-25399,CVE-2023-29824",PyPI:scipy,2026-05-03T15:44:47+00:00
seanmonstar/reqwest,62350380,0,,crates.io:reqwest,2026-05-03T15:44:47+00:00
sec-ant/readable-stream,569980966,0,,npm:@sec-ant/readable-stream,2026-05-03T15:44:47+00:00
serde-rs/bytes,87358441,0,,crates.io:serde_bytes,2026-05-03T15:44:48+00:00
serde-rs/json,35894511,0,,crates.io:serde_json,2026-05-03T15:44:48+00:00
serde-rs/serde,14367737,0,,"crates.io:serde,crates.io:serde_derive,crates.io:serde_core,crates.io:serde_derive_internals",2026-05-03T15:44:52+00:00
serde-rs/test,670894947,0,,crates.io:serde_test,2026-05-03T15:44:48+00:00
servo/rust-fnv,33499190,0,,crates.io:fnv,2026-05-03T15:44:48+00:00
servo/rust-smallvec,33456236,5,"CVE-2018-20991,CVE-2018-25023,CVE-2019-15551,CVE-2019-15554,CVE-2021-25900",crates.io:smallvec,2026-05-03T15:44:49+00:00
servo/rust-url,14934771,1,CVE-2024-12224,"crates.io:percent-encoding,crates.io:url,crates.io:idna,crates.io:form_urlencoded,crates.io:data-url",2026-05-03T15:44:53+00:00
shtylman/node-process,7580644,0,,npm:process,2026-05-03T15:44:49+00:00
sinclairzx81/sinclair-typebox,1122129819,0,,npm:@sinclair/typebox,2026-05-03T15:44:49+00:00
sindresorhus/ansi-escapes,40721875,0,,npm:ansi-escapes,2026-05-03T15:44:49+00:00
sindresorhus/array-union,21005682,0,,npm:array-union,2026-05-03T15:44:50+00:00
sindresorhus/binary-extensions,29771015,0,,npm:binary-extensions,2026-05-03T15:44:50+00:00
sindresorhus/callsites,18938743,0,,npm:callsites,2026-05-03T15:44:50+00:00
sindresorhus/camelcase,25116836,0,,npm:camelcase,2026-05-03T15:44:50+00:00
sindresorhus/clean-stack,62838930,0,,npm:clean-stack,2026-05-03T15:44:51+00:00
sindresorhus/cli-cursor,23512396,0,,npm:cli-cursor,2026-05-03T15:44:51+00:00
sindresorhus/crypto-random-string,73665728,0,,npm:crypto-random-string,2026-05-03T15:44:51+00:00
sindresorhus/decamelize,29773710,0,,npm:decamelize,2026-05-03T15:44:51+00:00
sindresorhus/detect-newline,21304485,0,,npm:detect-newline,2026-05-03T15:44:52+00:00
sindresorhus/environment,793180075,0,,npm:environment,2026-05-03T15:44:52+00:00
sindresorhus/escape-string-regexp,21169121,0,,npm:escape-string-regexp,2026-05-03T15:44:52+00:00
sindresorhus/execa,47475908,0,,npm:execa,2026-05-03T15:44:52+00:00
sindresorhus/figures,21672939,0,,npm:figures,2026-05-03T15:44:52+00:00
sindresorhus/file-type,19105307,1,CVE-2022-36313,npm:file-type,2026-05-03T15:44:53+00:00
sindresorhus/find-cache-dir,48783244,0,,npm:find-cache-dir,2026-05-03T15:44:53+00:00
sindresorhus/find-up,41723004,0,,npm:find-up,2026-05-03T15:44:53+00:00
sindresorhus/find-up-simple,714044439,0,,npm:find-up-simple,2026-05-03T15:44:53+00:00
sindresorhus/get-east-asian-width,711160838,0,,npm:get-east-asian-width,2026-05-03T15:44:53+00:00
sindresorhus/get-stream,44264225,0,,npm:get-stream,2026-05-03T15:44:53+00:00
sindresorhus/globals,15186239,0,,npm:globals,2026-05-03T15:44:54+00:00
sindresorhus/globby,21069494,0,,npm:globby,2026-05-03T15:44:54+00:00
sindresorhus/has-flag,38718671,0,,npm:has-flag,2026-05-03T15:44:54+00:00
sindresorhus/import-fresh,22020904,0,,npm:import-fresh,2026-05-03T15:44:54+00:00
sindresorhus/import-local,90292430,0,,npm:import-local,2026-05-03T15:44:54+00:00
sindresorhus/indent-string,20576837,0,,npm:indent-string,2026-05-03T15:44:54+00:00
sindresorhus/is-binary-path,29771247,0,,npm:is-binary-path,2026-05-03T15:44:54+00:00
sindresorhus/is-docker,33590534,0,,npm:is-docker,2026-05-03T15:44:54+00:00
sindresorhus/is-fullwidth-code-point,39222301,0,,npm:is-fullwidth-code-point,2026-05-03T15:44:54+00:00
sindresorhus/is-inside-container,601943060,0,,npm:is-inside-container,2026-05-03T15:44:54+00:00
sindresorhus/is-path-inside,21054113,0,,npm:is-path-inside,2026-05-03T15:44:55+00:00
sindresorhus/is-plain-obj,38923193,0,,npm:is-plain-obj,2026-05-03T15:44:55+00:00
sindresorhus/is-stream,29436825,0,,npm:is-stream,2026-05-03T15:44:55+00:00
sindresorhus/is-unicode-supported,348660847,0,,npm:is-unicode-supported,2026-05-03T15:44:55+00:00
sindresorhus/is-wsl,88415331,0,,npm:is-wsl,2026-05-03T15:44:55+00:00
sindresorhus/leven,22794601,0,,npm:leven,2026-05-03T15:44:55+00:00
sindresorhus/locate-path,74266248,0,,npm:locate-path,2026-05-03T15:44:55+00:00
sindresorhus/log-symbols,21673868,0,,npm:log-symbols,2026-05-03T15:44:55+00:00
sindresorhus/lowercase-keys,29769737,0,,npm:lowercase-keys,2026-05-03T15:44:55+00:00
sindresorhus/make-dir,90776169,0,,npm:make-dir,2026-05-03T15:44:55+00:00
sindresorhus/meow,25121561,0,,npm:meow,2026-05-03T15:44:56+00:00
sindresorhus/mimic-fn,71381729,0,,npm:mimic-fn,2026-05-03T15:44:56+00:00
sindresorhus/mimic-function,71381729,0,,npm:mimic-function,2026-05-03T15:44:56+00:00
sindresorhus/mimic-response,93189529,0,,npm:mimic-response,2026-05-03T15:44:56+00:00
sindresorhus/node-defaults,7985040,0,,npm:defaults,2026-05-03T15:44:56+00:00
sindresorhus/normalize-url,29094022,1,CVE-2021-33502,npm:normalize-url,2026-05-03T15:44:56+00:00
sindresorhus/npm-run-path,48707028,0,,npm:npm-run-path,2026-05-03T15:44:56+00:00
sindresorhus/object-assign,16457190,0,,npm:object-assign,2026-05-03T15:44:56+00:00
sindresorhus/onetime,14847357,0,,npm:onetime,2026-05-03T15:44:56+00:00
sindresorhus/open,18469325,0,,"npm:open,npm:opn",2026-05-03T15:44:57+00:00
sindresorhus/p-limit,71542716,0,,npm:p-limit,2026-05-03T15:44:56+00:00
sindresorhus/p-locate,74265632,0,,npm:p-locate,2026-05-03T15:44:57+00:00
sindresorhus/p-map,71526722,0,,npm:p-map,2026-05-03T15:44:57+00:00
sindresorhus/p-try,71534796,0,,npm:p-try,2026-05-03T15:44:57+00:00
sindresorhus/parent-module,50187748,0,,npm:parent-module,2026-05-03T15:44:57+00:00
sindresorhus/parse-json,41367145,0,,npm:parse-json,2026-05-03T15:44:57+00:00
sindresorhus/path-exists,34965664,0,,npm:path-exists,2026-05-03T15:44:57+00:00
sindresorhus/path-is-absolute,30900285,0,,npm:path-is-absolute,2026-05-03T15:44:57+00:00
sindresorhus/path-key,48706449,0,,npm:path-key,2026-05-03T15:44:57+00:00
sindresorhus/path-type,41905436,0,,npm:path-type,2026-05-03T15:44:57+00:00
sindresorhus/pify,41585934,0,,npm:pify,2026-05-03T15:44:57+00:00
sindresorhus/pkg-dir,41724281,0,,npm:pkg-dir,2026-05-03T15:44:58+00:00
sindresorhus/quick-lru,86679721,0,,"npm:quick-lru,npm:@alloc/quick-lru",2026-05-03T15:44:59+00:00
sindresorhus/read-pkg,41790094,0,,npm:read-pkg,2026-05-03T15:44:58+00:00
sindresorhus/read-pkg-up,41842429,0,,npm:read-pkg-up,2026-05-03T15:44:58+00:00
sindresorhus/resolve-cwd,47504070,0,,npm:resolve-cwd,2026-05-03T15:44:58+00:00
sindresorhus/resolve-from,22022707,0,,npm:resolve-from,2026-05-03T15:44:58+00:00
sindresorhus/restore-cursor,23512229,0,,npm:restore-cursor,2026-05-03T15:44:58+00:00
sindresorhus/shebang-regex,30903733,0,,npm:shebang-regex,2026-05-03T15:44:58+00:00
sindresorhus/slash,11516031,0,,npm:slash,2026-05-03T15:44:58+00:00
sindresorhus/string-width,39222730,0,,npm:string-width,2026-05-03T15:44:59+00:00
sindresorhus/strip-bom,18444852,0,,"npm:strip-bom,npm:@types/strip-bom",2026-05-03T15:45:00+00:00
sindresorhus/strip-final-newline,47453723,0,,npm:strip-final-newline,2026-05-03T15:44:59+00:00
sindresorhus/strip-indent,18242629,0,,npm:strip-indent,2026-05-03T15:44:59+00:00
sindresorhus/strip-json-comments,14468669,0,,"npm:strip-json-comments,npm:@types/strip-json-comments",2026-05-03T15:45:00+00:00
sindresorhus/tagged-tag,795552264,0,,npm:tagged-tag,2026-05-03T15:44:59+00:00
sindresorhus/to-fast-properties,31656998,0,,npm:to-fast-properties,2026-05-03T15:44:59+00:00
sindresorhus/type-fest,175398594,0,,npm:type-fest,2026-05-03T15:44:59+00:00
sindresorhus/unicorn-magic,716660564,0,,npm:unicorn-magic,2026-05-03T15:45:00+00:00
sindresorhus/yocto-queue,315531538,0,,npm:yocto-queue,2026-05-03T15:44:59+00:00
sinonjs/commons,143001748,0,,npm:@sinonjs/commons,2026-05-03T15:45:00+00:00
sinonjs/fake-timers,16523712,0,,npm:@sinonjs/fake-timers,2026-05-03T15:45:00+00:00
smithy-lang/smithy-rs,308027791,1,CVE-2023-30610,"crates.io:aws-smithy-types,crates.io:aws-smithy-async,crates.io:aws-smithy-runtime-api,crates.io:aws-smithy-http,crates.io:aws-smithy-json,crates.io:aws-runtime,crates.io:aws-types,crates.io:aws-credential-types,crates.io:aws-smithy-runtime,crates.io:aws-sigv4,crates.io:aws-smithy-xml,crates.io:aws-config,crates.io:aws-smithy-query,crates.io:aws-smithy-eventstream,crates.io:aws-smithy-checksums,crates.io:aws-smithy-http-client,crates.io:aws-smithy-protocol-test,crates.io:aws-http,crates.io:aws-smithy-client,crates.io:aws-smithy-http-tower,crates.io:aws-sig-auth,crates.io:aws-endpoint,crates.io:aws-smithy-types-convert,crates.io:aws-smithy-mocks",2026-05-03T15:45:23+00:00
smithy-lang/smithy-typescript,208319207,0,,"npm:@smithy/types,npm:@smithy/util-buffer-from,npm:@smithy/util-utf8,npm:@smithy/protocol-http,npm:@smithy/is-array-buffer,npm:@smithy/property-provider,npm:@smithy/node-config-provider,npm:@smithy/shared-ini-file-loader,npm:@smithy/util-middleware,npm:@smithy/smithy-client,npm:@smithy/util-base64,npm:@smithy/core,npm:@smithy/url-parser,npm:@smithy/querystring-builder,npm:@smithy/util-hex-encoding,npm:@smithy/util-uri-escape,npm:@smithy/util-stream,npm:@smithy/abort-controller,npm:@smithy/querystring-parser,npm:@smithy/service-error-classification,npm:@smithy/node-http-handler,npm:@smithy/util-retry,npm:@smithy/fetch-http-handler,npm:@smithy/middleware-endpoint,npm:@smithy/middleware-stack,npm:@smithy/config-resolver,npm:@smithy/util-config-provider,npm:@smithy/util-endpoints,npm:@smithy/middleware-serde,npm:@smithy/signature-v4,npm:@smithy/credential-provider-imds,npm:@smithy/util-body-length-browser,npm:@smithy/hash-node,npm:@smithy/middleware-retry,npm:@smithy/util-defaults-mode-node,npm:@smithy/util-defaults-mode-browser,npm:@smithy/middleware-content-length,npm:@smithy/invalid-dependency,npm:@smithy/util-body-length-node,npm:@smithy/eventstream-codec,npm:@smithy/eventstream-serde-universal,npm:@smithy/util-waiter,npm:@smithy/eventstream-serde-node,npm:@smithy/eventstream-serde-browser,npm:@smithy/eventstream-serde-config-resolver,npm:@smithy/chunked-blob-reader-native,npm:@smithy/chunked-blob-reader,npm:@smithy/md5-js,npm:@smithy/uuid,npm:@smithy/hash-stream-node,npm:@smithy/hash-blob-browser",2026-05-03T15:45:50+00:00
smol-rs/fastrand,267368764,0,,crates.io:fastrand,2026-05-03T15:45:00+00:00
snowflakedb/snowflake-connector-python,62262074,6,"CVE-2022-42965,CVE-2023-34233,CVE-2024-49750,CVE-2025-24793,CVE-2025-24794,CVE-2025-24795",PyPI:snowflake-connector-python,2026-05-03T15:45:00+00:00
socketio/socket.io,557980,9,"CVE-2020-28481,CVE-2020-36048,CVE-2020-36049,CVE-2022-21676,CVE-2022-2421,CVE-2022-41940,CVE-2023-31125,CVE-2023-32695,CVE-2024-38355","npm:socket.io-parser,npm:engine.io-parser,npm:engine.io,npm:socket.io-adapter,npm:engine.io-client,npm:socket.io,npm:socket.io-client",2026-05-03T15:45:06+00:00
sqlalchemy/sqlalchemy,159271175,1,CVE-2012-0805,PyPI:sqlalchemy,2026-05-03T15:44:59+00:00
srijs/rust-crc32fast,157348282,0,,crates.io:crc32fast,2026-05-03T15:45:00+00:00
stebalien/tempfile,33832372,0,,crates.io:tempfile,2026-05-03T15:45:00+00:00
stefanpenner/get-caller-file,48818175,0,,npm:get-caller-file,2026-05-03T15:45:01+00:00
storybookjs/storybook,54173593,1,CVE-2025-68429,"npm:@storybook/client-logger,npm:@storybook/core-events,npm:@storybook/theming,npm:@storybook/manager-api,npm:@storybook/components,npm:@storybook/preview-api,npm:@storybook/types,npm:@storybook/addons,npm:@storybook/api,npm:storybook,npm:eslint-plugin-storybook",2026-05-03T15:45:10+00:00
stream-utils/destroy,15544623,0,,npm:destroy,2026-05-03T15:45:01+00:00
stream-utils/raw-body,12823654,0,,npm:raw-body,2026-05-03T15:45:01+00:00
stream-utils/unpipe,37428186,0,,npm:unpipe,2026-05-03T15:45:01+00:00
streamich/memfs,37490572,0,,"npm:memfs,npm:@jsonjoy.com/fs-node-builtins,npm:@jsonjoy.com/fs-node-utils,npm:@jsonjoy.com/fs-core,npm:@jsonjoy.com/fs-node,npm:@jsonjoy.com/fs-fsa,npm:@jsonjoy.com/fs-snapshot,npm:@jsonjoy.com/fs-print,npm:@jsonjoy.com/fs-node-to-fsa",2026-05-03T15:45:09+00:00
stub42/pytz,63155638,0,,PyPI:pytz,2026-05-03T15:45:01+00:00
