repo,repo_id,cve_count_5y,cve_ids_5y,packages_queried,fetched_at
firebase/firebase-js-sdk,89290483,2,"CVE-2020-7765,CVE-2024-11023","npm:@firebase/util,npm:@firebase/component,npm:@firebase/logger,npm:@firebase/app-types,npm:@firebase/database-types,npm:@firebase/auth-interop-types,npm:@firebase/database,npm:@firebase/installations,npm:@firebase/app-check-interop-types,npm:@firebase/database-compat,npm:@firebase/app,npm:@firebase/auth,npm:@firebase/messaging,npm:@firebase/firestore,npm:@firebase/storage,npm:@firebase/functions,npm:@firebase/analytics,npm:@firebase/webchannel-wrapper,npm:@firebase/performance,npm:@firebase/firestore-types,npm:@firebase/remote-config,npm:@firebase/auth-types,npm:@firebase/storage-types,npm:@firebase/functions-types,npm:@firebase/analytics-types,npm:@firebase/performance-types,npm:firebase,npm:@firebase/remote-config-types,npm:@firebase/messaging-interop-types,npm:@firebase/installations-types,npm:@firebase/app-check,npm:@firebase/app-check-types,npm:@firebase/app-compat,npm:@firebase/firestore-compat,npm:@firebase/auth-compat,npm:@firebase/functions-compat,npm:@firebase/messaging-compat,npm:@firebase/storage-compat,npm:@firebase/app-check-compat,npm:@firebase/performance-compat,npm:@firebase/analytics-compat,npm:@firebase/remote-config-compat,npm:@firebase/installations-compat,npm:@firebase/data-connect,npm:@firebase/ai",2026-05-03T15:44:23+00:00
fitzgen/glob-to-regexp,11461122,0,,npm:glob-to-regexp,2026-05-03T15:43:39+00:00
floatdrop/require-from-string,39301848,0,,npm:require-from-string,2026-05-03T15:43:39+00:00
floating-ui/floating-ui,54994103,0,,"npm:@floating-ui/utils,npm:@floating-ui/dom,npm:@floating-ui/core,npm:@floating-ui/react-dom,npm:@floating-ui/react",2026-05-03T15:43:43+00:00
follow-redirects/follow-redirects,6697086,4,"CVE-2022-0155,CVE-2022-0536,CVE-2023-26159,CVE-2024-28849",npm:follow-redirects,2026-05-03T15:43:39+00:00
form-data/form-data,1755793,1,CVE-2025-7783,npm:form-data,2026-05-03T15:43:40+00:00
formatjs/formatjs,19117456,0,,"npm:@formatjs/fast-memoize,npm:@formatjs/ecma402-abstract,npm:@formatjs/intl-localematcher,npm:@formatjs/icu-skeleton-parser,npm:@formatjs/icu-messageformat-parser,npm:intl-messageformat,npm:@formatjs/bigdecimal,npm:intl-messageformat-parser,npm:react-intl,npm:@formatjs/intl",2026-05-03T15:43:49+00:00
frenic/csstype,104001328,0,,npm:csstype,2026-05-03T15:43:40+00:00
frommi/miniz_oxide,96124162,0,,crates.io:miniz_oxide,2026-05-03T15:43:40+00:00
fsevents/fsevents,1402936,2,"CVE-2023-45311,GHSA-xv2f-5jw4-v95m",npm:fsevents,2026-05-03T15:43:40+00:00
fsspec/filesystem_spec,130727736,0,,PyPI:fsspec,2026-05-03T15:43:40+00:00
fsspec/s3fs,53987953,0,,PyPI:s3fs,2026-05-03T15:43:40+00:00
garycourt/uri-js,989080,0,,npm:uri-js,2026-05-03T15:43:41+00:00
getsentry/sentry-javascript,3328572,3,"CVE-2025-65944,GHSA-593m-55hh-j8gv,GHSA-r5w7-f542-q2j4","npm:@sentry/core,npm:@sentry/types,npm:@sentry/utils,npm:@sentry-internal/browser-utils,npm:@sentry-internal/replay,npm:@sentry/browser,npm:@sentry-internal/replay-canvas,npm:@sentry/node,npm:@sentry-internal/feedback,npm:@sentry/react,npm:@sentry/integrations,npm:@sentry/opentelemetry,npm:@sentry/node-core",2026-05-03T15:43:53+00:00
giampaolo/psutil,20101515,0,,PyPI:psutil,2026-05-03T15:43:41+00:00
gitoxidelabs/gitoxide,136510559,11,"CVE-2023-53158,CVE-2024-32884,CVE-2024-35186,CVE-2024-35197,CVE-2024-40644,CVE-2024-45305,CVE-2024-45405,CVE-2025-22620,CVE-2025-31130,CVE-2026-0810,GHSA-cx7h-h87r-jpgr","crates.io:gix-path,crates.io:gix-error,crates.io:gix-hash,crates.io:gix-features,crates.io:gix-trace,crates.io:gix-utils,crates.io:gix-validate,crates.io:gix-object,crates.io:gix-date,crates.io:gix-fs,crates.io:gix-glob,crates.io:gix-tempfile,crates.io:gix-hashtable,crates.io:gix-config-value,crates.io:gix-quote,crates.io:gix-actor,crates.io:gix-sec,crates.io:gix-lock,crates.io:gix-commitgraph,crates.io:gix-ref,crates.io:gix-config,crates.io:gix-revwalk,crates.io:gix-command,crates.io:gix-url,crates.io:gix-attributes,crates.io:gix-index,crates.io:gix-traverse,crates.io:gix-refspec,crates.io:gix-chunk,crates.io:gix-revision,crates.io:gix-diff,crates.io:gix-pack,crates.io:gix,crates.io:gix-worktree,crates.io:gix-discover,crates.io:gix-pathspec,crates.io:gix-odb,crates.io:gix-ignore,crates.io:gix-packetline,crates.io:gix-filter,crates.io:gix-bitmap,crates.io:gix-transport,crates.io:gix-credentials,crates.io:gix-prompt,crates.io:gix-protocol,crates.io:gix-negotiate,crates.io:gix-submodule,crates.io:gix-packetline-blocking,crates.io:gix-shallow,crates.io:gix-worktree-state,crates.io:gix-dir,crates.io:gix-mailmap,crates.io:gix-status,crates.io:gix-worktree-stream,crates.io:gix-archive,crates.io:gix-blame,crates.io:gix-merge",2026-05-03T15:44:38+00:00
gitpython-developers/gitdb,1126093,0,,"PyPI:gitdb,PyPI:gitdb2",2026-05-03T15:43:42+00:00
gitpython-developers/smmap,1865144,0,,"PyPI:smmap,PyPI:smmap2",2026-05-03T15:43:43+00:00
gkz/levn,13287279,0,,npm:levn,2026-05-03T15:43:42+00:00
gkz/optionator,13435927,0,,npm:optionator,2026-05-03T15:43:42+00:00
gkz/prelude-ls,4457759,0,,npm:prelude-ls,2026-05-03T15:43:43+00:00
gkz/type-check,13182168,0,,npm:type-check,2026-05-03T15:43:43+00:00
google/brotli,24993138,2,"BIT-brotli-2020-8927,CVE-2025-6176",PyPI:brotli,2026-05-03T15:43:44+00:00
google/zerocopy,534354967,1,GHSA-3mv5-343c-w2qg,"crates.io:zerocopy,crates.io:zerocopy-derive",2026-05-03T15:43:45+00:00
googleapis/google-auth-library-python,69199387,0,,PyPI:google-auth,2026-05-03T15:43:44+00:00
googleapis/google-cloud-node-core,1052931509,0,,"npm:gaxios,npm:google-auth-library,npm:gcp-metadata,npm:google-logging-utils,npm:teeny-request,npm:google-gax,npm:proto3-json-serializer,npm:googleapis-common",2026-05-03T15:43:51+00:00
googleapis/google-resumable-media-python,88091939,0,,PyPI:google-resumable-media,2026-05-03T15:43:44+00:00
googleapis/python-api-core,226992456,0,,PyPI:google-api-core,2026-05-03T15:43:45+00:00
googleapis/python-crc32c,159736041,0,,PyPI:google-crc32c,2026-05-03T15:43:44+00:00
googleapis/python-storage,226992639,0,,PyPI:google-cloud-storage,2026-05-03T15:43:45+00:00
googlechrome/workbox,55424670,0,,"npm:workbox-core,npm:workbox-routing,npm:workbox-strategies,npm:workbox-background-sync,npm:workbox-build,npm:workbox-precaching,npm:workbox-cacheable-response,npm:workbox-expiration,npm:workbox-navigation-preload,npm:workbox-range-requests,npm:workbox-google-analytics,npm:workbox-streams,npm:workbox-sw,npm:workbox-window,npm:workbox-broadcast-update,npm:workbox-webpack-plugin,npm:workbox-recipes",2026-05-03T15:44:02+00:00
gozala/events,1649251,0,,npm:events,2026-05-03T15:43:46+00:00
grahamdumpleton/wrapt,10357291,0,,PyPI:wrapt,2026-05-03T15:43:46+00:00
graydon/exhaustigen-rs,432630522,0,,crates.io:exhaustigen,2026-05-03T15:43:46+00:00
gregberge/svgr,102155012,0,,"npm:@svgr/babel-preset,npm:@svgr/hast-util-to-babel-ast,npm:@svgr/babel-plugin-transform-svg-component,npm:@svgr/babel-plugin-transform-react-native-svg,npm:@svgr/babel-plugin-svg-em-dimensions,npm:@svgr/babel-plugin-replace-jsx-attribute-value,npm:@svgr/babel-plugin-svg-dynamic-title,npm:@svgr/babel-plugin-add-jsx-attribute,npm:@svgr/core,npm:@svgr/babel-plugin-remove-jsx-attribute,npm:@svgr/babel-plugin-remove-jsx-empty-expression,npm:@svgr/plugin-jsx,npm:@svgr/plugin-svgo,npm:@svgr/webpack",2026-05-03T15:43:59+00:00
grncdr/merge-stream,10579821,0,,npm:merge-stream,2026-05-03T15:43:47+00:00
grpc/grpc,27729880,5,"CVE-2023-1428,CVE-2023-32731,CVE-2023-32732,CVE-2023-33953,CVE-2023-4785","PyPI:grpcio,PyPI:grpcio-status,PyPI:grpcio-tools,PyPI:grpcio-health-checking,PyPI:grpcio-reflection",2026-05-03T15:43:51+00:00
gsnedders/python-webencodings,7043404,0,,PyPI:webencodings,2026-05-03T15:43:47+00:00
guillaumegomez/doc-comment,127254922,0,,crates.io:doc-comment,2026-05-03T15:43:47+00:00
gulpjs/glob-parent,29154915,2,"BIT-gulp-2020-28469,BIT-gulp-2021-35065",npm:glob-parent,2026-05-03T15:43:48+00:00
gweis/isodate,6449370,0,,PyPI:isodate,2026-05-03T15:43:48+00:00
gyscos/zstd-rs,52115335,0,,"crates.io:zstd-sys,crates.io:zstd,crates.io:zstd-safe",2026-05-03T15:43:50+00:00
hapijs/hoek,5831189,1,CVE-2020-36604,"npm:@hapi/hoek,npm:hoek",2026-05-03T15:43:50+00:00
hiddentao/fast-levenshtein,9490451,0,,npm:fast-levenshtein,2026-05-03T15:43:49+00:00
httplib2/httplib2,53002916,2,"CVE-2013-2037,CVE-2021-21240",PyPI:httplib2,2026-05-03T15:43:50+00:00
hukkin/tomli,370616797,0,,PyPI:tomli,2026-05-03T15:43:50+00:00
hyperium/http,84983058,2,"CVE-2019-25008,CVE-2019-25009",crates.io:http,2026-05-03T15:43:51+00:00
hyperium/http-body,183281612,0,,"crates.io:http-body,crates.io:http-body-util",2026-05-03T15:43:52+00:00
iarna/aproba,31432421,0,,npm:aproba,2026-05-03T15:43:51+00:00
import-js/eslint-plugin-import,32238354,0,,"npm:eslint-plugin-import,npm:eslint-import-resolver-node,npm:eslint-module-utils,npm:eslint-import-resolver-webpack",2026-05-03T15:43:54+00:00
indexmap-rs/indexmap,68294628,0,,crates.io:indexmap,2026-05-03T15:43:52+00:00
indutny/bn.js,19176350,0,,npm:bn.js,2026-05-03T15:43:52+00:00
indygreg/python-zstandard,67307930,0,,PyPI:zstandard,2026-05-03T15:43:52+00:00
inikulin/parse5,8862593,0,,"npm:parse5,npm:parse5-htmlparser2-tree-adapter,npm:parse5-sax-parser,npm:parse5-html-rewriting-stream,npm:parse5-parser-stream",2026-05-03T15:43:56+00:00
inspect-js/array-buffer-byte-length,607836784,0,,npm:array-buffer-byte-length,2026-05-03T15:43:52+00:00
inspect-js/available-typed-arrays,235965505,0,,npm:available-typed-arrays,2026-05-03T15:43:53+00:00
inspect-js/functions-have-names,198357138,0,,npm:functions-have-names,2026-05-03T15:43:53+00:00
inspect-js/has-property-descriptors,481834578,0,,npm:has-property-descriptors,2026-05-03T15:43:53+00:00
inspect-js/has-proto,577580747,0,,npm:has-proto,2026-05-03T15:43:53+00:00
inspect-js/has-symbols,68573418,0,,npm:has-symbols,2026-05-03T15:43:53+00:00
inspect-js/has-tostringtag,392913710,0,,npm:has-tostringtag,2026-05-03T15:43:53+00:00
inspect-js/hasown,703350811,0,,npm:hasown,2026-05-03T15:43:54+00:00
inspect-js/is-accessor-descriptor,41658954,0,,npm:is-accessor-descriptor,2026-05-03T15:43:54+00:00
inspect-js/is-arguments,15725461,0,,npm:is-arguments,2026-05-03T15:43:54+00:00
inspect-js/is-array-buffer,45977026,0,,npm:is-array-buffer,2026-05-03T15:43:54+00:00
inspect-js/is-bigint,149682261,0,,npm:is-bigint,2026-05-03T15:43:54+00:00
inspect-js/is-boolean-object,34700259,0,,npm:is-boolean-object,2026-05-03T15:43:54+00:00
inspect-js/is-callable,30012910,0,,npm:is-callable,2026-05-03T15:43:54+00:00
inspect-js/is-core-module,24578130,0,,npm:is-core-module,2026-05-03T15:43:55+00:00
inspect-js/is-data-descriptor,41659073,0,,npm:is-data-descriptor,2026-05-03T15:43:55+00:00
inspect-js/is-data-view,751048078,0,,npm:is-data-view,2026-05-03T15:43:55+00:00
inspect-js/is-date-object,29991041,0,,npm:is-date-object,2026-05-03T15:43:55+00:00
inspect-js/is-descriptor,41658845,0,,npm:is-descriptor,2026-05-03T15:43:55+00:00
inspect-js/is-number-object,29991666,0,,npm:is-number-object,2026-05-03T15:43:55+00:00
inspect-js/is-regex,15930063,0,,npm:is-regex,2026-05-03T15:43:55+00:00
inspect-js/is-string,30010185,0,,npm:is-string,2026-05-03T15:43:55+00:00
inspect-js/is-symbol,29791606,0,,npm:is-symbol,2026-05-03T15:43:55+00:00
inspect-js/is-typed-array,43528820,0,,npm:is-typed-array,2026-05-03T15:43:56+00:00
inspect-js/node-supports-preserve-symlinks-flag,443970899,0,,npm:supports-preserve-symlinks-flag,2026-05-03T15:43:56+00:00
inspect-js/object-inspect,11683441,0,,npm:object-inspect,2026-05-03T15:43:56+00:00
inspect-js/typed-array-buffer,649850465,0,,npm:typed-array-buffer,2026-05-03T15:43:56+00:00
inspect-js/which-boxed-primitive,201685155,0,,npm:which-boxed-primitive,2026-05-03T15:43:56+00:00
inspect-js/which-typed-array,43708371,0,,npm:which-typed-array,2026-05-03T15:43:56+00:00
ipython/traitlets,14993021,0,,PyPI:traitlets,2026-05-03T15:43:56+00:00
isaacs/chownr,3858354,1,CVE-2017-18869,npm:chownr,2026-05-03T15:43:56+00:00
isaacs/cliui,634056857,0,,npm:@isaacs/cliui,2026-05-03T15:43:56+00:00
isaacs/core-util-is,12391440,0,,npm:core-util-is,2026-05-03T15:43:57+00:00
isaacs/fs.realpath,61231712,0,,npm:fs.realpath,2026-05-03T15:43:57+00:00
isaacs/inherits,1580001,0,,npm:inherits,2026-05-03T15:43:57+00:00
isaacs/isexe,49804297,0,,npm:isexe,2026-05-03T15:43:57+00:00
isaacs/minimatch,2056549,1,CVE-2022-3517,npm:minimatch,2026-05-03T15:43:57+00:00
isaacs/minipass,84886212,0,,npm:minipass,2026-05-03T15:43:57+00:00
isaacs/minizlib,86429676,0,,npm:minizlib,2026-05-03T15:43:57+00:00
isaacs/node-glob,357681,1,CVE-2025-64756,npm:glob,2026-05-03T15:43:57+00:00
isaacs/node-graceful-fs,2077020,0,,npm:graceful-fs,2026-05-03T15:43:57+00:00
isaacs/node-lru-cache,679662,0,,npm:lru-cache,2026-05-03T15:43:57+00:00
isaacs/node-mkdirp,2718248,0,,npm:mkdirp,2026-05-03T15:43:57+00:00
isaacs/node-tar,1534331,7,"CVE-2021-32803,CVE-2021-32804,CVE-2021-37701,CVE-2021-37712,CVE-2021-37713,CVE-2024-28863,CVE-2025-64118",npm:tar,2026-05-03T15:43:58+00:00
isaacs/once,5409660,0,,npm:once,2026-05-03T15:43:58+00:00
isaacs/package-json-from-dist,800543709,0,,npm:package-json-from-dist,2026-05-03T15:43:58+00:00
isaacs/path-scurry,591569499,0,,npm:path-scurry,2026-05-03T15:43:58+00:00
isaacs/rimraf,1341324,0,,npm:rimraf,2026-05-03T15:43:58+00:00
isaacs/sax-js,508894,0,,npm:sax,2026-05-03T15:43:58+00:00
isaacs/yallist,48222381,0,,npm:yallist,2026-05-03T15:43:58+00:00
istanbuljs/istanbuljs,81482340,0,,"npm:istanbul-lib-coverage,npm:istanbul-lib-instrument,npm:istanbul-lib-report,npm:istanbul-reports,npm:istanbul-lib-source-maps,npm:istanbul-lib-hook,npm:istanbul-api",2026-05-03T15:44:04+00:00
istanbuljs/schema,211950686,0,,npm:@istanbuljs/schema,2026-05-03T15:43:58+00:00
istanbuljs/test-exclude,60489570,0,,npm:test-exclude,2026-05-03T15:43:58+00:00
jamesmunns/postcard,179385478,0,,"crates.io:postcard,crates.io:postcard-derive",2026-05-03T15:43:59+00:00
jaraco/jaraco.develop,48289082,0,,PyPI:jaraco-develop,2026-05-03T15:43:59+00:00
jaraco/pytest-perf,372026120,0,,PyPI:pytest-perf,2026-05-03T15:43:59+00:00
jaraco/zipp,157774633,1,CVE-2024-5569,PyPI:zipp,2026-05-03T15:43:59+00:00
jaredhanson/utils-merge,11349896,0,,npm:utils-merge,2026-05-03T15:43:59+00:00
jaredwray/cacheable,9267870,0,,"npm:flat-cache,npm:file-entry-cache,npm:cacheable-request,npm:cacheable,npm:@cacheable/utils,npm:@cacheable/memory,npm:cache-manager",2026-05-03T15:44:05+00:00
jaredwray/keyv,96540810,0,,"npm:keyv,npm:@keyv/serialize,npm:@keyv/bigmap",2026-05-03T15:44:01+00:00
jawah/charset_normalizer,200259335,0,,PyPI:charset-normalizer,2026-05-03T15:43:59+00:00
jbgutierrez/path-parse,34113780,1,CVE-2021-23343,npm:path-parse,2026-05-03T15:44:00+00:00
jd/tenacity,65468547,0,,PyPI:tenacity,2026-05-03T15:43:59+00:00
jensyt/imurmurhash-js,11802843,0,,npm:imurmurhash,2026-05-03T15:44:00+00:00
jestjs/jest,15062869,0,,"npm:@jest/types,npm:jest-util,npm:pretty-format,npm:@jest/schemas,npm:@jest/get-type,npm:jest-worker,npm:jest-regex-util,npm:jest-message-util,npm:jest-mock,npm:expect,npm:jest-diff,npm:jest-snapshot,npm:jest-haste-map,npm:@jest/test-result,npm:jest-matcher-utils,npm:@jest/environment,npm:jest-get-type,npm:@jest/fake-timers,npm:@jest/console,npm:@jest/transform,npm:jest-validate,npm:babel-plugin-jest-hoist,npm:diff-sequences,npm:jest-resolve,npm:@jest/core,npm:jest-config,npm:babel-preset-jest,npm:jest-cli,npm:jest-watcher,npm:jest-runtime,npm:@jest/pattern,npm:@jest/expect-utils,npm:babel-jest,npm:jest-environment-node,npm:jest-docblock,npm:@jest/source-map,npm:jest-runner,npm:jest-each,npm:jest-leak-detector,npm:jest-changed-files,npm:jest-resolve-dependencies,npm:@jest/test-sequencer,npm:@jest/reporters,npm:jest,npm:@jest/globals,npm:@jest/expect,npm:jest-circus,npm:jest-environment-jsdom,npm:@jest/diff-sequences,npm:jest-jasmine2,npm:create-jest,npm:@jest/environment-jsdom-abstract,npm:@jest/snapshot-utils,npm:@jest/create-cache-key-function",2026-05-03T15:44:53+00:00
jimmywarting/node-domexception,371470141,0,,npm:node-domexception,2026-05-03T15:44:00+00:00
jimp-dev/jimp,24008065,0,,"npm:@jimp/types,npm:@jimp/core,npm:@jimp/utils,npm:@jimp/plugin-resize,npm:@jimp/plugin-crop,npm:@jimp/plugin-blit,npm:@jimp/plugin-color,npm:jimp,npm:@jimp/plugin-flip,npm:@jimp/plugin-contain,npm:@jimp/plugin-rotate,npm:@jimp/plugin-displace,npm:@jimp/plugin-mask,npm:@jimp/plugin-print,npm:@jimp/plugin-blur,npm:@jimp/plugin-cover,npm:@jimp/plugin-dither,npm:@jimp/custom,npm:@jimp/plugin-circle,npm:@jimp/plugin-threshold,npm:@jimp/plugin-fisheye,npm:@jimp/file-ops,npm:@jimp/plugin-hash,npm:@jimp/js-png,npm:@jimp/js-jpeg,npm:@jimp/js-bmp,npm:@jimp/js-tiff,npm:@jimp/js-gif,npm:@jimp/plugin-quantize,npm:@jimp/diff",2026-05-03T15:44:29+00:00
jmespath/jmespath.py,8300763,0,,PyPI:jmespath,2026-05-03T15:44:00+00:00
joblib/joblib,654608,1,CVE-2022-21797,PyPI:joblib,2026-05-03T15:44:00+00:00
jonathanong/ee-first,20707897,0,,npm:ee-first,2026-05-03T15:44:00+00:00
jonschlinkert/assign-symbols,45661176,0,,npm:assign-symbols,2026-05-03T15:44:00+00:00
jonschlinkert/define-property,40633359,0,,npm:define-property,2026-05-03T15:44:01+00:00
jonschlinkert/extend-shallow,25867410,0,,npm:extend-shallow,2026-05-03T15:44:01+00:00
jonschlinkert/fill-range,27113310,0,,npm:fill-range,2026-05-03T15:44:01+00:00
jonschlinkert/get-value,24911025,0,,npm:get-value,2026-05-03T15:44:01+00:00
jonschlinkert/global-prefix,31455984,0,,npm:global-prefix,2026-05-03T15:44:01+00:00
jonschlinkert/has-value,24310408,0,,npm:has-value,2026-05-03T15:44:01+00:00
jonschlinkert/has-values,33009186,0,,npm:has-values,2026-05-03T15:44:00+00:00
jonschlinkert/is-extendable,38225016,0,,npm:is-extendable,2026-05-03T15:44:01+00:00
jonschlinkert/is-extglob,31788841,0,,npm:is-extglob,2026-05-03T15:44:02+00:00
jonschlinkert/is-number,24313173,0,,npm:is-number,2026-05-03T15:44:02+00:00
jonschlinkert/is-plain-object,24306940,0,,npm:is-plain-object,2026-05-03T15:44:02+00:00
jonschlinkert/isobject,21342886,0,,npm:isobject,2026-05-03T15:44:02+00:00
jonschlinkert/kind-of,24491562,0,,npm:kind-of,2026-05-03T15:44:02+00:00
jonschlinkert/map-cache,32450614,0,,npm:map-cache,2026-05-03T15:44:02+00:00
jonschlinkert/normalize-path,21224182,0,,npm:normalize-path,2026-05-03T15:44:02+00:00
jonschlinkert/object-visit,38545952,0,,npm:object-visit,2026-05-03T15:44:02+00:00
jonschlinkert/word-wrap,18260583,1,CVE-2023-26115,npm:word-wrap,2026-05-03T15:44:03+00:00
jorgebucaran/colorette,34648097,0,,npm:colorette,2026-05-03T15:44:03+00:00
joshuakgoldberg/ts-api-utils,597893818,0,,npm:ts-api-utils,2026-05-03T15:44:03+00:00
jpadilla/pyjwt,1408162,3,"CVE-2017-11424,CVE-2022-29217,CVE-2024-53861",PyPI:pyjwt,2026-05-03T15:44:03+00:00
jprichardson/node-fs-extra,2791348,0,,npm:fs-extra,2026-05-03T15:44:03+00:00
jprichardson/node-jsonfile,5754307,0,,npm:jsonfile,2026-05-03T15:44:03+00:00
jquast/wcwidth,18464187,0,,PyPI:wcwidth,2026-05-03T15:44:03+00:00
jquery/esprima,2833537,0,,npm:esprima,2026-05-03T15:44:03+00:00
jridgewell/resolve-uri,196878944,0,,npm:@jridgewell/resolve-uri,2026-05-03T15:44:03+00:00
jridgewell/sourcemaps,897142826,0,,"npm:@jridgewell/sourcemap-codec,npm:@jridgewell/trace-mapping,npm:@jridgewell/gen-mapping,npm:@jridgewell/source-map,npm:@jridgewell/remapping",2026-05-03T15:44:08+00:00
jsdom/tr46,36964214,0,,npm:tr46,2026-05-03T15:44:04+00:00
jsdom/webidl-conversions,23000311,0,,npm:webidl-conversions,2026-05-03T15:44:04+00:00
jsdom/whatwg-mimetype,71014420,0,,npm:whatwg-mimetype,2026-05-03T15:44:04+00:00
jsdom/whatwg-url,34761352,0,,npm:whatwg-url,2026-05-03T15:44:04+00:00
jsdom/xml-name-validator,28553202,0,,npm:xml-name-validator,2026-05-03T15:44:04+00:00
jshttp/accepts,15482433,0,,npm:accepts,2026-05-03T15:44:04+00:00
jshttp/content-disposition,24216676,0,,npm:content-disposition,2026-05-03T15:44:04+00:00
jshttp/content-type,30172150,0,,npm:content-type,2026-05-03T15:44:04+00:00
jshttp/cookie,4475810,1,CVE-2024-47764,npm:cookie,2026-05-03T15:44:05+00:00
jshttp/etag,22894570,0,,npm:etag,2026-05-03T15:44:05+00:00
jshttp/forwarded,24300217,0,,npm:forwarded,2026-05-03T15:44:05+00:00
jshttp/fresh,4617552,0,,npm:fresh,2026-05-03T15:44:05+00:00
jshttp/http-errors,23806086,0,,npm:http-errors,2026-05-03T15:44:05+00:00
jshttp/media-typer,20814275,0,,npm:media-typer,2026-05-03T15:44:05+00:00
jshttp/methods,8274071,0,,npm:methods,2026-05-03T15:44:05+00:00
jshttp/mime-db,22970419,0,,npm:mime-db,2026-05-03T15:44:05+00:00
jshttp/mime-types,19380178,0,,npm:mime-types,2026-05-03T15:44:05+00:00
jshttp/negotiator,3275614,0,,npm:negotiator,2026-05-03T15:44:06+00:00
jshttp/on-finished,15349765,0,,npm:on-finished,2026-05-03T15:44:06+00:00
jshttp/range-parser,4627131,0,,npm:range-parser,2026-05-03T15:44:06+00:00
jshttp/statuses,17690272,0,,npm:statuses,2026-05-03T15:44:06+00:00
jshttp/type-is,15484233,0,,npm:type-is,2026-05-03T15:44:06+00:00
jshttp/vary,20498698,0,,npm:vary,2026-05-03T15:44:06+00:00
jslicense/spdx-correct.js,34817196,0,,npm:spdx-correct,2026-05-03T15:44:06+00:00
jslicense/spdx-expression-parse.js,40067336,0,,npm:spdx-expression-parse,2026-05-03T15:44:07+00:00
json5/json5,4463453,1,CVE-2022-46175,npm:json5,2026-05-03T15:44:06+00:00
juliangruber/balanced-match,13538817,0,,npm:balanced-match,2026-05-03T15:44:06+00:00
juliangruber/brace-expansion,13539234,1,CVE-2025-5889,npm:brace-expansion,2026-05-03T15:44:07+00:00
juliangruber/isarray,10227611,0,,npm:isarray,2026-05-03T15:44:07+00:00
justmoon/node-extend,3967764,0,,npm:extend,2026-05-03T15:44:07+00:00
jviereck/regjsparser,14087781,0,,npm:regjsparser,2026-05-03T15:44:07+00:00
ka-weihe/fastest-levenshtein,158960628,0,,npm:fastest-levenshtein,2026-05-03T15:44:07+00:00
kaelzhang/node-ignore,12519245,0,,npm:ignore,2026-05-03T15:44:07+00:00
kemitchell/validate-npm-package-license.js,35000460,0,,npm:validate-npm-package-license,2026-05-03T15:44:07+00:00
kevinbeaty/any-promise,26247715,0,,npm:any-promise,2026-05-03T15:44:07+00:00
kevva/dir-glob,49264969,0,,npm:dir-glob,2026-05-03T15:44:07+00:00
kevva/shebang-command,47402913,0,,npm:shebang-command,2026-05-03T15:44:08+00:00
kilian/electron-to-chromium,78972540,0,,npm:electron-to-chromium,2026-05-03T15:44:08+00:00
kjd/idna,10323585,1,CVE-2024-3651,PyPI:idna,2026-05-03T15:44:08+00:00
knurling-rs/defmt,282262730,0,,"crates.io:defmt,crates.io:defmt-macros,crates.io:defmt-parser",2026-05-03T15:44:09+00:00
kpdecker/jsdiff,1542219,0,,npm:diff,2026-05-03T15:44:08+00:00
kriskowal/asap,11295071,0,,npm:asap,2026-05-03T15:44:08+00:00
kriszyp/json-schema,947175,1,CVE-2021-3918,npm:json-schema,2026-05-03T15:44:08+00:00
langchain-ai/langchain,552661142,25,"CVE-2023-29374,CVE-2023-32785,CVE-2023-32786,CVE-2023-34540,CVE-2023-34541,CVE-2023-36095,CVE-2023-36188,CVE-2023-36189,CVE-2023-36258,CVE-2023-36281,CVE-2023-38860,CVE-2023-38896,CVE-2023-39631,CVE-2023-39659,CVE-2023-46229,CVE-2024-0243,CVE-2024-10940,CVE-2024-1455,CVE-2024-28088,CVE-2024-2965,CVE-2024-3571,CVE-2024-8309,CVE-2025-65106,CVE-2025-68664,CVE-2025-6985","PyPI:langchain-core,PyPI:langchain,PyPI:langchain-openai,PyPI:langchain-text-splitters,PyPI:langchain-anthropic,PyPI:langchain-classic,PyPI:langchain-tests",2026-05-03T15:44:15+00:00
laurent-laporte-pro/deprecated,111412148,0,,PyPI:deprecated,2026-05-03T15:44:08+00:00
lddubeau/xmlchars,139881982,0,,npm:xmlchars,2026-05-03T15:44:08+00:00
legrandin/pycryptodome,19378935,1,CVE-2023-52323,"PyPI:pycryptodomex,PyPI:pycryptodome",2026-05-03T15:44:10+00:00
linusu/buffer-from,66025821,0,,npm:buffer-from,2026-05-03T15:44:09+00:00
litejs/natural-compare-lite,9146732,0,,"npm:natural-compare,npm:natural-compare-lite",2026-05-03T15:44:10+00:00
ljharb/call-bind,308533760,0,,npm:call-bind,2026-05-03T15:44:09+00:00
ljharb/call-bind-apply-helpers,898190951,0,,npm:call-bind-apply-helpers,2026-05-03T15:44:09+00:00
ljharb/call-bound,898125972,0,,npm:call-bound,2026-05-03T15:44:09+00:00
ljharb/concat-map,548993448,0,,npm:concat-map,2026-05-03T15:44:09+00:00
ljharb/define-data-property,689109338,0,,npm:define-data-property,2026-05-03T15:44:09+00:00
ljharb/define-properties,28768789,0,,npm:define-properties,2026-05-03T15:44:09+00:00
ljharb/es-abstract,28995155,0,,npm:es-abstract,2026-05-03T15:44:09+00:00
ljharb/es-define-property,756570458,0,,npm:es-define-property,2026-05-03T15:44:10+00:00
