"formula","dep_name","dep_type","fetched_at"
"libsigrok","autoconf-archive","build","2026-04-16 22:49:08.142515"
"libsigrok","automake","build","2026-04-16 22:49:08.142515"
"libsigrok","doxygen","build","2026-04-16 22:49:08.142515"
"libsigrok","graphviz","build","2026-04-16 22:49:08.142515"
"libsigrok","libtool","build","2026-04-16 22:49:08.142515"
"libsigrok","pkgconf","build","2026-04-16 22:49:08.142515"
"libsigrok","python-setuptools","build","2026-04-16 22:49:08.142515"
"libsigrok","sdcc","build","2026-04-16 22:49:08.142515"
"libsigrok","swig","build","2026-04-16 22:49:08.142515"
"libsigrok","gettext","runtime","2026-04-16 22:49:08.142515"
"libsigrok","glib","runtime","2026-04-16 22:49:08.142515"
"libsigrok","glibmm@2.66","runtime","2026-04-16 22:49:08.142515"
"libsigrok","hidapi","runtime","2026-04-16 22:49:08.142515"
"libsigrok","libftdi","runtime","2026-04-16 22:49:08.142515"
"libsigrok","libsigc++@2","runtime","2026-04-16 22:49:08.142515"
"libsigrok","libusb","runtime","2026-04-16 22:49:08.142515"
"libsigrok","libzip","runtime","2026-04-16 22:49:08.142515"
"libsigrok","nettle","runtime","2026-04-16 22:49:08.142515"
"libsigrok","numpy","runtime","2026-04-16 22:49:08.142515"
"libsigrok","pygobject3","runtime","2026-04-16 22:49:08.142515"
"libsigrok","python@3.14","runtime","2026-04-16 22:49:08.142515"
"libsigrokdecode","autoconf","build","2026-04-16 22:49:08.142515"
"libsigrokdecode","automake","build","2026-04-16 22:49:08.142515"
"libsigrokdecode","doxygen","build","2026-04-16 22:49:08.142515"
"libsigrokdecode","graphviz","build","2026-04-16 22:49:08.142515"
"libsigrokdecode","libtool","build","2026-04-16 22:49:08.142515"
"libsigrokdecode","pkgconf","build","2026-04-16 22:49:08.142515"
"libsigrokdecode","gettext","runtime","2026-04-16 22:49:08.142515"
"libsigrokdecode","glib","runtime","2026-04-16 22:49:08.142515"
"libsigrokdecode","python@3.14","runtime","2026-04-16 22:49:08.142515"
"libsigsegv","__none__","","2026-04-16 22:49:08.142515"
"libsixel","meson","build","2026-04-16 22:49:08.142515"
"libsixel","ninja","build","2026-04-16 22:49:08.142515"
"libsixel","jpeg-turbo","runtime","2026-04-16 22:49:08.142515"
"libsixel","libpng","runtime","2026-04-16 22:49:08.142515"
"libslax","bison","build","2026-04-16 22:49:08.142515"
"libslax","libtool","build","2026-04-16 22:49:08.142515"
"libslax","openssl@3","runtime","2026-04-16 22:49:08.142515"
"libslirp","meson","build","2026-04-16 22:49:08.142515"
"libslirp","ninja","build","2026-04-16 22:49:08.142515"
"libslirp","pkgconf","build","2026-04-16 22:49:08.142515"
"libslirp","glib","runtime","2026-04-16 22:49:08.142515"
"libsm","pkgconf","build","2026-04-16 22:49:08.142515"
"libsm","xtrans","build","2026-04-16 22:49:08.142515"
"libsm","libice","runtime","2026-04-16 22:49:08.142515"
"libsmi","autoconf","build","2026-04-16 22:49:08.142515"
"libsmi","automake","build","2026-04-16 22:49:08.142515"
"libsmi","libtool","build","2026-04-16 22:49:08.142515"
"libsndfile","cmake","build","2026-04-16 22:49:08.142515"
"libsndfile","flac","runtime","2026-04-16 22:49:08.142515"
"libsndfile","lame","runtime","2026-04-16 22:49:08.142515"
"libsndfile","libogg","runtime","2026-04-16 22:49:08.142515"
"libsndfile","libvorbis","runtime","2026-04-16 22:49:08.142515"
"libsndfile","mpg123","runtime","2026-04-16 22:49:08.142515"
"libsndfile","opus","runtime","2026-04-16 22:49:08.142515"
"libsodium","__none__","","2026-04-16 22:49:08.142515"
"libsolv","cmake","build","2026-04-16 22:49:08.142515"
"libsolv","rpm","runtime","2026-04-16 22:49:08.142515"
"libsolv","xz","runtime","2026-04-16 22:49:08.142515"
"libsolv","zstd","runtime","2026-04-16 22:49:08.142515"
"libsoundio","cmake","build","2026-04-16 22:49:08.142515"
"libsoup","gobject-introspection","build","2026-04-16 22:49:08.142515"
"libsoup","meson","build","2026-04-16 22:49:08.142515"
"libsoup","ninja","build","2026-04-16 22:49:08.142515"
"libsoup","pkgconf","build","2026-04-16 22:49:08.142515"
"libsoup","vala","build","2026-04-16 22:49:08.142515"
"libsoup","gettext","runtime","2026-04-16 22:49:08.142515"
"libsoup","glib","runtime","2026-04-16 22:49:08.142515"
"libsoup","glib-networking","runtime","2026-04-16 22:49:08.142515"
"libsoup","gnutls","runtime","2026-04-16 22:49:08.142515"
"libsoup","libnghttp2","runtime","2026-04-16 22:49:08.142515"
"libsoup","libpsl","runtime","2026-04-16 22:49:08.142515"
"libsoup","sqlite","runtime","2026-04-16 22:49:08.142515"
"libsoup@2","gobject-introspection","build","2026-04-16 22:49:08.142515"
"libsoup@2","meson","build","2026-04-16 22:49:08.142515"
"libsoup@2","ninja","build","2026-04-16 22:49:08.142515"
"libsoup@2","pkgconf","build","2026-04-16 22:49:08.142515"
"libsoup@2","python@3.13","build","2026-04-16 22:49:08.142515"
"libsoup@2","vala","build","2026-04-16 22:49:08.142515"
"libsoup@2","gettext","runtime","2026-04-16 22:49:08.142515"
"libsoup@2","glib","runtime","2026-04-16 22:49:08.142515"
"libsoup@2","glib-networking","runtime","2026-04-16 22:49:08.142515"
"libsoup@2","gnutls","runtime","2026-04-16 22:49:08.142515"
"libsoup@2","libpsl","runtime","2026-04-16 22:49:08.142515"
"libsoup@2","sqlite","runtime","2026-04-16 22:49:08.142515"
"libsoxr","cmake","build","2026-04-16 22:49:08.142515"
"libspatialite","pkgconf","build","2026-04-16 22:49:08.142515"
"libspatialite","freexl","runtime","2026-04-16 22:49:08.142515"
"libspatialite","geos","runtime","2026-04-16 22:49:08.142515"
"libspatialite","librttopo","runtime","2026-04-16 22:49:08.142515"
"libspatialite","libxml2","runtime","2026-04-16 22:49:08.142515"
"libspatialite","minizip","runtime","2026-04-16 22:49:08.142515"
"libspatialite","proj","runtime","2026-04-16 22:49:08.142515"
"libspatialite","sqlite","runtime","2026-04-16 22:49:08.142515"
"libspectre","ghostscript","runtime","2026-04-16 22:49:08.142515"
"libspelling","gobject-introspection","build","2026-04-16 22:49:08.142515"
"libspelling","meson","build","2026-04-16 22:49:08.142515"
"libspelling","ninja","build","2026-04-16 22:49:08.142515"
"libspelling","pkgconf","build","2026-04-16 22:49:08.142515"
"libspelling","vala","build","2026-04-16 22:49:08.142515"
"libspelling","cairo","runtime","2026-04-16 22:49:08.142515"
"libspelling","enchant","runtime","2026-04-16 22:49:08.142515"
"libspelling","gdk-pixbuf","runtime","2026-04-16 22:49:08.142515"
"libspelling","gettext","runtime","2026-04-16 22:49:08.142515"
"libspelling","glib","runtime","2026-04-16 22:49:08.142515"
"libspelling","graphene","runtime","2026-04-16 22:49:08.142515"
"libspelling","gtk4","runtime","2026-04-16 22:49:08.142515"
"libspelling","gtksourceview5","runtime","2026-04-16 22:49:08.142515"
"libspelling","harfbuzz","runtime","2026-04-16 22:49:08.142515"
"libspelling","icu4c@78","runtime","2026-04-16 22:49:08.142515"
"libspelling","pango","runtime","2026-04-16 22:49:08.142515"
"libspelling@0.2","gobject-introspection","build","2026-04-16 22:49:08.142515"
"libspelling@0.2","meson","build","2026-04-16 22:49:08.142515"
"libspelling@0.2","ninja","build","2026-04-16 22:49:08.142515"
"libspelling@0.2","pkgconf","build","2026-04-16 22:49:08.142515"
"libspelling@0.2","vala","build","2026-04-16 22:49:08.142515"
"libspelling@0.2","cairo","runtime","2026-04-16 22:49:08.142515"
"libspelling@0.2","enchant","runtime","2026-04-16 22:49:08.142515"
"libspelling@0.2","gdk-pixbuf","runtime","2026-04-16 22:49:08.142515"
"libspelling@0.2","gettext","runtime","2026-04-16 22:49:08.142515"
"libspelling@0.2","glib","runtime","2026-04-16 22:49:08.142515"
"libspelling@0.2","graphene","runtime","2026-04-16 22:49:08.142515"
"libspelling@0.2","gtk4","runtime","2026-04-16 22:49:08.142515"
"libspelling@0.2","gtksourceview5","runtime","2026-04-16 22:49:08.142515"
"libspelling@0.2","harfbuzz","runtime","2026-04-16 22:49:08.142515"
"libspelling@0.2","icu4c@78","runtime","2026-04-16 22:49:08.142515"
"libspelling@0.2","pango","runtime","2026-04-16 22:49:08.142515"
"libspiro","__none__","","2026-04-16 22:49:08.142515"
"libspnav","__none__","","2026-04-16 22:49:08.142515"
"libspng","meson","build","2026-04-16 22:49:08.142515"
"libspng","ninja","build","2026-04-16 22:49:08.142515"
"libspng","pkgconf","build","2026-04-16 22:49:08.142515"
"libsql","rust","build","2026-04-16 22:49:08.142515"
"libsquish","cmake","build","2026-04-16 22:49:08.142515"
"libssh","cmake","build","2026-04-16 22:49:08.142515"
"libssh","openssl@3","runtime","2026-04-16 22:49:08.142515"
"libssh2","openssl@3","runtime","2026-04-16 22:49:08.142515"
"libstatgrab","__none__","","2026-04-16 22:49:08.142515"
"libstrophe","autoconf","build","2026-04-16 22:49:08.142515"
"libstrophe","automake","build","2026-04-16 22:49:08.142515"
"libstrophe","libtool","build","2026-04-16 22:49:08.142515"
"libstrophe","pkgconf","build","2026-04-16 22:49:08.142515"
"libstrophe","openssl@3","runtime","2026-04-16 22:49:08.142515"
"libstxxl","cmake","build","2026-04-16 22:49:08.142515"
"libsvg","autoconf","build","2026-04-16 22:49:08.142515"
"libsvg","automake","build","2026-04-16 22:49:08.142515"
"libsvg","libtool","build","2026-04-16 22:49:08.142515"
"libsvg","pkgconf","build","2026-04-16 22:49:08.142515"
"libsvg","jpeg-turbo","runtime","2026-04-16 22:49:08.142515"
"libsvg","libpng","runtime","2026-04-16 22:49:08.142515"
"libsvg-cairo","autoconf","build","2026-04-16 22:49:08.142515"
"libsvg-cairo","automake","build","2026-04-16 22:49:08.142515"
"libsvg-cairo","libtool","build","2026-04-16 22:49:08.142515"
"libsvg-cairo","pkgconf","build","2026-04-16 22:49:08.142515"
"libsvg-cairo","cairo","runtime","2026-04-16 22:49:08.142515"
"libsvg-cairo","jpeg-turbo","runtime","2026-04-16 22:49:08.142515"
"libsvg-cairo","libpng","runtime","2026-04-16 22:49:08.142515"
"libsvg-cairo","libsvg","runtime","2026-04-16 22:49:08.142515"
"libsvgtiny","netsurf-buildsystem","build","2026-04-16 22:49:08.142515"
"libsvgtiny","pkgconf","build","2026-04-16 22:49:08.142515"
"libsvgtiny","libdom","runtime","2026-04-16 22:49:08.142515"
"libsvgtiny","libhubbub","runtime","2026-04-16 22:49:08.142515"
"libsvgtiny","libparserutils","runtime","2026-04-16 22:49:08.142515"
"libsvgtiny","libwapcaplet","runtime","2026-04-16 22:49:08.142515"
"libsvm","__none__","","2026-04-16 22:49:08.142515"
"libswiftnav","cmake","build","2026-04-16 22:49:08.142515"
"libtar","autoconf","build","2026-04-16 22:49:08.142515"
"libtar","automake","build","2026-04-16 22:49:08.142515"
"libtar","libtool","build","2026-04-16 22:49:08.142515"
"libtasn1","__none__","","2026-04-16 22:49:08.142515"
"libtatsu","autoconf","build","2026-04-16 22:49:08.142515"
"libtatsu","automake","build","2026-04-16 22:49:08.142515"
"libtatsu","libtool","build","2026-04-16 22:49:08.142515"
"libtatsu","pkgconf","build","2026-04-16 22:49:08.142515"
"libtatsu","libplist","runtime","2026-04-16 22:49:08.142515"
"libtcod","cmake","build","2026-04-16 22:49:08.142515"
"libtcod","pkgconf","build","2026-04-16 22:49:08.142515"
"libtcod","sdl3","runtime","2026-04-16 22:49:08.142515"
"libtcod","utf8proc","runtime","2026-04-16 22:49:08.142515"
"libtecla","automake","build","2026-04-16 22:49:08.142515"
"libtensorflow","bazelisk","build","2026-04-16 22:49:08.142515"
"libtensorflow","gnu-getopt","build","2026-04-16 22:49:08.142515"
"libtensorflow","numpy","build","2026-04-16 22:49:08.142515"
"libtensorflow","python@3.13","build","2026-04-16 22:49:08.142515"
"libtermkey","libtool","build","2026-04-16 22:49:08.142515"
"libtermkey","pkgconf","build","2026-04-16 22:49:08.142515"
"libtermkey","unibilium","runtime","2026-04-16 22:49:08.142515"
"libthai","pkgconf","build","2026-04-16 22:49:08.142515"
"libthai","libdatrie","runtime","2026-04-16 22:49:08.142515"
"libtickit","libtool","build","2026-04-16 22:49:08.142515"
"libtickit","pkgconf","build","2026-04-16 22:49:08.142515"
"libtickit","libtermkey","runtime","2026-04-16 22:49:08.142515"
"libtickit","unibilium","runtime","2026-04-16 22:49:08.142515"
"libtiff","jpeg-turbo","runtime","2026-04-16 22:49:08.142515"
"libtiff","xz","runtime","2026-04-16 22:49:08.142515"
"libtiff","zstd","runtime","2026-04-16 22:49:08.142515"
"libtins","cmake","build","2026-04-16 22:49:08.142515"
"libtins","openssl@3","runtime","2026-04-16 22:49:08.142515"
"libtirpc","krb5","runtime","2026-04-16 22:49:08.142515"
"libtomcrypt","libtool","build","2026-04-16 22:49:08.142515"
"libtomcrypt","gmp","runtime","2026-04-16 22:49:08.142515"
"libtomcrypt","libtommath","runtime","2026-04-16 22:49:08.142515"
"libtommath","libtool","build","2026-04-16 22:49:08.142515"
"libtool","m4","runtime","2026-04-16 22:49:08.142515"
"libtorrent-rakshasa","autoconf","build","2026-04-16 22:49:08.142515"
"libtorrent-rakshasa","automake","build","2026-04-16 22:49:08.142515"
"libtorrent-rakshasa","libtool","build","2026-04-16 22:49:08.142515"
"libtorrent-rakshasa","pkgconf","build","2026-04-16 22:49:08.142515"
"libtorrent-rakshasa","openssl@3","runtime","2026-04-16 22:49:08.142515"
"libtorrent-rasterbar","cmake","build","2026-04-16 22:49:08.142515"
"libtorrent-rasterbar","python-setuptools","build","2026-04-16 22:49:08.142515"
"libtorrent-rasterbar","boost","runtime","2026-04-16 22:49:08.142515"
"libtorrent-rasterbar","boost-python3","runtime","2026-04-16 22:49:08.142515"
"libtorrent-rasterbar","openssl@3","runtime","2026-04-16 22:49:08.142515"
"libtorrent-rasterbar","python@3.14","runtime","2026-04-16 22:49:08.142515"
"libtpms","autoconf","build","2026-04-16 22:49:08.142515"
"libtpms","automake","build","2026-04-16 22:49:08.142515"
"libtpms","libtool","build","2026-04-16 22:49:08.142515"
"libtpms","pkgconf","build","2026-04-16 22:49:08.142515"
"libtpms","openssl@3","runtime","2026-04-16 22:49:08.142515"
"libtrace","autoconf","build","2026-04-16 22:49:08.142515"
"libtrace","automake","build","2026-04-16 22:49:08.142515"
"libtrace","libtool","build","2026-04-16 22:49:08.142515"
"libtrace","pkgconf","build","2026-04-16 22:49:08.142515"
"libtrace","openssl@3","runtime","2026-04-16 22:49:08.142515"
"libtrace","wandio","runtime","2026-04-16 22:49:08.142515"
"libtrng","cmake","build","2026-04-16 22:49:08.142515"
"libu2f-server","check","build","2026-04-16 22:49:08.142515"
"libu2f-server","gengetopt","build","2026-04-16 22:49:08.142515"
"libu2f-server","help2man","build","2026-04-16 22:49:08.142515"
"libu2f-server","pkgconf","build","2026-04-16 22:49:08.142515"
"libu2f-server","json-c","runtime","2026-04-16 22:49:08.142515"
"libu2f-server","openssl@3","runtime","2026-04-16 22:49:08.142515"
"libucl","autoconf","build","2026-04-16 22:49:08.142515"
"libucl","automake","build","2026-04-16 22:49:08.142515"
"libucl","libtool","build","2026-04-16 22:49:08.142515"
"libucl","pkgconf","build","2026-04-16 22:49:08.142515"
"libudfread","meson","build","2026-04-16 22:49:08.142515"
"libudfread","ninja","build","2026-04-16 22:49:08.142515"
"libuecc","cmake","build","2026-04-16 22:49:08.142515"
"libultrahdr","cmake","build","2026-04-16 22:49:08.142515"
"libultrahdr","jpeg-turbo","runtime","2026-04-16 22:49:08.142515"
"libunibreak","__none__","","2026-04-16 22:49:08.142515"
"libunicode","cmake","build","2026-04-16 22:49:08.142515"
"libuninameslist","__none__","","2026-04-16 22:49:08.142515"
"libunistring","__none__","","2026-04-16 22:49:08.142515"
"libunwind","xz","runtime","2026-04-16 22:49:08.142515"
"libunwind","zlib-ng-compat","runtime","2026-04-16 22:49:08.142515"
"libunwind-headers","__none__","","2026-04-16 22:49:08.142515"
"libupnp","__none__","","2026-04-16 22:49:08.142515"
"libupnpp","meson","build","2026-04-16 22:49:08.142515"
"libupnpp","ninja","build","2026-04-16 22:49:08.142515"
"libupnpp","pkgconf","build","2026-04-16 22:49:08.142515"
"libupnpp","libnpupnp","runtime","2026-04-16 22:49:08.142515"
"liburing","__none__","","2026-04-16 22:49:08.142515"
"libusb","__none__","","2026-04-16 22:49:08.142515"
"libusb-compat","autoconf","build","2026-04-16 22:49:08.142515"
"libusb-compat","automake","build","2026-04-16 22:49:08.142515"
"libusb-compat","libtool","build","2026-04-16 22:49:08.142515"
"libusb-compat","pkgconf","build","2026-04-16 22:49:08.142515"
"libusb-compat","libusb","runtime","2026-04-16 22:49:08.142515"
"libusbmuxd","pkgconf","build","2026-04-16 22:49:08.142515"
"libusbmuxd","libimobiledevice-glue","runtime","2026-04-16 22:49:08.142515"
"libusbmuxd","libplist","runtime","2026-04-16 22:49:08.142515"
"libusrsctp","cmake","build","2026-04-16 22:49:08.142515"
"libuv","cmake","build","2026-04-16 22:49:08.142515"
"libuv","sphinx-doc","build","2026-04-16 22:49:08.142515"
"libuvc","cmake","build","2026-04-16 22:49:08.142515"
"libuvc","pkgconf","build","2026-04-16 22:49:08.142515"
"libuvc","libusb","runtime","2026-04-16 22:49:08.142515"
"libva","pkgconf","build","2026-04-16 22:49:08.142515"
"libva","libdrm","runtime","2026-04-16 22:49:08.142515"
"libva","libx11","runtime","2026-04-16 22:49:08.142515"
"libva","libxcb","runtime","2026-04-16 22:49:08.142515"
"libva","libxext","runtime","2026-04-16 22:49:08.142515"
"libva","libxfixes","runtime","2026-04-16 22:49:08.142515"
"libva","wayland","runtime","2026-04-16 22:49:08.142515"
"libvatek","cmake","build","2026-04-16 22:49:08.142515"
"libvatek","libusb","runtime","2026-04-16 22:49:08.142515"
"libvdpau","meson","build","2026-04-16 22:49:08.142515"
"libvdpau","ninja","build","2026-04-16 22:49:08.142515"
"libvdpau","pkgconf","build","2026-04-16 22:49:08.142515"
"libvdpau","libx11","runtime","2026-04-16 22:49:08.142515"
"libvdpau","libxext","runtime","2026-04-16 22:49:08.142515"
"libvdpau","xorgproto","runtime","2026-04-16 22:49:08.142515"
"libversion","cmake","build","2026-04-16 22:49:08.142515"
"libvidstab","cmake","build","2026-04-16 22:49:08.142515"
"libvirt","docutils","build","2026-04-16 22:49:08.142515"
"libvirt","gettext","build","2026-04-16 22:49:08.142515"
"libvirt","meson","build","2026-04-16 22:49:08.142515"
"libvirt","ninja","build","2026-04-16 22:49:08.142515"
"libvirt","pkgconf","build","2026-04-16 22:49:08.142515"
"libvirt","gettext","runtime","2026-04-16 22:49:08.142515"
"libvirt","glib","runtime","2026-04-16 22:49:08.142515"
"libvirt","gnutls","runtime","2026-04-16 22:49:08.142515"
"libvirt","json-c","runtime","2026-04-16 22:49:08.142515"
"libvirt","libiscsi","runtime","2026-04-16 22:49:08.142515"
"libvirt","libssh2","runtime","2026-04-16 22:49:08.142515"
"libvirt","readline","runtime","2026-04-16 22:49:08.142515"
"libvirt-glib","gettext","build","2026-04-16 22:49:08.142515"
"libvirt-glib","gobject-introspection","build","2026-04-16 22:49:08.142515"
"libvirt-glib","intltool","build","2026-04-16 22:49:08.142515"
"libvirt-glib","meson","build","2026-04-16 22:49:08.142515"
"libvirt-glib","ninja","build","2026-04-16 22:49:08.142515"
"libvirt-glib","pkgconf","build","2026-04-16 22:49:08.142515"
"libvirt-glib","gettext","runtime","2026-04-16 22:49:08.142515"
"libvirt-glib","glib","runtime","2026-04-16 22:49:08.142515"
"libvirt-glib","libvirt","runtime","2026-04-16 22:49:08.142515"
"libvirt-python","pkgconf","build","2026-04-16 22:49:08.142515"
"libvirt-python","libvirt","runtime","2026-04-16 22:49:08.142515"
"libvirt-python","python@3.14","runtime","2026-04-16 22:49:08.142515"
"libvisio","boost","build","2026-04-16 22:49:08.142515"
"libvisio","pkgconf","build","2026-04-16 22:49:08.142515"
"libvisio","icu4c@78","runtime","2026-04-16 22:49:08.142515"
"libvisio","librevenge","runtime","2026-04-16 22:49:08.142515"
"libvisual","pkgconf","build","2026-04-16 22:49:08.142515"
"libvisual","sdl12-compat","runtime","2026-04-16 22:49:08.142515"
"libvisual-plugins","pkgconf","build","2026-04-16 22:49:08.142515"
"libvisual-plugins","jack","runtime","2026-04-16 22:49:08.142515"
"libvisual-plugins","libvisual","runtime","2026-04-16 22:49:08.142515"
"libvisual-plugins","portaudio","runtime","2026-04-16 22:49:08.142515"
"libvisual-plugins","sdl12-compat","runtime","2026-04-16 22:49:08.142515"
"libvisual-projectm","cmake","build","2026-04-16 22:49:08.142515"
"libvisual-projectm","pkgconf","build","2026-04-16 22:49:08.142515"
"libvisual-projectm","libvisual","runtime","2026-04-16 22:49:08.142515"
"libvisual-projectm","projectm","runtime","2026-04-16 22:49:08.142515"
"libvmaf","meson","build","2026-04-16 22:49:08.142515"
"libvmaf","ninja","build","2026-04-16 22:49:08.142515"
"libvncserver","cmake","build","2026-04-16 22:49:08.142515"
"libvncserver","jpeg-turbo","runtime","2026-04-16 22:49:08.142515"
"libvncserver","libgcrypt","runtime","2026-04-16 22:49:08.142515"
"libvncserver","libpng","runtime","2026-04-16 22:49:08.142515"
"libvncserver","openssl@3","runtime","2026-04-16 22:49:08.142515"
"libvo-aacenc","__none__","","2026-04-16 22:49:08.142515"
"libvoikko","foma","build","2026-04-16 22:49:08.142515"
"libvoikko","pkgconf","build","2026-04-16 22:49:08.142515"
"libvoikko","hfstospell","runtime","2026-04-16 22:49:08.142515"
"libvorbis","pkgconf","build","2026-04-16 22:49:08.142515"
"libvorbis","libogg","runtime","2026-04-16 22:49:08.142515"
"libvpx","__none__","","2026-04-16 22:49:08.142515"
"libvterm","libtool","build","2026-04-16 22:49:08.142515"
"libwapcaplet","netsurf-buildsystem","build","2026-04-16 22:49:08.142515"
"libwbxml","cmake","build","2026-04-16 22:49:08.142515"
"libwbxml","doxygen","build","2026-04-16 22:49:08.142515"
"libwbxml","graphviz","build","2026-04-16 22:49:08.142515"
"libwbxml","pkgconf","build","2026-04-16 22:49:08.142515"
"libwbxml","wget","runtime","2026-04-16 22:49:08.142515"
"libwebm","cmake","build","2026-04-16 22:49:08.142515"
"libwebsockets","cmake","build","2026-04-16 22:49:08.142515"
"libwebsockets","libevent","runtime","2026-04-16 22:49:08.142515"
"libwebsockets","libuv","runtime","2026-04-16 22:49:08.142515"
"libwebsockets","openssl@3","runtime","2026-04-16 22:49:08.142515"
"libwmf","pkgconf","build","2026-04-16 22:49:08.142515"
"libwmf","freetype","runtime","2026-04-16 22:49:08.142515"
"libwmf","jpeg-turbo","runtime","2026-04-16 22:49:08.142515"
"libwmf","libpng","runtime","2026-04-16 22:49:08.142515"
"libwpd","boost","build","2026-04-16 22:49:08.142515"
"libwpd","pkgconf","build","2026-04-16 22:49:08.142515"
"libwpd","glib","runtime","2026-04-16 22:49:08.142515"
"libwpd","libgsf","runtime","2026-04-16 22:49:08.142515"
"libwpd","librevenge","runtime","2026-04-16 22:49:08.142515"
"libwpe","meson","build","2026-04-16 22:49:08.142515"
"libwpe","ninja","build","2026-04-16 22:49:08.142515"
"libwpe","pkgconf","build","2026-04-16 22:49:08.142515"
"libwpe","libxkbcommon","runtime","2026-04-16 22:49:08.142515"
"libwpe","mesa","runtime","2026-04-16 22:49:08.142515"
"libwpg","boost","build","2026-04-16 22:49:08.142515"
"libwpg","pkgconf","build","2026-04-16 22:49:08.142515"
"libwpg","librevenge","runtime","2026-04-16 22:49:08.142515"
"libwpg","libwpd","runtime","2026-04-16 22:49:08.142515"
"libwps","pkgconf","build","2026-04-16 22:49:08.142515"
"libwps","librevenge","runtime","2026-04-16 22:49:08.142515"
"libx11","pkgconf","build","2026-04-16 22:49:08.142515"
"libx11","util-macros","build","2026-04-16 22:49:08.142515"
"libx11","xtrans","build","2026-04-16 22:49:08.142515"
"libx11","libxcb","runtime","2026-04-16 22:49:08.142515"
"libx11","xorgproto","runtime","2026-04-16 22:49:08.142515"
"libxau","pkgconf","build","2026-04-16 22:49:08.142515"
"libxau","util-macros","build","2026-04-16 22:49:08.142515"
"libxau","xorgproto","runtime","2026-04-16 22:49:08.142515"
"libxaw","pkgconf","build","2026-04-16 22:49:08.142515"
"libxaw","libx11","runtime","2026-04-16 22:49:08.142515"
"libxaw","libxext","runtime","2026-04-16 22:49:08.142515"
"libxaw","libxmu","runtime","2026-04-16 22:49:08.142515"
"libxaw","libxpm","runtime","2026-04-16 22:49:08.142515"
"libxaw","libxt","runtime","2026-04-16 22:49:08.142515"
"libxaw3d","pkgconf","build","2026-04-16 22:49:08.142515"
"libxaw3d","util-macros","build","2026-04-16 22:49:08.142515"
"libxaw3d","libx11","runtime","2026-04-16 22:49:08.142515"
"libxaw3d","libxext","runtime","2026-04-16 22:49:08.142515"
"libxaw3d","libxmu","runtime","2026-04-16 22:49:08.142515"
"libxaw3d","libxpm","runtime","2026-04-16 22:49:08.142515"
"libxaw3d","libxt","runtime","2026-04-16 22:49:08.142515"
"libxc","cmake","build","2026-04-16 22:49:08.142515"
"libxc","gcc","runtime","2026-04-16 22:49:08.142515"
"libxcb","pkgconf","build","2026-04-16 22:49:08.142515"
"libxcb","python@3.14","build","2026-04-16 22:49:08.142515"
"libxcb","xcb-proto","build","2026-04-16 22:49:08.142515"
"libxcb","libxau","runtime","2026-04-16 22:49:08.142515"
"libxcb","libxdmcp","runtime","2026-04-16 22:49:08.142515"
"libxcomposite","pkgconf","build","2026-04-16 22:49:08.142515"
"libxcomposite","libx11","runtime","2026-04-16 22:49:08.142515"
"libxcomposite","libxfixes","runtime","2026-04-16 22:49:08.142515"
"libxcomposite","xorgproto","runtime","2026-04-16 22:49:08.142515"
"libxcrypt","pkgconf","build","2026-04-16 22:49:08.142515"
"libxcursor","pkgconf","build","2026-04-16 22:49:08.142515"
"libxcursor","util-macros","build","2026-04-16 22:49:08.142515"
"libxcursor","libx11","runtime","2026-04-16 22:49:08.142515"
"libxcursor","libxfixes","runtime","2026-04-16 22:49:08.142515"
"libxcursor","libxrender","runtime","2026-04-16 22:49:08.142515"
"libxcvt","meson","build","2026-04-16 22:49:08.142515"
"libxcvt","ninja","build","2026-04-16 22:49:08.142515"
"libxdamage","pkgconf","build","2026-04-16 22:49:08.142515"
"libxdamage","libx11","runtime","2026-04-16 22:49:08.142515"
"libxdamage","libxfixes","runtime","2026-04-16 22:49:08.142515"
"libxdamage","xorgproto","runtime","2026-04-16 22:49:08.142515"
"libxdg-basedir","autoconf","build","2026-04-16 22:49:08.142515"
"libxdg-basedir","automake","build","2026-04-16 22:49:08.142515"
"libxdg-basedir","libtool","build","2026-04-16 22:49:08.142515"
"libxdiff","autoconf","build","2026-04-16 22:49:08.142515"
"libxdiff","automake","build","2026-04-16 22:49:08.142515"
"libxdiff","libtool","build","2026-04-16 22:49:08.142515"
"libxdmcp","pkgconf","build","2026-04-16 22:49:08.142515"
"libxdmcp","xorgproto","runtime","2026-04-16 22:49:08.142515"
"libxext","pkgconf","build","2026-04-16 22:49:08.142515"
"libxext","libx11","runtime","2026-04-16 22:49:08.142515"
"libxext","xorgproto","runtime","2026-04-16 22:49:08.142515"
"libxfixes","pkgconf","build","2026-04-16 22:49:08.142515"
"libxfixes","libx11","runtime","2026-04-16 22:49:08.142515"
"libxfixes","xorgproto","runtime","2026-04-16 22:49:08.142515"
"libxfont","pkgconf","build","2026-04-16 22:49:08.142515"
"libxfont","util-macros","build","2026-04-16 22:49:08.142515"
"libxfont","xtrans","build","2026-04-16 22:49:08.142515"
"libxfont","freetype","runtime","2026-04-16 22:49:08.142515"
"libxfont","libfontenc","runtime","2026-04-16 22:49:08.142515"
"libxfont","xorgproto","runtime","2026-04-16 22:49:08.142515"
"libxfont2","pkgconf","build","2026-04-16 22:49:08.142515"
"libxfont2","util-macros","build","2026-04-16 22:49:08.142515"
