repo,repo_id,git_url,analyzed_through_year,commits_5y_examined,churn_5y_added,churn_5y_deleted,churn_5y_total,churn_files_count,top_file_path,top_file_churn,elapsed_s,fetched_at
npm/wrappy,gh/24208073,https://github.com/isaacs/wrappy.git,2025,1,0,0,0,0,,0,0.7,2026-05-03T17:22:01Z
libpixman/pixman,gh/81675971,https://github.com/libpixman/pixman.git,2025,0,0,0,0,0,,0,3.2,2026-05-03T17:22:01Z
nvzqz/static-assertions-rs,gh/100129252,https://github.com/nvzqz/static-assertions.git,2025,0,0,0,0,0,,0,1.0,2026-05-03T17:22:01Z
rust-lang/tempdir,gh/31728565,https://github.com/rust-lang-deprecated/tempdir.git,2025,0,0,0,0,0,,0,1.6,2026-05-03T17:22:01Z
calvinmetcalf/minimalistic-assert,gh/29144257,https://github.com/calvinmetcalf/minimalistic-assert.git,2025,0,0,0,0,0,,0,0.6,2026-05-03T17:22:01Z
calvinmetcalf/process-nextick-args,gh/36039131,https://github.com/calvinmetcalf/process-nextick-args.git,2025,0,0,0,0,0,,0,1.1,2026-05-03T17:22:01Z
faye/websocket-driver-node,gh/9733816,https://github.com/faye/websocket-driver-node.git,2025,3,0,0,0,0,,0,0.7,2026-05-03T17:22:01Z
fb55/boolbase,gh/16864585,https://github.com/fb55/boolbase.git,2025,3,0,0,0,0,,0,1.5,2026-05-03T17:22:01Z
stefanpenner/get-caller-file,gh/48818175,https://github.com/stefanpenner/get-caller-file.git,2025,0,0,0,0,0,,0,1.1,2026-05-03T17:22:01Z
stream-utils/unpipe,gh/37428186,https://github.com/stream-utils/unpipe.git,2025,0,0,0,0,0,,0,0.6,2026-05-03T17:22:01Z
suguru03/neo-async,gh/27030361,https://github.com/suguru03/neo-async.git,2025,0,0,0,0,0,,0,1.4,2026-05-03T17:22:01Z
felixge/node-combined-stream,gh/1787452,https://github.com/felixge/node-combined-stream.git,2025,0,0,0,0,0,,0,0.6,2026-05-03T17:22:01Z
rvagg/prr,gh/9151864,https://github.com/rvagg/archived-prr.git,2025,0,0,0,0,0,,0,0.7,2026-05-03T17:22:01Z
chalker/safer-buffer,gh/125825141,https://github.com/chalker/safer-buffer.git,2025,0,0,0,0,0,,0,0.9,2026-05-03T17:22:01Z
felixge/node-delayed-stream,gh/1783893,https://github.com/felixge/node-delayed-stream.git,2025,0,0,0,0,0,,0,1.3,2026-05-03T17:22:01Z
rvagg/through2,gh/11808187,https://github.com/rvagg/through2.git,2025,0,0,0,0,0,,0,0.6,2026-05-03T17:22:01Z
feross/ieee754,gh/15489525,https://github.com/feross/ieee754.git,2025,0,0,0,0,0,,0,0.5,2026-05-03T17:22:01Z
feross/is-buffer,gh/25997846,https://github.com/feross/is-buffer.git,2025,0,0,0,0,0,,0,0.5,2026-05-03T17:22:01Z
samn/json-stable-stringify,gh/76598131,https://github.com/samn/json-stable-stringify.git,2025,0,0,0,0,0,,0,0.9,2026-05-03T17:22:01Z
feross/safe-buffer,gh/49538897,https://github.com/feross/safe-buffer.git,2025,0,0,0,0,0,,0,0.9,2026-05-03T17:22:01Z
fitzgen/glob-to-regexp,gh/11461122,https://github.com/fitzgen/glob-to-regexp.git,2025,0,0,0,0,0,,0,0.8,2026-05-03T17:22:01Z
floatdrop/require-from-string,gh/39301848,https://github.com/floatdrop/require-from-string.git,2025,0,0,0,0,0,,0,0.8,2026-05-03T17:22:01Z
component/escape-html,gh/5444800,https://github.com/component/escape-html.git,2025,0,0,0,0,0,,0,0.6,2026-05-03T17:22:01Z
petkaantonov/bluebird,gh/12670444,https://github.com/petkaantonov/bluebird.git,2025,9,0,0,0,0,,0,4.2,2026-05-03T17:22:01Z
terkelg/sisteransi,gh/122441239,https://github.com/terkelg/sisteransi.git,2025,0,0,0,0,0,,0,0.5,2026-05-03T17:22:01Z
jaredhanson/utils-merge,gh/11349896,https://github.com/jaredhanson/utils-merge.git,2025,0,0,0,0,0,,0,0.6,2026-05-03T17:22:01Z
thlorenz/deep-is,gh/9345558,https://github.com/thlorenz/deep-is.git,2025,2,0,0,0,0,,0,0.6,2026-05-03T17:22:01Z
shtylman/node-process,gh/7580644,https://github.com/defunctzombie/node-process.git,2025,0,0,0,0,0,,0,0.6,2026-05-03T17:22:01Z
tim-kos/node-retry,gh/1738798,https://github.com/tim-kos/node-retry.git,2025,5,0,0,0,0,,0,0.9,2026-05-03T17:22:01Z
jensyt/imurmurhash-js,gh/11802843,https://github.com/jensyt/imurmurhash-js.git,2025,0,0,0,0,0,,0,0.6,2026-05-03T17:22:01Z
loganfsmyth/gensync,gh/132383032,https://github.com/loganfsmyth/gensync.git,2025,0,0,0,0,0,,0,0.7,2026-05-03T17:22:01Z
css-modules/icss-utils,gh/42766912,https://github.com/css-modules/icss-utils.git,2025,1,0,0,0,0,,0,1.3,2026-05-03T17:22:01Z
jonathanong/ee-first,gh/20707897,https://github.com/jonathanong/ee-first.git,2025,0,0,0,0,0,,0,0.5,2026-05-03T17:22:01Z
gitlab-freedesktop-mirrors/libxcb,gh/444023705,https://github.com/gitlab-freedesktop-mirrors/libxcb.git,2025,0,0,0,0,0,,0,1.9,2026-05-03T17:22:01Z
jonschlinkert/assign-symbols,gh/45661176,https://github.com/jonschlinkert/assign-symbols.git,2025,0,0,0,0,0,,0,0.7,2026-05-03T17:22:01Z
daaku/nodejs-makeerror,gh/2097803,https://github.com/daaku/nodejs-makeerror.git,2025,1,0,0,0,0,,0,0.6,2026-05-03T17:22:01Z
jonschlinkert/define-property,gh/40633359,https://github.com/jonschlinkert/define-property.git,2025,0,0,0,0,0,,0,1.4,2026-05-03T17:22:01Z
pvorb/node-clone,gh/2317381,https://github.com/pvorb/clone.git,2025,1,0,0,0,0,,0,0.9,2026-05-03T17:22:01Z
jonschlinkert/extend-shallow,gh/25867410,https://github.com/jonschlinkert/extend-shallow.git,2025,0,0,0,0,0,,0,0.7,2026-05-03T17:22:01Z
davepacheco/node-extsprintf,gh/4058064,https://github.com/tritondatacenter/node-extsprintf.git,2025,1,0,0,0,0,,0,0.6,2026-05-03T17:22:01Z
gkz/levn,gh/13287279,https://github.com/gkz/levn.git,2025,4,0,0,0,0,,0,1.2,2026-05-03T17:22:01Z
tootallnate/util-deprecate,gh/19321056,https://github.com/tootallnate/util-deprecate.git,2025,0,0,0,0,0,,0,1.4,2026-05-03T17:22:01Z
jonschlinkert/global-prefix,gh/31455984,https://github.com/jonschlinkert/global-prefix.git,2025,2,0,0,0,0,,0,0.6,2026-05-03T17:22:01Z
davisjam/safe-regex,gh/90781457,https://github.com/davisjam/safe-regex.git,2025,0,0,0,0,0,,0,1.1,2026-05-03T17:22:01Z
gkz/prelude-ls,gh/4457759,https://github.com/gkz/prelude-ls.git,2025,6,0,0,0,0,,0,1.2,2026-05-03T17:22:01Z
jonschlinkert/has-value,gh/24310408,https://github.com/jonschlinkert/has-value.git,2025,0,0,0,0,0,,0,0.6,2026-05-03T17:22:01Z
mathiasbynens/cssesc,gh/12001360,https://github.com/mathiasbynens/cssesc.git,2025,0,0,0,0,0,,0,1.3,2026-05-03T17:22:01Z
gkz/type-check,gh/13182168,https://github.com/gkz/type-check.git,2025,7,0,0,0,0,,0,0.6,2026-05-03T17:22:01Z
jonschlinkert/has-values,gh/33009186,https://github.com/jonschlinkert/has-values.git,2025,0,0,0,0,0,,0,0.9,2026-05-03T17:22:01Z
jonschlinkert/is-extendable,gh/38225016,https://github.com/jonschlinkert/is-extendable.git,2025,0,0,0,0,0,,0,1.0,2026-05-03T17:22:01Z
troygoode/node-require-directory,gh/3053807,https://github.com/troygoode/node-require-directory.git,2025,0,0,0,0,0,,0,0.9,2026-05-03T17:22:01Z
jonschlinkert/is-extglob,gh/31788841,https://github.com/micromatch/is-extglob.git,2025,0,0,0,0,0,,0,0.5,2026-05-03T17:22:01Z
jonschlinkert/is-number,gh/24313173,https://github.com/jonschlinkert/is-number.git,2025,0,0,0,0,0,,0,0.5,2026-05-03T17:22:01Z
mathiasbynens/regenerate,gh/10182772,https://github.com/mathiasbynens/regenerate.git,2025,0,0,0,0,0,,0,0.8,2026-05-03T17:22:01Z
jonschlinkert/is-plain-object,gh/24306940,https://github.com/jonschlinkert/is-plain-object.git,2025,0,0,0,0,0,,0,0.8,2026-05-03T17:22:01Z
jonschlinkert/isobject,gh/21342886,https://github.com/jonschlinkert/isobject.git,2025,1,0,0,0,0,,0,1.0,2026-05-03T17:22:01Z
mathiasbynens/unicode-canonical-property-names-ecmascript,gh/88346537,https://github.com/mathiasbynens/unicode-canonical-property-names-ecmascript.git,2025,4,0,0,0,0,,0,0.5,2026-05-03T17:22:01Z
jonschlinkert/kind-of,gh/24491562,https://github.com/jonschlinkert/kind-of.git,2025,2,0,0,0,0,,0,0.9,2026-05-03T17:22:01Z
jonschlinkert/map-cache,gh/32450614,https://github.com/jonschlinkert/map-cache.git,2025,0,0,0,0,0,,0,0.8,2026-05-03T17:22:01Z
dominictarr/through,gh/4885140,https://github.com/dominictarr/through.git,2025,0,0,0,0,0,,0,0.7,2026-05-03T17:22:01Z
jonschlinkert/normalize-path,gh/21224182,https://github.com/jonschlinkert/normalize-path.git,2025,0,0,0,0,0,,0,0.8,2026-05-03T17:22:01Z
unshiftio/requires-port,gh/26316179,https://github.com/unshiftio/requires-port.git,2025,18,0,0,0,0,,0,1.0,2026-05-03T17:22:01Z
jonschlinkert/object-visit,gh/38545952,https://github.com/jonschlinkert/object-visit.git,2025,0,0,0,0,0,,0,0.8,2026-05-03T17:22:01Z
mcavage/node-assert-plus,gh/4767976,https://github.com/tritondatacenter/node-assert-plus.git,2025,2,0,0,0,0,,0,0.8,2026-05-03T17:22:01Z
dougwilson/nodejs-depd,gh/20848667,https://github.com/dougwilson/nodejs-depd.git,2025,6,0,0,0,0,,0,1.6,2026-05-03T17:22:01Z
alexindigo/asynckit,gh/59087459,https://github.com/alexindigo/asynckit.git,2025,3,0,0,0,0,,0,0.5,2026-05-03T17:22:01Z
andrewrk/node-pend,gh/11836813,https://github.com/andrewrk/node-pend.git,2025,0,0,0,0,0,,0,0.7,2026-05-03T17:22:01Z
andyperlitch/jsbn,gh/9710533,https://github.com/andyperlitch/jsbn.git,2025,0,0,0,0,0,,0,1.5,2026-05-03T17:22:01Z
grncdr/merge-stream,gh/10579821,https://github.com/grncdr/merge-stream.git,2025,0,0,0,0,0,,0,1.1,2026-05-03T17:22:01Z
gsnedders/python-webencodings,gh/7043404,https://github.com/gsnedders/python-webencodings.git,2025,0,0,0,0,0,,0,0.6,2026-05-03T17:22:01Z
guillaumegomez/doc-comment,gh/127254922,https://github.com/guillaumegomez/doc-comment.git,2025,0,0,0,0,0,,0,1.2,2026-05-03T17:22:01Z
jshttp/etag,gh/22894570,https://github.com/jshttp/etag.git,2025,6,0,0,0,0,,0,0.9,2026-05-03T17:22:01Z
mlocati/gettext-iconv-windows,gh/12751919,https://github.com/mlocati/gettext-iconv-windows.git,2025,118,0,0,0,0,,0,1.3,2026-05-03T17:22:01Z
hiddentao/fast-levenshtein,gh/9490451,https://github.com/hiddentao/fast-levenshtein.git,2025,0,0,0,0,0,,0,1.1,2026-05-03T17:22:01Z
qix-/node-error-ex,gh/41388258,https://github.com/qix-/node-error-ex.git,2025,1,0,0,0,0,,0,0.6,2026-05-03T17:22:01Z
jshttp/media-typer,gh/20814275,https://github.com/jshttp/media-typer.git,2025,26,0,0,0,0,,0,0.9,2026-05-03T17:22:01Z
qix-/node-is-arrayish,gh/41376759,https://github.com/qix-/node-is-arrayish.git,2025,1,0,0,0,0,,0,0.5,2026-05-03T17:22:01Z
jshttp/methods,gh/8274071,https://github.com/jshttp/methods.git,2025,4,0,0,0,0,,0,0.6,2026-05-03T17:22:01Z
sindresorhus/object-assign,gh/16457190,https://github.com/sindresorhus/object-assign.git,2025,2,0,0,0,0,,0,0.8,2026-05-03T17:22:01Z
wesleytodd/setprototypeof,gh/30301031,https://github.com/wesleytodd/setprototypeof.git,2025,1,0,0,0,0,,0,0.5,2026-05-03T17:22:01Z
epoberezkin/fast-deep-equal,gh/94483360,https://github.com/epoberezkin/fast-deep-equal.git,2025,0,0,0,0,0,,0,1.0,2026-05-03T17:22:01Z
epoberezkin/fast-json-stable-stringify,gh/108103016,https://github.com/epoberezkin/fast-json-stable-stringify.git,2025,0,0,0,0,0,,0,0.6,2026-05-03T17:22:01Z
epoberezkin/json-schema-traverse,gh/93333933,https://github.com/epoberezkin/json-schema-traverse.git,2025,2,0,0,0,0,,0,0.8,2026-05-03T17:22:01Z
jshttp/range-parser,gh/4627131,https://github.com/jshttp/range-parser.git,2025,8,0,0,0,0,,0,0.8,2026-05-03T17:22:01Z
raynos/xtend,gh/4419184,https://github.com/raynos/xtend.git,2025,0,0,0,0,0,,0,0.6,2026-05-03T17:22:01Z
beatgammit/base64-js,gh/2853282,https://github.com/beatgammit/base64-js.git,2025,1,0,0,0,0,,0,0.9,2026-05-03T17:22:01Z
mysticatea/abort-controller,gh/105228556,https://github.com/mysticatea/abort-controller.git,2025,0,0,0,0,0,,0,1.0,2026-05-03T17:22:01Z
jshttp/vary,gh/20498698,https://github.com/jshttp/vary.git,2025,10,0,0,0,0,,0,1.5,2026-05-03T17:22:01Z
bincode-org/bincode,gh/24130045,https://github.com/bincode-org/bincode.git,2025,1,0,0,0,0,,0,0.9,2026-05-03T17:22:01Z
sindresorhus/path-is-absolute,gh/30900285,https://github.com/sindresorhus/path-is-absolute.git,2025,0,0,0,0,0,,0,0.8,2026-05-03T17:22:01Z
blakeembrey/array-flatten,gh/17789771,https://github.com/blakeembrey/array-flatten.git,2025,12,0,0,0,0,,0,0.9,2026-05-03T17:22:01Z
yargs/set-blocking,gh/58830287,https://github.com/yargs/set-blocking.git,2025,1,0,0,0,0,,0,1.7,2026-05-03T17:22:01Z
bluss/bencher,gh/65987276,https://github.com/bluss/bencher.git,2025,0,0,0,0,0,,0,1.1,2026-05-03T17:22:01Z
nodeca/argparse,gh/4325614,https://github.com/nodeca/argparse.git,2025,1,0,0,0,0,,0,1.1,2026-05-03T17:22:01Z
eslint/doctrine,gh/4286644,https://github.com/eslint/doctrine.git,2025,0,0,0,0,0,,0,1.0,2026-05-03T17:22:01Z
yuzujs/setimmediate,gh/1981208,https://github.com/yuzujs/setimmediate.git,2025,0,0,0,0,0,,0,1.4,2026-05-03T17:22:01Z
zertosh/loose-envify,gh/41947687,https://github.com/zertosh/loose-envify.git,2025,0,0,0,0,0,,0,0.5,2026-05-03T17:22:01Z
braveg1rl/performance-now,gh/336187529,https://github.com/braveg1rl/performance-now.git,2025,1,0,0,0,0,,0,1.3,2026-05-03T17:22:01Z
nodejs/string_decoder,gh/95052330,https://github.com/nodejs/string_decoder.git,2025,0,0,0,0,0,,0,0.9,2026-05-03T17:22:01Z
sindresorhus/resolve-cwd,gh/47504070,https://github.com/sindresorhus/resolve-cwd.git,2025,1,0,0,0,0,,0,0.9,2026-05-03T17:22:01Z
tjguk/wmi,gh/23124645,https://github.com/tjguk/wmi.git,2025,0,0,0,0,0,,0,8.5,2026-05-18T00:11:16Z
micromatch/is-extglob,gh/31788841,https://github.com/micromatch/is-extglob.git,2025,0,0,0,0,0,,0,0.4,2026-05-18T00:11:16Z
freedesktop-unofficial-mirror/cairo,gh/34372735,https://github.com/freedesktop-unofficial-mirror/cairo.git,2025,0,0,0,0,0,,0,86.9,2026-05-18T00:11:16Z
isaacs/wrappy,gh/24208073,https://github.com/isaacs/wrappy.git,2025,1,0,0,0,0,,0,0.5,2026-05-18T00:11:16Z
tritondatacenter/node-assert-plus,gh/4767976,https://github.com/tritondatacenter/node-assert-plus.git,2025,2,0,0,0,0,,0,0.5,2026-05-18T00:11:16Z
tritondatacenter/node-extsprintf,gh/4058064,https://github.com/tritondatacenter/node-extsprintf.git,2025,1,0,0,0,0,,0,0.5,2026-05-18T00:11:16Z
pvorb/clone,gh/2317381,https://github.com/pvorb/clone.git,2025,1,0,0,0,0,,0,0.5,2026-05-18T00:11:16Z
defunctzombie/node-process,gh/7580644,https://github.com/defunctzombie/node-process.git,2025,0,0,0,0,0,,0,0.5,2026-05-18T00:11:16Z
nvzqz/static-assertions,gh/100129252,https://github.com/nvzqz/static-assertions.git,2025,0,0,0,0,0,,0,0.5,2026-05-18T00:11:16Z
