repo,repo_id,git_url,analyzed_through_year,commits_5y_examined,churn_5y_added,churn_5y_deleted,churn_5y_total,churn_files_count,top_file_path,top_file_churn,elapsed_s,fetched_at
python-jsonschema/referencing,gh/569027868,https://github.com/python-jsonschema/referencing.git,2025,587,6617,2898,9515,19,referencing/_core.py,3087,1.7,2026-05-03T17:22:01Z
sindresorhus/file-type,gh/19105307,https://github.com/sindresorhus/file-type.git,2025,210,5196,4213,9409,11,core.js,4842,118.1,2026-05-03T17:22:01Z
cosmiconfig/cosmiconfig,gh/45750507,https://github.com/cosmiconfig/cosmiconfig.git,2025,166,6199,3083,9282,30,test/successful-directories.test.ts,2225,3.0,2026-05-03T17:22:01Z
pillarjs/iconv-lite,gh/2743221,https://github.com/pillarjs/iconv-lite.git,2025,27,5132,4071,9203,43,encodings/dbcs-codec.js,989,1.7,2026-05-03T17:22:01Z
googleapis/google-resumable-media-python,gh/88091939,https://github.com/googleapis/google-resumable-media-python.git,2025,155,5768,3348,9116,44,tests/unit/test__helpers.py,1062,6.5,2026-05-03T17:22:01Z
sindresorhus/globals,gh/15186239,https://github.com/sindresorhus/globals.git,2025,144,6755,2319,9074,87,data/browser.mjs,1229,0.8,2026-05-03T17:22:01Z
serde-rs/json,gh/35894511,https://github.com/serde-rs/json.git,2025,574,5356,3716,9072,55,src/read.rs,1316,5.3,2026-05-03T17:22:01Z
jd/tenacity,gh/65468547,https://github.com/jd/tenacity.git,2025,116,4997,3921,8918,27,tenacity/tests/test_tenacity.py,2635,1.4,2026-05-03T17:22:01Z
rust-lang/log,gh/27974762,https://github.com/rust-lang/log.git,2025,272,5343,3567,8910,18,src/kv/value.rs,2247,1.4,2026-05-03T17:22:01Z
uuidjs/uuid,gh/1203139,https://github.com/uuidjs/uuid.git,2025,146,4962,3893,8855,128,src/test/v7.test.ts,586,6.4,2026-05-03T17:22:01Z
xtuc/webassemblyjs,gh/113006071,https://github.com/xtuc/webassemblyjs.git,2025,90,5741,3095,8836,152,types/lib/core.js,2132,7.0,2026-05-03T17:22:01Z
yargs/yargs-parser,gh/50258379,https://github.com/yargs/yargs-parser.git,2025,61,4500,4222,8722,17,test/yargs-parser.mjs,4205,1.1,2026-05-03T17:22:01Z
python-poetry/tomlkit,gh/140365570,https://github.com/python-poetry/tomlkit.git,2025,237,5717,2960,8677,27,tomlkit/items.py,2857,1.0,2026-05-03T17:22:01Z
gnome/gdk-pixbuf,gl/gnome-1548,https://github.com/gnome/gdk-pixbuf.git,2025,363,6452,2179,8631,85,gdk-pixbuf/io-glycin-utils.c,1638,36.8,2026-05-03T17:22:01Z
proptest-rs/proptest,gh/94702898,https://github.com/proptest-rs/proptest.git,2025,257,6210,2293,8503,113,proptest-state-machine/src/strategy.rs,1316,4.3,2026-05-03T17:22:01Z
executablebooks/markdown-it-py,gh/249956697,https://github.com/executablebooks/markdown-it-py.git,2025,176,4206,4182,8388,113,markdown_it/tree.py,593,2.3,2026-05-03T17:22:01Z
ljharb/qs,gh/22266795,https://github.com/ljharb/qs.git,2025,210,5234,3143,8377,11,dist/qs.js,4548,5.5,2026-05-03T17:22:01Z
fsspec/s3fs,gh/53987953,https://github.com/fsspec/s3fs.git,2025,354,5657,2671,8328,12,s3fs/core.py,3282,2.0,2026-05-03T17:22:01Z
dtolnay/proc-macro2,gh/91860126,https://github.com/dtolnay/proc-macro2.git,2025,520,5550,2714,8264,27,src/fallback.rs,1668,0.9,2026-05-03T17:22:01Z
tkem/cachetools,gh/18006791,https://github.com/tkem/cachetools.git,2025,182,4769,3446,8215,43,src/cachetools/__init__.py,1761,0.7,2026-05-03T17:22:01Z
peternator7/strum,gh/80964373,https://github.com/peternator7/strum.git,2025,196,5596,2286,7882,59,strum_macros/src/lib.rs,856,1.5,2026-05-03T17:22:01Z
npm/hosted-git-info,gh/25002984,https://github.com/npm/hosted-git-info.git,2025,136,4014,3805,7819,29,test/github.js,1063,0.7,2026-05-03T17:22:01Z
libidn/libidn2,gl/2882658,https://github.com/libidn/libidn2.git,2025,287,3964,3725,7689,50,tests/test-lookup.c,1496,2.1,2026-05-03T17:22:01Z
python/importlib_metadata,gh/306448340,https://github.com/python/importlib_metadata.git,2025,738,4893,2784,7677,39,importlib_metadata/__init__.py,3239,1.5,2026-05-03T17:22:01Z
tokio-rs/bytes,gh/30062547,https://github.com/tokio-rs/bytes.git,2025,160,6429,1246,7675,30,src/buf/buf_impl.rs,2294,1.7,2026-05-03T17:22:01Z
broofa/mime,gh/534940,https://github.com/broofa/mime.git,2025,120,4466,3183,7649,35,types/standard.js,1004,1.0,2026-05-03T17:22:01Z
serde-rs/test,gh/670894947,https://github.com/serde-rs/test.git,2025,142,3864,3760,7624,16,src/configure.rs,1087,1.3,2026-05-03T17:22:01Z
dtolnay/anyhow,gh/212936374,https://github.com/dtolnay/anyhow.git,2025,444,5384,2235,7619,34,src/ensure.rs,2183,4.3,2026-05-03T17:22:01Z
rust-phf/rust-phf,gh/15992970,https://github.com/rust-phf/rust-phf.git,2025,146,4991,2544,7535,36,phf_macros_tests/tests/test.rs,1368,5.2,2026-05-03T17:22:01Z
fb55/entities,gh/3172629,https://github.com/fb55/entities.git,2025,1499,4926,2516,7442,31,src/decode.ts,1901,6.8,2026-05-03T17:22:01Z
tqdm/tqdm,gh/36804486,https://github.com/tqdm/tqdm.git,2025,290,4247,3193,7440,66,tqdm/gui.py,961,5.2,2026-05-18T00:11:16Z
rust-fuzz/arbitrary,gh/90591032,https://github.com/rust-fuzz/arbitrary.git,2025,162,4950,2342,7292,65,src/lib.rs,2714,0.9,2026-05-03T17:22:01Z
python/importlib_resources,gh/306147182,https://github.com/python/importlib_resources.git,2025,537,4340,2829,7169,48,importlib_resources/tests/test_resource.py,636,3.1,2026-05-03T17:22:01Z
pytest-dev/pluggy,gh/34739117,https://github.com/pytest-dev/pluggy.git,2025,320,4603,2524,7127,31,src/pluggy/_hooks.py,1566,1.5,2026-05-03T17:22:01Z
fastify/fast-uri,gh/419317518,https://github.com/fastify/fast-uri.git,2025,140,5103,1985,7088,25,test/uri-js.test.js,2506,1.0,2026-05-03T17:22:01Z
dtolnay/semver,gh/22432442,https://github.com/dtolnay/semver.git,2025,247,3824,3258,7082,26,src/version_req.rs,1092,2.0,2026-05-03T17:22:01Z
servo/rust-smallvec,gh/33456236,https://github.com/servo/rust-smallvec.git,2025,88,4156,2912,7068,7,src/lib.rs,5870,1.2,2026-05-03T17:22:01Z
postcss/postcss-selector-parser,gh/36500102,https://github.com/postcss/postcss-selector-parser.git,2025,54,3719,3274,6993,55,src/__tests__/attributes.js,578,3.4,2026-05-03T17:22:01Z
hyperium/http-body,gh/183281612,https://github.com/hyperium/http-body.git,2025,88,4996,1961,6957,36,src/limited.rs,598,1.0,2026-05-03T17:22:01Z
fb55/htmlparser2,gh/2279062,https://github.com/fb55/htmlparser2.git,2025,1324,3501,3368,6869,19,src/Tokenizer.ts,2970,6.7,2026-05-03T17:22:01Z
tox-dev/filelock,gh/17098256,https://github.com/tox-dev/filelock.git,2025,300,3995,2851,6846,18,tests/test_filelock.py,2036,2.6,2026-05-03T17:22:01Z
caolan/async,gh/698041,https://github.com/caolan/async.git,2025,192,5382,1445,6827,106,docs/v3/scripts/async.js,1885,4.1,2026-05-03T17:22:01Z
hyperium/http,gh/84983058,https://github.com/hyperium/http.git,2025,146,3802,3015,6817,42,src/header/name.rs,1221,1.5,2026-05-03T17:22:01Z
amanieu/parking_lot,gh/58731560,https://github.com/amanieu/parking_lot.git,2025,182,4507,2104,6611,40,lock_api/src/rwlock.rs,1898,2.5,2026-05-03T17:22:01Z
stub42/pytz,gh/63155638,https://github.com/stub42/pytz.git,2025,75,3912,2697,6609,18,zic.c,2548,5.4,2026-05-03T17:22:01Z
mvdnes/spin-rs,gh/21686666,https://github.com/zesterer/spin-rs.git,2025,93,4187,2254,6441,13,src/once.rs,1347,1.2,2026-05-03T17:22:01Z
zesterer/spin-rs,gh/21686666,https://github.com/zesterer/spin-rs.git,2025,93,4187,2254,6441,13,src/once.rs,1347,0.7,2026-05-18T00:11:16Z
agronholm/exceptiongroup,gh/447694800,https://github.com/agronholm/exceptiongroup.git,2025,206,4779,1572,6351,17,tests/test_exceptiongroup.py,1576,0.8,2026-05-03T17:22:01Z
micheles/decorator,gh/14656555,https://github.com/micheles/decorator.git,2025,84,3206,3145,6351,10,src/tests/documentation.py,2827,1.0,2026-05-03T17:22:01Z
fb55/css-select,gh/3411063,https://github.com/fb55/css-select.git,2025,1195,3435,2768,6203,30,test/qwery.ts,1005,7.3,2026-05-03T17:22:01Z
dtolnay/unicode-ident,gh/492639579,https://github.com/dtolnay/unicode-ident.git,2025,184,4345,1851,6196,18,tests/trie/trie.rs,1247,0.9,2026-05-03T17:22:01Z
dtolnay/thiserror,gh/213836768,https://github.com/dtolnay/thiserror.git,2025,432,4346,1832,6178,57,impl/src/expand.rs,1312,1.3,2026-05-03T17:22:01Z
nodelib/nodelib,gh/129310478,https://github.com/nodelib/nodelib.git,2025,122,3633,2480,6113,82,packages/fs/fs.scandir/src/providers/async.spec.ts,368,1.1,2026-05-03T17:22:01Z
psycopg/psycopg2,gh/7730829,https://github.com/psycopg/psycopg2.git,2025,258,2496,3617,6113,129,scripts/build/appveyor.py,1736,3.6,2026-05-03T17:22:01Z
matklad/once_cell,gh/143220272,https://github.com/matklad/once_cell.git,2025,172,3610,2495,6105,18,src/lib.rs,1588,1.9,2026-05-03T17:22:01Z
mozilla/source-map,gh/2014930,https://github.com/mozilla/source-map.git,2025,37,4459,1561,6020,32,test/test-source-map-consumer.js,1230,2.1,2026-05-03T17:22:01Z
crate-py/rpds,gh/608018848,https://github.com/crate-py/rpds.git,2025,384,4546,1382,5928,12,src/lib.rs,3723,0.6,2026-05-18T00:11:16Z
jsdom/whatwg-url,gh/34761352,https://github.com/jsdom/whatwg-url.git,2025,87,2950,2833,5783,27,lib/url-state-machine.js,1439,2.0,2026-05-03T17:22:01Z
jpadilla/pyjwt,gh/1408162,https://github.com/jpadilla/pyjwt.git,2025,294,4364,1391,5755,24,jwt/algorithms.py,1248,1.7,2026-05-03T17:22:01Z
node-fetch/node-fetch,gh/29849956,https://github.com/node-fetch/node-fetch.git,2025,97,3819,1915,5734,24,test/main.js,2711,3.6,2026-05-03T17:22:01Z
gnutls/libtasn1,gl/919981,https://github.com/gnutls/libtasn1.git,2025,83,3027,2689,5716,59,fuzz/libtasn1_pkix_der_fuzzer.c,1050,3.4,2026-05-03T17:22:01Z
dtolnay/trybuild,gh/184941159,https://github.com/dtolnay/trybuild.git,2025,345,3824,1853,5677,45,src/tests.rs,1296,1.0,2026-05-03T17:22:01Z
jshttp/cookie,gh/4475810,https://github.com/jshttp/cookie.git,2025,137,3300,2354,5654,19,test/serialize.js,984,0.9,2026-05-03T17:22:01Z
jaraco/zipp,gh/157774633,https://github.com/jaraco/zipp.git,2025,404,3300,2313,5613,29,tests/test_zipp.py,1342,1.2,2026-05-03T17:22:01Z
motdotla/dotenv,gh/11205780,https://github.com/motdotla/dotenv.git,2025,496,3115,2434,5549,30,lib/main.js,1164,1.4,2026-05-03T17:22:01Z
gweis/isodate,gh/6449370,https://github.com/gweis/isodate.git,2025,27,2691,2792,5483,24,src/isodate/tests/test_duration.py,1170,1.1,2026-05-03T17:22:01Z
webpack/schema-utils,gh/80306715,https://github.com/webpack/schema-utils.git,2025,83,3059,2193,5252,30,test/index.test.js,2036,2.3,2026-05-03T17:22:01Z
sindresorhus/get-stream,gh/44264225,https://github.com/sindresorhus/get-stream.git,2025,75,3379,1851,5230,36,test.js,1392,0.7,2026-05-03T17:22:01Z
sindresorhus/get-east-asian-width,gh/711160838,https://github.com/sindresorhus/get-east-asian-width.git,2025,21,2923,2269,5192,5,lookup.js,4681,1.0,2026-05-03T17:22:01Z
scikit-build/ninja-python-distributions,gh/75102202,https://github.com/scikit-build/ninja-python-distributions.git,2025,265,1299,3725,5024,19,versioneer.py,1871,0.6,2026-05-03T17:22:01Z
rust-random/rand_core,gh/1086593277,https://github.com/rust-random/rand_core.git,2025,173,2388,2577,4965,10,src/block.rs,1311,0.9,2026-05-03T17:22:01Z
stebalien/tempfile,gh/33832372,https://github.com/stebalien/tempfile.git,2025,192,3016,1902,4918,20,src/lib.rs,965,0.8,2026-05-03T17:22:01Z
rust-random/rngs,gh/209510094,https://github.com/rust-random/rngs.git,2025,75,3195,1707,4902,35,benches/mod.rs,753,0.8,2026-05-03T17:22:01Z
oauthlib/oauthlib,gh/2811323,https://github.com/oauthlib/oauthlib.git,2025,193,3601,1159,4760,95,oauthlib/oauth2/rfc6749/clients/base.py,460,2.4,2026-05-03T17:22:01Z
alexeyraspopov/picocolors,gh/410740124,https://github.com/alexeyraspopov/picocolors.git,2025,74,2706,1898,4604,25,benchmarks/complex.js,602,1.1,2026-05-03T17:22:01Z
executablebooks/mdurl,gh/387293763,https://github.com/executablebooks/mdurl.git,2025,37,2936,1524,4460,19,tests/fixtures/url.py,1966,0.7,2026-05-03T17:22:01Z
rust-num/num-traits,gh/114705611,https://github.com/rust-num/num-traits.git,2025,138,2960,1400,4360,19,src/ops/euclid.rs,1177,1.4,2026-05-03T17:22:01Z
jsdom/webidl-conversions,gh/23000311,https://github.com/jsdom/webidl-conversions.git,2025,23,2207,2077,4284,16,lib/index.js,1051,1.1,2026-05-03T17:22:01Z
tokio-rs/loom,gh/161875917,https://github.com/tokio-rs/loom.git,2025,102,3416,800,4216,58,src/cell/unsafe_cell.rs,491,0.9,2026-05-03T17:22:01Z
django/asgiref,gh/48501860,https://github.com/django/asgiref.git,2025,175,3095,1099,4194,21,asgiref/sync.py,1184,0.9,2026-05-03T17:22:01Z
ai/nanoid,gh/99401299,https://github.com/ai/nanoid.git,2025,415,1975,2201,4176,28,test/index.test.js,830,3.2,2026-05-03T17:22:01Z
alexcrichton/tar-rs,gh/21946092,https://github.com/composefs/tar-rs.git,2025,75,3208,961,4169,14,tests/all.rs,1447,1.7,2026-05-03T17:22:01Z
chalk/chalk,gh/11855195,https://github.com/chalk/chalk.git,2025,63,2229,1935,4164,26,index.d.ts,1193,1.4,2026-05-03T17:22:01Z
minimistjs/minimist,gh/549230701,https://github.com/minimistjs/minimist.git,2025,81,2253,1909,4162,19,index.js,1346,0.8,2026-05-03T17:22:01Z
dtolnay/quote,gh/67273122,https://github.com/dtolnay/quote.git,2025,270,2370,1746,4116,18,src/lib.rs,2195,1.1,2026-05-03T17:22:01Z
pydantic/typing-inspection,gh/930576948,https://github.com/pydantic/typing-inspection.git,2025,47,3132,907,4039,16,src/typing_inspection/introspection.py,1061,5.1,2026-05-03T17:22:01Z
pyca/bcrypt,gh/9993757,https://github.com/pyca/bcrypt.git,2025,722,783,3241,4024,20,src/_csrc/sha2.c,812,2.1,2026-05-03T17:22:01Z
pyasn1/pyasn1,gh/512723255,https://github.com/pyasn1/pyasn1.git,2025,46,2015,2006,4021,59,tests/codec/ber/test_decoder.py,1047,1.3,2026-05-03T17:22:01Z
isaacs/sax-js,gh/508894,https://github.com/isaacs/sax-js.git,2025,30,2248,1696,3944,72,lib/sax.js,918,1.4,2026-05-03T17:22:01Z
syntax-tree/unist-util-is,gh/41795086,https://github.com/syntax-tree/unist-util-is.git,2025,55,2063,1807,3870,11,index.js,941,0.9,2026-05-03T17:22:01Z
npm/node-semver,gh/1357199,https://github.com/npm/node-semver.git,2025,162,2517,1209,3726,125,tap-snapshots/test/bin/semver.js.test.cjs,496,1.1,2026-05-03T17:22:01Z
theskumar/python-dotenv,gh/23727790,https://github.com/theskumar/python-dotenv.git,2025,134,2356,1355,3711,20,tests/test_parser.py,708,1.0,2026-05-03T17:22:01Z
facelessuser/soupsieve,gh/160789418,https://github.com/facelessuser/soupsieve.git,2025,86,2362,1320,3682,39,soupsieve/css_match.py,1096,5.5,2026-05-03T17:22:01Z
node-fetch/fetch-blob,gh/186960326,https://github.com/node-fetch/fetch-blob.git,2025,50,2100,1569,3669,8,test.js,1432,1.2,2026-05-03T17:22:01Z
npm/nopt,gh/1544436,https://github.com/npm/nopt.git,2025,91,2172,1473,3645,15,test/basic.js,944,0.8,2026-05-03T17:22:01Z
estools/esquery,gh/11412938,https://github.com/estools/esquery.git,2025,33,2342,1242,3584,13,parser.js,1853,1.0,2026-05-03T17:22:01Z
blakeembrey/change-case,gh/9440238,https://github.com/blakeembrey/change-case.git,2025,162,1901,1564,3465,48,packages/change-case/src/index.ts,646,2.1,2026-05-03T17:22:01Z
webpack/loader-utils,gh/6503675,https://github.com/webpack/loader-utils.git,2025,48,1652,1809,3461,26,lib/getHashDigest.js,553,1.4,2026-05-03T17:22:01Z
vorner/signal-hook,gh/137260008,https://github.com/vorner/signal-hook.git,2025,131,2242,1211,3453,34,src/low_level/signal_details.rs,427,1.2,2026-05-03T17:22:01Z
paulmillr/readdirp,gh/4494405,https://github.com/paulmillr/readdirp.git,2025,61,1688,1757,3445,11,index.test.js,1466,1.2,2026-05-03T17:22:01Z
aws/aws-sdk-js-crypto-helpers,gh/149673986,https://github.com/aws/aws-sdk-js-crypto-helpers.git,2025,149,1723,1677,3400,54,packages/sha1-browser/test/ie11Sha1.test.ts,588,2.4,2026-05-03T17:22:01Z
rust-lang/libz-sys,gh/26042019,https://github.com/rust-lang/libz-sys.git,2025,178,2097,1242,3339,18,build_zng.rs,1664,1.9,2026-05-03T17:22:01Z
kaelzhang/node-ignore,gh/12519245,https://github.com/kaelzhang/node-ignore.git,2025,90,1995,1304,3299,17,index.js,713,0.6,2026-05-03T17:22:01Z
sindresorhus/find-up,gh/41723004,https://github.com/sindresorhus/find-up.git,2025,22,2054,1235,3289,8,test.js,1220,0.6,2026-05-03T17:22:01Z
aio-libs/propcache,gh/866565706,https://github.com/aio-libs/propcache.git,2025,168,2675,599,3274,24,tests/test_under_cached_property.py,554,0.7,2026-05-03T17:22:01Z
npm/ssri,gh/193817839,https://github.com/npm/ssri.git,2025,111,1849,1414,3263,18,lib/index.js,924,1.2,2026-05-03T17:22:01Z
fb55/css-what,gh/4460687,https://github.com/fb55/css-what.git,2025,1061,1795,1126,2921,8,src/parse.ts,1269,3.7,2026-05-03T17:22:01Z
realpython/pytest-mypy,gh/69576530,https://github.com/realpython/pytest-mypy.git,2025,100,1680,1233,2913,5,tests/test_pytest_mypy.py,1033,1.5,2026-05-03T17:22:01Z
autotools-mirror/m4,gh/66880383,https://github.com/autotools-mirror/m4.git,2025,105,1416,1454,2870,12,src/eval.c,940,3.7,2026-05-03T17:22:01Z
tsconfig/bases,gh/263697285,https://github.com/tsconfig/bases.git,2025,229,573,2290,2863,13,scripts/vendor/node-jsonc-parser/parser.ts,682,0.8,2026-05-03T17:22:01Z
mafintosh/tar-stream,gh/15340089,https://github.com/mafintosh/tar-stream.git,2025,21,1600,1257,2857,10,extract.js,893,0.8,2026-05-03T17:22:01Z
expressjs/body-parser,gh/15669006,https://github.com/expressjs/body-parser.git,2025,218,1616,1174,2790,14,test/urlencoded.js,517,1.0,2026-05-03T17:22:01Z
microsoft/tslib,gh/34414315,https://github.com/microsoft/tslib.git,2025,82,2005,760,2765,23,tslib.es6.js,1265,1.5,2026-05-03T17:22:01Z
jviereck/regjsparser,gh/14087781,https://github.com/jviereck/regjsparser.git,2025,129,1882,825,2707,11,parser.js,1960,5.7,2026-05-03T17:22:01Z
facebook/create-react-app,gh/63537249,https://github.com/react/create-react-app.git,2025,136,1314,1341,2655,122,packages/react-scripts/config/webpack.config.js,487,21.3,2026-05-03T17:22:01Z
isaacs/node-mkdirp,gh/2718248,https://github.com/isaacs/node-mkdirp.git,2025,40,1512,1087,2599,36,tap-snapshots/test/cmd.ts.test.cjs,552,0.8,2026-05-03T17:22:01Z
10der/homeassistant-custom_components-awtrix,gh/748539167,https://github.com/10der/homeassistant-custom_components-awtrix.git,2025,55,1602,984,2586,11,custom_components/awtrix_notification/awtrix.py,1379,1.2,2026-05-03T17:22:01Z
vercel/ms,gh/3655872,https://github.com/vercel/ms.git,2025,38,1717,818,2535,12,src/index.test.ts,573,1.0,2026-05-03T17:22:01Z
tapjs/signal-exit,gh/35711072,https://github.com/tapjs/signal-exit.git,2025,35,1561,856,2417,40,index.js,527,1.2,2026-05-03T17:22:01Z
sybrenstuvel/python-rsa,gh/50107469,https://github.com/sybrenstuvel/python-rsa.git,2025,100,1363,1033,2396,30,rsa/key.py,597,1.4,2026-05-03T17:22:01Z
rayon-rs/either,gh/42479602,https://github.com/rayon-rs/either.git,2025,104,1552,770,2322,5,src/lib.rs,1443,1.2,2026-05-03T17:22:01Z
sindresorhus/quick-lru,gh/86679721,https://github.com/sindresorhus/quick-lru.git,2025,32,1989,331,2320,4,test.js,1714,0.8,2026-05-03T17:22:01Z
istanbuljs/istanbuljs,gh/81482340,https://github.com/istanbuljs/istanbuljs.git,2025,112,1899,384,2283,47,packages/istanbul-lib-coverage/test/file.test.js,711,2.8,2026-05-03T17:22:01Z
dtolnay/itoa,gh/61962375,https://github.com/dtolnay/itoa.git,2025,195,1170,1100,2270,6,src/lib.rs,1649,1.8,2026-05-03T17:22:01Z
jaraco/jaraco.develop,gh/48289082,https://github.com/jaraco/jaraco.develop.git,2025,407,1671,545,2216,32,jaraco/develop/git.py,334,2.4,2026-05-03T17:22:01Z
annotated-types/annotated-types,gh/487934134,https://github.com/annotated-types/annotated-types.git,2025,80,1452,753,2205,8,annotated_types/__init__.py,972,0.8,2026-05-03T17:22:01Z
npm/normalize-package-data,gh/9301720,https://github.com/npm/normalize-package-data.git,2025,118,1416,779,2195,18,test/normalize.js,573,1.0,2026-05-03T17:22:01Z
nodeca/js-yaml,gh/2504175,https://github.com/nodeca/js-yaml.git,2025,14,1389,708,2097,11,dist/js-yaml.js,928,3.7,2026-05-03T17:22:01Z
follow-redirects/follow-redirects,gh/6697086,https://github.com/follow-redirects/follow-redirects.git,2025,88,1489,593,2082,6,test/test.js,1184,1.1,2026-05-03T17:22:01Z
isaacs/minizlib,gh/86429676,https://github.com/isaacs/minizlib.git,2025,20,1272,764,2036,28,src/index.ts,523,36.6,2026-05-03T17:22:01Z
wbond/asn1crypto,gh/36823669,https://github.com/wbond/asn1crypto.git,2025,78,1724,302,2026,30,dev/pyenv-install.py,266,1.5,2026-05-03T17:22:01Z
andialbrecht/sqlparse,gh/4067434,https://github.com/andialbrecht/sqlparse.git,2025,198,1487,519,2006,28,sqlparse/keywords.py,291,1.6,2026-05-03T17:22:01Z
json5/json5,gh/4463453,https://github.com/json5/json5.git,2025,42,1178,786,1964,12,test/errors.js,809,1.6,2026-05-03T17:22:01Z
jonschlinkert/get-value,gh/24911025,https://github.com/jonschlinkert/get-value.git,2025,6,1190,770,1960,49,test/units.ts,506,1.0,2026-05-03T17:22:01Z
pallets/markupsafe,gh/734244,https://github.com/pallets/markupsafe.git,2025,336,957,955,1912,20,src/markupsafe/__init__.py,886,0.9,2026-05-03T17:22:01Z
qt/qt5,gh/9880318,https://github.com/qt/qt5.git,2025,2082,1341,548,1889,12,init-repository.pl,653,15.3,2026-05-03T17:22:01Z
python-hyper/h11,gh/57372073,https://github.com/python-hyper/h11.git,2025,59,1158,666,1824,26,h11/tests/test_connection.py,268,1.2,2026-05-03T17:22:01Z
sindresorhus/open,gh/18469325,https://github.com/sindresorhus/open.git,2025,100,1111,693,1804,5,index.js,1003,0.7,2026-05-03T17:22:01Z
eliben/pycparser,gh/10589864,https://github.com/eliben/pycparser.git,2025,81,1388,396,1784,53,tests/test_c_parser.py,304,1.9,2026-05-03T17:22:01Z
comex/rust-shlex,gh/37886228,https://github.com/comex/rust-shlex.git,2025,30,1524,233,1757,9,src/bytes.rs,674,1.0,2026-05-03T17:22:01Z
laurent-laporte-pro/deprecated,gh/111412148,https://github.com/laurent-laporte-pro/deprecated.git,2025,136,1129,604,1733,18,tests/test_deprecated_params.py,328,3.4,2026-05-03T17:22:01Z
qix-/color-convert,gh/1874305,https://github.com/qix-/color-convert.git,2025,18,1542,188,1730,8,index.d.ts,744,0.9,2026-05-03T17:22:01Z
lodash/lodash,gh/3955647,https://github.com/lodash/lodash.git,2025,23,561,1159,1720,10,test/saucelabs.js,908,25.0,2026-05-03T17:22:01Z
browserslist/update-db,gh/505548145,https://github.com/browserslist/update-db.git,2025,158,1279,437,1716,9,index.js,820,1.1,2026-05-03T17:22:01Z
aio-libs/frozenlist,gh/204197530,https://github.com/aio-libs/frozenlist.git,2025,587,1242,465,1707,14,packaging/pep517_backend/_backend.py,486,2.6,2026-05-03T17:22:01Z
form-data/form-data,gh/1755793,https://github.com/form-data/form-data.git,2025,60,900,798,1698,35,lib/form_data.js,424,1.4,2026-05-03T17:22:01Z
fb55/domutils,gh/6627949,https://github.com/fb55/domutils.git,2025,1499,1269,427,1696,17,src/feeds.ts,349,5.6,2026-05-03T17:22:01Z
msgpack/msgpack-python,gh/2242705,https://github.com/msgpack/msgpack-python.git,2025,102,580,1114,1694,30,msgpack/fallback.py,522,0.7,2026-05-03T17:22:01Z
browserify/resolve,gh/1915099,https://github.com/browserify/resolve.git,2025,149,1485,172,1657,15,test/resolver_sync.js,759,0.9,2026-05-03T17:22:01Z
douglasdwyer/wasm_sync,gh/668034655,https://github.com/douglasdwyer/wasm_sync.git,2025,4,1641,3,1644,3,src/wasm.rs,1581,0.6,2026-05-03T17:22:01Z
inspect-js/is-accessor-descriptor,gh/41658954,https://github.com/inspect-js/is-accessor-descriptor.git,2025,48,811,816,1627,3,test/index.js,789,0.8,2026-05-03T17:22:01Z
isaacs/yallist,gh/48222381,https://github.com/isaacs/yallist.git,2025,15,848,751,1599,5,src/index.ts,835,0.9,2026-05-03T17:22:01Z
djc/rustc-version-rs,gh/41272773,https://github.com/djc/rustc-version-rs.git,2025,39,807,774,1581,3,src/lib.rs,836,1.5,2026-05-03T17:22:01Z
smol-rs/fastrand,gh/267368764,https://github.com/smol-rs/fastrand.git,2025,85,1126,427,1553,5,src/lib.rs,793,0.7,2026-05-03T17:22:01Z
chronotope/humantime,gh/59320323,https://github.com/chronotope/humantime.git,2025,44,1036,498,1534,6,src/duration.rs,938,1.5,2026-05-03T17:22:01Z
webpack/tapable,gh/7730086,https://github.com/webpack/tapable.git,2025,24,943,527,1470,31,lib/__tests__/HookTester.js,519,0.9,2026-05-03T17:22:01Z
jorgebucaran/colorette,gh/34648097,https://github.com/jorgebucaran/colorette.git,2025,122,881,581,1462,13,index.js,541,1.0,2026-05-03T17:22:01Z
micromatch/braces,gh/25475303,https://github.com/micromatch/braces.git,2025,18,804,583,1387,23,test/bash-expanded-sets.js,389,1.5,2026-05-03T17:22:01Z
sindresorhus/p-map,gh/71526722,https://github.com/sindresorhus/p-map.git,2025,39,1157,227,1384,6,test.js,652,0.8,2026-05-03T17:22:01Z
lydell/js-tokens,gh/17552490,https://github.com/lydell/js-tokens.git,2025,68,931,441,1372,19,test/index.test.js,243,1.5,2026-05-03T17:22:01Z
sindresorhus/ansi-escapes,gh/40721875,https://github.com/sindresorhus/ansi-escapes.git,2025,29,735,625,1360,7,index.d.ts,416,0.9,2026-05-03T17:22:01Z
rust-embedded/critical-section,gh/365854323,https://github.com/rust-embedded/critical-section.git,2025,104,989,340,1329,4,src/lib.rs,868,0.6,2026-05-03T17:22:01Z
watson/ci-info,gh/71475907,https://github.com/watson/ci-info.git,2025,127,1051,267,1318,5,test.js,903,1.1,2026-05-03T17:22:01Z
npm/ini,gh/2167680,https://github.com/npm/ini.git,2025,99,894,397,1291,11,lib/ini.js,448,0.6,2026-05-03T17:22:01Z
pallets/itsdangerous,gh/1945034,https://github.com/pallets/itsdangerous.git,2025,202,497,782,1279,14,src/itsdangerous/serializer.py,330,1.9,2026-05-03T17:22:01Z
