repo,repo_id,year,metric,value,fetched_at
multimedia-team/aom,gl/debian-29534,2024,opened_issues,0,2026-07-06T19:02:01+00:00
multimedia-team/aom,gl/debian-29534,2025,closed_issues,0,2026-07-06T19:02:01+00:00
multimedia-team/aom,gl/debian-29534,2025,opened_issues,0,2026-07-06T19:02:01+00:00
pixman/pixman,gl/freedesktop-158,2021,closed_issues,2,2026-07-12T19:36:33+00:00
pixman/pixman,gl/freedesktop-158,2021,opened_issues,8,2026-07-12T19:36:33+00:00
pixman/pixman,gl/freedesktop-158,2022,closed_issues,10,2026-07-12T19:36:33+00:00
pixman/pixman,gl/freedesktop-158,2022,opened_issues,16,2026-07-12T19:36:33+00:00
pixman/pixman,gl/freedesktop-158,2023,closed_issues,7,2026-07-12T19:36:33+00:00
pixman/pixman,gl/freedesktop-158,2023,opened_issues,16,2026-07-12T19:36:33+00:00
pixman/pixman,gl/freedesktop-158,2024,closed_issues,30,2026-07-12T19:36:33+00:00
pixman/pixman,gl/freedesktop-158,2024,opened_issues,31,2026-07-12T19:36:33+00:00
pixman/pixman,gl/freedesktop-158,2025,closed_issues,8,2026-07-12T19:36:33+00:00
pixman/pixman,gl/freedesktop-158,2025,opened_issues,11,2026-07-12T19:36:33+00:00
takluyver/jeepney,gl/2780772,2021,closed_issues,2,2026-07-06T19:02:02+00:00
takluyver/jeepney,gl/2780772,2021,opened_issues,4,2026-07-06T19:02:02+00:00
takluyver/jeepney,gl/2780772,2022,closed_issues,3,2026-07-06T19:02:02+00:00
takluyver/jeepney,gl/2780772,2022,opened_issues,4,2026-07-06T19:02:02+00:00
takluyver/jeepney,gl/2780772,2023,closed_issues,3,2026-07-06T19:02:02+00:00
takluyver/jeepney,gl/2780772,2023,opened_issues,8,2026-07-06T19:02:02+00:00
takluyver/jeepney,gl/2780772,2024,closed_issues,2,2026-07-06T19:02:02+00:00
takluyver/jeepney,gl/2780772,2024,opened_issues,3,2026-07-06T19:02:02+00:00
takluyver/jeepney,gl/2780772,2025,closed_issues,4,2026-07-06T19:02:02+00:00
takluyver/jeepney,gl/2780772,2025,opened_issues,3,2026-07-06T19:02:02+00:00
xorg-team/lib/libx11,gl/debian-4306,2021,closed_issues,0,2026-07-06T19:02:02+00:00
xorg-team/lib/libx11,gl/debian-4306,2021,opened_issues,0,2026-07-06T19:02:02+00:00
xorg-team/lib/libx11,gl/debian-4306,2022,closed_issues,0,2026-07-06T19:02:02+00:00
xorg-team/lib/libx11,gl/debian-4306,2022,opened_issues,0,2026-07-06T19:02:02+00:00
xorg-team/lib/libx11,gl/debian-4306,2023,closed_issues,0,2026-07-06T19:02:02+00:00
xorg-team/lib/libx11,gl/debian-4306,2023,opened_issues,0,2026-07-06T19:02:02+00:00
xorg-team/lib/libx11,gl/debian-4306,2024,closed_issues,0,2026-07-06T19:02:02+00:00
xorg-team/lib/libx11,gl/debian-4306,2024,opened_issues,0,2026-07-06T19:02:02+00:00
xorg-team/lib/libx11,gl/debian-4306,2025,closed_issues,0,2026-07-06T19:02:02+00:00
xorg-team/lib/libx11,gl/debian-4306,2025,opened_issues,0,2026-07-06T19:02:02+00:00
xorg-team/lib/libxau,gl/debian-4307,2021,closed_issues,0,2026-07-06T19:02:02+00:00
xorg-team/lib/libxau,gl/debian-4307,2021,opened_issues,0,2026-07-06T19:02:02+00:00
xorg-team/lib/libxau,gl/debian-4307,2022,closed_issues,0,2026-07-06T19:02:02+00:00
xorg-team/lib/libxau,gl/debian-4307,2022,opened_issues,0,2026-07-06T19:02:02+00:00
xorg-team/lib/libxau,gl/debian-4307,2023,closed_issues,0,2026-07-06T19:02:02+00:00
xorg-team/lib/libxau,gl/debian-4307,2023,opened_issues,0,2026-07-06T19:02:02+00:00
xorg-team/lib/libxau,gl/debian-4307,2024,closed_issues,0,2026-07-06T19:02:02+00:00
xorg-team/lib/libxau,gl/debian-4307,2024,opened_issues,0,2026-07-06T19:02:02+00:00
xorg-team/lib/libxau,gl/debian-4307,2025,closed_issues,0,2026-07-06T19:02:02+00:00
xorg-team/lib/libxau,gl/debian-4307,2025,opened_issues,0,2026-07-06T19:02:02+00:00
xorg-team/lib/libxdmcp,gl/debian-4313,2021,closed_issues,0,2026-07-06T19:02:02+00:00
xorg-team/lib/libxdmcp,gl/debian-4313,2021,opened_issues,0,2026-07-06T19:02:02+00:00
xorg-team/lib/libxdmcp,gl/debian-4313,2022,closed_issues,0,2026-07-06T19:02:02+00:00
xorg-team/lib/libxdmcp,gl/debian-4313,2022,opened_issues,0,2026-07-06T19:02:02+00:00
xorg-team/lib/libxdmcp,gl/debian-4313,2023,closed_issues,0,2026-07-06T19:02:02+00:00
xorg-team/lib/libxdmcp,gl/debian-4313,2023,opened_issues,0,2026-07-06T19:02:02+00:00
xorg-team/lib/libxdmcp,gl/debian-4313,2024,closed_issues,0,2026-07-06T19:02:02+00:00
xorg-team/lib/libxdmcp,gl/debian-4313,2024,opened_issues,0,2026-07-06T19:02:02+00:00
xorg-team/lib/libxdmcp,gl/debian-4313,2025,closed_issues,0,2026-07-06T19:02:02+00:00
xorg-team/lib/libxdmcp,gl/debian-4313,2025,opened_issues,0,2026-07-06T19:02:02+00:00
xorg-team/lib/libxext,gl/debian-4314,2021,closed_issues,0,2026-07-06T19:02:02+00:00
