"package","github_repo","git","eco_guess","language","avg_downloads","2021","2022","2023","2024","2025","top","is_cpp","is_oss_fuzz","pagerank","value_class","license"
"stern","stern/stern","https://github.com/stern/stern.git","","go","43500","0","46324","15618","67985","44073","True","False","False","0.00009992","C","apache-2.0"
"ruby-install","postmodern/ruby-install","https://github.com/postmodern/ruby-install.git","","c/c++","43429","0","88120","28599","31454","25545","True","True","False","0.00009976","C","mit"
"qtpositioning","","","","c/c++","16911","0","0","0","0","16911","True","True","False","0.00009938","C","(lgpl-3.0-only or gpl-2.0-only or gpl-3.0-only) and bsd-3-clause and bsl-1.0 and mit"
"glew","","","","c/c++","39388","0","76260","15317","29948","36030","True","True","False","0.00009921","C","bsd-3-clause"
"bazelisk","bazelbuild/bazelisk","https://github.com/bazelbuild/bazelisk.git","","go","42997","0","64325","15187","54665","37811","True","False","False","0.00009876","C","apache-2.0"
"apktool","iBotPeaches/Apktool","https://github.com/ibotpeaches/apktool.git","","java","42931","0","31613","18985","57298","63828","True","False","False","0.00009861","C","apache-2.0"
"cgal","CGAL/cgal","https://github.com/cgal/cgal.git","","c/c++","35126","0","67032","15807","29647","28018","True","True","False","0.00009848","C","gpl-3.0-or-later"
"bats-core","bats-core/bats-core","https://github.com/bats-core/bats-core.git","","c/c++","42623","0","7457","23478","61908","77650","True","True","False","0.00009790","C","mit"
"cabextract","","","","c/c++","33486","0","81861","18653","16712","16718","True","True","False","0.00009754","C","gpl-3.0-or-later"
"moreutils","","https://git.joeyh.name/index.cgi/moreutils.git/snapshot/moreutils-0.70.tar.gz","","c/c++","42317","0","27465","7499","83958","50349","True","True","False","0.00009720","C","gpl-2.0-or-later and (gpl-2.0-only or artistic-2.0)"
"tinyxml2","leethomason/tinyxml2","https://github.com/leethomason/tinyxml2.git","","c/c++","25947","0","25703","11761","30364","35960","True","True","True","0.00009719","C","zlib"
"libexif","libexif/libexif","https://github.com/libexif/libexif.git","","c/c++","38317","0","55349","23135","38022","36762","True","True","True","0.00009689","C","lgpl-2.1-or-later and lgpl-2.0-or-later"
"pulumi","pulumi/pulumi","https://github.com/pulumi/pulumi.git","","go","42012","0","72229","22328","36078","37416","True","False","False","0.00009650","C","apache-2.0"
"mingw-w64","","","","c/c++","42009","0","46896","36962","48272","35906","True","True","False","0.00009649","C","zpl-2.1 and (gpl-2.0-or-later and gpl-3.0-or-later and lgpl-2.0-or-later and lgpl-3.0-only) and (gpl-3.0-or-later with gcc-exception-3.1)"
"firebase-cli","","","","node","41905","0","50128","22133","46928","48431","True","False","False","0.00009625","C","mit"
"aws-c-event-stream","awslabs/aws-c-event-stream","https://github.com/awslabs/aws-c-event-stream.git","","c/c++","24138","0","0","0","1764","46512","True","True","False","0.00009609","C","apache-2.0"
"scala","scala/scala3","https://github.com/scala/scala3.git","","java","41796","0","74950","19265","41595","31374","True","False","False","0.00009600","C","apache-2.0"
"qpdf","qpdf/qpdf","https://github.com/qpdf/qpdf.git","","c/c++","37977","0","52579","20233","30174","48924","True","True","True","0.00009596","C","apache-2.0"
"kotlin","JetBrains/kotlin","https://github.com/jetbrains/kotlin.git","","java","41728","0","64016","21770","40621","40507","True","False","False","0.00009585","C","apache-2.0"
"semgrep","semgrep/semgrep","https://github.com/semgrep/semgrep.git","","ocaml","41632","0","47777","20202","44640","53912","True","False","False","0.00009563","C","lgpl-2.1-only"
"aws-cdk","aws/aws-cdk","https://github.com/aws/aws-cdk.git","","node","41548","0","64194","21573","44440","35985","True","False","False","0.00009543","C","apache-2.0"
"checkov","","","","rust","41412","0","61355","20827","46540","36926","True","False","False","0.00009512","C","apache-2.0"
"postgis","","","","c/c++","41349","0","77775","18246","37802","31573","True","True","False","0.00009498","C","gpl-2.0-or-later"
"mosh","mobile-shell/mosh","https://github.com/mobile-shell/mosh.git","","c/c++","41294","0","44684","22077","57562","40853","True","True","True","0.00009485","C","gpl-3.0-or-later"
"tig","jonas/tig","https://github.com/jonas/tig.git","","c/c++","41193","0","92940","11241","31797","28796","True","True","False","0.00009462","C","gpl-2.0-or-later"
"sdl2_image","libsdl-org/SDL_image","https://github.com/libsdl-org/sdl_image.git","","c/c++","41152","0","61954","16891","46339","39425","True","True","False","0.00009453","C","zlib"
"qhull","","","","c/c++","32729","0","17889","20459","50399","42172","True","True","False","0.00009394","C","qhull"
"qtwebengine","","","","node","26644","0","0","0","0","26644","True","False","False","0.00009385","C","(lgpl-3.0-only or gpl-2.0-only or gpl-3.0-only) and (gpl-3.0-only with qt-gpl-exception-1.0) and bsd-3-clause and apache-2.0 and blessing and bsd-2-clause and lgpl-2.1-or-later and libpng-2.0 and mit and mpl-1.1 and ncl and sgi-b-2.0 and sunpro and zlib and licenseref-homebrew-public-domain"
"allure","","","","java","40776","0","28806","11504","45128","77666","True","False","False","0.00009366","C","apache-2.0"
"poppler-qt5","","","","c/c++","40469","0","106409","18570","21043","15855","True","True","False","0.00009296","C","gpl-2.0-only or gpl-3.0-only"
"uchardet","","","","c/c++","34039","0","99741","10886","13964","11566","True","True","False","0.00009257","C","mpl-1.1 or gpl-2.0-or-later or lgpl-2.1-or-later"
"plantuml","plantuml/plantuml","https://github.com/plantuml/plantuml.git","","java","40285","0","69851","21228","34640","35422","True","False","False","0.00009253","C","gpl-3.0-or-later"
"vapoursynth","vapoursynth/vapoursynth","https://github.com/vapoursynth/vapoursynth.git","","c/c++","37691","0","71223","13479","37335","28727","True","True","False","0.00009242","C","lgpl-2.1-or-later"
"nano","","","","c/c++","39881","0","71619","14675","34881","38351","True","True","False","0.00009161","C","gpl-3.0-or-later"
"imagemagick@6","ImageMagick/ImageMagick6","https://github.com/imagemagick/imagemagick6.git","","c/c++","39877","0","88471","23268","28540","19231","True","True","False","0.00009160","C","imagemagick"
"taglib","","","","c/c++","38324","0","44096","27862","39708","41631","True","True","False","0.00009152","C","lgpl-2.1-only or mpl-1.1"
"librttopo","","https://git.osgeo.org/gitea/rttopo/librttopo","","c/c++","32799","0","49705","10350","34914","36227","True","True","False","0.00009056","C","gpl-2.0-or-later"
"libmaxminddb","maxmind/libmaxminddb","https://github.com/maxmind/libmaxminddb.git","","c/c++","35386","0","72102","7335","38288","23822","True","True","False","0.00009042","C","apache-2.0"
"dotnet","dotnet/dotnet","https://github.com/dotnet/dotnet.git","","c/c++","39243","0","43991","12082","45650","55252","True","True","False","0.00009014","C","mit"
"freexl","","","","c/c++","29908","0","48847","14060","29205","27521","True","True","False","0.00009010","C","mpl-1.1 or gpl-2.0-or-later or lgpl-2.1-or-later"
"cmake-docs","Kitware/CMake","https://github.com/kitware/cmake.git","","c/c++","39196","0","36592","21465","53732","44996","True","True","False","0.00009003","C","bsd-3-clause"
"oh-my-posh","JanDeDobbeleer/oh-my-posh","https://github.com/jandedobbeleer/oh-my-posh.git","","go","38947","0","29161","17082","51827","57718","True","False","False","0.00008946","C","mit"
"openshift-cli","","","","go","38949","0","29917","17927","52544","55408","True","False","False","0.00008946","C","apache-2.0"
"qtmultimedia","","","","c/c++","17246","0","0","0","0","17246","True","True","False","0.00008908","C","(lgpl-3.0-only or gpl-2.0-only or gpl-3.0-only) and (mpl-2.0 and bsd-3-clause) and apache-2.0 and bsd-3-clause and gpl-3.0-only and mit"
"molten-vk","KhronosGroup/MoltenVK","https://github.com/khronosgroup/moltenvk.git","","c/c++","31272","0","20369","7740","55052","41928","True","True","False","0.00008797","C","apache-2.0"
"libxmlsec1","lsh123/xmlsec","https://github.com/lsh123/xmlsec.git","","c/c++","38223","0","61280","24030","40714","26869","True","True","True","0.00008780","C","mit"
"pinentry-mac","GPGTools/pinentry","https://github.com/gpgtools/pinentry.git","","c/c++","38044","0","53956","10487","43850","43883","True","True","False","0.00008739","C","gpl-2.0-or-later and gpl-3.0-or-later"
"sourcery","krzysztofzablocki/Sourcery","https://github.com/krzysztofzablocki/sourcery.git","","c/c++","37957","0","12553","33440","46183","59653","True","True","False","0.00008719","C","mit"
"mecab-ipadic","","","","c/c++","25771","0","56497","8845","20763","16981","True","True","False","0.00008714","C","naist-2003"
"pkcs11-helper","OpenSC/OpenSC","https://github.com/opensc/opensc.git","","c/c++","25776","0","48927","11706","24307","18167","True","True","True","0.00008697","C","bsd-3-clause or gpl-2.0-or-later"
"rapidjson","Tencent/rapidjson","https://github.com/tencent/rapidjson.git","","c/c++","36866","0","57370","28852","38071","23172","True","True","True","0.00008672","C","mit"
"xcresultparser","a7ex/xcresultparser","https://github.com/a7ex/xcresultparser.git","","c/c++","37674","0","0","57","10883","102083","True","True","False","0.00008654","C","mit"
"cyrus-sasl","cyrusimap/cyrus-sasl","https://github.com/cyrusimap/cyrus-sasl.git","","c/c++","32697","0","1734","3898","9811","115347","True","True","False","0.00008646","C","bsd-3-clause-attribution"
"blueutil","toy/blueutil","https://github.com/toy/blueutil.git","","c/c++","37419","0","85996","17453","25260","20968","True","True","False","0.00008595","C","mit"
"lzlib","","","","c/c++","25226","0","55776","5667","20496","18965","True","True","False","0.00008573","C","bsd-2-clause"
"metis","","","","c/c++","30901","0","67081","10839","23975","21711","True","True","False","0.00008562","C","apache-2.0"
"ios-deploy","ios-control/ios-deploy","https://github.com/ios-control/ios-deploy.git","","c/c++","37218","0","55790","17331","44574","31177","True","True","False","0.00008549","C","gpl-3.0-or-later and bsd-3-clause"
"uriparser","uriparser/uriparser","https://github.com/uriparser/uriparser.git","","c/c++","24201","0","774","18292","41300","36439","True","True","True","0.00008532","C","bsd-3-clause"
"qtwebchannel","","","","c/c++","17037","0","0","0","0","17037","True","True","False","0.00008507","C","(lgpl-3.0-only or gpl-2.0-only or gpl-3.0-only) and bsd-3-clause"
"xclogparser","MobileNativeFoundation/XCLogParser","https://github.com/mobilenativefoundation/xclogparser.git","","c/c++","37012","0","9674","1550","4062","132764","True","True","False","0.00008502","C","apache-2.0"
"dialog","","","","c/c++","36893","0","91171","8800","27781","19821","True","True","False","0.00008474","C","lgpl-2.1-or-later"
"git-delta","dandavison/delta","https://github.com/dandavison/delta.git","","rust","36846","0","41905","12275","50641","42563","True","False","False","0.00008463","C","mit"
"cloc","AlDanial/cloc","https://github.com/aldanial/cloc.git","","c/c++","36829","0","57392","16322","34838","38766","True","True","False","0.00008460","C","gpl-2.0-or-later"
"doctl","digitalocean/doctl","https://github.com/digitalocean/doctl.git","","go","36726","0","60714","15680","32728","37785","True","False","False","0.00008436","C","apache-2.0"
"nushell","nushell/nushell","https://github.com/nushell/nushell.git","","rust","36694","0","34052","17718","44883","50126","True","False","False","0.00008429","C","mit"
"qtwebsockets","","","","c/c++","16906","0","0","0","0","16906","True","True","False","0.00008393","C","(lgpl-3.0-only or gpl-2.0-only or gpl-3.0-only) and bsd-3-clause"
"opencode","","","","node","36517","0","0","0","0","36517","True","False","False","0.00008388","C","mit"
"sfcgal","","https://gitlab.com/sfcgal/sfcgal.git","","c/c++","30595","0","57658","10992","27339","26394","True","True","False","0.00008380","C","lgpl-2.0-or-later"
"diffutils","","","","c/c++","27023","0","24873","14358","30424","38439","True","True","False","0.00008376","C","gpl-3.0-or-later"
"libgit2@1.7","libgit2/libgit2","https://github.com/libgit2/libgit2.git","","c/c++","36269","0","0","0","71594","944","True","True","True","0.00008331","C","gpl-2.0-only with gcc-exception-2.0"
"srtp","cisco/libsrtp","https://github.com/cisco/libsrtp.git","","c/c++","34688","0","29780","27533","50416","31024","True","True","True","0.00008317","C","bsd-3-clause"
"faad2","knik0/faad2","https://github.com/knik0/faad2.git","","c/c++","34580","0","42672","21052","41714","32884","True","True","True","0.00008292","C","gpl-2.0-or-later"
"dos2unix","","","","c/c++","36049","0","63275","22543","27434","30946","True","True","False","0.00008280","C","bsd-2-clause"
"vulkan-loader","KhronosGroup/Vulkan-Loader","https://github.com/khronosgroup/vulkan-loader.git","","c/c++","30404","0","2467","5164","54269","59719","True","True","True","0.00008280","C","apache-2.0"
"scipy","","","","c/c++","36019","0","53173","12624","39602","38677","True","True","False","0.00008273","C","bsd-3-clause"
"bazel","bazelbuild/bazel","https://github.com/bazelbuild/bazel.git","","java","35956","0","53896","19950","39391","30589","True","False","False","0.00008259","C","apache-2.0"
"universal-ctags","universal-ctags/ctags","https://github.com/universal-ctags/ctags.git","","python","35913","0","48620","19239","38633","37162","True","False","False","0.00008249","C","gpl-2.0-or-later"
"jmeter","","","","java","35888","0","67553","21776","34269","19957","True","False","False","0.00008243","C","apache-2.0"
"qt5compat","","","","c/c++","22925","0","0","0","0","22925","True","True","False","0.00008242","C","(lgpl-3.0-only or gpl-2.0-only or gpl-3.0-only) and bsd-2-clause and bsd-3-clause"
"pv","","","","c/c++","35864","0","25951","12611","50828","54068","True","True","False","0.00008238","C","artistic-2.0"
"psutils","rrthomas/psutils","https://github.com/rrthomas/psutils.git","","c/c++","32067","0","40485","41217","24688","21880","True","True","False","0.00008220","C","gpl-3.0-or-later"
"openapi-generator","","","","java","35532","0","45253","17706","43149","36023","True","False","False","0.00008162","C","apache-2.0"
"php@8.3","","","","c/c++","35400","0","0","0","10499","60301","True","True","False","0.00008131","C","php-3.01 and zend-2.0 and bsl-1.0 and mit and apache-1.0 and bcrypt-solar-designer and bsd-2-clause-darwin and bsd-2-clause and bsd-3-clause and bsd-4-clause-uc and isc and lgpl-2.1-only and lgpl-2.1-or-later and oldap-2.8 and tcl and zlib"
"sip","","","","c/c++","35278","0","86748","18939","21165","14262","True","True","False","0.00008103","C","bsd-2-clause"
"jenkins-lts","","","","java","34773","0","57271","17687","35692","28445","True","False","False","0.00007987","C","mit"
"zookeeper","","","","java","34646","0","57004","23177","38572","19832","True","False","False","0.00007958","C","apache-2.0"
"wayland","","https://gitlab.freedesktop.org/wayland/wayland.git","","c/c++","16833","0","0","6274","22248","21979","True","True","False","0.00007932","C","mit"
"qttools","","","","c/c++","17315","0","0","0","0","17315","True","True","False","0.00007906","C","(lgpl-3.0-only or gpl-2.0-only or gpl-3.0-only) and (gpl-3.0-only with qt-gpl-exception-1.0) and bsd-3-clause and bsl-1.0"
"spirv-tools","KhronosGroup/SPIRV-Tools","https://github.com/khronosgroup/spirv-tools.git","","c/c++","20946","0","766","590","38889","43541","True","True","True","0.00007859","C","apache-2.0"
"smartmontools","","","","c/c++","34039","0","65099","17230","20737","33091","True","True","False","0.00007819","C","gpl-2.0-or-later"
"aws-c-sdkutils","awslabs/aws-c-sdkutils","https://github.com/awslabs/aws-c-sdkutils.git","","c/c++","20234","0","0","0","2310","38159","True","True","False","0.00007810","C","apache-2.0"
"vte3","","","","c/c++","33290","0","56742","15679","33449","27290","True","True","False","0.00007810","C","lgpl-2.0-or-later"
"uutils-findutils","uutils/findutils","https://github.com/uutils/findutils.git","","rust","34001","0","47","272","30894","104791","True","False","False","0.00007810","C","mit"
"ggml","ggml-org/ggml","https://github.com/ggml-org/ggml.git","","c/c++","0","0","0","0","0","0","False","True","False","0.00007805","C","mit"
"findutils","","","","c/c++","33890","0","77593","15086","25241","17642","True","True","False","0.00007784","C","gpl-3.0-or-later"
"zizmor","zizmorcore/zizmor","https://github.com/zizmorcore/zizmor.git","","rust","33870","0","0","0","17320","50421","True","False","False","0.00007780","C","mit"
"glances","","","","rust","33852","0","47417","9873","31906","46213","True","False","False","0.00007776","C","lgpl-3.0-or-later"
"augeas","hercules-team/augeas","https://github.com/hercules-team/augeas.git","","c/c++","24971","0","65368","12815","11962","9740","True","True","True","0.00007767","C","lgpl-2.1-or-later"
"macos-term-size","sindresorhus/macos-terminal-size","https://github.com/sindresorhus/macos-terminal-size.git","","c/c++","33679","0","123165","8296","2694","564","True","True","False","0.00007736","C","mit"
"screenresolution","jhford/screenresolution","https://github.com/jhford/screenresolution.git","","c/c++","33574","0","64608","11158","39501","19030","True","True","False","0.00007712","C","gpl-2.0-only"
"oci-cli","","","","c/c++","33486","0","40382","17243","36356","39965","True","True","False","0.00007692","C","upl-1.0 or apache-2.0"
"glfw","glfw/glfw","https://github.com/glfw/glfw.git","","c/c++","33479","0","46294","12008","40097","35517","True","True","False","0.00007690","C","zlib"
"llvm@20","llvm/llvm-project","https://github.com/llvm/llvm-project.git","","c/c++","33429","0","0","0","0","33429","True","True","True","0.00007679","C","apache-2.0 with llvm-exception"
"helmfile","helmfile/helmfile","https://github.com/helmfile/helmfile.git","","go","33235","0","32726","11697","47339","41179","True","False","False","0.00007634","C","mit"
"qtquicktimeline","","","","c/c++","17337","0","0","0","0","17337","True","True","False","0.00007606","C","gpl-3.0-only and bsd-3-clause"
"python-tabulate","astanin/python-tabulate","https://github.com/astanin/python-tabulate.git","","c/c++","33032","0","100775","19276","10535","1544","True","True","False","0.00007587","C","mit"
"libshout","","","","c/c++","31502","0","37441","24637","35777","28153","True","True","False","0.00007585","C","lgpl-2.0-or-later"
"libdap","","","","c/c++","33013","0","106430","9531","10099","5993","True","True","False","0.00007583","C","lgpl-2.1-or-later"
"aws-c-compression","awslabs/aws-c-compression","https://github.com/awslabs/aws-c-compression.git","","c/c++","17968","0","0","0","2216","33721","True","True","False","0.00007573","C","apache-2.0"
"gumbo-parser","","https://codeberg.org/gumbo-parser/gumbo-parser.git","","c/c++","8722","0","6805","1525","5613","20946","False","True","False","0.00007567","C","apache-2.0"
"macvim","macvim-dev/macvim","https://github.com/macvim-dev/macvim.git","","c/c++","32928","0","77164","14574","21322","18655","True","True","False","0.00007563","C","vim"
"qtgrpc","","","","c/c++","25480","0","0","0","0","25480","True","True","False","0.00007521","C","gpl-3.0-only and (lgpl-3.0-only or gpl-2.0-only or gpl-3.0-only) and (gpl-3.0-only with qt-gpl-exception-1.0) and bsd-3-clause"
"typescript","","","","node","32740","0","53499","16766","34732","25963","True","False","False","0.00007520","C","apache-2.0"
"mandoc","","","","c/c++","32707","0","7654","7323","44793","71058","True","True","False","0.00007513","C","isc"
"ack","","","","c/c++","32700","0","76457","18084","16614","19646","True","True","False","0.00007511","C","artistic-2.0"
"md5sha1sum","","","","c/c++","32685","0","27595","16447","58854","27844","True","True","False","0.00007508","C","gpl-2.0-or-later"
"angular-cli","","","","node","32477","0","56187","15350","31971","26400","True","False","False","0.00007460","C","mit"
"octave","","","","java","32393","0","48899","20210","33988","26476","True","False","False","0.00007441","C","gpl-3.0-or-later"
"luarocks","","","","c/c++","32380","0","49805","9189","34121","36405","True","True","False","0.00007438","C","mit"
"python-tk@3.11","","","","c/c++","32191","0","6964","36230","51865","33707","True","True","False","0.00007394","C","python-2.0"
"docker-buildx","docker/buildx","https://github.com/docker/buildx.git","","go","31947","0","4688","9665","44802","68635","True","False","False","0.00007338","C","apache-2.0"
"tldr","tldr-pages/tldr-c-client","https://github.com/tldr-pages/tldr-c-client.git","","c/c++","31762","0","58962","21362","26666","20061","True","True","False","0.00007296","C","mit"
"ant","","","","java","31725","0","54432","16969","29031","26468","True","False","False","0.00007287","C","apache-2.0"
"aws-c-mqtt","awslabs/aws-c-mqtt","https://github.com/awslabs/aws-c-mqtt.git","","c/c++","26269","0","0","0","1877","50662","True","True","False","0.00007285","C","apache-2.0"
"gitlab-runner","","https://gitlab.com/gitlab-org/gitlab-runner.git","","go","31698","0","68662","12774","21763","23595","True","False","False","0.00007281","C","mit"
"groovy","","","","java","31666","0","61976","17886","26169","20633","True","False","False","0.00007274","C","apache-2.0"
"git-filter-repo","newren/git-filter-repo","https://github.com/newren/git-filter-repo.git","","c/c++","31646","0","28233","6284","27458","64612","True","True","False","0.00007269","C","mit"
"libcuefile","","","","c/c++","20456","0","20922","18675","26679","15548","True","True","False","0.00007213","C","gpl-2.0-or-later"
"libreplaygain","","","","c/c++","20447","0","20888","19192","26166","15545","True","True","False","0.00007211","C","lgpl-2.1-or-later"
"bitwarden-cli","bitwarden/clients","https://github.com/bitwarden/clients.git","","node","31385","0","36598","14562","39414","34966","True","False","False","0.00007209","C","gpl-3.0-only"
"bash-completion","","https://salsa.debian.org/debian/bash-completion.git","","c/c++","31322","0","71195","15246","22019","16830","True","True","False","0.00007195","C","gpl-2.0-or-later"
"chruby","postmodern/chruby","https://github.com/postmodern/chruby.git","","c/c++","31294","0","65787","20435","25980","12977","True","True","False","0.00007188","C","mit"
"shfmt","mvdan/sh","https://github.com/mvdan/sh.git","","go","31127","0","21838","20039","39769","42862","True","False","False","0.00007150","C","bsd-3-clause"
"postgresql@12","","","","c/c++","30997","0","76290","16483","22174","9042","True","True","False","0.00007120","C","postgresql"
"git-crypt","","","","c/c++","30995","0","29104","6979","40830","47068","True","True","False","0.00007119","C","gpl-3.0-or-later"
"fdk-aac","","","","c/c++","29446","0","31529","21112","43815","21331","True","True","False","0.00007113","C","apache-2.0"
"util-macros","","","","c/c++","30871","0","43039","13587","30771","36089","True","True","False","0.00007091","C","mit"
"vala","","","","c/c++","30796","0","68519","23719","19210","11736","True","True","False","0.00007074","C","lgpl-2.1-or-later"
"libmatio","","","","c/c++","28549","0","42750","13083","37596","20767","True","True","False","0.00007036","C","bsd-2-clause"
"sbcl","","","","c/c++","30583","0","48597","12315","31296","30124","True","True","False","0.00007025","C","licenseref-homebrew-public-domain and mit and xerox and bsd-3-clause"
"openslide","openslide/openslide","https://github.com/openslide/openslide.git","","c/c++","28206","0","60442","16568","20697","15117","True","True","True","0.00006957","C","lgpl-2.1-only"
"helix","helix-editor/helix","https://github.com/helix-editor/helix.git","","rust","30064","0","30173","15954","32827","41302","True","False","False","0.00006906","C","mpl-2.0"
"jo","jpmens/jo","https://github.com/jpmens/jo.git","","c/c++","30054","0","4841","2227","63075","50076","True","True","False","0.00006903","C","gpl-2.0-or-later and mit"
"enchant","rrthomas/enchant","https://github.com/rrthomas/enchant.git","","c/c++","27758","0","34073","13295","39340","24326","True","True","False","0.00006883","C","lgpl-2.1-or-later"
"libusb-compat","","","","c/c++","25149","0","44161","21096","23903","11436","True","True","False","0.00006874","C","lgpl-2.1-or-later and (lgpl-2.1-or-later or bsd-3-clause)"
"xmlstarlet","","","","c/c++","29682","0","9718","11220","41456","56334","True","True","False","0.00006818","C","mit"
"yazi","sxyazi/yazi","https://github.com/sxyazi/yazi.git","","rust","29671","0","0","657","30601","57755","True","False","False","0.00006815","C","mit"
"faac","knik0/faac","https://github.com/knik0/faac.git","","c/c++","28104","0","28694","20178","32336","31208","True","True","False","0.00006805","C","lgpl-2.1-or-later"
"prrte","openpmix/prrte","https://github.com/openpmix/prrte.git","","c/c++","0","0","0","0","0","0","False","True","False","0.00006783","C","bsd-3-clause-open-mpi"
"python-yq","","","","c/c++","29496","0","23656","25057","19971","49301","True","True","False","0.00006775","C","apache-2.0"
"s2n","aws/s2n-tls","https://github.com/aws/s2n-tls.git","","c/c++","7330","0","336","5972","10913","12099","False","True","False","0.00006681","C","apache-2.0"
"mujs","","","","c/c++","26543","0","52036","10553","18783","24802","True","True","False","0.00006681","C","isc"
"libclc","llvm/llvm-project","https://github.com/llvm/llvm-project.git","","c/c++","24439","0","0","154","27696","45469","True","True","True","0.00006644","C","apache-2.0 with llvm-exception"
"apache-spark","","","","java","28921","0","49006","16253","26726","23700","True","False","False","0.00006643","C","apache-2.0"
"trufflehog","trufflesecurity/trufflehog","https://github.com/trufflesecurity/trufflehog.git","","go","28917","0","0","1677","43655","41419","True","False","False","0.00006642","C","agpl-3.0-only"
"rlwrap","hanslub42/rlwrap","https://github.com/hanslub42/rlwrap.git","","c/c++","22615","0","49802","6904","11492","22264","True","True","False","0.00006618","C","gpl-2.0-or-later"
"googletest","google/googletest","https://github.com/google/googletest.git","","c/c++","28786","0","18137","9816","35074","52119","True","True","False","0.00006612","C","bsd-3-clause"
"lld","llvm/llvm-project","https://github.com/llvm/llvm-project.git","","c/c++","28682","0","0","0","8443","48921","True","True","True","0.00006588","C","apache-2.0 with llvm-exception"
"mkvtoolnix","","","","c/c++","28564","0","37575","14332","30106","32245","True","True","False","0.00006561","C","gpl-2.0-or-later"
"fluid-synth","FluidSynth/fluidsynth","https://github.com/fluidsynth/fluidsynth.git","","c/c++","26755","0","24365","12681","32507","37469","True","True","False","0.00006542","C","lgpl-2.1-or-later"
"libiconv","","","","c/c++","28417","0","59808","14326","23382","16153","True","True","False","0.00006527","C","gpl-3.0-or-later and lgpl-2.0-or-later"
"zig","","","","c/c++","28161","0","21859","9113","29635","52038","True","True","False","0.00006469","C","mit"
"jadx","skylot/jadx","https://github.com/skylot/jadx.git","","java","28127","0","27518","14660","44414","25918","True","False","False","0.00006461","C","apache-2.0"
"memcached","","","","c/c++","28045","0","54202","13643","24722","19616","True","True","False","0.00006442","C","bsd-3-clause"
"libpaper","rrthomas/libpaper","https://github.com/rrthomas/libpaper.git","","c/c++","12832","0","0","13973","16859","7665","True","True","False","0.00006439","C","lgpl-2.1-or-later"
"k3d","k3d-io/k3d","https://github.com/k3d-io/k3d.git","","go","27997","0","24390","11490","20422","55689","True","False","False","0.00006431","C","mit"
"saml2aws","Versent/saml2aws","https://github.com/versent/saml2aws.git","","go","27729","0","59241","16747","21321","13607","True","False","False","0.00006369","C","mit"
"docker-credential-helper-ecr","awslabs/amazon-ecr-credential-helper","https://github.com/awslabs/amazon-ecr-credential-helper.git","","go","27659","0","18865","8851","43154","39769","True","False","False","0.00006353","C","apache-2.0"
"broot","Canop/broot","https://github.com/canop/broot.git","","rust","27597","0","40532","14815","27591","27452","True","False","False","0.00006339","C","mit"
"qt3d","","","","c/c++","17071","0","0","0","0","17071","True","True","False","0.00006317","C","(lgpl-3.0-only or gpl-2.0-only or gpl-3.0-only) and bsd-3-clause and mit"
"qtscxml","","","","c/c++","17072","0","0","0","0","17072","True","True","False","0.00006317","C","(lgpl-3.0-only or gpl-2.0-only or gpl-3.0-only) and (gpl-3.0-only with qt-gpl-exception-1.0) and bsd-3-clause"
"libpciaccess","","","","c/c++","12584","0","0","3733","18726","15295","True","True","False","0.00006307","C","mit"
"qtsensors","","","","c/c++","16995","0","0","0","0","16995","True","True","False","0.00006299","C","(lgpl-3.0-only or gpl-2.0-only or gpl-3.0-only) and bsd-3-clause"
"mtr","traviscross/mtr","https://github.com/traviscross/mtr.git","","c/c++","27416","0","46220","9180","19852","34414","True","True","False","0.00006297","C","gpl-2.0-only and bsd-3-clause and lgpl-2.0-only"
"qtcharts","","","","c/c++","16928","0","0","0","0","16928","True","True","False","0.00006284","C","gpl-3.0-only and bsd-3-clause"
"pytest","","","","c/c++","27225","0","0","0","9684","44767","True","True","False","0.00006254","C","mit"
"libnice","","","","c/c++","25706","0","41792","3369","25326","32337","True","True","False","0.00006254","C","lgpl-2.1-or-later or mpl-1.1"
"tilt","tilt-dev/tilt","https://github.com/tilt-dev/tilt.git","","go","27217","0","39854","12121","20866","36028","True","False","False","0.00006252","C","apache-2.0"
"conan","","","","c/c++","27194","0","39521","17347","26042","25867","True","True","False","0.00006246","C","mit"
"atuin","atuinsh/atuin","https://github.com/atuinsh/atuin.git","","rust","27185","0","3114","4879","34528","66221","True","False","False","0.00006244","C","mit"
"sqlmap","sqlmapproject/sqlmap","https://github.com/sqlmapproject/sqlmap.git","","c/c++","27172","0","44976","13897","24548","25268","True","True","False","0.00006241","C","gpl-2.0-or-later"
"qtconnectivity","","","","c/c++","16734","0","0","0","0","16734","True","True","False","0.00006239","C","(lgpl-3.0-only or gpl-2.0-only or gpl-3.0-only) and bsd-3-clause"
"qtdatavis3d","","","","c/c++","16704","0","0","0","0","16704","True","True","False","0.00006232","C","gpl-3.0-only and bsd-3-clause"
"qtremoteobjects","","","","c/c++","16677","0","0","0","0","16677","True","True","False","0.00006226","C","(lgpl-3.0-only or gpl-2.0-only or gpl-3.0-only) and (gpl-3.0-only with qt-gpl-exception-1.0) and bsd-3-clause"
"qtnetworkauth","","","","c/c++","16619","0","0","0","0","16619","True","True","False","0.00006213","C","gpl-3.0-only and bsd-3-clause"
"python-matplotlib","","","","c/c++","26990","0","0","0","24937","29043","True","True","False","0.00006200","C","psf-2.0"
