"package","github_repo","git","eco_guess","language","avg_downloads","2021","2022","2023","2024","2025","top","is_cpp","is_oss_fuzz","pagerank","value_class","license"
"rpds-py","","","","rust","15764","0","0","0","25","31504","True","False","False","0.00015424","C","mit"
"mysql@8.0","mysql/mysql-server","https://github.com/mysql/mysql-server.git","","c/c++","67140","0","0","2587","77608","121227","True","True","True","0.00015422","C","gpl-2.0-only with universal-foss-exception-1.0"
"midnight-commander","","","","c/c++","66679","0","117944","35906","64927","47941","True","True","False","0.00015316","C","gpl-3.0-or-later"
"swiftgen","SwiftGen/SwiftGen","https://github.com/swiftgen/swiftgen.git","","c/c++","66615","0","24209","30269","97090","114892","True","True","False","0.00015301","C","mit"
"jenv","jenv/jenv","https://github.com/jenv/jenv.git","","c/c++","65775","0","136805","25201","52667","48428","True","True","False","0.00015108","C","mit"
"libcap","","","","c/c++","55416","0","0","17039","65750","83460","True","True","False","0.00015073","C","bsd-3-clause and gpl-2.0-or-later"
"xmlto","","https://pagure.io/xmlto/","","c/c++","65496","0","232705","1437","15028","12816","True","True","False","0.00015044","C","gpl-2.0-or-later"
"protobuf-c","protobuf-c/protobuf-c","https://github.com/protobuf-c/protobuf-c.git","","c/c++","57921","0","82950","26579","70314","51842","True","True","True","0.00014995","C","bsd-2-clause"
"php@8.2","","","","c/c++","64720","0","0","0","76168","53273","True","True","False","0.00014866","C","php-3.01 and zend-2.0 and bsl-1.0 and mit and apache-1.0 and bcrypt-solar-designer and bsd-2-clause-darwin and bsd-2-clause and bsd-3-clause and bsd-4-clause-uc and isc and lgpl-2.1-only and lgpl-2.1-or-later and oldap-2.8 and tcl and zlib"
"elfutils","","https://sourceware.org/elfutils/ftp/0.195/elfutils-0.195.tar.bz2","","c/c++","64564","0","0","25227","69981","98485","True","True","False","0.00014830","C","gpl-3.0-or-later and (gpl-2.0-or-later or lgpl-3.0-or-later) and gfdl-1.3-no-invariants-or-later"
"postgresql@16","","","","c/c++","64358","0","0","1749","94481","96846","True","True","False","0.00014783","C","postgresql"
"aws-crt-cpp","awslabs/aws-crt-cpp","https://github.com/awslabs/aws-crt-cpp.git","","c/c++","45263","0","0","0","2932","87594","True","True","False","0.00014724","C","apache-2.0"
"libxt","","","","c/c++","56866","0","24004","29772","85911","87779","True","True","False","0.00014687","C","mit"
"ldns","","","","c/c++","43308","0","84400","23168","39336","26329","True","True","False","0.00014685","C","bsd-3-clause"
"aws-iam-authenticator","kubernetes-sigs/aws-iam-authenticator","https://github.com/kubernetes-sigs/aws-iam-authenticator.git","","go","63771","0","141473","25181","48463","39970","True","False","False","0.00014648","C","apache-2.0"
"mesa","","","","rust","49254","0","50486","12070","63521","70939","True","False","False","0.00014553","C","mit and apache-2.0 and bsd-2-clause and bsd-3-clause and bsl-1.0 and hpnd and hpnd-sell-variant and icu and mit-khronos-old and sgi-b-2.0 and licenseref-homebrew-public-domain and (gpl-1.0-or-later with linux-syscall-note) and (gpl-2.0-only with linux-syscall-note)"
"protobuf@21","protocolbuffers/protobuf","https://github.com/protocolbuffers/protobuf.git","","c/c++","62866","0","0","88753","86450","13397","True","True","False","0.00014440","C","bsd-3-clause"
"aria2","aria2/aria2","https://github.com/aria2/aria2.git","","c/c++","62538","0","108543","38599","45464","57549","True","True","False","0.00014365","C","gpl-2.0-or-later"
"certbot","","","","c/c++","62442","0","106710","26718","61899","54444","True","True","False","0.00014343","C","apache-2.0"
"sbt","sbt/sbt","https://github.com/sbt/sbt.git","","java","61593","0","110576","34523","55757","45519","True","False","False","0.00014148","C","apache-2.0"
"xctesthtmlreport","XCTestHTMLReport/XCTestHTMLReport","https://github.com/xctesthtmlreport/xctesthtmlreport.git","","c/c++","61481","0","8341","13737","125269","98579","True","True","False","0.00014122","C","mit"
"r","","","","c/c++","61478","0","109759","29487","56468","50198","True","True","False","0.00014121","C","gpl-2.0-or-later"
"zip","","","","c/c++","61097","0","7304","26210","96348","114527","True","True","False","0.00014034","C","info-zip"
"nasm","","","","c/c++","60871","0","80113","18358","70055","74960","True","True","False","0.00013982","C","bsd-2-clause"
"thrift","","","","c/c++","53749","0","60195","38511","58674","57617","True","True","False","0.00013859","C","apache-2.0"
"just","casey/just","https://github.com/casey/just.git","","rust","60007","0","20533","14536","65440","139520","True","False","False","0.00013783","C","cc0-1.0"
"python-tk@3.13","","","","c/c++","59768","0","0","0","21270","98267","True","True","False","0.00013729","C","python-2.0"
"trivy","aquasecurity/trivy","https://github.com/aquasecurity/trivy.git","","go","59690","0","20385","15305","91096","111976","True","False","False","0.00013711","C","apache-2.0"
"libgeotiff","OSGeo/libgeotiff","https://github.com/osgeo/libgeotiff.git","","c/c++","56263","0","102689","23851","49915","48597","True","True","False","0.00013542","C","mit"
"luajit-openresty","openresty/luajit2","https://github.com/openresty/luajit2.git","","c/c++","58689","0","191827","21514","16067","5350","True","True","False","0.00013481","C","mit"
"libxrandr","","","","c/c++","52743","0","23331","27782","77434","82426","True","True","False","0.00013433","C","mit"
"zsh-syntax-highlighting","zsh-users/zsh-syntax-highlighting","https://github.com/zsh-users/zsh-syntax-highlighting.git","","c/c++","58409","0","92536","22717","61162","57221","True","True","False","0.00013416","C","bsd-3-clause"
"php@8.1","","","","c/c++","58032","0","55105","58489","71926","46610","True","True","False","0.00013330","C","php-3.01"
"openjdk@8","openjdk/jdk8u","https://github.com/openjdk/jdk8u.git","","c/c++","57693","0","140155","27533","35730","27357","True","True","False","0.00013252","C","gpl-2.0-only"
"grpcurl","fullstorydev/grpcurl","https://github.com/fullstorydev/grpcurl.git","","go","57374","0","41726","10554","61250","115967","True","False","False","0.00013179","C","mit"
"xerces-c","","","","c/c++","54586","0","97156","20149","54224","46817","True","True","False","0.00013157","C","apache-2.0"
"librdkafka","confluentinc/librdkafka","https://github.com/confluentinc/librdkafka.git","","c/c++","54354","0","110698","29300","39699","37720","True","True","False","0.00013080","C","bsd-2-clause"
"libxslt","","","","c/c++","56911","0","43894","32737","75587","75429","True","True","False","0.00013072","C","x11"
"rclone","rclone/rclone","https://github.com/rclone/rclone.git","","go","56846","0","62931","19403","55386","89665","True","False","False","0.00013057","C","mit"
"attr","","","","c/c++","56712","0","0","33796","69735","66607","True","True","False","0.00013027","C","gpl-2.0-or-later"
"cask","cask/cask","https://github.com/cask/cask.git","","c/c++","56673","0","120664","36048","32473","37510","True","True","False","0.00013018","C","gpl-3.0-or-later"
"glab","","https://gitlab.com/gitlab-org/cli.git","","go","56585","0","12996","15733","52384","145228","True","False","False","0.00012997","C","mit"
"kafka","","","","java","56410","0","112543","20531","52819","39750","True","False","False","0.00012957","C","apache-2.0"
"aws-c-s3","awslabs/aws-c-s3","https://github.com/awslabs/aws-c-s3.git","","c/c++","38379","0","0","0","2866","73893","True","True","False","0.00012880","C","apache-2.0"
"tfsec","aquasecurity/tfsec","https://github.com/aquasecurity/tfsec.git","","go","56012","0","42571","33298","90047","58133","True","False","False","0.00012866","C","mit"
"cups","OpenPrinting/cups","https://github.com/openprinting/cups.git","","c/c++","55791","0","1029","25161","80382","116595","True","True","True","0.00012815","C","apache-2.0 with llvm-exception"
"btop","aristocratos/btop","https://github.com/aristocratos/btop.git","","c/c++","55350","0","46716","7981","56709","109994","True","True","False","0.00012714","C","apache-2.0"
"pydantic","","","","rust","6772","0","0","0","37","13507","False","False","False","0.00012682","C","mit"
"mercurial","","","","c/c++","55200","0","104598","30740","46802","38663","True","True","False","0.00012679","C","gpl-2.0-or-later"
"elixir","elixir-lang/elixir","https://github.com/elixir-lang/elixir.git","","erlang","55191","0","83803","33200","56485","47276","True","False","False","0.00012677","C","apache-2.0"
"gitleaks","gitleaks/gitleaks","https://github.com/gitleaks/gitleaks.git","","go","55146","0","28598","28794","69934","93261","True","False","False","0.00012667","C","mit"
"ruff","astral-sh/ruff","https://github.com/astral-sh/ruff.git","","rust","54944","0","3302","18601","92843","105032","True","False","False","0.00012620","C","mit"
"libspatialite","","","","c/c++","51893","0","78146","20191","54486","54751","True","True","False","0.00012538","C","mpl-1.1 or gpl-2.0-or-later or lgpl-2.1-or-later"
"json-glib","","","","c/c++","52447","0","18984","35789","89928","65090","True","True","False","0.00012518","C","lgpl-2.1-or-later"
"texinfo","","","","c/c++","53303","0","98809","33210","43572","37622","True","True","False","0.00012448","C","gpl-3.0-or-later"
"putty","","","","c/c++","53919","0","111769","23353","44210","36346","True","True","False","0.00012385","C","mit"
"zoxide","ajeetdsouza/zoxide","https://github.com/ajeetdsouza/zoxide.git","","rust","53428","0","27653","13890","75147","97025","True","False","False","0.00012272","C","mit"
"kubectx","ahmetb/kubectx","https://github.com/ahmetb/kubectx.git","","go","53246","0","95207","31121","45048","41609","True","False","False","0.00012230","C","apache-2.0"
"postgresql@17","","","","c/c++","53069","0","0","0","14734","91404","True","True","False","0.00012190","C","postgresql"
"openvpn","","","","c/c++","52891","0","77841","38889","50578","44259","True","True","False","0.00012149","C","gpl-2.0-only with openvpn-openssl-exception"
"ceres-solver","","","","c/c++","48706","0","108276","18719","39029","28801","True","True","False","0.00012062","C","bsd-3-clause"
"sonar-scanner","","","","java","52464","0","28996","37148","73149","70566","True","False","False","0.00012051","C","lgpl-3.0-or-later"
"libimobiledevice","libimobiledevice/libimobiledevice","https://github.com/libimobiledevice/libimobiledevice.git","","c/c++","47463","0","65197","26703","50884","47068","True","True","False","0.00012046","C","lgpl-2.1-or-later"
"libraqm","HOST-Oman/libraqm","https://github.com/host-oman/libraqm.git","","c/c++","43673","0","64108","19687","42909","47990","True","True","False","0.00011973","C","mit"
"eksctl","eksctl-io/eksctl","https://github.com/eksctl-io/eksctl.git","","go","52066","0","85639","33615","49859","39153","True","False","False","0.00011959","C","apache-2.0"
"nlohmann-json","nlohmann/json","https://github.com/nlohmann/json.git","","c/c++","31723","0","28604","9285","26315","62689","True","True","True","0.00011835","C","mit"
"ncdu","","","","c/c++","51062","0","77744","14327","47420","64758","True","True","False","0.00011729","C","mit"
"mysql@8.4","mysql/mysql-server","https://github.com/mysql/mysql-server.git","","c/c++","51045","0","0","0","39638","62453","True","True","True","0.00011725","C","gpl-2.0-only with universal-foss-exception-1.0"
"terraform-docs","terraform-docs/terraform-docs","https://github.com/terraform-docs/terraform-docs.git","","go","50991","0","24330","24097","86276","69262","True","False","False","0.00011713","C","mit"
"zsh-autosuggestions","zsh-users/zsh-autosuggestions","https://github.com/zsh-users/zsh-autosuggestions.git","","c/c++","50938","0","56951","16647","62704","67452","True","True","False","0.00011700","C","mit"
"graphene","ebassi/graphene","https://github.com/ebassi/graphene.git","","c/c++","39644","0","39152","28284","56822","34318","True","True","False","0.00011672","C","mit"
"dnsmasq","","","","c/c++","50801","0","117708","20347","33463","31689","True","True","False","0.00011669","C","gpl-2.0-only or gpl-3.0-only"
"lzip","","","","c/c++","50795","0","9018","2917","18210","173038","True","True","False","0.00011667","C","gpl-2.0-or-later"
"cfn-lint","aws-cloudformation/cfn-lint","https://github.com/aws-cloudformation/cfn-lint.git","","c/c++","50713","0","64675","23073","70462","44645","True","True","False","0.00011649","C","mit-0"
"gdb","","","","c/c++","50657","0","86276","23349","47325","45679","True","True","False","0.00011636","C","gpl-3.0-or-later"
"libgit2@1.8","libgit2/libgit2","https://github.com/libgit2/libgit2.git","","c/c++","50523","0","0","0","29679","71368","True","True","True","0.00011605","C","gpl-2.0-only with gcc-exception-2.0"
"tree-sitter@0.25","tree-sitter/tree-sitter","https://github.com/tree-sitter/tree-sitter.git","","c/c++","0","0","0","0","0","0","False","True","False","0.00011525","C","mit"
"rustup","rust-lang/rustup","https://github.com/rust-lang/rustup.git","","rust","50129","0","0","0","31559","68699","True","False","False","0.00011515","C","apache-2.0 or mit"
"qtquick3d","","","","c/c++","17211","0","0","0","0","17211","True","True","False","0.00011493","C","gpl-3.0-only and (gpl-3.0-only with qt-gpl-exception-1.0) and apache-2.0 and bsd-3-clause and mit"
"iperf3","esnet/iperf","https://github.com/esnet/iperf.git","","c/c++","49914","0","58627","22443","45895","72693","True","True","True","0.00011465","C","bsd-3-clause"
"lcov","linux-test-project/lcov","https://github.com/linux-test-project/lcov.git","","c/c++","49842","0","23209","25299","52268","98595","True","True","False","0.00011449","C","gpl-2.0-or-later"
"ansible-lint","","","","rust","49635","0","62705","24617","51681","59539","True","False","False","0.00011401","C","mit and gpl-3.0-or-later"
"jfrog-cli","jfrog/jfrog-cli","https://github.com/jfrog/jfrog-cli.git","","go","49564","0","76846","25617","42239","53554","True","False","False","0.00011385","C","apache-2.0"
