repo,value_class,archived,pushed_at,days_since_push,is_eol,eol_method,source,eol_checked_at
vercel/arg,B,False,2024-07-18T14:08:05Z,647,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
expressjs/express,B,False,2026-03-01T13:55:02Z,56,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
tootallnate/file-uri-to-path,B,False,2022-05-24T09:43:38Z,1434,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jonschlinkert/for-in,B,False,2017-02-28T16:13:29Z,3344,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
danez/pirates,B,False,2026-02-28T08:38:32Z,58,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
eslint/eslint,B,False,2026-03-11T17:30:06Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
sindresorhus/env-paths,B,False,2026-01-24T14:29:07Z,92,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jhchen/fast-diff,B,False,2023-05-19T08:25:10Z,1074,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
typescript-eslint/typescript-eslint,B,False,2026-03-10T08:35:03Z,48,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
crypto-browserify/hash-base,B,False,2025-09-23T00:02:21Z,216,False,github_archived,api,2026-04-27T10:35:07+00:00
tarruda/has,B,False,2023-10-03T17:25:29Z,936,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
babel/babel,B,False,2026-03-11T15:26:29Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
sindresorhus/arrify,B,False,2021-11-09T19:53:52Z,1629,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
dividab/tsconfig-paths,B,False,2026-02-23T07:34:11Z,63,False,github_archived,api,2026-04-27T10:35:07+00:00
simenb/collect-v8-coverage,B,False,2026-04-17T10:02:13Z,10,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jshttp/proxy-addr,B,False,2026-04-01T02:11:35Z,26,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jaredwray/hookified,B,False,2026-03-29T09:36:48Z,29,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
substack/text-table,B,,,,False,,missing,
npm/npm-normalize-package-bin,B,False,2026-03-20T18:58:54Z,37,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
hughsk/is-typedarray,B,False,2024-01-23T20:19:10Z,824,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
runk/node-chardet,B,False,2026-04-01T01:15:43Z,26,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
istanbuljs/babel-plugin-istanbul,B,False,2026-04-09T01:31:06Z,18,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jestjs/jest,B,False,2026-03-10T02:01:16Z,48,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
definitelytyped/definitelytyped,B,False,2026-03-11T12:05:35Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
raynos/duplexer,B,False,2021-03-08T16:12:31Z,1875,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
webpack/webpack,B,False,2026-03-11T17:53:48Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
babel/babel,B,False,2026-03-11T15:26:29Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
definitelytyped/definitelytyped,B,False,2026-03-11T12:05:35Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
unshiftio/querystringify,B,False,2023-01-08T20:06:40Z,1204,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
d3/d3-array,B,False,2025-03-16T16:02:59Z,406,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
istanbuljs/istanbuljs,B,False,2025-08-18T12:12:16Z,251,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
smithy-lang/smithy-typescript,B,False,2026-04-16T22:56:43Z,10,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
babel/babel,B,False,2026-03-11T15:26:29Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
medikoo/next-tick,B,False,2021-06-30T16:05:41Z,1761,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
brianloveswords/node-jws,B,False,2026-03-30T19:02:22Z,27,False,github_archived,api,2026-04-27T10:35:07+00:00
typescript-eslint/typescript-eslint,B,False,2026-03-10T08:35:03Z,48,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
superchupudev/tinyglobby,B,False,2026-04-17T02:45:00Z,10,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
doowb/parse-passwd,B,False,2016-10-19T17:51:47Z,3476,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
joyent/node-jsprim,B,False,2021-11-29T15:20:24Z,1609,False,github_archived,api,2026-04-27T10:35:07+00:00
mathiasbynens/regenerate-unicode-properties,B,False,2025-09-09T20:08:08Z,229,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
ljharb/safe-array-concat,B,False,2024-12-12T03:28:28Z,501,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
ljharb/unbox-primitive,B,False,2025-12-30T01:57:49Z,118,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
stacktracejs/stackframe,B,False,2023-01-27T10:27:11Z,1186,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
isaacs/json-stringify-safe,B,False,2024-07-25T15:46:34Z,640,False,github_archived,api,2026-04-27T10:35:07+00:00
open-telemetry/opentelemetry-js,B,False,2026-03-11T16:41:01Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
inspect-js/is-negative-zero,B,False,2025-12-30T01:56:22Z,118,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
joyent/node-sshpk,B,False,2025-04-03T16:07:06Z,388,False,github_archived,api,2026-04-27T10:35:07+00:00
jonschlinkert/is-windows,B,True,2019-06-16T16:01:59Z,2506,True,github_archived,top-repos,2026-04-27T10:35:07+00:00
rvagg/node-errno,B,False,2020-12-16T12:58:12Z,1957,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
smithy-lang/smithy-typescript,B,False,2026-04-16T22:56:43Z,10,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
web-platform-dx/baseline-browser-mapping,B,False,2026-04-14T15:05:13Z,12,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
lodash/lodash,B,False,2026-02-23T06:14:25Z,63,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
zloirock/core-js,B,False,2026-03-11T18:04:53Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
knownasilya/cli-width,B,False,2026-01-21T23:09:43Z,95,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
sindresorhus/is-safe-filename,B,False,2026-01-25T07:44:19Z,92,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
mathiasbynens/unicode-match-property-value-ecmascript,B,False,2025-09-09T15:35:08Z,229,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jonschlinkert/regex-not,B,False,2018-02-20T02:37:53Z,2988,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jestjs/jest,B,False,2026-03-10T02:01:16Z,48,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
tinylibs/tinyrainbow,B,False,2026-03-12T09:21:36Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
joyent/node-verror,B,False,2026-01-13T22:31:32Z,103,False,github_archived,api,2026-04-27T10:35:07+00:00
webpack/watchpack,B,False,2026-04-17T11:26:11Z,9,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
floatdrop/pinkie,B,False,2018-08-20T20:16:29Z,2806,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
szmarczak/defer-to-connect,B,False,2021-05-12T09:23:11Z,1811,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
es-shims/array.prototype.flat,B,False,2025-12-30T01:54:09Z,118,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jestjs/jest,B,False,2026-03-10T02:01:16Z,48,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
medikoo/es6-iterator,B,False,2021-06-30T16:03:42Z,1761,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
inspect-js/is-shared-array-buffer,B,False,2026-01-13T19:31:49Z,103,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jestjs/jest,B,False,2026-03-10T02:01:16Z,48,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
istanbuljs/istanbuljs,B,False,2025-08-18T12:12:16Z,251,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jimmywarting/formdata,B,False,2024-03-06T09:18:04Z,782,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
mcollina/split2,B,False,2024-06-10T00:53:06Z,686,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
evanw/esbuild,B,False,2026-04-02T20:38:53Z,24,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
lukeed/clsx,B,False,2024-06-10T15:48:22Z,685,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
babel/babel,B,False,2026-03-11T15:26:29Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
definitelytyped/definitelytyped,B,False,2026-03-11T12:05:35Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
babel/babel,B,False,2026-03-11T15:26:29Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jridgewell/sourcemaps,B,False,2026-03-29T06:03:29Z,29,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
joshglazebrook/smart-buffer,B,False,2026-02-26T19:01:37Z,59,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jestjs/jest,B,False,2026-03-10T02:01:16Z,48,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
definitelytyped/definitelytyped,B,False,2026-03-11T12:05:35Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
sindresorhus/is-obj,B,False,2021-04-16T19:05:44Z,1836,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
eslint-community/regexpp,B,False,2025-10-23T02:56:35Z,186,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jonschlinkert/set-value,B,False,2023-02-08T02:11:26Z,1174,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
sindresorhus/decompress-response,B,False,2025-10-13T18:04:06Z,195,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
mathiasbynens/unicode-match-property-ecmascript,B,False,2021-09-14T11:22:43Z,1685,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
babel/babel,B,False,2026-03-11T15:26:29Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
smithy-lang/smithy-typescript,B,False,2026-04-16T22:56:43Z,10,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
sindresorhus/p-timeout,B,False,2025-10-07T01:46:07Z,202,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jestjs/jest,B,False,2026-03-10T02:01:16Z,48,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
benjamn/ast-types,B,False,2024-06-12T20:52:04Z,683,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
open-telemetry/opentelemetry-js,B,False,2026-03-11T16:41:01Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
browserify/to-buffer,B,False,2026-04-16T04:19:27Z,11,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
definitelytyped/definitelytyped,B,False,2026-03-11T12:05:35Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
babel/babel,B,False,2026-03-11T15:26:29Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
facebook/watchman,B,False,2026-03-11T16:39:47Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jestjs/jest,B,False,2026-03-10T02:01:16Z,48,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
definitelytyped/definitelytyped,B,False,2026-03-11T12:05:35Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
darshanbmehta/telecom-mas-agent,B,False,2025-12-09T03:07:10Z,139,False,github_archived,api,2026-04-27T10:35:07+00:00
jestjs/jest,B,False,2026-03-10T02:01:16Z,48,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
brightspace/node-ecdsa-sig-formatter,B,False,2025-12-01T13:46:11Z,146,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
marak/colors.js,B,False,2023-06-14T06:56:47Z,1048,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
sindresorhus/component-emitter,B,False,2023-12-21T20:39:27Z,857,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
sindresorhus/index-to-position,B,False,2025-09-25T04:03:37Z,214,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
joyent/node-asn1,B,False,2022-09-28T00:50:18Z,1307,False,github_archived,api,2026-04-27T10:35:07+00:00
dominictarr/json-buffer,B,True,2018-10-31T01:01:40Z,2735,True,github_archived,top-repos,2026-04-27T10:35:07+00:00
sindresorhus/load-json-file,B,False,2023-05-17T10:53:06Z,1075,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jestjs/jest,B,False,2026-03-10T02:01:16Z,48,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
tootallnate/once,B,False,2026-02-09T18:19:39Z,76,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
medikoo/es5-ext,B,False,2025-05-09T10:21:10Z,353,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
qix-/color,B,False,2025-11-14T18:40:24Z,163,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
istanbuljs/load-nyc-config,B,False,2026-04-09T17:24:22Z,17,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
mikeal/tunnel-agent,B,False,2020-06-05T19:23:01Z,2151,False,github_archived,api,2026-04-27T10:35:07+00:00
ahmadnassri/har-schema,B,False,2020-06-04T18:03:42Z,2152,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
typescript-eslint/typescript-eslint,B,False,2026-03-10T08:35:03Z,48,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
cfware/get-package-type,B,False,2020-05-19T10:06:23Z,2169,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
sindresorhus/emittery,B,False,2026-03-04T20:22:46Z,53,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
npm/proc-log,B,False,2026-03-20T18:58:55Z,37,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
babel/babel,B,False,2026-03-11T15:26:29Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
mridgway/hoist-non-react-statics,B,False,2023-05-26T05:15:42Z,1067,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
smithy-lang/smithy-typescript,B,False,2026-04-16T22:56:43Z,10,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
smithy-lang/smithy-typescript,B,False,2026-04-16T22:56:43Z,10,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jestjs/jest,B,False,2026-03-10T02:01:16Z,48,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
creationix/http-parser-js,B,False,2025-04-08T14:12:29Z,383,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
babel/babel,B,False,2026-03-11T15:26:29Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
es-shims/function.prototype.name,B,False,2024-12-20T05:47:36Z,493,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
daaku/nodejs-walker,B,False,2021-10-23T14:03:40Z,1646,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
nodejs/cjs-module-lexer,B,False,2026-01-02T19:39:21Z,114,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
mafintosh/streamx,B,False,2026-03-28T11:37:39Z,29,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
inspect-js/get-symbol-description,B,False,2026-01-13T19:31:26Z,103,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
xtuc/webassemblyjs,B,False,2025-01-27T05:00:50Z,455,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jestjs/jest,B,False,2026-03-10T02:01:16Z,48,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
xtuc/webassemblyjs,B,False,2025-01-27T05:00:50Z,455,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
digitalbazaar/forge,B,False,2025-12-06T05:13:44Z,142,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
kornelski/http-cache-semantics,B,False,2025-03-19T11:05:27Z,403,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
lydell/source-map-resolve,B,True,2023-11-03T16:38:55Z,905,True,github_archived,top-repos,2026-04-27T10:35:07+00:00
maxogden/concat-stream,B,False,2021-06-23T02:19:31Z,1769,False,github_archived,api,2026-04-27T10:35:07+00:00
inspect-js/is-weakref,B,False,2026-01-20T22:35:26Z,96,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
npm/gauge,B,True,2024-05-04T01:09:49Z,723,True,github_archived,top-repos,2026-04-27T10:35:07+00:00
faye/websocket-extensions-node,B,False,2023-09-07T18:23:50Z,962,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
babel/babel-polyfills,B,False,2026-04-10T18:21:37Z,16,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jedwatson/classnames,B,False,2026-03-09T15:12:53Z,48,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
babel/babel,B,False,2026-03-11T15:26:29Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
inspect-js/is-generator-function,B,False,2025-12-30T01:56:19Z,118,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
npm/are-we-there-yet,B,True,2024-05-04T00:54:44Z,723,True,github_archived,top-repos,2026-04-27T10:35:07+00:00
jestjs/jest,B,False,2026-03-10T02:01:16Z,48,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
sindresorhus/os-tmpdir,B,True,2021-01-24T06:14:27Z,1919,True,github_archived,top-repos,2026-04-27T10:35:07+00:00
lodash/lodash,B,False,2026-02-23T06:14:25Z,63,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
joyent/node-bcrypt-pbkdf,B,False,2019-10-20T17:09:19Z,2380,False,github_archived,api,2026-04-27T10:35:07+00:00
tj/co,B,False,2020-12-15T07:22:26Z,1959,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
mafintosh/stream-shift,B,False,2024-01-17T19:15:12Z,830,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
es-shims/typedarray,B,False,2023-11-07T00:36:13Z,902,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
nodejs/nan,B,False,2026-02-05T14:58:33Z,80,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
terkelg/prompts,B,False,2025-05-14T16:42:36Z,347,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jestjs/jest,B,False,2026-03-10T02:01:16Z,48,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
sboudrias/run-async,B,False,2025-08-08T14:17:15Z,261,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
sindresorhus/prepend-http,B,False,2025-09-09T13:17:41Z,229,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
joshglazebrook/socks,B,False,2026-03-16T02:37:54Z,42,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
indutny/offset-buffer,B,False,2023-04-15T22:07:44Z,1107,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
babel/babel,B,False,2026-03-11T15:26:29Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
smithy-lang/smithy-typescript,B,False,2026-04-16T22:56:43Z,10,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
facebook/react,B,False,2026-03-11T14:05:17Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
sindresorhus/ora,B,False,2026-02-22T17:45:27Z,63,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
goinstant/buffer-equal-constant-time,B,True,2022-02-12T14:32:22Z,1534,True,github_archived,api,2026-04-27T10:35:07+00:00
definitelytyped/definitelytyped,B,False,2026-03-11T12:05:35Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
yargs/require-main-filename,B,False,2023-12-15T05:59:41Z,864,False,github_archived,api,2026-04-27T10:35:07+00:00
babel/babel,B,False,2026-03-11T15:26:29Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
ampproject/remapping,B,True,2025-06-28T21:21:49Z,302,True,github_archived,top-repos,2026-04-27T10:35:07+00:00
substack/node-wordwrap,B,,,,False,,missing,
smithy-lang/smithy-typescript,B,False,2026-04-16T22:56:43Z,10,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jestjs/jest,B,False,2026-03-10T02:01:16Z,48,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
es-shims/object.entries,B,False,2025-12-30T01:55:00Z,118,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
inspect-js/data-view-buffer,B,False,2026-01-13T19:31:17Z,103,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jscommunity/make-error,B,False,2023-01-07T02:34:10Z,1206,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
sindresorhus/aggregate-error,B,False,2023-09-14T06:53:30Z,956,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
sindresorhus/yoctocolors,B,False,2025-08-21T08:24:51Z,249,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
svg/svgo,B,False,2026-03-08T20:29:53Z,49,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
inspect-js/data-view-byte-offset,B,False,2026-01-13T19:31:21Z,103,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
mscdex/streamsearch,B,False,2023-10-16T13:35:05Z,923,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
inspect-js/typed-array-byte-offset,B,False,2024-12-19T05:58:29Z,494,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
mathiasbynens/he,B,False,2021-12-29T22:20:03Z,1579,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
kumavis/browser-process-hrtime,B,False,2022-01-06T15:04:22Z,1571,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
ljharb/shell-quote,B,False,2026-01-13T19:32:56Z,103,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
inspect-js/data-view-byte-length,B,False,2026-01-13T19:31:19Z,103,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
bnjmnt4n/regjsgen,B,False,2026-02-28T08:45:08Z,58,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
unshiftio/url-parse,B,False,2023-01-04T21:12:05Z,1208,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
mafintosh/duplexify,B,False,2024-06-14T07:49:56Z,682,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
crypto-browserify/sha.js,B,False,2025-10-23T23:09:37Z,185,False,github_archived,api,2026-04-27T10:35:07+00:00
xtuc/webassemblyjs,B,False,2025-01-27T05:00:50Z,455,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
mishoo/uglifyjs,B,False,2024-11-22T08:11:38Z,521,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
babel/babel,B,False,2026-03-11T15:26:29Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jshttp/on-headers,B,False,2026-01-03T20:14:04Z,113,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
babel/babel,B,False,2026-03-11T15:26:29Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
tritondatacenter/node-http-signature,B,False,2023-11-16T18:34:24Z,892,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
babel/babel,B,False,2026-03-11T15:26:29Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
webpack/loader-runner,B,False,2026-04-16T18:54:18Z,10,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
babel/babel,B,False,2026-03-11T15:26:29Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
es-shims/arraybuffer.prototype.slice,B,False,2024-12-15T21:56:18Z,497,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
humanwhocodes/retry,B,False,2025-12-30T12:58:44Z,117,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jestjs/jest,B,False,2026-03-10T02:01:16Z,48,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
smithy-lang/smithy-typescript,B,False,2026-04-16T22:56:43Z,10,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jsdom/html-encoding-sniffer,B,False,2025-12-26T03:54:28Z,122,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
protobufjs/protobuf.js,B,False,2026-04-16T21:31:03Z,10,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
babel/babel,B,False,2026-03-11T15:26:29Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
sindresorhus/redent,B,False,2021-05-03T19:21:09Z,1819,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
inspect-js/typed-array-byte-length,B,False,2024-12-17T22:33:10Z,495,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
babel/babel,B,False,2026-03-11T15:26:29Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
crypto-browserify/md5.js,B,False,2024-12-21T09:51:10Z,492,False,github_archived,api,2026-04-27T10:35:07+00:00
babel/babel,B,False,2026-03-11T15:26:29Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
babel/babel,B,False,2026-03-11T15:26:29Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
dmnd/dedent,B,False,2026-03-01T16:05:49Z,56,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jonschlinkert/object-copy,B,False,2020-12-16T04:08:32Z,1958,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
aws/aws-sdk-js-v3,B,False,2026-03-11T17:22:43Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
sindresorhus/got,B,False,2026-02-28T15:52:43Z,57,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
tootallnate/proxy-agents,B,False,2026-03-11T19:04:38Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jestjs/jest,B,False,2026-03-10T02:01:16Z,48,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
sindresorhus/define-lazy-prop,B,False,2023-03-19T22:30:36Z,1134,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jestjs/jest,B,False,2026-03-10T02:01:16Z,48,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
jestjs/jest,B,False,2026-03-10T02:01:16Z,48,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
smithy-lang/smithy-typescript,B,False,2026-04-16T22:56:43Z,10,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
kevva/astral-regex,B,False,2019-04-05T10:44:54Z,2578,False,github_archived,api,2026-04-27T10:35:07+00:00
jestjs/jest,B,False,2026-03-10T02:01:16Z,48,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
smithy-lang/smithy-typescript,B,False,2026-04-16T22:56:43Z,10,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
gozala/querystring,B,False,2023-11-02T09:55:20Z,907,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
babel/babel,B,False,2026-03-11T15:26:29Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
quartzjer/ecc-jsbn,B,False,2018-08-20T19:56:44Z,2806,False,github_archived,api,2026-04-27T10:35:07+00:00
trentm/node-dashdash,B,False,2023-03-05T01:43:18Z,1149,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
babel/babel,B,False,2026-03-11T15:26:29Z,46,False,github_archived,top-repos,2026-04-27T10:35:07+00:00
crypto-browserify/cipher-base,B,False,2025-09-25T04:52:33Z,214,False,github_archived,api,2026-04-27T10:35:07+00:00
