id,github_repo,packages,pkgs_npm,pkgs_pypi,pkgs_crates,pkgs_cpp,pkgs_total,pr_cum_pct_npm,pr_cum_pct_pypi,pr_cum_pct_crates,pr_cum_pct_cpp,class_npm,class_pypi,class_crates,class_cpp,class_total,is_eol
2476,sindresorhus/os-tmpdir,os-tmpdir (npm),1,0,0,0,1,78.3667,,,,C,,,,C,True
2477,sindresorhus/p-cancelable,p-cancelable (npm),1,0,0,0,1,81.1174,,,,C,,,,C,False
2478,sindresorhus/p-defer,p-defer (npm),1,0,0,0,1,85.4144,,,,C,,,,C,False
2479,sindresorhus/p-event,p-event (npm),1,0,0,0,1,89.0121,,,,C,,,,C,False
2480,sindresorhus/p-finally,p-finally (npm),1,0,0,0,1,80.3388,,,,C,,,,C,True
2481,sindresorhus/p-retry,p-retry (npm),1,0,0,0,1,85.984,,,,C,,,,C,False
2482,sindresorhus/p-timeout,p-timeout (npm),1,0,0,0,1,77.3233,,,,C,,,,C,False
2483,sindresorhus/package-json,package-json (npm),1,0,0,0,1,84.5679,,,,C,,,,C,False
2484,sindresorhus/parse-ms,parse-ms (npm),1,0,0,0,1,86.0496,,,,C,,,,C,False
2485,sindresorhus/pkg-up,pkg-up (npm),1,0,0,0,1,89.9856,,,,C,,,,C,True
2486,sindresorhus/powershell-utils,powershell-utils (npm),1,0,0,0,1,87.2515,,,,C,,,,C,False
2487,sindresorhus/prepend-http,prepend-http (npm),1,0,0,0,1,78.6318,,,,C,,,,C,False
2488,sindresorhus/pretty-bytes,pretty-bytes (npm),1,0,0,0,1,86.9207,,,,C,,,,C,False
2489,sindresorhus/pretty-ms,pretty-ms (npm),1,0,0,0,1,88.4986,,,,C,,,,C,False
2490,sindresorhus/query-string,query-string (npm),1,0,0,0,1,85.6521,,,,C,,,,C,False
2491,sindresorhus/redent,redent (npm),1,0,0,0,1,79.4542,,,,C,,,,C,False
2492,sindresorhus/registry-url,registry-url (npm),1,0,0,0,1,85.8024,,,,C,,,,C,False
2493,sindresorhus/responselike,responselike (npm),1,0,0,0,1,81.5041,,,,C,,,,C,False
2494,sindresorhus/sort-keys,sort-keys (npm),1,0,0,0,1,84.8026,,,,C,,,,C,False
2495,sindresorhus/string-length,string-length (npm),1,0,0,0,1,75.2675,,,,C,,,,C,False
2496,sindresorhus/strip-eof,strip-eof (npm),1,0,0,0,1,86.2767,,,,C,,,,C,True
2497,sindresorhus/temp-dir,temp-dir (npm),1,0,0,0,1,87.8011,,,,C,,,,C,False
2498,sindresorhus/terminal-link,terminal-link (npm),1,0,0,0,1,88.822,,,,C,,,,C,False
2499,sindresorhus/trim-newlines,trim-newlines (npm),1,0,0,0,1,85.4827,,,,C,,,,C,False
2500,sindresorhus/uint8array-extras,uint8array-extras (npm),1,0,0,0,1,89.1617,,,,C,,,,C,False
2501,sindresorhus/unique-string,unique-string (npm),1,0,0,0,1,84.0304,,,,C,,,,C,False
2502,sindresorhus/untildify,untildify (npm),1,0,0,0,1,89.7291,,,,C,,,,C,False
2503,sindresorhus/url-extras,url-extras (npm),1,0,0,0,1,85.7691,,,,C,,,,C,False
2504,sindresorhus/url-parse-lax,url-parse-lax (npm),1,0,0,0,1,89.6345,,,,C,,,,C,False
2505,sindresorhus/widest-line,widest-line (npm),1,0,0,0,1,84.4396,,,,C,,,,C,False
2506,sindresorhus/xdg-basedir,xdg-basedir (npm),1,0,0,0,1,87.7019,,,,C,,,,C,False
2507,sindresorhus/yn,yn (npm),1,0,0,0,1,81.75,,,,C,,,,C,False
2508,slicer69/sysvinit,sysvinit (cpp),0,0,0,1,1,,,,88.0335,,,,C,C,False
2509,slint-ui/document-features,document-features (crates),0,0,1,0,1,,,79.0722,,,,C,,C,False
2510,smol-rs/async-channel,async-channel (crates),0,0,1,0,1,,,88.8153,,,,C,,C,False
2511,smol-rs/async-io,async-io (crates),0,0,1,0,1,,,89.6566,,,,C,,C,False
2512,smol-rs/async-lock,async-lock (crates),0,0,1,0,1,,,89.8417,,,,C,,C,False
2513,smol-rs/atomic-waker,atomic-waker (crates),0,0,1,0,1,,,89.3388,,,,C,,C,False
2514,smol-rs/concurrent-queue,concurrent-queue (crates),0,0,1,0,1,,,89.4039,,,,C,,C,False
2515,smol-rs/event-listener,event-listener (crates),0,0,1,0,1,,,85.7773,,,,C,,C,False
2516,smol-rs/futures-lite,futures-lite (crates),0,0,1,0,1,,,77.6133,,,,C,,C,False
2517,smol-rs/parking,parking (crates),0,0,1,0,1,,,89.1358,,,,C,,C,False
2518,smol-rs/smol,smol (crates),0,0,1,0,1,,,84.5679,,,,C,,C,False
2519,smol-rs/waker-fn,waker-fn (crates),0,0,1,0,1,,,89.7496,,,,C,,C,False
2520,snowballstem/snowball,snowballstemmer (pypi),0,1,0,0,1,,87.3025,,,,C,,,C,False
2521,snowflakedb/snowflake-sqlalchemy,snowflake-sqlalchemy (pypi),0,1,0,0,1,,83.8432,,,,C,,,C,False
2522,sockjs/sockjs-node,sockjs (npm),1,0,0,0,1,88.4854,,,,C,,,,C,False
2523,softprops/atty,atty (crates),0,0,1,0,1,,,87.9498,,,,C,,C,False
2524,soldair/node-buffer-indexof,buffer-indexof (npm),1,0,0,0,1,89.1988,,,,C,,,,C,False
2525,soveu/tinyvec_macros,tinyvec_macros (crates),0,0,1,0,1,,,85.0342,,,,C,,C,False
2526,spdy-http2/spdy-transport,spdy-transport (npm),1,0,0,0,1,87.3107,,,,C,,,,C,False
2527,sphinx-doc/alabaster,alabaster (pypi),0,1,0,0,1,,89.4851,,,,C,,,C,False
2528,sphinx-doc/sphinx,sphinx (pypi),0,1,0,0,1,,78.8265,,,,C,,,C,False
2529,sphinx-doc/sphinxcontrib-applehelp,sphinxcontrib-applehelp (pypi),0,1,0,0,1,,89.8384,,,,C,,,C,False
2530,sphinx-doc/sphinxcontrib-devhelp,sphinxcontrib-devhelp (pypi),0,1,0,0,1,,89.9527,,,,C,,,C,False
2531,sphinx-doc/sphinxcontrib-htmlhelp,sphinxcontrib-htmlhelp (pypi),0,1,0,0,1,,89.8193,,,,C,,,C,False
2532,sphinx-doc/sphinxcontrib-qthelp,sphinxcontrib-qthelp (pypi),0,1,0,0,1,,89.9338,,,,C,,,C,False
2533,sphinx-doc/sphinxcontrib-serializinghtml,sphinxcontrib-serializinghtml (pypi),0,1,0,0,1,,89.5253,,,,C,,,C,False
2534,sqlalchemy/alembic,alembic (pypi),0,1,0,0,1,,76.4455,,,,C,,,C,False
2535,stacktracejs/error-stack-parser,error-stack-parser (npm),1,0,0,0,1,87.4284,,,,C,,,,C,False
2536,stacktracejs/stackframe,stackframe (npm),1,0,0,0,1,76.4753,,,,C,,,,C,False
2537,statsmodels/statsmodels,statsmodels (pypi),0,1,0,0,1,,88.6843,,,,C,,,C,False
2538,stebalien/xattr,xattr (crates),0,0,1,0,1,,,81.017,,,,C,,C,False
2539,stefankoegl/python-json-patch,jsonpatch (pypi),0,1,0,0,1,,81.9061,,,,C,,,C,False
2540,stevemao/array-ify,array-ify (npm),1,0,0,0,1,89.563,,,,C,,,,C,False
2541,stevemao/compare-func,compare-func (npm),1,0,0,0,1,86.5472,,,,C,,,,C,False
2542,stevenvachon/relateurl,relateurl (npm),1,0,0,0,1,87.5158,,,,C,,,,C,False
2543,storyyeller/stable_deref_trait,stable_deref_trait (crates),0,0,1,0,1,,,75.1906,,,,C,,C,False
2544,streamich/fs-monkey,fs-monkey (npm),1,0,0,0,1,89.4188,,,,C,,,,C,False
2545,strml/async-limiter,async-limiter (npm),1,0,0,0,1,89.7879,,,,C,,,,C,False
2546,strukturag/libde265,libde265 (cpp),0,0,0,1,1,,,,85.1178,,,,C,C,False
2547,strukturag/libheif,libheif (cpp),0,0,0,1,1,,,,80.3486,,,,C,C,False
2548,substack/https-browserify,https-browserify (npm),1,0,0,0,1,89.4429,,,,C,,,,C,False
2549,substack/node-commondir,commondir (npm),1,0,0,0,1,81.4368,,,,C,,,,C,False
2550,substack/node-wordwrap,wordwrap (npm),1,0,0,0,1,78.8144,,,,C,,,,C,False
2551,substack/semver-compare,semver-compare (npm),1,0,0,0,1,88.7194,,,,C,,,,C,False
2552,substack/text-table,text-table (npm),1,0,0,0,1,75.8958,,,,C,,,,C,False
2553,substack/vm-browserify,vm-browserify (npm),1,0,0,0,1,89.4911,,,,C,,,,C,False
2554,sunfishcode/is-terminal,is-terminal (crates),0,0,1,0,1,,,81.3161,,,,C,,C,False
2555,sunfishcode/linux-raw-sys,linux-raw-sys (crates),0,0,1,0,1,,,80.7897,,,,C,,C,False
2556,superchupudev/tinyglobby,tinyglobby (npm),1,0,0,0,1,76.2641,,,,C,,,,C,False
2557,survivejs/webpack-merge,webpack-merge (npm),1,0,0,0,1,88.4458,,,,C,,,,C,False
2558,sval-rs/value-bag,value-bag (crates),0,0,1,0,1,,,77.1364,,,,C,,C,False
2559,svg/svgo,svgo (npm),1,0,0,0,1,78.9436,,,,C,,,,C,False
2560,sympy/sympy,sympy (pypi),0,1,0,0,1,,82.8961,,,,C,,,C,False
2561,syntax-tree/mdast-util-from-markdown,mdast-util-from-markdown (npm),1,0,0,0,1,87.7303,,,,C,,,,C,False
2562,syntax-tree/mdast-util-to-markdown,mdast-util-to-markdown (npm),1,0,0,0,1,89.5989,,,,C,,,,C,False
2563,syntax-tree/mdast-util-to-string,mdast-util-to-string (npm),1,0,0,0,1,88.4061,,,,C,,,,C,False
2564,syntax-tree/unist-util-stringify-position,unist-util-stringify-position (npm),1,0,0,0,1,81.4593,,,,C,,,,C,False
2565,syntax-tree/unist-util-visit,unist-util-visit (npm),1,0,0,0,1,82.0562,,,,C,,,,C,False
2566,syntax-tree/unist-util-visit-parents,unist-util-visit-parents (npm),1,0,0,0,1,82.1205,,,,C,,,,C,False
2567,szmarczak/cacheable-lookup,cacheable-lookup (npm),1,0,0,0,1,89.3582,,,,C,,,,C,False
2568,szmarczak/defer-to-connect,defer-to-connect (npm),1,0,0,0,1,76.9203,,,,C,,,,C,False
2569,szmarczak/http-timer,@szmarczak/http-timer (npm),1,0,0,0,1,85.9182,,,,C,,,,C,False
2570,szmarczak/http2-wrapper,http2-wrapper (npm),1,0,0,0,1,89.893,,,,C,,,,C,False
2571,szmarczak/resolve-alpn,resolve-alpn (npm),1,0,0,0,1,88.3661,,,,C,,,,C,False
2572,tad-lispy/node-damerau-levenshtein,damerau-levenshtein (npm),1,0,0,0,1,87.6735,,,,C,,,,C,False
2573,taiki-e/build-context,build-context (crates),0,0,1,0,1,,,83.6743,,,,C,,C,False
2574,taiki-e/portable-atomic-util,portable-atomic-util (crates),0,0,1,0,1,,,87.1328,,,,C,,C,False
2575,tailhook/quick-error,quick-error (crates),0,0,1,0,1,,,89.4683,,,,C,,C,False
2576,takluyver/backcall,backcall (pypi),0,1,0,0,1,,87.058,,,,C,,,C,False
2577,takluyver/entrypoints,entrypoints (pypi),0,1,0,0,1,,85.9643,,,,C,,,C,False
2578,tapjs/foreground-child,foreground-child (npm),1,0,0,0,1,80.5066,,,,C,,,,C,False
2579,tarruda/has,has (npm),1,0,0,0,1,75.6779,,,,C,,,,C,False
2580,tedder/requests-aws4auth,requests-aws4auth (pypi),0,1,0,0,1,,80.3307,,,,C,,,C,False
2581,teddriggs/ident_case,ident_case (crates),0,0,1,0,1,,,88.5951,,,,C,,C,False
2582,tensorflow/estimator,tensorflow-estimator (pypi),0,1,0,0,1,,88.5724,,,,C,,,C,False
2583,terkelg/prompts,prompts (npm),1,0,0,0,1,78.5792,,,,C,,,,C,False
2584,termcolor/termcolor,termcolor (pypi),0,1,0,0,1,,77.0441,,,,C,,,C,False
2585,terser/html-minifier-terser,html-minifier-terser (npm),1,0,0,0,1,87.1024,,,,C,,,,C,False
2586,tesseract-ocr/tesseract,tesseract-ocr (cpp),0,0,0,1,1,,,,79.344,,,,C,C,False
2587,testing-cabal/mock,mock (pypi),0,1,0,0,1,,78.3064,,,,C,,,C,False
2588,testing-library/dom-testing-library,@testing-library/dom (npm),1,0,0,0,1,87.5013,,,,C,,,,C,False
2589,thecodrr/fdir,fdir (npm),1,0,0,0,1,83.3345,,,,C,,,,C,False
2590,thejameskyle/min-indent,min-indent (npm),1,0,0,0,1,85.5168,,,,C,,,,C,False
2591,thejoshwolfe/yauzl,yauzl (npm),1,0,0,0,1,82.248,,,,C,,,,C,False
2592,then/is-promise,is-promise (npm),1,0,0,0,1,86.3247,,,,C,,,,C,False
2593,then/promise,promise (npm),1,0,0,0,1,84.0493,,,,C,,,,C,False
2594,thenables/thenify,thenify (npm),1,0,0,0,1,80.7435,,,,C,,,,C,False
2595,thenables/thenify-all,thenify-all (npm),1,0,0,0,1,87.443,,,,C,,,,C,False
2596,thkukuk/libnsl,libnsl (cpp),0,0,0,1,1,,,,85.4676,,,,C,C,False
2597,thom311/libnl,libnl (cpp),0,0,0,1,1,,,,87.0725,,,,C,C,False
2598,tildeio/rsvp.js,rsvp (npm),1,0,0,0,1,84.366,,,,C,,,,C,False
2599,timoxley/wcwidth,wcwidth (npm),1,0,0,0,1,82.6251,,,,C,,,,C,False
2600,tinche/aiofiles,aiofiles (pypi),0,1,0,0,1,,81.7697,,,,C,,,C,False
2601,tinylibs/tinyexec,tinyexec (npm),1,0,0,0,1,88.3127,,,,C,,,,C,False
2602,tinylibs/tinyrainbow,tinyrainbow (npm),1,0,0,0,1,76.803,,,,C,,,,C,False
2603,tiran/defusedxml,defusedxml (pypi),0,1,0,0,1,,75.0934,,,,C,,,C,False
2604,tj/co,co (npm),1,0,0,0,1,78.4201,,,,C,,,,C,False
2605,tkaitchuck/ahash,ahash (crates),0,0,1,0,1,,,80.6363,,,,C,,C,False
2606,tlsfuzzer/python-ecdsa,ecdsa (pypi),0,1,0,0,1,,88.1587,,,,C,,,C,False
2607,tlwg/libdatrie,libdatrie (cpp),0,0,0,1,1,,,,88.8864,,,,C,C,False
2608,tmux/tmux,tmux (cpp),0,0,0,1,1,,,,88.0642,,,,C,C,False
2609,tobgu/pyrsistent,pyrsistent (pypi),0,1,0,0,1,,77.97,,,,C,,,C,False
2610,tokio-rs/mio,mio (crates),0,0,1,0,1,,,79.4979,,,,C,,C,False
2611,tootallnate/file-uri-to-path,file-uri-to-path (npm),1,0,0,0,1,75.4894,,,,C,,,,C,False
2612,tootallnate/node-bindings,bindings (npm),1,0,0,0,1,86.2283,,,,C,,,,C,False
2613,tootallnate/once,@tootallnate/once (npm),1,0,0,0,1,77.659,,,,C,,,,C,False
2614,tox-dev/tox,tox (pypi),0,1,0,0,1,,88.7066,,,,C,,,C,False
2615,trentm/node-dashdash,dashdash (npm),1,0,0,0,1,79.7031,,,,C,,,,C,False
2616,triton-lang/triton,triton (pypi),0,1,0,0,1,,89.7614,,,,C,,,C,False
2617,tritondatacenter/node-http-signature,http-signature (npm),1,0,0,0,1,79.3028,,,,C,,,,C,False
2618,trysound/read-cache,read-cache (npm),1,0,0,0,1,88.4326,,,,C,,,,C,False
2619,tsertkov/exec-sh,exec-sh (npm),1,0,0,0,1,87.9139,,,,C,,,,C,False
2620,tvcutsem/harmony-reflect,harmony-reflect (npm),1,0,0,0,1,89.2482,,,,C,,,,C,False
2621,two-screen/stable,stable (npm),1,0,0,0,1,89.587,,,,C,,,,C,True
2622,typestrong/fork-ts-checker-webpack-plugin,fork-ts-checker-webpack-plugin (npm),1,0,0,0,1,86.6414,,,,C,,,,C,False
2623,typestrong/ts-node,ts-node (npm),1,0,0,0,1,80.5304,,,,C,,,,C,False
2624,typicode/husky,husky (npm),1,0,0,0,1,88.9996,,,,C,,,,C,False
2625,ubernostrum/webcolors,webcolors (pypi),0,1,0,0,1,,89.7224,,,,C,,,C,False
2626,uclouvain/openjpeg,openjpeg (cpp),0,0,0,1,1,,,,76.7146,,,,C,C,False
2627,uiri/toml,toml (pypi),0,1,0,0,1,,75.3391,,,,C,,,C,False
2628,ultrajson/ultrajson,ujson (pypi),0,1,0,0,1,,87.9915,,,,C,,,C,False
2629,un-ts/napi-postinstall,napi-postinstall (npm),1,0,0,0,1,82.7285,,,,C,,,,C,False
2630,un-ts/pkgr,@pkgr/core (npm),1,0,0,0,1,82.4794,,,,C,,,,C,False
2631,un-ts/synckit,synckit (npm),1,0,0,0,1,87.1174,,,,C,,,,C,False
2632,un33k/python-slugify,python-slugify (pypi),0,1,0,0,1,,84.1044,,,,C,,,C,False
2633,unclechu/node-deep-extend,deep-extend (npm),1,0,0,0,1,81.3916,,,,C,,,,C,False
2634,ungap/structured-clone,@ungap/structured-clone (npm),1,0,0,0,1,80.6016,,,,C,,,,C,False
2635,unicode-rs/unicode-normalization,unicode-normalization (crates),0,0,1,0,1,,,85.3862,,,,C,,C,False
2636,unicode-rs/unicode-segmentation,unicode-segmentation (crates),0,0,1,0,1,,,81.7395,,,,C,,C,False
2637,unicode-rs/unicode-width,unicode-width (crates),0,0,1,0,1,,,79.5818,,,,C,,C,False
2638,unifiedjs/unified,unified (npm),1,0,0,0,1,84.7489,,,,C,,,,C,False
2639,unjs/jiti,jiti (npm),1,0,0,0,1,81.9266,,,,C,,,,C,False
2640,unjs/pathe,pathe (npm),1,0,0,0,1,82.1631,,,,C,,,,C,False
2641,unrs/unrs-resolver,unrs-resolver (npm),1,0,0,0,1,88.2182,,,,C,,,,C,False
2642,unshiftio/querystringify,querystringify (npm),1,0,0,0,1,76.112,,,,C,,,,C,False
2643,unshiftio/url-parse,url-parse (npm),1,0,0,0,1,79.1752,,,,C,,,,C,False
2644,uqfoundation/multiprocess,multiprocess (pypi),0,1,0,0,1,,83.4589,,,,C,,,C,False
2645,uqfoundation/pox,pox (pypi),0,1,0,0,1,,89.0323,,,,C,,,C,False
2646,uqfoundation/ppft,ppft (pypi),0,1,0,0,1,,89.0535,,,,C,,,C,False
2647,utkarshkukreti/diff.rs,diff (crates),0,0,1,0,1,,,83.0322,,,,C,,C,False
2648,validatorjs/validator.js,validator (npm),1,0,0,0,1,89.1245,,,,C,,,,C,False
2649,vega/altair,altair (pypi),0,1,0,0,1,,86.9752,,,,C,,,C,False
2650,vercel/arg,arg (npm),1,0,0,0,1,75.4261,,,,C,,,,C,False
2651,vfile/vfile,vfile (npm),1,0,0,0,1,83.5896,,,,C,,,,C,False
2652,vfile/vfile-message,vfile-message (npm),1,0,0,0,1,82.6043,,,,C,,,,C,False
2653,vim/vim,vim (cpp),0,0,0,1,1,,,,82.4631,,,,C,C,False
2654,visionmedia/batch,batch (npm),1,0,0,0,1,87.2367,,,,C,,,,C,False
2655,visionmedia/node-delegates,delegates (npm),1,0,0,0,1,85.0506,,,,C,,,,C,False
2656,visionmedia/node-progress,progress (npm),1,0,0,0,1,80.1932,,,,C,,,,C,False
2657,vitejs/vite,vite (npm),1,0,0,0,1,87.6024,,,,C,,,,C,False
2658,voidstarkat/half-rs,half (crates),0,0,1,0,1,,,85.8736,,,,C,,C,False
2659,watson/is-ci,is-ci (npm),1,0,0,0,1,80.7906,,,,C,,,,C,False
2660,watson/module-details-from-path,module-details-from-path (npm),1,0,0,0,1,85.9511,,,,C,,,,C,False
2661,wbond/oscrypto,oscrypto (pypi),0,1,0,0,1,,84.5346,,,,C,,,C,False
2662,web-platform-dx/baseline-browser-mapping,baseline-browser-mapping (npm),1,0,0,0,1,76.6551,,,,C,,,,C,False
2663,webmproject/libvpx,libvpx (cpp),0,0,0,1,1,,,,84.9405,,,,C,C,False
2664,webpack-contrib/file-loader,file-loader (npm),1,0,0,0,1,88.2046,,,,C,,,,C,False
2665,webpack-contrib/style-loader,style-loader (npm),1,0,0,0,1,85.277,,,,C,,,,C,False
2666,webpack/css-loader,css-loader (npm),1,0,0,0,1,81.9483,,,,C,,,,C,False
2667,webpack/loader-runner,loader-runner (npm),1,0,0,0,1,79.3282,,,,C,,,,C,False
2668,webpack/memory-fs,memory-fs (npm),1,0,0,0,1,82.9133,,,,C,,,,C,False
2669,webpack/mini-css-extract-plugin,mini-css-extract-plugin (npm),1,0,0,0,1,87.8998,,,,C,,,,C,False
2670,webpack/postcss-loader,postcss-loader (npm),1,0,0,0,1,86.1797,,,,C,,,,C,False
2671,webpack/sass-loader,sass-loader (npm),1,0,0,0,1,87.6877,,,,C,,,,C,False
2672,webpack/source-list-map,source-list-map (npm),1,0,0,0,1,88.5117,,,,C,,,,C,False
2673,webpack/webpack,webpack (npm),1,0,0,0,1,76.0813,,,,C,,,,C,False
2674,webpack/webpack-dev-middleware,webpack-dev-middleware (npm),1,0,0,0,1,82.5836,,,,C,,,,C,False
2675,webpack/webpack-dev-server,webpack-dev-server (npm),1,0,0,0,1,87.9699,,,,C,,,,C,False
2676,winnow-rs/winnow,winnow (crates),0,0,1,0,1,,,80.1625,,,,C,,C,False
2677,winstonjs/logform,logform (npm),1,0,0,0,1,88.1773,,,,C,,,,C,False
2678,winstonjs/triple-beam,triple-beam (npm),1,0,0,0,1,86.9054,,,,C,,,,C,False
2679,winstonjs/winston,winston (npm),1,0,0,0,1,89.3703,,,,C,,,,C,False
2680,wolph/portalocker,portalocker (pypi),0,1,0,0,1,,79.3822,,,,C,,,C,False
2681,wolph/python-progressbar,progressbar2 (pypi),0,1,0,0,1,,86.639,,,,C,,,C,False
2682,wolph/python-utils,python-utils (pypi),0,1,0,0,1,,83.3804,,,,C,,,C,False
2683,wooorm/character-entities,character-entities (npm),1,0,0,0,1,84.98,,,,C,,,,C,False
2684,wooorm/character-entities-legacy,character-entities-legacy (npm),1,0,0,0,1,88.629,,,,C,,,,C,False
2685,wooorm/devlop,devlop (npm),1,0,0,0,1,82.954,,,,C,,,,C,False
2686,wooorm/is-alphabetical,is-alphabetical (npm),1,0,0,0,1,88.0811,,,,C,,,,C,False
2687,wooorm/is-decimal,is-decimal (npm),1,0,0,0,1,87.0573,,,,C,,,,C,False
2688,xampprocky/remove_dir_all,remove_dir_all (crates),0,0,1,0,1,,,78.6351,,,,C,,C,False
2689,xflr6/graphviz,graphviz (pypi),0,1,0,0,1,,88.8389,,,,C,,,C,False
2690,xkbcommon/libxkbcommon,libxkbcommon (cpp),0,0,0,1,1,,,,89.3257,,,,C,C,False
2691,yaahc/displaydoc,displaydoc (crates),0,0,1,0,1,,,88.2583,,,,C,,C,False
2692,yandex-cloud/python-sdk,yandexcloud (pypi),0,1,0,0,1,,82.0841,,,,C,,,C,False
2693,yargs/require-main-filename,require-main-filename (npm),1,0,0,0,1,78.7624,,,,C,,,,C,False
2694,youtype/botocore-stubs,botocore-stubs (pypi),0,1,0,0,1,,89.6046,,,,C,,,C,False
2695,youtype/types-awscrt,types-awscrt (pypi),0,1,0,0,1,,86.0857,,,,C,,,C,False
2696,yubico/libfido2,libfido2 (cpp),0,0,0,1,1,,,,82.1068,,,,C,C,False
2697,z3prover/z3,z3 (cpp),0,0,0,1,1,,,,84.2908,,,,C,C,False
2698,zakarumych/allocator-api2,allocator-api2 (crates),0,0,1,0,1,,,85.9693,,,,C,,C,False
2699,zeromq/libzmq,zeromq (cpp),0,0,0,1,1,,,,85.7662,,,,C,C,False
2700,zeromq/pyzmq,pyzmq (pypi),0,1,0,0,1,,75.9823,,,,C,,,C,False
2701,zertosh/invariant,invariant (npm),1,0,0,0,1,80.6253,,,,C,,,,C,False
2702,zertosh/v8-compile-cache,v8-compile-cache (npm),1,0,0,0,1,85.0153,,,,C,,,,C,False
2703,zkat/json-parse-better-errors,json-parse-better-errors (npm),1,0,0,0,1,83.6091,,,,C,,,,C,False
2704,zlib-ng/zlib-ng,zlib-ng (cpp),0,0,0,1,1,,,,82.6899,,,,C,C,False
2705,zspecza/common-tags,common-tags (npm),1,0,0,0,1,87.5303,,,,C,,,,C,False
2706,anza-xyz/agave,agave-feature-set (crates); agave-fs (crates); agave-io-uring (crates); agave-logger (crates); agave-precompiles (crates); agave-reserved-account-keys (crates); agave-snapshots (crates); agave-syscalls (crates); agave-transaction-view (crates); agave-votor-messages (crates); solana-account-decoder (crates); solana-account-decoder-client-types (crates); solana-accounts-db (crates); solana-banks-client (crates); solana-banks-interface (crates); solana-banks-server (crates); solana-bpf-loader-program (crates); solana-bucket-map (crates); solana-builtins (crates); solana-builtins-default-costs (crates); solana-clap-utils (crates); solana-cli-config (crates); solana-client (crates); solana-compute-budget (crates); solana-compute-budget-instruction (crates); solana-compute-budget-program (crates); solana-config-program (crates); solana-connection-cache (crates); solana-cost-model (crates); solana-curve25519 (crates); solana-fee (crates); solana-lattice-hash (crates); solana-loader-v4-program (crates); solana-log-collector (crates); solana-measure (crates); solana-metrics (crates); solana-net-utils (crates); solana-perf (crates); solana-poseidon (crates); solana-program-binaries (crates); solana-program-runtime (crates); solana-program-test (crates); solana-pubsub-client (crates); solana-quic-client (crates); solana-rayon-threadlimit (crates); solana-remote-wallet (crates); solana-rpc-client (crates); solana-rpc-client-api (crates); solana-rpc-client-nonce-utils (crates); solana-rpc-client-types (crates); solana-runtime (crates); solana-runtime-transaction (crates); solana-send-transaction-service (crates); solana-streamer (crates); solana-svm (crates); solana-svm-callback (crates); solana-svm-feature-set (crates); solana-svm-log-collector (crates); solana-svm-measure (crates); solana-svm-timings (crates); solana-svm-transaction (crates); solana-svm-type-overrides (crates); solana-system-program (crates); solana-tls-utils (crates); solana-tpu-client (crates); solana-tpu-client-next (crates); solana-transaction-context (crates); solana-transaction-metrics-tracker (crates); solana-transaction-status (crates); solana-transaction-status-client-types (crates); solana-udp-client (crates); solana-unified-scheduler-logic (crates); solana-version (crates); solana-vote (crates); solana-vote-program (crates); solana-zk-elgamal-proof-program (crates); solana-zk-token-proof-program (crates); solana-zk-token-sdk (crates),0,0,78,0,78,,,91.5441,,,,D,,D,False
2707,bevyengine/bevy,bevy (crates); bevy_a11y (crates); bevy_android (crates); bevy_animation (crates); bevy_anti_alias (crates); bevy_app (crates); bevy_asset (crates); bevy_asset_macros (crates); bevy_audio (crates); bevy_camera (crates); bevy_camera_controller (crates); bevy_color (crates); bevy_core_pipeline (crates); bevy_derive (crates); bevy_dev_tools (crates); bevy_diagnostic (crates); bevy_dylib (crates); bevy_ecs (crates); bevy_encase_derive (crates); bevy_feathers (crates); bevy_gilrs (crates); bevy_gizmos (crates); bevy_gizmos_macros (crates); bevy_gizmos_render (crates); bevy_gltf (crates); bevy_image (crates); bevy_input (crates); bevy_input_focus (crates); bevy_internal (crates); bevy_light (crates); bevy_log (crates); bevy_macro_utils (crates); bevy_math (crates); bevy_mesh (crates); bevy_pbr (crates); bevy_picking (crates); bevy_platform (crates); bevy_post_process (crates); bevy_ptr (crates); bevy_reflect (crates); bevy_reflect_derive (crates); bevy_remote (crates); bevy_render (crates); bevy_render_macros (crates); bevy_scene (crates); bevy_shader (crates); bevy_solari (crates); bevy_sprite (crates); bevy_sprite_render (crates); bevy_state (crates); bevy_tasks (crates); bevy_text (crates); bevy_time (crates); bevy_transform (crates); bevy_ui (crates); bevy_ui_render (crates); bevy_ui_widgets (crates); bevy_utils (crates); bevy_window (crates); bevy_winit (crates),0,0,60,0,60,,,90.4173,,,,D,,D,False
