id,github_repo,packages,pkgs_npm,pkgs_pypi,pkgs_crates,pkgs_cpp,pkgs_total,pr_cum_pct_npm,pr_cum_pct_pypi,pr_cum_pct_crates,pr_cum_pct_cpp,class_npm,class_pypi,class_crates,class_cpp,class_total,is_eol
11,cssnano/cssnano,cssnano (npm); cssnano-preset-default (npm); cssnano-util-get-arguments (npm); cssnano-util-get-match (npm); cssnano-util-raw-cache (npm); cssnano-util-same-parent (npm); cssnano-utils (npm); postcss-colormin (npm); postcss-convert-values (npm); postcss-discard-comments (npm); postcss-discard-duplicates (npm); postcss-discard-empty (npm); postcss-discard-overridden (npm); postcss-discard-unused (npm); postcss-merge-idents (npm); postcss-merge-longhand (npm); postcss-merge-rules (npm); postcss-minify-font-values (npm); postcss-minify-gradients (npm); postcss-minify-params (npm); postcss-minify-selectors (npm); postcss-normalize-charset (npm); postcss-normalize-display-values (npm); postcss-normalize-positions (npm); postcss-normalize-repeat-style (npm); postcss-normalize-string (npm); postcss-normalize-timing-functions (npm); postcss-normalize-unicode (npm); postcss-normalize-url (npm); postcss-normalize-whitespace (npm); postcss-ordered-values (npm); postcss-reduce-idents (npm); postcss-reduce-initial (npm); postcss-reduce-transforms (npm); postcss-svgo (npm); postcss-unique-selectors (npm); postcss-zindex (npm); stylehacks (npm),38,0,0,0,38,24.2221,,,,A,,,,A,False
12,open-telemetry/opentelemetry-js,@opentelemetry/api (npm); @opentelemetry/api-logs (npm); @opentelemetry/configuration (npm); @opentelemetry/context-async-hooks (npm); @opentelemetry/core (npm); @opentelemetry/exporter-logs-otlp-grpc (npm); @opentelemetry/exporter-logs-otlp-http (npm); @opentelemetry/exporter-logs-otlp-proto (npm); @opentelemetry/exporter-metrics-otlp-grpc (npm); @opentelemetry/exporter-metrics-otlp-http (npm); @opentelemetry/exporter-metrics-otlp-proto (npm); @opentelemetry/exporter-prometheus (npm); @opentelemetry/exporter-trace-otlp-grpc (npm); @opentelemetry/exporter-trace-otlp-http (npm); @opentelemetry/exporter-trace-otlp-proto (npm); @opentelemetry/exporter-zipkin (npm); @opentelemetry/instrumentation (npm); @opentelemetry/instrumentation-grpc (npm); @opentelemetry/instrumentation-http (npm); @opentelemetry/otlp-exporter-base (npm); @opentelemetry/otlp-grpc-exporter-base (npm); @opentelemetry/otlp-transformer (npm); @opentelemetry/propagator-b3 (npm); @opentelemetry/propagator-jaeger (npm); @opentelemetry/resources (npm); @opentelemetry/sdk-logs (npm); @opentelemetry/sdk-metrics (npm); @opentelemetry/sdk-node (npm); @opentelemetry/sdk-trace-base (npm); @opentelemetry/sdk-trace-node (npm); @opentelemetry/semantic-conventions (npm),31,0,0,0,31,33.5703,,,,A,,,,A,False
13,microsoft/windows-rs,windows (crates); windows-bindgen (crates); windows-collections (crates); windows-core (crates); windows-future (crates); windows-implement (crates); windows-interface (crates); windows-link (crates); windows-numerics (crates); windows-registry (crates); windows-result (crates); windows-strings (crates); windows-sys (crates); windows-targets (crates); windows-threading (crates); windows-version (crates); windows_aarch64_gnullvm (crates); windows_aarch64_msvc (crates); windows_i686_gnu (crates); windows_i686_gnullvm (crates); windows_i686_msvc (crates); windows_x86_64_gnu (crates); windows_x86_64_gnullvm (crates); windows_x86_64_msvc (crates),0,0,24,0,24,,,16.7183,,,,A,,A,False
14,blakeembrey/change-case,camel-case (npm); capital-case (npm); change-case (npm); constant-case (npm); dot-case (npm); header-case (npm); is-lower-case (npm); is-upper-case (npm); lower-case (npm); lower-case-first (npm); no-case (npm); param-case (npm); pascal-case (npm); path-case (npm); sentence-case (npm); snake-case (npm); sponge-case (npm); swap-case (npm); title-case (npm); upper-case (npm); upper-case-first (npm),21,0,0,0,21,31.5375,,,,A,,,,A,False
15,micromark/micromark,micromark (npm); micromark-core-commonmark (npm); micromark-factory-destination (npm); micromark-factory-label (npm); micromark-factory-space (npm); micromark-factory-title (npm); micromark-factory-whitespace (npm); micromark-util-character (npm); micromark-util-chunked (npm); micromark-util-classify-character (npm); micromark-util-combine-extensions (npm); micromark-util-decode-numeric-character-reference (npm); micromark-util-decode-string (npm); micromark-util-encode (npm); micromark-util-html-tag-name (npm); micromark-util-normalize-identifier (npm); micromark-util-resolve-all (npm); micromark-util-sanitize-uri (npm); micromark-util-subtokenize (npm); micromark-util-symbol (npm); micromark-util-types (npm),21,0,0,0,21,36.6326,,,,A,,,,A,False
16,ardatan/graphql-tools,@ardatan/relay-compiler (npm); @graphql-tools/apollo-engine-loader (npm); @graphql-tools/code-file-loader (npm); @graphql-tools/executor (npm); @graphql-tools/executor-legacy-ws (npm); @graphql-tools/graphql-file-loader (npm); @graphql-tools/graphql-tag-pluck (npm); @graphql-tools/import (npm); @graphql-tools/json-file-loader (npm); @graphql-tools/load (npm); @graphql-tools/merge (npm); @graphql-tools/mock (npm); @graphql-tools/optimize (npm); @graphql-tools/relay-operation-optimizer (npm); @graphql-tools/schema (npm); @graphql-tools/url-loader (npm); @graphql-tools/utils (npm); cross-inspect (npm); graphql-tools (npm),19,0,0,0,19,48.2954,,,,A,,,,A,False
17,tokio-rs/tokio,tokio (crates); tokio-buf (crates); tokio-codec (crates); tokio-current-thread (crates); tokio-executor (crates); tokio-fs (crates); tokio-io (crates); tokio-macros (crates); tokio-reactor (crates); tokio-stream (crates); tokio-sync (crates); tokio-tcp (crates); tokio-test (crates); tokio-threadpool (crates); tokio-timer (crates); tokio-tls (crates); tokio-udp (crates); tokio-uds (crates); tokio-util (crates),0,0,19,0,19,,,41.933,,,,A,,A,False
18,xtuc/webassemblyjs,@webassemblyjs/ast (npm); @webassemblyjs/floating-point-hex-parser (npm); @webassemblyjs/helper-api-error (npm); @webassemblyjs/helper-buffer (npm); @webassemblyjs/helper-code-frame (npm); @webassemblyjs/helper-fsm (npm); @webassemblyjs/helper-numbers (npm); @webassemblyjs/helper-wasm-bytecode (npm); @webassemblyjs/helper-wasm-section (npm); @webassemblyjs/ieee754 (npm); @webassemblyjs/leb128 (npm); @webassemblyjs/utf8 (npm); @webassemblyjs/wasm-edit (npm); @webassemblyjs/wasm-gen (npm); @webassemblyjs/wasm-opt (npm); @webassemblyjs/wasm-parser (npm); @webassemblyjs/wast-parser (npm); @webassemblyjs/wast-printer (npm),18,0,0,0,18,18.6003,,,,A,,,,A,False
19,emotion-js/emotion,@emotion/babel-plugin (npm); @emotion/cache (npm); @emotion/core (npm); @emotion/css (npm); @emotion/hash (npm); @emotion/is-prop-valid (npm); @emotion/memoize (npm); @emotion/react (npm); @emotion/serialize (npm); @emotion/sheet (npm); @emotion/styled (npm); @emotion/unitless (npm); @emotion/use-insertion-effect-with-fallbacks (npm); @emotion/utils (npm); @emotion/weak-memoize (npm); babel-plugin-emotion (npm); emotion-theming (npm),17,0,0,0,17,38.5492,,,,A,,,,A,False
20,googlechrome/workbox,workbox-background-sync (npm); workbox-broadcast-update (npm); workbox-build (npm); workbox-cacheable-response (npm); workbox-core (npm); workbox-expiration (npm); workbox-google-analytics (npm); workbox-navigation-preload (npm); workbox-precaching (npm); workbox-range-requests (npm); workbox-recipes (npm); workbox-routing (npm); workbox-strategies (npm); workbox-streams (npm); workbox-sw (npm); workbox-webpack-plugin (npm); workbox-window (npm),17,0,0,0,17,46.2544,,,,A,,,,A,False
21,sboudrias/inquirer.js,@inquirer/ansi (npm); @inquirer/checkbox (npm); @inquirer/confirm (npm); @inquirer/core (npm); @inquirer/editor (npm); @inquirer/expand (npm); @inquirer/external-editor (npm); @inquirer/figures (npm); @inquirer/input (npm); @inquirer/number (npm); @inquirer/password (npm); @inquirer/prompts (npm); @inquirer/rawlist (npm); @inquirer/search (npm); @inquirer/select (npm); @inquirer/type (npm); inquirer (npm),17,0,0,0,17,45.7025,,,,A,,,,A,False
22,rustcrypto/utils,blobby (crates); block-buffer (crates); block-padding (crates); byte-tools (crates); cmov (crates); cpubits (crates); cpufeatures (crates); cpuid-bool (crates); ctutils (crates); dbl (crates); fake-simd (crates); hex-literal (crates); inout (crates); opaque-debug (crates); zeroize (crates); zeroize_derive (crates),0,0,16,0,16,,,39.2569,,,,A,,A,False
23,gregberge/svgr,@svgr/babel-plugin-add-jsx-attribute (npm); @svgr/babel-plugin-remove-jsx-attribute (npm); @svgr/babel-plugin-remove-jsx-empty-expression (npm); @svgr/babel-plugin-replace-jsx-attribute-value (npm); @svgr/babel-plugin-svg-dynamic-title (npm); @svgr/babel-plugin-svg-em-dimensions (npm); @svgr/babel-plugin-transform-react-native-svg (npm); @svgr/babel-plugin-transform-svg-component (npm); @svgr/babel-preset (npm); @svgr/core (npm); @svgr/hast-util-to-babel-ast (npm); @svgr/plugin-jsx (npm); @svgr/plugin-svgo (npm); @svgr/webpack (npm),14,0,0,0,14,47.8103,,,,A,,,,A,False
24,getsentry/sentry-javascript,@sentry-internal/browser-utils (npm); @sentry-internal/feedback (npm); @sentry-internal/replay (npm); @sentry-internal/replay-canvas (npm); @sentry/browser (npm); @sentry/core (npm); @sentry/integrations (npm); @sentry/node (npm); @sentry/node-core (npm); @sentry/opentelemetry (npm); @sentry/react (npm); @sentry/types (npm); @sentry/utils (npm),13,0,0,0,13,48.4152,,,,A,,,,A,False
25,facebook/react,create-react-class (npm); eslint-plugin-react-hooks (npm); react (npm); react-devtools-core (npm); react-dom (npm); react-is (npm); react-reconciler (npm); react-refresh (npm); react-test-renderer (npm); scheduler (npm); use-subscription (npm); use-sync-external-store (npm),12,0,0,0,12,29.609,,,,A,,,,A,False
26,sval-rs/sval,sval (crates); sval_buffer (crates); sval_derive (crates); sval_derive_macros (crates); sval_dynamic (crates); sval_flatten (crates); sval_fmt (crates); sval_json (crates); sval_nested (crates); sval_ref (crates); sval_serde (crates); sval_test (crates),0,0,12,0,12,,,44.1271,,,,A,,A,False
27,tokio-rs/tracing,tracing (crates); tracing-appender (crates); tracing-attributes (crates); tracing-core (crates); tracing-error (crates); tracing-flame (crates); tracing-futures (crates); tracing-journald (crates); tracing-log (crates); tracing-mock (crates); tracing-serde (crates); tracing-subscriber (crates),0,0,12,0,12,,,49.5267,,,,A,,A,False
28,typescript-eslint/typescript-eslint,@typescript-eslint/eslint-plugin (npm); @typescript-eslint/experimental-utils (npm); @typescript-eslint/parser (npm); @typescript-eslint/project-service (npm); @typescript-eslint/scope-manager (npm); @typescript-eslint/tsconfig-utils (npm); @typescript-eslint/type-utils (npm); @typescript-eslint/types (npm); @typescript-eslint/typescript-estree (npm); @typescript-eslint/utils (npm); @typescript-eslint/visitor-keys (npm); typescript-eslint (npm),12,0,0,0,12,19.2106,,,,A,,,,A,False
29,wasm-bindgen/wasm-bindgen,js-sys (crates); wasm-bindgen (crates); wasm-bindgen-backend (crates); wasm-bindgen-cli (crates); wasm-bindgen-cli-support (crates); wasm-bindgen-futures (crates); wasm-bindgen-macro (crates); wasm-bindgen-macro-support (crates); wasm-bindgen-shared (crates); wasm-bindgen-test (crates); wasm-bindgen-test-macro (crates); web-sys (crates),0,0,12,0,12,,,37.2594,,,,A,,A,False
30,dcodeio/protobuf.js,@protobufjs/aspromise (npm); @protobufjs/base64 (npm); @protobufjs/codegen (npm); @protobufjs/eventemitter (npm); @protobufjs/fetch (npm); @protobufjs/float (npm); @protobufjs/inquire (npm); @protobufjs/path (npm); @protobufjs/pool (npm); @protobufjs/utf8 (npm),10,0,0,0,10,44.2496,,,,A,,,,A,False
31,rust-lang/futures-rs,futures (crates); futures-channel (crates); futures-core (crates); futures-executor (crates); futures-io (crates); futures-macro (crates); futures-sink (crates); futures-task (crates); futures-test (crates); futures-util (crates),0,0,10,0,10,,,32.0081,,,,A,,A,False
32,tootallnate/proxy-agents,agent-base (npm); data-uri-to-buffer (npm); degenerator (npm); get-uri (npm); http-proxy-agent (npm); https-proxy-agent (npm); pac-proxy-agent (npm); pac-resolver (npm); proxy-agent (npm); socks-proxy-agent (npm),10,0,0,0,10,28.9072,,,,A,,,,A,False
33,open-telemetry/opentelemetry-python,opentelemetry-api (pypi); opentelemetry-exporter-otlp (pypi); opentelemetry-exporter-otlp-proto-common (pypi); opentelemetry-exporter-otlp-proto-grpc (pypi); opentelemetry-exporter-otlp-proto-http (pypi); opentelemetry-exporter-prometheus (pypi); opentelemetry-instrumentation (pypi); opentelemetry-proto (pypi); opentelemetry-semantic-conventions (pypi),0,9,0,0,9,,37.2057,,,,A,,,A,False
34,istanbuljs/istanbuljs,istanbul-api (npm); istanbul-lib-coverage (npm); istanbul-lib-hook (npm); istanbul-lib-instrument (npm); istanbul-lib-report (npm); istanbul-lib-source-maps (npm); istanbul-reports (npm),7,0,0,0,7,37.2952,,,,A,,,,A,False
35,jaredwray/cacheable,@cacheable/memory (npm); @cacheable/utils (npm); cache-manager (npm); cacheable (npm); cacheable-request (npm); file-entry-cache (npm); flat-cache (npm),7,0,0,0,7,43.6197,,,,A,,,,A,False
36,toml-rs/toml,serde_spanned (crates); toml (crates); toml_datetime (crates); toml_edit (crates); toml_parser (crates); toml_write (crates); toml_writer (crates),0,0,7,0,7,,,44.7775,,,,A,,A,False
37,jridgewell/sourcemaps,@jridgewell/gen-mapping (npm); @jridgewell/remapping (npm); @jridgewell/source-map (npm); @jridgewell/sourcemap-codec (npm); @jridgewell/trace-mapping (npm),5,0,0,0,5,20.3492,,,,A,,,,A,False
38,rust-lang/regex,regex (crates); regex-automata (crates); regex-lite (crates); regex-syntax (crates); regex-test (crates),0,0,5,0,5,,,41.0589,,,,A,,A,False
39,babel/babel-polyfills,@babel/helper-define-polyfill-provider (npm); babel-plugin-polyfill-corejs2 (npm); babel-plugin-polyfill-corejs3 (npm); babel-plugin-polyfill-regenerator (npm),4,0,0,0,4,46.1172,,,,A,,,,A,False
40,serde-rs/serde,serde (crates); serde_core (crates); serde_derive (crates); serde_derive_internals (crates),0,0,4,0,4,,,10.8353,,,,A,,A,False
41,acornjs/acorn,acorn (npm); acorn-loose (npm); acorn-walk (npm),3,0,0,0,3,35.424,,,,A,,,,A,False
42,dtolnay/syn,syn (crates); syn-test-suite (crates); synom (crates),0,0,3,0,3,,,26.2119,,,,A,,A,False
43,eslint/js,eslint-scope (npm); eslint-visitor-keys (npm); espree (npm),3,0,0,0,3,29.9428,,,,A,,,,A,False
44,nodelib/nodelib,@nodelib/fs.scandir (npm); @nodelib/fs.stat (npm); @nodelib/fs.walk (npm),3,0,0,0,3,41.0585,,,,A,,,,A,False
45,rust-random/rand,rand (crates); rand_chacha (crates); rand_os (crates),0,0,3,0,3,,,30.1666,,,,A,,A,False
46,zloirock/core-js,core-js (npm); core-js-compat (npm); core-js-pure (npm),3,0,0,0,3,45.563,,,,A,,,,A,False
47,burntsushi/quickcheck,quickcheck (crates); quickcheck_macros (crates),0,0,2,0,2,,,42.7156,,,,A,,A,False
48,criterion-rs/criterion.rs,criterion (crates); criterion-plot (crates),0,0,2,0,2,,,34.8444,,,,A,,A,False
49,dcodeio/long.js,@xtuc/long (npm); long (npm),2,0,0,0,2,49.9261,,,,A,,,,A,False
50,feross/ieee754,@xtuc/ieee754 (npm); ieee754 (npm),2,0,0,0,2,44.5564,,,,A,,,,A,False
51,google/brotli,brotli (cpp); brotli (pypi),0,1,0,1,2,,38.5485,,69.3167,,A,,B,A,False
52,mathiasbynens/punycode.js,punycode (npm); punycode.js (npm),2,0,0,0,2,35.67,,,,A,,,,A,False
53,nodeca/js-yaml,@zkochan/js-yaml (npm); js-yaml (npm),2,0,0,0,2,48.888,,,,A,,,,A,False
54,nodejs/undici,undici (npm); undici-types (npm),2,0,0,0,2,23.38,,,,A,,,,A,False
55,rayon-rs/rayon,rayon (crates); rayon-core (crates),0,0,2,0,2,,,38.3021,,,,A,,A,False
56,rust-lang/rust,rustc-std-workspace-alloc (crates); rustc-std-workspace-core (crates),0,0,2,0,2,,,24.1218,,,,A,,A,False
57,,gcc (cpp),0,0,0,1,1,,,,30.7403,,,,A,A,False
58,,gettext (cpp),0,0,0,1,1,,,,43.4389,,,,A,A,False
59,,glibc (cpp),0,0,0,1,1,,,,24.2493,,,,A,A,False
60,,gmp (cpp),0,0,0,1,1,,,,48.5558,,,,A,A,False
61,,linux (cpp),0,0,0,1,1,,,,37.8282,,,,A,A,False
62,,zlib (cpp),0,0,0,1,1,,,,45.2325,,,,A,A,False
63,,attrs (pypi),0,1,0,0,1,,42.6414,,,,A,,,A,False
64,,backports-zstd (pypi),0,1,0,0,1,,36.4849,,,,A,,,A,False
65,,botocore (pypi),0,1,0,0,1,,7.0072,,,,A,,,A,False
66,,filelock (pypi),0,1,0,0,1,,49.8417,,,,A,,,A,False
