"package","ecosystem","github_repo","pagerank","value_class","top_eco","top_eco_pkg","top_eco_pct","repo_class","repo_packages","repo_ecosystems","is_eol"
"@expo/xcpretty","npm","expo/expo-cli","0.00000567","D","npm","@expo/xcpretty","0.0362","D","1","npm","False"
"genmesh","crates","gfx-rs/genmesh","1.56e-06","D","crates","genmesh","0.0361","D","1","crates","False"
"libapplewm","cpp","","0.00000809","D","cpp","libapplewm","0.036","D","1","cpp","False"
"libvips","crates","olxgroup-oss/libvips-rust-bindings","1.56e-06","D","crates","libvips","0.036","D","1","crates","False"
"rocksdict","pypi","","3.58e-06","D","pypi","rocksdict","0.036","D","1","pypi","False"
"schema","crates","ahl/schema","1.22e-06","D","crates","schema","0.0358","D","2","crates","False"
"schema-derive","crates","ahl/schema","3.4e-07","D","crates","schema","0.0358","D","2","crates","False"
"pyobjc-framework-gameplaykit","pypi","","3.57e-06","D","pypi","pyobjc-framework-gameplaykit","0.0357","D","1","pypi","False"
"longest-increasing-subsequence","crates","fitzgen/longest-increasing-subsequence","1.55e-06","D","crates","longest-increasing-subsequence","0.0356","D","1","crates","False"
"@vue-macros/common","npm","vue-macros/vue-macros","0.00000567","D","npm","@vue-macros/common","0.0356","D","1","npm","False"
"faer","crates","","1.55e-06","D","crates","faer","0.0355","D","1","crates","False"
"termsize","crates","softprops/termsize","1.53e-06","D","crates","termsize","0.0353","D","1","crates","False"
"pyobjc-framework-gamecenter","pypi","","3.57e-06","D","pypi","pyobjc-framework-gamecenter","0.0353","D","1","pypi","False"
"duplicate_macrotest","crates","emoun/duplicate_macrotest","1.53e-06","D","crates","duplicate_macrotest","0.0352","D","1","crates","False"
"egl-wayland","cpp","nvidia/egl-wayland","0.00000805","D","cpp","egl-wayland","0.0351","D","1","cpp","False"
"vinyl-contents","npm","gulpjs/vinyl-contents","0.00000560","D","npm","vinyl-contents","0.0351","D","1","npm","False"
"macho-unwind-info","crates","mstange/macho-unwind-info","1.52e-06","D","crates","macho-unwind-info","0.035","D","1","crates","False"
"binaryen","crates","pepyakin/binaryen-rs","1.01e-06","D","crates","binaryen","0.0349","D","2","crates","False"
"binaryen-sys","crates","pepyakin/binaryen-rs","5.1e-07","D","crates","binaryen","0.0349","D","2","crates","False"
"pyobjc-framework-imagecapturecore","pypi","","3.57e-06","D","pypi","pyobjc-framework-imagecapturecore","0.0349","D","1","pypi","False"
"mollusk-svm","crates","anza-xyz/mollusk","8.2e-07","D","crates","mollusk-svm","0.0347","D","7","crates","False"
"mollusk-svm-error","crates","anza-xyz/mollusk","1.2e-07","D","crates","mollusk-svm","0.0347","D","7","crates","False"
"mollusk-svm-fuzz-fixture","crates","anza-xyz/mollusk","3.5e-07","D","crates","mollusk-svm","0.0347","D","7","crates","False"
"mollusk-svm-fuzz-fixture-firedancer","crates","anza-xyz/mollusk","4e-08","D","crates","mollusk-svm","0.0347","D","7","crates","False"
"mollusk-svm-fuzz-fs","crates","anza-xyz/mollusk","6e-08","D","crates","mollusk-svm","0.0347","D","7","crates","False"
"mollusk-svm-programs-token","crates","anza-xyz/mollusk","5e-08","D","crates","mollusk-svm","0.0347","D","7","crates","False"
"mollusk-svm-result","crates","anza-xyz/mollusk","8e-08","D","crates","mollusk-svm","0.0347","D","7","crates","False"
"quicli","crates","killercup/quicli","1.51e-06","D","crates","quicli","0.0346","D","1","crates","False"
"pyobjc-framework-networkextension","pypi","","3.57e-06","D","pypi","pyobjc-framework-networkextension","0.0346","D","1","pypi","False"
"@prisma/studio-core","npm","","0.00000560","D","npm","@prisma/studio-core","0.0345","D","1","npm","False"
"load_image","crates","","1.51e-06","D","crates","load_image","0.0344","D","1","crates","False"
"warnings","crates","dioxuslabs/warnings","7.3e-07","D","crates","warnings-macro","0.0343","D","2","crates","False"
"warnings-macro","crates","dioxuslabs/warnings","7.8e-07","D","crates","warnings-macro","0.0343","D","2","crates","False"
"lua:expat","cpp","lunarmodules/luaexpat","0.00000803","D","cpp","lua:expat","0.0342","D","1","cpp","False"
"pyobjc-framework-contactsui","pypi","","3.56e-06","D","pypi","pyobjc-framework-contactsui","0.0342","D","1","pypi","False"
"trezor-client","crates","trezor/trezor-firmware","1.5e-06","D","crates","trezor-client","0.0341","D","1","crates","False"
"glassbench","crates","canop/glassbench","1.5e-06","D","crates","glassbench","0.034","D","1","crates","False"
"@jasminejs/reporters","npm","jasmine/reporters","0.00000559","D","npm","@jasminejs/reporters","0.034","D","1","npm","False"
"pyobjc-framework-opendirectory","pypi","","3.56e-06","D","pypi","pyobjc-framework-opendirectory","0.0339","D","1","pypi","False"
"arbitrary-int","crates","danlehmann/arbitrary-int","1.5e-06","D","crates","arbitrary-int","0.0338","D","1","crates","False"
"firestorm-enabled","crates","","1.5e-06","D","crates","firestorm-enabled","0.0337","D","1","crates","False"
"sequoia-openpgp","crates","","1.49e-06","D","crates","sequoia-openpgp","0.0335","D","1","crates","False"
"pyobjc-framework-gamecontroller","pypi","","3.56e-06","D","pypi","pyobjc-framework-gamecontroller","0.0335","D","1","pypi","False"
"civet","crates","jtgeibel/rust-civet","1.21e-06","D","crates","civet","0.0334","D","2","crates","False"
"civet-sys","crates","jtgeibel/rust-civet","2.6e-07","D","crates","civet","0.0334","D","2","crates","False"
"apache-arrow","npm","apache/arrow-js","0.00000556","D","npm","apache-arrow","0.0334","D","1","npm","False"
"lua:bitop","cpp","","0.00000802","D","cpp","lua:bitop","0.0333","D","1","cpp","False"
"wax","crates","olson-sean-k/wax","1.46e-06","D","crates","wax","0.0332","D","1","crates","False"
"pyobjc-framework-cloudkit","pypi","","3.55e-06","D","pypi","pyobjc-framework-cloudkit","0.0332","D","1","pypi","False"
"utmp-classic","crates","jadijadi/utmp-classic","7.1e-07","D","crates","utmp-classic-raw","0.0331","D","2","crates","False"
"utmp-classic-raw","crates","jadijadi/utmp-classic","7.5e-07","D","crates","utmp-classic-raw","0.0331","D","2","crates","False"
"winsplit","crates","chipsenkbeil/winsplit-rs","1.45e-06","D","crates","winsplit","0.0329","D","1","crates","False"
"@newrelic/security-agent","npm","newrelic/csec-node-agent","0.00000555","D","npm","@newrelic/security-agent","0.0329","D","1","npm","False"
"unix-odbc","crates","","1.45e-06","D","crates","unix-odbc","0.0328","D","1","crates","False"
"pyobjc-framework-inputmethodkit","pypi","","3.55e-06","D","pypi","pyobjc-framework-inputmethodkit","0.0328","D","1","pypi","False"
"minimp3-sys","crates","germangb/minimp3-rs","1.44e-06","D","crates","minimp3-sys","0.0326","D","1","crates","False"
"read-process-memory","crates","rbspy/read-process-memory","1.44e-06","D","crates","read-process-memory","0.0325","D","1","crates","False"
"pyobjc-framework-businesschat","pypi","","3.54e-06","D","pypi","pyobjc-framework-businesschat","0.0325","D","1","pypi","False"
"libb64","cpp","","0.00000769","D","cpp","libb64","0.0324","D","1","cpp","False"
"async_cell","crates","","1.44e-06","D","crates","async_cell","0.0324","D","1","crates","False"
"fast-png","npm","image-js/fast-png","0.00000553","D","npm","fast-png","0.0323","D","1","npm","False"
"parse_cfg","crates","","1.43e-06","D","crates","parse_cfg","0.0322","D","1","crates","False"
"raw-window-metal","crates","rust-windowing/raw-window-metal","1.43e-06","D","crates","raw-window-metal","0.0321","D","1","crates","False"
"pyobjc-framework-adsupport","pypi","","3.53e-06","D","pypi","pyobjc-framework-adsupport","0.0321","D","1","pypi","False"
"embuild","crates","ivmarkov/embuild","1.43e-06","D","crates","embuild","0.0319","D","1","crates","False"
"blake2b-rs","crates","","1.43e-06","D","crates","blake2b-rs","0.0318","D","1","crates","False"
"fs-merger","npm","sparshithnr/fs-merger","0.00000544","D","npm","fs-merger","0.0318","D","1","npm","False"
"pyobjc-framework-videosubscriberaccount","pypi","","3.52e-06","D","pypi","pyobjc-framework-videosubscriberaccount","0.0318","D","1","pypi","False"
"permutator","crates","nattapongsiri/permutator","1.43e-06","D","crates","permutator","0.0316","D","1","crates","False"
"gnome-panel","cpp","","0.00000745","D","cpp","gnome-panel","0.0315","D","1","cpp","False"
"lockfree","crates","","1.42e-06","D","crates","lockfree","0.0315","D","1","crates","False"
"hibitset","crates","slide-rs/hibitset","1.42e-06","D","crates","hibitset","0.0314","D","1","crates","False"
"pyobjc-framework-calendarstore","pypi","","3.51e-06","D","pypi","pyobjc-framework-calendarstore","0.0314","D","1","pypi","False"
"spanned","crates","","1.42e-06","D","crates","spanned","0.0312","D","1","crates","False"
"regexp-ast-analysis","npm","rundevelopment/regexp-ast-analysis","0.00000544","D","npm","regexp-ast-analysis","0.0312","D","1","npm","False"
"ec-gpu","crates","filecoin-project/ff-cl-gen","1.42e-06","D","crates","ec-gpu","0.0311","D","1","crates","False"
"bedrock-agentcore","pypi","","3.47e-06","D","pypi","bedrock-agentcore","0.0311","D","1","pypi","False"
"storekey","crates","surrealdb/storekey","1.11e-06","D","crates","storekey","0.0309","D","2","crates","False"
"storekey-derive","crates","surrealdb/storekey","3.1e-07","D","crates","storekey","0.0309","D","2","crates","False"
"las","crates","gadomski/las-rs","1.41e-06","D","crates","las","0.0308","D","1","crates","False"
"r:class","cpp","","0.00000743","D","cpp","r:class","0.0307","D","1","cpp","False"
"oklab","crates","","1.41e-06","D","crates","oklab","0.0307","D","1","crates","False"
"structured-headers","npm","evert/structured-header","0.00000543","D","npm","structured-headers","0.0307","D","1","npm","False"
"google-cloud-functions","pypi","","3.45e-06","D","pypi","google-cloud-functions","0.0307","D","1","pypi","False"
"pratt","crates","segeljakt/pratt","1.41e-06","D","crates","pratt","0.0305","D","1","crates","False"
"ws_stream_tungstenite","crates","najamelan/ws_stream_tungstenite","1.4e-06","D","crates","ws_stream_tungstenite","0.0304","D","1","crates","False"
"ale-py","pypi","","3.44e-06","D","pypi","ale-py","0.0304","D","1","pypi","False"
"mutants","crates","sourcefrog/cargo-mutants","1.4e-06","D","crates","mutants","0.0302","D","1","crates","False"
"al-sys","crates","jpernst/alto","3.8e-07","D","crates","alto","0.0301","D","2","crates","False"
"alto","crates","jpernst/alto","1.02e-06","D","crates","alto","0.0301","D","2","crates","False"
"ts-mixer","npm","tannerntannern/ts-mixer","0.00000537","D","npm","ts-mixer","0.0301","D","1","npm","False"
"sys_traits","crates","dsherret/sys_traits","8.2e-07","D","crates","sys_traits","0.03","D","2","crates","False"
"sys_traits_macros","crates","dsherret/sys_traits","5.7e-07","D","crates","sys_traits","0.03","D","2","crates","False"
"cucumber-expressions","pypi","","3.42e-06","D","pypi","cucumber-expressions","0.03","D","1","pypi","False"
"spamassassin","cpp","","0.00000741","D","cpp","spamassassin","0.0299","D","1","cpp","False"
"named_pipe","crates","blackbeam/named_pipe","1.38e-06","D","crates","named_pipe","0.0298","D","1","crates","False"
"llvm_profparser","crates","xd009642/llvm-profparser","1.37e-06","D","crates","llvm_profparser","0.0297","D","1","crates","False"
"minify-html","pypi","","3.39e-06","D","pypi","minify-html","0.0297","D","1","pypi","False"
"ast-walker-scope","npm","sxzz/ast-walker-scope","0.00000535","D","npm","ast-walker-scope","0.0296","D","1","npm","False"
"gnuplot","crates","siegelord/rustgnuplot","1.36e-06","D","crates","gnuplot","0.0295","D","1","crates","False"
"sxd-xpath","crates","shepmaster/sxd-xpath","1.36e-06","D","crates","sxd-xpath","0.0294","D","1","crates","False"
"ansi-to-tui","crates","ratatui/ansi-to-tui","1.36e-06","D","crates","ansi-to-tui","0.0293","D","1","crates","False"
"python-xmp-toolkit","pypi","","3.37e-06","D","pypi","python-xmp-toolkit","0.0293","D","1","pypi","False"
"libotf","cpp","","0.00000728","D","cpp","libotf","0.0291","D","1","cpp","False"
"darrentsung_debug_parser","crates","darrentsung/debug_parser","1.35e-06","D","crates","darrentsung_debug_parser","0.0291","D","1","crates","False"
"rou3","npm","h3js/rou3","0.00000531","D","npm","rou3","0.0291","D","1","npm","False"
"lindera-core","crates","lindera-morphology/lindera","1.35e-06","D","crates","lindera-core","0.029","D","1","crates","False"
"ipyvuetify","pypi","widgetti/ipyvuetify","3.29e-06","D","pypi","ipyvuetify","0.029","D","1","pypi","False"
"exitfailure","crates","tismith/exitfailure","1.35e-06","D","crates","exitfailure","0.0289","D","1","crates","False"
"monoio","crates","bytedance/monoio","9.4e-07","D","crates","monoio","0.0287","D","2","crates","False"
"monoio-macros","crates","bytedance/monoio","4.1e-07","D","crates","monoio","0.0287","D","2","crates","False"
"pyobjc-framework-fileprovider","pypi","","3.28e-06","D","pypi","pyobjc-framework-fileprovider","0.0287","D","1","pypi","False"
"unicode-blocks","crates","magiclen/unicode-blocks","1.34e-06","D","crates","unicode-blocks","0.0286","D","1","crates","False"
"buffered-reader","crates","","1.33e-06","D","crates","buffered-reader","0.0285","D","1","crates","False"
"strong-type","npm","riaevangelist/strong-type","0.00000524","D","npm","strong-type","0.0285","D","1","npm","False"
"prov","pypi","trungdong/prov","3.27e-06","D","pypi","prov","0.0284","D","1","pypi","False"
"armadillo","cpp","","0.00000711","D","cpp","armadillo","0.0283","D","1","cpp","False"
"saffron","crates","cloudflare/saffron","1.33e-06","D","crates","saffron","0.0283","D","1","crates","False"
"empfindung","crates","mina86/empfindung","1.33e-06","D","crates","empfindung","0.0282","D","1","crates","False"
"plugin","crates","reem/rust-plugin","1.32e-06","D","crates","plugin","0.0281","D","1","crates","False"
"silent-error","npm","stefanpenner/silent-error","0.00000519","D","npm","silent-error","0.028","D","1","npm","False"
"gdata","pypi","","3.26e-06","D","pypi","gdata","0.028","D","1","pypi","False"
"trice","crates","surrealdb/trice","1.31e-06","D","crates","trice","0.0279","D","1","crates","False"
"json-deserializer","crates","jorgecarleitao/json-deserializer","1.31e-06","D","crates","json-deserializer","0.0278","D","1","crates","False"
"extract_map","crates","gnomeddev/extract_map","1.31e-06","D","crates","extract_map","0.0277","D","1","crates","False"
"semantic-router","pypi","","3.26e-06","D","pypi","semantic-router","0.0277","D","1","pypi","False"
"rocr-runtime","cpp","rocm/rocr-runtime","0.00000703","D","cpp","rocr-runtime","0.0275","D","1","cpp","False"
"trustfall-rustdoc-adapter","crates","obi1kenobi/trustfall-rustdoc-adapter","1.3e-06","D","crates","trustfall-rustdoc-adapter","0.0275","D","1","crates","False"
"packageurl-js","npm","package-url/packageurl-js","0.00000518","D","npm","packageurl-js","0.0275","D","1","npm","False"
"colorgrad","crates","mazznoer/colorgrad-rs","1.3e-06","D","crates","colorgrad","0.0274","D","1","crates","False"
"openai-harmony","pypi","","3.23e-06","D","pypi","openai-harmony","0.0274","D","1","pypi","False"
"oem_cp","crates","tats-u/rust-oem-cp","1.29e-06","D","crates","oem_cp","0.0273","D","1","crates","False"
"sha1collisiondetection","crates","","1.29e-06","D","crates","sha1collisiondetection","0.0272","D","1","crates","False"
"bqplot","pypi","bqplot/bqplot","3.1e-06","D","pypi","bqplot","0.0271","D","1","pypi","False"
"mikktspace-sys","crates","novum/mikktspace-sys","1.29e-06","D","crates","mikktspace-sys","0.027","D","1","crates","False"
"splaytree","npm","w8r/splay-tree","0.00000517","D","npm","splaytree","0.027","D","1","npm","False"
"hxdmp","crates","rustyhorde/hxdmp","1.28e-06","D","crates","hxdmp","0.0269","D","1","crates","False"
"databend-client","crates","databendlabs/bendsql","5.1e-07","D","crates","databend-client","0.0268","D","4","crates","False"
"databend-driver","crates","databendlabs/bendsql","4.2e-07","D","crates","databend-client","0.0268","D","4","crates","False"
"databend-driver-core","crates","databendlabs/bendsql","7e-08","D","crates","databend-client","0.0268","D","4","crates","False"
"databend-driver-macros","crates","databendlabs/bendsql","2.8e-07","D","crates","databend-client","0.0268","D","4","crates","False"
"nvidia-nvvm","pypi","","3.07e-06","D","pypi","nvidia-nvvm","0.0268","D","1","pypi","False"
"tevent","cpp","","0.00000680","D","cpp","tevent","0.0267","D","1","cpp","False"
