repo,repo_id,loc_2025_eoy,sloc_2025_eoy,scc_complexity_2025_eoy,scc_density_2025_eoy,cognitive_total,cognitive_avg,cognitive_max,loc_year,churn_5y_total,hotspot_raw,hotspot_log,hotspot_percentile
mrabarnett/mrab-regex,309446978,70357,59362,6469,10.90,10857,9.01,4099,2025,273749,1770882281,20.7212,91.63
mrmlnc/fast-glob,77467076,14922,11706,231,1.97,203,0.25,40,2025,17183,3969273,10.0181,63.88
msgpack/msgpack-python,2242705,5011,3593,576,16.03,550,2.12,106,2025,1694,975744,8.9163,59.52
mysticatea/abort-controller,105228556,855,601,57,9.48,119,0.91,14,HEAD,0,0,0.0000,7.28
mysticatea/event-target-shim,31137469,5522,4105,189,4.6,370,0.69,190,2021,11673,2206197,9.2682,61.24
netflix/vmaf,51317975,94525,75508,6453,8.55,9466,4.04,180,2025,56723,366033519,18.1110,87.27
nghttp2/nghttp2,11452676,154786,111505,15553,13.95,19281,4.86,2713,2025,179769,2795947257,22.0269,93.92
nicolo-ribaudo/babel-preset-current-node-syntax,253327079,160,121,20,16.53,6,0.75,3,2025,58785,1175700,6.3060,48.74
nlnetlabs/unbound,94195301,201171,141722,31731,22.39,30717,6.67,313,2025,333597,10585366407,24.8628,96.56
node-fetch/fetch-blob,186960326,928,639,65,10.17,80,1.05,15,2023,3669,238485,6.4861,50.00
node-fetch/node-fetch,29849956,7030,5532,426,7.7,1173,1.83,571,2023,5734,2442684,9.8866,63.07
nodeca/argparse,4325614,9991,7337,652,8.89,865,1.7,63,2022,0,0,0.0000,7.28
nodeca/js-yaml,2504175,16108,12679,2052,16.18,2846,3.72,96,2025,2097,4303044,11.0031,67.66
nodeca/pako,16231859,43568,25095,5396,21.5,12531,10.04,614,2023,19653,106047588,16.0238,83.83
nodejs/node,27193779,14554204,11778252,828445,7.03,,,,2025,,,,
nodejs/readable-stream,5187096,38738,32562,2679,8.23,2901,0.72,105,2025,70428,188676612,16.6187,84.86
nodejs/string_decoder,95052330,3485,2715,421,15.51,483,1.77,30,HEAD,0,0,0.0000,7.28
nodejs/undici,133092972,123380,96315,6541,6.79,9354,0.81,2713,2025,718191,4697687331,22.3457,94.38
nodelib/nodelib,129310478,4348,3214,196,6.10,222,0.5,26,2025,6113,1198148,8.6876,58.72
npm/abbrev-js,554893,32,25,0,0.00,25,4.17,22,2025,386,0,0.0000,7.28
npm/cacache,193812470,4529,3939,157,3.99,244,0.6,14,2025,15853,2488921,9.2347,61.12
npm/hosted-git-info,25002984,32,25,0,0.00,122,1.27,34,2025,7819,0,0.0000,7.28
npm/ini,2167680,32,25,0,0.00,55,1.96,23,2025,1291,0,0.0000,7.28
npm/json-parse-even-better-errors,211384370,32,25,0,0.00,60,2.14,12,2025,993,0,0.0000,7.28
npm/mute-stream,5159166,32,25,0,0.00,24,0.4,15,2025,731,0,0.0000,7.28
npm/node-semver,1357199,6532,5490,471,8.58,629,1.64,97,2025,3726,1754946,9.5496,61.93
npm/node-which,2169708,32,25,0,0.00,71,1.29,13,2025,915,0,0.0000,7.28
npm/nopt,1544436,32,25,0,0.00,140,1.27,34,2025,3645,0,0.0000,7.28
npm/normalize-package-data,9301720,32,25,0,0.00,147,0.79,26,2025,2195,0,0.0000,7.28
npm/ssri,193817839,32,25,0,0.00,111,0.63,24,2025,3263,0,0.0000,7.28
npm/unique-slug,35246620,32,25,0,0.00,2,0.25,2,2025,116,0,0.0000,7.28
npm/write-file-atomic,23896209,32,25,0,0.00,215,1.11,77,2025,1196,0,0.0000,7.28
numpy/numpy,908607,662335,468553,61700,13.17,74005,3.12,540,2025,1423165,87809280500,29.4759,98.97
nv/cssom,1025209,6627,4764,560,11.75,749,1.8,148,2023,153,85680,6.0134,47.36
nvzqz/static-assertions,100129252,2055,730,37,5.07,15,0.56,3,HEAD,0,0,0.0000,7.28
oauthlib/oauthlib,2811323,22623,15908,827,5.2,886,0.85,29,2025,4760,3936520,10.7316,66.97
octokit/openapi-types.ts,304109193,232,195,12,6.15,23,2.88,16,2025,6100968,73211616,7.5585,55.50
octokit/types.ts,216109757,8299,4689,8,0.17,6,0.6,6,2025,10857,86856,3.8511,37.39
oozcitak/xmlbuilder-js,1042809,8301,6132,491,8.01,2,0.01,1,2025,49,24059,4.5736,40.94
open-telemetry/opentelemetry-js,185901023,152443,91620,4669,5.1,5218,0.65,282,2025,597541,2789918929,21.1953,92.09
open-telemetry/opentelemetry-js-contrib,255986659,118232,87900,4642,5.28,4580,0.55,100,2025,430920,2000330640,20.6602,91.51
open-telemetry/opentelemetry-python,185478926,94873,65240,3427,5.25,2540,0.7,53,2025,270464,926880128,19.2027,89.11
open-telemetry/opentelemetry-python-contrib,220524743,127213,99202,6664,6.72,9238,1.6,144,2025,264262,1761041968,20.7328,91.86
openssl/openssl,7634677,1194491,928880,150022,16.15,167508,7.35,1248,2025,1234725,185235913950,31.5309,99.43
opensuse/ca-certificates,10785433,252,207,9,4.35,19,1.36,11,2025,260,2340,2.4166,29.36
p11-glue/p11-kit,12060420,102694,73454,9725,13.24,7251,2.68,65,2025,47309,460080025,18.6434,87.96
pallets/click,19103692,21610,16341,1420,8.69,2025,1.43,69,2025,20542,29169640,13.5961,76.26
pallets/flask,596892,17874,12920,909,7.04,922,0.65,29,2025,29999,27269091,13.2480,75.11
pallets/itsdangerous,1945034,1712,1095,116,10.59,97,0.84,19,2025,1279,148364,6.4263,49.20
pallets/jinja,994551,22875,18236,1384,7.59,2255,1.42,144,2025,13997,19371848,13.0247,74.66
pallets/markupsafe,734244,1148,951,50,5.26,57,0.54,6,2025,1912,95600,5.6038,45.30
pallets/werkzeug,997338,35262,26827,2401,8.95,3671,1.72,97,2025,68561,164614961,16.3487,84.52
pandas-dev/pandas,858127,661375,520459,38516,7.4,42245,1.44,313,2025,988727,38081809132,27.4913,98.74
paramiko/paramiko,119609,31595,22988,2598,11.3,2867,1.8,71,2025,11305,29370390,13.8413,77.75
paulmillr/chokidar,4090287,3861,3195,381,11.92,286,0.82,41,2025,32053,12212193,11.6345,69.72
paulmillr/readdirp,4494405,828,693,76,10.97,125,1.18,57,2025,3445,261820,6.6731,51.15
pcre2project/pcre2,398251321,96245,69057,17792,25.76,26181,42.64,5047,2025,286969,5105752448,23.1972,95.30
pest-parser/pest,56964647,41493,35333,981,2.78,893,0.98,48,2025,46985,46092285,13.9791,78.33
peternator7/strum,80964373,6822,4969,344,6.92,374,1.46,62,2025,7882,2711408,9.8891,63.30
petkaantonov/bluebird,12670444,44080,38336,2100,5.48,2990,0.43,79,2024,0,0,0.0000,7.28
pexpect/ptyprocess,24727748,1647,1033,133,12.88,202,3.21,50,2025,115,15295,4.3913,40.48
pillarjs/encodeurl,60721766,157,89,0,0.00,0,0,0,2025,10,0,0.0000,7.28
pillarjs/finalhandler,20547377,1190,896,58,6.47,67,0.5,11,2025,630,36540,4.9584,42.78
pillarjs/iconv-lite,2743221,6071,4684,710,15.16,883,2.25,66,2025,9203,6534130,11.3047,68.92
pillarjs/parseurl,17533192,783,555,20,3.60,20,0.53,10,2025,33,660,2.0250,25.23
pillarjs/path-to-regexp,5265803,2699,2345,130,5.54,115,1.42,23,2025,22925,2980250,9.2320,61.01
pillarjs/send,4879977,2390,1788,102,5.70,112,0.69,22,2025,580,59160,5.5638,45.07
pkgconf/pkgconf,4180110,15676,9928,1899,19.13,1708,3.96,127,2025,15722,29856078,13.7594,77.52
pnggroup/libpng,3768025,90627,59363,13429,22.62,15219,10.53,308,2025,36417,489043893,18.8295,88.30
postcss/postcss,13078968,12660,10805,1157,10.71,1254,0.96,103,2025,26034,30121338,13.5280,76.03
postcss/postcss-selector-parser,36500102,6364,5418,464,8.56,581,0.75,153,2025,6993,3244752,10.2556,65.02
prettier/prettier,75104123,154148,122875,7970,6.49,13195,1.43,1338,2025,530448,4227670560,22.3348,94.27
primus/eventemitter3,13100677,1678,1240,82,6.61,109,0.5,23,2025,109,8938,3.9176,37.61
proptest-rs/proptest,94702898,36752,23928,1593,6.66,1470,1.14,43,2025,8503,13545279,12.5846,73.28
protobufjs/protobuf.js,8507859,45554,26771,7066,26.39,,,,2025,30768,217406688,17.2758,86.01
protocolbuffers/protobuf,23357588,1056555,820436,85482,10.42,74363,1.53,254,2025,5733635,490122587070,33.3318,99.89
psf/requests,1362490,11248,8972,663,7.39,946,1.41,41,2025,18538,12290694,12.0453,71.44
psycopg/psycopg2,7730829,39527,27593,3454,12.52,3973,2.28,115,2025,6113,21114302,13.3977,75.69
pvorb/clone,2317381,971,742,87,11.73,87,1.13,49,2021,0,0,0.0000,7.28
py4j/py4j,1045976,29742,17118,2168,12.67,1781,1.04,37,2025,1009,2187512,10.0232,63.99
pyasn1/pyasn1,512723255,21616,15646,1486,9.50,2471,1.32,288,2025,4021,5975206,11.4344,69.15
pyasn1/pyasn1-modules,512723354,40429,25807,693,2.69,1166,2.39,94,2025,196,135828,6.5194,50.57
pyca/bcrypt,9993757,865,680,39,5.74,34,0.77,10,2025,4024,156936,5.7751,46.10
pyca/cryptography,11939484,102422,86655,5135,5.93,8663,1.67,288,2025,172958,888139330,19.4360,89.79
pyca/pynacl,8350032,75770,62763,4799,7.65,3214,1.83,57,2025,17983,86300417,15.6633,82.91
pyca/pyopenssl,15778059,15285,10464,634,6.06,625,0.74,33,2025,11885,7535090,11.4214,69.04
pydantic/pydantic,90194616,196493,158037,11302,7.15,15831,1.57,291,2025,548133,6194999166,23.2608,95.53
pydantic/typing-inspection,930576948,2225,1733,90,5.19,152,1.83,48,2025,4039,363510,7.0651,53.56
pygments/pygments,205564111,157203,130148,5477,4.21,8111,4.3,803,2025,134754,738047658,19.1774,88.99
pypa/distlib,436970140,28462,24276,2291,9.44,3837,4.01,109,2025,19051,43645841,14.3815,79.59
pypa/packaging,19837758,15596,12567,649,5.16,872,1.15,42,2025,27829,18061021,12.5020,72.94
pypa/pip,1446467,165937,132257,9899,7.48,15575,2.22,187,2025,460627,4559746673,22.6287,94.61
pypa/setuptools,54980593,102557,82067,7477,9.11,0,0,0,2025,397450,2971733650,21.6904,93.35
pypa/virtualenv,1446474,14924,11701,1784,15.25,2182,2.07,59,2025,19842,35398128,13.9743,78.10
pypa/wheel,98346885,3667,2706,281,10.38,479,4.09,31,2025,22457,6310417,10.6619,66.51
pyparsing/pyparsing,91262163,51030,40362,2578,6.39,3683,2.28,77,2025,64705,166809490,16.4123,84.63
pytest-dev/iniconfig,66012563,843,508,51,10.04,73,1.11,27,2025,1242,63342,5.3101,44.15
pytest-dev/pluggy,34739117,4885,3707,227,6.12,314,0.65,48,2025,7127,1617829,9.0850,60.32
pytest-dev/pytest,37489525,104698,85430,5093,5.96,6820,1.16,80,2025,86478,440432454,18.3014,87.50
python-attrs/attrs,29918975,20717,14212,818,5.76,1130,0.96,79,2025,24069,19688442,12.7645,73.74
python-cffi/cffi,696427398,53452,44621,6572,14.73,7189,2.52,173,2025,73566,483475752,18.5798,87.84
python-greenlet/greenlet,3003137,15793,9717,951,9.79,875,1.09,33,2025,55123,52421973,14.1227,78.67
python-hyper/brotlicffi,43543393,1829,1177,86,7.31,84,1.62,18,2025,699,60114,5.5181,44.84
python-hyper/h11,57372073,6851,4406,511,11.60,521,2.2,33,2025,1824,932064,8.8356,59.17
python-jsonschema/jsonschema,3072629,11194,8724,641,7.35,913,1.35,100,2025,58014,37186974,13.3738,75.57
python-pillow/pillow,5171600,124879,92873,14780,15.91,17312,3.38,310,2025,149291,2206520980,21.5742,93.23
python-poetry/poetry,123303402,74040,58638,5040,8.6,5933,1.93,155,2025,197931,997572240,19.6104,90.37
python-poetry/tomlkit,140365570,9090,6811,701,10.29,1208,1.95,84,2025,8677,6082577,11.2101,68.46
python-trio/sniffio,142657210,393,199,22,11.06,12,1.71,12,2024,176,3872,3.0611,32.68
python/importlib_metadata,306448340,3747,2811,140,4.98,165,0.52,18,2025,7677,1074780,8.3502,57.91
python/importlib_resources,306147182,2976,2135,181,8.48,0,0,0,2025,7169,1297589,8.7137,58.83
python/mypy,7053637,296761,235602,24729,10.5,36109,1.23,223,2025,581184,14372099136,25.3239,97.02
python/mypy_extensions,165752308,462,386,41,10.62,28,0.74,6,2025,335,13735,4.1009,38.65
python/typeshed,31696383,349403,309250,4863,1.57,683,0.01,45,2025,1131370,5501852310,22.3196,94.15
python/typing,24604008,14903,7898,319,4.04,259,0.22,54,2025,53360,17021840,11.8424,70.76
python/typing_extensions,494077289,14089,11142,1255,11.26,1147,1.08,63,2025,33631,42206905,14.0284,78.44
python/tzdata,242158882,789,527,106,20.11,97,3.59,22,2025,287,30422,4.9911,42.89
qix-/color-convert,1874305,1864,1436,102,7.10,106,0.24,12,2025,1730,176460,6.5182,50.46
qix-/node-error-ex,41388258,295,238,25,10.50,38,4.22,20,2025,0,0,0.0000,7.28
qix-/node-is-arrayish,41376759,31,26,6,23.08,7,7,7,2025,0,0,0.0000,7.28
qt/qt5,9880318,816,649,170,26.19,10,1.67,6,2025,1889,321130,7.3163,54.47
radix-ui/primitives,273499522,45552,37909,1980,5.22,2128,0.96,138,2025,265428,525547440,17.8821,86.93
raszi/node-tmp,2313213,2424,1672,218,13.04,399,1.33,26,2025,810,176580,6.8084,51.83
raynos/for-each,6006855,293,211,23,10.90,26,0.48,7,2025,116,2668,2.8545,31.77
raynos/function-bind,10727014,341,296,15,5.07,18,0.35,4,2023,58,870,2.1323,26.83
rayon-rs/either,42479602,2079,1135,83,7.31,24,0.17,3,2025,2322,192726,6.4772,49.89
rayon-rs/rayon,24725038,41442,28092,2092,7.45,1628,0.65,39,2025,23013,48143196,14.4852,80.05
reactivex/rxjs,32247847,98995,71131,2364,3.32,2355,0.18,194,2025,316949,749267436,18.5594,87.73
realpython/pytest-mypy,69576530,1180,896,78,8.71,60,0.98,18,2025,2913,227214,6.5743,50.80
remix-run/react-router,19872456,183080,154421,5734,3.71,7773,0.76,1036,2025,882412,5059750408,22.3470,94.50
remusao/tldts,97631656,4146,3185,391,12.28,325,1.13,64,2025,44246,17300186,12.0481,71.56
requests/requests-oauthlib,6825724,3392,2442,174,7.13,234,1.43,35,2025,673,117102,6.3448,48.97
requests/toolbelt,15515181,6757,5075,323,6.36,344,0.83,14,2025,671,216733,7.0982,53.67
retep998/winapi-rs,23853482,200727,196759,450,0.23,376,0.23,40,2021,5,2250,2.0654,25.92
rich-harris/estree-walker,33668779,1181,920,86,9.35,155,2.42,55,2025,349,30014,4.9343,42.43
rich-harris/magic-string,26143240,6660,5541,767,13.84,413,0.72,32,2025,12822,9834474,11.8530,70.87
rob--w/proxy-from-env,52038793,598,435,24,5.52,25,0.61,11,2025,7,168,1.2625,20.07
rogdham/backports.zstd,977687927,33007,26249,3531,13.45,3911,2.03,84,2025,38075,134442825,16.2522,84.29
rollup/plugins,203607977,30516,25307,1657,6.55,1898,0.95,167,2025,34790,57647030,14.6216,80.39
ronaldoussoren/pyobjc,243933900,938337,784825,61730,7.87,55249,1.54,512,2025,1078760,66591854800,28.9007,98.85
rust-cli/anstyle,493821282,11522,8856,728,8.22,0,0,0,2025,41635,30310280,13.2243,75.00
rust-cli/env_logger,96382888,4749,2951,166,5.63,0,0,0,2025,13381,2221246,9.1721,60.78
rust-embedded/critical-section,365854323,649,291,6,2.06,7,0.35,2,2025,1329,7974,2.6400,30.50
rust-fuzz/arbitrary,90591032,4966,3255,196,6.02,263,1,18,2025,7292,1429232,8.8633,59.29
rust-itertools/itertools,22360263,22741,15457,1466,9.48,1241,1.07,19,2025,21476,31483816,13.7169,77.06
rust-lang-nursery/lazy-static.rs,21157492,552,336,4,1.19,1,0.03,1,2025,165,660,1.5518,21.56
rust-lang/cc-rs,26039547,13706,10019,1298,12.96,1562,3.07,242,2025,50048,64962304,14.6321,80.50
rust-lang/cfg-if,38723660,228,157,32,20.38,7,0.32,4,2025,145,4640,3.2866,33.83
rust-lang/compiler-builtins,65153793,49438,36257,4200,11.58,3146,1.73,110,2025,216895,910959000,19.3351,89.56
rust-lang/flate2-rs,21954009,7684,4766,332,6.97,342,0.65,101,2025,15532,5156624,10.5722,66.28
rust-lang/futures-rs,55077261,45666,29870,2429,8.13,1914,0.83,38,2025,29712,72170448,15.1436,81.77
rust-lang/glob,23241722,2000,1446,202,13.97,226,3.65,39,2025,463,93526,6.1530,48.17
rust-lang/hashbrown,155119796,24828,12375,1001,8.09,546,0.56,31,2025,38060,38098060,13.7454,77.41
rust-lang/libc,29197565,139087,119191,2963,2.49,2060,1.5,321,2025,360228,1067355564,19.2918,89.22
rust-lang/libz-sys,26042019,1336,1181,100,8.47,137,5.71,51,2025,3339,333900,7.0627,53.44
rust-lang/log,27974762,6204,3818,261,6.84,142,0.34,12,2025,8910,2325510,9.5521,62.04
rust-lang/pkg-config-rs,26042035,1522,1141,125,10.96,165,2.17,54,2025,1044,130500,6.3413,48.85
rust-lang/regex,27890669,160481,98600,5504,5.58,8048,2,214,2025,160972,885989888,19.4772,90.02
rust-lang/rust,724712,3648106,2660348,231548,8.7,240025,1.31,5206,2025,,,,
rust-num/num-traits,114705611,8787,4683,335,7.15,132,0.35,13,2025,4360,1460600,9.1948,60.89
rust-phf/rust-phf,15992970,4532,3393,287,8.46,271,1,38,2025,7535,2162545,9.5354,61.81
rust-random/getrandom,166545969,2960,2052,287,13.99,229,1.73,16,2025,13423,3852401,10.1521,64.68
rust-random/rand,30227790,13671,8548,646,7.56,700,1.31,40,2025,71560,46227760,13.6460,76.72
rust-random/rand_core,1086593277,1282,590,45,7.63,42,0.57,8,2025,4965,223425,6.1456,47.82
rust-random/rngs,209510094,6259,4028,284,7.05,236,0.81,22,2025,4902,1392168,9.0595,60.09
rustcrypto/formats,406051759,76579,54022,3179,5.88,3527,1.11,67,2025,270323,859356817,19.0248,88.65
rustcrypto/hashes,74106774,20723,17677,1216,6.88,649,0.92,152,2025,97488,118545408,15.3924,82.45
rustcrypto/stream-ciphers,83051505,5629,3996,365,9.13,265,1.32,29,2025,22122,8074530,11.1379,68.35
rustcrypto/traits,85605821,13869,9769,843,8.63,453,0.57,13,2025,80678,68011554,14.3589,79.24
rustcrypto/utils,77307442,11305,8140,569,6.99,410,0.6,33,2025,94728,53900232,13.7146,76.95
rvagg/bl,10706095,2082,1584,123,7.77,134,1.06,27,2025,911,112053,6.1965,48.28
rvagg/through2,11808187,547,449,35,7.8,48,0.7,3,HEAD,0,0,0.0000,7.28
ryanzim/universalify,87651180,213,188,6,3.19,11,0.21,2,2023,22,132,1.1508,19.38
salesforce/tough-cookie,2606873,,,,,,,,,42017,,,
samn/json-stable-stringify,76598131,340,290,35,12.07,41,0.89,19,HEAD,0,0,0.0000,7.28
samverschueren/decode-uri-component,91837954,147,113,10,8.85,17,1.89,7,2022,96,960,2.0690,26.03
sboudrias/inquirer.js,10114077,17550,14627,1305,8.92,2687,2.47,1095,2025,,,,
scikit-build/ninja-python-distributions,75102202,559,415,58,13.98,39,1.03,12,2025,5024,291392,6.5542,50.69
scikit-learn/scikit-learn,843222,438082,327036,21909,6.7,24999,2.2,147,2025,540189,11835000801,24.8829,96.67
scipy/scipy,1460385,841228,615879,67645,10.98,,,,2025,1949982,131906532390,30.3824,99.08
seanmonstar/reqwest,62350380,26707,18425,1098,5.96,1393,1.05,198,2025,30203,33162894,13.6239,76.49
sec-ant/readable-stream,569980966,2020,1721,81,4.71,72,0.41,7,2025,12491,1011771,7.8402,56.88
selinuxproject/selinux,20648799,240764,180435,32765,18.16,,,,2025,54685,1791754025,21.3935,92.78
serde-rs/bytes,87358441,1505,1127,93,8.25,23,0.18,6,2025,699,65007,5.6137,45.41
serde-rs/json,35894511,23077,17317,890,5.14,539,0.46,10,2025,9072,8074080,11.6749,69.95
serde-rs/serde,14367737,42608,33285,1795,5.39,1489,0.87,185,2025,95552,171515840,16.2072,84.06
servo/rust-fnv,33499190,540,483,4,0.83,2,0.2,1,2024,327,1308,1.7585,23.05
servo/rust-smallvec,33456236,4714,3489,287,8.23,267,0.92,44,2025,7068,2028516,9.4671,61.58
servo/rust-url,14934771,14748,10381,1601,15.42,1859,3.78,241,2025,89528,143334328,15.8694,83.37
sinclairzx81/sinclair-typebox,1122129819,71960,54940,2233,4.06,2579,0.33,100,2025,71994,160762602,16.2675,84.40
sindresorhus/ansi-escapes,40721875,288,224,33,14.73,21,0.75,7,2025,1360,44880,4.7994,41.74
sindresorhus/array-union,21005682,22,19,0,0,0,0,0,2021,14,0,0.0000,7.28
sindresorhus/binary-extensions,29771015,14,11,0,0.00,0,0,0,2025,17,0,0.0000,7.28
sindresorhus/callsites,18938743,62,54,0,0.00,1,0.12,1,2025,203,0,0.0000,7.28
sindresorhus/camelcase,25116836,683,536,40,7.46,46,1.15,18,2025,807,32280,4.6890,41.17
sindresorhus/clean-stack,62838930,415,351,14,3.99,16,0.52,8,2025,443,6202,3.1136,32.91
sindresorhus/cli-cursor,23512396,100,77,5,6.49,5,0.38,3,2024,112,560,1.5976,22.02
sindresorhus/crypto-random-string,73665728,333,270,31,11.48,23,0.88,20,2022,622,19282,4.2061,39.22
sindresorhus/decamelize,29773710,269,213,4,1.88,9,0.5,6,2025,472,1888,1.8696,23.74
sindresorhus/detect-newline,21304485,51,43,5,11.63,0,0,0,2023,91,455,1.5281,21.22
sindresorhus/environment,793180075,73,54,18,33.33,0,0,0,2024,149,2682,2.7827,31.48
sindresorhus/escape-string-regexp,21169121,38,31,1,3.23,1,0.2,1,2025,16,16,0.3704,15.02
sindresorhus/execa,47475908,32909,27596,782,2.83,1120,0.47,22,2025,146273,114385486,14.9468,81.08
sindresorhus/figures,21672939,356,332,4,1.2,6,0.55,3,2024,1139,4556,2.1367,26.95
sindresorhus/file-type,19105307,3510,2931,322,10.99,567,4.54,411,2025,9409,3029698,9.9705,63.53
sindresorhus/find-cache-directory,48783244,131,102,10,9.8,12,0.86,7,2025,245,2450,2.4899,29.82
sindresorhus/find-up,41723004,1337,1070,49,4.58,104,0.37,18,2025,3289,161161,5.9756,47.13
sindresorhus/find-up-simple,714044439,498,328,18,5.49,1,0.02,1,2025,588,10584,3.5423,35.55
sindresorhus/get-east-asian-width,711160838,594,541,528,97.60,308,14.67,151,2025,5192,2741376,10.1188,64.56
sindresorhus/get-stream,44264225,1757,1445,32,2.21,56,0.32,9,2024,5230,167360,5.6467,45.53
sindresorhus/globals,15186239,4566,4241,88,2.07,112,0.88,12,2025,9074,798512,7.7154,56.42
sindresorhus/globby,21069494,5123,3733,191,5.12,234,0.54,17,2025,9717,1855947,9.1048,60.44
sindresorhus/has-flag,38718671,29,26,2,7.69,4,1.33,4,2021,20,40,0.6309,15.94
sindresorhus/import-fresh,22020904,133,103,8,7.77,9,0.64,9,2025,3,24,0.5745,15.71
sindresorhus/import-local,90292430,143,120,9,7.5,4,0.57,4,2024,48,432,1.6902,22.59
sindresorhus/indent-string,20576837,114,95,5,5.26,7,0.41,7,2022,87,435,1.5131,21.10
sindresorhus/is-binary-path,29771247,18,15,0,0,0,0,0,2024,21,0,0.0000,7.28
sindresorhus/is-docker,33590534,149,124,8,6.45,12,0.6,4,2025,243,1944,2.2781,27.98
sindresorhus/is-fullwidth-code-point,39222301,29,25,2,8.00,2,0.67,2,2025,62,124,0.8585,17.32
sindresorhus/is-inside-container,601943060,44,34,2,5.88,3,0.6,2,2023,57,114,0.8414,17.09
sindresorhus/is-path-inside,21054113,159,146,0,0.00,2,0.5,2,2025,179,0,0.0000,7.28
sindresorhus/is-plain-obj,38923193,121,102,9,8.82,9,0.82,5,2024,106,954,2.0294,25.46
sindresorhus/is-stream,29436825,233,213,29,13.62,12,0.75,4,2024,529,15341,4.0241,38.07
sindresorhus/is-unicode-supported,348660847,49,40,10,25,3,0.75,3,2024,119,1190,2.1652,27.29
sindresorhus/is-wsl,88415331,129,97,3,3.09,7,0.5,7,2023,85,255,1.1647,19.61
sindresorhus/leven,22794601,392,269,37,13.75,75,3.95,42,2025,570,21090,4.3549,40.25
sindresorhus/locate-path,74266248,211,174,8,4.60,9,0.9,3,2025,367,2936,2.4484,29.59
sindresorhus/log-symbols,21673868,54,47,8,17.02,8,2.67,4,2025,142,1136,2.0567,25.80
sindresorhus/lowercase-keys,29769737,15,13,0,0,0,0,0,2021,27,0,0.0000,7.28
sindresorhus/make-dir,90776169,565,473,13,2.75,37,0.67,10,2025,438,5694,3.0286,32.57
sindresorhus/meow,25121561,2318,2004,101,5.04,140,1.94,22,2025,9595,969095,7.9984,57.34
sindresorhus/mimic-function,71381729,312,233,16,6.87,14,0.23,6,2024,167,2672,2.7381,31.08
sindresorhus/mimic-response,93189529,239,185,9,4.86,14,0.7,8,2023,98,882,1.9956,25.00
sindresorhus/node-defaults,7985040,197,147,19,12.93,17,1.21,12,2023,267,5073,3.1591,33.26
sindresorhus/normalize-url,29094022,872,658,70,10.64,44,0.85,21,2025,1133,79310,5.6549,45.76
sindresorhus/npm-run-path,48707028,222,190,6,3.16,8,0.38,4,2024,595,3570,2.3454,28.78
sindresorhus/object-assign,16457190,290,234,15,6.41,13,0.33,11,2023,0,0,0.0000,7.28
sindresorhus/onetime,14847357,87,67,7,10.45,5,0.29,2,2023,68,476,1.6606,22.36
sindresorhus/open,18469325,637,494,71,14.37,81,1.62,55,2025,1804,128084,6.0484,47.48
sindresorhus/p-limit,71542716,891,634,24,3.79,23,0.16,3,2025,1006,24144,4.1981,38.99
sindresorhus/p-locate,74265632,124,99,5,5.05,6,0.32,4,2025,132,660,1.6527,22.25
sindresorhus/p-map,71526722,1075,843,62,7.35,90,0.64,19,2025,1384,85808,5.6525,45.64
sindresorhus/p-try,71534796,39,33,0,0.00,0,0,0,2025,91,0,0.0000,7.28
sindresorhus/package-directory,41724281,44,35,2,5.71,2,0.25,1,2025,221,442,1.1195,18.92
sindresorhus/parent-module,50187748,101,76,11,14.47,15,1.5,13,2025,127,1397,2.2741,27.87
sindresorhus/parse-json,41367145,339,282,14,4.96,32,1.33,15,2025,796,11144,3.4124,34.63
sindresorhus/path-exists,34965664,36,31,0,0,2,0.33,1,2021,70,0,0.0000,7.28
sindresorhus/path-key,48706449,72,57,4,7.02,4,0.5,2,2025,125,500,1.4681,20.76
sindresorhus/path-type,41905436,156,132,6,4.55,6,0.3,3,2024,185,1110,1.9180,24.20
sindresorhus/pify,41585934,704,551,25,4.54,32,0.3,13,2022,504,12600,3.8251,37.16
sindresorhus/quick-lru,86679721,2082,1617,81,5.01,45,0.3,9,2025,2320,187920,6.4413,49.43
sindresorhus/read-package-up,41842429,57,48,2,4.17,2,0.25,1,2025,385,770,1.2341,19.95
sindresorhus/read-pkg,41790094,148,122,6,4.92,8,0.32,4,2025,536,3216,2.3071,28.21
sindresorhus/resolve-cwd,47504070,26,21,0,0,0,0,0,2021,0,0,0.0000,7.28
sindresorhus/resolve-from,22022707,82,65,7,10.77,9,1,9,2021,0,0,0.0000,7.28
sindresorhus/restore-cursor,23512229,81,67,0,0,0,0,0,2024,227,0,0.0000,7.28
sindresorhus/shebang-regex,30903733,14,11,0,0,0,0,0,2021,13,0,0.0000,7.28
sindresorhus/slash,11516031,26,21,1,4.76,1,0.25,1,2023,32,32,0.4571,15.25
sindresorhus/string-width,39222730,347,233,11,4.72,16,1.78,9,2025,843,9273,3.1581,33.14
sindresorhus/strip-bom,18444852,32,25,2,8,2,0.5,2,2021,26,52,0.6829,16.28
sindresorhus/strip-final-newline,47453723,88,73,3,4.11,3,0.43,3,2024,148,444,1.3084,20.18
sindresorhus/strip-indent,18242629,103,68,4,5.88,7,1.17,5,2025,142,568,1.5065,20.99
sindresorhus/strip-json-comments,14468669,231,186,34,18.28,36,1.71,35,2025,215,7310,3.6046,36.01
sindresorhus/tagged-tag,795552264,,,,,,,,,3,,,
sindresorhus/to-fast-properties,31656998,69,46,5,10.87,4,1,3,2021,29,145,1.1494,19.27
