"package","github_repo","repo_url"
"split-transform-stream","alessioalex/split-transform-stream","https://github.com/alessioalex/split-transform-stream"
"ndarray-inv","Planeshifter/ndarray-inv","https://github.com/Planeshifter/ndarray-inv"
"co-wait","juliangruber/co-wait","https://github.com/juliangruber/co-wait"
"weasel-words","",""
"xterm-addon-attach","xtermjs/xterm.js","https://github.com/xtermjs/xterm.js"
"passive-voice","",""
"eslint-plugin-modules-newline","gmsorrow/eslint-plugin-modules-newline","https://github.com/gmsorrow/eslint-plugin-modules-newline"
"imagescript","matmen/ImageScript","https://github.com/matmen/ImageScript"
"twix","icambron/twix.js","https://github.com/icambron/twix.js"
"odometer","",""
"rmc-notification","react-component/m-notification","https://github.com/react-component/m-notification"
"http2-proxy","nxtedition/node-http2-proxy","https://github.com/nxtedition/node-http2-proxy"
"vite-plugin-style-import","anncwb/vite-plugin-style-import","https://github.com/anncwb/vite-plugin-style-import"
"nodesecurity-npm-utils","nodesecurity/npm-utils","https://github.com/nodesecurity/npm-utils"
"round","bendrucker/round.js","https://github.com/bendrucker/round.js"
"kubebox","astefanutti/kubebox","https://github.com/astefanutti/kubebox"
"wiredep-cli","taptapship/wiredep-cli","https://github.com/taptapship/wiredep-cli"
"sinusoidal-decimal","AlanSl/sinusoidal-decimal","https://github.com/AlanSl/sinusoidal-decimal"
"ngx-autosize","chrum/ngx-autosize","https://github.com/chrum/ngx-autosize"
"jest-snapshot-serializer-raw","ikatyang/jest-snapshot-serializer-raw","https://github.com/ikatyang/jest-snapshot-serializer-raw"
"just-unique","angus-c/just","https://github.com/angus-c/just"
"js-cleanup","aMarCruz/js-cleanup","https://github.com/aMarCruz/js-cleanup"
"rmc-trigger","react-component/m-trigger","https://github.com/react-component/m-trigger"
"is-it-type","overlookmotel/is-it-type","https://github.com/overlookmotel/is-it-type"
"pmtiles","",""
"swagger-inline","readmeio/swagger-inline","https://github.com/readmeio/swagger-inline"
"p-props","sindresorhus/p-props","https://github.com/sindresorhus/p-props"
"lodash.defaultto","lodash/lodash","https://github.com/lodash/lodash"
"rmc-nuka-carousel","kenwheeler/nuka-carousel","https://github.com/kenwheeler/nuka-carousel"
"react-relay-network-modern","relay-tools/react-relay-network-modern","https://github.com/relay-tools/react-relay-network-modern"
"re2-wasm","google/re2-wasm","https://github.com/google/re2-wasm"
"rmc-drawer","react-component/m-drawer","https://github.com/react-component/m-drawer"
"gulp-clone","mariocasciaro/gulp-clone","https://github.com/mariocasciaro/gulp-clone"
"lefthook-linux-arm64","evilmartians/lefthook","https://github.com/evilmartians/lefthook"
"eva-icons","akveo/eva-icons","https://github.com/akveo/eva-icons"
"rmc-tooltip","react-component/tooltip","https://github.com/react-component/tooltip"
"nuxt-csurf","Morgbn/nuxt-csurf","https://github.com/Morgbn/nuxt-csurf"
"tsparticles-plugin-easing-quad","matteobruni/tsparticles","https://github.com/matteobruni/tsparticles"
"mongodb-runner","mongodb-js/devtools-shared","https://github.com/mongodb-js/devtools-shared"
"ekko-lightbox","ashleydw/lightbox","https://github.com/ashleydw/lightbox"
"limax","lovell/limax","https://github.com/lovell/limax"
"hexo-cli","hexojs/hexo-cli","https://github.com/hexojs/hexo-cli"
"color-stringify","dfcreative/color-stringify","https://github.com/dfcreative/color-stringify"
"grunt-svgmin","sindresorhus/grunt-svgmin","https://github.com/sindresorhus/grunt-svgmin"
"vue-debounce","dhershman1/vue-debounce","https://github.com/dhershman1/vue-debounce"
"hapi-auth-bearer-token","johnbrett/hapi-auth-bearer-token","https://github.com/johnbrett/hapi-auth-bearer-token"
"anafanafo","metabolize/anafanafo","https://github.com/metabolize/anafanafo"
"tslint-react-hooks","Gelio/tslint-react-hooks","https://github.com/Gelio/tslint-react-hooks"
"locize-cli","locize/locize-cli","https://github.com/locize/locize-cli"
"angular-ui-mask","angular-ui/ui-mask","https://github.com/angular-ui/ui-mask"
"eslint-traverse","discord/eslint-traverse","https://github.com/discord/eslint-traverse"
"rmc-align","react-component/m-align","https://github.com/react-component/m-align"
"parse-decimal-number","AndreasPizsa/parse-decimal-number","https://github.com/AndreasPizsa/parse-decimal-number"
"tacks","iarna/tacks","https://github.com/iarna/tacks"
"rollup-plugin-external-globals","eight04/rollup-plugin-external-globals","https://github.com/eight04/rollup-plugin-external-globals"
"egg-mock","eggjs/egg-mock","https://github.com/eggjs/egg-mock"
"flame-gradient","AlanSl/flame-gradient","https://github.com/AlanSl/flame-gradient"
"string-to-file-stream","ayqy/string-to-file-stream","https://github.com/ayqy/string-to-file-stream"
"remark-lint-no-heading-indent","remarkjs/remark-lint","https://github.com/remarkjs/remark-lint"
"react-base-table","Autodesk/react-base-table","https://github.com/Autodesk/react-base-table"
"vue-resizable","nikitasnv/vue-resizable","https://github.com/nikitasnv/vue-resizable"
"fb-dotslash","facebook/dotslash","https://github.com/facebook/dotslash"
"storybook-vue3-router","NickMcBurney/storybook-vue3-router","https://github.com/NickMcBurney/storybook-vue3-router"
"middleearth-names","alcibiades13/middleearth-names","https://github.com/alcibiades13/middleearth-names"
"volar-service-pug","volarjs/services","https://github.com/volarjs/services"
"char-width-table-consumer","metabolize/anafanafo","https://github.com/metabolize/anafanafo"
"nsp","nodesecurity/nsp","https://github.com/nodesecurity/nsp"
"vitest-dom","chaance/vitest-dom","https://github.com/chaance/vitest-dom"
"chromadb","",""
"link-module-alias","Rush/link-module-alias","https://github.com/Rush/link-module-alias"
"alge","jasonkuhrt/alge","https://github.com/jasonkuhrt/alge"
"yup-phone","abhisekp/yup-phone","https://github.com/abhisekp/yup-phone"
"tablemark","haltcase/tablemark","https://github.com/haltcase/tablemark"
"react-quill-new","VaguelySerious/react-quill","https://github.com/VaguelySerious/react-quill"
"prettier-plugin-css-order","Siilwyn/prettier-plugin-css-order","https://github.com/Siilwyn/prettier-plugin-css-order"
"vue-dragscroll","donmbelembe/vue-dragscroll","https://github.com/donmbelembe/vue-dragscroll"
"tracked-maps-and-sets","pzuraq/tracked-maps-and-sets","https://github.com/pzuraq/tracked-maps-and-sets"
"yuidocjs","yui/yuidoc","https://github.com/yui/yuidoc"
"html-inline-css-webpack-plugin","Runjuu/html-inline-css-webpack-plugin","https://github.com/Runjuu/html-inline-css-webpack-plugin"
"npm-package-json-lint-config-default","tclindner/npm-package-json-lint-config-default","https://github.com/tclindner/npm-package-json-lint-config-default"
"jsonld-context-parser","rubensworks/jsonld-context-parser.js","https://github.com/rubensworks/jsonld-context-parser.js"
"lint-prepush","theenadayalank/lint-prepush","https://github.com/theenadayalank/lint-prepush"
"parsedbf","calvinmetcalf/parseDBF","https://github.com/calvinmetcalf/parseDBF"
"chartjs-adapter-dayjs-4","bolstycjw/chartjs-adapter-dayjs-4","https://github.com/bolstycjw/chartjs-adapter-dayjs-4"
"babel-plugin-transform-node-env-inline","babel/minify","https://github.com/babel/minify/tree/master/packages/babel-plugin-transform-node-env-inline"
"ink-big-text","sindresorhus/ink-big-text","https://github.com/sindresorhus/ink-big-text"
"tmexchange","locize/tmexchange","https://github.com/locize/tmexchange"
"adbkit-logcat","openstf/adbkit-logcat","https://github.com/openstf/adbkit-logcat"
"add-to-calendar-button","add2cal/add-to-calendar-button","https://github.com/add2cal/add-to-calendar-button"
"gradstop","Siddharth11/gradstop","https://github.com/Siddharth11/gradstop"
"gulp-cache","jgable/gulp-cache","https://github.com/jgable/gulp-cache"
"e-prime","Vorror/e-prime","https://github.com/Vorror/e-prime"
"eslint-config-ts-react-important-stuff","joeldenning/eslint-config-ts-react-important-stuff","https://github.com/joeldenning/eslint-config-ts-react-important-stuff"
"eslint-rule-extender","kaicataldo/eslint-rule-extender","https://github.com/kaicataldo/eslint-rule-extender"
"sparkpost","SparkPost/node-sparkpost","https://github.com/SparkPost/node-sparkpost"
"expo-template-blank","",""
"hubot-pugme","hubot-scripts/hubot-pugme","https://github.com/hubot-scripts/hubot-pugme"
"promise-throttle","jmperez/promise-throttle","https://github.com/jmperez/promise-throttle"
"point-cluster","dy/point-cluster","https://github.com/dy/point-cluster"
"minilog","mixu/minilog","https://github.com/mixu/minilog"
"zip-local","Mostafa-Samir/zip-local","https://github.com/Mostafa-Samir/zip-local"
"fabric-shim-api","hyperledger/fabric-chaincode-node","https://github.com/hyperledger/fabric-chaincode-node"
"joi-phone-number","Salesflare/joi-phone-number","https://github.com/Salesflare/joi-phone-number"
"react-native-portalize","jeremybarbet/react-native-portalize","https://github.com/jeremybarbet/react-native-portalize"
"slnodejs","",""
"ethjs-schema","ethjs/ethjs-schema","https://github.com/ethjs/ethjs-schema"
"webpack-inject-plugin","adierkens/webpack-inject-plugin","https://github.com/adierkens/webpack-inject-plugin"
"danger-plugin-yarn","orta/danger-plugin-yarn","https://github.com/orta/danger-plugin-yarn"
"timeago-react","hustcc/timeago-react","https://github.com/hustcc/timeago-react"
"eslint-plugin-no-autofix","aladdin-add/eslint-plugin","https://github.com/aladdin-add/eslint-plugin"
"jscrypto","Hinaser/jscrypto","https://github.com/Hinaser/jscrypto"
"expo-sensors","expo/expo","https://github.com/expo/expo"
"eslint-import-resolver-exports","cyco130/eslint-import-resolver-exports","https://github.com/cyco130/eslint-import-resolver-exports"
"hcl2-parser","benc-uk/hcl2-parser","https://github.com/benc-uk/hcl2-parser"
"gulp-uglifycss","ubirak/gulp-uglifycss","https://github.com/ubirak/gulp-uglifycss"
"react-universal-component","faceyspacey/react-universal-component","https://github.com/faceyspacey/react-universal-component"
"gulp-plugin-extras","sindresorhus/gulp-plugin-extras","https://github.com/sindresorhus/gulp-plugin-extras"
"react-native-ble-plx","dotintent/react-native-ble-plx","https://github.com/dotintent/react-native-ble-plx"
"react-bootstrap-sweetalert","djorg83/react-bootstrap-sweetalert","https://github.com/djorg83/react-bootstrap-sweetalert"
"phantom","amir20/phantomjs-node","https://github.com/amir20/phantomjs-node"
"swc-minify-webpack-plugin","guoyunhe/swc-minify-webpack-plugin","https://github.com/guoyunhe/swc-minify-webpack-plugin"
"express-slow-down","express-rate-limit/express-slow-down","https://github.com/express-rate-limit/express-slow-down"
"jasmine-growl-reporter","AlphaHydrae/jasmine-growl-reporter","https://github.com/AlphaHydrae/jasmine-growl-reporter"
"redux-dynamic-modules","Microsoft/redux-dynamic-modules","https://github.com/Microsoft/redux-dynamic-modules"
"react-native-actions-sheet","ammarahm-ed/react-native-actions-sheet","https://github.com/ammarahm-ed/react-native-actions-sheet"
"types","nodeca/types","https://github.com/nodeca/types"
"vue-star-rating","craigh411/vue-star-rating","https://github.com/craigh411/vue-star-rating"
"wdio-reportportal-reporter","borisosipov/wdio-reportportal-reporter","https://github.com/borisosipov/wdio-reportportal-reporter"
"tsconfig-to-swcconfig","Songkeys/tsconfig-to-swcconfig","https://github.com/Songkeys/tsconfig-to-swcconfig"
"mutative","unadlib/mutative","https://github.com/unadlib/mutative"
"gulp-istanbul","SBoudrias/gulp-istanbul","https://github.com/SBoudrias/gulp-istanbul"
"sass-migrator","sass/migrator","https://github.com/sass/migrator"
"amplitude","geoffdutton/amplitude","https://github.com/geoffdutton/amplitude"
"vue-draggable-plus","Alfred-Skyblue/vue-draggable-plus","https://github.com/Alfred-Skyblue/vue-draggable-plus"
"react-singleton-hook","Light-Keeper/react-singleton-hook","https://github.com/Light-Keeper/react-singleton-hook"
"data-joint","vasturiano/data-joint","https://github.com/vasturiano/data-joint"
"findhit-util","findhit/util","https://github.com/findhit/util"
"js-polyfills","inexorabletash/polyfill","https://github.com/inexorabletash/polyfill"
"eslint-plugin-format","antfu/eslint-plugin-format","https://github.com/antfu/eslint-plugin-format"
"ngx-webcam","basst314/ngx-webcam","https://github.com/basst314/ngx-webcam"
"slate-soft-break","ianstormtaylor/slate-plugins","https://github.com/ianstormtaylor/slate-plugins"
"grunt-lib-phantomjs","gruntjs/grunt-lib-phantomjs","https://github.com/gruntjs/grunt-lib-phantomjs"
"dva-immer","dvajs/dva","https://github.com/dvajs/dva"
"react-native-lightbox-v2","cbbfcd/react-native-lightbox","https://github.com/cbbfcd/react-native-lightbox"
"consumable-stream","SocketCluster/consumable-stream","https://github.com/SocketCluster/consumable-stream"
"increase-memory-limit","endel/increase-memory-limit","https://github.com/endel/increase-memory-limit"
"redux-notifications","indexiatech/re-notif","https://github.com/indexiatech/re-notif"
"dotprompt","google/dotprompt","https://github.com/google/dotprompt"
"to-capital-case","ianstormtaylor/to-capital-case","https://github.com/ianstormtaylor/to-capital-case"
"telegram","gram-js/gramjs","https://github.com/gram-js/gramjs"
"nodelist-foreach-polyfill","imagitama/nodelist-foreach-polyfill","https://github.com/imagitama/nodelist-foreach-polyfill"
"lodash.takeright","lodash/lodash","https://github.com/lodash/lodash"
"nuxt-security","Baroshem/nuxt-security","https://github.com/Baroshem/nuxt-security"
"holidayapi","holidayapi/holidayapi-node","https://github.com/holidayapi/holidayapi-node"
"babel-plugin-flow-react-proptypes","brigand/babel-plugin-flow-react-proptypes","https://github.com/brigand/babel-plugin-flow-react-proptypes"
"speccy","wework/speccy","https://github.com/wework/speccy"
"react-roving-tabindex","stevejay/react-roving-tabindex","https://github.com/stevejay/react-roving-tabindex"
"html-pdf-node","mrafiqk/html-pdf-node","https://github.com/mrafiqk/html-pdf-node"
"vite-plugin-rails","ElMassimo/vite_ruby","https://github.com/ElMassimo/vite_ruby"
"qrcode-svg","papnkukn/qrcode-svg","https://github.com/papnkukn/qrcode-svg"
"debugnyan","uphold/debugnyan","https://github.com/uphold/debugnyan"
"rdotjson","kawanet/rdotjson","https://github.com/kawanet/rdotjson"
"react-only-when","sag1v/react-only-when","https://github.com/sag1v/react-only-when"
"multishift","remirror/remirror","https://github.com/remirror/remirror"
"react-images-upload","jakehartnell/react-images-upload","https://github.com/jakehartnell/react-images-upload"
"bundle-collapser","browserify/bundle-collapser","https://github.com/browserify/bundle-collapser"
"nsdeclare","lazd/nsdeclare","https://github.com/lazd/nsdeclare"
"craco-esbuild","pradel/create-react-app-esbuild","https://github.com/pradel/create-react-app-esbuild"
"semver-match","vilic/semver-match","https://github.com/vilic/semver-match"
"insane","bevacqua/insane","https://github.com/bevacqua/insane"
"empty-module","Calvein/empty-module","https://github.com/Calvein/empty-module"
"livekit-server-sdk","livekit/node-sdks","https://github.com/livekit/node-sdks"
"bundlemon-utils","LironEr/bundlemon","https://github.com/LironEr/bundlemon"
"html-to-vdom","TimBeyer/html-to-vdom","https://github.com/TimBeyer/html-to-vdom"
"datastore-core","ipfs/js-stores","https://github.com/ipfs/js-stores"
"fp-ts-contrib","gcanti/fp-ts-contrib","https://github.com/gcanti/fp-ts-contrib"
"express-query-boolean","mariusc23/express-query-boolean","https://github.com/mariusc23/express-query-boolean"
"posthtml-expressions","posthtml/posthtml-expressions","https://github.com/posthtml/posthtml-expressions"
"predefine","bigpipe/predefine","https://github.com/bigpipe/predefine"
"eslint-plugin-mobx","mobxjs/mobx","https://github.com/mobxjs/mobx"
"csv-loader","theplatapi/csv-loader","https://github.com/theplatapi/csv-loader"
"exa-js","exa-labs/exa-js","https://github.com/exa-labs/exa-js"
"android-string-resource","locize/android-string-resource","https://github.com/locize/android-string-resource"
"electron-json-storage","electron-userland/electron-json-storage","https://github.com/electron-userland/electron-json-storage"
"license-report","kessler/license-report","https://github.com/kessler/license-report"
"ember-tether","yapplabs/ember-tether","https://github.com/yapplabs/ember-tether"
"class.extend","bighostkim/class.extend","https://github.com/bighostkim/class.extend"
"expo-print","expo/expo","https://github.com/expo/expo"
"protractor-fail-fast","Updater/protractor-fail-fast","https://github.com/Updater/protractor-fail-fast"
"json-url","masotime/json-url","https://github.com/masotime/json-url"
"react-native-raw-bottom-sheet","nysamnang/react-native-raw-bottom-sheet","https://github.com/nysamnang/react-native-raw-bottom-sheet"
"icheck","fronteed/icheck","https://github.com/fronteed/icheck"
"react-native-mime-types","Liroo/react-native-mime-types","https://github.com/Liroo/react-native-mime-types"
"h264-profile-level-id","versatica/h264-profile-level-id","https://github.com/versatica/h264-profile-level-id"
"smartling-api-sdk-nodejs","Smartling/api-sdk-nodejs","https://github.com/Smartling/api-sdk-nodejs"
"scaffdog","scaffdog/scaffdog","https://github.com/scaffdog/scaffdog"
"tld-extract","131/node-tld","https://github.com/131/node-tld"
"yaml-diff-patch","grantila/yaml-diff-patch","https://github.com/grantila/yaml-diff-patch"
"graphology-shortest-path","graphology/graphology","https://github.com/graphology/graphology"
"node-lzw","hormander/node-lzw","https://github.com/hormander/node-lzw"
"has-only","bahmutov/has-only","https://github.com/bahmutov/has-only"
"component-raf","component/raf","https://github.com/component/raf"
"react-flatten-children","gregberge/react-flatten-children","https://github.com/gregberge/react-flatten-children"
"dva","dvajs/dva","https://github.com/dvajs/dva"
"title-case-minors","ianstormtaylor/title-case-minors","https://github.com/ianstormtaylor/title-case-minors"
"carlo","GoogleChromeLabs/carlo","https://github.com/GoogleChromeLabs/carlo"
"angular-file-saver","alferov/angular-file-saver","https://github.com/alferov/angular-file-saver"
"ttag","ttag-org/ttag","https://github.com/ttag-org/ttag"
"node-win-x64","aredridel/node-bin-gen","https://github.com/aredridel/node-bin-gen"
"bootstrap-tokenfield","sliptree/bootstrap-tokenfield","https://github.com/sliptree/bootstrap-tokenfield"
"videojs-contrib-hls","videojs/videojs-contrib-hls","https://github.com/videojs/videojs-contrib-hls"
"egg-ci","eggjs/egg-ci","https://github.com/eggjs/egg-ci"
"highlightjs-curl","highlightjs/highlightjs-curl","https://github.com/highlightjs/highlightjs-curl"
"anti-trojan-source","lirantal/anti-trojan-source","https://github.com/lirantal/anti-trojan-source"
"@mastra/core","mastra-ai/mastra","https://github.com/mastra-ai/mastra"
"adbkit-monkey","CyberAgent/adbkit-monkey","https://github.com/CyberAgent/adbkit-monkey"
"babel-plugin-feature-flags","ember-cli/babel-plugin-feature-flags","https://github.com/ember-cli/babel-plugin-feature-flags"
"unlayer-types","",""
"open-iconic","iconic/open-iconic","https://github.com/iconic/open-iconic"
"rollup-plugin-generate-package-json","vladshcherbin/rollup-plugin-generate-package-json","https://github.com/vladshcherbin/rollup-plugin-generate-package-json"
"suneditor","JiHong88/SunEditor","https://github.com/JiHong88/SunEditor"
"to-title-case","ianstormtaylor/to-title-case","https://github.com/ianstormtaylor/to-title-case"
"gatsby-plugin-canonical-urls","gatsbyjs/gatsby","https://github.com/gatsbyjs/gatsby"
"import-sort-cli","renke/import-sort","https://github.com/renke/import-sort"
"steam-appticket","DoctorMcKay/node-steam-appticket","https://github.com/DoctorMcKay/node-steam-appticket"
"raygun4js","MindscapeHQ/raygun4js","https://github.com/MindscapeHQ/raygun4js"
"noder.io","noder-io/noder.io","https://github.com/noder-io/noder.io"
"codeceptjs-chai","SitamJana/codeceptjs-chai","https://github.com/SitamJana/codeceptjs-chai"
"taxjar","taxjar/taxjar-node","https://github.com/taxjar/taxjar-node"
"cordova-plugin-file-opener2","pwlin/cordova-plugin-file-opener2","https://github.com/pwlin/cordova-plugin-file-opener2"
"cherow","cherow/cherow","https://github.com/cherow/cherow"
"strings-file","iteufel/node-strings-file","https://github.com/iteufel/node-strings-file"
"vike","vikejs/vike","https://github.com/vikejs/vike"
"prosemirror-resizable-view","remirror/remirror","https://github.com/remirror/remirror"
"unit.js","unitjs/unit.js","https://github.com/unitjs/unit.js"
"azure-pipelines-task-lib","Microsoft/azure-pipelines-task-lib","https://github.com/Microsoft/azure-pipelines-task-lib"
"active-model-adapter","adopted-ember-addons/active-model-adapter","https://github.com/adopted-ember-addons/active-model-adapter"
"csrf-csrf","Psifi-Solutions/csrf-csrf","https://github.com/Psifi-Solutions/csrf-csrf"
"serverless-jetpack","FormidableLabs/serverless-jetpack","https://github.com/FormidableLabs/serverless-jetpack"
"a11y-status","remirror/remirror","https://github.com/remirror/remirror"
"react-native-macos","microsoft/react-native-macos","https://github.com/microsoft/react-native-macos"
"react-use-draggable-scroll","rfmiotto/react-use-draggable-scroll","https://github.com/rfmiotto/react-use-draggable-scroll"
"es-html-parser","",""
"buildkite-graph","joscha/buildkite-graph","https://github.com/joscha/buildkite-graph"
"password-hash","davidwood/node-password-hash","https://github.com/davidwood/node-password-hash"
"lambda-tester","vandium-io/lambda-tester","https://github.com/vandium-io/lambda-tester"
"adbkit","openstf/adbkit","https://github.com/openstf/adbkit"
"survey-jquery","surveyjs/surveyjs","https://github.com/surveyjs/surveyjs"
"eslint-plugin-jsx","jkroso/eslint-plugin-jsx","https://github.com/jkroso/eslint-plugin-jsx"
"npm-registry-mock","npm/npm-registry-mock","https://github.com/npm/npm-registry-mock"
"fetch-readablestream","jonnyreeves/fetch-readablestream","https://github.com/jonnyreeves/fetch-readablestream"
"rebound","facebook/rebound-js","https://github.com/facebook/rebound-js"
"macroable","poppinss/macroable","https://github.com/poppinss/macroable"
"wcag-contrast-utils","pavlogolovatyy/wcag-contrast-utils","https://github.com/pavlogolovatyy/wcag-contrast-utils"
"money","openexchangerates/money.js","https://github.com/openexchangerates/money.js"
"router_js","tildeio/router.js","https://github.com/tildeio/router.js"
"vue-plugin-load-script","tserkov/vue-plugin-load-script","https://github.com/tserkov/vue-plugin-load-script"
"babel-plugin-transform-amd-to-commonjs","msrose/babel-plugin-transform-amd-to-commonjs","https://github.com/msrose/babel-plugin-transform-amd-to-commonjs"
"wavefile","rochars/wavefile","https://github.com/rochars/wavefile"
"dom-element-descriptors","bendemboski/dom-element-descriptors","https://github.com/bendemboski/dom-element-descriptors"
"lodash.isnan","lodash/lodash","https://github.com/lodash/lodash"
"varname","rowanmanning/varname","https://github.com/rowanmanning/varname"
"react-bootstrap-table2-filter","react-bootstrap-table/react-bootstrap-table2","https://github.com/react-bootstrap-table/react-bootstrap-table2"
"alea","coverslide/node-alea","https://github.com/coverslide/node-alea"
"word-extractor","morungos/node-word-extractor","https://github.com/morungos/node-word-extractor"
"timezone","bigeasy/timezone","https://github.com/bigeasy/timezone"
"svgmoji","svgmoji/svgmoji","https://github.com/svgmoji/svgmoji/blob/HEAD/packages"
"lambda-leak","vandium-io/lambda-leak","https://github.com/vandium-io/lambda-leak"
"beachball","microsoft/beachball","https://github.com/microsoft/beachball"
"gulp-exclude-gitignore","SBoudrias/gulp-exclude-gitignore","https://github.com/SBoudrias/gulp-exclude-gitignore"
"ember-click-outside","zeppelin/ember-click-outside","https://github.com/zeppelin/ember-click-outside"
"supertest-session","rjz/supertest-session","https://github.com/rjz/supertest-session"
"socksv5","mscdex/socksv5","https://github.com/mscdex/socksv5"
"sharp-phash","btd/sharp-phash","https://github.com/btd/sharp-phash"
"stream-collector","mafintosh/stream-collector","https://github.com/mafintosh/stream-collector"
"react-native-text-input-mask","react-native-community/react-native-text-input-mask","https://github.com/react-native-community/react-native-text-input-mask"
"protractor-html-reporter-2","abhishekkyd/protractor-html-reporter-2","https://github.com/abhishekkyd/protractor-html-reporter-2"
"es-escape-html","alii/es-escape-html","https://github.com/alii/es-escape-html"
"ngx-countdown","cipchk/ngx-countdown","https://github.com/cipchk/ngx-countdown"
"mui-one-time-password-input","viclafouch/mui-otp-input","https://github.com/viclafouch/mui-otp-input"
"passport-google-one-tap","Genially/passport-google-one-tap","https://github.com/Genially/passport-google-one-tap"
"scss","",""
"serializr","mobxjs/serializr","https://github.com/mobxjs/serializr"
"coveo.analytics","coveo/coveo.analytics.js","https://github.com/coveo/coveo.analytics.js"
"git-commit-msg-linter","legend80s/commit-msg-linter","https://github.com/legend80s/commit-msg-linter"
"sl-esprima-ast-utils","llafuente/esprima-ast-utils","https://github.com/llafuente/esprima-ast-utils"
"marked-gfm-heading-id","markedjs/marked-gfm-heading-id","https://github.com/markedjs/marked-gfm-heading-id"
"zipcode-to-timezone","DoubleDor/node-zipcode-to-timezone","https://github.com/DoubleDor/node-zipcode-to-timezone"
"flagsmith-nodejs","Flagsmith/flagsmith-nodejs-client","https://github.com/Flagsmith/flagsmith-nodejs-client"
"react-no-ssr","kadirahq/react-no-ssr","https://github.com/kadirahq/react-no-ssr"
"setheader","3rd-Eden/setHeader","https://github.com/3rd-Eden/setHeader"
"styled-icons","styled-icons/styled-icons","https://github.com/styled-icons/styled-icons"
"oauth2-mock-server","axa-group/oauth2-mock-server","https://github.com/axa-group/oauth2-mock-server"
"uninstall","",""
"angular-highcharts","cebor/angular-highcharts","https://github.com/cebor/angular-highcharts"
"webfont","itgalaxy/webfont","https://github.com/itgalaxy/webfont"
"embla-carousel-class-names","davidjerleke/embla-carousel","https://github.com/davidjerleke/embla-carousel"
"expect-more-jest","JamieMason/expect-more","https://github.com/JamieMason/expect-more"
"sails-stringfile","balderdashy/sails-stringfile","https://github.com/balderdashy/sails-stringfile"
"templite","lukeed/templite","https://github.com/lukeed/templite"
"storyblok-rich-text-react-renderer","claus/storyblok-rich-text-react-renderer","https://github.com/claus/storyblok-rich-text-react-renderer"
"trpc-openapi","jlalmes/trpc-openapi","https://github.com/jlalmes/trpc-openapi"
"fast-array-diff","YuJianrong/fast-array-diff","https://github.com/YuJianrong/fast-array-diff"
"sveltekit-superforms","ciscoheat/sveltekit-superforms","https://github.com/ciscoheat/sveltekit-superforms"
"sails-disk","balderdashy/sails-disk","https://github.com/balderdashy/sails-disk"
"nodemailer-sendgrid","",""
"laravelphp","locize/laravelphp","https://github.com/locize/laravelphp"
"header-range-parser","r37r0m0d3l/header-range-parser","https://github.com/r37r0m0d3l/header-range-parser"
"changelog-parser","ungoldman/changelog-parser","https://github.com/ungoldman/changelog-parser"
"istanbul-threshold-checker","peterjwest/istanbul-threshold-checker","https://github.com/peterjwest/istanbul-threshold-checker"
"tiny-sha256","",""
"node-id3","Zazama/node-id3","https://github.com/Zazama/node-id3"
"passport-twitch-strategy","d-relay/passport-twitch-strategy","https://github.com/d-relay/passport-twitch-strategy"
"cache-directory","strugee/node-cache-directory","https://github.com/strugee/node-cache-directory"
"scripty","testdouble/scripty","https://github.com/testdouble/scripty"
"cvss","aaronmccall/cvss","https://github.com/aaronmccall/cvss"
"eslint-plugin-better-styled-components","siffogh/eslint-plugin-better-styled-components","https://github.com/siffogh/eslint-plugin-better-styled-components"
"markdown-it-katex","waylonflinn/markdown-it-katex","https://github.com/waylonflinn/markdown-it-katex"
"highlight.run","launchdarkly/observability-sdk","https://github.com/launchdarkly/observability-sdk"
"ember-cli-deploy-s3","ember-cli-deploy/ember-cli-deploy-s3","https://github.com/ember-cli-deploy/ember-cli-deploy-s3"
"emoji-name-map","IonicaBizau/emoji-name-map","https://github.com/IonicaBizau/emoji-name-map"
"binarykvparser","DoctorMcKay/node-binarykvparser","https://github.com/DoctorMcKay/node-binarykvparser"
"linear-sum-assignment","mljs/linear-sum-assignment","https://github.com/mljs/linear-sum-assignment"
"jsontokens","stacks-network/jsontokens-js","https://github.com/stacks-network/jsontokens-js"
"eslint-formatting-reporter","antfu/eslint-formatting-reporter","https://github.com/antfu/eslint-formatting-reporter"
"webpack-glob-entries","gcds/webpack-glob-entries","https://github.com/gcds/webpack-glob-entries"
"tar-buffer","indexzero/tar-buffer","https://github.com/indexzero/tar-buffer"
"eslint-plugin-eggache","eggjs/eslint-plugin-eggache","https://github.com/eggjs/eslint-plugin-eggache"
"opentelemetry-instrumentation-elasticsearch","aspecto-io/opentelemetry-ext-js","https://github.com/aspecto-io/opentelemetry-ext-js"
"tas-client","",""
"rox-node","rollout/roxjs","https://github.com/rollout/roxjs"
"ms-chromium-edge-driver","dmlemeshko/ms-edge-driver","https://github.com/dmlemeshko/ms-edge-driver"
"react-csv-downloader","dolezel/react-csv-downloader","https://github.com/dolezel/react-csv-downloader"
"ember-cp-validations","adopted-ember-addons/ember-cp-validations","https://github.com/adopted-ember-addons/ember-cp-validations"
"i18next-fetch-backend","dotcore64/i18next-fetch-backend","https://github.com/dotcore64/i18next-fetch-backend"
"exif-reader","devongovett/exif-reader","https://github.com/devongovett/exif-reader"
