"package","github_repo","git","eco_guess","debian_avg_downloads","homebrew_avg_downloads","downloads_score","pagerank","value_class","repo_id","canonical_url","license"
"rubberband","breakfastquay/rubberband","https://github.com/breakfastquay/rubberband.git","native","116587","521210","683265","0.00053257","B","gh/51008065","","gpl-2.0-or-later"
"libxfixes","","https://gitlab.freedesktop.org/xorg/lib/libxfixes.git","native","162033","107069","332294","0.00053119","B","gl/freedesktop-715","","mit"
"vim","vim/vim","https://github.com/vim/vim.git","native","228765","366637","684620","0.00052252","B","gh/40997482","","vim"
"libsamplerate","libsndfile/libsamplerate","https://github.com/libsndfile/libsamplerate.git","eco","129809","291149","471583","0.00052132","B","gh/27333447","","bsd-2-clause"
"libev","enki/libev","https://github.com/enki/libev.git","native","14309","35286","55175","0.00051719","B","gh/2070263","","bsd-2-clause or gpl-2.0-or-later"
"procps","","https://gitlab.com/procps-ng/procps.git","native","229971","110227","429886","0.00050977","B","gl/247135","",""
"nspr","","https://salsa.debian.org/mozilla-team/nspr.git","native","152824","180335","392760","0.00050683","B","gl/debian-21121","","mpl-2.0"
"leptonica","danbloomberg/leptonica","https://github.com/danbloomberg/leptonica.git","native","3515","565886","570771","0.00050158","B","gh/49589410","","bsd-2-clause"
"libsm","","https://gitlab.freedesktop.org/xorg/lib/libsm.git","native","154458","53003","267699","0.00049958","B","gl/freedesktop-699","","mit"
"freetds","freetds/freetds","https://github.com/freetds/freetds.git","native","8100","594619","605878","0.00049729","B","gh/13513899","","gpl-2.0-or-later"
"libedit","chimera-linux/libedit-chimera","https://github.com/chimera-linux/libedit-chimera.git","native","230020","235861","555588","0.00049718","B","gh/523128742","","bsd-3-clause"
"apr","apache/apr","https://github.com/apache/apr.git","native","112592","374074","530576","0.00049714","B","gh/160997","","apache-2.0"
"zlib-ng","zlib-ng/zlib-ng","https://github.com/zlib-ng/zlib-ng.git","eco","0","124","124","0.00049502","B","gh/25165333","",""
"netpbm","","","","76472","457559","563855","0.00049011","B","","","gpl-3.0-or-later"
"libice","","https://gitlab.freedesktop.org/xorg/lib/libice.git","native","154468","56048","270758","0.00048943","B","gl/freedesktop-698","","mit"
"flac","xiph/flac","https://github.com/xiph/flac.git","native","17414","490471","514676","0.00048673","B","gh/23097875","","bsd-3-clause and gpl-2.0-or-later and isc and lgpl-2.0-or-later and lgpl-2.1-or-later and licenseref-homebrew-public-domain and (gpl-2.0-or-later or lgpl-2.1-or-later)"
"bash","","git://git.savannah.gnu.org/bash.git","native","230075","313461","633265","0.00048332","B","","","gpl-3.0-or-later"
"libbluray","","https://code.videolan.org/videolan/libbluray.git","native","114590","452628","611908","0.00048155","B","gl/videolan-206","","lgpl-2.1-or-later"
"librist","","https://code.videolan.org/rist/librist.git","native","56340","538033","616345","0.00048150","B","gl/videolan-816","","bsd-2-clause"
"graphviz","","https://gitlab.com/graphviz/graphviz.git","native","55652","546439","623795","0.00047722","B","gl/4207231","","epl-1.0"
"libmd","","https://gitlab.freedesktop.org/libbsd/libmd.git","native","150434","5055","214158","0.00047521","B","gl/freedesktop-9044","","bsd-3-clause and bsd-2-clause and isc and beerware and licenseref-homebrew-public-domain"
"tar","","https://salsa.debian.org/debian/tar.git","eco","230127","234511","554387","0.00047044","B","gl/debian-22875","",""
"jq","jqlang/jq","https://github.com/jqlang/jq.git","native","65417","517103","608032","0.00046406","B","gh/5101141","","mit"
"libmnl","stal-ix/sources","https://github.com/stal-ix/sources.git","native","221417","0","307769","0.00045808","B","gh/668723922","",""
"rav1e","xiph/rav1e","https://github.com/xiph/rav1e.git","native","19428","453835","480839","0.00045807","B","gh/104629023","","bsd-2-clause"
"librevenge","","","","102723","0","142784","0.00045769","B","","",""
"mysql","mysql/mysql-server","https://github.com/mysql/mysql-server.git","native","0","578865","578865","0.00045051","B","gh/24494032","","gpl-2.0-only with universal-foss-exception-1.0"
"keyutils","","https://salsa.debian.org/debian/keyutils.git","eco","229877","26873","346402","0.00044909","B","gl/debian-28814","","gpl-2.0-or-later and lgpl-2.0-or-later"
"libassuan","","https://salsa.debian.org/debian/libassuan/tree/debian/unstable.git","eco","18124","262411","287603","0.00044632","B","","","lgpl-2.1-or-later and gpl-3.0-or-later and fsfullr"
"x265","","https://bitbucket.org/multicoreware/x265_git.git","native","16881","495571","519035","0.00044597","B","","","gpl-2.0-or-later"
"fizz","facebookincubator/fizz","https://github.com/facebookincubator/fizz.git","eco","0","455848","455848","0.00044069","B","gh/89943162","","bsd-3-clause"
"net-tools","ecki/net-tools","https://github.com/ecki/net-tools.git","native","121147","0","168394","0.00043907","B","gh/9720310","",""
"double-conversion","google/double-conversion","https://github.com/google/double-conversion.git","native","66755","286751","379540","0.00043848","B","gh/25397114","","bsd-3-clause"
"nghttp3","ngtcp2/nghttp3","https://github.com/ngtcp2/nghttp3.git","eco","18996","247118","273522","0.00043833","B","gh/156868263","",""
"speex","","https://gitlab.xiph.org/xiph/speex.git","native","131857","315182","498463","0.00043189","B","gl/xiph-35","","bsd-3-clause"
"srt","haivision/srt","https://github.com/haivision/srt.git","eco","54705","464860","540899","0.00043031","B","gh/87443396","","mpl-2.0"
"libfuse","libfuse/libfuse","https://github.com/libfuse/libfuse.git","eco","208234","0","289445","0.00042995","B","gh/48296177","",""
"z3","z3prover/z3","https://github.com/z3prover/z3.git","eco","107520","371464","520916","0.00042909","B","gh/32944298","","mit"
"svt-av1","","https://gitlab.com/aomediacodec/svt-av1.git","native","20428","402269","430663","0.00042555","B","gl/24327400","","bsd-3-clause"
"libxi","","https://gitlab.freedesktop.org/xorg/lib/libxi.git","native","163285","105371","332337","0.00042191","B","gl/freedesktop-719","","mit"
"lame","","https://salsa.debian.org/multimedia-team/lame.git","native","129488","253156","433144","0.00042101","B","gl/debian-8041","","lgpl-2.0-or-later"
"apr-util","apache/apr-util","https://github.com/apache/apr-util.git","native","118195","316817","481108","0.00041711","B","gh/161004","","apache-2.0"
"jbigkit","imagemagick/jbig","https://github.com/imagemagick/jbig.git","native","189333","0","263172","0.00041472","B","gh/36987247","",""
"libssh","","https://salsa.debian.org/debian/libssh.git","eco","58995","405225","487228","0.00041431","B","gl/debian-20695","","lgpl-2.1-or-later"
"glog","google/glog","https://github.com/google/glog.git","eco","0","184386","184386","0.00041400","B","gh/31197250","","bsd-3-clause"
"fbthrift","facebook/fbthrift","https://github.com/facebook/fbthrift.git","eco","0","453755","453755","0.00041388","B","gh/11131631","","apache-2.0"
"libxmu","","https://gitlab.freedesktop.org/xorg/lib/libxmu.git","native","222094","23376","332086","0.00041308","B","gl/freedesktop-722","","mit"
"gpgme","gpg/gpgme","https://github.com/gpg/gpgme.git","native","138935","166890","360009","0.00041048","B","gh/42068288","","lgpl-2.1-or-later"
"poppler","","https://salsa.debian.org/freedesktop-team/poppler.git","eco","110087","342841","495861","0.00040891","B","gl/debian-18284","","gpl-2.0-only or gpl-3.0-only"
"gflags","gflags/gflags","https://github.com/gflags/gflags.git","eco","0","142983","142983","0.00040802","B","gh/9571473","","bsd-3-clause"
"at-spi2-core","gnome/at-spi2-core","https://github.com/gnome/at-spi2-core.git","native","134403","137179","323999","0.00040730","B","gh/4610259","","lgpl-2.1-or-later"
"opencl-headers","khronosgroup/opencl-headers","https://github.com/khronosgroup/opencl-headers.git","override","3728","0","5181","0.00040528","B","gh/47572476","",""
"opencl-clhpp","khronosgroup/opencl-clhpp","https://github.com/khronosgroup/opencl-clhpp.git","native","3442","0","4784","0.00040525","B","gh/47572511","",""
"libvpx","webmproject/libvpx","https://github.com/webmproject/libvpx.git","native","17182","418166","442048","0.00040307","B","gh/22927608","","bsd-3-clause"
"argon2","p-h-c/phc-winner-argon2","https://github.com/p-h-c/phc-winner-argon2.git","native","191973","136030","402872","0.00040125","B","gh/43629790","","cc0-1.0 or apache-2.0"
"lmdb","","https://salsa.debian.org/debian/lmdb.git","eco","187935","8428","269657","0.00039972","B","gl/debian-28832","","oldap-2.8"
"cjson","davegamble/cjson","https://github.com/davegamble/cjson.git","native","57800","333518","413860","0.00039875","B","gh/54280778","","mit"
"fb303","facebook/fb303","https://github.com/facebook/fb303.git","native","0","452539","452539","0.00039706","B","gh/65046532","","apache-2.0"
"libde265","strukturag/libde265","https://github.com/strukturag/libde265.git","native","131579","292972","475866","0.00039679","B","gh/12384165","","lgpl-3.0-or-later"
"libpsl","rockdaboot/libpsl","https://github.com/rockdaboot/libpsl.git","native","192261","65530","332772","0.00039673","B","gh/17948072","","mit"
"grep","mbuilov/grep-windows","https://github.com/mbuilov/grep-windows.git","native","230112","91840","411695","0.00039173","B","gh/162997383","","gpl-3.0-or-later"
"npth","","https://salsa.debian.org/eric/npth.git","eco","174453","215565","458054","0.00039170","B","gl/debian-6118","","lgpl-2.1-or-later"
"libnsl","thkukuk/libnsl","https://github.com/thkukuk/libnsl.git","native","140473","125032","320289","0.00039058","B","gh/38096486","","lgpl-2.1-or-later"
"unzip","","","","178330","260077","507955","0.00038832","B","","https://infozip.sourceforge.net/UnZip.html","info-zip"
"python:dbus-python","","https://gitlab.freedesktop.org/dbus/dbus-python.git","native","142986","0","198750","0.00038831","B","gl/freedesktop-946","",""
"s-lang","","","","229888","35811","355355","0.00038712","B","","","gpl-2.0-or-later"
"lua","lua/lua","https://github.com/lua/lua.git","native","114230","236781","395560","0.00038681","B","gh/5805256","","mit"
"libtheora","","https://salsa.debian.org/multimedia-team/libtheora.git","eco","128806","265951","444991","0.00038236","B","gl/debian-28694","",""
"opencore-amr","","https://salsa.debian.org/multimedia-team/opencore-amr.git","native","112135","313468","469335","0.00037989","B","gl/debian-8143","","apache-2.0"
"zeromq","zeromq/libzmq","https://github.com/zeromq/libzmq.git","eco","120407","305864","473229","0.00037715","B","gh/263379","","mpl-2.0"
"wangle","facebook/wangle","https://github.com/facebook/wangle.git","eco","0","440946","440946","0.00037567","B","gh/27889694","","apache-2.0"
"numactl","numactl/numactl","https://github.com/numactl/numactl.git","native","168649","0","234422","0.00037499","B","gh/22658715","",""
"libzip","nih-at/libzip","https://github.com/nih-at/libzip.git","native","8339","388245","399836","0.00037438","B","gh/51913230","","bsd-3-clause"
"libb2","blake2/libb2","https://github.com/blake2/libb2.git","native","29584","348950","390071","0.00037418","B","gh/44247193","","cc0-1.0"
"gstreamer","","https://gitlab.freedesktop.org/gstreamer/gstreamer.git","native","136124","108670","297882","0.00037239","B","gl/freedesktop-1357","","lgpl-2.0-or-later and lgpl-2.1-or-later and mit"
"protobuf-c","protobuf-c/protobuf-c","https://github.com/protobuf-c/protobuf-c.git","native","190335","57921","322486","0.00036791","B","gh/14440211","","bsd-2-clause"
"cyrus-sasl","cyrusimap/cyrus-sasl","https://github.com/cyrusimap/cyrus-sasl.git","eco","228407","32697","350182","0.00036753","B","gh/59072097","","bsd-3-clause-attribution"
"nvm","nvm-sh/nvm","https://github.com/nvm-sh/nvm.git","native","0","481434","481434","0.00036744","B","gh/612230","","mit"
"wayland","","https://gitlab.freedesktop.org/wayland/wayland.git","native","139992","16833","211421","0.00036138","B","gl/freedesktop-121","","mit"
"qemu","","https://salsa.debian.org/qemu-team/qemu.git","eco","24781","428950","463395","0.00035367","B","gl/debian-27229","","gpl-2.0-only"
"x264","","https://code.videolan.org/videolan/x264.git","native","56474","353427","431925","0.00035354","B","gl/videolan-536","","gpl-2.0-or-later"
"fftw","fftw/fftw3","https://github.com/fftw/fftw3.git","native","134404","78727","265548","0.00035283","B","gh/8843388","","gpl-2.0-or-later and bsd-2-clause"
"python:numpy","numpy/numpy","https://github.com/numpy/numpy.git","override","0","440092","440092","0.00035202","B","gh/908607","",""
"libxslt","","https://gitlab.gnome.org/gnome/libxslt.git","native","175873","56911","301374","0.00035174","B","gl/gnome-1762","","x11"
"zimg-image-processing","sekrit-twc/zimg","https://github.com/sekrit-twc/zimg.git","native","58033","364072","444737","0.00035052","B","gh/23723043","",""
"libpciaccess","","https://gitlab.freedesktop.org/xorg/lib/libpciaccess.git","native","147161","12584","217137","0.00034773","B","gl/freedesktop-743","","mit"
"sed","mbuilov/sed-windows","https://github.com/mbuilov/sed-windows.git","native","230119","135455","455320","0.00034751","B","gh/78859490","",""
"libcbor","pjk/libcbor","https://github.com/pjk/libcbor.git","native","19358","295006","321913","0.00033869","B","gh/28867623","","mit"
"redis","redis/redis","https://github.com/redis/redis.git","override","9279","430610","443507","0.00033849","B","gh/156018","","agpl-3.0-only and bsd-2-clause and bsl-1.0 and mit and (cc0-1.0 or bsd-2-clause)"
"file","file/file","https://github.com/file/file.git","native","226452","71507","386275","0.00033619","B","gh/1303130","",""
"openmpi","open-mpi/ompi","https://github.com/open-mpi/ompi.git","native","9785","162350","175951","0.00033511","B","gh/24107001","",""
"sysprof","","https://gitlab.gnome.org/gnome/sysprof.git","native","3629","0","5044","0.00033088","B","gl/gnome-1603","",""
"cups","openprinting/cups","https://github.com/openprinting/cups.git","native","161968","55791","280926","0.00032927","B","gh/292664437","","apache-2.0 with llvm-exception"
"aspell","gnuaspell/aspell","https://github.com/gnuaspell/aspell.git","native","152665","169848","382052","0.00032899","B","gh/76153145","","lgpl-2.1-only"
"shadow","shadow-maint/shadow","https://github.com/shadow-maint/shadow.git","native","230127","0","319876","0.00032797","B","gh/10508169","",""
"openssh","openssh/openssh-portable","https://github.com/openssh/openssh-portable.git","native","229442","72811","391735","0.00032755","B","gh/15991457","","ssh-openssh"
"libxrandr","","https://gitlab.freedesktop.org/xorg/lib/libxrandr.git","native","157731","52743","271989","0.00032475","B","gl/freedesktop-728","","mit"
"libidn","","https://salsa.debian.org/debian/libidn.git","eco","64490","293129","382770","0.00032221","B","gl/debian-30730","","gpl-2.0-or-later or lgpl-3.0-or-later"
"soxr","dofuuz/soxr","https://github.com/dofuuz/soxr.git","native","123067","225611","396674","0.00032098","B","gh/386255240","",""
