"package","github_repo","git","eco_guess","debian_avg_downloads","homebrew_avg_downloads","downloads_score","pagerank","value_class","repo_id","canonical_url","license"
"apt","debian/apt","https://github.com/debian/apt.git","native","230119","0","319865","0.00026464","B","gh/13793886","",""
"libudfread","","https://code.videolan.org/videolan/libudfread.git","native","93602","125729","255835","0.00026355","B","gl/videolan-363","","lgpl-2.1-or-later"
"libxaw","","https://gitlab.freedesktop.org/xorg/lib/libxaw.git","native","138437","0","192427","0.00026174","B","gl/freedesktop-707","",""
"xft","","","","142936","0","198681","0.00025992","B","","",""
"discover-data","","https://salsa.debian.org/installer-team/discover-data.git","native","208875","0","290336","0.00025929","B","gl/debian-65394","",""
"polkit","polkit-org/polkit","https://github.com/polkit-org/polkit.git","native","145186","0","201808","0.00025793","B","gh/679244793","",""
"libpipeline","","https://gitlab.com/cjwatson/libpipeline.git","native","218719","0","304019","0.00025764","B","gl/772510","",""
"liblqr","carlobaldassi/liblqr","https://github.com/carlobaldassi/liblqr.git","native","108894","159556","310918","0.00025749","B","gh/21376613","","lgpl-3.0-only"
"gzip","","git://git.savannah.gnu.org/gzip.git","native","230111","16483","336337","0.00025670","B","","","gpl-3.0-or-later"
"libthai","tlwg/libthai","https://github.com/tlwg/libthai.git","native","166331","0","231200","0.00025662","B","gh/57871473","","lgpl-2.1-or-later"
"yt-dlp","yt-dlp/yt-dlp","https://github.com/yt-dlp/yt-dlp.git","native","0","333403","333403","0.00025446","B","gh/307260205","","unlicense"
"kbd","legionus/kbd","https://github.com/legionus/kbd.git","native","223811","0","311097","0.00025172","B","gh/35050166","",""
"avahi","avahi/avahi","https://github.com/avahi/avahi.git","native","180663","0","251121","0.00025093","B","gh/27156301","",""
"libnftnl","","git://git.netfilter.org/libnftnl","native","193733","0","269288","0.00024915","B","","",""
"uvwasi","nodejs/uvwasi","https://github.com/nodejs/uvwasi.git","native","0","234930","234930","0.00024899","B","gh/195472817","","mit"
"libdatrie","tlwg/libdatrie","https://github.com/tlwg/libdatrie.git","native","165991","27","230754","0.00024897","B","gh/57871086","","lgpl-2.1-or-later"
"cpio","","git://git.savannah.gnu.org/cpio.git","native","229930","4888","324490","0.00024766","B","","","gpl-3.0-or-later"
"xauth","","https://gitlab.freedesktop.org/xorg/app/xauth.git","native","221023","6857","314078","0.00024722","B","gl/freedesktop-486","","mit-open-group"
"iptables","","git://git.netfilter.org/iptables/","native","216656","0","301151","0.00024717","B","","",""
"uchardet","freedesktop/uchardet","https://github.com/freedesktop/uchardet.git","native","185869","34039","292396","0.00024638","B","","","mpl-1.1 or gpl-2.0-or-later or lgpl-2.1-or-later"
"libpcap","the-tcpdump-group/libpcap","https://github.com/the-tcpdump-group/libpcap.git","native","148043","24901","230680","0.00024422","B","gh/9435887","","bsd-3-clause"
"hostname","","https://salsa.debian.org/meskes/hostname.git","native","230111","0","319854","0.00024412","B","gl/debian-8611","",""
"logrotate","logrotate/logrotate","https://github.com/logrotate/logrotate.git","native","229888","0","319544","0.00024388","B","gh/33591844","",""
"console-setup","","https://salsa.debian.org/installer-team/console-setup.git","native","224099","0","311497","0.00024384","B","gl/debian-23419","",""
"mawk","thomasdickey/mawk-snapshots","https://github.com/thomasdickey/mawk-snapshots.git","override","229643","0","319203","0.00024362","B","gh/62791881","",""
"iputils","iputils/iputils","https://github.com/iputils/iputils.git","native","229537","0","319056","0.00024351","B","gh/18912197","",""
"dash-shell","","git://git.kernel.org/pub/scm/utils/dash/dash.git","native","229387","0","318847","0.00024335","B","","",""
"klibc","","git://git.kernel.org/pub/scm/libs/klibc/klibc.git","native","229162","0","318535","0.00024311","B","","",""
"edencommon","facebookexperimental/edencommon","https://github.com/facebookexperimental/edencommon.git","native","0","318274","318274","0.00024291","B","gh/416051323","","mit"
"less","gwsw/less","https://github.com/gwsw/less.git","override","228662","0","317840","0.00024258","B","gh/97259621","",""
"linux-base","","https://salsa.debian.org/kernel-team/linux-base.git","native","228622","0","317784","0.00024254","B","gl/debian-18671","",""
"libepoxy","anholt/libepoxy","https://github.com/anholt/libepoxy.git","native","133426","81254","266716","0.00024239","B","gh/13627795","","mit"
"bind","","https://gitlab.isc.org/isc-projects/bind9.git","native","217032","15549","317223","0.00024211","B","gl/isc-1","","mpl-2.0"
"kcoreaddons","","https://invent.kde.org/frameworks/kcoreaddons.git","native","42719","0","59379","0.00024186","B","gl/kde-2180","",""
"net-snmp","","git://git.code.sf.net/p/net-snmp/code","native","139221","68153","261670","0.00024179","B","","","mit-cmu and mit and bsd-3-clause"
"grub","erkanisik1/pisilinux2.4-grub2-themes","https://github.com/erkanisik1/pisilinux2.4-grub2-themes.git","native","227233","0","315853","0.00024107","B","gh/790435986","",""
"lapack","reference-lapack/lapack","https://github.com/reference-lapack/lapack.git","override","140426","0","195192","0.00024095","B","gh/57351353","",""
"apache","apache/httpd","https://github.com/apache/httpd.git","native","106258","131089","278787","0.00024092","B","gh/205423","",""
"libnetfilter-conntrack","","","","191619","0","266350","0.00024076","B","","",""
"man-db","","https://gitlab.com/cjwatson/man-db.git","native","217497","0","302320","0.00024075","B","gl/22757117","",""
"patch","","git://git.savannah.gnu.org/patch.git","native","162752","17917","244142","0.00023999","B","","",""
"ifupdown","","https://salsa.debian.org/debian/ifupdown.git","native","225715","0","313743","0.00023946","B","gl/debian-21383","",""
"xorg-server","","https://gitlab.freedesktop.org/xorg/xserver.git","native","110987","14615","168886","0.00023677","B","gl/freedesktop-371","","mit and apsl-2.0"
"nmap","nmap/nmap","https://github.com/nmap/nmap.git","native","48141","241190","308105","0.00023515","B","gh/3671479","","licenseref-homebrew-cannot-represent"
"libxinerama","","https://gitlab.freedesktop.org/xorg/lib/libxinerama.git","native","156864","21309","239349","0.00023514","B","gl/freedesktop-720","","mit"
"liblockfile","miquels/liblockfile","https://github.com/miquels/liblockfile.git","native","210447","0","292521","0.00023443","B","gh/74419163","",""
"lsof","lsof-org/lsof","https://github.com/lsof-org/lsof.git","native","217759","0","302685","0.00023383","B","gh/141953815","",""
"xcbeautify","cpisciotta/xcbeautify","https://github.com/cpisciotta/xcbeautify.git","native","0","306106","306106","0.00023363","B","gh/148183411","","mit"
"aws-c-common","awslabs/aws-c-common","https://github.com/awslabs/aws-c-common.git","native","0","38105","38105","0.00023135","B","gh/117142517","","apache-2.0"
"yarn","yarnpkg/yarn","https://github.com/yarnpkg/yarn.git","native","0","299921","299921","0.00022891","B","gh/49970642","","bsd-2-clause"
"dhcp","","https://gitlab.isc.org/isc-projects/dhcp.git","native","214832","0","298616","0.00022791","B","gl/isc-74","",""
"swiftlint","realm/swiftlint","https://github.com/realm/swiftlint.git","native","0","297354","297354","0.00022695","B","gh/35732214","","mit"
"libestr","rsyslog/libestr","https://github.com/rsyslog/libestr.git","native","163557","0","227344","0.00022587","B","gh/11508446","",""
"traceroute-for-linux","","","","212243","0","295017","0.00022516","B","","",""
"libsoup","","https://gitlab.gnome.org/gnome/libsoup.git","native","64064","74525","163573","0.00022463","B","gl/gnome-1630","","lgpl-2.0-or-later"
"libxxf86vm","","https://gitlab.freedesktop.org/xorg/lib/libxxf86vm.git","native","146991","13234","217551","0.00022395","B","gl/freedesktop-738","","mit"
"libproxy","libproxy/libproxy","https://github.com/libproxy/libproxy.git","native","127947","18715","196561","0.00022229","B","gh/34102912","","lgpl-2.1-or-later"
"discover-unclassified","","","","208818","0","290257","0.00022153","B","","",""
"libxcursor","","https://gitlab.freedesktop.org/xorg/lib/libxcursor.git","native","154746","17057","232153","0.00022147","B","gl/freedesktop-710","","mit"
"gstreamer:base","","https://gitlab.freedesktop.org/gstreamer/gst-plugins-base.git","native","120212","0","167094","0.00022122","B","gl/freedesktop-1352","",""
"netcat-unclassified","","https://salsa.debian.org/debian/netcat-openbsd.git","native","208311","0","289552","0.00022099","B","gl/debian-20760","",""
"cryptsetup","","https://gitlab.com/cryptsetup/cryptsetup.git","native","191360","0","265990","0.00021832","B","gl/195655","",""
"libxdamage","","https://salsa.debian.org/xorg-team/lib/libxdamage.git","native","158483","12061","232352","0.00021779","B","gl/debian-4312","","mit"
"libmicrohttpd","","git://git.gnunet.org/libmicrohttpd.git","native","0","177963","177963","0.00021777","B","","","lgpl-2.1-or-later"
"lm-sensors","hramrach/lm-sensors","https://github.com/hramrach/lm-sensors.git","native","151289","16968","227259","0.00021684","B","gh/735164340","","gpl-2.0-or-later or lgpl-2.1-or-later"
"libxkbcommon","xkbcommon/libxkbcommon","https://github.com/xkbcommon/libxkbcommon.git","native","134555","18147","205178","0.00021618","B","gh/9152006","","mit"
"libfastjson","rsyslog/libfastjson","https://github.com/rsyslog/libfastjson.git","native","153078","0","212778","0.00021476","B","gh/46425919","",""
"freeglut","freeglut/freeglut","https://github.com/freeglut/freeglut.git","native","8984","17176","29663","0.00021466","B","gh/9591436","","mit"
"hunspell","hunspell/hunspell","https://github.com/hunspell/hunspell.git","native","102504","109510","251990","0.00021339","B","gh/37258357","","mpl-1.1 or gpl-2.0-or-later or lgpl-2.1-or-later"
"usbutils","gregkh/usbutils","https://github.com/gregkh/usbutils.git","native","199870","0","277819","0.00021232","B","gh/185460","",""
"glib-networking","","https://gitlab.gnome.org/gnome/glib-networking.git","native","131932","80390","263775","0.00021194","B","gl/gnome-1905","","lgpl-2.1-or-later"
"sudo","","https://salsa.debian.org/sudo-team/sudo.git","native","193216","0","268570","0.00021081","B","gl/debian-22874","",""
"libxv","","https://gitlab.freedesktop.org/xorg/lib/libxv.git","native","140988","17242","213215","0.00021067","B","gl/freedesktop-733","","mit"
"libexif","libexif/libexif","https://github.com/libexif/libexif.git","native","121367","38317","207017","0.00021020","B","gh/112677643","","lgpl-2.1-or-later and lgpl-2.0-or-later"
"graphene","ebassi/graphene","https://github.com/ebassi/graphene.git","native","98973","39644","177216","0.00021012","B","gh/19352997","","mit"
"libgudev","","https://salsa.debian.org/gnome-team/libgudev.git","native","133326","0","185323","0.00020908","B","gl/debian-5306","",""
"jpeg","","","","0","272910","272910","0.00020829","B","","https://www.ijg.org/files/jpegsrc.v10.tar.gz","ijg"
"php:composer","composer/composer","https://github.com/composer/composer.git","native","0","272755","272755","0.00020817","B","gh/1864363","",""
"libxcomposite","","https://salsa.debian.org/xorg-team/lib/libxcomposite.git","native","154755","0","215109","0.00020637","B","gl/debian-4310","",""
"jack-audio-connection-kit","jackaudio/jack2","https://github.com/jackaudio/jack2.git","native","126499","10155","185988","0.00020599","B","gh/3337027","",""
"samba","","git://git.samba.org/samba.git","native","145183","14201","216005","0.00020592","B","","","gpl-3.0-or-later"
"gcc-defaults","","https://salsa.debian.org/toolchain-team/gcc-defaults.git","native","168988","0","234893","0.00020582","B","gl/debian-31250","",""
"aribb24","nkoriyama/aribb24","https://github.com/nkoriyama/aribb24.git","native","46866","188899","254042","0.00020560","B","gh/22804061","","lgpl-3.0-only"
"efivar","rhboot/efivar","https://github.com/rhboot/efivar.git","native","175495","0","243938","0.00020483","B","gh/5442598","",""
"kconfig","","https://invent.kde.org/frameworks/kconfig.git","native","41908","0","58252","0.00020462","B","gl/kde-2075","",""
"fstrm","farsightsec/fstrm","https://github.com/farsightsec/fstrm.git","native","184720","0","256760","0.00020455","B","gh/16086338","",""
"hdf5","hdfgroup/hdf5","https://github.com/hdfgroup/hdf5.git","native","7358","217962","228189","0.00020407","B","gh/258591100","","bsd-3-clause"
"libsigc++","libsigcplusplus/libsigcplusplus","https://github.com/libsigcplusplus/libsigcplusplus.git","native","123259","0","171330","0.00020302","B","gh/122759416","",""
"ki18n","","https://invent.kde.org/frameworks/ki18n.git","native","41723","0","57994","0.00019949","B","gl/kde-2347","",""
"serd","","https://salsa.debian.org/multimedia-team/serd.git","native","116286","0","161637","0.00019894","B","gl/debian-8191","",""
"gstreamer-orc","","git://cgit.freedesktop.org/gstreamer/orc","native","108565","69087","219992","0.00019854","B","","",""
"debian:libpcre3","","","","186771","0","259611","0.00019814","B","","",""
"libgit2","libgit2/libgit2","https://github.com/libgit2/libgit2.git","native","5438","203009","210567","0.00019806","B","gh/901662","","gpl-2.0-only with gcc-exception-2.0"
"hiredis","redis/hiredis","https://github.com/redis/hiredis.git","native","1729","90297","92700","0.00019740","B","gh/673267","","bsd-3-clause"
"libmaxminddb","maxmind/libmaxminddb","https://github.com/maxmind/libmaxminddb.git","native","148420","35386","241689","0.00019652","B","gh/8882852","","apache-2.0"
"inetutils","","git://git.hadrons.org/cgit/debian/pkgs/inetutils.git","native","170441","19724","256636","0.00019587","B","","","gpl-3.0-or-later"
"rsync","","https://salsa.debian.org/debian/rsync.git","native","128137","77761","255871","0.00019529","B","gl/debian-32881","","gpl-3.0-or-later"
"vulkan-loader","khronosgroup/vulkan-loader","https://github.com/khronosgroup/vulkan-loader.git","native","117647","30404","193933","0.00019402","B","gh/132043422","","apache-2.0"
"libxkbfile","","https://salsa.debian.org/xorg-team/lib/libxkbfile.git","native","124590","6219","179399","0.00019341","B","gl/debian-4320","","mit"
"glu","","https://gitlab.freedesktop.org/mesa/glu.git","native","113765","12346","170479","0.00019303","B","gl/freedesktop-146","",""
"libimagequant","imageoptim/libimagequant","https://github.com/imageoptim/libimagequant.git","native","71649","90806","190398","0.00019085","B","gh/72796114","","gpl-3.0-or-later and hpnd"
"gsettings-desktop-schemas","","https://salsa.debian.org/gnome-team/gsettings-desktop-schemas.git","native","0","158379","158379","0.00018578","B","gl/debian-5492","","lgpl-2.1-or-later"
"nftables","","https://salsa.debian.org/pkg-netfilter-team/pkg-nftables.git","native","137467","0","191079","0.00018331","B","gl/debian-512","",""
"telnet-apple","apple-oss-distributions/remote_cmds","https://github.com/apple-oss-distributions/remote_cmds.git","native","0","239214","239214","0.00018257","B","gh/413590719","",""
"libcanberra","","https://salsa.debian.org/gnome-team/libcanberra.git","native","110512","0","153611","0.00018073","B","gl/debian-5376","",""
"libvdpau","","https://salsa.debian.org/nvidia-team/libvdpau.git","native","126526","0","175871","0.00018013","B","gl/debian-20928","",""
"rsyslog","","https://salsa.debian.org/debian/rsyslog.git","native","168750","0","234562","0.00017902","B","gl/debian-6035","",""
"pcsc-lite","","https://salsa.debian.org/debian/pcsc-lite.git","native","141750","0","197032","0.00017873","B","gl/debian-19181","",""
"xcb-util","","https://salsa.debian.org/xorg-team/lib/xcb-util.git","native","87499","6058","127681","0.00017820","B","gl/debian-4341","","mit"
"nginx","nginx/nginx","https://github.com/nginx/nginx.git","native","22295","199519","230509","0.00017780","B","gh/37912398","","bsd-2-clause"
"onetbb","uxlfoundation/onetbb","https://github.com/uxlfoundation/onetbb.git","native","15996","185349","207583","0.00017747","B","gh/67641996","",""
"7zip","ip7z/7zip","https://github.com/ip7z/7zip.git","native","0","36490","36490","0.00017663","B","gh/466446150","",""
"libxshmfence","","https://gitlab.freedesktop.org/xorg/lib/libxshmfence.git","native","144428","0","200754","0.00017642","B","gl/freedesktop-748","",""
"libverto","latchset/libverto","https://github.com/latchset/libverto.git","native","751","0","1043","0.00017573","B","gh/69289169","",""
"libaio","","https://pagure.io/libaio","native","101275","0","140772","0.00017567","B","","",""
"subversion","","https://salsa.debian.org/jamessan/subversion.git","native","22235","113830","144736","0.00017562","B","gl/debian-9721","","apache-2.0"
"libsecret","","https://salsa.debian.org/gnome-team/libsecret.git","native","120608","23123","190768","0.00017505","B","gl/debian-5314","","lgpl-2.1-or-later"
"libva","intel/libva","https://github.com/intel/libva.git","native","116444","12230","174087","0.00017467","B","gh/16745233","","mit"
"debian:libsepol1","","","","164031","0","228003","0.00017402","B","","",""
"gts-triangulated-surface","","","","46020","143973","207940","0.00017180","B","","",""
"p7zip","p7zip-project/p7zip","https://github.com/p7zip-project/p7zip.git","native","99089","85932","223665","0.00017071","B","gh/256698986","","lgpl-2.1-or-later and gpl-2.0-or-later"
"sord","","https://salsa.debian.org/multimedia-team/sord.git","native","116280","0","161629","0.00017000","B","gl/debian-8211","",""
"ijs","","https://salsa.debian.org/printing-team/ijs.git","native","137845","0","191604","0.00016986","B","gl/debian-11203","",""
"htop","htop-dev/htop","https://github.com/htop-dev/htop.git","native","0","220868","220868","0.00016857","B","gh/288082909","","gpl-2.0-or-later"
"liblognorm","","https://salsa.debian.org/debian/liblognorm.git","native","153054","0","212745","0.00016729","B","gl/debian-70912","",""
"libslirp","","https://gitlab.freedesktop.org/slirp/libslirp.git","native","37654","153871","206210","0.00016679","B","gl/freedesktop-2767","","bsd-3-clause"
"libfontenc","","https://salsa.debian.org/xorg-team/lib/libfontenc.git","native","139671","5838","199980","0.00016607","B","gl/debian-4297","","mit"
"colord","","https://salsa.debian.org/debian/colord.git","native","132668","0","184408","0.00016475","B","gl/debian-30197","",""
"yajl","lloyd/yajl","https://github.com/lloyd/yajl.git","native","117782","22420","186136","0.00016475","B","gh/89912","","isc"
"ocl-icd","ocl-dev/ocl-icd","https://github.com/ocl-dev/ocl-icd.git","native","104256","0","144915","0.00016449","B","gh/46561831","",""
"libaec","","https://gitlab.dkrz.de/k202009/libaec.git","native","30606","126655","169197","0.00016427","B","gl/dkrz-117","","bsd-2-clause"
"libevdev","","https://salsa.debian.org/debian/libevdev.git","native","114790","0","159558","0.00016413","B","gl/debian-25572","",""
"libxss","","https://salsa.debian.org/xorg-team/lib/libxss.git","native","130917","0","181974","0.00016351","B","gl/debian-4331","",""
"pipx","pypa/pipx","https://github.com/pypa/pipx.git","native","0","211504","211504","0.00016142","B","gh/151871286","","mit"
"debian:libldap-2.4-2","","","","151473","0","210547","0.00016069","B","","",""
"sdl12-compat","libsdl-org/sdl12-compat","https://github.com/libsdl-org/sdl12-compat.git","native","72353","15111","115681","0.00016045","B","gh/331518551","","zlib and mit-0"
"erlang","erlang/otp","https://github.com/erlang/otp.git","native","0","141272","141272","0.00016040","B","gh/374927","","apache-2.0"
"libcdio","","https://salsa.debian.org/debian/libcdio.git","native","75723","0","105254","0.00016017","B","gl/debian-48945","",""
"raptor-rdf","dajobe/raptor","https://github.com/dajobe/raptor.git","native","105862","0","147148","0.00015997","B","gh/838288","",""
"libnotify","","https://salsa.debian.org/gnome-team/libnotify.git","native","115579","0","160654","0.00015937","B","gl/debian-5309","",""
"xcb-util-keysyms","","https://salsa.debian.org/xorg-team/lib/xcb-util-keysyms.git","native","105286","5337","151684","0.00015887","B","gl/debian-4343","","x11"
"docker-completion","docker/cli","https://github.com/docker/cli.git","native","0","206721","206721","0.00015777","B","gh/88013053","","apache-2.0"
"dnsmasq","","git://thekelleys.org.uk/dnsmasq.git","native","112099","50801","206618","0.00015770","B","","","gpl-2.0-only or gpl-3.0-only"
"debian:libssl1.1","","","","148298","0","206134","0.00015733","B","","",""
"libshout","","https://salsa.debian.org/multimedia-team/libshout.git","native","117465","31502","194778","0.00015673","B","gl/debian-8086","","lgpl-2.0-or-later"
"docutils","","","","0","204737","204737","0.00015626","B","","","licenseref-homebrew-public-domain and bsd-2-clause and gpl-3.0-or-later and python-2.0"
"sdl2","libsdl-org/sdl","https://github.com/libsdl-org/sdl.git","native","103367","0","143680","0.00015623","B","gh/330008801","",""
"zsh","","https://salsa.debian.org/debian/zsh.git","native","16762","180487","203786","0.00015553","B","gl/debian-20758","","mit-modern-variant and gpl-2.0-only and gpl-2.0-or-later and isc"
"flite","","https://salsa.debian.org/a11y-team/flite.git","native","121868","0","169396","0.00015460","B","gl/debian-6378","",""
"speexdsp","","https://salsa.debian.org/multimedia-team/speexdsp.git","native","107619","20193","169783","0.00015426","B","gl/debian-69063","","bsd-3-clause"
"gsm","","","","131671","0","183022","0.00015357","B","","",""
"pmix","openpmix/openpmix","https://github.com/openpmix/openpmix.git","native","11823","156405","172838","0.00015352","B","gh/44704948","","bsd-3-clause-open-mpi"
"gnu-bc","nlitsme/gnubc","https://github.com/nlitsme/gnubc.git","native","131418","0","182671","0.00015323","B","gh/236091298","",""
"djvulibre","","https://salsa.debian.org/debian/djvulibre.git","native","121821","0","169331","0.00015263","B","gl/debian-19427","",""
"norm","","https://salsa.debian.org/debian/norm.git","native","99833","0","138767","0.00015176","B","gl/debian-44000","",""
"wxwidgets","wxwidgets/wxwidgets","https://github.com/wxwidgets/wxwidgets.git","native","11402","117507","133355","0.00015121","B","gh/1764646","","lgpl-2.0-or-later with wxwindows-exception-3.1"
"kwidgetsaddons","","https://invent.kde.org/frameworks/kwidgetsaddons.git","native","42490","0","59061","0.00015110","B","gl/kde-2657","",""
"liblinear","","https://salsa.debian.org/science-team/liblinear.git","native","28599","144025","183777","0.00015079","B","gl/debian-3413","","bsd-3-clause"
"twolame","","https://salsa.debian.org/multimedia-team/twolame.git","native","126599","0","175972","0.00015049","B","gl/debian-8241","",""
"faad2","knik0/faad2","https://github.com/knik0/faad2.git","native","110797","34580","188587","0.00015033","B","gh/98278290","","gpl-2.0-or-later"
"libmng","","","","69020","89572","185509","0.00015029","B","","","zlib"
"vte","","https://salsa.debian.org/gnome-team/vte.git","native","105568","33290","180029","0.00015008","B","gl/debian-5465","",""
"libcaca","","https://salsa.debian.org/multimedia-team/libcaca.git","native","127564","0","177313","0.00014996","B","gl/debian-70844","",""
"libplist","libimobiledevice/libplist","https://github.com/libimobiledevice/libplist.git","native","14427","39268","59321","0.00014944","B","gh/8180632","","lgpl-2.1-or-later"
"luv","luvit/luv","https://github.com/luvit/luv.git","native","0","153045","153045","0.00014927","B","gh/6127999","","apache-2.0"
"wavpack","dbry/wavpack","https://github.com/dbry/wavpack.git","native","129112","9771","189236","0.00014890","B","gh/13080908","","bsd-3-clause"
"libasyncns","","git://git.ortolo.eu/pkg-libasyncns.git","native","134152","0","186471","0.00014884","B","","",""
"game-music-emu","libgme/game-music-emu","https://github.com/libgme/game-music-emu.git","native","124181","5862","178473","0.00014855","B","gh/697025363","","lgpl-2.1-or-later and gpl-2.0-or-later"
"debian:libidn11","","","","139989","0","194584","0.00014851","B","","",""
"libdaemon","","https://salsa.debian.org/utopia-team/libdaemon.git","native","124417","0","172939","0.00014842","B","gl/debian-8526","",""
"xapian-core","","https://salsa.debian.org/olly/xapian-core.git","native","128962","0","179257","0.00014747","B","gl/debian-27151","",""
"gawk","","git://git.savannah.gnu.org/gawk.git","native","84634","75556","193197","0.00014745","B","","","gpl-3.0-or-later"
"libwpd","","","","101586","0","141204","0.00014723","B","","",""
"jsoncpp","open-source-parsers/jsoncpp","https://github.com/open-source-parsers/jsoncpp.git","native","5612","87412","95212","0.00014702","B","gh/21530861","","mit"
"libiec61883","","https://salsa.debian.org/debian/libiec61883.git","native","123024","0","171003","0.00014664","B","gl/debian-32268","",""
"libavc1394","","https://salsa.debian.org/multimedia-team/libavc1394.git","native","123478","0","171634","0.00014563","B","gl/debian-8046","",""
"duktape","svaarala/duktape","https://github.com/svaarala/duktape.git","native","74478","2971","106495","0.00014549","B","gh/15852088","","mit"
"libxxf86dga","","https://salsa.debian.org/xorg-team/lib/libxxf86dga.git","native","131425","0","182680","0.00014537","B","gl/debian-4336","",""
"openal-soft","kcat/openal-soft","https://github.com/kcat/openal-soft.git","native","117067","0","162723","0.00014523","B","gh/23277337","",""
"gcr","","https://salsa.debian.org/gnome-team/gcr.git","native","104803","0","145676","0.00014519","B","gl/debian-5381","",""
"simdjson","simdjson/simdjson","https://github.com/simdjson/simdjson.git","native","0","93378","93378","0.00014512","B","gh/126412363","","apache-2.0"
"docbook","","https://codeberg.org/docbook/docbook.git","native","0","81968","81968","0.00014497","B","","","licenseref-homebrew-cannot-represent"
"tidy","htacg/tidy-html5","https://github.com/htacg/tidy-html5.git","native","0","155182","155182","0.00014460","B","gh/2793788","",""
"ntfs-3g","tuxera/ntfs-3g","https://github.com/tuxera/ntfs-3g.git","native","117515","0","163345","0.00014422","B","gh/343714504","",""
"libdvdread","","https://salsa.debian.org/multimedia-team/libdvdread.git","native","72197","1723","102076","0.00014331","B","gl/debian-8058","","gpl-2.0-or-later"
"shine","toots/shine","https://github.com/toots/shine.git","native","124015","0","172380","0.00014327","B","gh/5116893","",""
"debian:libapt-pkg6.0","","","","134866","0","187463","0.00014308","B","","",""
"zip","kuba--/zip","https://github.com/kuba--/zip.git","native","90071","61097","186295","0.00014282","B","gh/32760969","","info-zip"
"ccache","ccache/ccache","https://github.com/ccache/ccache.git","native","0","185909","185909","0.00014189","B","gh/461102","","gpl-3.0-or-later"
"chromaprint","","https://salsa.debian.org/multimedia-team/chromaprint.git","native","121115","0","168349","0.00014144","B","gl/debian-7903","",""
"libopenmpt","","https://salsa.debian.org/multimedia-team/libopenmpt.git","native","106230","0","147659","0.00014137","B","gl/debian-8077","",""
"musepack","tatsuz/musepack","https://github.com/tatsuz/musepack.git","native","109731","24244","176770","0.00014131","B","gh/219628975","","bsd-3-clause and lgpl-2.1-or-later and gpl-2.0-or-later and zlib"
"libutempter","","git://git.altlinux.org/people/ldv/packages/?p=libutempter.git","native","127085","0","176648","0.00014102","B","","",""
"sratom","","https://salsa.debian.org/multimedia-team/sratom.git","native","116278","0","161626","0.00014018","B","gl/debian-8218","",""
"bluez","bluez/bluez","https://github.com/bluez/bluez.git","native","113668","0","157998","0.00013981","B","gh/219718895","",""
"debian:x11-utils","","","","131056","0","182167","0.00013962","B","","",""
"simdutf","simdutf/simdutf","https://github.com/simdutf/simdutf.git","native","0","8524","8524","0.00013958","B","gh/335799265","","apache-2.0 or mit"
"assimp","assimp/assimp","https://github.com/assimp/assimp.git","native","2928","166746","170815","0.00013907","B","gh/648332","","bsd-3-clause and cc-pddc and mit and bsl-1.0 and unlicense and zlib"
"xcb-util-renderutil","","https://salsa.debian.org/xorg-team/lib/xcb-util-renderutil.git","native","105308","5458","151836","0.00013865","B","gl/debian-4344","","x11 and hpnd-sell-variant"
"libbs2b","","https://salsa.debian.org/debian/libbs2b.git","native","118950","0","165340","0.00013853","B","gl/debian-68284","",""
"lilv","","https://salsa.debian.org/multimedia-team/lilv.git","native","116278","0","161626","0.00013835","B","gl/debian-8097","",""
"parted","","https://salsa.debian.org/parted-team/parted.git","native","130199","0","180976","0.00013812","B","gl/debian-9449","",""
"xcb-util-image","","https://salsa.debian.org/xorg-team/lib/xcb-util-image.git","native","104635","5620","151062","0.00013805","B","gl/debian-4342","","x11"
"libsigsegv","","https://salsa.debian.org/common-lisp-team/libsigsegv.git","native","105208","6669","152908","0.00013803","B","gl/debian-9457","","gpl-2.0-or-later"
"perl:file-fcntllock","","","","128117","0","178082","0.00013797","B","","",""
"liblangtag","","https://bitbucket.org/tagoh/liblangtag.git","native","101519","0","141111","0.00013703","B","","",""
"x11-xserver-utils","","https://salsa.debian.org/xorg-team/app/x11-xserver-utils.git","native","121302","0","168609","0.00013679","B","gl/debian-4213","",""
"md4c","mity/md4c","https://github.com/mity/md4c.git","native","62393","80766","167492","0.00013654","B","gh/69898189","","mit"
"mysql-defaults","","https://salsa.debian.org/mariadb-team/mysql.git","native","128510","0","178628","0.00013633","B","gl/debian-17882","",""
"libdnet","ofalk/libdnet","https://github.com/ofalk/libdnet.git","native","9927","0","13798","0.00013559","B","gh/37396564","",""
"emacs","","https://salsa.debian.org/rlb/deb-emacs.git","native","0","153100","153100","0.00013525","B","gl/debian-6493","","gpl-3.0-or-later"
"xmlsec","lsh123/xmlsec","https://github.com/lsh123/xmlsec.git","native","96838","38223","172827","0.00013520","B","gh/50599822","",""
"snowballstemmer","snowballstem/snowball","https://github.com/snowballstem/snowball.git","override","117041","0","162686","0.00013447","B","gh/8372403","",""
"mhash","","https://salsa.debian.org/debian/mhash.git","native","105718","0","146948","0.00013436","B","gl/debian-19334","",""
"libdvdnav","","https://salsa.debian.org/multimedia-team/libdvdnav.git","native","113569","1189","159049","0.00013435","B","gl/debian-8057","","gpl-2.0-or-later"
"sane-backends","","git://git.jff.email/cgit/sane-backends.git","native","113178","18368","175685","0.00013409","B","","","gpl-2.0-or-later"
