repo,repo_id,depsdev_scorecard_overall,depsdev_scorecard_date,depsdev_dependent_count,depsdev_license,depsdev_open_issues,bestpractices_badge_id,bestpractices_tiered_percentage,fetched_at
micromatch/to-regex-range,40355891,3,2026-04-20,294991,MIT,9,,,2026-05-03T17:07:19+00:00
microsoft/tslib,34414315,7,2026-04-20,1452364,non-standard,60,,,2026-05-03T17:07:19+00:00
microsoft/typescript,20929025,7.9,2026-04-20,4424,Apache-2.0,5036,,,2026-05-03T17:07:19+00:00
microsoft/windows-rs,208102250,5.4,2026-04-20,223540,Apache-2.0,42,,,2026-05-03T17:07:42+00:00
minimistjs/minimist,549230701,5.3,2026-04-20,578963,MIT,14,,,2026-05-03T17:07:19+00:00
mitsuhiko/insta,165561258,4,2026-04-20,13,Apache-2.0,75,,,2026-05-03T17:07:20+00:00
mlocati/gettext-iconv-windows,12751919,,,,,,,,2026-05-03T17:07:20+00:00
mm2/little-cms,507969,6.4,2026-04-20,,MIT,10,,,2026-05-03T17:07:20+00:00
moment/moment,1424470,3.1,2026-04-20,173549,MIT,296,,,2026-05-03T17:07:21+00:00
more-itertools/more-itertools,4144530,5,2026-04-20,18879,MIT,8,,,2026-05-03T17:07:21+00:00
motdotla/dotenv,11205780,4.4,2026-04-20,18626,non-standard,2,,,2026-05-03T17:07:21+00:00
moxystudio/node-cross-spawn,21335844,3.2,2026-04-20,303406,MIT,32,,,2026-05-03T17:07:37+00:00
mozilla/source-map,2014930,4.2,2026-04-20,99143,non-standard,65,,,2026-05-03T17:07:38+00:00
mrabarnett/mrab-regex,309446978,4.9,2026-04-20,29140,non-standard,77,,,2026-05-03T17:07:38+00:00
mrmlnc/fast-glob,77467076,3.2,2026-04-20,169714,MIT,41,,,2026-05-03T17:07:38+00:00
msgpack/msgpack-python,2242705,5,2026-04-20,14482,non-standard,10,,,2026-05-03T17:07:39+00:00
mvdnes/spin-rs,21686666,5.5,2026-04-20,309,MIT,11,,,2026-05-03T17:07:38+00:00
mysticatea/abort-controller,105228556,2.1,2026-04-20,119972,MIT,24,,,2026-05-03T17:07:39+00:00
mysticatea/event-target-shim,31137469,3,2026-04-20,927,MIT,29,,,2026-05-03T17:07:40+00:00
nghttp2/nghttp2,11452676,6.3,2026-04-20,,non-standard,48,in_progress,96,2026-05-03T17:07:39+00:00
nicolo-ribaudo/babel-preset-current-node-syntax,253327079,2.9,2026-04-20,63533,MIT,2,,,2026-05-03T17:07:41+00:00
nlnetlabs/unbound,94195301,5.8,2026-04-20,,BSD-3-Clause,358,,,2026-05-03T17:07:40+00:00
node-fetch/fetch-blob,186960326,3.3,2026-04-20,80,MIT,8,,,2026-05-03T17:07:41+00:00
node-fetch/node-fetch,29849956,4.9,2026-04-20,37966,MIT,241,,,2026-05-03T17:07:42+00:00
nodeca/argparse,4325614,3.2,2026-04-20,171345,non-standard,9,,,2026-05-03T17:07:42+00:00
nodeca/js-yaml,2504175,3.9,2026-04-20,146297,MIT,71,,,2026-05-03T17:07:43+00:00
nodeca/pako,16231859,4.9,2026-04-20,17361,MIT,28,,,2026-05-03T17:07:43+00:00
nodejs/readable-stream,5187096,5,2026-04-20,47655,non-standard,17,,,2026-05-03T17:07:43+00:00
nodejs/string_decoder,95052330,3.4,2026-04-20,358363,non-standard,7,,,2026-05-03T17:07:43+00:00
nodejs/undici,133092972,7.9,2026-04-20,725,MIT,342,,,2026-05-03T17:07:44+00:00
nodelib/nodelib,129310478,3.1,2026-04-20,183,MIT,7,,,2026-05-03T17:07:44+00:00
npm/abbrev-js,554893,,,4687,non-standard,0,,,2026-05-03T17:07:44+00:00
npm/cacache,193812470,6.2,2026-04-20,3705,non-standard,9,,,2026-05-03T17:07:44+00:00
npm/fs-minipass,102982143,4.7,2026-04-20,32679,non-standard,3,,,2026-05-03T17:07:45+00:00
npm/hosted-git-info,25002984,5.7,2026-04-20,6217,non-standard,7,,,2026-05-03T17:07:45+00:00
npm/inflight,19442260,2.9,2026-04-20,556698,,0,,,2026-05-03T17:07:45+00:00
npm/ini,2167680,5.5,2026-04-20,12055,non-standard,18,,,2026-05-03T17:07:46+00:00
npm/json-parse-even-better-errors,211384370,5.7,2026-04-20,3380,non-standard,1,,,2026-05-03T17:07:46+00:00
npm/mute-stream,5159166,5.6,2026-04-20,6031,non-standard,0,,,2026-05-03T17:07:46+00:00
npm/node-semver,1357199,6,2026-04-20,388525,non-standard,44,,,2026-05-03T17:07:46+00:00
npm/node-which,2169708,5.7,2026-04-20,6358,non-standard,8,,,2026-05-03T17:07:47+00:00
npm/nopt,1544436,5.5,2026-04-20,4626,non-standard,12,,,2026-05-03T17:07:47+00:00
npm/normalize-package-data,9301720,5.6,2026-04-20,1709,non-standard,18,,,2026-05-03T17:07:48+00:00
npm/ssri,193817839,5.3,2026-04-20,3973,non-standard,1,,,2026-05-03T17:07:47+00:00
npm/unique-slug,35246620,5.6,2026-04-20,263,non-standard,1,,,2026-05-03T17:07:47+00:00
npm/wrappy,24208073,3.7,2026-04-20,803442,non-standard,6,,,2026-05-03T17:07:49+00:00
npm/write-file-atomic,23896209,6.1,2026-04-20,2741,non-standard,14,,,2026-05-03T17:07:48+00:00
numpy/numpy,908607,7.4,2026-04-20,142967,non-standard,2368,,,2026-05-03T17:07:50+00:00
nv/cssom,1025209,2.1,2026-04-20,6757,MIT,25,,,2026-05-03T17:07:49+00:00
nvzqz/static-assertions-rs,100129252,2.8,2026-04-20,7785,Apache-2.0,36,,,2026-05-03T17:07:50+00:00
oauthlib/oauthlib,2811323,8.2,2026-04-20,12422,BSD-3-Clause,104,,,2026-05-03T17:07:49+00:00
octokit/openapi-types.ts,304109193,6.4,2026-04-20,2091,MIT,12,,,2026-05-03T17:07:50+00:00
octokit/types.ts,216109757,6.1,2026-04-20,2089,MIT,20,,,2026-05-03T17:07:51+00:00
oozcitak/xmlbuilder-js,1042809,2,2026-04-20,15765,MIT,7,,,2026-05-03T17:07:51+00:00
open-telemetry/opentelemetry-js,185901023,7.4,2026-04-20,62009,Apache-2.0,242,,,2026-05-03T17:08:06+00:00
open-telemetry/opentelemetry-js-contrib,255986659,8,2026-04-20,8648,Apache-2.0,240,,,2026-05-03T17:08:05+00:00
open-telemetry/opentelemetry-python,185478926,7.6,2026-04-20,41889,Apache-2.0,443,passing,107,2026-05-03T17:08:00+00:00
openssl/openssl,7634677,6.3,2026-04-20,,Apache-2.0,1608,passing,105,2026-05-03T17:07:51+00:00
opensuse/ca-certificates,10785433,,,,,,,,2026-05-03T17:07:51+00:00
p11-glue/p11-kit,12060420,,,,non-standard,77,passing,113,2026-05-03T17:07:52+00:00
pallets/click,19103692,6.9,2026-04-20,118190,BSD-3-Clause,137,,,2026-05-03T17:07:52+00:00
pallets/flask,596892,7.1,2026-04-20,11673,BSD-3-Clause,3,,,2026-05-03T17:08:00+00:00
pallets/itsdangerous,1945034,5.5,2026-04-20,19075,BSD-3-Clause,1,,,2026-05-03T17:08:01+00:00
pallets/jinja,994551,5.6,2026-04-20,61375,BSD-3-Clause,97,,,2026-05-03T17:08:01+00:00
pallets/markupsafe,734244,5.6,2026-04-20,68874,BSD-3-Clause,12,,,2026-05-03T17:08:01+00:00
pallets/werkzeug,997338,6,2026-04-20,17905,BSD-3-Clause,3,,,2026-05-03T17:08:02+00:00
pandas-dev/pandas,858127,6.8,2026-04-20,67877,BSD-3-Clause,3418,,,2026-05-03T17:08:02+00:00
paramiko/paramiko,119609,4.2,2026-04-20,3369,LGPL-2.1,1159,,,2026-05-03T17:08:02+00:00
paulmillr/chokidar,4090287,4.2,2026-04-20,31752,MIT,38,,,2026-05-03T17:08:02+00:00
paulmillr/readdirp,4494405,3.4,2026-04-20,31853,MIT,2,,,2026-05-03T17:08:03+00:00
pcre2project/pcre2,398251321,8.4,2026-04-20,,non-standard,50,,,2026-05-03T17:08:03+00:00
pest-parser/pest,56964647,5.9,2026-04-20,15646,Apache-2.0,70,,,2026-05-03T17:08:04+00:00
peternator7/strum,80964373,4.6,2026-04-20,196,MIT,65,,,2026-05-03T17:08:05+00:00
petkaantonov/bluebird,12670444,2,2026-04-20,176032,MIT,128,,,2026-05-03T17:08:04+00:00
pexpect/ptyprocess,24727748,3.4,2026-04-20,18275,non-standard,20,,,2026-05-03T17:08:03+00:00
pillarjs/encodeurl,60721766,5.4,2026-04-20,271897,MIT,10,,,2026-05-03T17:08:04+00:00
pillarjs/finalhandler,20547377,6.9,2026-04-20,63477,MIT,13,,,2026-05-03T17:08:05+00:00
pillarjs/iconv-lite,2743221,,,177672,MIT,52,,,2026-05-03T17:08:05+00:00
pillarjs/parseurl,17533192,5.3,2026-04-20,314670,MIT,13,,,2026-05-03T17:08:06+00:00
pillarjs/path-to-regexp,5265803,7,2026-04-20,67580,MIT,8,,,2026-05-03T17:08:06+00:00
pillarjs/send,4879977,6.8,2026-04-20,65900,MIT,23,,,2026-05-03T17:08:06+00:00
pkgconf/pkgconf,4180110,4.7,2026-04-20,,non-standard,8,,,2026-05-03T17:08:07+00:00
postcss/postcss,13078968,6,2026-04-20,206012,MIT,28,,,2026-05-03T17:08:07+00:00
postcss/postcss-selector-parser,36500102,3.6,2026-04-20,63413,MIT,37,,,2026-05-03T17:08:15+00:00
prettier/prettier,75104123,6.8,2026-04-20,13097,MIT,1475,,,2026-05-03T17:08:16+00:00
primus/eventemitter3,13100677,2.9,2026-04-20,64842,MIT,21,,,2026-05-03T17:08:16+00:00
proptest-rs/proptest,94702898,,,2270,Apache-2.0,139,,,2026-05-03T17:08:17+00:00
psf/requests,1362490,8,2026-04-20,162573,Apache-2.0,228,,,2026-05-03T17:08:16+00:00
psycopg/psycopg2,7730829,4.6,2026-04-20,6139,non-standard,24,,,2026-05-03T17:08:17+00:00
pvorb/node-clone,2317381,3.3,2026-04-20,73483,MIT,29,,,2026-05-03T17:08:18+00:00
py4j/py4j,1045976,3.1,2026-04-20,1198,non-standard,186,passing,107,2026-05-03T17:08:17+00:00
pyasn1/pyasn1,512723255,6.5,2026-04-20,20665,non-standard,28,,,2026-05-03T17:08:18+00:00
pyasn1/pyasn1-modules,512723354,,,16971,non-standard,5,,,2026-05-03T17:08:19+00:00
pyca/bcrypt,9993757,5.9,2026-04-20,7918,Apache-2.0,9,,,2026-05-03T17:08:18+00:00
pyca/cryptography,11939484,8.5,2026-04-20,61408,non-standard,48,,,2026-05-03T17:08:19+00:00
pyca/pynacl,8350032,7.5,2026-04-20,7654,Apache-2.0,54,,,2026-05-03T17:08:19+00:00
pyca/pyopenssl,15778059,5.9,2026-04-20,4508,Apache-2.0,89,,,2026-05-03T17:08:20+00:00
pydantic/pydantic,90194616,6.7,2026-04-20,89080,MIT,559,,,2026-05-03T17:08:19+00:00
pydantic/typing-inspection,930576948,,,92799,MIT,6,,,2026-05-03T17:08:20+00:00
pygments/pygments,205564111,6.1,2026-04-20,102834,non-standard,604,,,2026-05-03T17:08:20+00:00
pypa/distlib,436970140,,,3767,non-standard,19,,,2026-05-03T17:08:20+00:00
pypa/packaging,19837758,8.8,2026-04-20,138534,non-standard,95,,,2026-05-03T17:08:21+00:00
pypa/pip,1446467,6.9,2026-04-20,4356,MIT,1052,in_progress,84,2026-05-03T17:08:21+00:00
pypa/setuptools,54980593,4.7,2026-04-20,43884,MIT,643,,,2026-05-03T17:08:21+00:00
pypa/virtualenv,1446474,5.9,2026-04-20,3023,MIT,2,,,2026-05-03T17:08:22+00:00
pypa/wheel,98346885,5.4,2026-04-20,8119,MIT,9,,,2026-05-03T17:08:22+00:00
pyparsing/pyparsing,91262163,6.2,2026-04-20,65489,MIT,38,,,2026-05-03T17:08:22+00:00
pytest-dev/iniconfig,66012563,,,17963,MIT,0,,,2026-05-03T17:08:22+00:00
pytest-dev/pluggy,34739117,6,2026-04-20,21584,MIT,60,,,2026-05-03T17:08:30+00:00
pytest-dev/pytest,37489525,6,2026-04-20,14096,MIT,998,,,2026-05-03T17:08:30+00:00
python-attrs/attrs,29918975,9.1,2026-04-20,92932,MIT,139,passing,113,2026-05-03T17:08:30+00:00
python-cffi/cffi,696427398,5.2,2026-04-20,82847,non-standard,45,,,2026-05-03T17:08:31+00:00
python-greenlet/greenlet,3003137,4.8,2026-04-20,26791,non-standard,21,,,2026-05-03T17:08:31+00:00
python-hyper/brotlicffi,43543393,5.4,2026-04-20,47,MIT,13,,,2026-05-03T17:08:31+00:00
python-hyper/h11,57372073,4.4,2026-04-20,90269,MIT,37,,,2026-05-03T17:08:32+00:00
python-jsonschema/jsonschema,3072629,7.6,2026-04-20,44728,MIT,52,,,2026-05-03T17:08:32+00:00
python-jsonschema/referencing,569027868,6.7,2026-04-20,46337,MIT,17,,,2026-05-03T17:08:32+00:00
python-poetry/poetry-core,238972646,5.8,2026-04-20,,MIT,22,,,2026-05-03T17:08:32+00:00
python-poetry/tomlkit,140365570,,,6382,MIT,38,,,2026-05-03T17:08:33+00:00
python-trio/sniffio,142657210,4.5,2026-04-20,32648,non-standard,12,,,2026-05-03T17:08:33+00:00
python/importlib_metadata,306448340,5.7,2026-04-20,44301,,12,,,2026-05-03T17:08:33+00:00
python/importlib_resources,306147182,5.2,2026-04-20,14062,,7,,,2026-05-03T17:08:33+00:00
python/mypy,7053637,6.9,2026-04-20,1427,non-standard,3138,,,2026-05-03T17:08:34+00:00
python/typeshed,31696383,5.7,2026-04-20,3194,non-standard,363,,,2026-05-03T17:08:35+00:00
python/typing,24604008,7.2,2026-04-20,1467,non-standard,224,,,2026-05-03T17:08:35+00:00
python/tzdata,242158882,5.4,2026-04-20,28373,non-standard,7,,,2026-05-03T17:08:34+00:00
qix-/color-convert,1874305,3.3,2026-04-20,51001,MIT,18,,,2026-05-03T17:08:34+00:00
qix-/node-error-ex,41388258,2.1,2026-04-20,305869,MIT,2,,,2026-05-03T17:08:35+00:00
qix-/node-is-arrayish,41376759,2.1,2026-04-20,73192,MIT,0,,,2026-05-03T17:08:36+00:00
qt/qt5,9880318,3,2026-04-20,,,1,,,2026-05-03T17:08:36+00:00
radix-ui/primitives,273499522,3.2,2026-04-20,864506,MIT,801,,,2026-05-03T17:09:01+00:00
raszi/node-tmp,2313213,3.5,2026-04-20,31554,MIT,11,,,2026-05-03T17:08:36+00:00
raynos/for-each,6006855,3.4,2026-04-20,349479,MIT,0,,,2026-05-03T17:08:37+00:00
raynos/function-bind,10727014,4.5,2026-04-20,1102752,MIT,1,,,2026-05-03T17:08:37+00:00
raynos/xtend,4419184,2.8,2026-04-20,330720,MIT,0,,,2026-05-03T17:08:46+00:00
rayon-rs/either,42479602,,,35413,Apache-2.0,19,,,2026-05-03T17:08:45+00:00
rayon-rs/rayon,24725038,4.5,2026-04-20,29595,Apache-2.0,217,,,2026-05-03T17:08:46+00:00
reactivex/rxjs,32247847,5.3,2026-04-20,145630,Apache-2.0,294,,,2026-05-03T17:08:46+00:00
realpython/pytest-mypy,69576530,,,5,MIT,8,,,2026-05-03T17:08:47+00:00
remix-run/react-router,19872456,5.1,2026-04-20,49954,MIT,163,,,2026-05-03T17:08:47+00:00
remusao/tldts,97631656,4.2,2026-04-20,29712,MIT,19,,,2026-05-03T17:08:47+00:00
requests/requests-oauthlib,6825724,4.3,2026-04-20,10555,non-standard,125,,,2026-05-03T17:08:47+00:00
requests/toolbelt,15515181,4.7,2026-04-20,15149,non-standard,93,,,2026-05-03T17:08:48+00:00
retep998/winapi-rs,23853482,2.5,2026-04-20,177834,Apache-2.0,272,,,2026-05-03T17:08:49+00:00
rich-harris/estree-walker,33668779,2.1,2026-04-20,14749,MIT,10,,,2026-05-03T17:08:48+00:00
rich-harris/magic-string,26143240,3.1,2026-04-20,84031,MIT,29,,,2026-05-03T17:08:48+00:00
rob--w/proxy-from-env,52038793,3.9,2026-04-20,153752,MIT,7,,,2026-05-03T17:08:49+00:00
rollup/plugins,203607977,4.3,2026-04-20,29051,MIT,39,,,2026-05-03T17:08:49+00:00
ronaldoussoren/pyobjc,243933900,3.5,2026-04-20,11846,,92,,,2026-05-03T17:09:37+00:00
rust-cli/anstyle,493821282,,,5213,,,,,2026-05-03T17:08:50+00:00
rust-cli/env_logger,96382888,6.2,2026-04-20,2416,Apache-2.0,46,,,2026-05-03T17:08:49+00:00
rust-embedded/critical-section,365854323,4.2,2026-04-20,1776,Apache-2.0,2,,,2026-05-03T17:08:49+00:00
rust-fuzz/arbitrary,90591032,4.4,2026-04-20,1379,Apache-2.0,36,,,2026-05-03T17:08:50+00:00
rust-itertools/itertools,22360263,5.4,2026-04-20,1835,Apache-2.0,180,,,2026-05-03T17:08:50+00:00
rust-lang-nursery/lazy-static.rs,21157492,5.5,2026-04-20,42497,Apache-2.0,35,,,2026-05-03T17:08:51+00:00
rust-lang/cc-rs,26039547,7.3,2026-04-20,81343,Apache-2.0,160,,,2026-05-03T17:08:51+00:00
rust-lang/cfg-if,38723660,3.9,2026-04-20,80588,Apache-2.0,6,,,2026-05-03T17:08:51+00:00
rust-lang/compiler-builtins,65153793,6.1,2026-04-20,5561,non-standard,61,,,2026-05-03T17:08:52+00:00
rust-lang/flate2-rs,21954009,6.7,2026-04-20,6451,Apache-2.0,28,,,2026-05-03T17:08:52+00:00
rust-lang/futures-rs,55077261,6.6,2026-04-20,195266,Apache-2.0,271,,,2026-05-03T17:09:05+00:00
rust-lang/glob,23241722,4.3,2026-04-20,11692,Apache-2.0,46,,,2026-05-03T17:08:52+00:00
rust-lang/hashbrown,155119796,5.6,2026-04-20,22439,Apache-2.0,79,,,2026-05-03T17:09:00+00:00
rust-lang/libc,29197565,5.6,2026-04-20,90382,Apache-2.0,208,,,2026-05-03T17:09:01+00:00
rust-lang/libz-sys,26042019,5.8,2026-04-20,3150,Apache-2.0,26,,,2026-05-03T17:09:01+00:00
rust-lang/log,27974762,6.8,2026-04-20,55080,Apache-2.0,21,,,2026-05-03T17:09:02+00:00
rust-lang/pkg-config-rs,26042035,4.4,2026-04-20,19825,Apache-2.0,39,,,2026-05-03T17:09:01+00:00
rust-lang/regex,27890669,6.2,2026-04-20,1718,Apache-2.0,62,,,2026-05-03T17:09:02+00:00
rust-lang/rust,724712,7.1,2026-04-20,172,Apache-2.0,12317,,,2026-05-03T17:09:03+00:00
rust-lang/tempdir,31728565,3,2026-04-20,2254,Apache-2.0,2,,,2026-05-03T17:09:02+00:00
rust-num/num-traits,114705611,4,2026-04-20,48741,Apache-2.0,106,,,2026-05-03T17:09:02+00:00
rust-phf/rust-phf,15992970,5.7,2026-04-20,1619,MIT,27,,,2026-05-03T17:09:04+00:00
rust-random/getrandom,166545969,7,2026-04-20,0,Apache-2.0,11,,,2026-05-03T17:09:03+00:00
rust-random/rand,30227790,6.1,2026-04-20,1303,non-standard,16,,,2026-05-03T17:09:04+00:00
rust-random/rand_core,1086593277,,,1323,Apache-2.0,2,,,2026-05-03T17:09:04+00:00
rust-random/rngs,209510094,4.4,2026-04-20,33,non-standard,8,,,2026-05-03T17:09:05+00:00
rustcrypto/formats,406051759,5.4,2026-04-20,2181,,57,,,2026-05-03T17:09:06+00:00
rustcrypto/hashes,74106774,4.8,2026-04-20,806,,31,,,2026-05-03T17:09:06+00:00
rustcrypto/stream-ciphers,83051505,5,2026-04-20,15,,6,,,2026-05-03T17:09:05+00:00
rustcrypto/traits,85605821,5.2,2026-04-20,2675,,50,,,2026-05-03T17:09:16+00:00
rustcrypto/utils,77307442,4.6,2026-04-20,15907,,25,,,2026-05-03T17:09:17+00:00
rvagg/bl,10706095,4.4,2026-04-20,41,non-standard,1,,,2026-05-03T17:09:06+00:00
rvagg/prr,9151864,2.1,2026-04-20,98540,MIT,0,,,2026-05-03T17:09:06+00:00
rvagg/through2,11808187,2.9,2026-04-20,14582,MIT,6,,,2026-05-03T17:09:07+00:00
ryanzim/universalify,87651180,2.9,2026-04-20,204196,MIT,1,,,2026-05-03T17:09:07+00:00
salesforce/tough-cookie,2606873,6.6,2026-04-20,14457,BSD-3-Clause,40,,,2026-05-03T17:09:08+00:00
samn/json-stable-stringify,76598131,1.9,2026-04-20,111300,non-standard,1,,,2026-05-03T17:09:08+00:00
samverschueren/decode-uri-component,91837954,3.6,2026-04-20,2705,MIT,7,,,2026-05-03T17:09:16+00:00
sboudrias/inquirer.js,10114077,5.8,2026-04-20,81219,MIT,18,,,2026-05-03T17:09:20+00:00
scikit-build/ninja-python-distributions,75102202,,,1096,Apache-2.0,9,,,2026-05-03T17:09:16+00:00
scikit-learn/scikit-learn,843222,9.4,2026-04-20,27960,BSD-3-Clause,2059,,,2026-05-03T17:09:16+00:00
scipy/scipy,1460385,5.8,2026-04-20,65545,BSD-3-Clause,1788,,,2026-05-03T17:09:17+00:00
seanmonstar/reqwest,62350380,4.9,2026-04-20,0,Apache-2.0,463,,,2026-05-03T17:09:17+00:00
sec-ant/readable-stream,569980966,,,2,MIT,2,,,2026-05-03T17:09:17+00:00
serde-rs/bytes,87358441,4.2,2026-04-20,0,Apache-2.0,12,,,2026-05-03T17:09:18+00:00
serde-rs/json,35894511,5.7,2026-04-20,0,Apache-2.0,223,,,2026-05-03T17:09:18+00:00
serde-rs/serde,14367737,5.7,2026-04-20,1889,Apache-2.0,382,,,2026-05-03T17:09:19+00:00
serde-rs/test,670894947,,,514,Apache-2.0,11,,,2026-05-03T17:09:18+00:00
servo/rust-fnv,33499190,3.7,2026-04-20,27572,Apache-2.0,9,,,2026-05-03T17:09:19+00:00
servo/rust-smallvec,33456236,3.9,2026-04-20,38847,Apache-2.0,51,,,2026-05-03T17:09:19+00:00
servo/rust-url,14934771,6.1,2026-04-20,84896,Apache-2.0,178,,,2026-05-03T17:09:22+00:00
shtylman/node-process,7580644,2.1,2026-04-20,202456,MIT,16,,,2026-05-03T17:09:20+00:00
sinclairzx81/sinclair-typebox,1122129819,,,43480,non-standard,1,,,2026-05-03T17:09:21+00:00
sindresorhus/ansi-escapes,40721875,3.8,2026-04-20,9190,MIT,1,,,2026-05-03T17:09:21+00:00
sindresorhus/array-union,21005682,3.7,2026-04-20,2583,MIT,0,,,2026-05-03T17:09:22+00:00
sindresorhus/binary-extensions,29771015,3.9,2026-04-20,381,MIT,0,,,2026-05-03T17:09:22+00:00
sindresorhus/callsites,18938743,3.8,2026-04-20,1353,MIT,0,,,2026-05-03T17:09:22+00:00
sindresorhus/camelcase,25116836,3.8,2026-04-20,315,MIT,0,,,2026-05-03T17:09:23+00:00
sindresorhus/clean-stack,62838930,3.8,2026-04-20,9,MIT,0,,,2026-05-03T17:09:23+00:00
sindresorhus/cli-cursor,23512396,3.6,2026-04-20,20306,MIT,0,,,2026-05-03T17:09:23+00:00
sindresorhus/crypto-random-string,73665728,3.9,2026-04-20,276,MIT,0,,,2026-05-03T17:09:33+00:00
sindresorhus/decamelize,29773710,4,2026-04-20,1530,MIT,0,,,2026-05-03T17:09:32+00:00
sindresorhus/detect-newline,21304485,3.6,2026-04-20,1889,MIT,0,,,2026-05-03T17:09:32+00:00
sindresorhus/environment,793180075,,,9584,MIT,0,,,2026-05-03T17:09:32+00:00
sindresorhus/escape-string-regexp,21169121,3.7,2026-04-20,22512,MIT,0,,,2026-05-03T17:09:32+00:00
sindresorhus/execa,47475908,4.3,2026-04-20,11025,MIT,16,,,2026-05-03T17:09:33+00:00
sindresorhus/figures,21672939,4.1,2026-04-20,13592,MIT,0,,,2026-05-03T17:09:33+00:00
sindresorhus/file-type,19105307,3.4,2026-04-20,453,MIT,0,,,2026-05-03T17:09:34+00:00
sindresorhus/find-cache-dir,48783244,3.9,2026-04-20,18,MIT,0,,,2026-05-03T17:09:34+00:00
sindresorhus/find-up,41723004,3.7,2026-04-20,556,MIT,1,,,2026-05-03T17:09:35+00:00
sindresorhus/find-up-simple,714044439,3.7,2026-04-20,6038,MIT,0,,,2026-05-03T17:09:35+00:00
sindresorhus/get-east-asian-width,711160838,4.1,2026-04-20,36461,MIT,0,,,2026-05-03T17:09:35+00:00
sindresorhus/get-stream,44264225,4.3,2026-04-20,14073,MIT,0,,,2026-05-03T17:09:35+00:00
sindresorhus/globals,15186239,4.7,2026-04-20,1486,MIT,10,,,2026-05-03T17:09:36+00:00
sindresorhus/globby,21069494,3.9,2026-04-20,1853,MIT,0,,,2026-05-03T17:09:36+00:00
sindresorhus/has-flag,38718671,3.6,2026-04-20,1021,MIT,0,,,2026-05-03T17:09:36+00:00
sindresorhus/import-fresh,22020904,3.8,2026-04-20,43,MIT,0,,,2026-05-03T17:09:36+00:00
sindresorhus/import-local,90292430,3.7,2026-04-20,68659,MIT,2,,,2026-05-03T17:09:37+00:00
sindresorhus/indent-string,20576837,3.7,2026-04-20,17843,MIT,0,,,2026-05-03T17:09:37+00:00
sindresorhus/is-binary-path,29771247,3.6,2026-04-20,75,MIT,0,,,2026-05-03T17:09:38+00:00
sindresorhus/is-docker,33590534,3.6,2026-04-20,224,MIT,0,,,2026-05-03T17:09:38+00:00
sindresorhus/is-fullwidth-code-point,39222301,3.8,2026-04-20,8082,MIT,0,,,2026-05-03T17:09:38+00:00
sindresorhus/is-inside-container,601943060,3.4,2026-04-20,25639,MIT,0,,,2026-05-03T17:09:38+00:00
sindresorhus/is-path-inside,21054113,3.7,2026-04-20,5181,MIT,0,,,2026-05-03T17:09:39+00:00
sindresorhus/is-plain-obj,38923193,3.8,2026-04-20,40880,MIT,0,,,2026-05-03T17:09:47+00:00
sindresorhus/is-stream,29436825,3.7,2026-04-20,14653,MIT,0,,,2026-05-03T17:09:47+00:00
sindresorhus/is-unicode-supported,348660847,3.7,2026-04-20,29616,MIT,0,,,2026-05-03T17:09:47+00:00
sindresorhus/is-wsl,88415331,3.9,2026-04-20,22309,MIT,0,,,2026-05-03T17:09:48+00:00
sindresorhus/leven,22794601,3.7,2026-04-20,524,MIT,0,,,2026-05-03T17:09:48+00:00
sindresorhus/locate-path,74266248,3.7,2026-04-20,786,MIT,0,,,2026-05-03T17:09:48+00:00
sindresorhus/log-symbols,21673868,3.8,2026-04-20,5603,MIT,1,,,2026-05-03T17:09:49+00:00
sindresorhus/lowercase-keys,29769737,3.9,2026-04-20,104,MIT,0,,,2026-05-03T17:09:48+00:00
sindresorhus/make-dir,90776169,3.8,2026-04-20,80,MIT,0,,,2026-05-03T17:09:49+00:00
sindresorhus/meow,25121561,4.8,2026-04-20,1091,MIT,3,,,2026-05-03T17:09:49+00:00
sindresorhus/mimic-fn,71381729,4.2,2026-04-20,9,MIT,0,,,2026-05-03T17:09:49+00:00
sindresorhus/mimic-function,71381729,,,22824,MIT,0,,,2026-05-03T17:09:50+00:00
sindresorhus/mimic-response,93189529,3.7,2026-04-20,8640,MIT,0,,,2026-05-03T17:09:50+00:00
sindresorhus/node-defaults,7985040,3.6,2026-04-20,51,MIT,0,,,2026-05-03T17:09:51+00:00
sindresorhus/normalize-url,29094022,4.1,2026-04-20,220,MIT,0,,,2026-05-03T17:09:50+00:00
sindresorhus/npm-run-path,48707028,3.9,2026-04-20,12008,MIT,0,,,2026-05-03T17:09:51+00:00
sindresorhus/object-assign,16457190,3.7,2026-04-20,622246,MIT,0,,,2026-05-03T17:09:51+00:00
sindresorhus/onetime,14847357,3.9,2026-04-20,4,MIT,0,,,2026-05-03T17:09:51+00:00
sindresorhus/open,18469325,3.7,2026-04-20,4690,MIT,2,,,2026-05-03T17:09:52+00:00
sindresorhus/p-limit,71542716,4.5,2026-04-20,1337,MIT,1,,,2026-05-03T17:09:52+00:00
sindresorhus/p-locate,74265632,3.9,2026-04-20,19,MIT,0,,,2026-05-03T17:09:52+00:00
sindresorhus/p-map,71526722,3.9,2026-04-20,8999,MIT,12,,,2026-05-03T17:09:53+00:00
sindresorhus/p-try,71534796,3.7,2026-04-20,12,MIT,0,,,2026-05-03T17:09:53+00:00
sindresorhus/parent-module,50187748,3.6,2026-04-20,33,MIT,0,,,2026-05-03T17:09:53+00:00
