spdx_id,spdx_id_canonical,name,is_osi_approved,is_fsf_libre,is_deprecated,reference,osi_url,fetched_at
0bsd,0BSD,BSD Zero Clause License,True,False,False,https://spdx.org/licenses/0BSD.html,https://opensource.org/license/0BSD,2026-07-06T16:17:40Z
3d-slicer-1.0,3D-Slicer-1.0,3D Slicer License v1.0,False,False,False,https://spdx.org/licenses/3D-Slicer-1.0.html,,2026-07-06T16:17:40Z
aal,AAL,Attribution Assurance License,True,False,False,https://spdx.org/licenses/AAL.html,https://opensource.org/license/AAL,2026-07-06T16:17:40Z
abstyles,Abstyles,Abstyles License,False,False,False,https://spdx.org/licenses/Abstyles.html,,2026-07-06T16:17:40Z
adacore-doc,AdaCore-doc,AdaCore Doc License,False,False,False,https://spdx.org/licenses/AdaCore-doc.html,,2026-07-06T16:17:40Z
adobe-2006,Adobe-2006,Adobe Systems Incorporated Source Code License Agreement,False,False,False,https://spdx.org/licenses/Adobe-2006.html,,2026-07-06T16:17:40Z
adobe-display-postscript,Adobe-Display-PostScript,Adobe Display PostScript License,False,False,False,https://spdx.org/licenses/Adobe-Display-PostScript.html,,2026-07-06T16:17:40Z
adobe-glyph,Adobe-Glyph,Adobe Glyph List License,False,False,False,https://spdx.org/licenses/Adobe-Glyph.html,,2026-07-06T16:17:40Z
adobe-utopia,Adobe-Utopia,Adobe Utopia Font License,False,False,False,https://spdx.org/licenses/Adobe-Utopia.html,,2026-07-06T16:17:40Z
adsl,ADSL,Amazon Digital Services License,False,False,False,https://spdx.org/licenses/ADSL.html,,2026-07-06T16:17:40Z
advanced-cryptics-dictionary,Advanced-Cryptics-Dictionary,Advanced Cryptics Dictionary License,False,False,False,https://spdx.org/licenses/Advanced-Cryptics-Dictionary.html,,2026-07-06T16:17:40Z
afl-1.1,AFL-1.1,Academic Free License v1.1,True,True,False,https://spdx.org/licenses/AFL-1.1.html,http://wayback.archive.org/web/20021004124254/http://www.opensource.org/licenses/academic.php,2026-07-06T16:17:40Z
afl-1.2,AFL-1.2,Academic Free License v1.2,True,True,False,https://spdx.org/licenses/AFL-1.2.html,http://wayback.archive.org/web/20021204204652/http://www.opensource.org/licenses/academic.php,2026-07-06T16:17:40Z
afl-2.0,AFL-2.0,Academic Free License v2.0,True,True,False,https://spdx.org/licenses/AFL-2.0.html,http://wayback.archive.org/web/20060924134533/http://www.opensource.org/licenses/afl-2.0.txt,2026-07-06T16:17:40Z
afl-2.1,AFL-2.1,Academic Free License v2.1,True,True,False,https://spdx.org/licenses/AFL-2.1.html,,2026-07-06T16:17:40Z
afl-3.0,AFL-3.0,Academic Free License v3.0,True,True,False,https://spdx.org/licenses/AFL-3.0.html,https://opensource.org/license/AFL-3.0,2026-07-06T16:17:40Z
afmparse,Afmparse,Afmparse License,False,False,False,https://spdx.org/licenses/Afmparse.html,,2026-07-06T16:17:40Z
agpl-1.0,AGPL-1.0,Affero General Public License v1.0,False,True,True,https://spdx.org/licenses/AGPL-1.0.html,,2026-07-06T16:17:40Z
agpl-1.0-only,AGPL-1.0-only,Affero General Public License v1.0 only,False,False,False,https://spdx.org/licenses/AGPL-1.0-only.html,,2026-07-06T16:17:40Z
agpl-1.0-or-later,AGPL-1.0-or-later,Affero General Public License v1.0 or later,False,False,False,https://spdx.org/licenses/AGPL-1.0-or-later.html,,2026-07-06T16:17:40Z
agpl-3.0,AGPL-3.0,GNU Affero General Public License v3.0,True,True,True,https://spdx.org/licenses/AGPL-3.0.html,https://opensource.org/license/AGPL-3.0,2026-07-06T16:17:40Z
agpl-3.0-only,AGPL-3.0-only,GNU Affero General Public License v3.0 only,True,True,False,https://spdx.org/licenses/AGPL-3.0-only.html,https://opensource.org/license/AGPL-3.0-only,2026-07-06T16:17:40Z
agpl-3.0-or-later,AGPL-3.0-or-later,GNU Affero General Public License v3.0 or later,True,True,False,https://spdx.org/licenses/AGPL-3.0-or-later.html,https://opensource.org/license/AGPL-3.0,2026-07-06T16:17:40Z
aladdin,Aladdin,Aladdin Free Public License,False,False,False,https://spdx.org/licenses/Aladdin.html,,2026-07-06T16:17:40Z
alglib-documentation,ALGLIB-Documentation,ALGLIB Documentation License,True,False,False,https://spdx.org/licenses/ALGLIB-Documentation.html,,2026-07-06T16:17:40Z
amd-newlib,AMD-newlib,AMD newlib License,False,False,False,https://spdx.org/licenses/AMD-newlib.html,,2026-07-06T16:17:40Z
amdplpa,AMDPLPA,AMD's plpa_map.c License,False,False,False,https://spdx.org/licenses/AMDPLPA.html,,2026-07-06T16:17:40Z
aml,AML,Apple MIT License,False,False,False,https://spdx.org/licenses/AML.html,,2026-07-06T16:17:40Z
aml-glslang,AML-glslang,AML glslang variant License,False,False,False,https://spdx.org/licenses/AML-glslang.html,,2026-07-06T16:17:40Z
ampas,AMPAS,Academy of Motion Picture Arts and Sciences BSD,False,False,False,https://spdx.org/licenses/AMPAS.html,,2026-07-06T16:17:40Z
antlr-pd,ANTLR-PD,ANTLR Software Rights Notice,False,False,False,https://spdx.org/licenses/ANTLR-PD.html,,2026-07-06T16:17:40Z
antlr-pd-fallback,ANTLR-PD-fallback,ANTLR Software Rights Notice with license fallback,False,False,False,https://spdx.org/licenses/ANTLR-PD-fallback.html,,2026-07-06T16:17:40Z
any-osi,any-OSI,Any OSI License,False,False,False,https://spdx.org/licenses/any-OSI.html,,2026-07-06T16:17:40Z
any-osi-perl-modules,any-OSI-perl-modules,Any OSI License - Perl Modules,False,False,False,https://spdx.org/licenses/any-OSI-perl-modules.html,,2026-07-06T16:17:40Z
apache-1.0,Apache-1.0,Apache License 1.0,False,True,False,https://spdx.org/licenses/Apache-1.0.html,,2026-07-06T16:17:40Z
apache-1.1,Apache-1.1,Apache License 1.1,True,True,False,https://spdx.org/licenses/Apache-1.1.html,https://opensource.org/license/apache-1.1,2026-07-06T16:17:40Z
apache-2.0,Apache-2.0,Apache License 2.0,True,True,False,https://spdx.org/licenses/Apache-2.0.html,https://opensource.org/license/apache-2.0,2026-07-06T16:17:40Z
apafml,APAFML,Adobe Postscript AFM License,False,False,False,https://spdx.org/licenses/APAFML.html,,2026-07-06T16:17:40Z
apl-1.0,APL-1.0,Adaptive Public License 1.0,True,False,False,https://spdx.org/licenses/APL-1.0.html,https://opensource.org/license/APL-1.0,2026-07-06T16:17:40Z
app-s2p,App-s2p,App::s2p License,False,False,False,https://spdx.org/licenses/App-s2p.html,,2026-07-06T16:17:40Z
apsl-1.0,APSL-1.0,Apple Public Source License 1.0,True,False,False,https://spdx.org/licenses/APSL-1.0.html,,2026-07-06T16:17:40Z
apsl-1.1,APSL-1.1,Apple Public Source License 1.1,True,False,False,https://spdx.org/licenses/APSL-1.1.html,,2026-07-06T16:17:40Z
apsl-1.2,APSL-1.2,Apple Public Source License 1.2,True,False,False,https://spdx.org/licenses/APSL-1.2.html,,2026-07-06T16:17:40Z
apsl-2.0,APSL-2.0,Apple Public Source License 2.0,True,True,False,https://spdx.org/licenses/APSL-2.0.html,,2026-07-06T16:17:40Z
arphic-1999,Arphic-1999,Arphic Public License,False,False,False,https://spdx.org/licenses/Arphic-1999.html,,2026-07-06T16:17:40Z
artistic-1.0,Artistic-1.0,Artistic License 1.0,True,False,False,https://spdx.org/licenses/Artistic-1.0.html,https://opensource.org/license/Artistic-1.0,2026-07-06T16:17:40Z
artistic-1.0-cl8,Artistic-1.0-cl8,Artistic License 1.0 w/clause 8,True,False,False,https://spdx.org/licenses/Artistic-1.0-cl8.html,https://opensource.org/license/Artistic-1.0,2026-07-06T16:17:40Z
artistic-1.0-perl,Artistic-1.0-Perl,Artistic License 1.0 (Perl),True,False,False,https://spdx.org/licenses/Artistic-1.0-Perl.html,,2026-07-06T16:17:40Z
artistic-2.0,Artistic-2.0,Artistic License 2.0,True,True,False,https://spdx.org/licenses/Artistic-2.0.html,https://opensource.org/license/Artistic-2.0,2026-07-06T16:17:40Z
artistic-dist,Artistic-dist,Artistic License 1.0 (dist),False,False,False,https://spdx.org/licenses/Artistic-dist.html,,2026-07-06T16:17:40Z
aspell-ru,Aspell-RU,Aspell Russian License,False,False,False,https://spdx.org/licenses/Aspell-RU.html,,2026-07-06T16:17:40Z
aswf-digital-assets-1.0,ASWF-Digital-Assets-1.0,ASWF Digital Assets License version 1.0,False,False,False,https://spdx.org/licenses/ASWF-Digital-Assets-1.0.html,,2026-07-06T16:17:40Z
aswf-digital-assets-1.1,ASWF-Digital-Assets-1.1,ASWF Digital Assets License 1.1,False,False,False,https://spdx.org/licenses/ASWF-Digital-Assets-1.1.html,,2026-07-06T16:17:40Z
baekmuk,Baekmuk,Baekmuk License,False,False,False,https://spdx.org/licenses/Baekmuk.html,,2026-07-06T16:17:40Z
bahyph,Bahyph,Bahyph License,False,False,False,https://spdx.org/licenses/Bahyph.html,,2026-07-06T16:17:40Z
barr,Barr,Barr License,False,False,False,https://spdx.org/licenses/Barr.html,,2026-07-06T16:17:40Z
bcrypt-solar-designer,bcrypt-Solar-Designer,bcrypt Solar Designer License,False,False,False,https://spdx.org/licenses/bcrypt-Solar-Designer.html,,2026-07-06T16:17:40Z
beerware,Beerware,Beerware License,False,False,False,https://spdx.org/licenses/Beerware.html,,2026-07-06T16:17:40Z
bitstream-charter,Bitstream-Charter,Bitstream Charter Font License,False,False,False,https://spdx.org/licenses/Bitstream-Charter.html,,2026-07-06T16:17:40Z
bitstream-vera,Bitstream-Vera,Bitstream Vera Font License,False,False,False,https://spdx.org/licenses/Bitstream-Vera.html,,2026-07-06T16:17:40Z
bittorrent-1.0,BitTorrent-1.0,BitTorrent Open Source License v1.0,False,False,False,https://spdx.org/licenses/BitTorrent-1.0.html,,2026-07-06T16:17:40Z
bittorrent-1.1,BitTorrent-1.1,BitTorrent Open Source License v1.1,False,True,False,https://spdx.org/licenses/BitTorrent-1.1.html,,2026-07-06T16:17:40Z
blessing,blessing,SQLite Blessing,False,False,False,https://spdx.org/licenses/blessing.html,,2026-07-06T16:17:40Z
blueoak-1.0.0,BlueOak-1.0.0,Blue Oak Model License 1.0.0,True,False,False,https://spdx.org/licenses/BlueOak-1.0.0.html,,2026-07-06T16:17:40Z
boehm-gc,Boehm-GC,Boehm-Demers-Weiser GC License,False,False,False,https://spdx.org/licenses/Boehm-GC.html,,2026-07-06T16:17:40Z
boehm-gc-without-fee,Boehm-GC-without-fee,Boehm-Demers-Weiser GC License (without fee),False,False,False,https://spdx.org/licenses/Boehm-GC-without-fee.html,,2026-07-06T16:17:40Z
bola-1.1,BOLA-1.1,Buena Onda License Agreement v1.1,False,False,False,https://spdx.org/licenses/BOLA-1.1.html,,2026-07-06T16:17:40Z
borceux,Borceux,Borceux license,False,False,False,https://spdx.org/licenses/Borceux.html,,2026-07-06T16:17:40Z
brian-gladman-2-clause,Brian-Gladman-2-Clause,Brian Gladman 2-Clause License,False,False,False,https://spdx.org/licenses/Brian-Gladman-2-Clause.html,,2026-07-06T16:17:40Z
brian-gladman-3-clause,Brian-Gladman-3-Clause,Brian Gladman 3-Clause License,False,False,False,https://spdx.org/licenses/Brian-Gladman-3-Clause.html,,2026-07-06T16:17:40Z
brian-gladman-3-clause-no-conversion,Brian-Gladman-3-Clause-no-conversion,Brian Gladman 3-Clause License (no conversion clause),False,False,False,https://spdx.org/licenses/Brian-Gladman-3-Clause-no-conversion.html,,2026-07-06T16:17:40Z
bsd-1-clause,BSD-1-Clause,BSD 1-Clause License,True,False,False,https://spdx.org/licenses/BSD-1-Clause.html,,2026-07-06T16:17:40Z
bsd-2-clause,BSD-2-Clause,"BSD 2-Clause ""Simplified"" License",True,True,False,https://spdx.org/licenses/BSD-2-Clause.html,https://opensource.org/license/BSD-2-Clause,2026-07-06T16:17:40Z
bsd-2-clause-darwin,BSD-2-Clause-Darwin,BSD 2-Clause - Ian Darwin variant,False,False,False,https://spdx.org/licenses/BSD-2-Clause-Darwin.html,,2026-07-06T16:17:40Z
bsd-2-clause-first-lines,BSD-2-Clause-first-lines,BSD 2-Clause - first lines requirement,False,False,False,https://spdx.org/licenses/BSD-2-Clause-first-lines.html,,2026-07-06T16:17:40Z
bsd-2-clause-freebsd,BSD-2-Clause-FreeBSD,BSD 2-Clause FreeBSD License,False,True,True,https://spdx.org/licenses/BSD-2-Clause-FreeBSD.html,,2026-07-06T16:17:40Z
bsd-2-clause-netbsd,BSD-2-Clause-NetBSD,BSD 2-Clause NetBSD License,False,True,True,https://spdx.org/licenses/BSD-2-Clause-NetBSD.html,,2026-07-06T16:17:40Z
bsd-2-clause-patent,BSD-2-Clause-Patent,BSD-2-Clause Plus Patent License,True,False,False,https://spdx.org/licenses/BSD-2-Clause-Patent.html,https://opensource.org/license/BSD-2-Clause-Patent,2026-07-06T16:17:40Z
bsd-2-clause-pkgconf-disclaimer,BSD-2-Clause-pkgconf-disclaimer,BSD 2-Clause pkgconf disclaimer variant,False,False,False,https://spdx.org/licenses/BSD-2-Clause-pkgconf-disclaimer.html,,2026-07-06T16:17:40Z
bsd-2-clause-views,BSD-2-Clause-Views,BSD 2-Clause with views sentence,False,False,False,https://spdx.org/licenses/BSD-2-Clause-Views.html,,2026-07-06T16:17:40Z
bsd-3-clause,BSD-3-Clause,"BSD 3-Clause ""New"" or ""Revised"" License",True,True,False,https://spdx.org/licenses/BSD-3-Clause.html,https://opensource.org/license/BSD-3-Clause,2026-07-06T16:17:40Z
bsd-3-clause-acpica,BSD-3-Clause-acpica,BSD 3-Clause acpica variant,False,False,False,https://spdx.org/licenses/BSD-3-Clause-acpica.html,,2026-07-06T16:17:40Z
bsd-3-clause-attribution,BSD-3-Clause-Attribution,BSD with attribution,False,False,False,https://spdx.org/licenses/BSD-3-Clause-Attribution.html,,2026-07-06T16:17:40Z
bsd-3-clause-clear,BSD-3-Clause-Clear,BSD 3-Clause Clear License,False,True,False,https://spdx.org/licenses/BSD-3-Clause-Clear.html,,2026-07-06T16:17:40Z
bsd-3-clause-flex,BSD-3-Clause-flex,BSD 3-Clause Flex variant,False,False,False,https://spdx.org/licenses/BSD-3-Clause-flex.html,,2026-07-06T16:17:40Z
bsd-3-clause-hp,BSD-3-Clause-HP,Hewlett-Packard BSD variant license,False,False,False,https://spdx.org/licenses/BSD-3-Clause-HP.html,,2026-07-06T16:17:40Z
bsd-3-clause-lbnl,BSD-3-Clause-LBNL,Lawrence Berkeley National Labs BSD variant license,True,False,False,https://spdx.org/licenses/BSD-3-Clause-LBNL.html,,2026-07-06T16:17:40Z
bsd-3-clause-modification,BSD-3-Clause-Modification,BSD 3-Clause Modification,False,False,False,https://spdx.org/licenses/BSD-3-Clause-Modification.html,,2026-07-06T16:17:40Z
bsd-3-clause-no-military-license,BSD-3-Clause-No-Military-License,BSD 3-Clause No Military License,False,False,False,https://spdx.org/licenses/BSD-3-Clause-No-Military-License.html,,2026-07-06T16:17:40Z
bsd-3-clause-no-nuclear-license,BSD-3-Clause-No-Nuclear-License,BSD 3-Clause No Nuclear License,False,False,False,https://spdx.org/licenses/BSD-3-Clause-No-Nuclear-License.html,,2026-07-06T16:17:40Z
bsd-3-clause-no-nuclear-license-2014,BSD-3-Clause-No-Nuclear-License-2014,BSD 3-Clause No Nuclear License 2014,False,False,False,https://spdx.org/licenses/BSD-3-Clause-No-Nuclear-License-2014.html,,2026-07-06T16:17:40Z
bsd-3-clause-no-nuclear-warranty,BSD-3-Clause-No-Nuclear-Warranty,BSD 3-Clause No Nuclear Warranty,False,False,False,https://spdx.org/licenses/BSD-3-Clause-No-Nuclear-Warranty.html,,2026-07-06T16:17:40Z
bsd-3-clause-open-mpi,BSD-3-Clause-Open-MPI,BSD 3-Clause Open MPI variant,True,False,False,https://spdx.org/licenses/BSD-3-Clause-Open-MPI.html,,2026-07-06T16:17:40Z
bsd-3-clause-sun,BSD-3-Clause-Sun,BSD 3-Clause Sun Microsystems,False,False,False,https://spdx.org/licenses/BSD-3-Clause-Sun.html,,2026-07-06T16:17:40Z
bsd-3-clause-tso,BSD-3-Clause-Tso,BSD 3-Clause Tso variant,False,False,False,https://spdx.org/licenses/BSD-3-Clause-Tso.html,,2026-07-06T16:17:40Z
bsd-4-clause,BSD-4-Clause,"BSD 4-Clause ""Original"" or ""Old"" License",False,True,False,https://spdx.org/licenses/BSD-4-Clause.html,,2026-07-06T16:17:40Z
bsd-4-clause-shortened,BSD-4-Clause-Shortened,BSD 4 Clause Shortened,False,False,False,https://spdx.org/licenses/BSD-4-Clause-Shortened.html,,2026-07-06T16:17:40Z
bsd-4-clause-uc,BSD-4-Clause-UC,BSD-4-Clause (University of California-Specific),False,False,False,https://spdx.org/licenses/BSD-4-Clause-UC.html,,2026-07-06T16:17:40Z
bsd-4.3reno,BSD-4.3RENO,BSD 4.3 RENO License,False,False,False,https://spdx.org/licenses/BSD-4.3RENO.html,,2026-07-06T16:17:40Z
bsd-4.3tahoe,BSD-4.3TAHOE,BSD 4.3 TAHOE License,False,False,False,https://spdx.org/licenses/BSD-4.3TAHOE.html,,2026-07-06T16:17:40Z
bsd-advertising-acknowledgement,BSD-Advertising-Acknowledgement,BSD Advertising Acknowledgement License,False,False,False,https://spdx.org/licenses/BSD-Advertising-Acknowledgement.html,,2026-07-06T16:17:40Z
bsd-attribution-hpnd-disclaimer,BSD-Attribution-HPND-disclaimer,BSD with Attribution and HPND disclaimer,False,False,False,https://spdx.org/licenses/BSD-Attribution-HPND-disclaimer.html,,2026-07-06T16:17:40Z
bsd-inferno-nettverk,BSD-Inferno-Nettverk,BSD-Inferno-Nettverk,False,False,False,https://spdx.org/licenses/BSD-Inferno-Nettverk.html,,2026-07-06T16:17:40Z
bsd-mark-modifications,BSD-Mark-Modifications,BSD Mark Modifications License,False,False,False,https://spdx.org/licenses/BSD-Mark-Modifications.html,,2026-07-06T16:17:40Z
bsd-protection,BSD-Protection,BSD Protection License,False,False,False,https://spdx.org/licenses/BSD-Protection.html,,2026-07-06T16:17:40Z
bsd-source-beginning-file,BSD-Source-beginning-file,BSD Source Code Attribution - beginning of file variant,False,False,False,https://spdx.org/licenses/BSD-Source-beginning-file.html,,2026-07-06T16:17:40Z
bsd-source-code,BSD-Source-Code,BSD Source Code Attribution,False,False,False,https://spdx.org/licenses/BSD-Source-Code.html,,2026-07-06T16:17:40Z
bsd-systemics,BSD-Systemics,Systemics BSD variant license,False,False,False,https://spdx.org/licenses/BSD-Systemics.html,,2026-07-06T16:17:40Z
bsd-systemics-w3works,BSD-Systemics-W3Works,Systemics W3Works BSD variant license,False,False,False,https://spdx.org/licenses/BSD-Systemics-W3Works.html,,2026-07-06T16:17:40Z
bsl-1.0,BSL-1.0,Boost Software License 1.0,True,True,False,https://spdx.org/licenses/BSL-1.0.html,https://opensource.org/license/BSL-1.0,2026-07-06T16:17:40Z
buddy,Buddy,Buddy License,False,False,False,https://spdx.org/licenses/Buddy.html,,2026-07-06T16:17:40Z
busl-1.1,BUSL-1.1,Business Source License 1.1,False,False,False,https://spdx.org/licenses/BUSL-1.1.html,,2026-07-06T16:17:40Z
bzip2-1.0.5,bzip2-1.0.5,bzip2 and libbzip2 License v1.0.5,False,False,True,https://spdx.org/licenses/bzip2-1.0.5.html,,2026-07-06T16:17:40Z
bzip2-1.0.6,bzip2-1.0.6,bzip2 and libbzip2 License v1.0.6,False,False,False,https://spdx.org/licenses/bzip2-1.0.6.html,,2026-07-06T16:17:40Z
c-uda-1.0,C-UDA-1.0,Computational Use of Data Agreement v1.0,False,False,False,https://spdx.org/licenses/C-UDA-1.0.html,,2026-07-06T16:17:40Z
cal-1.0,CAL-1.0,Cryptographic Autonomy License 1.0,True,False,False,https://spdx.org/licenses/CAL-1.0.html,https://opensource.org/license/CAL-1.0,2026-07-06T16:17:40Z
cal-1.0-combined-work-exception,CAL-1.0-Combined-Work-Exception,Cryptographic Autonomy License 1.0 (Combined Work Exception),True,False,False,https://spdx.org/licenses/CAL-1.0-Combined-Work-Exception.html,https://opensource.org/license/CAL-1.0,2026-07-06T16:17:40Z
caldera,Caldera,Caldera License,False,False,False,https://spdx.org/licenses/Caldera.html,,2026-07-06T16:17:40Z
caldera-no-preamble,Caldera-no-preamble,Caldera License (without preamble),False,False,False,https://spdx.org/licenses/Caldera-no-preamble.html,,2026-07-06T16:17:40Z
capec-tou,CAPEC-tou,Common Attack    Pattern Enumeration and Classification License,False,False,False,https://spdx.org/licenses/CAPEC-tou.html,,2026-07-06T16:17:40Z
catharon,Catharon,Catharon License,False,False,False,https://spdx.org/licenses/Catharon.html,,2026-07-06T16:17:40Z
catosl-1.1,CATOSL-1.1,Computer Associates Trusted Open Source License 1.1,True,False,False,https://spdx.org/licenses/CATOSL-1.1.html,https://opensource.org/license/CATOSL-1.1,2026-07-06T16:17:40Z
cc-by-1.0,CC-BY-1.0,Creative Commons Attribution 1.0 Generic,False,False,False,https://spdx.org/licenses/CC-BY-1.0.html,,2026-07-06T16:17:40Z
cc-by-2.0,CC-BY-2.0,Creative Commons Attribution 2.0 Generic,False,False,False,https://spdx.org/licenses/CC-BY-2.0.html,,2026-07-06T16:17:40Z
cc-by-2.5,CC-BY-2.5,Creative Commons Attribution 2.5 Generic,False,False,False,https://spdx.org/licenses/CC-BY-2.5.html,,2026-07-06T16:17:40Z
cc-by-2.5-au,CC-BY-2.5-AU,Creative Commons Attribution 2.5 Australia,False,False,False,https://spdx.org/licenses/CC-BY-2.5-AU.html,,2026-07-06T16:17:40Z
cc-by-3.0,CC-BY-3.0,Creative Commons Attribution 3.0 Unported,False,False,False,https://spdx.org/licenses/CC-BY-3.0.html,,2026-07-06T16:17:40Z
cc-by-3.0-at,CC-BY-3.0-AT,Creative Commons Attribution 3.0 Austria,False,False,False,https://spdx.org/licenses/CC-BY-3.0-AT.html,,2026-07-06T16:17:40Z
cc-by-3.0-au,CC-BY-3.0-AU,Creative Commons Attribution 3.0 Australia,False,False,False,https://spdx.org/licenses/CC-BY-3.0-AU.html,,2026-07-06T16:17:40Z
cc-by-3.0-de,CC-BY-3.0-DE,Creative Commons Attribution 3.0 Germany,False,False,False,https://spdx.org/licenses/CC-BY-3.0-DE.html,,2026-07-06T16:17:40Z
cc-by-3.0-igo,CC-BY-3.0-IGO,Creative Commons Attribution 3.0 IGO,False,False,False,https://spdx.org/licenses/CC-BY-3.0-IGO.html,,2026-07-06T16:17:40Z
cc-by-3.0-nl,CC-BY-3.0-NL,Creative Commons Attribution 3.0 Netherlands,False,False,False,https://spdx.org/licenses/CC-BY-3.0-NL.html,,2026-07-06T16:17:40Z
cc-by-3.0-us,CC-BY-3.0-US,Creative Commons Attribution 3.0 United States,False,False,False,https://spdx.org/licenses/CC-BY-3.0-US.html,,2026-07-06T16:17:40Z
cc-by-4.0,CC-BY-4.0,Creative Commons Attribution 4.0 International,False,True,False,https://spdx.org/licenses/CC-BY-4.0.html,,2026-07-06T16:17:40Z
cc-by-nc-1.0,CC-BY-NC-1.0,Creative Commons Attribution Non Commercial 1.0 Generic,False,False,False,https://spdx.org/licenses/CC-BY-NC-1.0.html,,2026-07-06T16:17:40Z
cc-by-nc-2.0,CC-BY-NC-2.0,Creative Commons Attribution Non Commercial 2.0 Generic,False,False,False,https://spdx.org/licenses/CC-BY-NC-2.0.html,,2026-07-06T16:17:40Z
cc-by-nc-2.5,CC-BY-NC-2.5,Creative Commons Attribution Non Commercial 2.5 Generic,False,False,False,https://spdx.org/licenses/CC-BY-NC-2.5.html,,2026-07-06T16:17:40Z
cc-by-nc-3.0,CC-BY-NC-3.0,Creative Commons Attribution Non Commercial 3.0 Unported,False,False,False,https://spdx.org/licenses/CC-BY-NC-3.0.html,,2026-07-06T16:17:40Z
cc-by-nc-3.0-de,CC-BY-NC-3.0-DE,Creative Commons Attribution Non Commercial 3.0 Germany,False,False,False,https://spdx.org/licenses/CC-BY-NC-3.0-DE.html,,2026-07-06T16:17:40Z
cc-by-nc-4.0,CC-BY-NC-4.0,Creative Commons Attribution Non Commercial 4.0 International,False,False,False,https://spdx.org/licenses/CC-BY-NC-4.0.html,,2026-07-06T16:17:40Z
cc-by-nc-nd-1.0,CC-BY-NC-ND-1.0,Creative Commons Attribution Non Commercial No Derivatives 1.0 Generic,False,False,False,https://spdx.org/licenses/CC-BY-NC-ND-1.0.html,,2026-07-06T16:17:40Z
cc-by-nc-nd-2.0,CC-BY-NC-ND-2.0,Creative Commons Attribution Non Commercial No Derivatives 2.0 Generic,False,False,False,https://spdx.org/licenses/CC-BY-NC-ND-2.0.html,,2026-07-06T16:17:40Z
cc-by-nc-nd-2.5,CC-BY-NC-ND-2.5,Creative Commons Attribution Non Commercial No Derivatives 2.5 Generic,False,False,False,https://spdx.org/licenses/CC-BY-NC-ND-2.5.html,,2026-07-06T16:17:40Z
cc-by-nc-nd-3.0,CC-BY-NC-ND-3.0,Creative Commons Attribution Non Commercial No Derivatives 3.0 Unported,False,False,False,https://spdx.org/licenses/CC-BY-NC-ND-3.0.html,,2026-07-06T16:17:40Z
cc-by-nc-nd-3.0-de,CC-BY-NC-ND-3.0-DE,Creative Commons Attribution Non Commercial No Derivatives 3.0 Germany,False,False,False,https://spdx.org/licenses/CC-BY-NC-ND-3.0-DE.html,,2026-07-06T16:17:40Z
cc-by-nc-nd-3.0-igo,CC-BY-NC-ND-3.0-IGO,Creative Commons Attribution Non Commercial No Derivatives 3.0 IGO,False,False,False,https://spdx.org/licenses/CC-BY-NC-ND-3.0-IGO.html,,2026-07-06T16:17:40Z
cc-by-nc-nd-4.0,CC-BY-NC-ND-4.0,Creative Commons Attribution Non Commercial No Derivatives 4.0 International,False,False,False,https://spdx.org/licenses/CC-BY-NC-ND-4.0.html,,2026-07-06T16:17:40Z
cc-by-nc-sa-1.0,CC-BY-NC-SA-1.0,Creative Commons Attribution Non Commercial Share Alike 1.0 Generic,False,False,False,https://spdx.org/licenses/CC-BY-NC-SA-1.0.html,,2026-07-06T16:17:40Z
cc-by-nc-sa-2.0,CC-BY-NC-SA-2.0,Creative Commons Attribution Non Commercial Share Alike 2.0 Generic,False,False,False,https://spdx.org/licenses/CC-BY-NC-SA-2.0.html,,2026-07-06T16:17:40Z
cc-by-nc-sa-2.0-de,CC-BY-NC-SA-2.0-DE,Creative Commons Attribution Non Commercial Share Alike 2.0 Germany,False,False,False,https://spdx.org/licenses/CC-BY-NC-SA-2.0-DE.html,,2026-07-06T16:17:40Z
cc-by-nc-sa-2.0-fr,CC-BY-NC-SA-2.0-FR,Creative Commons Attribution-NonCommercial-ShareAlike 2.0 France,False,False,False,https://spdx.org/licenses/CC-BY-NC-SA-2.0-FR.html,,2026-07-06T16:17:40Z
cc-by-nc-sa-2.0-uk,CC-BY-NC-SA-2.0-UK,Creative Commons Attribution Non Commercial Share Alike 2.0 England and Wales,False,False,False,https://spdx.org/licenses/CC-BY-NC-SA-2.0-UK.html,,2026-07-06T16:17:40Z
cc-by-nc-sa-2.5,CC-BY-NC-SA-2.5,Creative Commons Attribution Non Commercial Share Alike 2.5 Generic,False,False,False,https://spdx.org/licenses/CC-BY-NC-SA-2.5.html,,2026-07-06T16:17:40Z
cc-by-nc-sa-3.0,CC-BY-NC-SA-3.0,Creative Commons Attribution Non Commercial Share Alike 3.0 Unported,False,False,False,https://spdx.org/licenses/CC-BY-NC-SA-3.0.html,,2026-07-06T16:17:40Z
cc-by-nc-sa-3.0-de,CC-BY-NC-SA-3.0-DE,Creative Commons Attribution Non Commercial Share Alike 3.0 Germany,False,False,False,https://spdx.org/licenses/CC-BY-NC-SA-3.0-DE.html,,2026-07-06T16:17:40Z
cc-by-nc-sa-3.0-igo,CC-BY-NC-SA-3.0-IGO,Creative Commons Attribution Non Commercial Share Alike 3.0 IGO,False,False,False,https://spdx.org/licenses/CC-BY-NC-SA-3.0-IGO.html,,2026-07-06T16:17:40Z
