repo,repo_id,year,metric,value,fetched_at
mm2/little-cms,gh/507969,2025,opened_issues,42,
moment/moment,gh/1424470,2021,closed_issues,60,
moment/moment,gh/1424470,2021,opened_issues,126,
moment/moment,gh/1424470,2022,closed_issues,28,
moment/moment,gh/1424470,2022,opened_issues,77,
moment/moment,gh/1424470,2023,closed_issues,60,
moment/moment,gh/1424470,2023,opened_issues,71,
moment/moment,gh/1424470,2024,closed_issues,17,
moment/moment,gh/1424470,2024,opened_issues,45,
moment/moment,gh/1424470,2025,closed_issues,12,
moment/moment,gh/1424470,2025,opened_issues,34,
more-itertools/more-itertools,gh/4144530,2021,closed_issues,44,
more-itertools/more-itertools,gh/4144530,2021,opened_issues,43,
more-itertools/more-itertools,gh/4144530,2022,closed_issues,35,
more-itertools/more-itertools,gh/4144530,2022,opened_issues,40,
more-itertools/more-itertools,gh/4144530,2023,closed_issues,48,
more-itertools/more-itertools,gh/4144530,2023,opened_issues,50,
more-itertools/more-itertools,gh/4144530,2024,closed_issues,76,
more-itertools/more-itertools,gh/4144530,2024,opened_issues,77,
more-itertools/more-itertools,gh/4144530,2025,closed_issues,45,
more-itertools/more-itertools,gh/4144530,2025,opened_issues,51,
motdotla/dotenv,gh/11205780,2021,closed_issues,55,
motdotla/dotenv,gh/11205780,2021,opened_issues,50,
motdotla/dotenv,gh/11205780,2022,closed_issues,55,
motdotla/dotenv,gh/11205780,2022,opened_issues,62,
motdotla/dotenv,gh/11205780,2023,closed_issues,61,
motdotla/dotenv,gh/11205780,2023,opened_issues,48,
motdotla/dotenv,gh/11205780,2024,closed_issues,42,
motdotla/dotenv,gh/11205780,2024,opened_issues,24,
motdotla/dotenv,gh/11205780,2025,closed_issues,37,
motdotla/dotenv,gh/11205780,2025,opened_issues,39,
moxystudio/node-cross-spawn,gh/21335844,2021,closed_issues,1,
moxystudio/node-cross-spawn,gh/21335844,2021,opened_issues,5,
moxystudio/node-cross-spawn,gh/21335844,2022,closed_issues,0,
moxystudio/node-cross-spawn,gh/21335844,2022,opened_issues,4,
moxystudio/node-cross-spawn,gh/21335844,2023,closed_issues,1,
moxystudio/node-cross-spawn,gh/21335844,2023,opened_issues,0,
moxystudio/node-cross-spawn,gh/21335844,2024,closed_issues,3,
moxystudio/node-cross-spawn,gh/21335844,2024,opened_issues,7,
moxystudio/node-cross-spawn,gh/21335844,2025,closed_issues,0,
moxystudio/node-cross-spawn,gh/21335844,2025,opened_issues,6,
mozilla/source-map,gh/2014930,2021,closed_issues,42,
mozilla/source-map,gh/2014930,2021,opened_issues,14,
mozilla/source-map,gh/2014930,2022,closed_issues,10,
mozilla/source-map,gh/2014930,2022,opened_issues,7,
mozilla/source-map,gh/2014930,2023,closed_issues,2,
mozilla/source-map,gh/2014930,2023,opened_issues,12,
mozilla/source-map,gh/2014930,2024,closed_issues,6,
mozilla/source-map,gh/2014930,2024,opened_issues,10,
mozilla/source-map,gh/2014930,2025,closed_issues,4,
mozilla/source-map,gh/2014930,2025,opened_issues,3,
mrabarnett/mrab-regex,gh/309446978,2021,closed_issues,38,
mrabarnett/mrab-regex,gh/309446978,2021,opened_issues,49,
mrabarnett/mrab-regex,gh/309446978,2022,closed_issues,25,
mrabarnett/mrab-regex,gh/309446978,2022,opened_issues,35,
mrabarnett/mrab-regex,gh/309446978,2023,closed_issues,21,
mrabarnett/mrab-regex,gh/309446978,2023,opened_issues,31,
mrabarnett/mrab-regex,gh/309446978,2024,closed_issues,20,
mrabarnett/mrab-regex,gh/309446978,2024,opened_issues,22,
mrabarnett/mrab-regex,gh/309446978,2025,closed_issues,23,
mrabarnett/mrab-regex,gh/309446978,2025,opened_issues,39,
mridgway/hoist-non-react-statics,gh/36402138,2021,opened_issues,1,
mridgway/hoist-non-react-statics,gh/36402138,2022,opened_issues,4,
mridgway/hoist-non-react-statics,gh/36402138,2023,opened_issues,1,
mridgway/hoist-non-react-statics,gh/36402138,2024,opened_issues,0,
mridgway/hoist-non-react-statics,gh/36402138,2025,opened_issues,0,
mrkmg/node-external-editor,gh/61883781,2021,opened_issues,4,
mrkmg/node-external-editor,gh/61883781,2022,opened_issues,0,
mrkmg/node-external-editor,gh/61883781,2023,opened_issues,0,
mrkmg/node-external-editor,gh/61883781,2024,opened_issues,0,
mrkmg/node-external-editor,gh/61883781,2025,opened_issues,2,
mrmlnc/fast-glob,gh/77467076,2021,closed_issues,11,
mrmlnc/fast-glob,gh/77467076,2021,opened_issues,19,
mrmlnc/fast-glob,gh/77467076,2022,closed_issues,23,
mrmlnc/fast-glob,gh/77467076,2022,opened_issues,21,
mrmlnc/fast-glob,gh/77467076,2023,closed_issues,31,
mrmlnc/fast-glob,gh/77467076,2023,opened_issues,21,
mrmlnc/fast-glob,gh/77467076,2024,closed_issues,10,
mrmlnc/fast-glob,gh/77467076,2024,opened_issues,18,
mrmlnc/fast-glob,gh/77467076,2025,closed_issues,8,
mrmlnc/fast-glob,gh/77467076,2025,opened_issues,12,
mscdex/streamsearch,gh/7115691,2021,opened_issues,1,
mscdex/streamsearch,gh/7115691,2022,opened_issues,0,
mscdex/streamsearch,gh/7115691,2023,opened_issues,2,
mscdex/streamsearch,gh/7115691,2024,opened_issues,2,
mscdex/streamsearch,gh/7115691,2025,opened_issues,3,
msgpack/msgpack-python,gh/2242705,2021,closed_issues,18,
msgpack/msgpack-python,gh/2242705,2021,opened_issues,20,
msgpack/msgpack-python,gh/2242705,2022,closed_issues,16,
msgpack/msgpack-python,gh/2242705,2022,opened_issues,16,
msgpack/msgpack-python,gh/2242705,2023,closed_issues,19,
msgpack/msgpack-python,gh/2242705,2023,opened_issues,22,
msgpack/msgpack-python,gh/2242705,2024,closed_issues,25,
msgpack/msgpack-python,gh/2242705,2024,opened_issues,23,
msgpack/msgpack-python,gh/2242705,2025,closed_issues,10,
msgpack/msgpack-python,gh/2242705,2025,opened_issues,7,
mui/material-ui,gh/23083156,2021,closed_issues,2024,
mui/material-ui,gh/23083156,2021,opened_issues,2349,
mui/material-ui,gh/23083156,2022,closed_issues,1872,
mui/material-ui,gh/23083156,2022,opened_issues,2185,
mui/material-ui,gh/23083156,2023,closed_issues,1295,
mui/material-ui,gh/23083156,2023,opened_issues,1682,
mui/material-ui,gh/23083156,2024,closed_issues,1098,
mui/material-ui,gh/23083156,2024,opened_issues,1320,
mui/material-ui,gh/23083156,2025,closed_issues,683,
mui/material-ui,gh/23083156,2025,opened_issues,601,
myrne/performance-now,gh/10219264,2021,closed_issues,0,
myrne/performance-now,gh/10219264,2021,opened_issues,1,
myrne/performance-now,gh/10219264,2022,closed_issues,0,
myrne/performance-now,gh/10219264,2022,opened_issues,1,
myrne/performance-now,gh/10219264,2023,closed_issues,1,
myrne/performance-now,gh/10219264,2023,opened_issues,1,
myrne/performance-now,gh/10219264,2024,closed_issues,0,
myrne/performance-now,gh/10219264,2024,opened_issues,0,
myrne/performance-now,gh/10219264,2025,closed_issues,0,
myrne/performance-now,gh/10219264,2025,opened_issues,0,
mysticatea/abort-controller,gh/105228556,2021,closed_issues,1,
mysticatea/abort-controller,gh/105228556,2021,opened_issues,4,
mysticatea/abort-controller,gh/105228556,2022,closed_issues,1,
mysticatea/abort-controller,gh/105228556,2022,opened_issues,4,
mysticatea/abort-controller,gh/105228556,2023,closed_issues,0,
mysticatea/abort-controller,gh/105228556,2023,opened_issues,2,
mysticatea/abort-controller,gh/105228556,2024,closed_issues,0,
mysticatea/abort-controller,gh/105228556,2024,opened_issues,1,
mysticatea/abort-controller,gh/105228556,2025,closed_issues,0,
mysticatea/abort-controller,gh/105228556,2025,opened_issues,1,
mysticatea/eslint-utils,gh/131817148,2021,opened_issues,10,
mysticatea/eslint-utils,gh/131817148,2022,opened_issues,1,
mysticatea/eslint-utils,gh/131817148,2023,opened_issues,0,
mysticatea/eslint-utils,gh/131817148,2024,opened_issues,1,
mysticatea/eslint-utils,gh/131817148,2025,opened_issues,1,
mysticatea/event-target-shim,gh/31137469,2021,closed_issues,6,
mysticatea/event-target-shim,gh/31137469,2021,opened_issues,7,
mysticatea/event-target-shim,gh/31137469,2022,closed_issues,0,
mysticatea/event-target-shim,gh/31137469,2022,opened_issues,0,
mysticatea/event-target-shim,gh/31137469,2023,closed_issues,0,
mysticatea/event-target-shim,gh/31137469,2023,opened_issues,1,
mysticatea/event-target-shim,gh/31137469,2024,closed_issues,1,
mysticatea/event-target-shim,gh/31137469,2024,opened_issues,3,
mysticatea/event-target-shim,gh/31137469,2025,closed_issues,0,
mysticatea/event-target-shim,gh/31137469,2025,opened_issues,0,
mysticatea/regexpp,gh/121845360,2021,opened_issues,5,
mysticatea/regexpp,gh/121845360,2022,opened_issues,2,
mysticatea/regexpp,gh/121845360,2023,opened_issues,0,
mysticatea/regexpp,gh/121845360,2024,opened_issues,0,
mysticatea/regexpp,gh/121845360,2025,opened_issues,0,
near/borsh-rs,gh/315885410,2021,opened_issues,33,
near/borsh-rs,gh/315885410,2022,opened_issues,21,
near/borsh-rs,gh/315885410,2023,opened_issues,26,
near/borsh-rs,gh/315885410,2024,opened_issues,19,
near/borsh-rs,gh/315885410,2025,opened_issues,14,
netflix/vmaf,gh/51317975,2021,closed_issues,59,
netflix/vmaf,gh/51317975,2021,opened_issues,78,
netflix/vmaf,gh/51317975,2022,closed_issues,47,
netflix/vmaf,gh/51317975,2022,opened_issues,61,
netflix/vmaf,gh/51317975,2023,closed_issues,77,
netflix/vmaf,gh/51317975,2023,opened_issues,47,
netflix/vmaf,gh/51317975,2024,closed_issues,39,
netflix/vmaf,gh/51317975,2024,opened_issues,28,
netflix/vmaf,gh/51317975,2025,closed_issues,3,
netflix/vmaf,gh/51317975,2025,opened_issues,18,
networkx/networkx,gh/890377,2021,closed_issues,176,
networkx/networkx,gh/890377,2021,opened_issues,202,
networkx/networkx,gh/890377,2022,closed_issues,253,
networkx/networkx,gh/890377,2022,opened_issues,254,
networkx/networkx,gh/890377,2023,closed_issues,225,
networkx/networkx,gh/890377,2023,opened_issues,221,
networkx/networkx,gh/890377,2024,closed_issues,124,
networkx/networkx,gh/890377,2024,opened_issues,124,
networkx/networkx,gh/890377,2025,closed_issues,125,
networkx/networkx,gh/890377,2025,opened_issues,114,
nexdrew/which-module,gh/60501189,2021,opened_issues,0,
nexdrew/which-module,gh/60501189,2022,opened_issues,0,
nexdrew/which-module,gh/60501189,2023,opened_issues,0,
nexdrew/which-module,gh/60501189,2024,opened_issues,0,
nexdrew/which-module,gh/60501189,2025,opened_issues,0,
nghttp2/nghttp2,gh/11452676,2021,closed_issues,30,
nghttp2/nghttp2,gh/11452676,2021,opened_issues,74,
nghttp2/nghttp2,gh/11452676,2022,closed_issues,29,
nghttp2/nghttp2,gh/11452676,2022,opened_issues,65,
nghttp2/nghttp2,gh/11452676,2023,closed_issues,31,
nghttp2/nghttp2,gh/11452676,2023,opened_issues,49,
nghttp2/nghttp2,gh/11452676,2024,closed_issues,252,
nghttp2/nghttp2,gh/11452676,2024,opened_issues,63,
nghttp2/nghttp2,gh/11452676,2025,closed_issues,382,
nghttp2/nghttp2,gh/11452676,2025,opened_issues,26,
nicolo-ribaudo/babel-preset-current-node-syntax,gh/253327079,2021,closed_issues,0,
nicolo-ribaudo/babel-preset-current-node-syntax,gh/253327079,2021,opened_issues,0,
nicolo-ribaudo/babel-preset-current-node-syntax,gh/253327079,2022,closed_issues,0,
nicolo-ribaudo/babel-preset-current-node-syntax,gh/253327079,2022,opened_issues,0,
nicolo-ribaudo/babel-preset-current-node-syntax,gh/253327079,2023,closed_issues,0,
nicolo-ribaudo/babel-preset-current-node-syntax,gh/253327079,2023,opened_issues,0,
nicolo-ribaudo/babel-preset-current-node-syntax,gh/253327079,2024,closed_issues,1,
nicolo-ribaudo/babel-preset-current-node-syntax,gh/253327079,2024,opened_issues,3,
nicolo-ribaudo/babel-preset-current-node-syntax,gh/253327079,2025,closed_issues,0,
nicolo-ribaudo/babel-preset-current-node-syntax,gh/253327079,2025,opened_issues,0,
nix-rust/nix,gh/22734848,2021,opened_issues,59,
nix-rust/nix,gh/22734848,2022,opened_issues,91,
nix-rust/nix,gh/22734848,2023,opened_issues,82,
nix-rust/nix,gh/22734848,2024,opened_issues,75,
nix-rust/nix,gh/22734848,2025,opened_issues,40,
nlnetlabs/unbound,gh/94195301,2021,closed_issues,101,
nlnetlabs/unbound,gh/94195301,2021,opened_issues,140,
nlnetlabs/unbound,gh/94195301,2022,closed_issues,104,
nlnetlabs/unbound,gh/94195301,2022,opened_issues,170,
nlnetlabs/unbound,gh/94195301,2023,closed_issues,100,
nlnetlabs/unbound,gh/94195301,2023,opened_issues,121,
nlnetlabs/unbound,gh/94195301,2024,closed_issues,119,
nlnetlabs/unbound,gh/94195301,2024,opened_issues,161,
nlnetlabs/unbound,gh/94195301,2025,closed_issues,112,
nlnetlabs/unbound,gh/94195301,2025,opened_issues,135,
node-fetch/fetch-blob,gh/186960326,2021,closed_issues,20,
node-fetch/fetch-blob,gh/186960326,2021,opened_issues,18,
node-fetch/fetch-blob,gh/186960326,2022,closed_issues,4,
node-fetch/fetch-blob,gh/186960326,2022,opened_issues,3,
node-fetch/fetch-blob,gh/186960326,2023,closed_issues,0,
node-fetch/fetch-blob,gh/186960326,2023,opened_issues,0,
node-fetch/fetch-blob,gh/186960326,2024,closed_issues,0,
node-fetch/fetch-blob,gh/186960326,2024,opened_issues,1,
node-fetch/fetch-blob,gh/186960326,2025,closed_issues,0,
node-fetch/fetch-blob,gh/186960326,2025,opened_issues,1,
node-fetch/node-fetch,gh/29849956,2021,closed_issues,136,
node-fetch/node-fetch,gh/29849956,2021,opened_issues,191,
node-fetch/node-fetch,gh/29849956,2022,closed_issues,79,
node-fetch/node-fetch,gh/29849956,2022,opened_issues,88,
node-fetch/node-fetch,gh/29849956,2023,closed_issues,18,
node-fetch/node-fetch,gh/29849956,2023,opened_issues,42,
node-fetch/node-fetch,gh/29849956,2024,closed_issues,3,
node-fetch/node-fetch,gh/29849956,2024,opened_issues,13,
node-fetch/node-fetch,gh/29849956,2025,closed_issues,1,
node-fetch/node-fetch,gh/29849956,2025,opened_issues,12,
nodeca/argparse,gh/4325614,2021,closed_issues,5,
nodeca/argparse,gh/4325614,2021,opened_issues,5,
nodeca/argparse,gh/4325614,2022,closed_issues,5,
nodeca/argparse,gh/4325614,2022,opened_issues,6,
nodeca/argparse,gh/4325614,2023,closed_issues,2,
nodeca/argparse,gh/4325614,2023,opened_issues,2,
nodeca/argparse,gh/4325614,2024,closed_issues,0,
nodeca/argparse,gh/4325614,2024,opened_issues,2,
nodeca/argparse,gh/4325614,2025,closed_issues,1,
nodeca/argparse,gh/4325614,2025,opened_issues,5,
nodeca/js-yaml,gh/2504175,2021,closed_issues,35,
nodeca/js-yaml,gh/2504175,2021,opened_issues,43,
nodeca/js-yaml,gh/2504175,2022,closed_issues,29,
nodeca/js-yaml,gh/2504175,2022,opened_issues,31,
nodeca/js-yaml,gh/2504175,2023,closed_issues,7,
nodeca/js-yaml,gh/2504175,2023,opened_issues,18,
nodeca/js-yaml,gh/2504175,2024,closed_issues,2,
nodeca/js-yaml,gh/2504175,2024,opened_issues,9,
nodeca/js-yaml,gh/2504175,2025,closed_issues,2,
nodeca/js-yaml,gh/2504175,2025,opened_issues,5,
nodeca/pako,gh/16231859,2021,closed_issues,30,
nodeca/pako,gh/16231859,2021,opened_issues,32,
nodeca/pako,gh/16231859,2022,closed_issues,12,
nodeca/pako,gh/16231859,2022,opened_issues,17,
nodeca/pako,gh/16231859,2023,closed_issues,4,
nodeca/pako,gh/16231859,2023,opened_issues,12,
nodeca/pako,gh/16231859,2024,closed_issues,4,
nodeca/pako,gh/16231859,2024,opened_issues,7,
nodeca/pako,gh/16231859,2025,closed_issues,2,
nodeca/pako,gh/16231859,2025,opened_issues,4,
nodejs/cjs-module-lexer,gh/263814238,2021,closed_issues,15,
nodejs/cjs-module-lexer,gh/263814238,2021,opened_issues,18,
nodejs/cjs-module-lexer,gh/263814238,2022,closed_issues,6,
nodejs/cjs-module-lexer,gh/263814238,2022,opened_issues,7,
nodejs/cjs-module-lexer,gh/263814238,2023,closed_issues,5,
nodejs/cjs-module-lexer,gh/263814238,2023,opened_issues,5,
nodejs/cjs-module-lexer,gh/263814238,2024,closed_issues,1,
nodejs/cjs-module-lexer,gh/263814238,2024,opened_issues,5,
nodejs/cjs-module-lexer,gh/263814238,2025,closed_issues,5,
nodejs/cjs-module-lexer,gh/263814238,2025,opened_issues,6,
nodejs/nan,gh/11545928,2021,opened_issues,16,
nodejs/nan,gh/11545928,2022,opened_issues,8,
nodejs/nan,gh/11545928,2023,opened_issues,7,
nodejs/nan,gh/11545928,2024,opened_issues,9,
nodejs/nan,gh/11545928,2025,opened_issues,4,
nodejs/node,gh/27193779,2021,closed_issues,1090,
nodejs/node,gh/27193779,2021,opened_issues,1443,
nodejs/node,gh/27193779,2022,closed_issues,1341,
nodejs/node,gh/27193779,2022,opened_issues,1314,
nodejs/node,gh/27193779,2023,closed_issues,1522,
nodejs/node,gh/27193779,2023,opened_issues,1680,
nodejs/node,gh/27193779,2024,closed_issues,1392,
nodejs/node,gh/27193779,2024,opened_issues,1500,
nodejs/node,gh/27193779,2025,closed_issues,1169,
nodejs/node,gh/27193779,2025,opened_issues,1333,
nodejs/node-addon-api,gh/81384578,2021,opened_issues,150,
nodejs/node-addon-api,gh/81384578,2022,opened_issues,83,
nodejs/node-addon-api,gh/81384578,2023,opened_issues,48,
nodejs/node-addon-api,gh/81384578,2024,opened_issues,42,
nodejs/node-addon-api,gh/81384578,2025,opened_issues,20,
nodejs/readable-stream,gh/5187096,2021,closed_issues,2,
nodejs/readable-stream,gh/5187096,2021,opened_issues,5,
nodejs/readable-stream,gh/5187096,2022,closed_issues,40,
nodejs/readable-stream,gh/5187096,2022,opened_issues,20,
nodejs/readable-stream,gh/5187096,2023,closed_issues,19,
nodejs/readable-stream,gh/5187096,2023,opened_issues,17,
nodejs/readable-stream,gh/5187096,2024,closed_issues,8,
nodejs/readable-stream,gh/5187096,2024,opened_issues,12,
nodejs/readable-stream,gh/5187096,2025,closed_issues,1,
nodejs/readable-stream,gh/5187096,2025,opened_issues,3,
nodejs/string_decoder,gh/95052330,2021,closed_issues,1,
nodejs/string_decoder,gh/95052330,2021,opened_issues,2,
nodejs/string_decoder,gh/95052330,2022,closed_issues,0,
nodejs/string_decoder,gh/95052330,2022,opened_issues,0,
nodejs/string_decoder,gh/95052330,2023,closed_issues,0,
nodejs/string_decoder,gh/95052330,2023,opened_issues,0,
nodejs/string_decoder,gh/95052330,2024,closed_issues,0,
nodejs/string_decoder,gh/95052330,2024,opened_issues,0,
nodejs/string_decoder,gh/95052330,2025,closed_issues,0,
nodejs/string_decoder,gh/95052330,2025,opened_issues,0,
nodejs/undici,gh/133092972,2021,closed_issues,255,
nodejs/undici,gh/133092972,2021,opened_issues,270,
nodejs/undici,gh/133092972,2022,closed_issues,166,
nodejs/undici,gh/133092972,2022,opened_issues,205,
nodejs/undici,gh/133092972,2023,closed_issues,178,
nodejs/undici,gh/133092972,2023,opened_issues,231,
nodejs/undici,gh/133092972,2024,closed_issues,309,
nodejs/undici,gh/133092972,2024,opened_issues,351,
nodejs/undici,gh/133092972,2025,closed_issues,139,
nodejs/undici,gh/133092972,2025,opened_issues,182,
nodelib/nodelib,gh/129310478,2021,closed_issues,4,
nodelib/nodelib,gh/129310478,2021,opened_issues,2,
nodelib/nodelib,gh/129310478,2022,closed_issues,3,
nodelib/nodelib,gh/129310478,2022,opened_issues,3,
nodelib/nodelib,gh/129310478,2023,closed_issues,1,
nodelib/nodelib,gh/129310478,2023,opened_issues,2,
nodelib/nodelib,gh/129310478,2024,closed_issues,7,
nodelib/nodelib,gh/129310478,2024,opened_issues,5,
nodelib/nodelib,gh/129310478,2025,closed_issues,0,
nodelib/nodelib,gh/129310478,2025,opened_issues,4,
novemberborn/common-path-prefix,gh/49427436,2021,opened_issues,0,
novemberborn/common-path-prefix,gh/49427436,2022,opened_issues,0,
novemberborn/common-path-prefix,gh/49427436,2023,opened_issues,0,
novemberborn/common-path-prefix,gh/49427436,2024,opened_issues,0,
novemberborn/common-path-prefix,gh/49427436,2025,opened_issues,0,
npm/abbrev-js,gh/554893,2021,closed_issues,0,
npm/abbrev-js,gh/554893,2021,opened_issues,0,
npm/abbrev-js,gh/554893,2022,closed_issues,0,
npm/abbrev-js,gh/554893,2022,opened_issues,0,
npm/abbrev-js,gh/554893,2023,closed_issues,0,
npm/abbrev-js,gh/554893,2023,opened_issues,0,
npm/abbrev-js,gh/554893,2024,closed_issues,0,
npm/abbrev-js,gh/554893,2024,opened_issues,1,
npm/abbrev-js,gh/554893,2025,closed_issues,1,
npm/abbrev-js,gh/554893,2025,opened_issues,0,
npm/are-we-there-yet,gh/27612014,2021,opened_issues,3,
npm/are-we-there-yet,gh/27612014,2022,opened_issues,0,
npm/are-we-there-yet,gh/27612014,2023,opened_issues,1,
npm/are-we-there-yet,gh/27612014,2024,opened_issues,0,
npm/are-we-there-yet,gh/27612014,2025,opened_issues,0,
npm/cacache,gh/193812470,2021,closed_issues,3,
npm/cacache,gh/193812470,2021,opened_issues,6,
npm/cacache,gh/193812470,2022,closed_issues,2,
npm/cacache,gh/193812470,2022,opened_issues,7,
npm/cacache,gh/193812470,2023,closed_issues,18,
npm/cacache,gh/193812470,2023,opened_issues,5,
npm/cacache,gh/193812470,2024,closed_issues,2,
npm/cacache,gh/193812470,2024,opened_issues,5,
npm/cacache,gh/193812470,2025,closed_issues,2,
npm/cacache,gh/193812470,2025,opened_issues,2,
npm/gauge,gh/28640038,2021,opened_issues,1,
npm/gauge,gh/28640038,2022,opened_issues,1,
npm/gauge,gh/28640038,2023,opened_issues,1,
npm/gauge,gh/28640038,2024,opened_issues,0,
npm/gauge,gh/28640038,2025,opened_issues,0,
npm/hosted-git-info,gh/25002984,2021,closed_issues,8,
npm/hosted-git-info,gh/25002984,2021,opened_issues,11,
npm/hosted-git-info,gh/25002984,2022,closed_issues,10,
npm/hosted-git-info,gh/25002984,2022,opened_issues,6,
npm/hosted-git-info,gh/25002984,2023,closed_issues,2,
npm/hosted-git-info,gh/25002984,2023,opened_issues,2,
npm/hosted-git-info,gh/25002984,2024,closed_issues,2,
npm/hosted-git-info,gh/25002984,2024,opened_issues,1,
npm/hosted-git-info,gh/25002984,2025,closed_issues,1,
npm/hosted-git-info,gh/25002984,2025,opened_issues,1,
npm/ini,gh/2167680,2021,closed_issues,10,
npm/ini,gh/2167680,2021,opened_issues,9,
npm/ini,gh/2167680,2022,closed_issues,13,
npm/ini,gh/2167680,2022,opened_issues,6,
npm/ini,gh/2167680,2023,closed_issues,17,
npm/ini,gh/2167680,2023,opened_issues,3,
npm/ini,gh/2167680,2024,closed_issues,16,
npm/ini,gh/2167680,2024,opened_issues,17,
npm/ini,gh/2167680,2025,closed_issues,0,
npm/ini,gh/2167680,2025,opened_issues,1,
npm/json-parse-even-better-errors,gh/211384370,2021,closed_issues,0,
npm/json-parse-even-better-errors,gh/211384370,2021,opened_issues,0,
npm/json-parse-even-better-errors,gh/211384370,2022,closed_issues,1,
npm/json-parse-even-better-errors,gh/211384370,2022,opened_issues,2,
npm/json-parse-even-better-errors,gh/211384370,2023,closed_issues,0,
npm/json-parse-even-better-errors,gh/211384370,2023,opened_issues,0,
npm/json-parse-even-better-errors,gh/211384370,2024,closed_issues,1,
npm/json-parse-even-better-errors,gh/211384370,2024,opened_issues,0,
npm/json-parse-even-better-errors,gh/211384370,2025,closed_issues,0,
npm/json-parse-even-better-errors,gh/211384370,2025,opened_issues,0,
npm/make-fetch-happen,gh/193818300,2021,opened_issues,10,
npm/make-fetch-happen,gh/193818300,2022,opened_issues,8,
npm/make-fetch-happen,gh/193818300,2023,opened_issues,4,
npm/make-fetch-happen,gh/193818300,2024,opened_issues,3,
npm/make-fetch-happen,gh/193818300,2025,opened_issues,0,
npm/mute-stream,gh/5159166,2021,closed_issues,0,
npm/mute-stream,gh/5159166,2021,opened_issues,0,
npm/mute-stream,gh/5159166,2022,closed_issues,3,
npm/mute-stream,gh/5159166,2022,opened_issues,0,
npm/mute-stream,gh/5159166,2023,closed_issues,0,
npm/mute-stream,gh/5159166,2023,opened_issues,0,
npm/mute-stream,gh/5159166,2024,closed_issues,0,
npm/mute-stream,gh/5159166,2024,opened_issues,0,
npm/mute-stream,gh/5159166,2025,closed_issues,0,
npm/mute-stream,gh/5159166,2025,opened_issues,0,
npm/node-semver,gh/1357199,2021,closed_issues,15,
npm/node-semver,gh/1357199,2021,opened_issues,29,
npm/node-semver,gh/1357199,2022,closed_issues,51,
npm/node-semver,gh/1357199,2022,opened_issues,41,
npm/node-semver,gh/1357199,2023,closed_issues,43,
npm/node-semver,gh/1357199,2023,opened_issues,41,
npm/node-semver,gh/1357199,2024,closed_issues,17,
npm/node-semver,gh/1357199,2024,opened_issues,20,
npm/node-semver,gh/1357199,2025,closed_issues,18,
npm/node-semver,gh/1357199,2025,opened_issues,15,
npm/node-which,gh/2169708,2021,closed_issues,0,
npm/node-which,gh/2169708,2021,opened_issues,3,
npm/node-which,gh/2169708,2022,closed_issues,6,
npm/node-which,gh/2169708,2022,opened_issues,0,
npm/node-which,gh/2169708,2023,closed_issues,2,
npm/node-which,gh/2169708,2023,opened_issues,3,
npm/node-which,gh/2169708,2024,closed_issues,0,
npm/node-which,gh/2169708,2024,opened_issues,0,
npm/node-which,gh/2169708,2025,closed_issues,0,
npm/node-which,gh/2169708,2025,opened_issues,1,
npm/nopt,gh/1544436,2021,closed_issues,0,
npm/nopt,gh/1544436,2021,opened_issues,0,
npm/nopt,gh/1544436,2022,closed_issues,3,
npm/nopt,gh/1544436,2022,opened_issues,1,
npm/nopt,gh/1544436,2023,closed_issues,2,
npm/nopt,gh/1544436,2023,opened_issues,2,
npm/nopt,gh/1544436,2024,closed_issues,0,
npm/nopt,gh/1544436,2024,opened_issues,0,
npm/nopt,gh/1544436,2025,closed_issues,5,
npm/nopt,gh/1544436,2025,opened_issues,1,
npm/normalize-package-data,gh/9301720,2021,closed_issues,13,
npm/normalize-package-data,gh/9301720,2021,opened_issues,5,
npm/normalize-package-data,gh/9301720,2022,closed_issues,1,
npm/normalize-package-data,gh/9301720,2022,opened_issues,1,
npm/normalize-package-data,gh/9301720,2023,closed_issues,4,
npm/normalize-package-data,gh/9301720,2023,opened_issues,4,
npm/normalize-package-data,gh/9301720,2024,closed_issues,0,
npm/normalize-package-data,gh/9301720,2024,opened_issues,0,
npm/normalize-package-data,gh/9301720,2025,closed_issues,3,
npm/normalize-package-data,gh/9301720,2025,opened_issues,1,
npm/npm-normalize-package-bin,gh/226960383,2021,opened_issues,0,
npm/npm-normalize-package-bin,gh/226960383,2022,opened_issues,1,
npm/npm-normalize-package-bin,gh/226960383,2023,opened_issues,0,
npm/npm-normalize-package-bin,gh/226960383,2024,opened_issues,0,
npm/npm-normalize-package-bin,gh/226960383,2025,opened_issues,1,
npm/npmlog,gh/4569994,2021,opened_issues,5,
npm/npmlog,gh/4569994,2022,opened_issues,1,
npm/npmlog,gh/4569994,2023,opened_issues,2,
npm/npmlog,gh/4569994,2024,opened_issues,1,
npm/npmlog,gh/4569994,2025,opened_issues,0,
npm/proc-log,gh/358373909,2021,opened_issues,0,
npm/proc-log,gh/358373909,2022,opened_issues,0,
npm/proc-log,gh/358373909,2023,opened_issues,0,
npm/proc-log,gh/358373909,2024,opened_issues,2,
npm/proc-log,gh/358373909,2025,opened_issues,0,
npm/ssri,gh/193817839,2021,closed_issues,1,
npm/ssri,gh/193817839,2021,opened_issues,3,
npm/ssri,gh/193817839,2022,closed_issues,2,
npm/ssri,gh/193817839,2022,opened_issues,1,
