user_id,login,has_sponsors_listing,status,fetched_at
1254480,jwakely,False,ok,2026-07-05T18:36:58+00:00
1256082,jamadden,False,ok,2026-07-05T18:36:58+00:00
1271348,besser82,False,ok,2026-07-05T18:37:00+00:00
1282980,ben-eb,False,ok,2026-07-05T18:37:00+00:00
1286074,caspermeijn,False,ok,2026-07-05T18:36:52+00:00
1286980,kryde,False,ok,2026-07-05T18:37:02+00:00
1299873,remusao,False,ok,2026-07-05T18:36:51+00:00
1300387,nipunn1313,False,ok,2026-07-05T18:36:55+00:00
1309177,charliermarsh,False,ok,2026-07-05T18:36:52+00:00
1312546,tomaugspurger,False,ok,2026-07-05T18:36:52+00:00
1322974,anntzer,False,ok,2026-07-05T18:36:56+00:00
1324225,hugovk,True,ok,2026-07-05T18:36:55+00:00
1334536,rauno56,False,ok,2026-07-05T18:36:51+00:00
1365071,rob--w,False,ok,2026-07-05T18:36:52+00:00
1365881,sokra,True,ok,2026-07-05T18:36:58+00:00
1377457,pganssle,False,ok,2026-07-05T18:36:59+00:00
1380062,ilyavolodin,False,ok,2026-07-05T18:36:56+00:00
1382556,lukasa,False,ok,2026-07-05T18:36:58+00:00
1390651,andyperlitch,False,ok,2026-07-05T18:36:56+00:00
1392512,altsysrq,False,ok,2026-07-05T18:36:51+00:00
1404810,simenb,False,ok,2026-07-05T18:36:57+00:00
1443911,lpinca,True,ok,2026-07-05T18:36:58+00:00
1454649,valenting,True,ok,2026-07-05T18:36:53+00:00
1455697,sfackler,True,ok,2026-07-05T18:36:55+00:00
1484279,bitinn,False,ok,2026-07-05T18:37:01+00:00
1493671,xtuc,False,ok,2026-07-05T18:36:55+00:00
1507086,chicoxyzzy,False,ok,2026-07-05T18:36:52+00:00
1509422,cworth-gh,False,ok,2026-07-05T18:36:54+00:00
1510004,aabmass,False,ok,2026-07-05T18:32:32+00:00
1522444,kaniini,True,ok,2026-07-05T18:36:59+00:00
1523305,kamilogorek,True,ok,2026-07-05T18:36:59+00:00
1538624,timothygu,False,ok,2026-07-05T18:36:51+00:00
1539897,benoitgrelard,False,ok,2026-07-05T18:37:00+00:00
1540597,benlesh,False,ok,2026-07-05T18:37:00+00:00
1553248,davidmalcolm,False,ok,2026-07-05T18:36:55+00:00
