repo,repo_id,criticality_score,language,license,star_count,created_at,updated_at,created_since,updated_since,contributor_count,org_count,commit_frequency,recent_release_count,updated_issues_count,closed_issues_count,issue_comment_frequency,github_mention_count,depsdev_enabled,checked_at,status,error_reason
python-poetry/tomlkit,gh/140365570,0.44728,Python,MIT License,833,2018-07-06T19:15:46Z,2026-06-23T08:36:56Z,97,0,54,2,1.38,2,0,0,0,975,False,2026-06-29T14:31:56+00:00,ok,
python/mypy_extensions,gh/165752308,0.44662,Python,Other,154,2016-10-15T01:46:45Z,2025-04-22T15:03:11Z,118,14,24,5,0,0,1,0,0,2226,False,2026-06-29T14:33:28+00:00,ok,
libidn/libidn2,gh/87378214,0.44612,C,GNU General Public License v3.0,20,2011-01-04T13:34:56Z,2025-03-08T23:06:28Z,188,16,13,4,0,2,0,0,0,3799,False,2026-07-13T16:58:26+00:00,ok,
antonk52/lilconfig,gh/238967485,0.44611,JavaScript,MIT License,188,2020-02-07T16:06:40Z,2025-12-10T09:00:48Z,77,6,11,3,0.02,2,1,0,4,237,False,2026-06-29T11:42:53+00:00,ok,
jshttp/negotiator,gh/3275614,0.44577,JavaScript,MIT License,383,2012-01-26T17:15:29Z,2026-03-01T10:47:14Z,175,4,22,11,0.21,1,0,0,0,214,False,2026-06-29T13:33:00+00:00,ok,
frenic/csstype,gh/104001328,0.44554,TypeScript,MIT License,1812,2017-09-15T22:09:55Z,2025-11-19T07:56:30Z,106,7,14,3,0.4,8,0,0,0,1555,False,2026-06-29T12:39:07+00:00,ok,
medikoo/es5-ext,gh/1792941,0.44539,JavaScript,ISC License,179,2011-05-24T10:58:30Z,2024-02-27T16:40:39Z,183,28,11,2,0,6,0,1,0,7212,False,2026-06-29T13:49:26+00:00,ok,
mathiasbynens/emoji-regex,gh/24557614,0.44534,JavaScript,MIT License,1909,2014-09-28T11:08:29Z,2025-10-13T08:13:26Z,143,8,18,7,0.13,3,0,0,0,375,False,2026-06-29T13:47:26+00:00,ok,
estools/esquery,gh/11412938,0.44449,JavaScript,Other,888,2013-07-15T02:16:18Z,2025-12-31T15:41:47Z,157,5,23,6,0.04,1,1,0,0,567,False,2026-06-29T12:07:24+00:00,ok,
cosmiconfig/cosmiconfig,gh/45750507,0.44424,TypeScript,MIT License,4153,2015-11-07T19:12:10Z,2026-06-07T20:00:23Z,129,0,37,5,0.4,1,0,0,0,389,False,2026-06-29T11:58:50+00:00,ok,
jorgebucaran/colorette,gh/34648097,0.44417,JavaScript,MIT License,1625,2015-04-27T05:39:56Z,2025-10-03T11:20:56Z,136,8,18,8,0.02,3,0,0,0,276,False,2026-06-29T13:20:20+00:00,ok,
rust-lang/cfg-if,gh/38723660,0.44404,Rust,Apache License 2.0,637,2015-07-08T01:07:04Z,2026-06-22T20:22:36Z,133,0,21,4,0.27,3,0,0,0,808,False,2026-06-29T14:41:28+00:00,ok,
joshuakgoldberg/ts-api-utils,gh/597893818,0.44260,TypeScript,MIT License,117,2023-02-05T23:37:54Z,2026-06-29T05:01:50Z,41,0,12,5,4.96,2,0,0,0,1304,False,2026-06-29T13:20:26+00:00,ok,
jbgutierrez/path-parse,gh/34113780,0.44194,JavaScript,MIT License,56,2015-04-17T11:46:39Z,2021-05-25T12:49:28Z,136,62,5,3,0,0,0,0,0,127078,False,2026-06-29T13:16:54+00:00,ok,
sindresorhus/parse-json,gh/41367145,0.44186,JavaScript,MIT License,372,2015-08-25T14:06:06Z,2025-04-09T08:58:57Z,132,14,15,9,0,1,1,0,1,74,False,2026-06-29T15:00:32+00:00,ok,
hyperium/http-body,gh/183281612,0.44182,Rust,MIT License,167,2019-04-24T18:04:32Z,2025-11-25T21:49:27Z,87,7,27,6,0.15,2,0,0,0,467,False,2026-06-29T12:55:04+00:00,ok,
jonschlinkert/kind-of,gh/24491562,0.44170,JavaScript,MIT License,355,2014-09-26T08:08:29Z,2023-11-03T00:01:28Z,143,32,12,5,0,1,1,1,0,2098,False,2026-06-29T13:19:50+00:00,ok,
npm/write-file-atomic,gh/23896209,0.44044,JavaScript,ISC License,252,2014-09-10T23:25:49Z,2026-06-18T15:50:20Z,143,0,29,5,0.44,3,0,0,0,210,False,2026-06-29T14:17:03+00:00,ok,
jshttp/content-disposition,gh/24216676,0.44030,TypeScript,MIT License,244,2014-09-19T04:51:58Z,2026-05-28T02:53:43Z,143,1,17,7,0.67,4,0,0,0,146,False,2026-06-29T13:26:23+00:00,ok,
pexpect/ptyprocess,gh/24727748,0.43947,Python,Other,239,2014-10-02T16:52:41Z,2025-07-17T11:34:45Z,142,11,21,9,0.04,0,0,0,0,484,False,2026-06-29T14:23:20+00:00,ok,
chronotope/humantime,gh/59320323,0.43936,Rust,Apache License 2.0,385,2016-05-20T19:17:59Z,2025-09-11T12:01:22Z,123,9,20,6,0.33,2,0,1,0,271,False,2026-06-29T11:25:18+00:00,ok,
cloudflare/cloudflare-python,gh/753271547,0.43933,Python,Apache License 2.0,468,2024-02-05T19:49:12Z,2026-06-16T20:56:41Z,29,0,20,4,41.94,7,0,0,0,74,False,2026-06-29T11:25:18+00:00,ok,
pillarjs/finalhandler,gh/20547377,0.43899,JavaScript,MIT License,232,2014-06-06T01:27:19Z,2026-06-02T15:22:12Z,146,0,12,7,0.77,2,0,0,0,344,False,2026-06-29T14:23:33+00:00,ok,
isaacs/cliui,gh/634056857,0.43898,TypeScript,Other,2,2015-04-20T21:29:34Z,2026-02-05T18:57:02Z,136,4,19,6,0.08,1,1,0,0,490,False,2026-06-29T13:01:20+00:00,ok,
octokit/openapi-types.ts,gh/304109193,0.43825,JavaScript,MIT License,55,2020-10-14T19:00:27Z,2026-03-26T00:11:37Z,69,3,14,7,0.38,2,0,1,0,557,False,2026-06-29T14:18:22+00:00,ok,
sindresorhus/ansi-escapes,gh/40721875,0.43820,JavaScript,MIT License,550,2015-08-14T15:23:08Z,2026-02-04T16:19:50Z,132,4,18,6,0.21,4,1,1,0,138,False,2026-06-29T14:52:58+00:00,ok,
chalk/strip-ansi,gh/15014856,0.43801,JavaScript,MIT License,501,2013-12-07T23:28:23Z,2026-02-26T13:50:15Z,152,4,13,6,0.1,2,0,0,0,681,False,2026-06-29T11:57:09+00:00,ok,
burntsushi/ucd-generate,gh/123997498,0.43722,Rust,Apache License 2.0,118,2018-03-06T00:37:32Z,2024-09-29T12:18:53Z,101,21,16,8,0,5,0,0,0,206,False,2026-06-29T11:53:54+00:00,ok,
unicode-rs/unicode-xid,gh/34637906,0.43639,Rust,Other,53,2015-04-27T00:07:17Z,2025-09-12T16:25:36Z,136,9,22,6,0.23,0,0,0,0,808,False,2026-06-29T15:18:34+00:00,ok,
python-hyper/brotlicffi,gh/43543393,0.43613,Python,MIT License,152,2015-10-01T17:07:58Z,2026-03-05T18:19:47Z,130,3,22,9,0.21,1,0,0,0,141,False,2026-06-29T14:30:29+00:00,ok,
jshttp/on-finished,gh/15349765,0.43548,JavaScript,MIT License,404,2013-12-20T22:31:58Z,2025-12-02T08:24:54Z,152,6,14,8,0.23,1,0,0,0,356,False,2026-06-29T13:33:06+00:00,ok,
realpython/pytest-mypy,gh/69576530,0.43408,Python,MIT License,256,2016-09-29T14:39:23Z,2026-06-13T22:31:35Z,118,0,16,5,0.44,2,0,0,0,444,False,2026-06-29T14:37:56+00:00,ok,
tapjs/signal-exit,gh/35711072,0.43271,TypeScript,Blue Oak Model License 1.0.0,201,2015-05-16T05:21:30Z,2025-10-25T19:21:33Z,135,8,14,7,0.02,1,0,0,0,497,False,2026-06-29T15:11:47+00:00,ok,
python-trio/sniffio,gh/142657210,0.43236,Python,Other,150,2018-07-28T07:15:07Z,2026-03-06T12:22:17Z,96,3,17,8,0.12,0,0,0,0,618,False,2026-06-29T14:32:03+00:00,ok,
qix-/color-convert,gh/1874305,0.43130,JavaScript,MIT License,821,2011-06-10T04:15:33Z,2025-11-14T18:26:32Z,183,7,31,6,0.06,2,0,0,0,128,False,2026-06-29T14:33:47+00:00,ok,
pvorb/clone,gh/2317381,0.43111,JavaScript,MIT License,794,2011-09-03T01:46:56Z,2026-06-21T14:39:34Z,180,0,34,6,0.04,2,1,1,0,60,False,2026-06-29T14:26:14+00:00,ok,
rust-random/rand_core,gh/1086593277,0.43109,Rust,Apache License 2.0,12,2018-03-23T12:36:46Z,2026-04-13T15:07:23Z,100,2,38,4,1.88,2,0,0,0,109,False,2026-06-29T14:47:05+00:00,ok,
thlorenz/convert-source-map,gh/8751561,0.43019,JavaScript,MIT License,171,2013-03-13T12:22:33Z,2025-03-26T15:36:26Z,161,15,27,5,0,2,1,0,0,199,False,2026-06-29T15:13:42+00:00,ok,
paulmillr/readdirp,gh/4494405,0.42998,JavaScript,MIT License,421,2012-05-30T12:21:00Z,2026-05-09T11:39:55Z,171,1,37,5,0.13,1,0,0,0,180,False,2026-06-29T14:22:46+00:00,ok,
sindresorhus/find-up,gh/41723004,0.42962,JavaScript,MIT License,641,2015-09-01T07:12:49Z,2025-09-16T01:16:40Z,131,9,17,8,0.12,1,0,0,0,203,False,2026-06-29T14:55:15+00:00,ok,
smol-rs/fastrand,gh/267368764,0.42921,Rust,Apache License 2.0,592,2020-05-27T16:18:29Z,2026-05-03T04:16:29Z,74,1,24,3,0.33,2,0,0,0,1091,False,2026-06-29T15:04:07+00:00,ok,
browserify/node-util,gh/14568009,0.42876,JavaScript,MIT License,254,2013-11-20T20:21:10Z,2022-10-16T20:24:39Z,153,45,12,6,0,1,0,0,0,1194,False,2026-06-29T11:51:56+00:00,ok,
servo/rust-fnv,gh/33499190,0.42826,Rust,Apache License 2.0,356,2015-04-06T18:43:00Z,2024-03-20T08:58:29Z,136,27,19,9,0,0,0,0,0,333,False,2026-06-29T14:52:35+00:00,ok,
serde-rs/bytes,gh/87358441,0.42803,Rust,Apache License 2.0,383,2017-04-05T21:31:15Z,2026-06-24T03:02:38Z,112,0,9,3,0.33,2,0,0,0,2330,False,2026-06-29T14:51:28+00:00,ok,
sindresorhus/quick-lru,gh/86679721,0.42760,JavaScript,MIT License,759,2017-03-30T08:41:55Z,2025-10-10T07:55:44Z,112,8,18,8,0.17,3,1,1,0,49,False,2026-06-29T15:01:00+00:00,ok,
estools/estraverse,gh/6145439,0.42737,JavaScript,"BSD 2-Clause ""Simplified"" License",967,2012-10-09T18:20:56Z,2021-10-25T12:14:44Z,167,56,27,10,0,2,0,0,0,79,False,2026-06-29T12:08:23+00:00,ok,
gweis/isodate,gh/6449370,0.42704,Python,"BSD 3-Clause ""New"" or ""Revised"" License",175,2009-01-04T19:32:56Z,2024-10-09T01:49:36Z,212,20,24,6,0,0,0,1,0,400,False,2026-06-29T12:53:22+00:00,ok,
cheeriojs/dom-serializer,gh/18991884,0.42684,TypeScript,MIT License,142,2014-04-21T12:10:11Z,2026-06-29T01:52:55Z,148,0,21,6,3.29,3,0,0,0,30,False,2026-06-29T11:57:37+00:00,ok,
aio-libs/aiosignal,gh/205007356,0.42616,Python,Apache License 2.0,164,2019-08-28T19:24:50Z,2026-06-25T10:24:41Z,83,0,13,4,1.88,1,0,0,0,714,False,2026-06-29T11:30:49+00:00,ok,
dtolnay/indoc,gh/54252316,0.42478,Rust,Apache License 2.0,786,2016-03-19T07:01:28Z,2026-06-24T03:02:28Z,125,0,8,3,0.6,1,1,0,0,1919,False,2026-06-29T12:02:55+00:00,ok,
daaku/nodejs-tmpl,gh/2171213,0.42428,JavaScript,Other,20,2011-08-08T02:25:27Z,2021-09-07T06:45:49Z,181,58,4,3,0,0,0,0,0,45585,False,2026-06-29T12:00:15+00:00,ok,
micromatch/anymatch,gh/11458302,0.42355,JavaScript,ISC License,402,2013-07-16T19:31:22Z,2022-11-21T18:19:43Z,157,43,14,6,0,1,1,1,0,378,False,2026-06-29T13:50:07+00:00,ok,
dtolnay/ryu,gh/142720484,0.42282,Rust,Apache License 2.0,701,2018-07-29T00:58:20Z,2026-06-24T03:02:34Z,96,0,8,2,1.06,3,1,1,0,1506,False,2026-06-29T12:03:36+00:00,ok,
jslicense/spdx-license-ids,gh/26001547,0.42264,JavaScript,,37,2014-10-31T04:06:09Z,2026-02-20T23:01:23Z,141,4,6,2,0.1,3,1,1,1,596,False,2026-06-29T13:33:51+00:00,ok,
chalk/ansi-styles,gh/11803168,0.42223,JavaScript,MIT License,461,2013-07-31T22:56:01Z,2026-02-27T04:47:01Z,157,4,21,5,0.06,1,0,0,0,270,False,2026-06-29T11:56:52+00:00,ok,
jshttp/statuses,gh/17690272,0.42217,JavaScript,MIT License,285,2014-03-13T01:20:34Z,2025-09-30T14:00:56Z,149,9,15,9,0.15,1,0,0,0,106,False,2026-06-29T13:33:17+00:00,ok,
suguru03/neo-async,gh/27030361,0.42211,JavaScript,Other,652,2014-11-23T11:32:22Z,2020-12-14T19:30:22Z,141,67,21,7,0,6,0,0,0,106,False,2026-06-29T15:10:56+00:00,ok,
python-jsonschema/referencing,gh/569027868,0.42208,Python,MIT License,53,2022-11-21T22:11:06Z,2026-06-23T10:56:34Z,43,0,8,4,4.48,1,0,0,0,1401,False,2026-06-29T14:31:42+00:00,ok,
nodejs/string_decoder,gh/95052330,0.42179,JavaScript,Other,35,2013-12-03T20:11:13Z,2026-03-20T15:00:09Z,153,3,9,7,0.02,1,1,1,1,46,False,2026-06-29T14:12:19+00:00,ok,
jshttp/fresh,gh/4617552,0.42155,JavaScript,MIT License,163,2012-06-10T19:09:05Z,2026-06-23T16:33:46Z,171,0,22,10,0.23,0,0,0,0,75,False,2026-06-29T13:29:14+00:00,ok,
jshttp/accepts,gh/15482433,0.42056,JavaScript,MIT License,266,2013-12-27T21:42:25Z,2026-04-02T16:03:02Z,152,2,16,9,0.12,2,0,0,0,54,False,2026-06-29T13:26:17+00:00,ok,
acornjs/acorn-jsx,gh/22187098,0.42029,JavaScript,MIT License,670,2012-09-24T08:48:45Z,2022-11-14T16:40:32Z,167,44,52,7,0,0,0,0,0,103,False,2026-06-29T11:29:20+00:00,ok,
python/tzdata,gh/242158882,0.42017,Python,Other,106,2020-02-19T18:04:35Z,2026-06-01T19:32:14Z,77,0,8,2,0.67,3,0,0,0,3520,False,2026-06-29T14:33:41+00:00,ok,
jviereck/regjsparser,gh/14087781,0.41995,JavaScript,"BSD 2-Clause ""Simplified"" License",84,2013-11-03T15:35:34Z,2026-06-13T12:39:15Z,154,0,16,5,0.33,3,0,0,0,132,False,2026-06-29T13:35:15+00:00,ok,
yargs/cliui,gh/34287546,0.41966,JavaScript,ISC License,396,2015-04-20T21:29:07Z,2025-07-03T20:01:53Z,136,12,19,6,0.04,3,0,0,0,96,False,2026-06-29T15:31:20+00:00,ok,
beatgammit/base64-js,gh/2853282,0.41955,JavaScript,MIT License,880,2011-11-25T23:58:48Z,2024-07-24T16:50:30Z,177,23,16,3,0,1,1,0,0,1047,False,2026-06-29T11:50:47+00:00,ok,
aio-libs/propcache,gh/866565706,0.41951,Python,Apache License 2.0,35,2024-10-02T13:45:18Z,2026-06-24T21:40:39Z,21,0,16,4,2.19,4,0,0,0,763,False,2026-06-29T11:36:39+00:00,ok,
jshttp/type-is,gh/15484233,0.41902,JavaScript,MIT License,230,2013-12-28T00:06:03Z,2026-05-13T15:38:24Z,152,1,21,8,0.21,1,0,0,0,60,False,2026-06-29T13:33:23+00:00,ok,
dtolnay/paste,gh/155652490,0.41867,Rust,Apache License 2.0,1090,2018-11-01T02:44:16Z,2024-10-06T23:16:43Z,93,21,9,3,0,4,0,0,0,1610,False,2026-07-05T15:56:22+00:00,ok,
visionmedia/bytes.js,gh/4626886,0.41867,JavaScript,MIT License,475,2012-06-11T15:44:27Z,2022-01-28T04:56:06Z,171,53,20,9,0,1,0,0,0,124,False,2026-06-29T15:27:52+00:00,ok,
sinonjs/commons,gh/143001748,0.41863,JavaScript,"BSD 3-Clause ""New"" or ""Revised"" License",4,2018-07-31T10:52:54Z,2024-01-20T14:50:44Z,96,29,12,5,0,3,0,0,0,473,False,2026-06-29T15:02:43+00:00,ok,
sindresorhus/get-stream,gh/44264225,0.41853,JavaScript,MIT License,359,2015-10-14T17:22:19Z,2024-10-28T05:14:28Z,130,20,17,5,0,2,0,0,0,246,False,2026-06-29T14:55:33+00:00,ok,
taiki-e/portable-atomic,gh/448365131,0.41850,Rust,Apache License 2.0,238,2022-01-15T18:56:39Z,2026-06-26T18:51:51Z,54,0,10,2,4.67,4,0,0,0,931,False,2026-06-29T15:11:41+00:00,ok,
nv/cssom,gh/1025209,0.41816,JavaScript,MIT License,758,2010-09-12T21:56:20Z,2023-04-18T01:21:40Z,192,38,23,8,0,0,0,0,0,198,False,2026-06-29T14:18:05+00:00,ok,
dtolnay/unicode-ident,gh/492639579,0.41774,Rust,Apache License 2.0,110,2022-05-16T00:44:49Z,2026-06-24T03:02:37Z,50,0,5,2,1.15,6,1,1,0,2628,False,2026-06-29T12:04:13+00:00,ok,
aws/aws-sdk-js-crypto-helpers,gh/149673986,0.41739,TypeScript,Apache License 2.0,68,2018-09-20T21:42:29Z,2026-04-17T21:42:47Z,94,2,28,5,0.06,11,0,0,0,28,False,2026-06-29T11:48:52+00:00,ok,
taiki-e/pin-project-lite,gh/216847853,0.41724,Rust,Apache License 2.0,278,2019-10-22T15:28:55Z,2026-05-28T12:46:20Z,81,1,13,3,0.69,1,0,0,0,1234,False,2026-06-29T15:11:35+00:00,ok,
pyasn1/pyasn1-modules,gh/512723354,0.41633,Python,"BSD 2-Clause ""Simplified"" License",9,2011-02-17T18:35:16Z,2025-05-09T05:29:48Z,187,13,16,3,0,1,0,0,0,959,False,2026-06-29T14:26:32+00:00,ok,
nodeca/argparse,gh/4325614,0.41604,JavaScript,Other,508,2012-05-14T15:30:37Z,2022-05-10T10:09:57Z,171,50,24,6,0,2,0,1,0,101,False,2026-06-29T14:11:00+00:00,ok,
sindresorhus/p-map,gh/71526722,0.41584,JavaScript,MIT License,1500,2016-10-21T03:34:17Z,2026-05-27T08:29:41Z,117,1,18,5,0.1,1,0,0,0,210,False,2026-06-29T15:00:10+00:00,ok,
annotated-types/annotated-types,gh/487934134,0.41513,Python,MIT License,605,2022-05-02T17:36:21Z,2026-02-10T20:18:36Z,50,4,21,6,0.08,1,0,0,0,348,False,2026-06-29T11:42:47+00:00,ok,
juliangruber/balanced-match,gh/13538817,0.41335,TypeScript,Other,132,2013-10-13T12:25:52Z,2026-06-18T10:04:02Z,154,0,17,5,0.35,1,0,0,0,151,False,2026-06-29T13:34:04+00:00,ok,
garycourt/uri-js,gh/989080,0.41323,JavaScript,Other,317,2010-10-15T04:56:37Z,2021-04-01T11:49:33Z,191,63,13,5,0,0,1,0,1,238,False,2026-06-29T12:39:36+00:00,ok,
sindresorhus/binary-extensions,gh/29771015,0.41319,JavaScript,MIT License,89,2015-01-24T08:54:54Z,2025-05-04T07:19:09Z,139,14,23,4,0,2,0,0,0,166,False,2026-06-29T14:53:10+00:00,ok,
lukeed/kleur,gh/140393403,0.41261,JavaScript,MIT License,1697,2018-07-08T19:42:14Z,2022-06-26T18:50:09Z,97,48,16,8,0,2,0,0,0,122,False,2026-06-29T13:45:41+00:00,ok,
samverschueren/decode-uri-component,gh/91837954,0.41199,JavaScript,MIT License,157,2017-05-19T19:15:22Z,2026-06-11T15:10:14Z,110,0,4,1,0.02,0,0,0,0,58911,False,2026-06-29T14:48:17+00:00,ok,
sindresorhus/log-symbols,gh/21673868,0.41122,JavaScript,MIT License,769,2014-07-10T00:51:52Z,2025-05-21T13:46:44Z,145,13,13,8,0,1,0,0,0,98,False,2026-06-29T14:58:00+00:00,ok,
cuviper/autocfg,gh/135481335,0.41097,Rust,Apache License 2.0,114,2018-05-30T18:18:52Z,2026-05-22T11:01:58Z,98,1,10,3,0.08,2,0,0,0,917,False,2026-06-29T11:59:57+00:00,ok,
docutils/docutils,gh/44840244,0.41062,Python,,67,2002-03-26T04:17:58Z,2022-01-16T17:57:56Z,295,54,66,0,3.6,0,0,0,0,3126,False,2026-06-29T12:02:15+00:00,ok,
inspect-js/is-callable,gh/30012910,0.41046,JavaScript,MIT License,42,2015-01-29T09:24:15Z,2025-12-29T22:49:59Z,138,6,8,5,0.02,1,0,1,0,387,False,2026-06-29T12:57:54+00:00,ok,
browserify/events,gh/1649251,0.41033,JavaScript,MIT License,1408,2011-04-22T10:34:27Z,2021-02-27T17:06:12Z,184,64,17,9,0,1,1,0,0,86,False,2026-06-29T11:51:50+00:00,ok,
jprichardson/node-jsonfile,gh/5754307,0.41004,JavaScript,MIT License,1211,2012-09-10T19:02:27Z,2026-04-20T15:30:17Z,168,2,27,3,0.13,1,0,0,0,224,False,2026-07-05T15:40:22+00:00,ok,
sindresorhus/clean-stack,gh/62838930,0.40930,JavaScript,MIT License,346,2016-07-07T21:22:57Z,2025-11-04T06:46:21Z,121,7,15,8,0.1,2,0,0,0,39,False,2026-06-29T14:53:26+00:00,ok,
autotools-mirror/m4,gh/66880383,0.40789,C,GNU General Public License v3.0,28,2000-02-17T03:03:19Z,2026-06-25T15:29:44Z,320,0,14,6,0.5,1,0,0,0,81,False,2026-06-29T11:48:40+00:00,ok,
meinersbur/isl,gh/37677854,0.40784,C,MIT License,76,2008-08-07T23:18:28Z,2026-03-22T11:07:34Z,217,3,44,8,1.69,2,0,0,0,2,False,2026-06-29T13:49:43+00:00,ok,
tim-kos/node-retry,gh/1738798,0.40771,JavaScript,Other,1257,2011-05-10T18:45:32Z,2022-01-20T06:00:10Z,184,54,29,9,0,0,0,0,0,68,False,2026-06-29T15:13:54+00:00,ok,
inspect-js/object-inspect,gh/11683441,0.40739,JavaScript,MIT License,161,2013-07-26T10:15:06Z,2025-08-11T15:20:51Z,157,10,10,3,0.13,2,0,0,0,580,False,2026-06-29T13:00:45+00:00,ok,
sindresorhus/figures,gh/21672939,0.40738,JavaScript,MIT License,629,2014-07-10T00:02:06Z,2024-10-28T05:10:29Z,145,20,12,6,0,2,0,0,0,123,False,2026-06-29T14:54:58+00:00,ok,
jshttp/range-parser,gh/4627131,0.40709,JavaScript,MIT License,96,2012-06-11T16:07:24Z,2026-06-25T20:53:53Z,171,0,15,8,0.19,1,0,0,0,43,False,2026-06-29T13:33:12+00:00,ok,
alexeyraspopov/picocolors,gh/410740124,0.40688,JavaScript,ISC License,1729,2021-09-27T04:22:36Z,2024-11-18T17:46:32Z,57,19,12,5,0,1,0,0,0,737,False,2026-06-29T11:42:01+00:00,ok,
agronholm/exceptiongroup,gh/447694800,0.40681,Python,Other,49,2022-01-13T17:41:33Z,2026-02-18T21:55:23Z,54,4,10,3,0.19,1,0,0,0,2176,False,2026-06-29T11:29:38+00:00,ok,
ajv-validator/ajv-formats,gh/281084700,0.40582,TypeScript,MIT License,226,2020-07-20T10:21:48Z,2024-04-05T21:53:40Z,72,27,12,5,0,4,0,0,0,224,False,2026-06-29T11:36:57+00:00,ok,
rob--w/proxy-from-env,gh/52038793,0.40563,JavaScript,MIT License,71,2016-02-18T20:57:47Z,2026-03-14T18:13:42Z,126,3,4,3,0.38,2,1,0,0,1009,False,2026-06-29T14:39:33+00:00,ok,
srijs/rust-crc32fast,gh/157348282,0.40528,Rust,Apache License 2.0,330,2018-11-13T08:46:22Z,2025-07-13T15:08:42Z,92,11,12,3,0.25,2,0,0,0,511,False,2026-06-29T15:04:39+00:00,ok,
tapjs/stack-utils,gh/48974178,0.40497,JavaScript,MIT License,197,2016-01-03T23:16:14Z,2023-10-10T17:32:02Z,127,33,13,7,0,1,1,0,0,89,False,2026-06-29T15:11:52+00:00,ok,
xiph/ogg,gh/33956205,0.40490,C,"BSD 3-Clause ""New"" or ""Revised"" License",426,2000-09-03T05:54:26Z,2026-03-02T12:39:53Z,314,3,62,1,0.04,0,0,0,0,657,False,2026-06-29T15:30:49+00:00,ok,
sindresorhus/is-docker,gh/33590534,0.40369,JavaScript,MIT License,233,2015-04-08T06:50:53Z,2025-09-15T21:02:09Z,136,9,7,3,0.08,1,0,0,0,1134,False,2026-06-29T14:57:04+00:00,ok,
enarx/ciborium,gh/313759241,0.40341,Rust,Other,381,2020-11-17T22:31:19Z,2026-06-18T23:02:49Z,68,0,40,6,0.5,0,0,0,0,54,False,2026-07-05T15:40:00+00:00,ok,
istanbuljs/test-exclude,gh/60489570,0.40312,JavaScript,ISC License,10,2016-06-06T01:17:48Z,2026-02-22T17:09:37Z,122,4,18,6,0.08,2,0,1,0,29,False,2026-06-29T13:06:50+00:00,ok,
sindresorhus/decamelize,gh/29773710,0.40150,JavaScript,MIT License,244,2015-01-24T10:57:45Z,2026-03-10T20:37:27Z,139,3,15,5,0.08,1,0,0,0,102,False,2026-06-29T14:53:44+00:00,ok,
sindresorhus/import-fresh,gh/22020904,0.40052,JavaScript,MIT License,285,2014-07-19T22:21:27Z,2026-02-25T08:03:34Z,145,4,8,5,0.04,1,0,0,0,244,False,2026-06-29T14:56:42+00:00,ok,
teambition/merge2,gh/25396227,0.40024,JavaScript,MIT License,171,2014-10-18T12:08:24Z,2022-10-08T05:52:07Z,142,45,7,5,0,2,1,0,0,275,False,2026-06-29T15:12:05+00:00,ok,
zesterer/spin-rs,gh/21686666,0.39999,Rust,MIT License,594,2014-07-10T08:36:25Z,2026-05-14T22:50:53Z,145,1,59,3,0.27,0,0,1,0,46,False,2026-06-29T15:32:02+00:00,ok,
sindresorhus/pify,gh/41585934,0.39987,JavaScript,MIT License,1507,2015-08-29T08:12:30Z,2022-09-12T10:11:33Z,131,46,16,6,0,1,0,0,0,109,False,2026-06-29T15:00:55+00:00,ok,
aio-libs-abandoned/async-timeout,gh/67703198,0.39961,Python,Other,572,2016-09-08T12:57:19Z,2025-09-22T02:05:18Z,119,9,26,6,0.31,2,0,0,0,15,False,2026-06-30T16:02:41+00:00,ok,
eslint/doctrine,gh/4286644,0.39915,JavaScript,Apache License 2.0,461,2012-05-10T15:59:27Z,2018-12-03T03:03:26Z,172,92,41,9,0,2,0,0,0,23,False,2026-07-05T15:56:27+00:00,ok,
inspect-js/is-descriptor,gh/41658845,0.39900,JavaScript,MIT License,12,2015-08-31T05:49:09Z,2026-05-12T20:17:37Z,131,1,5,3,0.38,1,1,1,4,11,False,2026-06-29T12:59:14+00:00,ok,
rich-harris/estree-walker,gh/33668779,0.39892,JavaScript,MIT License,422,2015-04-09T12:56:02Z,2025-09-07T19:57:21Z,136,9,12,7,0.02,2,1,1,0,23,False,2026-06-29T14:38:33+00:00,ok,
estools/esrecurse,gh/27429822,0.39889,JavaScript,Other,80,2014-12-02T11:37:00Z,2023-03-30T19:46:27Z,140,39,10,6,0,1,0,0,0,177,False,2026-06-29T12:08:18+00:00,ok,
sindresorhus/strip-json-comments,gh/14468669,0.39815,JavaScript,MIT License,626,2013-11-17T15:02:35Z,2025-08-08T13:52:07Z,153,10,21,2,0.04,1,0,0,0,375,False,2026-06-29T15:02:09+00:00,ok,
scikit-build/ninja-python-distributions,gh/75102202,0.39779,Python,Apache License 2.0,88,2016-11-29T16:50:33Z,2026-06-28T17:29:43Z,116,0,12,4,0.73,1,0,0,0,116,False,2026-06-29T14:50:51+00:00,ok,
alexei/sprintf.js,gh/9175790,0.39767,JavaScript,"BSD 3-Clause ""New"" or ""Revised"" License",2140,2013-04-02T17:32:26Z,2023-09-11T13:07:32Z,161,34,26,4,0,1,0,0,0,94,False,2026-06-29T11:41:55+00:00,ok,
sindresorhus/make-dir,gh/90776169,0.39733,JavaScript,MIT License,480,2017-05-09T17:57:35Z,2025-09-10T18:24:26Z,111,9,11,4,0.06,1,0,0,0,240,False,2026-06-29T14:58:11+00:00,ok,
mathiasbynens/regexpu-core,gh/49437324,0.39680,JavaScript,MIT License,81,2016-01-11T16:03:04Z,2025-09-22T15:20:12Z,127,9,7,3,0.13,1,1,0,0,517,False,2026-06-29T13:48:34+00:00,ok,
