name,project_slug,domain,website,github_repo,ecosystem,package,description,fetched_at
M4,m4,gnu.org,https://www.gnu.org/software/m4/,autotools-mirror/m4,,,"GNU M4 is an implementation of the M4 macro language, which features some extensions over other implementations, some of which are required by GNU Autoconf. It is used as a macro processor, which mean",2026-07-05T16:57:24+00:00
MAC Changer,macchanger,gnu.org,https://www.gnu.org/software/macchanger/,,,,GNU MAC Changer is a utility for viewing and changing MAC addresses of networking devices. New addresses may be set explicitly or randomly. They can include MAC addresses of the same or other hardware,2026-07-05T16:57:24+00:00
Mailman,mailman,gnu.org,https://www.gnu.org/software/mailman/,,,,"GNU Mailman is software for managing email discussion and mailing lists. Both users and administrators generally perform their actions in a web interface, although email and command-line interfaces ar",2026-07-05T16:57:24+00:00
Mailutils,mailutils,gnu.org,https://www.gnu.org/software/mailutils/,,,,"GNU Mailutils is a collection of programs for managing, viewing and processing electronic mail. It contains both utilities and server daemons and all operate in a protocol-agnostic way. The underlying",2026-07-05T16:57:24+00:00
Make,make,gnu.org,https://www.gnu.org/software/make/,mirror/make,,,"Make is a program that is used to control the production of executables or other files from their source files. The process is controlled from a Makefile, in which the developer specifies how each fil",2026-07-05T16:57:24+00:00
MARST,marst,gnu.org,https://www.gnu.org/software/marst/,,,,"GNU MARST is an Algol-to-C translator. The package consists of the translator itself, a library that contains the necessary Algol 60 procedures, and a converter that converts existing Algol 60 program",2026-07-05T16:57:24+00:00
Maverik,maverik,gnu.org,https://www.gnu.org/software/maverik/,,,,"GNU MAVERIK is a development toolkit that supports 3D virtual environments and interaction with those environments. It sits on top of a low-level rendering engine that uses OpenGL or Mesa, and provide",2026-07-05T16:57:24+00:00
Midnight Commander,mc,gnu.org,https://www.gnu.org/software/mc/,,,,"GNU Midnight Commander is a command-line file manager laid out in a common two-pane format. In addition to standard file management tasks such as copying and moving, Midnight Commander also supports v",2026-07-05T16:57:24+00:00
Mcron,mcron,gnu.org,https://www.gnu.org/software/mcron/,,,,"GNU Mcron is a complete replacement for Vixie cron. It is used to run tasks on a schedule, such as every hour or every Monday. Mcron is written in Guile, so its configuration can be written in Scheme;",2026-07-05T16:57:24+00:00
MCSim,mcsim,gnu.org,https://www.gnu.org/software/mcsim/,,,,"GNU MCSim is a package to perform simulations. It supports statistical or deterministic simulation models via Monte Carlo stochastic simulations or dynamic, ODE-based simulations. It also can do Bayes",2026-07-05T16:57:24+00:00
MIX Development Kit,mdk,gnu.org,https://www.gnu.org/software/mdk/,,,,"GNU MDK is the Mix Development Kit, an emulation of the pedagogical computer MIX and its assembly language MIXAL. MIX has a virtual CPU with standard features such as registers, memory cells, an overf",2026-07-05T16:57:24+00:00
Mediagoblin,mediagoblin,gnu.org,https://www.gnu.org/software/mediagoblin/,,,,"GNU MediaGoblin is a free media publishing platform. It runs in a federalized manner, freeing the user from centralized web services. It supports pictures, videos and audio.",2026-07-05T16:57:24+00:00
Melting,melting,gnu.org,https://www.gnu.org/software/melting/,,,,"GNU MELTING computes the enthalpy, entropy and melting temperature of helix-coil transitions of a nucleic acid duplex.",2026-07-05T16:57:24+00:00
MemPool,mempool,gnu.org,https://www.gnu.org/software/mempool/,,,,"The MemPool library is a stand-alone memory allocation library. It is a block allocator library that uses a single fixed size memory pool to allocate variable sized memory blocks, and exports function",2026-07-05T16:57:24+00:00
Mes,mes,gnu.org,https://www.gnu.org/software/mes/,,,,"GNU Mes aims to help create full source bootstrapping for GNU/Linux systems such as Guix System. It features a mutual self-hosting Scheme interpreter written in a simple C, and a Nyacc-based C compile",2026-07-05T16:57:24+00:00
Metahtml,metahtml,gnu.org,https://www.gnu.org/software/metahtml/,,,,"GNU MetaHTML is a server-side programming language designed for the World Wide Web. It has a syntax that is similar to HTML and Lisp. It provides a large function library, including support for socket",2026-07-05T16:57:24+00:00
Mifluz,mifluz,gnu.org,https://www.gnu.org/software/mifluz/,,,,"GNU mifluz is a C++ library to store a full-text inverted index. It stores the occurrences of words in a set of texts in such a way that they can later be searched. Upon searching for a word, the inde",2026-07-05T16:57:24+00:00
Mig,mig,gnu.org,https://www.gnu.org/software/mig/,,,,See hurd.,2026-07-05T16:57:24+00:00
Miscfiles,miscfiles,gnu.org,https://www.gnu.org/software/miscfiles/,,,,"GNU Miscfiles is a collection of common data files. They include, for example, country abbreviations, names and capital cities; currency abbreviations and names; a Best Current Practices index; a map ",2026-07-05T16:57:24+00:00
MIT/GNU Scheme,mit-scheme,gnu.org,https://www.gnu.org/software/mit-scheme/,,,,"GNU/MIT Scheme is an implementation of the Scheme programming language. It provides an interpreter, a compiler and a debugger. It also features an integrated Emacs-like editor and a large runtime libr",2026-07-05T16:57:24+00:00
Moe,moe,gnu.org,https://www.gnu.org/software/moe/,,,,"GNU Moe is a powerful-but-simple-to-use text editor. It works in a modeless manner, and features an intuitive set of key-bindings that assign a degree of severity to each key; for example, key combina",2026-07-05T16:57:24+00:00
Motti,motti,gnu.org,https://www.gnu.org/software/motti/,,,,GNU Motti is a simple multiplayer strategy game played in a terminal. The objective of the game is to conquer enemy capitals by occupying and encircling territory.,2026-07-05T16:57:24+00:00
MPC,mpc,gnu.org,https://www.gnu.org/software/mpc/,,,,GNU MPC is a C library for performing arithmetic on complex numbers. It supports arbitrarily high precision and it correctly rounds the results.,2026-07-05T16:57:24+00:00
Mpfr,mpfr,gnu.org,https://www.gnu.org/software/mpfr/,,,,"GNU MPFR is a C library for performing multiple-precision, floating-point computations with correct rounding.",2026-07-05T16:57:24+00:00
Mpria,mpria,gnu.org,https://www.gnu.org/software/mpria/,,,,GNU MPRIA is a C library for performing rational arithmetic computations with arbitrarily high precision. It builds on the GMP library.,2026-07-05T16:57:24+00:00
Mtools,mtools,gnu.org,https://www.gnu.org/software/mtools/,,,,GNU Mtools is a set of utilities for accessing MS-DOS disks from a GNU or Unix system. It supports long file names and multiple disk formats. It also supports some FAT-specific features such as volume,2026-07-05T16:57:24+00:00
Nana,nana,gnu.org,https://www.gnu.org/software/nana/,,,,"GNU Nana is a framework for adding assertion checking, logging and performance measurement to C and C++ programs. Operations can either be implemented directly in C or by generating debugger commands.",2026-07-05T16:57:24+00:00
Nano,nano,gnu.org,https://www.gnu.org/software/nano/,,,,"GNU nano is a small and simple text editor for use in a terminal. Besides basic editing, it supports: undo/redo, syntax highlighting, spell checking, justifying, auto-indentation, bracket matching, in",2026-07-05T16:57:24+00:00
Nano-archimedes,nano-archimedes,gnu.org,https://www.gnu.org/software/nano-archimedes/,,,,"nano-archimedes is a free package for the simulation of quantum systems. It is based on the Wigner equation, a formulation of quantum mechanics in terms of a phase-space which is mathematically equiva",2026-07-05T16:57:24+00:00
Ncurses,ncurses,gnu.org,https://www.gnu.org/software/ncurses/,,,,GNU Ncurses is a library which provides capabilities to write text to a terminal in a terminal-independent manner. It supports pads and color as well as multiple highlights and forms characters. It is,2026-07-05T16:57:24+00:00
Nettle,nettle,gnu.org,https://www.gnu.org/software/nettle/,,,,GNU Nettle is a low-level cryptographic library. It is designed to fit in easily in almost any context. It can be easily included in cryptographic toolkits for object-oriented languages or in applicat,2026-07-05T16:57:24+00:00
Ocrad,ocrad,gnu.org,https://www.gnu.org/software/ocrad/,,,,"GNU Ocrad is an optical character recognition program based on a feature extraction method. It can read images in PBM, PGM or PPM formats and it produces text in 8-bit or UTF-8 formats.",2026-07-05T16:57:24+00:00
Octave,octave,gnu.org,https://www.gnu.org/software/octave/,,,,GNU Octave is a high-level interpreted language that is specialized for numerical computations. It can be used for both linear and non-linear applications and it provides great support for visualizing,2026-07-05T16:57:24+00:00
Oleo,oleo,gnu.org,https://www.gnu.org/software/oleo/,,,,"GNU Oleo is a spreadsheet program. It offers both a terminal interface and a LessTif-based graphical user interface. It features familiar, Emacs-like keybindings. It supports many standard spreadsheet",2026-07-05T16:57:24+00:00
OrgaDoc,orgadoc,gnu.org,https://www.gnu.org/software/orgadoc/,,,,GNU OrgaDoc is a system for easily maintaining a pool of documents between computers. Documents are synchronized by rsync or unison; no database or HTTP server is required.,2026-07-05T16:57:24+00:00
oSIP,osip,gnu.org,https://www.gnu.org/software/osip/,,,,GNU oSIP is an implementation of the SIP protocol. It is used to provide multimedia and telecom software developers with an interface to initiate and control SIP sessions.,2026-07-05T16:57:24+00:00
Panorama,panorama,gnu.org,https://www.gnu.org/software/panorama/,,,,"GNU Panorama is a framework for producing 3D graphics. It can perform various effects, such as focal blur, arbitrary light sources, bump mapping, and several lighting effects.",2026-07-05T16:57:24+00:00
Parallel,parallel,gnu.org,https://www.gnu.org/software/parallel/,,,,"GNU Parallel is a tool for executing shell jobs in parallel using one or more computers. Jobs can consist of single commands or of scripts and they are executed on lists of files, hosts, users or othe",2026-07-05T16:57:24+00:00
Parted,parted,gnu.org,https://www.gnu.org/software/parted/,,,,GNU Parted is a package for creating and manipulating disk partition tables. It includes a library and command-line utility.,2026-07-05T16:57:24+00:00
Patch,patch,gnu.org,https://www.gnu.org/software/patch/,mirror/patch,,,Patch is a program that applies changes to files based on differences laid out as by the program diff. The changes may be applied to one or more files depending on the contents of the diff file. It ac,2026-07-05T16:57:24+00:00
Paxutils,paxutils,gnu.org,https://www.gnu.org/software/paxutils/,,,,"GNU paxutils is a suite of archive utilities. It contains versions of the cpio, tar and pax archivers.",2026-07-05T16:57:24+00:00
Pcb,pcb,gnu.org,https://www.gnu.org/software/pcb/,,,,"GNU PCB is an interactive tool for editing printed circuit board layouts. It features a &ldquo;ratsnest&rdquo; implementation, schematic/netlist import, and design rule checking. It also includes an a",2026-07-05T16:57:24+00:00
Pem,pem,gnu.org,https://www.gnu.org/software/pem/,,,,GNU Pem is a simple tool for tracking personal income and expenses. It operates from the command line and it stores its data in a basic text format in your home directory. It can easily print reports ,2026-07-05T16:57:24+00:00
Pexec,pexec,gnu.org,https://www.gnu.org/software/pexec/,,,,"GNU pexec is a program for executing commands or shell scripts in parallel on one or many computers. As it works, execution parameters such as the environment variables or standard input, output and e",2026-07-05T16:57:24+00:00
Pies,pies,gnu.org,https://www.gnu.org/software/pies/,,,,"GNU pies is a program that supervises the invocation and execution of other programs. It reads the list of programs to be started from its configuration file, executes them, and then monitors their st",2026-07-05T16:57:24+00:00
Plotutils,plotutils,gnu.org,https://www.gnu.org/software/plotutils/,,,,"GNU Plotutils is a package for plotting and working with 2D graphics. It includes a library, libplot, for C and C++ for exporting 2D vector graphics in many file formats. It also has support for 2D ve",2026-07-05T16:57:24+00:00
Poke,poke,gnu.org,https://www.gnu.org/software/poke/,,,,"GNU poke is an interactive, extensible editor for binary data. Not limited to editing basic entities such as bits and bytes, it provides a full-fledged procedural, interactive programming language des",2026-07-05T16:57:24+00:00
Proxyknife,proxyknife,gnu.org,https://www.gnu.org/software/proxyknife/,,,,GNU proxyknife is a tool to validate free proxies from behind a firewall. The validation process is fully customizable to meet your needs.,2026-07-05T16:57:24+00:00
PSPP,pspp,gnu.org,https://www.gnu.org/software/pspp/,,,,"GNU PSPP is a statistical analysis program. It can perform descriptive statistics, T-tests, linear regression and non-parametric tests. It features both a graphical interface as well as command-line i",2026-07-05T16:57:24+00:00
Psychosynth,psychosynth,gnu.org,https://www.gnu.org/software/psychosynth/,,,,"GNU Psychosynth is an interactive, modular soft-synth. It emulates a 3D surface on which modules are placed and manipulated, generating and altering music. Psychosynth consists of a C++ library, a 3D ",2026-07-05T16:57:24+00:00
Pth,pth,gnu.org,https://www.gnu.org/software/pth/,,,,"GNU Pth is a portable library providing non-preemptive, priority-based scheduling for multiple execution threads. Each thread has its own program-counter, run-time stack, signal mask and errno variabl",2026-07-05T16:57:24+00:00
Qexo,qexo,gnu.org,https://www.gnu.org/software/qexo/,,,,See kawa.,2026-07-05T16:57:24+00:00
R,r,gnu.org,https://www.gnu.org/software/r/,,,,"R is a language and environment for statistical computing and graphics. It provides a variety of statistical techniques, such as linear and nonlinear modeling, classical statistical tests, time-series",2026-07-05T16:57:24+00:00
Radius,radius,gnu.org,https://www.gnu.org/software/radius/,,,,Radius is a server for remote user authentication and accounting. It is generally useful for networks that require a centralized authentication and accounting services for its workstations. Authentica,2026-07-05T16:57:24+00:00
RCS,rcs,gnu.org,https://www.gnu.org/software/rcs/,,,,"RCS is the original Revision Control System. It works on a file-by-file basis, in contrast to subsequent version control systems such as CVS, Subversion, and Git. This can make it suitable for system ",2026-07-05T16:57:24+00:00
Readline,readline,gnu.org,https://www.gnu.org/software/readline/,,,,"The GNU readline library allows users to edit command lines as they are typed in. It can maintain a searchable history of previously entered commands, letting you easily recall, edit and re-enter past",2026-07-05T16:57:24+00:00
Recutils,recutils,gnu.org,https://www.gnu.org/software/recutils/,,,,"GNU Recutils is a set of tools and libraries for creating and manipulating text-based, human-editable databases. Despite being text-based, databases created with Recutils carry all of the expected fea",2026-07-05T16:57:24+00:00
Reftex,reftex,gnu.org,https://www.gnu.org/software/reftex/,,,,"GNU RefTex is a package for implementing labels, references, citations and indices in LaTeX documents. It works by wrapping around four LaTeX macros: label, ref, cite and index. It automates the commo",2026-07-05T16:57:24+00:00
Remotecontrol,remotecontrol,gnu.org,https://www.gnu.org/software/remotecontrol/,,,,GNU Remotecontrol is a web application for managing IP-enabled HVAC thermostats and other building automation devices. The application can read data from and write data to multiple such devices.,2026-07-05T16:57:24+00:00
Rottlog,rottlog,gnu.org,https://www.gnu.org/software/rottlog/,,,,GNU Rot[t]log is a program for managing log files. It is used to automatically rotate out log files when they have reached a given size or according to a given schedule. It can also be used to automat,2026-07-05T16:57:24+00:00
Rpge,rpge,gnu.org,https://www.gnu.org/software/rpge/,,,,"The GNU Role Playing Game Engine provides an engine for creating two-dimensional, graphical role-playing games, providing, for example, a sprite-tiling grid, sprite rendering, and event handling.",2026-07-05T16:57:24+00:00
Rush,rush,gnu.org,https://www.gnu.org/software/rush/,,,,"GNU Rush is a restricted user shell, for systems on which users are to be provided with only limited functionality or resources. Administrators set user rights via a configuration file which can be us",2026-07-05T16:57:24+00:00
Sather,sather,gnu.org,https://www.gnu.org/software/sather/,,,,"GNU Sather is an object-oriented programming language similar to Eiffel. It is designed to be simple, efficient, safe, and non-proprietary. It features garbage collection, statically-checked strong ty",2026-07-05T16:57:24+00:00
SCM,scm,gnu.org,https://www.gnu.org/software/scm/,,,,"GNU SCM is an implementation of Scheme. This implementation includes Hobbit, a Scheme-to-C compiler, which can generate C files whose binaries can be dynamically or statically linked with a SCM execut",2026-07-05T16:57:24+00:00
Screen,screen,gnu.org,https://www.gnu.org/software/screen/,,,,GNU Screen is a terminal window manager that multiplexes a single terminal between several processes. The virtual terminals each provide features such as a scroll-back buffer and a copy-and-paste mech,2026-07-05T16:57:24+00:00
Sed,sed,gnu.org,https://www.gnu.org/software/sed/,mirror/sed,,,"Sed is a non-interactive, text stream editor. It receives a text input from a file or from standard input and it then applies a series of text editing commands to the stream and prints its output to s",2026-07-05T16:57:24+00:00
Serveez,serveez,gnu.org,https://www.gnu.org/software/serveez/,,,,"GNU Serveez is a server framework providing the routines necessary to easily implement IP-based servers in your application. It demonstrates aspects of network programming in a portable manner, making",2026-07-05T16:57:24+00:00
Sharutils,sharutils,gnu.org,https://www.gnu.org/software/sharutils/,,,,GNU sharutils is a package for creating and manipulating shell archives that can be readily emailed. A shell archive is a file that can be processed by a Bourne-type shell to unpack the original colle,2026-07-05T16:57:24+00:00
Shepherd,shepherd,gnu.org,https://www.gnu.org/software/shepherd/,,,,"The GNU Shepherd is a daemon-managing daemon, meaning that it supervises the execution of system services, replacing similar functionality found in typical init systems. It provides dependency-handlin",2026-07-05T16:57:24+00:00
Shishi,shishi,gnu.org,https://www.gnu.org/software/shishi/,,,,GNU Shishi is a free implementation of the Kerberos 5 network security system. It is used to allow non-secure network nodes to communicate in a secure manner through client-server mutual authenticatio,2026-07-05T16:57:24+00:00
Shmm,shmm,gnu.org,https://www.gnu.org/software/shmm/,,,,GNU SHMM is a shared memory manager. It can read or write to shared memory. It also supports other commands such as locking or unlocking a block of shared memory identified by key and size.,2026-07-05T16:57:24+00:00
Shtool,shtool,gnu.org,https://www.gnu.org/software/shtool/,,,,"GNU shtool is a multipurpose shell tool. It can perform the functions of many different commands, in order to provide a single tool to distribute with a source distribution in order to ensure portabil",2026-07-05T16:57:24+00:00
Sipwitch,sipwitch,gnu.org,https://www.gnu.org/software/sipwitch/,,,,GNU SIP Witch is a peer-to-peer Voice-over-IP server that uses the SIP protocol. Calls can be made from behind NAT firewalls and without the need for a service provider. Its peer-to-peer design ensure,2026-07-05T16:57:24+00:00
SLIB,slib,gnu.org,https://www.gnu.org/software/slib/,,,,"GNU SLIB is a portable common library for the Scheme programming language. It supports a large variety of different Scheme implementations, offering them a framework for using packages of Scheme proce",2026-07-05T16:57:24+00:00
Smalltalk,smalltalk,gnu.org,https://www.gnu.org/software/smalltalk/,,,,GNU Smalltalk is a free implementation of the Smalltalk language. It implements the ANSI standard for the language and also includes extra classes such as ones for networking and GUI programming.,2026-07-05T16:57:24+00:00
Solfege,solfege,gnu.org,https://www.gnu.org/software/solfege/,,,,"GNU Solfege is a program for practicing musical ear-training. With it, you can practice your recognition of various musical intervals and chords. It features a statistics overview so you can monitor y",2026-07-05T16:57:24+00:00
SpaceChart,spacechart,gnu.org,https://www.gnu.org/software/spacechart/,,,,"GNU SpaceChart lets you view how the stars are distributed in three-dimensional space. It allows you, for example, to determine the distances between stars, to view them from any point of view, or to ",2026-07-05T16:57:24+00:00
Spell,spell,gnu.org,https://www.gnu.org/software/spell/,,,,Spell is a command-line spell-checking program. It reads through a text input and prints each misspelled word on a line of its own. It is implemented as a wrapper for GNU aspell or ispell.,2026-07-05T16:57:24+00:00
Sqltutor,sqltutor,gnu.org,https://www.gnu.org/software/sqltutor/,,,,"GNU Sqltutor is a web-based, interactive SQL tutorial. It features multiple tutorials available in different languages. The tutorials present a series of questions in a dialog and, when complete, they",2026-07-05T16:57:24+00:00
Src-highlite,src-highlite,gnu.org,https://www.gnu.org/software/src-highlite/,,,,GNU source-highlight reads in a source code file and produces an output file in which the keywords are highlighted in different colors to designate their syntactic role. It supports over 150 different,2026-07-05T16:57:24+00:00
Spread Sheet Widget,ssw,gnu.org,https://www.gnu.org/software/ssw/,,,,A Gtk+ widget providing a 2 dimensional array to view and manipulate tabular data similar to that provided by popular spread sheet programs. The design follows the model-view-controller paradigm and i,2026-07-05T16:57:24+00:00
Stow,stow,gnu.org,https://www.gnu.org/software/stow/,,,,GNU Stow is a symlink manager. It generates symlinks to directories of data and makes them appear to be merged into the same directory. It is typically used for managing software packages installed fr,2026-07-05T16:57:24+00:00
Stump,stump,gnu.org,https://www.gnu.org/software/stump/,,,,"GNU STUMP is a robomoderator program for USENET newsgroups and mailing lists, featuring web-based moderation. It supports group moderation via multiple human moderators. It can also automatically reje",2026-07-05T16:57:24+00:00
Superopt,superopt,gnu.org,https://www.gnu.org/software/superopt/,,,,GNU Superopt is a function sequence generator for superoptimization. It uses an exhaustive generate-and-test approach to find the shortest instruction sequence for a given function. This package is lo,2026-07-05T16:57:24+00:00
Swbis,swbis,gnu.org,https://www.gnu.org/software/swbis/,,,,"Swbis is a software administration system specified by POSIX. It features network-transparent management of software packages for system administrators. For example, entire file system directories can",2026-07-05T16:57:24+00:00
Taler,taler,gnu.org,https://www.gnu.org/software/taler/,,,,Taler provides a payment system that makes privacy-friendly online transactions fast and easy.,2026-07-05T16:57:24+00:00
Talkfilters,talkfilters,gnu.org,https://www.gnu.org/software/talkfilters/,,,,"The GNU Talk Filters are programs that convert English text into stereotyped or otherwise humorous dialects. The filters are provided as a C library, so they can easily be integrated into other progra",2026-07-05T16:57:24+00:00
Tar,tar,gnu.org,https://www.gnu.org/software/tar/,mirror/tar,,,"Tar provides the ability to create tar archives, as well as the ability to extract, update or list files in an existing archive. It is useful for combining many files into one larger file, while maint",2026-07-05T16:57:24+00:00
Termcap,termcap,gnu.org,https://www.gnu.org/software/termcap/,,,,GNU termcap is a library and a database that are used to enable the use of display terminals in a terminal-independent manner. The database describes the capabilities of many different display termina,2026-07-05T16:57:24+00:00
Termutils,termutils,gnu.org,https://www.gnu.org/software/termutils/,,,,"The GNU Termutils package contains two programs, tput and tabs. tput is used in shell scripts to manipulate the terminal display, for example by clearing it or moving the cursor to a specific point, c",2026-07-05T16:57:24+00:00
Teseq,teseq,gnu.org,https://www.gnu.org/software/teseq/,,,,GNU Teseq is a program that analyzes files that contain control sequences. It converts the sequences that it encounters into a human-readable description of what actions those sequences perform. It ca,2026-07-05T16:57:24+00:00
TeX for the Impatient,teximpatient,gnu.org,https://www.gnu.org/software/teximpatient/,,,,"TeX for the Impatient is a ~350 page book on TeX, plain TeX and Eplain, written by Paul Abrahams, Kathryn Hargreaves and Karl Berry.",2026-07-05T16:57:24+00:00
Texinfo,texinfo,gnu.org,https://www.gnu.org/software/texinfo/,,,,"Texinfo is the official documentation format of the GNU project. It uses a single source file using explicit commands to produce a final document in any of several supported output formats, such as HT",2026-07-05T16:57:24+00:00
TeXmacs,texmacs,gnu.org,https://www.gnu.org/software/texmacs/,,,,GNU TeXmacs is a text editing platform which is specialized for scientists. It is ideal for editing structured documents with different types of content. It has robust support for mathematical formula,2026-07-05T16:57:24+00:00
Time,time,gnu.org,https://www.gnu.org/software/time/,,,,Time is a command that displays information about the resources that a program uses. The display output of the program can be customized or saved to a file.,2026-07-05T16:57:24+00:00
TRAMP,tramp,gnu.org,https://www.gnu.org/software/tramp/,,,,"TRAMP is a GNU Emacs package that allows you to access files on remote machines as though they were local files. This includes editing files, performing version control tasks and modifying directory c",2026-07-05T16:57:24+00:00
Trans-coord,trans-coord,gnu.org,https://www.gnu.org/software/trans-coord/,,,,See gnun.,2026-07-05T16:57:24+00:00
Trueprint,trueprint,gnu.org,https://www.gnu.org/software/trueprint/,,,,"GNU Trueprint translates C source code files as PostScript files. In addition to the basic source code output, it can also perform diff-marking, indentation counting, function and file indices and mor",2026-07-05T16:57:24+00:00
Unifont,unifont,gnu.org,https://www.gnu.org/software/unifont/,,,,GNU Unifont is a bitmap font covering essentially all of Unicode's Basic Multilingual Plane. The package also includes utilities to ease adding new glyphs to the font.,2026-07-05T16:57:24+00:00
Units,units,gnu.org,https://www.gnu.org/software/units/,,,,"GNU Units converts numeric quantities between units of measure. It can handle scale changes through adaptive usage of standard scale prefixes (micro-, kilo-, etc.). It can also handle nonlinear conver",2026-07-05T16:57:24+00:00
UnRTF,unrtf,gnu.org,https://www.gnu.org/software/unrtf/,,,,"GNU UnRTF converts text documents from RTF to HTML, LaTeX, or troff. It supports changes in font characteristics, underlines and strikethroughs, superscripts and subscripts, and more.",2026-07-05T16:57:24+00:00
Userv,userv,gnu.org,https://www.gnu.org/software/userv/,,,,GNU Userv is a utility that allows one program to invoke another even when only limited trust exists between them. This prevents the need from having to first switch to a different user account to per,2026-07-05T16:57:24+00:00
UUCP,uucp,gnu.org,https://www.gnu.org/software/uucp/,,,,"Taylor UUCP is the GNU implementation of UUCP (Unix-to-Unix Copy), a set of utilities for remotely transferring files, email and net news between computers.",2026-07-05T16:57:24+00:00
vc-changelog,vc-changelog,gnu.org,https://www.gnu.org/software/vc-changelog/,,,,"The GNU vc-changelog package contains tools for working with GNU-style ChangeLog files under version control. It currently contains the git-merge-changelog program, a custom git merge driver that avoi",2026-07-05T16:57:24+00:00
Vc-dwim,vc-dwim,gnu.org,https://www.gnu.org/software/vc-dwim/,,,,"The vc-dwim package contains two tools, vc-dwim and vc-chlog. vc-dwim is a tool that simplifies the task of maintaining a ChangeLog and using version control at the same time, for example by printing ",2026-07-05T16:57:24+00:00
VCDImager,vcdimager,gnu.org,https://www.gnu.org/software/vcdimager/,,,,"GNU VCDImager is a suite of programs for working with Video CDs and Super Video CDs. It can be used for authoring, disassembling and analyzing discs. It supports full playback control, segment play it",2026-07-05T16:57:24+00:00
Vera,vera,gnu.org,https://www.gnu.org/software/vera/,,,,V.E.R.A. (Virtual Entity of Relevant Acronyms) is a list of computing acronyms distributed as an info document.,2026-07-05T16:57:24+00:00
Vmgen,vmgen,gnu.org,https://www.gnu.org/software/vmgen/,,,,See gforth.,2026-07-05T16:57:24+00:00
WB,wb,gnu.org,https://www.gnu.org/software/wb/,,,,"GNU WB is a disk-based, sorted, associative-array database package for C, Scheme, Java and C#. Rather than being implemented via hashing, WB uses B-trees, which are optimized for using the minimum num",2026-07-05T16:57:24+00:00
Wdiff,wdiff,gnu.org,https://www.gnu.org/software/wdiff/,,,,"GNU Wdiff is a front-end to the diff program from Diffutils that allows you to compare files on a word-by-word basis, where a word is anything between whitespace.",2026-07-05T16:57:24+00:00
Websocket4j,websocket4j,gnu.org,https://www.gnu.org/software/websocket4j/,,,,"GNU Websocket4j is a Java library implementing the WebSocket protocol. With it, you can build web applications that interact with Java applications. The library includes both server- and client-side f",2026-07-05T16:57:24+00:00
WebSTUMP,webstump,gnu.org,https://www.gnu.org/software/webstump/,,,,See stump.,2026-07-05T16:57:24+00:00
Wget,wget,gnu.org,https://www.gnu.org/software/wget/,mirror/wget,,,"GNU Wget is a non-interactive tool for fetching files using the HTTP, HTTPS and FTP protocols. It can resume interrupted downloads, use file name wild cards, supports proxies and cookies, and it can c",2026-07-05T16:57:24+00:00
Which,which,gnu.org,https://www.gnu.org/software/which/,,,,"The which program finds the location of executables in PATH, with a variety of options. It is an alternative to the shell type built-in command.",2026-07-05T16:57:24+00:00
XaoS,xaos,gnu.org,https://www.gnu.org/software/xaos/,,,,"GNU XaoS is a graphical program that generates fractal patterns and allows you to zoom in and out of them infinitely in a fluid, continuous manner. It also includes tutorials that help to explain how ",2026-07-05T16:57:24+00:00
XBoard,xboard,gnu.org,https://www.gnu.org/software/xboard/,,,,"GNU XBoard is a graphical board for all varieties of chess, including international chess, xiangqi (Chinese chess), shogi (Japanese chess) and Makruk. Several lesser-known variants are also supported.",2026-07-05T16:57:24+00:00
Xlogmaster,xlogmaster,gnu.org,https://www.gnu.org/software/xlogmaster/,,,,GNU Xlogmaster is a program with a graphical user interface that lets you monitor your system logs in a convenient way. The logs can be displayed with filters for highlighting or hiding lines. The pro,2026-07-05T16:57:24+00:00
Xnee,xnee,gnu.org,https://www.gnu.org/software/xnee/,,,,"GNU Xnee is a program that can record, replay and distribute user actions in X11. It can be used to automate user interactions for testing or demonstration purposes.",2026-07-05T16:57:24+00:00
Xorriso,xorriso,gnu.org,https://www.gnu.org/software/xorriso/,,,,"GNU Xorriso is a tool for copying files to and from ISO 9660 Rock Ridge, a.k.a. Compact Disc File System, filesystems and it allows session-wise manipulation of them. It features a formatter and burne",2026-07-05T16:57:24+00:00
Zile,zile,gnu.org,https://www.gnu.org/software/zile/,,,,"GNU Zile is a lightweight Emacs clone. Its usage is similar to the default Emacs configuration, but it carries a much lighter feature set.",2026-07-05T16:57:24+00:00
