repo,repo_id,analyzed_through_year,commits_5y_examined,churn_5y_added,churn_5y_deleted,churn_5y_total,churn_files_count,top_file_path,top_file_churn,elapsed_s,fetched_at
ljharb/call-bind,gh/308533760,2025,53,118,106,224,9,index.js,83,0.8,2026-05-03T17:22:01Z
dmitrysoshnikov/regexp-tree,gh/85459304,2025,38,194,29,223,12,src/parser/__tests__/parser-basic-test.js,54,1.1,2026-05-03T17:22:01Z
ljharb/call-bound,gh/898125972,2025,20,198,24,222,3,index.d.ts,118,0.6,2026-05-03T17:22:01Z
inspect-js/is-typed-array,gh/43528820,2025,63,92,129,221,3,index.js,161,1.1,2026-05-03T17:22:01Z
ljharb/side-channel-weakmap,gh/901188921,2025,12,217,4,221,3,test/index.js,114,0.8,2026-05-03T17:22:01Z
sindresorhus/pkg-dir,gh/41724281,2025,14,119,102,221,4,index.d.ts,137,0.5,2026-05-03T17:22:01Z
sindresorhus/package-directory,gh/41724281,2025,14,119,102,221,4,index.d.ts,137,0.5,2026-05-18T00:11:16Z
isaacs/cliui,gh/634056857,2025,14,120,98,218,11,test/cjs-esm-compare.cjs,68,0.7,2026-05-03T17:22:01Z
graydon/exhaustigen-rs,gh/432630522,2025,1,217,0,217,1,src/lib.rs,217,0.8,2026-05-03T17:22:01Z
sindresorhus/strip-json-comments,gh/14468669,2025,16,140,75,215,5,index.js,130,0.7,2026-05-03T17:22:01Z
gitpython-developers/smmap,gh/1865144,2025,66,91,118,209,12,setup.py,45,0.6,2026-07-05T22:55:53Z
jshttp/on-finished,gh/15349765,2025,61,184,24,208,2,test/test.js,141,0.8,2026-05-03T17:22:01Z
expressjs/serve-static,gh/17464338,2025,98,105,99,204,3,test/test.js,138,1.0,2026-05-03T17:22:01Z
sindresorhus/callsites,gh/18938743,2025,8,112,91,203,4,index.d.ts,155,0.7,2026-05-03T17:22:01Z
ljharb/side-channel-map,gh/901191461,2025,9,198,1,199,3,test/index.js,114,0.6,2026-05-03T17:22:01Z
pyasn1/pyasn1-modules,gh/512723354,2025,15,39,157,196,11,setup.py,132,0.8,2026-07-05T22:55:53Z
babel/minify,gh/55723051,2025,10,125,63,188,16,packages/babel-plugin-minify-mangle-names/__tests__/fixtures/issue-822/expected.js,40,1.3,2026-07-05T23:06:12Z
inspect-js/hasown,gh/703350811,2025,17,84,103,187,4,test/index.js,73,0.9,2026-05-03T17:22:01Z
sindresorhus/path-type,gh/41905436,2025,6,101,84,185,5,index.d.ts,60,0.6,2026-05-03T17:22:01Z
jshttp/negotiator,gh/3275614,2025,55,95,87,182,5,index.js,71,0.9,2026-05-03T17:22:01Z
sindresorhus/is-path-inside,gh/21054113,2025,7,136,43,179,4,test.js,136,0.7,2026-05-03T17:22:01Z
istanbuljs/test-exclude,gh/60489570,2025,5,89,88,177,6,tap-snapshots/test-glob.js-TAP.test.js,78,1.2,2026-05-03T17:22:01Z
python-trio/sniffio,gh/142657210,2025,33,84,92,176,5,sniffio/_impl.py,66,0.5,2026-05-03T17:22:01Z
litejs/natural-compare-lite,gh/9146732,2025,11,97,77,174,3,test/index.js,97,0.7,2026-05-03T17:22:01Z
es-shims/dunder-proto,gh/898274312,2025,10,168,5,173,7,test/set.js,52,1.0,2026-05-03T17:22:01Z
indutny/bn.js,gh/19176350,2025,15,104,68,172,4,lib/bn.js,138,2.0,2026-05-03T17:22:01Z
jshttp/http-errors,gh/23806086,2025,57,134,36,170,3,scripts/version-history.js,63,4.9,2026-05-03T17:22:01Z
es-shims/es-set-tostringtag,gh/580683868,2025,34,150,20,170,3,test/index.js,107,0.8,2026-05-03T17:22:01Z
sindresorhus/mimic-fn,gh/71381729,2025,14,88,79,167,4,test.js,82,1.1,2026-05-03T17:22:01Z
sindresorhus/mimic-function,gh/71381729,2025,14,88,79,167,4,test.js,82,0.7,2026-05-03T17:22:01Z
rust-lang-nursery/lazy-static.rs,gh/21157492,2025,26,64,101,165,13,src/inline_lazy.rs,30,1.3,2026-05-03T17:22:01Z
micromatch/micromatch,gh/27359938,2025,31,69,96,165,7,bench/glob-parent.js,53,1.8,2026-05-03T17:22:01Z
azure/msrest-for-python,gh/71186468,2025,17,109,56,165,12,tests/test_serialization.py,50,1.7,2026-05-03T17:22:01Z
isaacs/core-util-is,gh/12391440,2025,9,90,70,160,2,test.js,158,0.6,2026-05-03T17:22:01Z
mathiasbynens/jsesc,gh/10498729,2025,4,121,36,157,3,tests/tests.js,71,1.0,2026-07-05T22:55:53Z
jslicense/spdx-license-ids,gh/26001547,2025,56,79,78,157,3,build.js,80,0.5,2026-05-18T00:11:16Z
jshttp/mime-types,gh/19380178,2025,139,128,28,156,3,index.js,73,1.0,2026-05-03T17:22:01Z
ljharb/es-shim-unscopables,gh/480458584,2025,22,149,6,155,4,test/index.js,76,0.7,2026-05-03T17:22:01Z
jsdom/xml-name-validator,gh/28553202,2025,9,81,74,155,4,test/test.js,78,0.9,2026-05-03T17:22:01Z
nv/cssom,gh/1025209,2025,5,135,18,153,10,lib/CSSGroupingRule.js,68,0.8,2026-05-03T17:22:01Z
debug-js/debug,gh/2871998,2025,26,107,46,153,4,src/common.js,102,0.6,2026-07-05T22:58:49Z
jshttp/type-is,gh/15484233,2025,62,107,45,152,2,test/test.js,86,1.3,2026-05-03T17:22:01Z
inspect-js/is-core-module,gh/24578130,2025,85,112,38,150,2,test/index.js,144,0.5,2026-05-03T17:22:01Z
sindresorhus/environment,gh/793180075,2025,5,148,1,149,3,index.d.ts,74,0.5,2026-07-05T22:56:24Z
dtolnay/automod,gh/173074854,2025,77,91,58,149,3,src/lib.rs,141,0.7,2026-05-03T17:22:01Z
sindresorhus/strip-final-newline,gh/47453723,2025,13,109,39,148,4,test.js,75,0.6,2026-05-03T17:22:01Z
rust-lang/cfg-if,gh/38723660,2025,43,85,60,145,2,src/lib.rs,143,1.2,2026-05-03T17:22:01Z
sindresorhus/strip-indent,gh/18242629,2025,10,119,23,142,4,test.js,74,0.8,2026-05-03T17:22:01Z
sindresorhus/log-symbols,gh/21673868,2025,16,72,70,142,7,index.js,59,0.7,2026-05-03T17:22:01Z
sindresorhus/yocto-queue,gh/315531538,2025,15,102,38,140,4,index.js,84,0.7,2026-05-03T17:22:01Z
ljharb/get-proto,gh/911035271,2025,7,129,11,140,7,test/index.js,80,0.9,2026-05-03T17:22:01Z
sindresorhus/p-locate,gh/74265632,2025,6,65,67,132,4,index.d.ts,52,0.8,2026-05-03T17:22:01Z
ljharb/gopd,gh/560708130,2025,23,95,34,129,5,test/index.js,74,1.4,2026-05-03T17:22:01Z
sindresorhus/parent-module,gh/50187748,2025,10,75,52,127,11,index.js,41,0.7,2026-05-03T17:22:01Z
inspect-js/is-data-view,gh/751048078,2025,20,114,12,126,3,test/index.js,66,1.0,2026-05-03T17:22:01Z
sindresorhus/path-key,gh/48706449,2025,6,77,48,125,4,index.d.ts,59,0.6,2026-05-03T17:22:01Z
inspect-js/is-regex,gh/15930063,2025,43,79,44,123,4,index.js,77,0.7,2026-05-03T17:22:01Z
yaml/libyaml,gh/2699072,2025,7,104,17,121,7,src/parser.c,51,1.5,2026-05-03T17:22:01Z
inspect-js/has-tostringtag,gh/392913710,2025,29,120,1,121,8,test/shams/core-js.js,31,0.7,2026-05-03T17:22:01Z
tapjs/stack-utils,gh/48974178,2025,19,80,39,119,5,test/test.js,73,1.2,2026-05-03T17:22:01Z
sindresorhus/is-unicode-supported,gh/348660847,2025,20,90,29,119,4,index.js,67,1.0,2026-05-03T17:22:01Z
npm/unique-slug,gh/35246620,2025,72,84,32,116,5,test/index.js,56,1.0,2026-05-03T17:22:01Z
raynos/for-each,gh/6006855,2025,18,100,16,116,3,test/test.js,66,1.0,2026-05-03T17:22:01Z
chalk/wrap-ansi,gh/41053676,2025,11,86,29,115,4,index.js,54,0.7,2026-05-03T17:22:01Z
pexpect/ptyprocess,gh/24727748,2025,15,76,39,115,4,ptyprocess/ptyprocess.py,70,0.8,2026-05-03T17:22:01Z
sindresorhus/cli-cursor,gh/23512396,2025,5,54,58,112,4,index.d.ts,68,0.5,2026-07-05T22:55:57Z
primus/eventemitter3,gh/13100677,2025,46,61,48,109,6,test/browser.js,44,0.9,2026-05-03T17:22:01Z
inspect-js/has-property-descriptors,gh/481834578,2025,18,93,14,107,2,test/index.js,57,0.7,2026-05-03T17:22:01Z
yargs/y18n,gh/39720886,2025,11,55,52,107,4,test/y18n-test.cjs,68,0.7,2026-05-03T17:22:01Z
jslicense/spdx-exceptions.json,gh/40062896,2025,8,84,23,107,3,latest.js,56,0.5,2026-05-18T00:11:16Z
sindresorhus/is-plain-obj,gh/38923193,2025,11,86,20,106,5,benchmark.js,62,1.0,2026-05-03T17:22:01Z
jshttp/content-type,gh/30172150,2025,42,86,20,106,4,scripts/version-history.js,63,0.8,2026-05-03T17:22:01Z
xiph/ogg,gh/33956205,2025,38,64,38,102,2,src/bitwise.c,56,1.8,2026-05-03T17:22:01Z
inspect-js/available-typed-arrays,gh/235965505,2025,38,52,48,100,2,index.js,62,1.0,2026-05-03T17:22:01Z
lukeed/escalade,gh/273568715,2025,7,92,6,98,8,build.ts,34,1.5,2026-05-03T17:22:01Z
sindresorhus/mimic-response,gh/93189529,2025,4,49,49,98,4,test.js,47,0.7,2026-05-03T17:22:01Z
ljharb/concat-map,gh/548993448,2025,16,53,44,97,3,test/map.js,52,0.7,2026-05-03T17:22:01Z
ljharb/es-object-atoms,gh/773229339,2025,16,91,6,97,9,test/index.js,40,1.5,2026-05-03T17:22:01Z
es-shims/es-object-atoms,gh/773229339,2025,16,91,6,97,9,test/index.js,40,0.5,2026-05-18T00:11:16Z
samverschueren/decode-uri-component,gh/91837954,2025,12,57,39,96,4,index.js,50,0.6,2026-05-03T17:22:01Z
kriszyp/json-schema,gh/947175,2025,8,75,17,92,2,test/tests.js,80,0.9,2026-05-03T17:22:01Z
sindresorhus/detect-newline,gh/21304485,2025,6,47,44,91,4,index.d.ts,48,0.5,2026-07-05T22:56:10Z
sindresorhus/p-try,gh/71534796,2025,4,40,51,91,4,index.d.ts,58,0.7,2026-05-03T17:22:01Z
ljharb/object.assign,gh/17755831,2025,65,54,36,90,3,implementation.js,58,0.9,2026-05-03T17:22:01Z
inspect-js/typed-array-buffer,gh/649850465,2025,28,69,18,87,3,index.d.ts,35,0.8,2026-05-03T17:22:01Z
sindresorhus/indent-string,gh/20576837,2025,5,45,42,87,4,index.d.ts,38,0.6,2026-05-03T17:22:01Z
sindresorhus/is-wsl,gh/88415331,2025,5,40,45,85,4,test.js,53,1.6,2026-05-03T17:22:01Z
dtolnay/target-triple,gh/734167706,2025,41,79,6,85,2,build.rs,54,1.0,2026-05-03T17:22:01Z
fsevents/fsevents,gh/1402936,2025,20,29,52,81,2,src/fsevents.c,80,0.8,2026-05-03T17:22:01Z
tehshrike/deepmerge,gh/3276413,2025,13,60,20,80,3,test/custom-is-mergeable-object.js,72,0.9,2026-05-03T17:22:01Z
ljharb/es-define-property,gh/756570458,2025,15,76,3,79,3,test/index.js,56,0.5,2026-05-03T17:22:01Z
jbgutierrez/path-parse,gh/34113780,2025,4,40,38,78,2,index.js,58,0.6,2026-05-03T17:22:01Z
webreflection/html-escaper,gh/33597730,2025,6,61,15,76,4,cjs/index.js,25,0.8,2026-05-03T17:22:01Z
es-shims/array-includes,gh/28753032,2025,49,43,33,76,4,implementation.js,49,1.0,2026-05-03T17:22:01Z
jshttp/fresh,gh/4617552,2025,72,37,38,75,3,index.js,41,1.1,2026-05-03T17:22:01Z
inspect-js/is-symbol,gh/29791606,2025,37,39,35,74,3,test/index.js,50,0.7,2026-05-03T17:22:01Z
visionmedia/node-cookie-signature,gh/6229722,2025,18,48,24,72,2,index.js,45,0.7,2026-05-03T17:22:01Z
tj/node-cookie-signature,gh/6229722,2025,18,48,24,72,2,index.js,45,0.5,2026-05-18T00:11:16Z
acornjs/acorn-jsx,gh/22187098,2025,6,68,3,71,1,index.d.ts,71,1.8,2026-05-03T17:22:01Z
jonschlinkert/word-wrap,gh/18260583,2025,12,45,26,71,3,index.js,37,0.8,2026-05-03T17:22:01Z
sindresorhus/path-exists,gh/34965664,2025,3,36,34,70,4,index.d.ts,47,0.7,2026-05-03T17:22:01Z
ljharb/safe-regex-test,gh/540138887,2025,30,65,4,69,3,test/index.js,43,0.6,2026-05-03T17:22:01Z
mathiasbynens/punycode.js,gh/2755924,2025,23,42,27,69,2,punycode.js,53,1.0,2026-07-05T22:55:53Z
ljharb/es-errors,gh/752160492,2025,16,68,0,68,15,test/index.js,19,0.7,2026-05-03T17:22:01Z
sindresorhus/onetime,gh/14847357,2025,6,30,38,68,4,index.d.ts,43,0.8,2026-05-03T17:22:01Z
ljharb/define-properties,gh/28768789,2025,30,39,27,66,2,index.js,43,0.8,2026-05-03T17:22:01Z
inspect-js/is-bigint,gh/149682261,2025,34,29,36,65,3,test/index.js,55,1.2,2026-05-03T17:22:01Z
isaacs/once,gh/5409660,2025,8,63,2,65,3,test/once.js,47,1.2,2026-05-03T17:22:01Z
component/toidentifier,gh/114743189,2025,31,65,0,65,2,scripts/version-history.js,63,0.7,2026-05-03T17:22:01Z
ljharb/object-keys,gh/9103992,2025,22,28,34,62,4,test/shim.js,39,1.0,2026-05-03T17:22:01Z
sindresorhus/is-fullwidth-code-point,gh/39222301,2025,10,16,46,62,3,index.js,50,0.6,2026-05-03T17:22:01Z
jonschlinkert/fill-range,gh/27113310,2025,3,21,40,61,13,test/padding.js,20,1.2,2026-05-03T17:22:01Z
inspect-js/which-boxed-primitive,gh/201685155,2025,21,26,34,60,3,test/index.js,48,0.6,2026-05-03T17:22:01Z
jslicense/spdx-expression-parse.js,gh/40067336,2025,9,42,18,60,2,test.js,54,1.8,2026-05-03T17:22:01Z
ljharb/possible-typed-array-names,gh/760136716,2025,15,55,3,58,3,test/index.js,25,0.8,2026-05-03T17:22:01Z
raynos/function-bind,gh/10727014,2025,18,45,13,58,1,implementation.js,58,0.7,2026-05-03T17:22:01Z
benjaminp/six,gh/77868600,2025,35,46,12,58,4,six.py,33,1.6,2026-05-03T17:22:01Z
sindresorhus/is-inside-container,gh/601943060,2025,3,57,0,57,5,index.js,23,0.8,2026-05-03T17:22:01Z
ljharb/internal-slot,gh/216159146,2025,46,43,12,55,3,index.js,28,0.6,2026-05-03T17:22:01Z
inspect-js/array-buffer-byte-length,gh/607836784,2025,25,50,3,53,3,test/index.js,29,0.7,2026-05-03T17:22:01Z
thkukuk/rpcsvc-proto,gh/55140533,2025,8,40,13,53,3,rpcgen/nls.h,27,0.5,2026-05-18T00:11:16Z
inspect-js/is-boolean-object,gh/34700259,2025,39,43,8,51,4,test/index.js,33,0.8,2026-05-03T17:22:01Z
browserify/node-util,gh/14568009,2025,9,26,24,50,2,support/types.js,46,0.7,2026-05-03T17:22:01Z
oozcitak/xmlbuilder-js,gh/1042809,2025,14,49,0,49,2,test/issues/249.coffee,26,1.1,2026-05-03T17:22:01Z
sindresorhus/import-local,gh/90292430,2025,10,31,17,48,3,index.js,23,0.9,2026-05-03T17:22:01Z
epoberezkin/ajv-keywords,gh/60477053,2025,25,32,13,45,8,spec/transform.spec.ts,15,1.0,2026-05-03T17:22:01Z
ajv-validator/ajv-keywords,gh/60477053,2025,25,32,13,45,8,spec/transform.spec.ts,15,0.6,2026-07-05T22:56:54Z
jimmywarting/node-domexception,gh/371470141,2025,16,24,19,43,1,index.js,43,0.6,2026-05-03T17:22:01Z
jshttp/statuses,gh/17690272,2025,45,34,8,42,3,index.js,38,1.0,2026-05-03T17:22:01Z
inspect-js/is-arguments,gh/15725461,2025,31,31,11,42,3,index.js,29,0.8,2026-05-03T17:22:01Z
inspect-js/node-supports-preserve-symlinks-flag,gh/443970899,2025,17,41,0,41,3,test/index.js,29,0.8,2026-05-03T17:22:01Z
inspect-js/is-string,gh/30010185,2025,38,28,11,39,4,index.js,23,0.5,2026-05-03T17:22:01Z
jslicense/spdx-correct.js,gh/34817196,2025,9,35,4,39,2,index.js,26,0.7,2026-05-03T17:22:01Z
es-shims/string.prototype.trimend,gh/114682758,2025,43,25,13,38,4,index.js,15,1.2,2026-05-03T17:22:01Z
inspect-js/is-number-object,gh/29991666,2025,39,26,11,37,4,index.js,21,0.7,2026-05-03T17:22:01Z
es-shims/string.prototype.trimstart,gh/114682105,2025,37,24,12,36,4,index.js,15,0.6,2026-05-03T17:22:01Z
ka-weihe/fastest-levenshtein,gh/158960628,2025,13,18,18,36,2,mod.ts,34,3.8,2026-05-03T17:22:01Z
isaacs/inherits,gh/1580001,2025,10,26,9,35,5,.github/workflows/package-json-repo.js,16,0.8,2026-05-03T17:22:01Z
inspect-js/is-date-object,gh/29991041,2025,34,24,9,33,4,index.js,17,1.0,2026-05-03T17:22:01Z
pillarjs/parseurl,gh/17533192,2025,57,29,4,33,3,test/test.js,29,0.9,2026-05-03T17:22:01Z
sindresorhus/slash,gh/11516031,2025,11,12,20,32,4,index.d.ts,12,0.6,2026-05-03T17:22:01Z
justmoon/node-extend,gh/3967764,2025,14,16,16,32,1,test/index.js,32,0.8,2026-05-03T17:22:01Z
burntsushi/same-file,gh/78375612,2025,6,15,15,30,2,src/lib.rs,28,0.9,2026-05-03T17:22:01Z
sindresorhus/to-fast-properties,gh/31656998,2025,7,12,17,29,4,index.js,18,0.5,2026-05-03T17:22:01Z
chalk/strip-ansi,gh/15014856,2025,10,18,10,28,4,index.js,18,1.1,2026-05-03T17:22:01Z
crypto-browserify/randombytes,gh/29300004,2025,8,14,14,28,2,browser.js,18,0.8,2026-05-03T17:22:01Z
mcollina/reusify,gh/42106515,2025,7,28,0,28,2,eslint.config.js,14,0.7,2026-05-03T17:22:01Z
medikoo/es6-symbol,gh/14423385,2025,16,24,4,28,3,commitlint.config.js,22,1.5,2026-05-03T17:22:01Z
jshttp/accepts,gh/15482433,2025,46,14,14,28,5,test/type.js,8,2.5,2026-05-03T17:22:01Z
browserify/randombytes,gh/29300004,2025,8,14,14,28,2,browser.js,18,0.5,2026-05-18T00:11:16Z
doowb/ansi-colors,gh/47135420,2025,5,17,10,27,2,index.js,21,0.9,2026-05-03T17:22:01Z
sindresorhus/lowercase-keys,gh/29769737,2025,4,9,18,27,4,index.js,13,0.7,2026-05-03T17:22:01Z
inspect-js/has-symbols,gh/68573418,2025,31,22,5,27,8,shams.js,7,0.8,2026-05-03T17:22:01Z
sindresorhus/strip-bom,gh/18444852,2025,3,12,14,26,4,test/test.js,10,0.6,2026-05-03T17:22:01Z
es-shims/object.values,gh/41723335,2025,40,12,13,25,4,implementation.js,14,0.9,2026-05-03T17:22:01Z
ryanzim/universalify,gh/87651180,2025,5,16,6,22,2,index.js,12,0.5,2026-05-03T17:22:01Z
medikoo/d,gh/10817569,2025,22,22,0,22,1,commitlint.config.js,22,1.3,2026-05-03T17:22:01Z
isaacs/fs.realpath,gh/61231712,2025,6,19,2,21,3,.github/workflows/package-json-repo.js,16,0.5,2026-05-03T17:22:01Z
sindresorhus/is-binary-path,gh/29771247,2025,3,8,13,21,4,index.js,9,1.3,2026-05-03T17:22:01Z
fb55/domelementtype,gh/6627835,2025,14,10,10,20,1,src/index.ts,20,0.9,2026-05-03T17:22:01Z
sindresorhus/has-flag,gh/38718671,2025,5,10,10,20,4,index.js,8,0.6,2026-05-03T17:22:01Z
brianloveswords/node-jwa,gh/8116861,2025,3,16,2,18,1,index.js,18,0.7,2026-05-03T17:22:01Z
chaijs/type-detect,gh/12107007,2025,3,5,13,18,2,rollup.conf.js,10,1.7,2026-05-03T17:22:01Z
auth0/node-jwa,gh/8116861,2025,3,16,2,18,1,index.js,18,0.6,2026-05-18T00:11:16Z
sindresorhus/binary-extensions,gh/29771015,2025,10,7,10,17,5,index.d.ts,4,1.2,2026-05-03T17:22:01Z
moxystudio/node-cross-spawn,gh/21335844,2025,13,9,8,17,3,lib/util/escape.js,10,1.1,2026-05-03T17:22:01Z
sindresorhus/escape-string-regexp,gh/21169121,2025,6,6,10,16,4,index.d.ts,6,0.5,2026-07-05T22:56:24Z
sindresorhus/array-union,gh/21005682,2025,5,6,8,14,3,index.js,8,0.6,2026-05-03T17:22:01Z
mathiasbynens/unicode-property-aliases-ecmascript,gh/88333533,2025,8,7,7,14,1,tests/tests.js,14,0.5,2026-07-05T22:56:24Z
visionmedia/bytes.js,gh/4626886,2025,29,13,1,14,4,index.js,10,0.6,2026-05-03T17:22:01Z
juliangruber/isarray,gh/10227611,2025,52,9,5,14,2,test.js,10,0.8,2026-05-03T17:22:01Z
sindresorhus/shebang-regex,gh/30903733,2025,3,7,6,13,4,index.js,5,0.5,2026-05-03T17:22:01Z
lukeed/dequal,gh/174421655,2025,5,9,3,12,1,bench/index.js,12,1.1,2026-05-03T17:22:01Z
pillarjs/encodeurl,gh/60721766,2025,13,7,3,10,2,test/test.js,8,0.7,2026-05-03T17:22:01Z
lukeed/kleur,gh/140393403,2025,6,5,5,10,2,index.mjs,6,1.2,2026-05-03T17:22:01Z
mafintosh/pump,gh/12118126,2025,7,7,3,10,1,index.js,10,0.7,2026-05-03T17:22:01Z
gkz/optionator,gh/13435927,2025,11,5,5,10,2,lib/index.js,6,0.6,2026-07-05T22:56:04Z
istanbuljs/schema,gh/211950686,2025,2,7,1,8,2,index.js,4,0.7,2026-05-03T17:22:01Z
rob--w/proxy-from-env,gh/52038793,2025,2,7,0,7,1,test.js,7,1.1,2026-05-03T17:22:01Z
ljharb/has-bigints,gh/201714166,2025,24,5,1,6,2,index.d.ts,3,0.7,2026-05-03T17:22:01Z
garycourt/uri-js,gh/989080,2025,4,3,3,6,3,src/uri.ts,2,2.8,2026-05-03T17:22:01Z
jprichardson/node-jsonfile,gh/5754307,2025,5,3,3,6,1,index.js,6,0.7,2026-05-03T17:22:01Z
micromatch/anymatch,gh/11458302,2025,4,5,1,6,3,test.js,3,4.7,2026-05-03T17:22:01Z
micromatch/to-regex-range,gh/40355891,2025,3,3,3,6,1,index.js,6,0.9,2026-05-03T17:22:01Z
inspect-js/functions-have-names,gh/198357138,2025,16,5,1,6,1,index.js,6,0.7,2026-05-03T17:22:01Z
inspect-js/has-bigints,gh/201714166,2025,24,5,1,6,2,index.d.ts,3,0.5,2026-05-18T00:11:16Z
retep998/winapi-rs,gh/23853482,2025,1,3,2,5,1,src/um/sysinfoapi.rs,5,19.7,2026-05-03T17:22:01Z
estools/estraverse,gh/6145439,2025,2,4,0,4,1,estraverse.js,4,0.5,2026-05-03T17:22:01Z
feross/run-parallel,gh/18700638,2025,3,3,1,4,1,index.js,4,0.9,2026-05-03T17:22:01Z
daaku/nodejs-tmpl,gh/2171213,2025,3,2,2,4,2,lib/tmpl.js,2,0.5,2026-07-05T22:55:57Z
mafintosh/end-of-stream,gh/14732255,2025,2,3,1,4,1,index.js,4,0.7,2026-05-03T17:22:01Z
alexei/sprintf.js,gh/9175790,2025,3,2,2,4,2,dist/angular-sprintf.min.js,2,0.7,2026-07-05T22:58:49Z
sindresorhus/tagged-tag,gh/795552264,2025,4,3,0,3,1,index.d.ts,3,0.8,2026-05-03T17:22:01Z
sindresorhus/import-fresh,gh/22020904,2025,4,2,1,3,1,index.js,3,0.6,2026-05-03T17:22:01Z
mdn/data,gh/70901646,2025,527,2,1,3,2,test/lint.js,2,1.2,2026-05-18T00:11:16Z
feross/queue-microtask,gh/207021895,2025,6,1,1,2,1,index.js,2,0.6,2026-05-03T17:22:01Z
teambition/merge2,gh/25396227,2025,2,1,1,2,1,index.js,2,0.9,2026-05-03T17:22:01Z
dchest/tweetnacl-js,gh/15649752,2025,13,1,1,2,1,test/04-secretbox.quick.js,2,1.5,2026-07-05T22:56:24Z
iarna/aproba,gh/31432421,2025,3,1,1,2,1,index.js,2,1.3,2026-05-03T17:22:01Z
linusu/buffer-from,gh/66025821,2025,2,1,0,1,1,index.js,1,0.8,2026-05-03T17:22:01Z
kemitchell/validate-npm-package-license.js,gh/35000460,2025,0,0,0,0,0,,0,0.7,2026-05-03T17:22:01Z
sindresorhus/resolve-from,gh/22022707,2025,1,0,0,0,0,,0,0.9,2026-05-03T17:22:01Z
kevinbeaty/any-promise,gh/26247715,2025,0,0,0,0,0,,0,0.9,2026-05-03T17:22:01Z
estools/escodegen,gh/3611422,2025,1,0,0,0,0,,0,2.0,2026-05-03T17:22:01Z
estools/esrecurse,gh/27429822,2025,4,0,0,0,0,,0,0.6,2026-05-03T17:22:01Z
kevva/dir-glob,gh/49264969,2025,0,0,0,0,0,,0,0.7,2026-05-03T17:22:01Z
broofa/node-int64,gh/1208666,2025,0,0,0,0,0,,0,0.6,2026-05-03T17:22:01Z
kevva/shebang-command,gh/47402913,2025,0,0,0,0,0,,0,0.5,2026-05-03T17:22:01Z
estools/esutils,gh/14677293,2025,0,0,0,0,0,,0,0.7,2026-05-03T17:22:01Z
kriskowal/asap,gh/11295071,2025,2,0,0,0,0,,0,0.6,2026-05-03T17:22:01Z
lddubeau/xmlchars,gh/139881982,2025,76,0,0,0,0,,0,0.8,2026-05-03T17:22:01Z
npm/wrappy,gh/24208073,2025,1,0,0,0,0,,0,0.7,2026-05-03T17:22:01Z
libpixman/pixman,gh/81675971,2025,0,0,0,0,0,,0,3.2,2026-05-03T17:22:01Z
nvzqz/static-assertions-rs,gh/100129252,2025,0,0,0,0,0,,0,1.0,2026-05-03T17:22:01Z
rust-lang/tempdir,gh/31728565,2025,0,0,0,0,0,,0,1.6,2026-05-03T17:22:01Z
calvinmetcalf/minimalistic-assert,gh/29144257,2025,0,0,0,0,0,,0,0.6,2026-05-03T17:22:01Z
calvinmetcalf/process-nextick-args,gh/36039131,2025,0,0,0,0,0,,0,1.1,2026-05-03T17:22:01Z
faye/websocket-driver-node,gh/9733816,2025,3,0,0,0,0,,0,0.7,2026-05-03T17:22:01Z
fb55/boolbase,gh/16864585,2025,3,0,0,0,0,,0,1.5,2026-05-03T17:22:01Z
stefanpenner/get-caller-file,gh/48818175,2025,0,0,0,0,0,,0,1.1,2026-05-03T17:22:01Z
stream-utils/unpipe,gh/37428186,2025,0,0,0,0,0,,0,0.6,2026-05-03T17:22:01Z
suguru03/neo-async,gh/27030361,2025,0,0,0,0,0,,0,1.4,2026-05-03T17:22:01Z
felixge/node-combined-stream,gh/1787452,2025,0,0,0,0,0,,0,0.6,2026-05-03T17:22:01Z
rvagg/prr,gh/9151864,2025,0,0,0,0,0,,0,0.7,2026-05-03T17:22:01Z
chalker/safer-buffer,gh/125825141,2025,0,0,0,0,0,,0,0.9,2026-05-03T17:22:01Z
felixge/node-delayed-stream,gh/1783893,2025,0,0,0,0,0,,0,1.3,2026-05-03T17:22:01Z
rvagg/through2,gh/11808187,2025,0,0,0,0,0,,0,0.6,2026-05-03T17:22:01Z
feross/ieee754,gh/15489525,2025,0,0,0,0,0,,0,0.5,2026-05-03T17:22:01Z
feross/is-buffer,gh/25997846,2025,0,0,0,0,0,,0,0.5,2026-05-03T17:22:01Z
samn/json-stable-stringify,gh/76598131,2025,0,0,0,0,0,,0,0.9,2026-05-03T17:22:01Z
feross/safe-buffer,gh/49538897,2025,0,0,0,0,0,,0,0.9,2026-05-03T17:22:01Z
fitzgen/glob-to-regexp,gh/11461122,2025,0,0,0,0,0,,0,0.8,2026-05-03T17:22:01Z
floatdrop/require-from-string,gh/39301848,2025,0,0,0,0,0,,0,0.8,2026-05-03T17:22:01Z
component/escape-html,gh/5444800,2025,0,0,0,0,0,,0,0.6,2026-05-03T17:22:01Z
petkaantonov/bluebird,gh/12670444,2025,9,0,0,0,0,,0,4.2,2026-05-03T17:22:01Z
terkelg/sisteransi,gh/122441239,2025,0,0,0,0,0,,0,0.5,2026-05-03T17:22:01Z
jaredhanson/utils-merge,gh/11349896,2025,0,0,0,0,0,,0,0.6,2026-05-03T17:22:01Z
