repo,repo_id,analyzed_through_year,commits_5y_examined,churn_5y_added,churn_5y_deleted,churn_5y_total,churn_files_count,top_file_path,top_file_churn,elapsed_s,fetched_at
urllib3/urllib3,gh/2410676,2025,824,25196,15258,40454,110,src/urllib3/connection.py,2202,9.3,2026-05-03T17:22:01Z
grahamdumpleton/wrapt,gh/10357291,2025,503,23933,16508,40441,140,src/wrapt/_wrappers.c,8067,1.4,2026-05-03T17:22:01Z
googlechrome/workbox,gh/55424670,2025,262,22861,17514,40375,538,test/workbox-build/node/generate-sw.js,2336,6.9,2026-05-03T17:22:01Z
jridgewell/sourcemaps,gh/897142826,2025,449,23672,16204,39876,130,packages/trace-mapping/test/binary-search.test.ts,3022,4.7,2026-05-03T17:22:01Z
moment/moment,gh/1424470,2025,84,22740,16833,39573,504,min/tests.js,21243,12.3,2026-05-03T17:22:01Z
rogdham/backports.zstd,gh/977687927,2025,61,35541,2534,38075,72,tests/test/test_tarfile.py,4863,0.6,2026-05-18T00:11:16Z
rust-lang/hashbrown,gh/155119796,2025,495,25058,13002,38060,48,src/raw/mod.rs,13103,7.1,2026-05-03T17:22:01Z
terser/terser,gh/29097127,2025,525,28108,9752,37860,142,lib/compress/index.js,6920,6.5,2026-05-03T17:22:01Z
thomasdickey/ncurses-snapshots,gh/65149533,2025,267,21129,16559,37688,377,ncurses/win32con/win_driver.c,3409,161.7,2026-05-18T00:11:16Z
jawah/charset_normalizer,gh/200259335,2025,571,19845,16684,36529,77,charset_normalizer/constant.py,5869,1.7,2026-05-03T17:22:01Z
pnggroup/libpng,gh/3768025,2025,507,19997,16420,36417,101,png.h,4924,14.2,2026-05-18T00:11:16Z
emotion-js/emotion,gh/92570536,2025,271,18607,16644,35251,529,flow-typed/npm/jest_v25.x.x.js,2938,14.8,2026-05-03T17:22:01Z
rollup/plugins,gh/203607977,2025,719,22568,12222,34790,970,packages/typescript/test/test.js,1554,3.3,2026-05-03T17:22:01Z
webpack/enhanced-resolve,gh/5400204,2025,243,20173,14591,34764,143,test/exportsField.test.js,5322,1.8,2026-05-03T17:22:01Z
fontconfig/fontconfig,gh/926884194,2025,456,19642,14918,34560,122,src/fcfreetype.c,3099,3.4,2026-05-03T17:22:01Z
gyscos/zstd-rs,gh/52115335,2025,241,15458,18490,33948,58,zstd-safe/zstd-sys/src/bindings_zstd_experimental.rs,4701,1.2,2026-05-03T17:22:01Z
python/typing_extensions,gh/494077289,2025,450,21439,12192,33631,12,src/typing_extensions.py,11715,1.0,2026-05-18T00:11:16Z
7rulnik/source-map-js,gh/330043541,2025,39,1069,32553,33622,34,dist/test/test_source_map_consumer.js,4461,9.9,2026-05-03T17:22:01Z
taiki-e/pin-project,gh/164668916,2025,530,17615,15866,33481,317,tests/lint/lib.rs,1821,2.1,2026-05-03T17:22:01Z
encode/httpcore,gh/237210639,2025,385,19571,13727,33298,94,httpcore/_sync/connection_pool.py,1412,2.3,2026-05-03T17:22:01Z
burntsushi/aho-corasick,gh/37290678,2025,127,21294,11804,33098,58,src/ahocorasick.rs,3864,4.8,2026-05-03T17:22:01Z
paulmillr/chokidar,gh/4090287,2025,179,15609,16444,32053,20,src/index.test.mts,7612,1.7,2026-05-03T17:22:01Z
pyca/pynacl,gh/8350032,2025,153,14586,16979,31565,242,src/libsodium/ltmain.sh,9661,39.7,2026-07-05T22:56:54Z
isaacs/node-lru-cache,gh/679662,2025,320,19747,11520,31267,70,src/index.ts,5207,1.5,2026-05-03T17:22:01Z
dcodeio/protobuf.js,gh/8507859,2025,180,8602,22166,30768,95,dist/protobuf.js,9279,29.9,2026-05-03T17:22:01Z
protobufjs/protobuf.js,gh/8507859,2025,180,8602,22166,30768,95,dist/protobuf.js,9279,66.5,2026-05-18T00:11:16Z
yaml/pyyaml,gh/2700147,2025,62,11315,18973,30288,110,lib/yaml/scanner.py,2883,1.3,2026-05-03T17:22:01Z
seanmonstar/reqwest,gh/62350380,2025,514,20595,9608,30203,77,src/async_impl/client.rs,4914,3.7,2026-05-03T17:22:01Z
conventional-changelog/commitlint,gh/51575745,2025,1811,18974,11103,30077,327,@commitlint/cli/src/cli.test.ts,1498,13.1,2026-05-03T17:22:01Z
pallets/flask,gh/596892,2025,814,16258,13741,29999,72,src/flask/app.py,6663,6.9,2026-05-03T17:22:01Z
aio-libs/multidict,gh/51206425,2025,720,19559,10179,29738,48,multidict/_multidict.c,4341,1.0,2026-07-05T22:55:57Z
rust-lang/futures-rs,gh/55077261,2025,392,18355,11357,29712,331,futures/tests/auto_traits.rs,2235,8.0,2026-05-03T17:22:01Z
isaacs/node-glob,gh/357681,2025,301,15498,13549,29047,114,src/walker.ts,5214,2.9,2026-05-03T17:22:01Z
tj/commander.js,gh/2206953,2025,454,19940,8836,28776,177,lib/command.js,4693,4.4,2026-05-03T17:22:01Z
tokio-rs/prost,gh/94262864,2025,398,17396,11282,28678,121,prost-build/src/lib.rs,3176,7.7,2026-07-05T22:56:04Z
frenic/csstype,gh/104001328,2025,73,15298,13152,28450,67,index.d.ts,25163,2.9,2026-05-03T17:22:01Z
jquast/wcwidth,gh/18464187,2025,154,15851,12544,28395,19,wcwidth/table_zero.py,12272,1.3,2026-05-03T17:22:01Z
pypa/packaging,gh/19837758,2025,366,17876,9953,27829,55,packaging/specifiers.py,2364,2.7,2026-05-03T17:22:01Z
joshuakgoldberg/ts-api-utils,gh/597893818,2025,748,18441,8728,27169,81,src/nodes/typeGuards/union.ts,3776,3.0,2026-05-03T17:22:01Z
ipython/traitlets,gh/14993021,2025,282,15398,11750,27148,65,traitlets/tests/test_traitlets.py,4804,1.8,2026-05-03T17:22:01Z
joblib/joblib,gh/654608,2025,238,14930,12081,27011,104,joblib/parallel.py,3047,5.8,2026-05-03T17:22:01Z
bitflags/bitflags,gh/29287955,2025,343,16076,10618,26694,203,src/lib.rs,9282,1.0,2026-05-03T17:22:01Z
csstree/csstree,gh/67236461,2025,235,14772,11796,26568,268,test/list.js,1135,2.3,2026-05-03T17:22:01Z
postcss/postcss,gh/13078968,2025,729,15035,10999,26034,86,lib/postcss.d.ts,1630,8.9,2026-05-03T17:22:01Z
googleapis/python-api-core,gh/226992456,2025,349,19261,5816,25077,119,tests/unit/operations_v1/test_operations_rest_client.py,1976,1.3,2026-05-03T17:22:01Z
isaacs/rimraf,gh/1341324,2025,158,15215,9803,25018,106,test/rimraf-windows.js,2026,1.4,2026-05-03T17:22:01Z
python-attrs/attrs,gh/29918975,2025,922,15591,8478,24069,69,src/attr/_make.py,6016,4.3,2026-05-03T17:22:01Z
indexmap-rs/indexmap,gh/68294628,2025,319,15953,8022,23975,44,src/map.rs,2705,0.9,2026-05-03T17:22:01Z
frommi/miniz_oxide,gh/96124162,2025,170,13624,9423,23047,50,miniz/miniz.c,7147,4.1,2026-05-03T17:22:01Z
rayon-rs/rayon,gh/24725038,2025,402,14380,8633,23013,165,src/slice/sort.rs,1718,5.0,2026-05-03T17:22:01Z
pillarjs/path-to-regexp,gh/5265803,2025,103,11044,11881,22925,6,src/index.spec.ts,11935,2.7,2026-05-03T17:22:01Z
pypa/wheel,gh/98346885,2025,261,11082,11375,22457,74,src/wheel/vendored/packaging/specifiers.py,2094,2.5,2026-05-03T17:22:01Z
ajv-validator/ajv,gh/35914020,2025,543,15845,6351,22196,214,spec/types/jtd-schema.spec.ts,1023,11.3,2026-07-05T22:56:24Z
rustcrypto/stream-ciphers,gh/83051505,2025,192,11447,10675,22122,74,chacha20/src/rng.rs,2298,1.3,2026-05-03T17:22:01Z
encode/httpx,gh/179492861,2025,584,13036,9028,22064,62,httpx/_client.py,2855,7.9,2026-05-03T17:22:01Z
rust-itertools/itertools,gh/22360263,2025,667,14400,7076,21476,77,src/lib.rs,3982,1.2,2026-05-03T17:22:01Z
lz4/lz4,gh/18106269,2025,828,14065,7342,21407,66,programs/lz4io.c,3432,10.4,2026-05-03T17:22:01Z
boto/boto3,gh/24774658,2025,2738,12211,8712,20923,102,setup.py,2495,10.2,2026-05-03T17:22:01Z
pallets/click,gh/19103692,2025,767,13489,7053,20542,65,src/click/core.py,5431,6.4,2026-05-03T17:22:01Z
pypa/virtualenv,gh/1446474,2025,576,11067,8775,19842,170,tests/unit/create/test_creator.py,1731,189.2,2026-05-03T17:22:01Z
nodeca/pako,gh/16231859,2025,35,8848,10805,19653,28,dist/pako.es5.js,5905,2.0,2026-05-03T17:22:01Z
pypa/distlib,gh/436970140,2025,170,3023,16145,19168,73,distlib/_backport/tarfile.py,2607,3.5,2026-07-05T22:58:49Z
uqfoundation/dill,gh/11031844,2025,237,10871,7868,18739,76,dill/_dill.py,5058,1.9,2026-05-03T17:22:01Z
mm2/little-cms,gh/507969,2025,498,12628,6004,18632,82,Projects/Xcode_26/lcms2/threaded_plugin_testbed/threaded_testbed.c,1776,98.1,2026-05-03T17:22:01Z
psf/requests,gh/1362490,2025,271,9975,8563,18538,51,tests/test_requests.py,2658,18.5,2026-05-03T17:22:01Z
more-itertools/more-itertools,gh/4144530,2025,846,12179,6339,18518,10,more_itertools/more.py,6857,2.0,2026-05-03T17:22:01Z
acornjs/acorn,gh/5932749,2025,294,16301,2103,18404,87,test/tests-class-features-2022.js,6529,9.0,2026-05-03T17:22:01Z
servo/core-foundation-rs,gh/5621513,2025,232,12398,5934,18332,109,cocoa/src/appkit.rs,2362,1.0,2026-07-05T16:47:02Z
marshallpierce/rust-base64,gh/47371310,2025,146,9372,8662,18034,36,src/engine/tests.rs,3759,1.7,2026-05-03T17:22:01Z
tootallnate/proxy-agents,gh/11293703,2025,149,12876,5004,17880,121,packages/agent-base/test/test-legacy.js,1378,0.9,2026-07-05T22:56:54Z
linux-pam/linux-pam,gh/76264690,2025,715,11423,6217,17640,197,modules/pam_namespace/pam_namespace.c,1505,1.4,2026-05-18T00:11:16Z
libffi/libffi,gh/321154,2025,492,13389,4116,17505,219,src/wasm32/ffi.c,1914,3.6,2026-05-03T17:22:01Z
mrmlnc/fast-glob,gh/77467076,2025,155,12991,4192,17183,138,__snapshots__/regular.e2e.js,5678,2.1,2026-05-03T17:22:01Z
browserslist/browserslist,gh/27971466,2025,442,8544,7780,16324,88,index.js,2076,2.8,2026-05-03T17:22:01Z
import-js/eslint-plugin-import,gh/32238354,2025,139,11571,4727,16298,180,tests/src/rules/order.js,4161,2.2,2026-05-03T17:22:01Z
aio-libs/yarl,gh/64756820,2025,1049,10416,5697,16113,43,yarl/_url.py,5893,0.9,2026-07-05T22:56:10Z
npm/cacache,gh/193812470,2025,197,6829,9024,15853,62,test/verify.js,1157,0.9,2026-05-03T17:22:01Z
pkgconf/pkgconf,gh/4180110,2025,672,10827,4895,15722,41,cli/main.c,3453,1.8,2026-05-03T17:22:01Z
websocket-client/websocket-client,gh/1202362,2025,364,10918,4757,15675,39,websocket/_app.py,2010,1.2,2026-05-03T17:22:01Z
burntsushi/ucd-generate,gh/123997498,2025,60,10694,4953,15647,68,benches/tables/slice/names.rs,7353,4.3,2026-05-03T17:22:01Z
rust-lang/flate2-rs,gh/21954009,2025,187,3620,11912,15532,58,miniz-sys/miniz.c,7563,1.2,2026-05-03T17:22:01Z
eslint-community/eslint-utils,gh/568240379,2025,112,8767,6590,15357,62,test/reference-tracker.mjs,1572,0.9,2026-05-03T17:22:01Z
isaacs/path-scurry,gh/591569499,2025,122,10959,4369,15328,11,src/index.ts,7374,0.8,2026-05-03T17:22:01Z
crossbeam-rs/crossbeam,gh/35566048,2025,458,9913,5312,15225,121,crossbeam-utils/src/atomic/atomic_cell.rs,1833,4.4,2026-05-03T17:22:01Z
httplib2/httplib2,gh/53002916,2025,61,3863,11293,15156,48,python2/httplib2/__init__.py,2538,1.9,2026-05-03T17:22:01Z
mirror/ncurses,gh/22324756,2025,119,9788,5061,14849,284,ncurses/tinfo/lib_win32con.c,1300,19.6,2026-07-05T23:06:12Z
webpack/webpack-sources,gh/48954523,2025,94,10121,4492,14613,50,test/fixtures/es6-promise.js,1174,1.2,2026-05-03T17:22:01Z
kilian/electron-to-chromium,gh/78972540,2025,3390,8570,5999,14569,8,full-chromium-versions.js,8586,3.0,2026-05-03T17:22:01Z
sinonjs/fake-timers,gh/16523712,2025,241,7560,6884,14444,24,test/fake-timers-test.js,8384,2.8,2026-05-03T17:22:01Z
dcodeio/long.js,gh/8678904,2025,34,5447,8861,14308,21,index.js,2228,0.6,2026-07-05T22:56:54Z
azuread/microsoft-authentication-library-for-python,gh/67243113,2025,413,10693,3543,14236,62,msal/application.py,3282,2.3,2026-05-03T17:22:01Z
pallets/jinja,gh/994551,2025,389,8390,5607,13997,55,src/jinja2/filters.py,1650,2.3,2026-05-03T17:22:01Z
gpg/libgpg-error,gh/42075984,2025,305,10173,3765,13938,50,src/spawn-w32.c,2467,2.8,2026-05-03T17:22:01Z
boto/s3transfer,gh/49535299,2025,217,9417,4234,13651,48,s3transfer/crt.py,2169,1.7,2026-05-03T17:22:01Z
brianc/node-postgres,gh/991475,2025,325,8660,4810,13470,240,packages/pg-connection-string/test/parse.js,758,3.4,2026-05-03T17:22:01Z
rust-random/getrandom,gh/166545969,2025,395,7350,6073,13423,90,src/lib.rs,1575,1.3,2026-05-03T17:22:01Z
rust-cli/env_logger,gh/96382888,2025,345,6886,6495,13381,53,crates/env_filter/src/lib.rs,1762,0.7,2026-05-03T17:22:01Z
kpdecker/jsdiff,gh/1542219,2025,160,8004,5121,13125,68,test/patch/merge.js,1445,1.2,2026-05-03T17:22:01Z
antonk52/lilconfig,gh/238967485,2025,93,7041,5987,13028,26,src/spec/index.spec.js,6011,1.3,2026-05-03T17:22:01Z
teddriggs/darling,gh/89984100,2025,271,9625,3394,13019,138,core/src/from_meta.rs,1785,1.6,2026-05-03T17:22:01Z
hukkin/tomli,gh/370616797,2025,290,7238,5692,12930,31,tomli/_parser.py,4386,1.8,2026-05-03T17:22:01Z
rich-harris/magic-string,gh/26143240,2025,137,8079,4743,12822,26,benchmark/data.js,3178,2.3,2026-05-03T17:22:01Z
lokathor/bytemuck,gh/209673558,2025,305,9431,3128,12559,32,derive/src/traits.rs,2984,2.4,2026-05-03T17:22:01Z
sec-ant/readable-stream,gh/569980966,2025,118,7267,5224,12491,29,test/index.spec.ts,2256,1.2,2026-05-03T17:22:01Z
tower-rs/tower,gh/98244646,2025,197,8114,4346,12460,144,tower/src/util/mod.rs,1032,5.0,2026-05-03T17:22:01Z
pyca/pyopenssl,gh/15778059,2025,300,5967,5978,11945,21,tests/test_crypto.py,3255,2.4,2026-07-05T22:56:10Z
madler/zlib,gh/2359378,2025,393,6043,5898,11941,65,zconf.h,1164,7.0,2026-05-03T17:22:01Z
mysticatea/event-target-shim,gh/31137469,2025,15,6432,5241,11673,40,test/event-target.ts,1588,1.3,2026-05-03T17:22:01Z
mathiasbynens/regexpu-core,gh/49437324,2025,71,8931,2405,11336,22,tests/tests.js,2592,0.6,2026-07-05T22:56:04Z
paramiko/paramiko,gh/119609,2025,449,6967,4338,11305,92,paramiko/transport.py,1037,3.2,2026-05-03T17:22:01Z
taiki-e/pin-project-lite,gh/216847853,2025,447,6763,4407,11170,104,src/lib.rs,3326,0.9,2026-05-03T17:22:01Z
besser82/libxcrypt,gh/35503965,2025,269,7861,3274,11135,83,build-aux/BuildCommon.pm,1446,4.6,2026-05-03T17:22:01Z
octokit/types.ts,gh/216109757,2025,417,6808,4049,10857,26,src/generated/Endpoints.ts,9913,9.6,2026-05-03T17:22:01Z
criterion-rs/criterion.rs,gh/1081104682,2025,213,5557,5288,10845,82,src/bencher.rs,2429,2.3,2026-05-03T17:22:01Z
tox-dev/platformdirs,gh/367032142,2025,314,6369,4364,10733,21,src/platformdirs/__init__.py,3209,1.7,2026-05-03T17:22:01Z
grantjenks/python-sortedcontainers,gh/17144859,2025,46,5516,5213,10729,32,src/sortedcontainers/sortedlist.py,2881,33.2,2026-07-05T23:06:12Z
libevent/libevent,gh/1856976,2025,554,8652,2040,10692,110,evutil.c,924,10.8,2026-05-03T17:22:01Z
isaacs/minipass,gh/84886212,2025,114,6331,4168,10499,94,index.js,1713,1.0,2026-05-03T17:22:01Z
webpack/watchpack,gh/24119524,2025,59,6178,4315,10493,31,test/Watchpack.js,2512,1.1,2026-05-03T17:22:01Z
webpack/terser-webpack-plugin,gh/143057914,2025,185,6346,4080,10426,41,src/index.js,2437,3.8,2026-05-03T17:22:01Z
jprichardson/node-fs-extra,gh/2791348,2025,73,5374,4867,10241,117,lib/copy/copy.js,470,1.4,2026-05-03T17:22:01Z
websockets/ws,gh/2744972,2025,281,7693,2510,10203,34,test/websocket.test.js,3816,12.0,2026-05-03T17:22:01Z
sindresorhus/globby,gh/21069494,2025,111,7009,2708,9717,22,tests/globby.js,1363,0.7,2026-05-03T17:22:01Z
sindresorhus/meow,gh/25121561,2025,68,5437,4158,9595,59,test/test.js,1649,1.2,2026-05-03T17:22:01Z
python-jsonschema/referencing,gh/569027868,2025,587,6617,2898,9515,19,referencing/_core.py,3087,1.7,2026-05-03T17:22:01Z
sindresorhus/file-type,gh/19105307,2025,210,5196,4213,9409,11,core.js,4842,118.1,2026-05-03T17:22:01Z
cosmiconfig/cosmiconfig,gh/45750507,2025,166,6199,3083,9282,30,test/successful-directories.test.ts,2225,3.0,2026-05-03T17:22:01Z
pillarjs/iconv-lite,gh/2743221,2025,27,5132,4071,9203,43,encodings/dbcs-codec.js,989,1.7,2026-05-03T17:22:01Z
googleapis/google-resumable-media-python,gh/88091939,2025,155,5768,3348,9116,44,tests/unit/test__helpers.py,1062,6.5,2026-05-03T17:22:01Z
sindresorhus/globals,gh/15186239,2025,144,6755,2319,9074,87,data/browser.mjs,1229,0.8,2026-05-03T17:22:01Z
serde-rs/json,gh/35894511,2025,574,5356,3716,9072,55,src/read.rs,1316,5.3,2026-05-03T17:22:01Z
jd/tenacity,gh/65468547,2025,116,4997,3921,8918,27,tenacity/tests/test_tenacity.py,2635,1.4,2026-05-03T17:22:01Z
rust-lang/log,gh/27974762,2025,272,5343,3567,8910,18,src/kv/value.rs,2247,1.4,2026-05-03T17:22:01Z
uuidjs/uuid,gh/1203139,2025,146,4962,3893,8855,128,src/test/v7.test.ts,586,6.4,2026-05-03T17:22:01Z
xtuc/webassemblyjs,gh/113006071,2025,90,5741,3095,8836,152,types/lib/core.js,2132,7.0,2026-05-03T17:22:01Z
yargs/yargs-parser,gh/50258379,2025,61,4500,4222,8722,17,test/yargs-parser.mjs,4205,1.1,2026-05-03T17:22:01Z
python-poetry/tomlkit,gh/140365570,2025,237,5717,2960,8677,27,tomlkit/items.py,2857,1.0,2026-05-03T17:22:01Z
gnome/gdk-pixbuf,gh/4533539,2025,363,6452,2179,8631,85,gdk-pixbuf/io-glycin-utils.c,1638,36.8,2026-05-03T17:22:01Z
proptest-rs/proptest,gh/94702898,2025,257,6210,2293,8503,113,proptest-state-machine/src/strategy.rs,1316,4.3,2026-05-03T17:22:01Z
executablebooks/markdown-it-py,gh/249956697,2025,176,4206,4182,8388,113,markdown_it/tree.py,593,2.3,2026-05-03T17:22:01Z
ljharb/qs,gh/22266795,2025,210,5234,3143,8377,11,dist/qs.js,4548,5.5,2026-05-03T17:22:01Z
fsspec/s3fs,gh/53987953,2025,354,5657,2671,8328,12,s3fs/core.py,3282,2.0,2026-05-03T17:22:01Z
dtolnay/proc-macro2,gh/91860126,2025,520,5550,2714,8264,27,src/fallback.rs,1668,0.9,2026-05-03T17:22:01Z
tkem/cachetools,gh/18006791,2025,182,4769,3446,8215,43,src/cachetools/__init__.py,1761,0.9,2026-07-05T22:55:49Z
typeshed-internal/stub_uploader,gh/331669593,2025,3304,5089,2988,8077,47,stub_uploader/build_wheel.py,1304,2.4,2026-07-05T23:06:12Z
peternator7/strum,gh/80964373,2025,196,5596,2286,7882,59,strum_macros/src/lib.rs,856,1.5,2026-05-03T17:22:01Z
npm/hosted-git-info,gh/25002984,2025,136,4014,3805,7819,29,test/github.js,1063,0.7,2026-05-03T17:22:01Z
tokio-rs/bytes,gh/30062547,2025,160,6446,1262,7708,34,src/buf/buf_impl.rs,2294,1.8,2026-07-05T22:55:53Z
libidn/libidn2,gh/87378214,2025,287,3964,3725,7689,50,tests/test-lookup.c,1496,2.1,2026-05-03T17:22:01Z
python/importlib_metadata,gh/306448340,2025,738,4893,2784,7677,39,importlib_metadata/__init__.py,3239,1.5,2026-05-03T17:22:01Z
broofa/mime,gh/534940,2025,120,4466,3183,7649,35,types/standard.js,1004,1.0,2026-05-03T17:22:01Z
serde-rs/test,gh/670894947,2025,142,3864,3760,7624,16,src/configure.rs,1087,1.3,2026-05-03T17:22:01Z
dtolnay/anyhow,gh/212936374,2025,444,5384,2235,7619,34,src/ensure.rs,2183,4.3,2026-05-03T17:22:01Z
rust-phf/rust-phf,gh/15992970,2025,146,4991,2544,7535,36,phf_macros_tests/tests/test.rs,1368,5.2,2026-05-03T17:22:01Z
fb55/entities,gh/3172629,2025,1499,4926,2516,7442,31,src/decode.ts,1901,6.8,2026-05-03T17:22:01Z
tqdm/tqdm,gh/36804486,2025,290,4247,3193,7440,66,tqdm/gui.py,961,5.2,2026-05-18T00:11:16Z
rust-fuzz/arbitrary,gh/90591032,2025,162,4950,2342,7292,65,src/lib.rs,2714,0.9,2026-05-03T17:22:01Z
python/importlib_resources,gh/306147182,2025,537,4340,2829,7169,48,importlib_resources/tests/test_resource.py,636,3.1,2026-05-03T17:22:01Z
pytest-dev/pluggy,gh/34739117,2025,320,4603,2524,7127,31,src/pluggy/_hooks.py,1566,1.5,2026-05-03T17:22:01Z
fastify/fast-uri,gh/419317518,2025,140,5103,1985,7088,25,test/uri-js.test.js,2506,1.0,2026-05-03T17:22:01Z
dtolnay/semver,gh/22432442,2025,247,3824,3258,7082,26,src/version_req.rs,1092,2.0,2026-05-03T17:22:01Z
servo/rust-smallvec,gh/33456236,2025,88,4156,2912,7068,7,src/lib.rs,5870,1.2,2026-05-03T17:22:01Z
postcss/postcss-selector-parser,gh/36500102,2025,54,3719,3274,6993,55,src/__tests__/attributes.js,578,3.4,2026-05-03T17:22:01Z
hyperium/http-body,gh/183281612,2025,88,4996,1961,6957,36,src/limited.rs,598,1.0,2026-05-03T17:22:01Z
fb55/htmlparser2,gh/2279062,2025,1324,3501,3368,6869,19,src/Tokenizer.ts,2970,6.7,2026-05-03T17:22:01Z
tox-dev/filelock,gh/17098256,2025,300,3995,2851,6846,18,tests/test_filelock.py,2036,2.6,2026-05-03T17:22:01Z
caolan/async,gh/698041,2025,192,5382,1445,6827,106,docs/v3/scripts/async.js,1885,4.1,2026-05-03T17:22:01Z
hyperium/http,gh/84983058,2025,146,3802,3015,6817,42,src/header/name.rs,1221,1.5,2026-05-03T17:22:01Z
amanieu/parking_lot,gh/58731560,2025,182,4507,2104,6611,40,lock_api/src/rwlock.rs,1898,2.5,2026-05-03T17:22:01Z
stub42/pytz,gh/63155638,2025,75,3912,2697,6609,18,zic.c,2548,5.4,2026-05-03T17:22:01Z
mvdnes/spin-rs,gh/21686666,2025,93,4187,2254,6441,13,src/once.rs,1347,1.2,2026-05-03T17:22:01Z
zesterer/spin-rs,gh/21686666,2025,93,4187,2254,6441,13,src/once.rs,1347,0.7,2026-05-18T00:11:16Z
agronholm/exceptiongroup,gh/447694800,2025,206,4779,1572,6351,17,tests/test_exceptiongroup.py,1576,0.8,2026-05-03T17:22:01Z
micheles/decorator,gh/14656555,2025,84,3206,3145,6351,10,src/tests/documentation.py,2827,1.0,2026-05-03T17:22:01Z
fb55/css-select,gh/3411063,2025,1195,3435,2768,6203,30,test/qwery.ts,1005,7.3,2026-05-03T17:22:01Z
dtolnay/unicode-ident,gh/492639579,2025,184,4345,1851,6196,18,tests/trie/trie.rs,1247,0.9,2026-05-03T17:22:01Z
dtolnay/thiserror,gh/213836768,2025,432,4346,1832,6178,57,impl/src/expand.rs,1312,1.3,2026-05-03T17:22:01Z
nodelib/nodelib,gh/129310478,2025,122,3633,2480,6113,82,packages/fs/fs.scandir/src/providers/async.spec.ts,368,1.1,2026-05-03T17:22:01Z
psycopg/psycopg2,gh/7730829,2025,258,2496,3617,6113,129,scripts/build/appveyor.py,1736,3.6,2026-05-03T17:22:01Z
matklad/once_cell,gh/143220272,2025,172,3610,2495,6105,18,src/lib.rs,1588,0.7,2026-07-05T22:56:24Z
mozilla/source-map,gh/2014930,2025,37,4459,1561,6020,32,test/test-source-map-consumer.js,1230,2.1,2026-05-03T17:22:01Z
crate-py/rpds,gh/608018848,2025,384,4546,1382,5928,12,src/lib.rs,3723,0.6,2026-05-18T00:11:16Z
jsdom/whatwg-url,gh/34761352,2025,87,2950,2833,5783,27,lib/url-state-machine.js,1439,2.0,2026-05-03T17:22:01Z
jpadilla/pyjwt,gh/1408162,2025,294,4364,1391,5755,24,jwt/algorithms.py,1248,1.7,2026-05-03T17:22:01Z
node-fetch/node-fetch,gh/29849956,2025,97,3819,1915,5734,24,test/main.js,2711,3.6,2026-05-03T17:22:01Z
gnutls/libtasn1,gh/59017205,2025,83,3027,2689,5716,59,fuzz/libtasn1_pkix_der_fuzzer.c,1050,3.4,2026-05-03T17:22:01Z
dtolnay/trybuild,gh/184941159,2025,345,3824,1853,5677,45,src/tests.rs,1296,1.0,2026-05-03T17:22:01Z
jshttp/cookie,gh/4475810,2025,137,3300,2354,5654,19,test/serialize.js,984,0.9,2026-05-03T17:22:01Z
jaraco/zipp,gh/157774633,2025,404,3300,2313,5613,29,tests/test_zipp.py,1342,1.2,2026-05-03T17:22:01Z
motdotla/dotenv,gh/11205780,2025,496,3115,2434,5549,30,lib/main.js,1164,1.4,2026-05-03T17:22:01Z
gweis/isodate,gh/6449370,2025,27,2691,2792,5483,24,src/isodate/tests/test_duration.py,1170,1.1,2026-05-03T17:22:01Z
webpack/schema-utils,gh/80306715,2025,83,3059,2193,5252,30,test/index.test.js,2036,2.3,2026-05-03T17:22:01Z
sindresorhus/get-stream,gh/44264225,2025,75,3379,1851,5230,36,test.js,1392,0.7,2026-05-03T17:22:01Z
sindresorhus/get-east-asian-width,gh/711160838,2025,21,2923,2269,5192,5,lookup.js,4681,1.0,2026-05-03T17:22:01Z
scikit-build/ninja-python-distributions,gh/75102202,2025,265,1299,3725,5024,19,versioneer.py,1871,0.6,2026-05-03T17:22:01Z
rust-random/rand_core,gh/1086593277,2025,173,2388,2577,4965,10,src/block.rs,1311,0.9,2026-05-03T17:22:01Z
stebalien/tempfile,gh/33832372,2025,192,3016,1902,4918,20,src/lib.rs,965,0.8,2026-05-03T17:22:01Z
rust-random/rngs,gh/209510094,2025,75,3195,1707,4902,35,benches/mod.rs,753,0.8,2026-05-03T17:22:01Z
oauthlib/oauthlib,gh/2811323,2025,193,3601,1159,4760,95,oauthlib/oauth2/rfc6749/clients/base.py,460,2.4,2026-05-03T17:22:01Z
alexeyraspopov/picocolors,gh/410740124,2025,74,2706,1898,4604,25,benchmarks/complex.js,602,1.1,2026-05-03T17:22:01Z
executablebooks/mdurl,gh/387293763,2025,37,2936,1524,4460,19,tests/fixtures/url.py,1966,0.7,2026-05-03T17:22:01Z
rust-num/num-traits,gh/114705611,2025,138,2960,1400,4360,19,src/ops/euclid.rs,1177,1.4,2026-05-03T17:22:01Z
jsdom/webidl-conversions,gh/23000311,2025,23,2207,2077,4284,16,lib/index.js,1051,1.1,2026-05-03T17:22:01Z
tokio-rs/loom,gh/161875917,2025,102,3416,800,4216,58,src/cell/unsafe_cell.rs,491,0.6,2026-07-05T22:55:57Z
django/asgiref,gh/48501860,2025,175,3095,1099,4194,21,asgiref/sync.py,1184,0.9,2026-05-03T17:22:01Z
composefs/tar-rs,gh/21946092,2025,75,3217,961,4178,15,tests/all.rs,1447,0.9,2026-07-05T23:06:12Z
