repo,repo_id,packages_queried,fetched_at
ljharb/set-function-length,704249795,npm:set-function-length,2026-05-18T01:14:39+00:00
ljharb/side-channel,225239081,npm:side-channel,2026-05-18T01:14:39+00:00
ljharb/side-channel-list,901451610,npm:side-channel-list,2026-05-18T01:14:39+00:00
ljharb/side-channel-map,901191461,npm:side-channel-map,2026-05-18T01:14:39+00:00
ljharb/side-channel-weakmap,901188921,npm:side-channel-weakmap,2026-05-18T01:14:39+00:00
lodash/lodash,3955647,"npm:lodash,npm:lodash.debounce,npm:lodash.merge,npm:lodash.memoize,npm:lodash.isplainobject,npm:lodash.uniq,npm:lodash.once,npm:lodash.camelcase,npm:lodash._reinterpolate,npm:lodash.isstring,npm:lodash.sortby,npm:lodash.clonedeep,npm:lodash.isboolean,npm:lodash.get,npm:lodash.truncate,npm:lodash.includes,npm:lodash.isinteger,npm:lodash.isnumber,npm:lodash-es,npm:lodash.isequal,npm:lodash.defaults,npm:lodash.templatesettings,npm:lodash.flatten,npm:lodash.flattendeep,npm:lodash.template,npm:lodash.isarguments,npm:lodash.difference,npm:lodash.union,npm:lodash.throttle,npm:lodash.kebabcase,npm:lodash.isfunction,npm:lodash.mergewith,npm:lodash.escaperegexp,npm:lodash.snakecase,npm:lodash.keys,npm:lodash.isobject,npm:lodash.escape,npm:lodash.pick,npm:lodash.ismatch,npm:lodash.set,npm:lodash.assign,npm:lodash.isempty,npm:lodash.isnil,npm:lodash.startcase,npm:lodash.upperfirst,npm:lodash.map,npm:lodash.isarray,npm:lodash.uniqby,npm:lodash.groupby,npm:lodash._getnative,npm:lodash.isfinite,npm:lodash.isundefined,npm:lodash.foreach,npm:lodash.mapvalues,npm:lodash._basecopy,npm:lodash.omit,npm:lodash.has,npm:lodash.capitalize,npm:lodash.reduce,npm:lodash._isiterateecall,npm:lodash._bindcallback,npm:lodash.clone,npm:lodash.restparam,npm:lodash.find,npm:lodash.castarray,npm:lodash.zip,npm:lodash.some,npm:lodash._root,npm:lodash.bind,npm:lodash.defaultsdeep,npm:lodash.filter,npm:lodash.assignin,npm:lodash.toarray,npm:lodash.pickby,npm:lodash.deburr,npm:lodash._baseassign,npm:lodash._basetostring,npm:lodash.curry,npm:lodash.unescape,npm:lodash.reject,npm:lodash.padend,npm:lodash.values,npm:lodash.flow,npm:lodash.transform,npm:lodash.topath,npm:lodash._reevaluate,npm:lodash._reescape,npm:lodash._basevalues",2026-05-18T01:16:13+00:00
loganfsmyth/gensync,132383032,npm:gensync,2026-05-18T01:14:40+00:00
lokathor/bytemuck,209673558,"crates.io:bytemuck,crates.io:bytemuck_derive",2026-05-18T01:14:41+00:00
lovell/detect-libc,96149091,npm:detect-libc,2026-06-28T15:39:01+00:00
lukeed/dequal,174421655,npm:dequal,2026-05-18T01:14:40+00:00
lukeed/escalade,273568715,npm:escalade,2026-05-18T01:14:40+00:00
lukeed/kleur,140393403,npm:kleur,2026-05-18T01:14:40+00:00
lxml/lxml,1353927,PyPI:lxml,2026-05-18T01:14:41+00:00
lydell/js-tokens,17552490,npm:js-tokens,2026-05-18T01:14:41+00:00
lz4/lz4,18106269,Debian:lz4,2026-05-18T01:14:41+00:00
madler/zlib,2359378,Debian:zlib,2026-05-18T01:14:42+00:00
mafintosh/end-of-stream,14732255,npm:end-of-stream,2026-05-18T01:14:42+00:00
mafintosh/pump,12118126,npm:pump,2026-05-18T01:14:42+00:00
mafintosh/tar-stream,15340089,npm:tar-stream,2026-05-18T01:14:42+00:00
marshallpierce/rust-base64,47371310,crates.io:base64,2026-05-18T01:14:42+00:00
mathiasbynens/cssesc,12001360,npm:cssesc,2026-05-18T01:14:43+00:00
mathiasbynens/emoji-regex,24557614,npm:emoji-regex,2026-05-18T01:14:43+00:00
mathiasbynens/jsesc,10498729,npm:jsesc,2026-05-18T01:14:43+00:00
mathiasbynens/punycode.js,2755924,"npm:punycode,npm:punycode.js",2026-05-18T01:14:44+00:00
mathiasbynens/regenerate,10182772,npm:regenerate,2026-05-18T01:14:42+00:00
mathiasbynens/regexpu-core,49437324,npm:regexpu-core,2026-05-18T01:14:43+00:00
mathiasbynens/unicode-canonical-property-names-ecmascript,88346537,npm:unicode-canonical-property-names-ecmascript,2026-05-18T01:14:44+00:00
mathiasbynens/unicode-property-aliases-ecmascript,88333533,npm:unicode-property-aliases-ecmascript,2026-05-18T01:14:44+00:00
matklad/once_cell,143220272,crates.io:once_cell,2026-05-18T01:14:44+00:00
matplotlib/matplotlib,1385122,PyPI:matplotlib,2026-05-18T01:14:44+00:00
mcavage/node-assert-plus,4767976,npm:assert-plus,2026-05-03T18:59:28+00:00
mcollina/fastq,37368217,npm:fastq,2026-05-18T01:14:48+00:00
mcollina/reusify,42106515,npm:reusify,2026-05-18T01:14:45+00:00
mdn/data,70901646,npm:mdn-data,2026-05-18T01:14:45+00:00
medikoo/d,10817569,npm:d,2026-05-18T01:14:45+00:00
medikoo/es5-ext,1792941,"npm:es5-ext,npm:ext",2026-05-18T01:14:46+00:00
medikoo/es6-symbol,14423385,npm:es6-symbol,2026-05-18T01:14:45+00:00
medikoo/type,177198492,npm:type,2026-05-18T01:14:46+00:00
meinersbur/isl,37677854,Debian:isl,2026-06-28T15:44:43+00:00
mhammond/pywin32,108187130,PyPI:pywin32,2026-05-18T01:14:46+00:00
micheles/decorator,14656555,PyPI:decorator,2026-05-18T01:14:46+00:00
micromark/micromark,157420458,"npm:micromark-util-symbol,npm:micromark-util-types,npm:micromark-util-character,npm:micromark-factory-space,npm:micromark-util-chunked,npm:micromark,npm:micromark-util-decode-numeric-character-reference,npm:micromark-util-encode,npm:micromark-util-normalize-identifier,npm:micromark-util-sanitize-uri,npm:micromark-util-decode-string,npm:micromark-util-classify-character,npm:micromark-util-resolve-all,npm:micromark-util-combine-extensions,npm:micromark-core-commonmark,npm:micromark-util-subtokenize,npm:micromark-factory-whitespace,npm:micromark-util-html-tag-name,npm:micromark-factory-title,npm:micromark-factory-label,npm:micromark-factory-destination",2026-05-18T01:15:06+00:00
micromatch/anymatch,11458302,npm:anymatch,2026-05-18T01:14:47+00:00
micromatch/braces,25475303,npm:braces,2026-05-18T01:14:47+00:00
micromatch/is-extglob,31788841,npm:is-extglob,2026-05-18T01:14:47+00:00
micromatch/is-glob,28179425,npm:is-glob,2026-05-18T01:14:47+00:00
micromatch/micromatch,27359938,npm:micromatch,2026-05-18T01:14:48+00:00
micromatch/picomatch,156211895,npm:picomatch,2026-05-18T01:14:48+00:00
micromatch/to-regex-range,40355891,npm:to-regex-range,2026-05-18T01:14:48+00:00
microsoft/tslib,34414315,"npm:tslib,Debian:tslib",2026-05-18T01:14:49+00:00
microsoft/typescript,20929025,npm:typescript,2026-05-18T01:14:48+00:00
microsoft/windows-rs,208102250,"crates.io:windows-sys,crates.io:windows-link,crates.io:windows_x86_64_msvc,crates.io:windows_x86_64_gnu,crates.io:windows_aarch64_msvc,crates.io:windows_i686_msvc,crates.io:windows_i686_gnu,crates.io:windows_x86_64_gnullvm,crates.io:windows_aarch64_gnullvm,crates.io:windows-targets,crates.io:windows-core,crates.io:windows_i686_gnullvm,crates.io:windows-result,crates.io:windows-strings,crates.io:windows,crates.io:windows-implement,crates.io:windows-interface,crates.io:windows-bindgen,crates.io:windows-registry,crates.io:windows-future,crates.io:windows-collections,crates.io:windows-numerics,crates.io:windows-threading,crates.io:windows-version",2026-05-18T01:15:24+00:00
minimistjs/minimist,549230701,npm:minimist,2026-05-18T01:14:49+00:00
mirror/ncurses,22324756,Debian:ncurses,2026-06-28T15:44:45+00:00
mitsuhiko/insta,165561258,crates.io:insta,2026-05-18T01:14:49+00:00
mlocati/gettext-iconv-windows,12751919,Debian:gettext,2026-05-18T01:14:49+00:00
mm2/little-cms,507969,Debian:lcms,2026-05-18T01:14:50+00:00
moment/moment,1424470,npm:moment,2026-05-18T01:14:50+00:00
more-itertools/more-itertools,4144530,PyPI:more-itertools,2026-05-18T01:14:50+00:00
motdotla/dotenv,11205780,npm:dotenv,2026-05-18T01:14:50+00:00
moxystudio/node-cross-spawn,21335844,npm:cross-spawn,2026-05-18T01:14:51+00:00
mozilla/source-map,2014930,npm:source-map,2026-05-18T01:14:51+00:00
mrabarnett/mrab-regex,309446978,PyPI:regex,2026-05-18T01:14:51+00:00
mrmlnc/fast-glob,77467076,npm:fast-glob,2026-05-18T01:14:51+00:00
msgpack/msgpack-python,2242705,"PyPI:msgpack,PyPI:msgpack-python",2026-05-18T01:14:53+00:00
mui/material-ui,23083156,"npm:@mui/utils,npm:@mui/types,npm:@mui/system,npm:@mui/private-theming,npm:@mui/styled-engine,npm:@mui/core-downloads-tracker,npm:@mui/material,npm:@mui/icons-material,npm:@mui/lab",2026-06-28T15:39:09+00:00
mvdnes/spin-rs,21686666,crates.io:spin,2026-05-03T18:59:34+00:00
myrne/performance-now,10219264,npm:performance-now,2026-06-28T15:44:43+00:00
mysticatea/abort-controller,105228556,npm:abort-controller,2026-05-18T01:14:52+00:00
mysticatea/event-target-shim,31137469,npm:event-target-shim,2026-05-18T01:14:52+00:00
netflix/vmaf,51317975,Debian:vmaf,2026-05-18T01:14:52+00:00
nghttp2/nghttp2,11452676,Debian:nghttp2,2026-05-18T01:14:53+00:00
nicolo-ribaudo/babel-preset-current-node-syntax,253327079,npm:babel-preset-current-node-syntax,2026-05-18T01:14:53+00:00
nlnetlabs/unbound,94195301,Debian:unbound,2026-05-18T01:14:55+00:00
node-fetch/fetch-blob,186960326,npm:fetch-blob,2026-05-18T01:14:54+00:00
node-fetch/node-fetch,29849956,npm:node-fetch,2026-05-18T01:14:54+00:00
nodeca/argparse,4325614,npm:argparse,2026-05-18T01:14:54+00:00
nodeca/js-yaml,2504175,"npm:js-yaml,npm:@zkochan/js-yaml",2026-05-18T01:14:56+00:00
nodeca/pako,16231859,npm:pako,2026-05-18T01:14:55+00:00
nodejs/node,27193779,Debian:nodejs,2026-05-18T01:14:57+00:00
nodejs/readable-stream,5187096,npm:readable-stream,2026-05-18T01:14:56+00:00
nodejs/string_decoder,95052330,npm:string_decoder,2026-05-18T01:14:56+00:00
nodejs/undici,133092972,"npm:undici-types,npm:undici",2026-05-18T01:14:58+00:00
nodelib/nodelib,129310478,"npm:@nodelib/fs.stat,npm:@nodelib/fs.scandir,npm:@nodelib/fs.walk",2026-05-18T01:14:59+00:00
npm/abbrev-js,554893,npm:abbrev,2026-05-18T01:14:57+00:00
npm/cacache,193812470,npm:cacache,2026-05-18T01:14:58+00:00
npm/fs-minipass,102982143,"npm:fs-minipass,npm:@isaacs/fs-minipass",2026-05-03T18:59:41+00:00
npm/hosted-git-info,25002984,npm:hosted-git-info,2026-05-18T01:14:57+00:00
npm/inflight,19442260,npm:inflight,2026-05-03T18:59:41+00:00
npm/ini,2167680,npm:ini,2026-05-18T01:14:58+00:00
npm/json-parse-even-better-errors,211384370,npm:json-parse-even-better-errors,2026-05-18T01:14:59+00:00
npm/mute-stream,5159166,npm:mute-stream,2026-05-18T01:14:59+00:00
npm/node-semver,1357199,npm:semver,2026-05-18T01:14:59+00:00
npm/node-which,2169708,npm:which,2026-05-18T01:15:00+00:00
npm/nopt,1544436,npm:nopt,2026-05-18T01:15:00+00:00
npm/normalize-package-data,9301720,npm:normalize-package-data,2026-05-18T01:15:00+00:00
npm/ssri,193817839,npm:ssri,2026-05-18T01:15:00+00:00
npm/unique-slug,35246620,npm:unique-slug,2026-05-18T01:15:01+00:00
npm/wrappy,24208073,npm:wrappy,2026-05-03T18:59:44+00:00
npm/write-file-atomic,23896209,npm:write-file-atomic,2026-05-18T01:15:01+00:00
numpy/numpy,908607,"PyPI:numpy,Debian:python:numpy",2026-05-18T01:15:02+00:00
nv/cssom,1025209,npm:cssom,2026-05-18T01:15:01+00:00
nvzqz/static-assertions,100129252,crates.io:static_assertions,2026-05-18T01:15:02+00:00
nvzqz/static-assertions-rs,100129252,crates.io:static_assertions,2026-05-03T18:59:45+00:00
oauthlib/oauthlib,2811323,PyPI:oauthlib,2026-05-18T01:15:02+00:00
octokit/openapi-types.ts,304109193,npm:@octokit/openapi-types,2026-05-18T01:15:02+00:00
octokit/types.ts,216109757,npm:@octokit/types,2026-05-18T01:15:03+00:00
oozcitak/xmlbuilder-js,1042809,npm:xmlbuilder,2026-05-18T01:15:03+00:00
open-telemetry/opentelemetry-js,185901023,"npm:@opentelemetry/semantic-conventions,npm:@opentelemetry/core,npm:@opentelemetry/api,npm:@opentelemetry/instrumentation,npm:@opentelemetry/api-logs,npm:@opentelemetry/resources,npm:@opentelemetry/sdk-trace-base,npm:@opentelemetry/otlp-transformer,npm:@opentelemetry/sdk-metrics,npm:@opentelemetry/sdk-logs,npm:@opentelemetry/otlp-exporter-base,npm:@opentelemetry/context-async-hooks,npm:@opentelemetry/instrumentation-http,npm:@opentelemetry/sdk-trace-node,npm:@opentelemetry/propagator-b3,npm:@opentelemetry/propagator-jaeger,npm:@opentelemetry/otlp-grpc-exporter-base,npm:@opentelemetry/exporter-trace-otlp-http,npm:@opentelemetry/exporter-zipkin,npm:@opentelemetry/exporter-trace-otlp-grpc,npm:@opentelemetry/exporter-trace-otlp-proto,npm:@opentelemetry/sdk-node,npm:@opentelemetry/exporter-metrics-otlp-http,npm:@opentelemetry/exporter-logs-otlp-http,npm:@opentelemetry/instrumentation-grpc,npm:@opentelemetry/exporter-logs-otlp-grpc,npm:@opentelemetry/exporter-logs-otlp-proto,npm:@opentelemetry/exporter-metrics-otlp-proto,npm:@opentelemetry/exporter-metrics-otlp-grpc,npm:@opentelemetry/exporter-prometheus,npm:@opentelemetry/configuration",2026-05-18T01:15:33+00:00
open-telemetry/opentelemetry-js-contrib,255986659,"npm:@opentelemetry/instrumentation-undici,npm:@opentelemetry/sql-common,npm:@opentelemetry/instrumentation-kafkajs,npm:@opentelemetry/redis-common,npm:@opentelemetry/instrumentation-mongoose,npm:@opentelemetry/instrumentation-express,npm:@opentelemetry/instrumentation-fs,npm:@opentelemetry/instrumentation-amqplib,npm:@opentelemetry/instrumentation-pg,npm:@opentelemetry/instrumentation-dataloader,npm:@opentelemetry/instrumentation-lru-memoizer,npm:@opentelemetry/instrumentation-mongodb,npm:@opentelemetry/instrumentation-graphql,npm:@opentelemetry/instrumentation-ioredis,npm:@opentelemetry/instrumentation-tedious,npm:@opentelemetry/instrumentation-mysql,npm:@opentelemetry/instrumentation-koa,npm:@opentelemetry/instrumentation-hapi,npm:@opentelemetry/instrumentation-mysql2,npm:@opentelemetry/instrumentation-connect,npm:@opentelemetry/instrumentation-generic-pool,npm:@opentelemetry/instrumentation-knex,npm:@opentelemetry/instrumentation-nestjs-core,npm:@opentelemetry/instrumentation-redis,npm:@opentelemetry/instrumentation-cucumber",2026-05-18T01:15:27+00:00
open-telemetry/opentelemetry-python,185478926,"PyPI:opentelemetry-api,PyPI:opentelemetry-semantic-conventions,PyPI:opentelemetry-proto,PyPI:opentelemetry-sdk,PyPI:opentelemetry-exporter-otlp-proto-http,PyPI:opentelemetry-exporter-otlp-proto-grpc,PyPI:opentelemetry-instrumentation,PyPI:opentelemetry-exporter-otlp-proto-common,PyPI:opentelemetry-exporter-otlp,PyPI:opentelemetry-exporter-prometheus",2026-05-18T01:15:13+00:00
open-telemetry/opentelemetry-python-contrib,220524743,"PyPI:opentelemetry-util-http,PyPI:opentelemetry-instrumentation-requests,PyPI:opentelemetry-instrumentation-asgi,PyPI:opentelemetry-instrumentation-fastapi,PyPI:opentelemetry-instrumentation-wsgi,PyPI:opentelemetry-instrumentation-dbapi,PyPI:opentelemetry-instrumentation-urllib3,PyPI:opentelemetry-instrumentation-flask,PyPI:opentelemetry-instrumentation-urllib,PyPI:opentelemetry-instrumentation-psycopg2,PyPI:opentelemetry-instrumentation-django,PyPI:opentelemetry-instrumentation-logging,PyPI:opentelemetry-distro,PyPI:opentelemetry-instrumentation-grpc,PyPI:opentelemetry-instrumentation-sqlalchemy,PyPI:opentelemetry-instrumentation-redis,PyPI:opentelemetry-instrumentation-httpx,PyPI:opentelemetry-resource-detector-azure,PyPI:opentelemetry-instrumentation-aiohttp-client,PyPI:opentelemetry-instrumentation-botocore,PyPI:opentelemetry-propagator-aws-xray,PyPI:opentelemetry-instrumentation-threading",2026-05-18T01:15:31+00:00
openssl/openssl,7634677,Debian:openssl,2026-05-18T01:15:10+00:00
opensuse/ca-certificates,10785433,Debian:ca-certificates,2026-05-18T01:15:09+00:00
p11-glue/p11-kit,12060420,Debian:p11-kit,2026-05-18T01:15:10+00:00
pallets/click,19103692,PyPI:click,2026-05-18T01:15:10+00:00
pallets/flask,596892,PyPI:flask,2026-05-18T01:15:11+00:00
pallets/itsdangerous,1945034,PyPI:itsdangerous,2026-05-18T01:15:13+00:00
pallets/jinja,994551,PyPI:jinja2,2026-05-18T01:15:11+00:00
pallets/markupsafe,734244,PyPI:markupsafe,2026-05-18T01:15:12+00:00
pallets/werkzeug,997338,PyPI:werkzeug,2026-05-18T01:15:13+00:00
pandas-dev/pandas,858127,PyPI:pandas,2026-05-18T01:15:13+00:00
paramiko/paramiko,119609,PyPI:paramiko,2026-05-18T01:15:13+00:00
paulmillr/chokidar,4090287,npm:chokidar,2026-05-18T01:15:13+00:00
paulmillr/readdirp,4494405,npm:readdirp,2026-05-18T01:15:14+00:00
pcre2project/pcre2,398251321,"Debian:pcre,Debian:pcre2",2026-05-18T01:15:15+00:00
pest-parser/pest,56964647,"crates.io:pest,crates.io:pest_generator,crates.io:pest_derive,crates.io:pest_meta",2026-05-18T01:15:17+00:00
peternator7/strum,80964373,"crates.io:strum_macros,crates.io:strum",2026-05-18T01:15:15+00:00
petkaantonov/bluebird,12670444,npm:bluebird,2026-05-18T01:15:15+00:00
pexpect/ptyprocess,24727748,PyPI:ptyprocess,2026-05-18T01:15:16+00:00
pillarjs/encodeurl,60721766,npm:encodeurl,2026-05-18T01:15:16+00:00
pillarjs/finalhandler,20547377,npm:finalhandler,2026-05-18T01:15:16+00:00
pillarjs/iconv-lite,2743221,npm:iconv-lite,2026-05-18T01:15:17+00:00
pillarjs/parseurl,17533192,npm:parseurl,2026-05-18T01:15:17+00:00
pillarjs/path-to-regexp,5265803,npm:path-to-regexp,2026-05-18T01:15:17+00:00
pillarjs/send,4879977,npm:send,2026-05-18T01:15:18+00:00
pkgconf/pkgconf,4180110,Debian:pkgconf,2026-05-18T01:15:18+00:00
pnggroup/libpng,3768025,Debian:libpng,2026-05-18T01:15:18+00:00
postcss/postcss,13078968,npm:postcss,2026-05-18T01:15:18+00:00
postcss/postcss-selector-parser,36500102,npm:postcss-selector-parser,2026-05-18T01:15:19+00:00
postcss/postcss-value-parser,40920306,npm:postcss-value-parser,2026-06-28T20:20:33+00:00
prettier/prettier,75104123,npm:prettier,2026-05-18T01:15:19+00:00
primus/eventemitter3,13100677,npm:eventemitter3,2026-05-18T01:15:19+00:00
proptest-rs/proptest,94702898,"crates.io:proptest,crates.io:proptest-macro,crates.io:proptest-derive",2026-05-18T01:15:21+00:00
protobufjs/protobuf.js,8507859,"npm:protobufjs,npm:@protobufjs/inquire,npm:@protobufjs/aspromise,npm:@protobufjs/float,npm:@protobufjs/fetch,npm:@protobufjs/utf8,npm:@protobufjs/pool,npm:@protobufjs/path,npm:@protobufjs/eventemitter,npm:@protobufjs/base64,npm:@protobufjs/codegen,npm:protobufjs-cli",2026-05-18T01:15:37+00:00
protocolbuffers/protobuf,23357588,"PyPI:protobuf,Debian:protobuf",2026-05-18T01:15:21+00:00
psf/requests,1362490,PyPI:requests,2026-05-18T01:15:20+00:00
psycopg/psycopg2,7730829,"PyPI:psycopg2-binary,PyPI:psycopg2",2026-05-18T01:15:22+00:00
pvorb/clone,2317381,npm:clone,2026-05-18T01:15:22+00:00
pvorb/node-clone,2317381,npm:clone,2026-05-03T18:59:59+00:00
py4j/py4j,1045976,PyPI:py4j,2026-05-18T01:15:22+00:00
pyasn1/pyasn1,512723255,PyPI:pyasn1,2026-05-18T01:15:23+00:00
pyasn1/pyasn1-modules,512723354,PyPI:pyasn1-modules,2026-05-18T01:15:24+00:00
pyca/bcrypt,9993757,PyPI:bcrypt,2026-05-18T01:15:23+00:00
pyca/cryptography,11939484,PyPI:cryptography,2026-05-18T01:15:25+00:00
pyca/pynacl,8350032,PyPI:pynacl,2026-05-18T01:15:24+00:00
pyca/pyopenssl,15778059,PyPI:pyopenssl,2026-05-18T01:15:24+00:00
pydantic/pydantic,90194616,PyPI:pydantic,2026-05-18T01:15:25+00:00
pydantic/typing-inspection,930576948,PyPI:typing-inspection,2026-05-18T01:15:25+00:00
pygments/pygments,205564111,"PyPI:pygments,Debian:pygments",2026-05-18T01:15:27+00:00
pypa/distlib,436970140,PyPI:distlib,2026-05-18T01:15:25+00:00
pypa/packaging,19837758,PyPI:packaging,2026-05-18T01:15:26+00:00
pypa/pip,1446467,PyPI:pip,2026-05-18T01:15:27+00:00
pypa/setuptools,54980593,PyPI:setuptools,2026-05-18T01:15:26+00:00
pypa/virtualenv,1446474,PyPI:virtualenv,2026-05-18T01:15:27+00:00
pypa/wheel,98346885,PyPI:wheel,2026-05-18T01:15:27+00:00
pyparsing/pyparsing,91262163,PyPI:pyparsing,2026-05-18T01:15:27+00:00
pytest-dev/iniconfig,66012563,PyPI:iniconfig,2026-05-18T01:15:27+00:00
pytest-dev/pluggy,34739117,PyPI:pluggy,2026-05-18T01:15:28+00:00
pytest-dev/pytest,37489525,PyPI:pytest,2026-05-18T01:15:28+00:00
python-attrs/attrs,29918975,PyPI:attrs,2026-05-18T01:15:28+00:00
python-cffi/cffi,696427398,PyPI:cffi,2026-05-18T01:15:28+00:00
python-greenlet/greenlet,3003137,PyPI:greenlet,2026-05-18T01:15:28+00:00
python-hyper/brotlicffi,43543393,"PyPI:brotlicffi,PyPI:brotlipy",2026-05-18T01:15:30+00:00
python-hyper/h11,57372073,PyPI:h11,2026-05-18T01:15:29+00:00
python-jsonschema/jsonschema,3072629,PyPI:jsonschema,2026-05-18T01:15:29+00:00
python-jsonschema/jsonschema-specifications,582755777,PyPI:jsonschema-specifications,2026-06-28T20:20:33+00:00
python-jsonschema/referencing,569027868,PyPI:referencing,2026-05-03T19:00:05+00:00
python-pillow/pillow,5171600,PyPI:pillow,2026-05-18T01:15:45+00:00
python-poetry/poetry,123303402,PyPI:poetry,2026-05-18T01:15:31+00:00
python-poetry/poetry-core,238972646,PyPI:poetry-core,2026-05-03T19:00:05+00:00
python-poetry/tomlkit,140365570,PyPI:tomlkit,2026-05-18T01:15:30+00:00
python-trio/sniffio,142657210,PyPI:sniffio,2026-05-18T01:15:30+00:00
python/cpython,81598961,"Debian:python3.4,Debian:python3.5,Debian:python3.6,Debian:python3.7,Debian:python3.8,Debian:python3.9,Debian:python3.10,Debian:python3.11,Debian:python3.12,Debian:python3.13",2026-05-31T23:18:09+00:00
python/importlib_metadata,306448340,PyPI:importlib-metadata,2026-05-18T01:15:31+00:00
python/importlib_resources,306147182,PyPI:importlib-resources,2026-05-18T01:15:31+00:00
python/mypy,7053637,PyPI:mypy,2026-05-18T01:15:31+00:00
python/mypy_extensions,165752308,PyPI:mypy-extensions,2026-05-18T01:15:32+00:00
python/typeshed,31696383,"PyPI:types-requests,PyPI:types-python-dateutil,PyPI:types-pyyaml,PyPI:types-pytz,PyPI:types-urllib3,PyPI:types-pyopenssl,PyPI:types-paramiko,PyPI:types-dataclasses,PyPI:types-tabulate,PyPI:types-deprecated,PyPI:types-aiofiles,PyPI:types-croniter,PyPI:types-certifi,PyPI:types-pymysql,PyPI:types-cryptography,PyPI:types-markupsafe,PyPI:types-python-slugify,PyPI:types-mock,PyPI:types-retry,PyPI:types-pillow,PyPI:types-psycopg2,PyPI:types-ujson,PyPI:types-freezegun,PyPI:types-beautifulsoup4,PyPI:types-jinja2",2026-05-18T01:15:56+00:00
python/typing,24604008,PyPI:typing,2026-05-18T01:15:31+00:00
python/typing_extensions,494077289,PyPI:typing-extensions,2026-05-18T01:15:32+00:00
python/tzdata,242158882,PyPI:tzdata,2026-05-18T01:15:32+00:00
qix-/color-convert,1874305,npm:color-convert,2026-05-18T01:15:32+00:00
qix-/node-error-ex,41388258,npm:error-ex,2026-05-18T01:15:33+00:00
qix-/node-is-arrayish,41376759,npm:is-arrayish,2026-05-18T01:15:33+00:00
qt/qt5,9880318,Debian:qt,2026-05-18T01:15:33+00:00
radix-ui/primitives,273499522,"npm:@radix-ui/react-compose-refs,npm:@radix-ui/react-slot,npm:@radix-ui/react-use-layout-effect,npm:@radix-ui/react-primitive,npm:@radix-ui/react-use-callback-ref,npm:@radix-ui/react-context,npm:@radix-ui/primitive,npm:@radix-ui/react-use-controllable-state,npm:@radix-ui/react-use-effect-event,npm:@radix-ui/react-id,npm:@radix-ui/rect,npm:@radix-ui/react-direction,npm:@radix-ui/react-presence,npm:@radix-ui/react-dismissable-layer,npm:@radix-ui/react-portal,npm:@radix-ui/react-use-escape-keydown,npm:@radix-ui/react-collection,npm:@radix-ui/react-focus-scope,npm:@radix-ui/react-focus-guards,npm:@radix-ui/react-use-size,npm:@radix-ui/react-popper,npm:@radix-ui/react-dialog,npm:@radix-ui/react-roving-focus,npm:@radix-ui/react-arrow,npm:@radix-ui/react-use-rect,npm:@radix-ui/react-use-previous,npm:@radix-ui/react-visually-hidden,npm:@radix-ui/number,npm:@radix-ui/react-select,npm:@radix-ui/react-menu,npm:@radix-ui/react-toggle,npm:@radix-ui/react-separator,npm:@radix-ui/react-use-is-hydrated,npm:@radix-ui/react-dropdown-menu,npm:@radix-ui/react-toggle-group,npm:@radix-ui/react-tooltip,npm:@radix-ui/react-collapsible,npm:@radix-ui/react-popover,npm:@radix-ui/react-tabs,npm:@radix-ui/react-checkbox,npm:@radix-ui/react-label,npm:@radix-ui/react-accordion,npm:@radix-ui/react-switch,npm:@radix-ui/react-toast,npm:@radix-ui/react-scroll-area,npm:@radix-ui/react-radio-group,npm:@radix-ui/react-menubar,npm:@radix-ui/react-avatar,npm:@radix-ui/react-navigation-menu,npm:@radix-ui/react-slider,npm:@radix-ui/react-progress,npm:@radix-ui/react-alert-dialog,npm:@radix-ui/react-toolbar,npm:@radix-ui/react-hover-card,npm:@radix-ui/react-context-menu,npm:@radix-ui/react-aspect-ratio",2026-05-18T01:16:41+00:00
raszi/node-tmp,2313213,npm:tmp,2026-05-18T01:15:34+00:00
raynos/for-each,6006855,npm:for-each,2026-05-18T01:15:34+00:00
raynos/function-bind,10727014,npm:function-bind,2026-05-18T01:15:34+00:00
raynos/xtend,4419184,npm:xtend,2026-05-03T19:00:09+00:00
rayon-rs/either,42479602,crates.io:either,2026-05-18T01:15:34+00:00
rayon-rs/rayon,24725038,"crates.io:rayon,crates.io:rayon-core",2026-05-18T01:15:36+00:00
reactivex/rxjs,32247847,npm:rxjs,2026-05-18T01:15:35+00:00
realpython/pytest-mypy,69576530,PyPI:pytest-mypy,2026-05-18T01:15:35+00:00
remix-run/react-router,19872456,"npm:react-router,npm:react-router-dom,npm:@remix-run/router",2026-05-18T01:15:37+00:00
remusao/tldts,97631656,"npm:tldts,npm:tldts-core,npm:tldts-icann",2026-05-18T01:15:38+00:00
requests/requests-oauthlib,6825724,PyPI:requests-oauthlib,2026-05-18T01:15:36+00:00
requests/toolbelt,15515181,PyPI:requests-toolbelt,2026-05-18T01:15:37+00:00
retep998/winapi-rs,23853482,"crates.io:winapi,crates.io:winapi-x86_64-pc-windows-gnu,crates.io:winapi-i686-pc-windows-gnu,crates.io:winapi-build,crates.io:kernel32-sys,crates.io:ws2_32-sys",2026-05-18T01:15:42+00:00
rich-harris/estree-walker,33668779,npm:estree-walker,2026-05-18T01:15:38+00:00
rich-harris/magic-string,26143240,npm:magic-string,2026-05-18T01:15:38+00:00
