repo,analyzed_through_year,commits_5y_examined,churn_5y_added,churn_5y_deleted,churn_5y_total,churn_files_count,top_file_path,top_file_churn,elapsed_s,fetched_at
watson/ci-info,2025,127,1051,267,1318,5,test.js,903,1.1,2026-05-03T17:22:01Z
npm/ini,2025,99,894,397,1291,11,lib/ini.js,448,0.6,2026-05-03T17:22:01Z
pallets/itsdangerous,2025,202,497,782,1279,14,src/itsdangerous/serializer.py,330,1.9,2026-05-03T17:22:01Z
tokio-rs/slab,2025,65,927,340,1267,6,src/lib.rs,758,1.2,2026-05-03T17:22:01Z
pytest-dev/iniconfig,2025,66,795,447,1242,6,src/iniconfig/__init__.py,613,0.9,2026-05-03T17:22:01Z
cuviper/autocfg,2025,40,910,306,1216,13,src/lib.rs,466,0.7,2026-05-03T17:22:01Z
ehmicky/human-signals,2025,501,705,492,1197,15,src/main.d.ts,362,4.6,2026-05-03T17:22:01Z
npm/write-file-atomic,2025,99,678,518,1196,7,lib/index.js,309,1.3,2026-05-03T17:22:01Z
gulpjs/glob-parent,2025,89,758,422,1180,3,test/index.test.js,589,0.8,2026-05-03T17:22:01Z
sindresorhus/figures,2025,63,735,404,1139,5,index.js,613,0.6,2026-05-03T17:22:01Z
chalk/ansi-styles,2025,21,666,471,1137,5,index.d.ts,434,1.0,2026-05-03T17:22:01Z
sindresorhus/normalize-url,2025,47,783,350,1133,4,index.d.ts,595,1.1,2026-05-03T17:22:01Z
yargs/cliui,2025,13,513,616,1129,10,test/cliui.cjs,492,0.9,2026-05-03T17:22:01Z
inspect-js/is-data-descriptor,2025,50,569,539,1108,3,test/index.js,628,1.0,2026-05-03T17:22:01Z
inspect-js/is-descriptor,2025,29,576,523,1099,3,test/index.js,714,0.7,2026-05-03T17:22:01Z
juliangruber/brace-expansion,2025,29,561,517,1078,14,index.js,547,0.7,2026-05-03T17:22:01Z
googleapis/python-crc32c,2025,132,690,376,1066,15,.kokoro/noxfile.py,292,2.9,2026-05-03T17:22:01Z
npm/fs-minipass,2025,38,576,485,1061,6,lib/index.js,449,0.6,2026-05-03T17:22:01Z
rust-lang/pkg-config-rs,2025,65,761,283,1044,2,src/lib.rs,1018,1.9,2026-05-03T17:22:01Z
dtolnay/ryu,2025,149,487,523,1010,25,src/pretty/mantissa.rs,112,2.2,2026-05-03T17:22:01Z
py4j/py4j,2025,59,779,230,1009,160,py4j-python/src/py4j/java_gateway.py,114,23.6,2026-05-03T17:22:01Z
sindresorhus/p-limit,2025,27,849,157,1006,7,benchmark.js,238,0.7,2026-05-03T17:22:01Z
cheeriojs/dom-serializer,2025,1079,532,470,1002,4,src/index.spec.ts,371,2.5,2026-05-03T17:22:01Z
npm/json-parse-even-better-errors,2025,70,578,415,993,5,test/index.js,529,1.2,2026-05-03T17:22:01Z
hapijs/hoek,2025,37,755,221,976,47,test/index.js,161,1.1,2026-05-03T17:22:01Z
aio-libs/async-timeout,2025,240,523,452,975,3,async_timeout/__init__.py,589,0.8,2026-05-03T17:22:01Z
isaacs/isexe,2025,11,549,408,957,14,test/basic.js,221,0.6,2026-05-03T17:22:01Z
colorjs/color-name,2025,14,472,454,926,2,index.js,899,1.0,2026-05-03T17:22:01Z
medikoo/type,2025,57,831,93,924,78,test/constructor/is.js,53,0.8,2026-05-03T17:22:01Z
npm/node-which,2025,62,475,440,915,9,test/basic.js,197,0.8,2026-05-03T17:22:01Z
juliangruber/balanced-match,2025,45,472,440,912,5,index.js,272,1.2,2026-05-03T17:22:01Z
rvagg/bl,2025,80,818,93,911,4,BufferList.d.ts,431,0.7,2026-05-03T17:22:01Z
davidhalter/parso,2025,51,727,168,895,27,test/test_dump_tree.py,182,2.4,2026-05-03T17:22:01Z
mcollina/fastq,2025,46,815,78,893,10,test/promise.js,349,1.1,2026-05-03T17:22:01Z
fb55/domhandler,2025,1188,544,345,889,4,src/node.ts,514,5.1,2026-05-03T17:22:01Z
dtolnay/indoc,2025,128,543,341,884,15,src/lib.rs,256,2.6,2026-05-03T17:22:01Z
jsdom/tr46,2025,38,534,348,882,13,scripts/generateRegexes.js,302,0.6,2026-05-03T17:22:01Z
dtolnay/ref-cast,2025,145,704,149,853,19,derive/src/lib.rs,469,1.3,2026-05-03T17:22:01Z
businho/pytest-ruff,2025,39,613,234,847,11,pytest_ruff.py,370,0.6,2026-05-03T17:22:01Z
sindresorhus/string-width,2025,35,561,282,843,4,test.js,410,0.6,2026-05-03T17:22:01Z
burntsushi/quickcheck,2025,29,476,355,831,10,src/arbitrary.rs,548,0.7,2026-05-03T17:22:01Z
isaacs/node-graceful-fs,2025,36,519,304,823,17,graceful-fs.js,256,0.8,2026-05-03T17:22:01Z
raszi/node-tmp,2025,42,458,352,810,10,lib/tmp.js,378,1.7,2026-05-03T17:22:01Z
sindresorhus/camelcase,2025,28,615,192,807,4,index.js,327,1.1,2026-05-03T17:22:01Z
jaraco/pytest-perf,2025,256,618,182,800,8,pytest_perf/plugin.py,332,0.5,2026-05-03T17:22:01Z
inspect-js/object-inspect,2025,89,638,159,797,13,index.js,297,0.9,2026-05-03T17:22:01Z
sindresorhus/parse-json,2025,35,596,200,796,4,index.js,362,1.3,2026-05-03T17:22:01Z
chalk/supports-color,2025,43,471,312,783,6,test.js,444,0.6,2026-05-03T17:22:01Z
isaacs/chownr,2025,12,395,371,766,9,chownr.js,167,0.9,2026-05-03T17:22:01Z
npm/mute-stream,2025,65,489,242,731,5,test/basic.js,406,0.7,2026-05-03T17:22:01Z
serde-rs/bytes,2025,95,582,117,699,9,src/bytearray.rs,330,0.6,2026-05-03T17:22:01Z
python-hyper/brotlicffi,2025,26,539,160,699,9,src/brotlicffi/_api.py,255,1.1,2026-05-03T17:22:01Z
dtolnay/no-panic,2025,134,565,124,689,10,src/lib.rs,258,1.5,2026-05-03T17:22:01Z
webreflection/flatted,2025,58,500,180,680,17,python/flatted.py,157,1.2,2026-05-03T17:22:01Z
requests/requests-oauthlib,2025,115,505,168,673,26,tests/examples/base.py,170,1.2,2026-05-03T17:22:01Z
requests/toolbelt,2025,45,261,410,671,31,requests_toolbelt/adapters/appengine.py,206,1.4,2026-05-03T17:22:01Z
feross/buffer,2025,24,482,174,656,7,index.js,273,1.3,2026-05-03T17:22:01Z
ljharb/define-data-property,2025,43,559,88,647,7,test/index.js,475,0.6,2026-05-03T17:22:01Z
jshttp/content-disposition,2025,53,324,318,642,2,test/test.js,632,0.7,2026-05-03T17:22:01Z
pillarjs/finalhandler,2025,124,417,213,630,4,test/test.js,437,1.0,2026-05-03T17:22:01Z
jquery/esprima,2025,14,454,176,630,47,src/parser.ts,312,23.1,2026-05-03T17:22:01Z
trysound/postcss-value-parser,2025,3,500,125,625,4,test/parse.js,580,1.0,2026-05-03T17:22:01Z
sindresorhus/crypto-random-string,2025,8,340,282,622,6,index.js,179,1.0,2026-05-03T17:22:01Z
dtolnay/rustversion,2025,107,402,220,622,11,src/lib.rs,202,0.8,2026-05-03T17:22:01Z
dtolnay/dissimilar,2025,100,351,254,605,7,src/lib.rs,274,0.8,2026-05-03T17:22:01Z
tartley/colorama,2025,75,385,219,604,19,colorama/winterm.py,130,1.4,2026-05-03T17:22:01Z
sindresorhus/npm-run-path,2025,20,361,234,595,4,test.js,201,0.6,2026-05-03T17:22:01Z
ljharb/side-channel,2025,33,274,315,589,4,index.js,337,0.9,2026-05-03T17:22:01Z
sindresorhus/find-up-simple,2025,7,580,8,588,6,test.js,442,1.4,2026-05-03T17:22:01Z
aio-libs/aiosignal,2025,574,288,293,581,6,docs/conf.py,185,1.9,2026-05-03T17:22:01Z
pillarjs/send,2025,119,181,399,580,3,test/send.js,267,1.1,2026-05-03T17:22:01Z
facebook/prop-types,2025,26,544,35,579,6,__tests__/PropTypesProductionStandalone-test.js,214,1.2,2026-05-03T17:22:01Z
micromatch/picomatch,2025,42,416,156,572,19,index.js,94,1.1,2026-05-03T17:22:01Z
sindresorhus/leven,2025,9,416,154,570,5,index.js,194,0.6,2026-05-03T17:22:01Z
ajv-validator/ajv-formats,2025,44,338,228,566,7,src/formats.ts,306,0.7,2026-05-03T17:22:01Z
srijs/rust-crc32fast,2025,40,292,262,554,11,src/combine.rs,206,0.9,2026-05-03T17:22:01Z
sindresorhus/read-pkg,2025,20,297,239,536,4,test/test.js,177,0.7,2026-05-03T17:22:01Z
jsdom/whatwg-mimetype,2025,12,303,227,530,7,test/api.js,306,1.4,2026-05-03T17:22:01Z
sindresorhus/is-stream,2025,14,325,204,529,4,index.d.ts,196,0.7,2026-05-03T17:22:01Z
es-shims/regexp.prototype.flags,2025,73,325,203,528,9,test/tests.js,231,0.7,2026-05-03T17:22:01Z
mathiasbynens/emoji-regex,2025,39,186,338,524,27,test/tests.js,232,1.1,2026-05-03T17:22:01Z
whitequark/ipaddr.js,2025,21,369,153,522,5,test/ipaddr.test.js,299,0.7,2026-05-03T17:22:01Z
yahoo/serialize-javascript,2025,60,328,186,514,2,test/unit/serialize.js,465,1.0,2026-05-03T17:22:01Z
autotools-mirror/autoconf,2025,261,293,219,512,13,lib/Autom4te/FileUtils.pm,138,11.0,2026-05-03T17:22:01Z
sindresorhus/pify,2025,8,375,129,504,5,index.test-d.ts,273,1.3,2026-05-03T17:22:01Z
unicode-rs/unicode-xid,2025,36,350,150,500,6,src/tables.rs,359,1.0,2026-05-03T17:22:01Z
withoutboats/heck,2025,24,377,108,485,9,src/lib.rs,148,0.9,2026-05-03T17:22:01Z
thlorenz/convert-source-map,2025,18,430,54,484,4,index.js,175,0.6,2026-05-03T17:22:01Z
jshttp/mime-db,2025,200,251,231,482,9,scripts/fetch-iana.js,333,2.8,2026-05-03T17:22:01Z
sindresorhus/decamelize,2025,13,368,104,472,4,test.js,252,0.6,2026-05-03T17:22:01Z
autotools-mirror/libtool,2025,287,202,268,470,26,libltdl/ltdl.c,59,11.9,2026-05-03T17:22:01Z
sinonjs/commons,2025,45,251,216,467,32,lib/prototypes/copy-prototype-methods.js,66,2.2,2026-05-03T17:22:01Z
medikoo/es5-ext,2025,62,296,171,467,57,_postinstall.js,207,1.2,2026-05-03T17:22:01Z
rust-lang/glob,2025,55,329,134,463,2,src/lib.rs,332,1.9,2026-05-03T17:22:01Z
sindresorhus/clean-stack,2025,26,318,125,443,6,test.js,220,0.6,2026-05-03T17:22:01Z
sindresorhus/unicorn-magic,2025,12,351,87,438,6,index.d.ts,174,0.6,2026-05-03T17:22:01Z
sindresorhus/make-dir,2025,15,266,172,438,6,test/sync.js,123,0.6,2026-05-03T17:22:01Z
gitpython-developers/gitdb,2025,69,201,229,430,35,gitdb/__init__.py,56,1.4,2026-05-03T17:22:01Z
evanw/node-source-map-support,2025,11,249,177,426,4,browser-source-map-support.js,250,1.1,2026-05-03T17:22:01Z
inspect-js/which-typed-array,2025,77,287,134,421,4,index.js,251,0.7,2026-05-03T17:22:01Z
burntsushi/termcolor,2025,24,370,44,414,1,src/lib.rs,414,1.3,2026-05-03T17:22:01Z
jmespath/jmespath.py,2025,43,111,278,389,12,docs/conf.py,101,1.8,2026-05-03T17:22:01Z
dtolnay/paste,2025,96,304,84,388,10,src/lib.rs,167,1.0,2026-05-03T17:22:01Z
npm/abbrev-js,2025,60,211,175,386,5,test/test.js,234,0.5,2026-05-03T17:22:01Z
sindresorhus/read-pkg-up,2025,16,174,211,385,4,index.d.ts,184,0.9,2026-05-03T17:22:01Z
sindresorhus/locate-path,2025,13,214,153,367,4,index.d.ts,171,0.8,2026-05-03T17:22:01Z
isaacs/package-json-from-dist,2025,6,351,11,362,3,test/index.ts,216,0.8,2026-05-03T17:22:01Z
ljharb/set-function-length,2025,34,328,21,349,6,test/index.js,125,0.9,2026-05-03T17:22:01Z
rich-harris/estree-walker,2025,14,200,149,349,7,src/sync.js,114,1.6,2026-05-03T17:22:01Z
inspect-js/is-array-buffer,2025,39,168,178,346,12,index.js,75,0.9,2026-05-03T17:22:01Z
stream-utils/raw-body,2025,138,328,17,345,8,test/index.js,92,0.8,2026-05-03T17:22:01Z
burntsushi/winapi-util,2025,17,253,86,339,5,src/sysinfo.rs,181,0.5,2026-05-03T17:22:01Z
servo/rust-fnv,2025,9,250,77,327,1,lib.rs,327,0.8,2026-05-03T17:22:01Z
gozala/events,2025,11,245,82,327,3,tests/events-once.js,224,0.6,2026-05-03T17:22:01Z
es-shims/math-intrinsics,2025,10,323,2,325,31,test/index.js,194,4.5,2026-05-03T17:22:01Z
ljharb/es-to-primitive,2025,32,161,161,322,12,test/es2015.js,97,1.1,2026-05-03T17:22:01Z
chalk/slice-ansi,2025,12,205,115,320,3,index.js,254,1.2,2026-05-03T17:22:01Z
ljharb/get-intrinsic,2025,91,206,103,309,2,index.js,232,1.2,2026-05-03T17:22:01Z
inspect-js/is-callable,2025,52,187,114,301,2,test/index.js,218,0.7,2026-05-03T17:22:01Z
chalk/ansi-regex,2025,16,208,86,294,6,test.js,196,0.7,2026-05-03T17:22:01Z
fb55/nth-check,2025,932,249,39,288,6,src/parse.ts,105,3.9,2026-05-03T17:22:01Z
python/tzdata,2025,68,199,88,287,4,update.py,185,0.8,2026-05-03T17:22:01Z
stream-utils/destroy,2025,47,242,29,271,2,index.js,182,0.6,2026-05-03T17:22:01Z
micromatch/is-glob,2025,7,195,72,267,3,index.js,212,0.8,2026-05-03T17:22:01Z
sindresorhus/node-defaults,2025,12,231,36,267,4,test.js,94,0.5,2026-05-03T17:22:01Z
certifi/python-certifi,2025,158,143,123,266,4,certifi/core.py,121,1.8,2026-05-03T17:22:01Z
chicoxyzzy/node-releases,2025,223,121,144,265,4,scripts/build.js,149,0.9,2026-05-03T17:22:01Z
opensuse/ca-certificates,2025,32,256,4,260,2,test_update_ca_certificates.py,171,1.0,2026-05-03T17:22:01Z
npm/inflight,2025,10,0,255,255,2,test.js,201,0.8,2026-05-03T17:22:01Z
ljharb/call-bind-apply-helpers,2025,12,226,27,253,13,index.d.ts,104,0.6,2026-05-03T17:22:01Z
eventualbuddha/lines-and-columns,2025,10,129,122,251,3,test/test.ts,161,0.8,2026-05-03T17:22:01Z
burntsushi/walkdir,2025,12,201,46,247,4,src/tests/recursive.rs,116,1.0,2026-05-03T17:22:01Z
inspect-js/has-proto,2025,31,212,34,246,14,test/accessor.js,36,0.5,2026-05-03T17:22:01Z
sindresorhus/find-cache-dir,2025,12,142,103,245,4,test.js,91,1.1,2026-05-03T17:22:01Z
ljharb/side-channel-list,2025,5,244,0,244,4,index.js,113,0.5,2026-05-03T17:22:01Z
sindresorhus/is-docker,2025,14,156,87,243,5,test.js,185,2.4,2026-05-03T17:22:01Z
jshttp/forwarded,2025,50,195,33,228,3,test/test.js,149,0.9,2026-05-03T17:22:01Z
sindresorhus/restore-cursor,2025,8,149,78,227,5,index.test.mjs,120,0.6,2026-05-03T17:22:01Z
ljharb/call-bind,2025,53,118,106,224,9,index.js,83,0.8,2026-05-03T17:22:01Z
dmitrysoshnikov/regexp-tree,2025,38,194,29,223,12,src/parser/__tests__/parser-basic-test.js,54,1.1,2026-05-03T17:22:01Z
ljharb/call-bound,2025,20,198,24,222,3,index.d.ts,118,0.6,2026-05-03T17:22:01Z
inspect-js/is-typed-array,2025,63,92,129,221,3,index.js,161,1.1,2026-05-03T17:22:01Z
ljharb/side-channel-weakmap,2025,12,217,4,221,3,test/index.js,114,0.8,2026-05-03T17:22:01Z
sindresorhus/pkg-dir,2025,14,119,102,221,4,index.d.ts,137,0.5,2026-05-03T17:22:01Z
isaacs/cliui,2025,14,120,98,218,11,test/cjs-esm-compare.cjs,68,0.7,2026-05-03T17:22:01Z
graydon/exhaustigen-rs,2025,1,217,0,217,1,src/lib.rs,217,0.8,2026-05-03T17:22:01Z
sindresorhus/strip-json-comments,2025,16,140,75,215,5,index.js,130,0.7,2026-05-03T17:22:01Z
jshttp/on-finished,2025,61,184,24,208,2,test/test.js,141,0.8,2026-05-03T17:22:01Z
expressjs/serve-static,2025,98,105,99,204,3,test/test.js,138,1.0,2026-05-03T17:22:01Z
sindresorhus/callsites,2025,8,112,91,203,4,index.d.ts,155,0.7,2026-05-03T17:22:01Z
ljharb/side-channel-map,2025,9,198,1,199,3,test/index.js,114,0.6,2026-05-03T17:22:01Z
pyasn1/pyasn1-modules,2025,15,39,157,196,11,setup.py,132,1.1,2026-05-03T17:22:01Z
inspect-js/hasown,2025,17,84,103,187,4,test/index.js,73,0.9,2026-05-03T17:22:01Z
sindresorhus/path-type,2025,6,101,84,185,5,index.d.ts,60,0.6,2026-05-03T17:22:01Z
gitpython-developers/smmap,2025,66,65,118,183,11,setup.py,45,1.6,2026-05-03T17:22:01Z
jshttp/negotiator,2025,55,95,87,182,5,index.js,71,0.9,2026-05-03T17:22:01Z
sindresorhus/is-path-inside,2025,7,136,43,179,4,test.js,136,0.7,2026-05-03T17:22:01Z
istanbuljs/test-exclude,2025,5,89,88,177,6,tap-snapshots/test-glob.js-TAP.test.js,78,1.2,2026-05-03T17:22:01Z
python-trio/sniffio,2025,33,84,92,176,5,sniffio/_impl.py,66,0.5,2026-05-03T17:22:01Z
litejs/natural-compare-lite,2025,11,97,77,174,3,test/index.js,97,0.7,2026-05-03T17:22:01Z
es-shims/dunder-proto,2025,10,168,5,173,7,test/set.js,52,1.0,2026-05-03T17:22:01Z
indutny/bn.js,2025,15,104,68,172,4,lib/bn.js,138,2.0,2026-05-03T17:22:01Z
jshttp/http-errors,2025,57,134,36,170,3,scripts/version-history.js,63,4.9,2026-05-03T17:22:01Z
es-shims/es-set-tostringtag,2025,34,150,20,170,3,test/index.js,107,0.8,2026-05-03T17:22:01Z
sindresorhus/mimic-fn,2025,14,88,79,167,4,test.js,82,1.1,2026-05-03T17:22:01Z
sindresorhus/mimic-function,2025,14,88,79,167,4,test.js,82,0.7,2026-05-03T17:22:01Z
rust-lang-nursery/lazy-static.rs,2025,26,64,101,165,13,src/inline_lazy.rs,30,1.3,2026-05-03T17:22:01Z
micromatch/micromatch,2025,31,69,96,165,7,bench/glob-parent.js,53,1.8,2026-05-03T17:22:01Z
azure/msrest-for-python,2025,17,109,56,165,12,tests/test_serialization.py,50,1.7,2026-05-03T17:22:01Z
isaacs/core-util-is,2025,9,90,70,160,2,test.js,158,0.6,2026-05-03T17:22:01Z
mathiasbynens/jsesc,2025,4,121,36,157,3,tests/tests.js,71,0.6,2026-05-03T17:22:01Z
jshttp/mime-types,2025,139,128,28,156,3,index.js,73,1.0,2026-05-03T17:22:01Z
ljharb/es-shim-unscopables,2025,22,149,6,155,4,test/index.js,76,0.7,2026-05-03T17:22:01Z
jsdom/xml-name-validator,2025,9,81,74,155,4,test/test.js,78,0.9,2026-05-03T17:22:01Z
nv/cssom,2025,5,135,18,153,10,lib/CSSGroupingRule.js,68,0.8,2026-05-03T17:22:01Z
debug-js/debug,2025,26,107,46,153,4,src/common.js,102,0.7,2026-05-03T17:22:01Z
jshttp/type-is,2025,62,107,45,152,2,test/test.js,86,1.3,2026-05-03T17:22:01Z
inspect-js/is-core-module,2025,85,112,38,150,2,test/index.js,144,0.5,2026-05-03T17:22:01Z
sindresorhus/environment,2025,5,148,1,149,3,index.d.ts,74,0.7,2026-05-03T17:22:01Z
dtolnay/automod,2025,77,91,58,149,3,src/lib.rs,141,0.7,2026-05-03T17:22:01Z
sindresorhus/strip-final-newline,2025,13,109,39,148,4,test.js,75,0.6,2026-05-03T17:22:01Z
rust-lang/cfg-if,2025,43,85,60,145,2,src/lib.rs,143,1.2,2026-05-03T17:22:01Z
sindresorhus/strip-indent,2025,10,119,23,142,4,test.js,74,0.8,2026-05-03T17:22:01Z
sindresorhus/log-symbols,2025,16,72,70,142,7,index.js,59,0.7,2026-05-03T17:22:01Z
sindresorhus/yocto-queue,2025,15,102,38,140,4,index.js,84,0.7,2026-05-03T17:22:01Z
ljharb/get-proto,2025,7,129,11,140,7,test/index.js,80,0.9,2026-05-03T17:22:01Z
sindresorhus/p-locate,2025,6,65,67,132,4,index.d.ts,52,0.8,2026-05-03T17:22:01Z
ljharb/gopd,2025,23,95,34,129,5,test/index.js,74,1.4,2026-05-03T17:22:01Z
sindresorhus/parent-module,2025,10,75,52,127,11,index.js,41,0.7,2026-05-03T17:22:01Z
inspect-js/is-data-view,2025,20,114,12,126,3,test/index.js,66,1.0,2026-05-03T17:22:01Z
sindresorhus/path-key,2025,6,77,48,125,4,index.d.ts,59,0.6,2026-05-03T17:22:01Z
inspect-js/is-regex,2025,43,79,44,123,4,index.js,77,0.7,2026-05-03T17:22:01Z
yaml/libyaml,2025,7,104,17,121,7,src/parser.c,51,1.5,2026-05-03T17:22:01Z
inspect-js/has-tostringtag,2025,29,120,1,121,8,test/shams/core-js.js,31,0.7,2026-05-03T17:22:01Z
tapjs/stack-utils,2025,19,80,39,119,5,test/test.js,73,1.2,2026-05-03T17:22:01Z
sindresorhus/is-unicode-supported,2025,20,90,29,119,4,index.js,67,1.0,2026-05-03T17:22:01Z
npm/unique-slug,2025,72,84,32,116,5,test/index.js,56,1.0,2026-05-03T17:22:01Z
raynos/for-each,2025,18,100,16,116,3,test/test.js,66,1.0,2026-05-03T17:22:01Z
chalk/wrap-ansi,2025,11,86,29,115,4,index.js,54,0.7,2026-05-03T17:22:01Z
pexpect/ptyprocess,2025,15,76,39,115,4,ptyprocess/ptyprocess.py,70,0.8,2026-05-03T17:22:01Z
sindresorhus/cli-cursor,2025,5,54,58,112,4,index.d.ts,68,0.6,2026-05-03T17:22:01Z
primus/eventemitter3,2025,46,61,48,109,6,test/browser.js,44,0.9,2026-05-03T17:22:01Z
inspect-js/has-property-descriptors,2025,18,93,14,107,2,test/index.js,57,0.7,2026-05-03T17:22:01Z
yargs/y18n,2025,11,55,52,107,4,test/y18n-test.cjs,68,0.7,2026-05-03T17:22:01Z
sindresorhus/is-plain-obj,2025,11,86,20,106,5,benchmark.js,62,1.0,2026-05-03T17:22:01Z
jshttp/content-type,2025,42,86,20,106,4,scripts/version-history.js,63,0.8,2026-05-03T17:22:01Z
xiph/ogg,2025,38,64,38,102,2,src/bitwise.c,56,1.8,2026-05-03T17:22:01Z
inspect-js/available-typed-arrays,2025,38,52,48,100,2,index.js,62,1.0,2026-05-03T17:22:01Z
lukeed/escalade,2025,7,92,6,98,8,build.ts,34,1.5,2026-05-03T17:22:01Z
sindresorhus/mimic-response,2025,4,49,49,98,4,test.js,47,0.7,2026-05-03T17:22:01Z
ljharb/concat-map,2025,16,53,44,97,3,test/map.js,52,0.7,2026-05-03T17:22:01Z
ljharb/es-object-atoms,2025,16,91,6,97,9,test/index.js,40,1.5,2026-05-03T17:22:01Z
samverschueren/decode-uri-component,2025,12,57,39,96,4,index.js,50,0.6,2026-05-03T17:22:01Z
kriszyp/json-schema,2025,8,75,17,92,2,test/tests.js,80,0.9,2026-05-03T17:22:01Z
sindresorhus/detect-newline,2025,6,47,44,91,4,index.d.ts,48,0.7,2026-05-03T17:22:01Z
sindresorhus/p-try,2025,4,40,51,91,4,index.d.ts,58,0.7,2026-05-03T17:22:01Z
ljharb/object.assign,2025,65,54,36,90,3,implementation.js,58,0.9,2026-05-03T17:22:01Z
inspect-js/typed-array-buffer,2025,28,69,18,87,3,index.d.ts,35,0.8,2026-05-03T17:22:01Z
sindresorhus/indent-string,2025,5,45,42,87,4,index.d.ts,38,0.6,2026-05-03T17:22:01Z
sindresorhus/is-wsl,2025,5,40,45,85,4,test.js,53,1.6,2026-05-03T17:22:01Z
dtolnay/target-triple,2025,41,79,6,85,2,build.rs,54,1.0,2026-05-03T17:22:01Z
fsevents/fsevents,2025,20,29,52,81,2,src/fsevents.c,80,0.8,2026-05-03T17:22:01Z
tehshrike/deepmerge,2025,13,60,20,80,3,test/custom-is-mergeable-object.js,72,0.9,2026-05-03T17:22:01Z
ljharb/es-define-property,2025,15,76,3,79,3,test/index.js,56,0.5,2026-05-03T17:22:01Z
jbgutierrez/path-parse,2025,4,40,38,78,2,index.js,58,0.6,2026-05-03T17:22:01Z
webreflection/html-escaper,2025,6,61,15,76,4,cjs/index.js,25,0.8,2026-05-03T17:22:01Z
es-shims/array-includes,2025,49,43,33,76,4,implementation.js,49,1.0,2026-05-03T17:22:01Z
jshttp/fresh,2025,72,37,38,75,3,index.js,41,1.1,2026-05-03T17:22:01Z
inspect-js/is-symbol,2025,37,39,35,74,3,test/index.js,50,0.7,2026-05-03T17:22:01Z
visionmedia/node-cookie-signature,2025,18,48,24,72,2,index.js,45,0.7,2026-05-03T17:22:01Z
acornjs/acorn-jsx,2025,6,68,3,71,1,index.d.ts,71,1.8,2026-05-03T17:22:01Z
jonschlinkert/word-wrap,2025,12,45,26,71,3,index.js,37,0.8,2026-05-03T17:22:01Z
sindresorhus/path-exists,2025,3,36,34,70,4,index.d.ts,47,0.7,2026-05-03T17:22:01Z
ljharb/safe-regex-test,2025,30,65,4,69,3,test/index.js,43,0.6,2026-05-03T17:22:01Z
mathiasbynens/punycode.js,2025,23,42,27,69,2,punycode.js,53,3.1,2026-05-03T17:22:01Z
ljharb/es-errors,2025,16,68,0,68,15,test/index.js,19,0.7,2026-05-03T17:22:01Z
sindresorhus/onetime,2025,6,30,38,68,4,index.d.ts,43,0.8,2026-05-03T17:22:01Z
ljharb/define-properties,2025,30,39,27,66,2,index.js,43,0.8,2026-05-03T17:22:01Z
inspect-js/is-bigint,2025,34,29,36,65,3,test/index.js,55,1.2,2026-05-03T17:22:01Z
isaacs/once,2025,8,63,2,65,3,test/once.js,47,1.2,2026-05-03T17:22:01Z
component/toidentifier,2025,31,65,0,65,2,scripts/version-history.js,63,0.7,2026-05-03T17:22:01Z
ljharb/object-keys,2025,22,28,34,62,4,test/shim.js,39,1.0,2026-05-03T17:22:01Z
sindresorhus/is-fullwidth-code-point,2025,10,16,46,62,3,index.js,50,0.6,2026-05-03T17:22:01Z
jonschlinkert/fill-range,2025,3,21,40,61,13,test/padding.js,20,1.2,2026-05-03T17:22:01Z
inspect-js/which-boxed-primitive,2025,21,26,34,60,3,test/index.js,48,0.6,2026-05-03T17:22:01Z
jslicense/spdx-expression-parse.js,2025,9,42,18,60,2,test.js,54,1.8,2026-05-03T17:22:01Z
ljharb/possible-typed-array-names,2025,15,55,3,58,3,test/index.js,25,0.8,2026-05-03T17:22:01Z
raynos/function-bind,2025,18,45,13,58,1,implementation.js,58,0.7,2026-05-03T17:22:01Z
benjaminp/six,2025,35,46,12,58,4,six.py,33,1.6,2026-05-03T17:22:01Z
sindresorhus/is-inside-container,2025,3,57,0,57,5,index.js,23,0.8,2026-05-03T17:22:01Z
ljharb/internal-slot,2025,46,43,12,55,3,index.js,28,0.6,2026-05-03T17:22:01Z
inspect-js/array-buffer-byte-length,2025,25,50,3,53,3,test/index.js,29,0.7,2026-05-03T17:22:01Z
inspect-js/is-boolean-object,2025,39,43,8,51,4,test/index.js,33,0.8,2026-05-03T17:22:01Z
browserify/node-util,2025,9,26,24,50,2,support/types.js,46,0.7,2026-05-03T17:22:01Z
oozcitak/xmlbuilder-js,2025,14,49,0,49,2,test/issues/249.coffee,26,1.1,2026-05-03T17:22:01Z
sindresorhus/import-local,2025,10,31,17,48,3,index.js,23,0.9,2026-05-03T17:22:01Z
epoberezkin/ajv-keywords,2025,25,32,13,45,8,spec/transform.spec.ts,15,1.0,2026-05-03T17:22:01Z
jimmywarting/node-domexception,2025,16,24,19,43,1,index.js,43,0.6,2026-05-03T17:22:01Z
jshttp/statuses,2025,45,34,8,42,3,index.js,38,1.0,2026-05-03T17:22:01Z
inspect-js/is-arguments,2025,31,31,11,42,3,index.js,29,0.8,2026-05-03T17:22:01Z
inspect-js/node-supports-preserve-symlinks-flag,2025,17,41,0,41,3,test/index.js,29,0.8,2026-05-03T17:22:01Z
inspect-js/is-string,2025,38,28,11,39,4,index.js,23,0.5,2026-05-03T17:22:01Z
