github_repo,metric,2021,2022,2023,2024,2025,2021-2025
moby/hyperkit,first_date,2021-01-03,2022-01-30,,,,2021-01-03
moby/hyperkit,last_date,2021-09-18,2022-02-05,,,,2022-02-05
zhedahht/chinesecodinginterviewappendix,bus_factor,,,,,,
zhedahht/chinesecodinginterviewappendix,hhi,,,,,,
zhedahht/chinesecodinginterviewappendix,contributors,0,0,0,0,0,0
zhedahht/chinesecodinginterviewappendix,bots,0,0,0,0,0,0
zhedahht/chinesecodinginterviewappendix,commits,0,0,0,0,0,0
zhedahht/chinesecodinginterviewappendix,first_date,,,,,,
zhedahht/chinesecodinginterviewappendix,last_date,,,,,,
sair-lab/airslam,bus_factor,,1,1,1,1,1
sair-lab/airslam,hhi,,7826,7956,5622,5062,7120
sair-lab/airslam,contributors,0,2,4,3,2,6
sair-lab/airslam,bots,0,0,0,0,0,0
sair-lab/airslam,commits,0,137,45,30,9,221
sair-lab/airslam,first_date,,2022-05-15,2023-01-01,2024-01-14,2025-01-12,2022-05-15
sair-lab/airslam,last_date,,2022-12-24,2023-11-04,2024-10-26,2025-09-20,2025-09-20
ysc3839/fontmod,bus_factor,1,,,,,1
ysc3839/fontmod,hhi,10000,,,,,10000
ysc3839/fontmod,contributors,1,0,0,0,0,1
ysc3839/fontmod,bots,0,0,0,0,0,0
ysc3839/fontmod,commits,3,0,0,0,0,3
ysc3839/fontmod,first_date,2021-08-08,,,,,2021-08-08
ysc3839/fontmod,last_date,2021-08-14,,,,,2021-08-14
huxingyi/dust3d,bus_factor,1,1,1,,,1
huxingyi/dust3d,hhi,10000,9597,10000,,,9745
huxingyi/dust3d,contributors,1,3,1,0,0,3
huxingyi/dust3d,bots,0,0,0,0,0,0
huxingyi/dust3d,commits,7,195,108,0,0,310
huxingyi/dust3d,first_date,2021-01-03,2022-01-02,2023-01-01,,,2021-01-03
huxingyi/dust3d,last_date,2021-11-20,2022-12-31,2023-08-26,,,2023-08-26
emukidid/swiss-gc,bus_factor,1,1,1,1,1,1
emukidid/swiss-gc,hhi,7855,8701,9402,9307,9710,8923
emukidid/swiss-gc,contributors,5,6,5,4,4,14
emukidid/swiss-gc,bots,0,0,0,0,0,0
emukidid/swiss-gc,commits,244,162,164,225,205,1000
emukidid/swiss-gc,first_date,2021-01-03,2022-01-16,2023-01-01,2024-01-07,2025-01-12,2021-01-03
emukidid/swiss-gc,last_date,2022-01-01,2022-12-31,2024-01-06,2025-01-04,2026-01-03,2026-01-03
spotify/annoy,bus_factor,1,1,1,1,1,3
spotify/annoy,hhi,4391,3333,3633,10000,5556,1391
spotify/annoy,contributors,8,4,6,1,2,20
spotify/annoy,bots,0,0,0,0,0,0
spotify/annoy,commits,38,6,34,3,18,99
spotify/annoy,first_date,2021-02-28,2022-03-20,2023-01-15,2024-07-28,2025-05-04,2021-02-28
spotify/annoy,last_date,2021-12-25,2022-10-29,2023-08-19,2024-08-03,2025-10-25,2025-10-25
firebase/firebase-ios-sdk,bus_factor,4,3,2,2,2,3
firebase/firebase-ios-sdk,hhi,1286,1271,2094,2042,2585,1457
firebase/firebase-ios-sdk,contributors,41,42,35,30,27,67
firebase/firebase-ios-sdk,bots,1,2,2,2,4,4
firebase/firebase-ios-sdk,commits,834,643,702,966,661,3806
firebase/firebase-ios-sdk,first_date,2021-01-03,2022-01-02,2023-01-01,2024-01-07,2025-01-05,2021-01-03
firebase/firebase-ios-sdk,last_date,2022-01-01,2022-12-31,2024-01-06,2025-01-04,2026-01-03,2026-01-03
daniele77/cli,bus_factor,1,1,1,1,1,1
daniele77/cli,hhi,8906,8733,6173,9089,10000,9094
daniele77/cli,contributors,3,3,5,4,1,12
daniele77/cli,bots,0,0,0,0,0,0
daniele77/cli,commits,35,30,18,85,90,258
daniele77/cli,first_date,2021-01-10,2022-01-09,2023-01-08,2024-01-28,2025-04-06,2021-01-10
daniele77/cli,last_date,2021-10-30,2022-11-05,2023-08-26,2024-12-14,2025-12-27,2025-12-27
leahneukirchen/nq,bus_factor,1,1,1,1,1,1
leahneukirchen/nq,hhi,4649,5556,10000,10000,10000,5022
leahneukirchen/nq,contributors,7,2,1,1,1,9
leahneukirchen/nq,bots,0,0,0,0,0,0
leahneukirchen/nq,commits,21,3,1,3,2,30
leahneukirchen/nq,first_date,2021-01-24,2022-01-16,2023-01-29,2024-03-03,2025-10-26,2021-01-24
leahneukirchen/nq,last_date,2021-12-18,2022-08-06,2023-02-04,2024-07-06,2025-11-01,2025-11-01
baskerville/sxhkd,bus_factor,1,1,1,,1,3
baskerville/sxhkd,hhi,10000,5000,5000,,3750,1852
baskerville/sxhkd,contributors,1,2,2,0,3,7
baskerville/sxhkd,bots,0,0,0,0,0,0
baskerville/sxhkd,commits,1,2,2,0,4,9
baskerville/sxhkd,first_date,2021-06-13,2022-07-31,2023-01-15,,2025-05-25,2021-06-13
baskerville/sxhkd,last_date,2021-06-19,2022-11-19,2023-07-22,,2025-09-27,2025-09-27
yse/easy_profiler,bus_factor,1,,1,1,1,1
yse/easy_profiler,hhi,7551,,5556,3333,10000,6016
yse/easy_profiler,contributors,3,0,2,4,1,8
yse/easy_profiler,bots,0,0,0,0,0,0
yse/easy_profiler,commits,29,0,3,6,1,39
yse/easy_profiler,first_date,2021-04-25,,2023-05-14,2024-03-31,2025-07-13,2021-04-25
yse/easy_profiler,last_date,2021-12-04,,2023-11-18,2024-11-30,2025-07-19,2025-07-19
duckdb/pg_duckdb,bus_factor,,,,2,1,2
duckdb/pg_duckdb,hhi,,,,1920,3262,2282
duckdb/pg_duckdb,contributors,0,0,0,21,33,46
duckdb/pg_duckdb,bots,0,0,0,0,0,0
duckdb/pg_duckdb,commits,0,0,0,346,302,648
duckdb/pg_duckdb,first_date,,,,2024-01-28,2025-01-05,2024-01-28
duckdb/pg_duckdb,last_date,,,,2025-01-04,2025-12-20,2025-12-20
hyprwm/hyprpaper,bus_factor,,1,2,2,2,2
hyprwm/hyprpaper,hhi,,6403,1804,1958,1819,2589
hyprwm/hyprpaper,contributors,0,10,29,21,13,66
hyprwm/hyprpaper,bots,0,0,0,0,0,0
hyprwm/hyprpaper,commits,0,59,66,56,29,210
hyprwm/hyprpaper,first_date,,2022-06-26,2023-01-01,2024-02-04,2025-01-05,2022-06-26
hyprwm/hyprpaper,last_date,,2022-12-31,2024-01-06,2025-01-04,2026-01-03,2026-01-03
bareflank/hypervisor,bus_factor,1,,,,,1
bareflank/hypervisor,hhi,8639,,,,,8639
bareflank/hypervisor,contributors,3,0,0,0,0,3
bareflank/hypervisor,bots,0,0,0,0,0,0
bareflank/hypervisor,commits,69,0,0,0,0,69
bareflank/hypervisor,first_date,2021-01-24,,,,,2021-01-24
bareflank/hypervisor,last_date,2021-10-23,,,,,2021-10-23
d35ha/callobfuscator,bus_factor,1,,,,,1
d35ha/callobfuscator,hhi,10000,,,,,10000
d35ha/callobfuscator,contributors,1,0,0,0,0,1
d35ha/callobfuscator,bots,0,0,0,0,0,0
d35ha/callobfuscator,commits,4,0,0,0,0,4
d35ha/callobfuscator,first_date,2021-02-21,,,,,2021-02-21
d35ha/callobfuscator,last_date,2021-02-27,,,,,2021-02-27
neka-nat/cupoch,bus_factor,1,1,1,1,1,1
neka-nat/cupoch,hhi,9543,9565,9224,10000,7222,9436
neka-nat/cupoch,contributors,3,2,3,1,2,7
neka-nat/cupoch,bots,0,0,0,0,0,0
neka-nat/cupoch,commits,129,45,50,14,6,244
neka-nat/cupoch,first_date,2021-01-03,2022-01-02,2023-01-08,2024-03-10,2025-05-11,2021-01-03
neka-nat/cupoch,last_date,2022-01-01,2022-11-26,2023-12-09,2024-08-17,2025-07-12,2025-07-12
paolo-projects/auto-unlocker,bus_factor,1,1,,,1,1
paolo-projects/auto-unlocker,hhi,10000,6955,,,10000,5035
paolo-projects/auto-unlocker,contributors,1,3,0,0,1,3
paolo-projects/auto-unlocker,bots,0,0,0,0,0,0
paolo-projects/auto-unlocker,commits,6,17,0,0,1,24
paolo-projects/auto-unlocker,first_date,2021-04-18,2022-01-16,,,2025-08-24,2021-04-18
paolo-projects/auto-unlocker,last_date,2021-05-22,2022-07-02,,,2025-08-30,2025-08-30
fazeelusmani/amazon-sde-preparation,bus_factor,2,2,1,1,,2
fazeelusmani/amazon-sde-preparation,hhi,3208,2500,10000,5000,,2915
fazeelusmani/amazon-sde-preparation,contributors,8,4,1,2,0,12
fazeelusmani/amazon-sde-preparation,bots,0,0,0,0,0,0
fazeelusmani/amazon-sde-preparation,commits,50,4,1,2,0,57
fazeelusmani/amazon-sde-preparation,first_date,2021-01-10,2022-01-23,2023-08-06,2024-01-21,,2021-01-10
fazeelusmani/amazon-sde-preparation,last_date,2021-09-11,2022-08-06,2023-08-12,2024-02-03,,2024-02-03
forhappy/cplusplus-concurrency-in-practice,bus_factor,1,1,,,,1
forhappy/cplusplus-concurrency-in-practice,hhi,10000,10000,,,,5000
forhappy/cplusplus-concurrency-in-practice,contributors,1,1,0,0,0,2
forhappy/cplusplus-concurrency-in-practice,bots,0,0,0,0,0,0
forhappy/cplusplus-concurrency-in-practice,commits,1,1,0,0,0,2
forhappy/cplusplus-concurrency-in-practice,first_date,2021-07-25,2022-10-23,,,,2021-07-25
forhappy/cplusplus-concurrency-in-practice,last_date,2021-07-31,2022-10-29,,,,2022-10-29
google/bloaty,bus_factor,1,1,3,1,2,3
google/bloaty,hhi,4077,4404,1598,4198,3221,1505
google/bloaty,contributors,9,4,9,5,12,35
google/bloaty,bots,0,0,0,0,0,0
google/bloaty,commits,111,19,13,18,62,223
google/bloaty,first_date,2021-01-24,2022-01-23,2023-01-22,2024-01-14,2025-01-12,2021-01-24
google/bloaty,last_date,2021-12-18,2022-11-12,2023-12-02,2024-10-05,2025-12-13,2025-12-13
verysleepy/verysleepy,bus_factor,1,1,,,,2
verysleepy/verysleepy,hhi,4729,10000,,,,3257
verysleepy/verysleepy,contributors,3,1,0,0,0,4
verysleepy/verysleepy,bots,0,0,0,0,0,0
verysleepy/verysleepy,commits,33,20,0,0,0,53
verysleepy/verysleepy,first_date,2021-05-23,2022-03-20,,,,2021-05-23
verysleepy/verysleepy,last_date,2021-09-18,2022-05-28,,,,2022-05-28
meganz/megacmd,bus_factor,2,2,2,1,2,2
meganz/megacmd,hhi,3133,2910,3132,3677,4607,2712
meganz/megacmd,contributors,5,7,7,8,5,15
meganz/megacmd,bots,0,0,0,0,0,0
meganz/megacmd,commits,134,59,397,764,339,1693
meganz/megacmd,first_date,2021-01-10,2022-01-09,2023-02-05,2024-01-07,2025-01-05,2021-01-10
meganz/megacmd,last_date,2021-12-18,2022-12-03,2024-01-06,2025-01-04,2025-12-20,2025-12-20
ccnyroboticslab/imu_tools,bus_factor,1,1,1,1,1,1
ccnyroboticslab/imu_tools,hhi,3750,7695,10000,5644,6800,6276
ccnyroboticslab/imu_tools,contributors,3,5,1,4,2,12
ccnyroboticslab/imu_tools,bots,0,0,0,0,0,0
ccnyroboticslab/imu_tools,commits,4,32,1,15,5,57
ccnyroboticslab/imu_tools,first_date,2021-01-17,2022-04-10,2023-11-12,2024-04-21,2025-05-04,2021-01-17
ccnyroboticslab/imu_tools,last_date,2021-10-16,2022-12-10,2023-11-18,2024-10-05,2025-05-17,2025-05-17
ncine/ncine,bus_factor,1,1,1,1,1,1
ncine/ncine,hhi,10000,10000,10000,10000,10000,10000
ncine/ncine,contributors,1,1,1,1,1,1
ncine/ncine,bots,0,0,0,0,0,0
ncine/ncine,commits,40,69,19,23,47,198
ncine/ncine,first_date,2021-01-03,2022-01-02,2023-02-05,2024-01-21,2025-01-05,2021-01-03
ncine/ncine,last_date,2021-12-25,2022-12-31,2023-11-18,2024-12-28,2026-01-03,2026-01-03
clemenselflein/openmower,bus_factor,,1,1,2,1,1
clemenselflein/openmower,hhi,,4984,3543,2143,3889,3520
clemenselflein/openmower,contributors,0,4,7,7,3,12
clemenselflein/openmower,bots,0,0,0,0,0,0
clemenselflein/openmower,commits,0,194,62,28,6,290
clemenselflein/openmower,first_date,,2022-01-23,2023-01-01,2024-01-07,2025-01-19,2022-01-23
clemenselflein/openmower,last_date,,2022-12-24,2023-11-18,2024-12-14,2025-05-10,2025-05-10
avahi/avahi,bus_factor,1,3,1,1,1,1
avahi/avahi,hhi,10000,1653,4100,2941,3963,3210
avahi/avahi,contributors,1,9,12,19,17,47
avahi/avahi,bots,0,0,1,1,1,1
avahi/avahi,commits,1,29,73,51,97,251
avahi/avahi,first_date,2021-05-16,2022-01-30,2023-01-08,2024-01-07,2025-02-02,2021-05-16
avahi/avahi,last_date,2021-05-22,2022-12-17,2024-01-06,2024-11-30,2026-01-03,2026-01-03
torquegameengines/torque2d,bus_factor,1,1,1,,,1
torquegameengines/torque2d,hhi,5857,9565,4062,,,6529
torquegameengines/torque2d,contributors,5,2,3,0,0,7
torquegameengines/torque2d,bots,0,0,0,0,0,0
torquegameengines/torque2d,commits,97,90,24,0,0,211
torquegameengines/torque2d,first_date,2021-01-03,2022-01-16,2023-02-26,,,2021-01-03
torquegameengines/torque2d,last_date,2021-12-25,2022-09-10,2023-05-06,,,2023-05-06
abperiasamy/rtl8812au_8821au_linux,bus_factor,,,,,,
abperiasamy/rtl8812au_8821au_linux,hhi,,,,,,
abperiasamy/rtl8812au_8821au_linux,contributors,0,0,0,0,0,0
abperiasamy/rtl8812au_8821au_linux,bots,0,0,0,0,0,0
abperiasamy/rtl8812au_8821au_linux,commits,0,0,0,0,0,0
abperiasamy/rtl8812au_8821au_linux,first_date,,,,,,
abperiasamy/rtl8812au_8821au_linux,last_date,,,,,,
solosky/pixl.js,bus_factor,,1,1,2,2,1
solosky/pixl.js,hhi,,8421,5756,2541,2392,4408
solosky/pixl.js,contributors,0,3,12,13,10,26
solosky/pixl.js,bots,0,0,0,0,0,0
solosky/pixl.js,commits,0,83,471,196,97,847
solosky/pixl.js,first_date,,2022-10-16,2023-01-01,2024-01-07,2025-01-12,2022-10-16
solosky/pixl.js,last_date,,2022-12-31,2024-01-06,2024-12-28,2026-01-03,2026-01-03
ggerganov/ggwave,bus_factor,1,1,1,3,1,1
ggerganov/ggwave,hhi,9912,9572,3438,2000,5556,9177
ggerganov/ggwave,contributors,2,2,4,5,2,13
ggerganov/ggwave,bots,0,0,0,0,0,0
ggerganov/ggwave,commits,227,137,8,5,3,380
ggerganov/ggwave,first_date,2021-01-03,2022-01-30,2023-01-15,2024-02-04,2025-03-16,2021-01-03
ggerganov/ggwave,last_date,2021-11-27,2022-10-08,2023-09-09,2024-11-16,2025-08-30,2025-08-30
tony9402/baekjoon,bus_factor,1,1,1,1,1,1
tony9402/baekjoon,hhi,6912,9393,10000,9964,9945,8334
tony9402/baekjoon,contributors,25,4,1,2,2,29
tony9402/baekjoon,bots,0,0,0,0,0,0
tony9402/baekjoon,commits,2083,546,749,548,364,4290
tony9402/baekjoon,first_date,2021-01-03,2022-01-02,2023-01-01,2024-01-07,2025-01-05,2021-01-03
tony9402/baekjoon,last_date,2022-01-01,2022-12-31,2024-01-06,2025-01-04,2026-01-03,2026-01-03
ttalvitie/browservice,bus_factor,1,1,1,1,1,1
ttalvitie/browservice,hhi,10000,10000,10000,10000,10000,10000
ttalvitie/browservice,contributors,1,1,1,1,1,1
ttalvitie/browservice,bots,0,0,0,0,0,0
ttalvitie/browservice,commits,191,47,39,39,20,336
ttalvitie/browservice,first_date,2021-01-03,2022-02-27,2023-01-08,2024-01-07,2025-03-02,2021-01-03
ttalvitie/browservice,last_date,2021-12-25,2022-11-26,2023-12-02,2024-12-07,2025-11-08,2025-11-08
tencent/puerts,bus_factor,1,2,2,1,1,1
tencent/puerts,hhi,4944,4177,4234,7597,8419,5083
tencent/puerts,contributors,34,24,20,28,28,91
tencent/puerts,bots,0,0,0,1,0,1
tencent/puerts,commits,844,915,739,712,1059,4269
tencent/puerts,first_date,2021-01-03,2022-01-02,2023-01-01,2024-01-07,2025-01-05,2021-01-03
tencent/puerts,last_date,2022-01-01,2022-12-31,2024-01-06,2025-01-04,2026-01-03,2026-01-03
clice-io/clice,bus_factor,,,,1,1,1
clice-io/clice,hhi,,,,9837,3290,6125
clice-io/clice,contributors,0,0,0,2,20,20
clice-io/clice,bots,0,0,0,0,1,1
clice-io/clice,commits,0,0,0,244,223,467
clice-io/clice,first_date,,,,2024-06-16,2025-01-05,2024-06-16
clice-io/clice,last_date,,,,2025-01-04,2026-01-03,2026-01-03
kde/heaptrack,bus_factor,1,1,1,1,2,1
kde/heaptrack,hhi,6094,4658,5440,3032,2608,4763
kde/heaptrack,contributors,9,12,12,11,10,41
kde/heaptrack,bots,0,0,0,0,0,0
kde/heaptrack,commits,84,55,56,27,21,243
kde/heaptrack,first_date,2021-01-03,2022-01-09,2023-01-22,2024-01-21,2025-01-26,2021-01-03
kde/heaptrack,last_date,2021-12-25,2022-12-17,2024-01-06,2024-11-16,2025-11-01,2025-11-01
gaoxiang12/slam_in_autonomous_driving,bus_factor,,,2,1,1,2
gaoxiang12/slam_in_autonomous_driving,hhi,,,2368,5000,4400,1962
gaoxiang12/slam_in_autonomous_driving,contributors,0,0,9,2,3,13
gaoxiang12/slam_in_autonomous_driving,bots,0,0,0,0,0,0
gaoxiang12/slam_in_autonomous_driving,commits,0,0,47,2,5,54
gaoxiang12/slam_in_autonomous_driving,first_date,,,2023-02-05,2024-02-11,2025-02-23,2023-02-05
gaoxiang12/slam_in_autonomous_driving,last_date,,,2023-10-28,2024-03-16,2025-11-15,2025-11-15
google-deepmind/mujoco_mpc,bus_factor,,3,1,1,1,1
google-deepmind/mujoco_mpc,hhi,,1679,3653,3273,10000,3266
google-deepmind/mujoco_mpc,contributors,0,7,16,11,1,21
google-deepmind/mujoco_mpc,bots,0,0,0,0,0,0
google-deepmind/mujoco_mpc,commits,0,52,711,274,2,1039
google-deepmind/mujoco_mpc,first_date,,2022-11-27,2023-01-01,2024-01-07,2025-05-11,2022-11-27
google-deepmind/mujoco_mpc,last_date,,2022-12-31,2024-01-06,2024-11-16,2025-05-17,2025-05-17
triple-mu/yolov8-tensorrt,bus_factor,,,1,1,1,1
triple-mu/yolov8-tensorrt,hhi,,,7111,9050,10000,7465
triple-mu/yolov8-tensorrt,contributors,0,0,12,2,1,13
triple-mu/yolov8-tensorrt,bots,0,0,0,0,0,0
triple-mu/yolov8-tensorrt,commits,0,0,107,20,4,131
triple-mu/yolov8-tensorrt,first_date,,,2023-01-01,2024-04-21,2025-01-26,2023-01-01
triple-mu/yolov8-tensorrt,last_date,,,2023-11-18,2024-12-28,2025-05-03,2025-05-03
enewhuis/liquibook,bus_factor,,1,,,,1
enewhuis/liquibook,hhi,,10000,,,,10000
enewhuis/liquibook,contributors,0,1,0,0,0,1
enewhuis/liquibook,bots,0,0,0,0,0,0
enewhuis/liquibook,commits,0,1,0,0,0,1
enewhuis/liquibook,first_date,,2022-09-25,,,,2022-09-25
enewhuis/liquibook,last_date,,2022-10-01,,,,2022-10-01
boostorg/pfr,bus_factor,1,1,1,1,1,2
boostorg/pfr,hhi,5015,6016,5092,5100,7249,4127
boostorg/pfr,contributors,6,3,7,6,4,17
boostorg/pfr,bots,0,0,0,0,1,1
boostorg/pfr,commits,52,32,86,20,26,216
boostorg/pfr,first_date,2021-01-03,2022-01-30,2023-01-01,2024-01-07,2025-01-05,2021-01-03
boostorg/pfr,last_date,2021-11-13,2022-12-31,2023-12-02,2024-10-19,2026-01-03,2026-01-03
bucanero/pkgi-ps3,bus_factor,1,1,1,,1,1
bucanero/pkgi-ps3,hhi,6173,5000,6296,,7083,6105
bucanero/pkgi-ps3,contributors,6,3,3,0,3,12
bucanero/pkgi-ps3,bots,0,0,0,0,0,0
bucanero/pkgi-ps3,commits,36,6,9,0,12,63
bucanero/pkgi-ps3,first_date,2021-01-17,2022-01-09,2023-01-01,,2025-02-09,2021-01-17
bucanero/pkgi-ps3,last_date,2021-11-13,2022-04-30,2023-10-07,,2025-12-20,2025-12-20
etlcpp/etl,bus_factor,1,1,1,1,2,1
etlcpp/etl,hhi,7094,7813,7506,5031,1768,5857
etlcpp/etl,contributors,20,22,14,18,26,74
etlcpp/etl,bots,0,0,0,0,0,0
etlcpp/etl,commits,434,565,275,190,249,1713
etlcpp/etl,first_date,2021-01-03,2022-01-02,2023-01-01,2024-01-07,2025-01-05,2021-01-03
etlcpp/etl,last_date,2022-01-01,2022-12-31,2023-10-14,2025-01-04,2026-01-03,2026-01-03
dmlc/ps-lite,bus_factor,1,,,,,1
dmlc/ps-lite,hhi,10000,,,,,10000
dmlc/ps-lite,contributors,1,0,0,0,0,1
dmlc/ps-lite,bots,0,0,0,0,0,0
dmlc/ps-lite,commits,1,0,0,0,0,1
dmlc/ps-lite,first_date,2021-01-17,,,,,2021-01-17
dmlc/ps-lite,last_date,2021-01-23,,,,,2021-01-23
kimwalisch/primesieve,bus_factor,1,1,1,1,1,1
kimwalisch/primesieve,hhi,9852,9813,10000,9801,9692,9813
kimwalisch/primesieve,contributors,2,3,1,3,2,7
kimwalisch/primesieve,bots,0,0,0,0,0,0
kimwalisch/primesieve,commits,134,318,72,199,128,851
kimwalisch/primesieve,first_date,2021-01-03,2022-01-02,2023-03-26,2024-01-07,2025-01-12,2021-01-03
kimwalisch/primesieve,last_date,2021-12-04,2022-12-31,2024-01-06,2024-11-23,2025-12-27,2025-12-27
seanbaxter/circle,bus_factor,1,1,1,,,1
seanbaxter/circle,hhi,9082,10000,10000,,,9748
seanbaxter/circle,contributors,3,1,1,0,0,3
seanbaxter/circle,bots,0,0,0,0,0,0
seanbaxter/circle,commits,42,57,58,0,0,157
seanbaxter/circle,first_date,2021-02-28,2022-01-09,2023-01-22,,,2021-02-28
seanbaxter/circle,last_date,2022-01-01,2022-05-14,2023-11-04,,,2023-11-04
ce-programming/cemu,bus_factor,1,1,2,1,1,2
ce-programming/cemu,hhi,5727,3047,4616,5101,4147,3334
ce-programming/cemu,contributors,6,8,6,5,4,17
ce-programming/cemu,bots,0,0,0,0,0,0
ce-programming/cemu,commits,47,32,101,190,53,423
ce-programming/cemu,first_date,2021-02-21,2022-06-26,2023-01-01,2024-01-07,2025-01-26,2021-02-21
ce-programming/cemu,last_date,2021-12-18,2022-12-10,2023-11-25,2025-01-04,2025-11-22,2025-11-22
qdtroy/duilib_ultimate,bus_factor,1,2,1,1,1,2
qdtroy/duilib_ultimate,hhi,6296,3615,6800,5000,5556,3278
qdtroy/duilib_ultimate,contributors,3,4,2,2,2,6
qdtroy/duilib_ultimate,bots,0,0,0,0,0,0
qdtroy/duilib_ultimate,commits,9,38,5,2,3,57
qdtroy/duilib_ultimate,first_date,2021-01-03,2022-01-02,2023-04-09,2024-02-18,2025-06-29,2021-01-03
qdtroy/duilib_ultimate,last_date,2021-10-23,2022-12-17,2023-08-19,2024-09-14,2025-11-22,2025-11-22
xfangfang/wiliwili,bus_factor,1,1,1,1,1,1
xfangfang/wiliwili,hhi,10000,9230,7205,7095,5820,7639
xfangfang/wiliwili,contributors,1,5,11,8,9,17
xfangfang/wiliwili,bots,0,0,0,0,1,1
xfangfang/wiliwili,commits,29,253,388,193,69,932
xfangfang/wiliwili,first_date,2021-01-17,2022-04-24,2023-01-01,2024-01-07,2025-01-19,2021-01-17
xfangfang/wiliwili,last_date,2021-03-20,2022-12-31,2024-01-06,2024-12-14,2025-12-13,2025-12-13
seetafaceengine/seetaface6,bus_factor,1,,,,,1
seetafaceengine/seetaface6,hhi,10000,,,,,10000
seetafaceengine/seetaface6,contributors,1,0,0,0,0,1
seetafaceengine/seetaface6,bots,0,0,0,0,0,0
seetafaceengine/seetaface6,commits,2,0,0,0,0,2
seetafaceengine/seetaface6,first_date,2021-11-28,,,,,2021-11-28
seetafaceengine/seetaface6,last_date,2021-12-04,,,,,2021-12-04
lilipads/gradient_descent_viz,bus_factor,,,,1,,1
lilipads/gradient_descent_viz,hhi,,,,5000,,5000
lilipads/gradient_descent_viz,contributors,0,0,0,2,0,2
lilipads/gradient_descent_viz,bots,0,0,0,0,0,0
lilipads/gradient_descent_viz,commits,0,0,0,2,0,2
lilipads/gradient_descent_viz,first_date,,,,2024-05-05,,2024-05-05
lilipads/gradient_descent_viz,last_date,,,,2024-07-20,,2024-07-20
aimrt/aimrt,bus_factor,,,,2,1,1
aimrt/aimrt,hhi,,,,3100,5842,4677
aimrt/aimrt,contributors,0,0,0,6,6,7
aimrt/aimrt,bots,0,0,0,0,0,0
aimrt/aimrt,commits,0,0,0,92,393,485
aimrt/aimrt,first_date,,,,2024-09-22,2025-01-05,2024-09-22
aimrt/aimrt,last_date,,,,2025-01-04,2025-12-27,2025-12-27
jgamblin/mirai-source-code,bus_factor,,,,,1,1
jgamblin/mirai-source-code,hhi,,,,,6800,6800
jgamblin/mirai-source-code,contributors,0,0,0,0,2,2
jgamblin/mirai-source-code,bots,0,0,0,0,0,0
jgamblin/mirai-source-code,commits,0,0,0,0,5,5
jgamblin/mirai-source-code,first_date,,,,,2025-07-20,2025-07-20
jgamblin/mirai-source-code,last_date,,,,,2025-10-18,2025-10-18
mooophy/cpp-primer,bus_factor,,1,1,,,1
mooophy/cpp-primer,hhi,,5556,10000,,,4286
mooophy/cpp-primer,contributors,0,2,1,0,0,3
mooophy/cpp-primer,bots,0,0,0,0,0,0
mooophy/cpp-primer,commits,0,3,4,0,0,7
mooophy/cpp-primer,first_date,,2022-01-16,2023-09-17,,,2022-01-16
mooophy/cpp-primer,last_date,,2022-07-16,2023-10-07,,,2023-10-07
tencent/feathercnn,bus_factor,,,,,,
tencent/feathercnn,hhi,,,,,,
tencent/feathercnn,contributors,0,0,0,0,0,0
tencent/feathercnn,bots,0,0,0,0,0,0
tencent/feathercnn,commits,0,0,0,0,0,0
tencent/feathercnn,first_date,,,,,,
tencent/feathercnn,last_date,,,,,,
projectm-visualizer/projectm,bus_factor,1,2,1,1,1,1
projectm-visualizer/projectm,hhi,3217,3705,6912,4676,5547,4047
projectm-visualizer/projectm,contributors,16,7,5,8,7,33
projectm-visualizer/projectm,bots,0,0,0,1,0,1
projectm-visualizer/projectm,commits,103,246,165,92,84,690
projectm-visualizer/projectm,first_date,2021-01-03,2022-01-02,2023-01-01,2024-01-14,2025-02-02,2021-01-03
projectm-visualizer/projectm,last_date,2021-12-18,2022-12-31,2024-01-06,2025-01-04,2025-12-20,2025-12-20
saltpi/iplay,bus_factor,,,,1,1,1
saltpi/iplay,hhi,,,,10000,10000,10000
saltpi/iplay,contributors,0,0,0,1,1,1
saltpi/iplay,bots,0,0,0,0,0,0
saltpi/iplay,commits,0,0,0,664,143,807
saltpi/iplay,first_date,,,,2024-03-10,2025-01-05,2024-03-10
saltpi/iplay,last_date,,,,2025-01-04,2025-11-08,2025-11-08
yeyupiaoling/whisper-finetune,bus_factor,,,1,1,1,1
yeyupiaoling/whisper-finetune,hhi,,,10000,6800,8793,9715
yeyupiaoling/whisper-finetune,contributors,0,0,1,2,2,3
