repo,repo_id,status,n_contributors,fetched_at
sindresorhus/make-dir,90776169,ok,11,2026-05-19T11:24:19+00:00
sindresorhus/meow,25121561,ok,43,2026-05-19T11:24:27+00:00
sindresorhus/mimic-function,71381729,ok,10,2026-05-19T11:24:33+00:00
sindresorhus/mimic-response,93189529,ok,6,2026-05-19T11:23:27+00:00
sindresorhus/node-defaults,7985040,ok,4,2026-05-19T11:23:35+00:00
sindresorhus/normalize-url,29094022,ok,43,2026-05-19T11:23:39+00:00
sindresorhus/npm-run-path,48707028,ok,7,2026-05-19T11:23:44+00:00
sindresorhus/object-assign,16457190,ok,13,2026-05-19T11:23:48+00:00
sindresorhus/onetime,14847357,ok,9,2026-05-19T11:23:53+00:00
sindresorhus/open,18469325,ok,56,2026-05-19T11:24:00+00:00
sindresorhus/p-limit,71542716,ok,17,2026-05-19T11:24:06+00:00
sindresorhus/p-locate,74265632,ok,6,2026-05-19T11:24:13+00:00
sindresorhus/p-map,71526722,ok,18,2026-05-19T11:24:18+00:00
sindresorhus/p-try,71534796,ok,5,2026-05-19T11:24:25+00:00
sindresorhus/package-directory,41724281,ok,8,2026-05-19T11:24:32+00:00
sindresorhus/parent-module,50187748,ok,6,2026-05-19T11:22:38+00:00
sindresorhus/parse-json,41367145,ok,15,2026-05-19T11:22:43+00:00
sindresorhus/path-exists,34965664,ok,6,2026-05-19T11:22:47+00:00
sindresorhus/path-key,48706449,ok,6,2026-05-19T11:22:53+00:00
sindresorhus/path-type,41905436,ok,7,2026-05-19T11:22:58+00:00
sindresorhus/pify,41585934,ok,16,2026-05-19T11:23:04+00:00
sindresorhus/quick-lru,86679721,ok,16,2026-05-19T11:23:11+00:00
sindresorhus/read-package-up,41842429,ok,8,2026-05-19T11:23:17+00:00
sindresorhus/read-pkg,41790094,ok,9,2026-05-19T11:23:25+00:00
sindresorhus/resolve-cwd,47504070,ok,4,2026-05-19T11:23:32+00:00
sindresorhus/resolve-from,22022707,ok,7,2026-05-19T11:23:38+00:00
sindresorhus/restore-cursor,23512229,ok,6,2026-05-19T11:23:42+00:00
sindresorhus/shebang-regex,30903733,ok,4,2026-05-19T11:23:46+00:00
sindresorhus/slash,11516031,ok,8,2026-05-19T11:23:52+00:00
sindresorhus/string-width,39222730,ok,14,2026-05-19T11:23:57+00:00
sindresorhus/strip-bom,18444852,ok,7,2026-05-19T11:24:04+00:00
sindresorhus/strip-final-newline,47453723,ok,4,2026-05-19T11:24:10+00:00
sindresorhus/strip-indent,18242629,ok,8,2026-05-19T11:24:16+00:00
sindresorhus/strip-json-comments,14468669,ok,16,2026-05-19T11:24:23+00:00
sindresorhus/tagged-tag,795552264,ok,1,2026-05-19T11:24:31+00:00
sindresorhus/to-fast-properties,31656998,ok,8,2026-05-19T11:22:37+00:00
sindresorhus/type-fest,175398594,ok,203,2026-05-19T11:22:41+00:00
sindresorhus/unicorn-magic,716660564,ok,2,2026-05-19T11:22:45+00:00
sindresorhus/yocto-queue,315531538,ok,4,2026-05-19T11:22:50+00:00
sinonjs/commons,143001748,ok,10,2026-05-19T11:22:55+00:00
sinonjs/fake-timers,16523712,ok,77,2026-05-19T11:23:26+00:00
smithy-lang/smithy-rs,308027791,ok,136,2026-05-19T11:23:53+00:00
smithy-lang/smithy-typescript,208319207,ok,97,2026-05-19T11:23:16+00:00
smol-rs/fastrand,267368764,ok,22,2026-05-19T11:23:23+00:00
snowflakedb/snowflake-connector-python,62262074,ok,152,2026-05-19T11:23:31+00:00
socketio/socket.io,557980,ok,403,2026-05-19T11:23:38+00:00
sqlalchemy/sqlalchemy,159271175,ok,406,2026-05-19T11:23:43+00:00
sqlite/sqlite,176278485,empty,0,2026-05-19T11:23:46+00:00
srijs/rust-crc32fast,157348282,ok,10,2026-05-19T11:23:50+00:00
stebalien/tempfile,33832372,ok,76,2026-05-19T11:23:56+00:00
stefanpenner/get-caller-file,48818175,ok,5,2026-05-19T11:24:03+00:00
storybookjs/storybook,54173593,ok,370,2026-05-19T11:24:12+00:00
stream-utils/destroy,15544623,ok,3,2026-05-19T11:24:14+00:00
stream-utils/raw-body,12823654,ok,17,2026-05-19T11:24:22+00:00
stream-utils/unpipe,37428186,ok,1,2026-05-19T11:23:35+00:00
streamich/memfs,37490572,ok,64,2026-05-19T11:23:36+00:00
stub42/pytz,63155638,ok,19,2026-05-19T11:23:37+00:00
suguru03/neo-async,27030361,ok,17,2026-05-19T11:23:38+00:00
sval-rs/sval,157205610,ok,6,2026-05-19T11:23:39+00:00
swc-project/swc,115110181,ok,347,2026-05-19T11:23:41+00:00
syntax-tree/unist-util-is,41795086,ok,6,2026-05-19T11:23:40+00:00
systemd/systemd,32873313,ok,379,2026-05-19T11:23:45+00:00
taiki-e/pin-project,164668916,ok,13,2026-05-19T11:23:42+00:00
taiki-e/pin-project-lite,216847853,ok,10,2026-05-19T11:23:44+00:00
taiki-e/portable-atomic,448365131,ok,10,2026-05-19T11:23:44+00:00
tapjs/signal-exit,35711072,ok,12,2026-05-19T11:23:45+00:00
tapjs/stack-utils,48974178,ok,12,2026-05-19T11:23:46+00:00
tartley/colorama,18892209,ok,47,2026-05-19T11:23:47+00:00
teambition/merge2,25396227,ok,7,2026-05-19T11:23:48+00:00
teddriggs/darling,89984100,ok,45,2026-05-19T11:23:49+00:00
tehshrike/deepmerge,3276413,ok,28,2026-05-19T11:23:50+00:00
terkelg/sisteransi,122441239,ok,4,2026-05-19T11:23:51+00:00
terser/terser,29097127,ok,236,2026-05-19T11:23:53+00:00
textualize/rich,220809393,ok,268,2026-05-19T11:23:55+00:00
theskumar/python-dotenv,23727790,ok,101,2026-05-19T11:23:55+00:00
thkukuk/rpcsvc-proto,55140533,ok,6,2026-05-19T11:23:56+00:00
thlorenz/convert-source-map,8751561,ok,22,2026-05-19T11:23:57+00:00
thlorenz/deep-is,9345558,ok,3,2026-05-19T11:23:58+00:00
thomasdickey/ncurses-snapshots,65149533,ok,1,2026-05-19T11:23:59+00:00
tim-kos/node-retry,1738798,ok,23,2026-05-19T11:24:01+00:00
time-rs/time,26459635,ok,70,2026-05-19T11:24:03+00:00
tj/commander.js,2206953,ok,171,2026-05-19T11:24:05+00:00
tj/node-cookie-signature,6229722,ok,7,2026-05-19T11:24:05+00:00
tjguk/wmi,23124645,ok,1,2026-05-19T11:24:05+00:00
tkem/cachetools,18006791,ok,21,2026-05-19T11:24:07+00:00
tokio-rs/bytes,30062547,ok,119,2026-05-19T11:24:09+00:00
tokio-rs/loom,161875917,ok,56,2026-05-19T11:24:09+00:00
tokio-rs/prost,94262864,ok,158,2026-05-19T11:24:12+00:00
tokio-rs/slab,37093133,ok,40,2026-05-19T11:24:12+00:00
tokio-rs/tokio,67836789,ok,437,2026-05-19T11:24:16+00:00
tokio-rs/tracing,165289175,ok,305,2026-05-19T11:24:17+00:00
toml-rs/toml,95902102,ok,150,2026-05-19T11:24:16+00:00
tootallnate/proxy-agents,11293703,ok,45,2026-05-19T11:24:17+00:00
tootallnate/util-deprecate,19321056,ok,2,2026-05-19T11:24:18+00:00
tower-rs/tower,98244646,ok,107,2026-05-19T11:24:21+00:00
tox-dev/filelock,17098256,ok,59,2026-05-19T11:24:22+00:00
tox-dev/platformdirs,367032142,ok,78,2026-05-19T11:24:23+00:00
tqdm/tqdm,36804486,ok,108,2026-05-19T11:24:25+00:00
tritondatacenter/node-assert-plus,4767976,ok,8,2026-05-19T11:24:26+00:00
tritondatacenter/node-extsprintf,4058064,ok,5,2026-05-19T11:24:27+00:00
troygoode/node-require-directory,3053807,ok,9,2026-05-19T11:24:28+00:00
trysound/postcss-value-parser,40920306,ok,14,2026-05-19T11:24:29+00:00
tsconfig/bases,263697285,ok,93,2026-05-19T11:24:31+00:00
tukaani-project/xz,553665726,ok,56,2026-05-19T11:24:32+00:00
typescript-eslint/typescript-eslint,165536154,ok,444,2026-05-19T11:24:35+00:00
unicode-org/icu,49244766,ok,220,2026-05-19T11:23:33+00:00
unicode-org/icu4x,243395141,ok,137,2026-05-19T11:23:38+00:00
unicode-rs/unicode-xid,34637906,ok,20,2026-05-19T11:23:42+00:00
unshiftio/requires-port,26316179,ok,4,2026-05-19T11:23:47+00:00
uqfoundation/dill,11031844,ok,43,2026-05-19T11:23:51+00:00
urllib3/urllib3,2410676,ok,346,2026-05-19T11:23:59+00:00
util-linux/util-linux,2339555,ok,378,2026-05-19T11:24:07+00:00
uuidjs/uuid,1203139,ok,77,2026-05-19T11:24:10+00:00
vercel/ai,644461337,ok,472,2026-05-19T11:24:19+00:00
vercel/ms,3655872,ok,39,2026-05-19T11:24:23+00:00
vercel/next.js,70107786,ok,428,2026-05-19T11:24:33+00:00
visionmedia/bytes.js,4626886,ok,17,2026-05-19T11:22:37+00:00
vitest-dev/vitest,434708679,ok,463,2026-05-19T11:22:42+00:00
vorner/signal-hook,137260008,ok,36,2026-05-19T11:22:45+00:00
vuejs/core,137078487,ok,442,2026-05-19T11:22:53+00:00
wasm-bindgen/wasm-bindgen,114685405,ok,433,2026-05-19T11:22:57+00:00
watson/ci-info,71475907,ok,32,2026-05-19T11:23:02+00:00
wbond/asn1crypto,36823669,ok,32,2026-05-19T11:23:07+00:00
webmproject/libwebp,23368445,ok,54,2026-05-19T11:24:24+00:00
webpack/enhanced-resolve,5400204,ok,71,2026-05-19T11:22:51+00:00
webpack/schema-utils,80306715,ok,20,2026-05-19T11:23:23+00:00
webpack/tapable,7730086,ok,38,2026-05-19T11:23:35+00:00
webpack/terser-webpack-plugin,143057914,ok,39,2026-05-19T11:23:40+00:00
webpack/watchpack,24119524,ok,31,2026-05-19T11:23:44+00:00
webpack/webpack-sources,48954523,ok,28,2026-05-19T11:23:50+00:00
webreflection/flatted,131121620,ok,12,2026-05-19T11:23:56+00:00
webreflection/html-escaper,33597730,ok,1,2026-05-19T11:24:04+00:00
websocket-client/websocket-client,1202362,ok,186,2026-05-19T11:24:09+00:00
websockets/ws,2744972,ok,180,2026-05-19T11:24:15+00:00
wesleytodd/setprototypeof,30301031,ok,4,2026-05-19T11:24:21+00:00
whitequark/ipaddr.js,2110585,ok,35,2026-05-19T11:24:28+00:00
withoutboats/heck,86326466,ok,11,2026-05-19T11:22:46+00:00
xiph/ogg,33956205,ok,37,2026-05-19T11:22:40+00:00
xtuc/webassemblyjs,113006071,ok,36,2026-05-19T11:22:45+00:00
yahoo/serialize-javascript,24106944,ok,26,2026-05-19T11:22:49+00:00
yaml/libyaml,2699072,ok,29,2026-05-19T11:22:55+00:00
yaml/pyyaml,2700147,ok,37,2026-05-19T11:23:00+00:00
yargs/cliui,34287546,ok,14,2026-05-19T11:23:06+00:00
yargs/set-blocking,58830287,ok,5,2026-05-19T11:23:13+00:00
yargs/y18n,39720886,ok,14,2026-05-19T11:23:20+00:00
yargs/yargs,14210523,ok,281,2026-05-19T11:23:28+00:00
yargs/yargs-parser,50258379,ok,56,2026-05-19T11:23:35+00:00
yuzujs/setimmediate,1981208,ok,11,2026-05-19T11:23:39+00:00
zertosh/loose-envify,41947687,ok,5,2026-05-19T11:23:44+00:00
zesterer/spin-rs,21686666,ok,56,2026-05-19T11:23:48+00:00
zloirock/core-js,11481338,ok,133,2026-05-19T11:23:54+00:00
