repo,repo_id,year,metric,value
sindresorhus/decamelize,29773710,2025,closed_issues,1
sindresorhus/decamelize,29773710,2025,opened_issues,1
sindresorhus/decompress-response,,2021,opened_issues,3
sindresorhus/decompress-response,,2022,opened_issues,0
sindresorhus/decompress-response,,2023,opened_issues,1
sindresorhus/decompress-response,,2024,opened_issues,0
sindresorhus/decompress-response,,2025,opened_issues,0
sindresorhus/define-lazy-prop,,2021,opened_issues,0
sindresorhus/define-lazy-prop,,2022,opened_issues,0
sindresorhus/define-lazy-prop,,2023,opened_issues,0
sindresorhus/define-lazy-prop,,2024,opened_issues,0
sindresorhus/define-lazy-prop,,2025,opened_issues,0
sindresorhus/detect-newline,21304485,2021,closed_issues,0
sindresorhus/detect-newline,21304485,2021,opened_issues,0
sindresorhus/detect-newline,21304485,2022,closed_issues,0
sindresorhus/detect-newline,21304485,2022,opened_issues,0
sindresorhus/detect-newline,21304485,2023,closed_issues,1
sindresorhus/detect-newline,21304485,2023,opened_issues,1
sindresorhus/detect-newline,21304485,2024,closed_issues,0
sindresorhus/detect-newline,21304485,2024,opened_issues,0
sindresorhus/detect-newline,21304485,2025,closed_issues,0
sindresorhus/detect-newline,21304485,2025,opened_issues,0
sindresorhus/dot-prop,,2021,opened_issues,6
sindresorhus/dot-prop,,2022,opened_issues,6
sindresorhus/dot-prop,,2023,opened_issues,6
sindresorhus/dot-prop,,2024,opened_issues,3
sindresorhus/dot-prop,,2025,opened_issues,3
sindresorhus/emittery,,2021,opened_issues,15
sindresorhus/emittery,,2022,opened_issues,6
sindresorhus/emittery,,2023,opened_issues,3
sindresorhus/emittery,,2024,opened_issues,6
sindresorhus/emittery,,2025,opened_issues,3
sindresorhus/env-paths,,2021,opened_issues,2
sindresorhus/env-paths,,2022,opened_issues,1
sindresorhus/env-paths,,2023,opened_issues,0
sindresorhus/env-paths,,2024,opened_issues,1
sindresorhus/env-paths,,2025,opened_issues,1
sindresorhus/environment,793180075,2021,closed_issues,0
sindresorhus/environment,793180075,2021,opened_issues,0
sindresorhus/environment,793180075,2022,closed_issues,0
sindresorhus/environment,793180075,2022,opened_issues,0
sindresorhus/environment,793180075,2023,closed_issues,0
sindresorhus/environment,793180075,2023,opened_issues,0
sindresorhus/environment,793180075,2024,closed_issues,2
sindresorhus/environment,793180075,2024,opened_issues,2
sindresorhus/environment,793180075,2025,closed_issues,0
sindresorhus/environment,793180075,2025,opened_issues,0
sindresorhus/escape-string-regexp,21169121,2021,closed_issues,6
sindresorhus/escape-string-regexp,21169121,2021,opened_issues,6
sindresorhus/escape-string-regexp,21169121,2022,closed_issues,0
sindresorhus/escape-string-regexp,21169121,2022,opened_issues,0
sindresorhus/escape-string-regexp,21169121,2023,closed_issues,0
sindresorhus/escape-string-regexp,21169121,2023,opened_issues,0
sindresorhus/escape-string-regexp,21169121,2024,closed_issues,2
sindresorhus/escape-string-regexp,21169121,2024,opened_issues,1
sindresorhus/escape-string-regexp,21169121,2025,closed_issues,1
sindresorhus/escape-string-regexp,21169121,2025,opened_issues,1
sindresorhus/execa,47475908,2021,closed_issues,24
sindresorhus/execa,47475908,2021,opened_issues,29
sindresorhus/execa,47475908,2022,closed_issues,14
sindresorhus/execa,47475908,2022,opened_issues,15
sindresorhus/execa,47475908,2023,closed_issues,65
sindresorhus/execa,47475908,2023,opened_issues,53
sindresorhus/execa,47475908,2024,closed_issues,174
sindresorhus/execa,47475908,2024,opened_issues,172
sindresorhus/execa,47475908,2025,closed_issues,11
sindresorhus/execa,47475908,2025,opened_issues,17
sindresorhus/figures,21672939,2021,closed_issues,13
sindresorhus/figures,21672939,2021,opened_issues,13
sindresorhus/figures,21672939,2022,closed_issues,2
sindresorhus/figures,21672939,2022,opened_issues,3
sindresorhus/figures,21672939,2023,closed_issues,1
sindresorhus/figures,21672939,2023,opened_issues,0
sindresorhus/figures,21672939,2024,closed_issues,1
sindresorhus/figures,21672939,2024,opened_issues,1
sindresorhus/figures,21672939,2025,closed_issues,0
sindresorhus/figures,21672939,2025,opened_issues,0
sindresorhus/file-type,19105307,2021,closed_issues,49
sindresorhus/file-type,19105307,2021,opened_issues,57
sindresorhus/file-type,19105307,2022,closed_issues,33
sindresorhus/file-type,19105307,2022,opened_issues,32
sindresorhus/file-type,19105307,2023,closed_issues,28
sindresorhus/file-type,19105307,2023,opened_issues,29
sindresorhus/file-type,19105307,2024,closed_issues,56
sindresorhus/file-type,19105307,2024,opened_issues,50
sindresorhus/file-type,19105307,2025,closed_issues,30
sindresorhus/file-type,19105307,2025,opened_issues,21
sindresorhus/find-up,41723004,2021,closed_issues,5
sindresorhus/find-up,41723004,2021,opened_issues,4
sindresorhus/find-up,41723004,2022,closed_issues,5
sindresorhus/find-up,41723004,2022,opened_issues,5
sindresorhus/find-up,41723004,2023,closed_issues,2
sindresorhus/find-up,41723004,2023,opened_issues,2
sindresorhus/find-up,41723004,2024,closed_issues,0
sindresorhus/find-up,41723004,2024,opened_issues,1
sindresorhus/find-up,41723004,2025,closed_issues,4
sindresorhus/find-up,41723004,2025,opened_issues,2
sindresorhus/find-up-simple,714044439,2021,closed_issues,0
sindresorhus/find-up-simple,714044439,2021,opened_issues,0
sindresorhus/find-up-simple,714044439,2022,closed_issues,0
sindresorhus/find-up-simple,714044439,2022,opened_issues,0
sindresorhus/find-up-simple,714044439,2023,closed_issues,0
sindresorhus/find-up-simple,714044439,2023,opened_issues,0
sindresorhus/find-up-simple,714044439,2024,closed_issues,0
sindresorhus/find-up-simple,714044439,2024,opened_issues,1
sindresorhus/find-up-simple,714044439,2025,closed_issues,3
sindresorhus/find-up-simple,714044439,2025,opened_issues,2
sindresorhus/get-east-asian-width,711160838,2021,closed_issues,0
sindresorhus/get-east-asian-width,711160838,2021,opened_issues,0
sindresorhus/get-east-asian-width,711160838,2022,closed_issues,0
sindresorhus/get-east-asian-width,711160838,2022,opened_issues,0
sindresorhus/get-east-asian-width,711160838,2023,closed_issues,1
sindresorhus/get-east-asian-width,711160838,2023,opened_issues,1
sindresorhus/get-east-asian-width,711160838,2024,closed_issues,0
sindresorhus/get-east-asian-width,711160838,2024,opened_issues,0
sindresorhus/get-east-asian-width,711160838,2025,closed_issues,0
sindresorhus/get-east-asian-width,711160838,2025,opened_issues,0
sindresorhus/get-stream,44264225,2021,closed_issues,1
sindresorhus/get-stream,44264225,2021,opened_issues,3
sindresorhus/get-stream,44264225,2022,closed_issues,0
sindresorhus/get-stream,44264225,2022,opened_issues,0
sindresorhus/get-stream,44264225,2023,closed_issues,17
sindresorhus/get-stream,44264225,2023,opened_issues,12
sindresorhus/get-stream,44264225,2024,closed_issues,4
sindresorhus/get-stream,44264225,2024,opened_issues,5
sindresorhus/get-stream,44264225,2025,closed_issues,1
sindresorhus/get-stream,44264225,2025,opened_issues,0
sindresorhus/globals,15186239,2021,closed_issues,3
sindresorhus/globals,15186239,2021,opened_issues,3
sindresorhus/globals,15186239,2022,closed_issues,1
sindresorhus/globals,15186239,2022,opened_issues,3
sindresorhus/globals,15186239,2023,closed_issues,3
sindresorhus/globals,15186239,2023,opened_issues,4
sindresorhus/globals,15186239,2024,closed_issues,18
sindresorhus/globals,15186239,2024,opened_issues,14
sindresorhus/globals,15186239,2025,closed_issues,11
sindresorhus/globals,15186239,2025,opened_issues,13
sindresorhus/globby,21069494,2021,closed_issues,17
sindresorhus/globby,21069494,2021,opened_issues,22
sindresorhus/globby,21069494,2022,closed_issues,8
sindresorhus/globby,21069494,2022,opened_issues,10
sindresorhus/globby,21069494,2023,closed_issues,5
sindresorhus/globby,21069494,2023,opened_issues,10
sindresorhus/globby,21069494,2024,closed_issues,5
sindresorhus/globby,21069494,2024,opened_issues,6
sindresorhus/globby,21069494,2025,closed_issues,40
sindresorhus/globby,21069494,2025,opened_issues,5
sindresorhus/got,,2021,opened_issues,208
sindresorhus/got,,2022,opened_issues,148
sindresorhus/got,,2023,opened_issues,74
sindresorhus/got,,2024,opened_issues,43
sindresorhus/got,,2025,opened_issues,23
sindresorhus/has-flag,38718671,2021,closed_issues,0
sindresorhus/has-flag,38718671,2021,opened_issues,0
sindresorhus/has-flag,38718671,2022,closed_issues,0
sindresorhus/has-flag,38718671,2022,opened_issues,0
sindresorhus/has-flag,38718671,2023,closed_issues,0
sindresorhus/has-flag,38718671,2023,opened_issues,0
sindresorhus/has-flag,38718671,2024,closed_issues,0
sindresorhus/has-flag,38718671,2024,opened_issues,0
sindresorhus/has-flag,38718671,2025,closed_issues,0
sindresorhus/has-flag,38718671,2025,opened_issues,0
sindresorhus/import-fresh,22020904,2021,closed_issues,0
sindresorhus/import-fresh,22020904,2021,opened_issues,2
sindresorhus/import-fresh,22020904,2022,closed_issues,0
sindresorhus/import-fresh,22020904,2022,opened_issues,3
sindresorhus/import-fresh,22020904,2023,closed_issues,0
sindresorhus/import-fresh,22020904,2023,opened_issues,1
sindresorhus/import-fresh,22020904,2024,closed_issues,0
sindresorhus/import-fresh,22020904,2024,opened_issues,3
sindresorhus/import-fresh,22020904,2025,closed_issues,3
sindresorhus/import-fresh,22020904,2025,opened_issues,0
sindresorhus/import-local,90292430,2021,closed_issues,1
sindresorhus/import-local,90292430,2021,opened_issues,1
sindresorhus/import-local,90292430,2022,closed_issues,0
sindresorhus/import-local,90292430,2022,opened_issues,0
sindresorhus/import-local,90292430,2023,closed_issues,1
sindresorhus/import-local,90292430,2023,opened_issues,1
sindresorhus/import-local,90292430,2024,closed_issues,0
sindresorhus/import-local,90292430,2024,opened_issues,1
sindresorhus/import-local,90292430,2025,closed_issues,0
sindresorhus/import-local,90292430,2025,opened_issues,0
sindresorhus/indent-string,20576837,2021,closed_issues,2
sindresorhus/indent-string,20576837,2021,opened_issues,2
sindresorhus/indent-string,20576837,2022,closed_issues,0
sindresorhus/indent-string,20576837,2022,opened_issues,0
sindresorhus/indent-string,20576837,2023,closed_issues,1
sindresorhus/indent-string,20576837,2023,opened_issues,1
sindresorhus/indent-string,20576837,2024,closed_issues,0
sindresorhus/indent-string,20576837,2024,opened_issues,0
sindresorhus/indent-string,20576837,2025,closed_issues,0
sindresorhus/indent-string,20576837,2025,opened_issues,0
sindresorhus/index-to-position,,2021,opened_issues,0
sindresorhus/index-to-position,,2022,opened_issues,0
sindresorhus/index-to-position,,2023,opened_issues,2
sindresorhus/index-to-position,,2024,opened_issues,1
sindresorhus/index-to-position,,2025,opened_issues,0
sindresorhus/is,,2021,opened_issues,14
sindresorhus/is,,2022,opened_issues,17
sindresorhus/is,,2023,opened_issues,5
sindresorhus/is,,2024,opened_issues,4
sindresorhus/is,,2025,opened_issues,3
sindresorhus/is-binary-path,29771247,2021,closed_issues,0
sindresorhus/is-binary-path,29771247,2021,opened_issues,0
sindresorhus/is-binary-path,29771247,2022,closed_issues,0
sindresorhus/is-binary-path,29771247,2022,opened_issues,0
sindresorhus/is-binary-path,29771247,2023,closed_issues,0
sindresorhus/is-binary-path,29771247,2023,opened_issues,0
sindresorhus/is-binary-path,29771247,2024,closed_issues,0
sindresorhus/is-binary-path,29771247,2024,opened_issues,0
sindresorhus/is-binary-path,29771247,2025,closed_issues,0
sindresorhus/is-binary-path,29771247,2025,opened_issues,0
sindresorhus/is-docker,33590534,2021,closed_issues,3
sindresorhus/is-docker,33590534,2021,opened_issues,3
sindresorhus/is-docker,33590534,2022,closed_issues,1
sindresorhus/is-docker,33590534,2022,opened_issues,1
sindresorhus/is-docker,33590534,2023,closed_issues,1
sindresorhus/is-docker,33590534,2023,opened_issues,1
sindresorhus/is-docker,33590534,2024,closed_issues,1
sindresorhus/is-docker,33590534,2024,opened_issues,2
sindresorhus/is-docker,33590534,2025,closed_issues,2
sindresorhus/is-docker,33590534,2025,opened_issues,0
sindresorhus/is-fullwidth-code-point,39222301,2021,closed_issues,0
sindresorhus/is-fullwidth-code-point,39222301,2021,opened_issues,1
sindresorhus/is-fullwidth-code-point,39222301,2022,closed_issues,0
sindresorhus/is-fullwidth-code-point,39222301,2022,opened_issues,1
sindresorhus/is-fullwidth-code-point,39222301,2023,closed_issues,2
sindresorhus/is-fullwidth-code-point,39222301,2023,opened_issues,1
sindresorhus/is-fullwidth-code-point,39222301,2024,closed_issues,1
sindresorhus/is-fullwidth-code-point,39222301,2024,opened_issues,0
sindresorhus/is-fullwidth-code-point,39222301,2025,closed_issues,0
sindresorhus/is-fullwidth-code-point,39222301,2025,opened_issues,0
sindresorhus/is-generator-fn,,2021,opened_issues,0
sindresorhus/is-generator-fn,,2022,opened_issues,0
sindresorhus/is-generator-fn,,2023,opened_issues,0
sindresorhus/is-generator-fn,,2024,opened_issues,0
sindresorhus/is-generator-fn,,2025,opened_issues,0
sindresorhus/is-inside-container,601943060,2021,closed_issues,0
sindresorhus/is-inside-container,601943060,2021,opened_issues,0
sindresorhus/is-inside-container,601943060,2022,closed_issues,0
sindresorhus/is-inside-container,601943060,2022,opened_issues,0
sindresorhus/is-inside-container,601943060,2023,closed_issues,0
sindresorhus/is-inside-container,601943060,2023,opened_issues,0
sindresorhus/is-inside-container,601943060,2024,closed_issues,1
sindresorhus/is-inside-container,601943060,2024,opened_issues,1
sindresorhus/is-inside-container,601943060,2025,closed_issues,0
sindresorhus/is-inside-container,601943060,2025,opened_issues,0
sindresorhus/is-obj,,2021,opened_issues,1
sindresorhus/is-obj,,2022,opened_issues,0
sindresorhus/is-obj,,2023,opened_issues,0
sindresorhus/is-obj,,2024,opened_issues,0
sindresorhus/is-obj,,2025,opened_issues,0
sindresorhus/is-path-inside,21054113,2021,closed_issues,1
sindresorhus/is-path-inside,21054113,2021,opened_issues,0
sindresorhus/is-path-inside,21054113,2022,closed_issues,0
sindresorhus/is-path-inside,21054113,2022,opened_issues,0
sindresorhus/is-path-inside,21054113,2023,closed_issues,0
sindresorhus/is-path-inside,21054113,2023,opened_issues,0
sindresorhus/is-path-inside,21054113,2024,closed_issues,0
sindresorhus/is-path-inside,21054113,2024,opened_issues,0
sindresorhus/is-path-inside,21054113,2025,closed_issues,1
sindresorhus/is-path-inside,21054113,2025,opened_issues,0
sindresorhus/is-plain-obj,38923193,2021,closed_issues,0
sindresorhus/is-plain-obj,38923193,2021,opened_issues,0
sindresorhus/is-plain-obj,38923193,2022,closed_issues,3
sindresorhus/is-plain-obj,38923193,2022,opened_issues,1
sindresorhus/is-plain-obj,38923193,2023,closed_issues,0
sindresorhus/is-plain-obj,38923193,2023,opened_issues,0
sindresorhus/is-plain-obj,38923193,2024,closed_issues,0
sindresorhus/is-plain-obj,38923193,2024,opened_issues,0
sindresorhus/is-plain-obj,38923193,2025,closed_issues,0
sindresorhus/is-plain-obj,38923193,2025,opened_issues,0
sindresorhus/is-safe-filename,,2021,opened_issues,0
sindresorhus/is-safe-filename,,2022,opened_issues,0
sindresorhus/is-safe-filename,,2023,opened_issues,0
sindresorhus/is-safe-filename,,2024,opened_issues,0
sindresorhus/is-safe-filename,,2025,opened_issues,0
sindresorhus/is-stream,29436825,2021,closed_issues,2
sindresorhus/is-stream,29436825,2021,opened_issues,2
sindresorhus/is-stream,29436825,2022,closed_issues,0
sindresorhus/is-stream,29436825,2022,opened_issues,0
sindresorhus/is-stream,29436825,2023,closed_issues,0
sindresorhus/is-stream,29436825,2023,opened_issues,0
sindresorhus/is-stream,29436825,2024,closed_issues,2
sindresorhus/is-stream,29436825,2024,opened_issues,0
sindresorhus/is-stream,29436825,2025,closed_issues,0
sindresorhus/is-stream,29436825,2025,opened_issues,0
sindresorhus/is-unicode-supported,348660847,2021,closed_issues,1
sindresorhus/is-unicode-supported,348660847,2021,opened_issues,1
sindresorhus/is-unicode-supported,348660847,2022,closed_issues,0
sindresorhus/is-unicode-supported,348660847,2022,opened_issues,0
sindresorhus/is-unicode-supported,348660847,2023,closed_issues,0
sindresorhus/is-unicode-supported,348660847,2023,opened_issues,0
sindresorhus/is-unicode-supported,348660847,2024,closed_issues,1
sindresorhus/is-unicode-supported,348660847,2024,opened_issues,1
sindresorhus/is-unicode-supported,348660847,2025,closed_issues,0
sindresorhus/is-unicode-supported,348660847,2025,opened_issues,0
sindresorhus/is-wsl,88415331,2021,closed_issues,0
sindresorhus/is-wsl,88415331,2021,opened_issues,0
sindresorhus/is-wsl,88415331,2022,closed_issues,1
sindresorhus/is-wsl,88415331,2022,opened_issues,1
sindresorhus/is-wsl,88415331,2023,closed_issues,1
sindresorhus/is-wsl,88415331,2023,opened_issues,1
sindresorhus/is-wsl,88415331,2024,closed_issues,0
sindresorhus/is-wsl,88415331,2024,opened_issues,0
sindresorhus/is-wsl,88415331,2025,closed_issues,0
sindresorhus/is-wsl,88415331,2025,opened_issues,1
sindresorhus/leven,22794601,2021,closed_issues,2
sindresorhus/leven,22794601,2021,opened_issues,1
sindresorhus/leven,22794601,2022,closed_issues,0
sindresorhus/leven,22794601,2022,opened_issues,0
sindresorhus/leven,22794601,2023,closed_issues,0
sindresorhus/leven,22794601,2023,opened_issues,0
sindresorhus/leven,22794601,2024,closed_issues,1
sindresorhus/leven,22794601,2024,opened_issues,1
sindresorhus/leven,22794601,2025,closed_issues,2
sindresorhus/leven,22794601,2025,opened_issues,1
sindresorhus/load-json-file,,2021,opened_issues,2
sindresorhus/load-json-file,,2022,opened_issues,0
sindresorhus/load-json-file,,2023,opened_issues,0
sindresorhus/load-json-file,,2024,opened_issues,0
sindresorhus/load-json-file,,2025,opened_issues,0
sindresorhus/locate-path,74266248,2021,closed_issues,2
sindresorhus/locate-path,74266248,2021,opened_issues,2
sindresorhus/locate-path,74266248,2022,closed_issues,0
sindresorhus/locate-path,74266248,2022,opened_issues,0
sindresorhus/locate-path,74266248,2023,closed_issues,0
sindresorhus/locate-path,74266248,2023,opened_issues,0
sindresorhus/locate-path,74266248,2024,closed_issues,0
sindresorhus/locate-path,74266248,2024,opened_issues,0
sindresorhus/locate-path,74266248,2025,closed_issues,0
sindresorhus/locate-path,74266248,2025,opened_issues,0
sindresorhus/log-symbols,21673868,2021,closed_issues,5
sindresorhus/log-symbols,21673868,2021,opened_issues,0
sindresorhus/log-symbols,21673868,2022,closed_issues,0
sindresorhus/log-symbols,21673868,2022,opened_issues,0
sindresorhus/log-symbols,21673868,2023,closed_issues,0
sindresorhus/log-symbols,21673868,2023,opened_issues,0
sindresorhus/log-symbols,21673868,2024,closed_issues,0
sindresorhus/log-symbols,21673868,2024,opened_issues,0
sindresorhus/log-symbols,21673868,2025,closed_issues,0
sindresorhus/log-symbols,21673868,2025,opened_issues,1
sindresorhus/lowercase-keys,29769737,2021,closed_issues,1
sindresorhus/lowercase-keys,29769737,2021,opened_issues,0
sindresorhus/lowercase-keys,29769737,2022,closed_issues,0
sindresorhus/lowercase-keys,29769737,2022,opened_issues,0
sindresorhus/lowercase-keys,29769737,2023,closed_issues,0
sindresorhus/lowercase-keys,29769737,2023,opened_issues,0
sindresorhus/lowercase-keys,29769737,2024,closed_issues,0
sindresorhus/lowercase-keys,29769737,2024,opened_issues,2
sindresorhus/lowercase-keys,29769737,2025,closed_issues,0
sindresorhus/lowercase-keys,29769737,2025,opened_issues,0
sindresorhus/make-dir,90776169,2021,closed_issues,3
sindresorhus/make-dir,90776169,2021,opened_issues,3
sindresorhus/make-dir,90776169,2022,closed_issues,1
sindresorhus/make-dir,90776169,2022,opened_issues,1
sindresorhus/make-dir,90776169,2023,closed_issues,4
sindresorhus/make-dir,90776169,2023,opened_issues,4
sindresorhus/make-dir,90776169,2024,closed_issues,1
sindresorhus/make-dir,90776169,2024,opened_issues,1
sindresorhus/make-dir,90776169,2025,closed_issues,3
sindresorhus/make-dir,90776169,2025,opened_issues,0
sindresorhus/map-obj,,2021,closed_issues,5
sindresorhus/map-obj,,2021,opened_issues,5
sindresorhus/map-obj,,2022,closed_issues,2
sindresorhus/map-obj,,2022,opened_issues,3
sindresorhus/map-obj,,2023,closed_issues,0
sindresorhus/map-obj,,2023,opened_issues,0
sindresorhus/map-obj,,2024,closed_issues,1
sindresorhus/map-obj,,2024,opened_issues,2
sindresorhus/map-obj,,2025,closed_issues,4
sindresorhus/map-obj,,2025,opened_issues,0
sindresorhus/meow,25121561,2021,closed_issues,16
sindresorhus/meow,25121561,2021,opened_issues,20
sindresorhus/meow,25121561,2022,closed_issues,12
sindresorhus/meow,25121561,2022,opened_issues,9
sindresorhus/meow,25121561,2023,closed_issues,14
sindresorhus/meow,25121561,2023,opened_issues,11
sindresorhus/meow,25121561,2024,closed_issues,2
sindresorhus/meow,25121561,2024,opened_issues,1
sindresorhus/meow,25121561,2025,closed_issues,6
sindresorhus/meow,25121561,2025,opened_issues,0
sindresorhus/merge-descriptors,,2021,opened_issues,0
sindresorhus/merge-descriptors,,2022,opened_issues,0
sindresorhus/merge-descriptors,,2023,opened_issues,2
sindresorhus/merge-descriptors,,2024,opened_issues,0
sindresorhus/merge-descriptors,,2025,opened_issues,0
sindresorhus/merge-streams,,2021,opened_issues,0
sindresorhus/merge-streams,,2022,opened_issues,0
sindresorhus/merge-streams,,2023,opened_issues,0
sindresorhus/merge-streams,,2024,opened_issues,22
sindresorhus/merge-streams,,2025,opened_issues,0
sindresorhus/mimic-function,71381729,2021,closed_issues,0
sindresorhus/mimic-function,71381729,2021,opened_issues,0
sindresorhus/mimic-function,71381729,2022,closed_issues,1
sindresorhus/mimic-function,71381729,2022,opened_issues,1
sindresorhus/mimic-function,71381729,2023,closed_issues,1
sindresorhus/mimic-function,71381729,2023,opened_issues,1
sindresorhus/mimic-function,71381729,2024,closed_issues,2
sindresorhus/mimic-function,71381729,2024,opened_issues,2
sindresorhus/mimic-function,71381729,2025,closed_issues,0
sindresorhus/mimic-function,71381729,2025,opened_issues,0
sindresorhus/mimic-response,93189529,2021,closed_issues,0
sindresorhus/mimic-response,93189529,2021,opened_issues,0
sindresorhus/mimic-response,93189529,2022,closed_issues,0
sindresorhus/mimic-response,93189529,2022,opened_issues,0
sindresorhus/mimic-response,93189529,2023,closed_issues,0
sindresorhus/mimic-response,93189529,2023,opened_issues,0
sindresorhus/mimic-response,93189529,2024,closed_issues,0
sindresorhus/mimic-response,93189529,2024,opened_issues,0
sindresorhus/mimic-response,93189529,2025,closed_issues,0
sindresorhus/mimic-response,93189529,2025,opened_issues,0
sindresorhus/node-defaults,7985040,2021,closed_issues,0
sindresorhus/node-defaults,7985040,2021,opened_issues,0
sindresorhus/node-defaults,7985040,2022,closed_issues,1
sindresorhus/node-defaults,7985040,2022,opened_issues,1
sindresorhus/node-defaults,7985040,2023,closed_issues,3
sindresorhus/node-defaults,7985040,2023,opened_issues,2
sindresorhus/node-defaults,7985040,2024,closed_issues,0
sindresorhus/node-defaults,7985040,2024,opened_issues,0
sindresorhus/node-defaults,7985040,2025,closed_issues,0
sindresorhus/node-defaults,7985040,2025,opened_issues,0
sindresorhus/normalize-url,29094022,2021,closed_issues,16
sindresorhus/normalize-url,29094022,2021,opened_issues,17
sindresorhus/normalize-url,29094022,2022,closed_issues,13
sindresorhus/normalize-url,29094022,2022,opened_issues,12
sindresorhus/normalize-url,29094022,2023,closed_issues,3
sindresorhus/normalize-url,29094022,2023,opened_issues,3
sindresorhus/normalize-url,29094022,2024,closed_issues,1
sindresorhus/normalize-url,29094022,2024,opened_issues,4
sindresorhus/normalize-url,29094022,2025,closed_issues,7
sindresorhus/normalize-url,29094022,2025,opened_issues,2
sindresorhus/npm-run-path,48707028,2021,closed_issues,1
sindresorhus/npm-run-path,48707028,2021,opened_issues,1
sindresorhus/npm-run-path,48707028,2022,closed_issues,1
sindresorhus/npm-run-path,48707028,2022,opened_issues,1
sindresorhus/npm-run-path,48707028,2023,closed_issues,0
sindresorhus/npm-run-path,48707028,2023,opened_issues,0
sindresorhus/npm-run-path,48707028,2024,closed_issues,1
sindresorhus/npm-run-path,48707028,2024,opened_issues,1
sindresorhus/npm-run-path,48707028,2025,closed_issues,0
sindresorhus/npm-run-path,48707028,2025,opened_issues,0
sindresorhus/object-assign,16457190,2021,closed_issues,0
sindresorhus/object-assign,16457190,2021,opened_issues,0
sindresorhus/object-assign,16457190,2022,closed_issues,0
sindresorhus/object-assign,16457190,2022,opened_issues,0
sindresorhus/object-assign,16457190,2023,closed_issues,0
sindresorhus/object-assign,16457190,2023,opened_issues,0
sindresorhus/object-assign,16457190,2024,closed_issues,0
sindresorhus/object-assign,16457190,2024,opened_issues,0
sindresorhus/object-assign,16457190,2025,closed_issues,0
sindresorhus/object-assign,16457190,2025,opened_issues,0
sindresorhus/onetime,14847357,2021,closed_issues,0
sindresorhus/onetime,14847357,2021,opened_issues,0
sindresorhus/onetime,14847357,2022,closed_issues,0
sindresorhus/onetime,14847357,2022,opened_issues,0
sindresorhus/onetime,14847357,2023,closed_issues,0
sindresorhus/onetime,14847357,2023,opened_issues,0
sindresorhus/onetime,14847357,2024,closed_issues,0
sindresorhus/onetime,14847357,2024,opened_issues,0
sindresorhus/onetime,14847357,2025,closed_issues,0
sindresorhus/onetime,14847357,2025,opened_issues,0
sindresorhus/open,18469325,2021,closed_issues,29
sindresorhus/open,18469325,2021,opened_issues,30
sindresorhus/open,18469325,2022,closed_issues,10
sindresorhus/open,18469325,2022,opened_issues,17
sindresorhus/open,18469325,2023,closed_issues,12
sindresorhus/open,18469325,2023,opened_issues,24
sindresorhus/open,18469325,2024,closed_issues,5
sindresorhus/open,18469325,2024,opened_issues,11
sindresorhus/open,18469325,2025,closed_issues,60
sindresorhus/open,18469325,2025,opened_issues,8
sindresorhus/ora,,2021,opened_issues,21
sindresorhus/ora,,2022,opened_issues,16
sindresorhus/ora,,2023,opened_issues,12
sindresorhus/ora,,2024,opened_issues,7
sindresorhus/ora,,2025,opened_issues,1
sindresorhus/os-tmpdir,,2021,opened_issues,0
sindresorhus/os-tmpdir,,2022,opened_issues,0
sindresorhus/os-tmpdir,,2023,opened_issues,0
sindresorhus/os-tmpdir,,2024,opened_issues,0
sindresorhus/os-tmpdir,,2025,opened_issues,0
sindresorhus/p-cancelable,,2021,opened_issues,3
sindresorhus/p-cancelable,,2022,opened_issues,4
sindresorhus/p-cancelable,,2023,opened_issues,1
sindresorhus/p-cancelable,,2024,opened_issues,0
sindresorhus/p-cancelable,,2025,opened_issues,0
sindresorhus/p-finally,,2021,opened_issues,0
sindresorhus/p-finally,,2022,opened_issues,0
sindresorhus/p-finally,,2023,opened_issues,0
sindresorhus/p-finally,,2024,opened_issues,0
sindresorhus/p-finally,,2025,opened_issues,0
sindresorhus/p-limit,71542716,2021,closed_issues,6
sindresorhus/p-limit,71542716,2021,opened_issues,6
sindresorhus/p-limit,71542716,2022,closed_issues,5
sindresorhus/p-limit,71542716,2022,opened_issues,8
sindresorhus/p-limit,71542716,2023,closed_issues,8
sindresorhus/p-limit,71542716,2023,opened_issues,10
sindresorhus/p-limit,71542716,2024,closed_issues,7
sindresorhus/p-limit,71542716,2024,opened_issues,7
sindresorhus/p-limit,71542716,2025,closed_issues,8
sindresorhus/p-limit,71542716,2025,opened_issues,7
sindresorhus/p-locate,74265632,2021,closed_issues,0
sindresorhus/p-locate,74265632,2021,opened_issues,0
sindresorhus/p-locate,74265632,2022,closed_issues,0
sindresorhus/p-locate,74265632,2022,opened_issues,0
sindresorhus/p-locate,74265632,2023,closed_issues,0
sindresorhus/p-locate,74265632,2023,opened_issues,0
sindresorhus/p-locate,74265632,2024,closed_issues,0
sindresorhus/p-locate,74265632,2024,opened_issues,0
sindresorhus/p-locate,74265632,2025,closed_issues,0
sindresorhus/p-locate,74265632,2025,opened_issues,1
sindresorhus/p-map,71526722,2021,closed_issues,14
sindresorhus/p-map,71526722,2021,opened_issues,14
sindresorhus/p-map,71526722,2022,closed_issues,5
sindresorhus/p-map,71526722,2022,opened_issues,4
sindresorhus/p-map,71526722,2023,closed_issues,1
sindresorhus/p-map,71526722,2023,opened_issues,2
