repo,files,loc,uloc,complexity,complexity_density,cocomo_months,cocomo_people,cocomo_cost,fetched_at
igaowei/bigdataview,1775,2667403,709378,363220,13.6,9497.4,117.0,44547512,2026-03-12T17:30:11Z
open-watcom/open-watcom-v2,18254,2306990,1421657,357623,15.5,8154.7,106.4,38249731,2026-03-12T21:05:25Z
php/php-src,2453,1656087,1017444,239618,14.5,5757.7,85.8,27006462,2026-03-12T22:31:48Z
ranuts/document,45,1595210,903864,164417,10.3,5535.7,83.7,25965049,2026-03-12T17:30:11Z
toggl-open-source/toggldesktop,6165,1485262,894206,164918,11.1,5135.8,79.9,24089268,2026-03-12T22:27:36Z
aleksoid1978/mpc-be,3726,1259792,882866,202568,16.1,4320.4,71.8,20264886,2026-03-12T21:05:25Z
eprosima/fast-dds,2978,1163781,541513,109906,9.4,3975.4,68.2,18646409,2026-03-12T21:53:44Z
xlite-dev/lite.ai.toolkit,921,1137915,22056,5679,0.5,3882.6,67.2,18211499,2026-03-12T21:05:25Z
qbittorrent/qbittorrent,685,1119827,170164,19825,1.8,3817.9,66.5,17907661,2026-03-12T21:05:25Z
google/makani,7183,1066757,564821,74516,7.0,3628.1,64.4,17017633,2026-03-12T21:05:25Z
openfoam/openfoam-dev,9153,896927,399546,48912,5.5,3024.2,57.5,14184869,2026-03-12T21:05:25Z
microsoft/typescript-sublime-plugin,54,831602,315874,159026,19.1,2793.3,54.8,13102123,2026-03-12T21:05:25Z
thecherno/sparky,2463,774525,502008,96256,12.4,2592.4,52.3,12159553,2026-03-12T17:30:11Z
cocos/cocos4,4655,714666,476010,101244,14.2,2382.4,49.6,11174772,2026-03-12T21:05:25Z
realm/realm-core,1289,684629,400048,75916,11.1,2277.4,48.3,10682144,2026-03-12T17:30:11Z
infisical/infisical,5834,682503,259190,43801,6.4,2270.0,48.2,10647317,2026-03-12T21:05:25Z
love2d/love,1025,658102,409923,92786,14.1,2184.8,47.0,10247980,2026-03-12T17:30:11Z
archipelagomw/archipelago,2015,637323,460689,60679,9.5,2112.5,46.1,9908501,2026-03-12T21:05:25Z
module-federation/core,2635,566440,278039,46686,8.2,1866.5,42.7,8754715,2026-03-12T21:05:25Z
rotki/rotki,4140,533053,254385,27880,5.2,1751.1,41.0,8213709,2026-03-12T21:05:25Z
onyx-dot-app/onyx,3600,506039,300241,43963,8.7,1658.1,39.6,7777205,2026-03-12T21:05:25Z
iaddis/metalnes,1229,505999,367475,47776,9.4,1657.9,39.6,7776560,2026-03-12T21:05:25Z
ldcsaa/hp-socket,2332,488810,67089,17876,3.7,1598.9,38.8,7499416,2026-03-12T21:53:44Z
apache/echarts,867,477673,213860,75481,15.8,1560.6,38.2,7320110,2026-03-12T21:05:25Z
firedancer-io/firedancer,2054,473506,361736,49055,10.4,1546.3,38.0,7253075,2026-03-12T21:05:25Z
nvidiagameworks/physx,2565,469213,293381,42868,9.1,1531.6,37.7,7184043,2026-03-12T17:30:11Z
novuhq/novu,5758,468110,211574,28573,6.1,1527.8,37.7,7166312,2026-03-12T17:40:22Z
autowarefoundation/autoware_universe,2973,393439,243704,36686,9.3,1273.0,33.7,5971063,2026-03-12T21:05:25Z
ukgovernmentbeis/inspect_ai,1343,389879,252267,48647,12.5,1260.9,33.5,5914346,2026-03-12T21:05:25Z
facebook/redex,1794,387402,240808,48616,12.5,1252.5,33.3,5874898,2026-03-12T21:05:25Z
pgcentralfoundation/pgrx,392,368705,71925,18528,5.0,1189.1,32.3,5577549,2026-03-12T21:05:25Z
bobbyanguelov/esoterica,1392,349988,229843,54192,15.5,1125.8,31.2,5280636,2026-03-12T22:31:48Z
documize/community,1281,341221,238247,54141,15.9,1096.2,30.7,5141832,2026-03-12T22:27:36Z
dariomanesku/cmftstudio,117,332561,318969,4771,1.4,1067.0,30.2,5004898,2026-03-12T17:30:11Z
continuedev/continue,2028,287130,166304,22909,8.0,914.5,27.4,4289561,2026-03-12T17:40:22Z
wasmerio/wasmer,1582,276681,138333,19119,6.9,879.6,26.8,4125805,2026-03-12T21:05:25Z
pulsar-edit/pulsar,991,265431,182387,16882,6.4,842.1,26.0,3949841,2026-03-12T21:05:25Z
aws/aws-toolkit-vscode,1957,265051,160208,21309,8.0,840.8,26.0,3943904,2026-03-12T22:31:48Z
defillama/defillama-adapters,5953,254004,141528,9572,3.8,804.1,25.3,3771490,2026-03-12T22:27:36Z
nesbox/tic-80,199,250881,153992,32386,12.9,793.7,25.1,3722816,2026-03-12T21:05:25Z
cameron314/concurrentqueue,1645,243657,99921,21762,8.9,769.7,24.6,3610341,2026-03-12T21:05:25Z
menyifang/mimo,1672,231494,98335,13788,6.0,729.4,23.8,3421347,2026-03-12T21:05:25Z
linb/crossui,297,230776,78113,29683,12.9,727.0,23.8,3410206,2026-03-12T21:05:25Z
gentilkiwi/mimikatz,305,227528,187065,27448,12.1,716.3,23.6,3359827,2026-03-12T22:31:48Z
stereolabs/zed-sdk,442,219911,50590,30010,13.6,691.1,23.0,3241826,2026-03-12T21:05:25Z
devflowinc/trieve,1385,211269,87389,13662,6.5,662.7,22.5,3108193,2026-03-12T17:40:22Z
google/adk-python,1238,210384,113669,12280,5.8,659.7,22.4,3094523,2026-03-12T21:05:25Z
firebug/firebug,990,205969,123445,33793,16.4,645.2,22.1,3026372,2026-03-12T17:29:19Z
cvxpy/cvxpy,846,203099,129097,16173,8.0,635.8,21.9,2982109,2026-03-12T21:05:25Z
cornerstonejs/cornerstone3d,1822,200311,107467,14032,7.0,626.6,21.7,2939141,2026-03-12T17:30:11Z
ericlbuehler/mistral.rs,649,198111,83960,14642,7.4,619.4,21.5,2905256,2026-03-12T17:40:22Z
svaarala/duktape,2524,196840,274506,23177,11.8,615.2,21.4,2885688,2026-03-12T21:05:25Z
linux-rdma/rdma-core,540,194543,126265,22778,11.7,607.7,21.3,2850341,2026-03-12T21:05:25Z
maliosdark/wifi-3d-fusion,1973,194159,106447,12955,6.7,606.4,21.3,2844434,2026-03-12T22:27:36Z
botpress/botpress,2495,191995,103123,12916,6.7,599.3,21.1,2811155,2026-03-12T17:29:19Z
tensorflow/lingvo,502,190796,128455,12361,6.5,595.4,21.0,2792725,2026-03-12T21:05:25Z
colmap/colmap,858,186080,130566,21167,11.4,580.0,20.7,2720289,2026-03-12T17:40:22Z
libmx3/mx3,182,182974,140064,15137,8.3,569.8,20.4,2672632,2026-03-12T17:30:11Z
emberjs/ember.js,1561,178515,98397,10696,6.0,555.2,20.1,2604287,2026-03-12T22:31:48Z
jerryscript-project/jerryscript,1886,177601,105924,24126,13.6,552.2,20.1,2590288,2026-03-12T21:05:25Z
signalapp/libsignal,1215,177021,105076,8169,4.6,550.3,20.0,2581407,2026-03-12T21:05:25Z
openprinting/cups,318,176719,116028,45304,25.6,549.4,20.0,2576783,2026-03-12T21:05:25Z
pyjs/original-pyjs,1249,172280,109087,15211,8.8,534.9,19.7,2508863,2026-03-12T21:05:25Z
vectorize-io/hindsight,731,167937,90382,15559,9.3,520.7,19.3,2442497,2026-03-12T17:30:11Z
antvis/g,1058,164156,82743,16948,10.3,508.4,19.1,2384789,2026-03-12T21:05:25Z
capnproto/capnproto,301,159955,98178,17487,10.9,494.8,18.7,2320749,2026-03-12T21:05:25Z
fex-team/fis3,709,154328,84614,25657,16.6,476.5,18.3,2235102,2026-03-12T21:05:25Z
facebookarchive/profilo,652,154288,86385,15575,10.1,476.4,18.3,2234494,2026-03-12T21:05:25Z
osbi/saiku,448,152900,93656,32054,21.0,471.9,18.2,2213392,2026-03-12T17:28:05Z
tuiqiao/cboard,683,149419,103105,23318,15.6,460.6,17.9,2160511,2026-03-12T21:05:25Z
vrcx-team/vrcx,987,148234,78538,9445,6.4,456.8,17.8,2142524,2026-03-12T22:31:48Z
ml-explore/mlx,567,145459,79183,16920,11.6,447.8,17.6,2100429,2026-03-12T21:05:25Z
ztxz16/fastllm,388,138634,73918,26834,19.4,425.8,17.1,1997072,2026-03-12T21:05:25Z
rustyrussell/ccan,1189,136849,82085,26867,19.6,420.0,16.9,1970081,2026-03-12T21:05:25Z
acornjs/acorn,83,136540,80026,13512,9.9,419.0,16.9,1965411,2026-03-12T22:27:36Z
neuralmagic/sparseml,998,132963,77536,11863,8.9,407.5,16.6,1911383,2026-03-12T21:05:25Z
metabrainz/picard,585,131047,101417,11014,8.4,401.3,16.5,1882473,2026-03-12T21:05:25Z
cvcuda/cv-cuda,1043,128859,72291,10679,8.3,394.3,16.3,1849485,2026-03-12T21:05:25Z
ivre/ivre,138,127918,64489,9807,7.7,391.3,16.2,1835307,2026-03-12T21:05:25Z
apache/opendal,1055,126648,64926,9923,7.8,387.2,16.1,1816179,2026-03-12T21:05:25Z
h2zero/nimble-arduino,441,125706,78972,18455,14.7,384.2,16.0,1801998,2026-03-12T21:05:25Z
mikeyobrien/ralph-orchestrator,366,120614,73228,7989,6.6,367.9,15.6,1725433,2026-03-12T21:05:25Z
keystone-engine/keystone,681,118310,94077,21457,18.1,360.5,15.4,1690842,2026-03-12T21:05:25Z
meituan-dianping/mpvue,430,118001,27617,17691,15.0,359.5,15.4,1686205,2026-03-12T17:40:22Z
raspberrypifoundation/blockly,634,117782,73080,10637,9.0,358.8,15.3,1682919,2026-03-12T22:27:36Z
libigl/libigl,1566,117674,79974,12804,10.9,358.4,15.3,1681299,2026-03-12T21:05:25Z
handshake-org/hsd,302,117465,73949,9849,8.4,357.8,15.3,1678164,2026-03-12T22:31:48Z
jgaeddert/liquid-dsp,954,116500,85278,10008,8.6,354.7,15.2,1663691,2026-03-12T21:05:25Z
antvis/g2,1859,114480,53737,4771,4.2,348.2,15.1,1633415,2026-03-12T21:05:25Z
streetsidesoftware/cspell,1590,113989,77982,8112,7.1,346.7,15.0,1626060,2026-03-12T21:05:25Z
nghttp2/nghttp2,304,112008,65919,15615,13.9,340.3,14.9,1596401,2026-03-12T17:29:19Z
manga-download/hakuneko,1528,111143,55916,9715,8.7,337.6,14.8,1583458,2026-03-12T21:53:44Z
sarah-quinones/faer-rs,163,110445,45468,9602,8.7,335.4,14.7,1573018,2026-03-12T21:05:25Z
mesonbuild/meson,2057,109657,81696,19275,17.6,332.9,14.7,1561236,2026-03-12T17:29:19Z
vladelaina/catime,229,107891,71484,29598,27.4,327.2,14.5,1534846,2026-03-12T21:05:25Z
tinycc/tinycc,343,107824,79905,15223,14.1,327.0,14.5,1533845,2026-03-12T17:40:22Z
elishacloud/dxwrapper,578,107585,61242,13898,12.9,326.3,14.5,1530276,2026-03-12T21:05:25Z
chevron7locked/kima-hub,483,107289,65021,11764,11.0,325.3,14.4,1525855,2026-03-12T22:31:48Z
curv3d/curv,396,105997,80859,9895,9.3,321.2,14.3,1506568,2026-03-12T21:05:25Z
ludwig-ai/ludwig,642,105492,58208,7494,7.1,319.6,14.3,1499032,2026-03-12T17:29:19Z
skyhook-io/radar,581,105437,64813,23081,21.9,319.4,14.3,1498211,2026-03-12T21:05:25Z
varnishcache/varnish-cache,401,104980,74611,18226,17.4,318.0,14.2,1491394,2026-03-12T21:53:44Z
boost-ext/sml,429,104775,26507,19320,18.4,317.3,14.2,1488336,2026-03-12T21:05:25Z
mozillazg/python-pinyin,104,104281,94817,314,0.3,315.7,14.2,1480969,2026-03-12T21:05:25Z
shekhargulati/52-technologies-in-2016,138,103991,55560,24102,23.2,314.8,14.2,1476644,2026-03-12T21:05:25Z
lllyasviel/controlnet-v1-1-nightly,777,100833,68468,9791,9.7,304.8,13.9,1429596,2026-03-12T17:28:05Z
phosphor-icons/react,4550,100658,29231,32,0.0,304.2,13.9,1426991,2026-03-12T17:29:19Z
rocketchat/rocket.chat.reactnative,1349,99978,59656,7525,7.5,302.1,13.8,1416870,2026-03-12T22:31:48Z
netflix/bpftop,10,98836,69120,124,0.1,298.5,13.7,1399882,2026-03-12T21:05:25Z
tencent/unlua,613,97726,51466,15370,15.7,294.9,13.6,1383378,2026-03-12T21:05:25Z
apache/singa,521,97548,58023,8709,8.9,294.4,13.6,1380733,2026-03-12T21:05:25Z
rjt1990/pyflux,154,97338,35414,19277,19.8,293.7,13.6,1377612,2026-03-12T21:05:25Z
jhipster/generator-jhipster,1032,96481,44175,6183,6.4,291.0,13.5,1364879,2026-03-12T21:05:25Z
blosc/c-blosc,230,92827,74808,16834,18.1,279.4,13.1,1310655,2026-03-12T21:05:25Z
cloudflare/quiche,224,92567,56923,5767,6.2,278.6,13.1,1306801,2026-03-12T21:05:25Z
helio-fm/helio-sequencer,625,92546,51627,9940,10.7,278.5,13.1,1306489,2026-03-12T21:05:25Z
trapexit/mergerfs,834,90473,57939,12438,13.7,272.0,12.9,1275779,2026-03-12T17:29:19Z
fastapi/fastapi,1122,89619,21712,2783,3.1,269.3,12.8,1263137,2026-03-12T21:05:25Z
lucasb-eyer/pydensecrf,355,89364,60676,6535,7.3,268.5,12.8,1259364,2026-03-12T17:30:11Z
luajit/luajit,188,87387,59581,21078,24.1,262.3,12.6,1230126,2026-03-12T17:30:11Z
smorodov/multitarget-tracker,293,86144,59505,11174,13.0,258.3,12.5,1211760,2026-03-12T21:05:25Z
the-tcpdump-group/tcpdump,249,85940,64259,12039,14.0,257.7,12.5,1208747,2026-03-12T21:05:25Z
xfffff/gekko-strategies,614,85009,25354,15823,18.6,254.8,12.4,1195002,2026-03-12T21:05:25Z
flutter-it/get_it,52,84486,59212,10454,12.4,253.1,12.4,1187283,2026-03-12T22:27:36Z
seanbaxter/circle,9,84072,14860,8679,10.3,251.8,12.3,1181175,2026-03-12T17:28:05Z
sunzxyong/tiny,547,83836,46499,9978,11.9,251.1,12.3,1177694,2026-03-12T17:40:22Z
hayes/pothos,733,83786,29764,3895,4.6,250.9,12.3,1176957,2026-03-12T21:05:25Z
astoilkov/jsblocks,130,82806,22171,9191,11.1,247.8,12.2,1162506,2026-03-12T21:05:25Z
ic005k/ocauxiliarytools,321,82794,49926,13799,16.7,247.8,12.2,1162329,2026-03-12T21:05:25Z
neo4j/neo4j-python-driver,385,81923,29339,8109,9.9,245.1,12.1,1149494,2026-03-12T21:05:25Z
mycryptohq/mycrypto,1204,81732,45115,3106,3.8,244.5,12.1,1146680,2026-03-12T21:05:25Z
covesa/vsomeip,660,81714,48293,15021,18.4,244.4,12.1,1146415,2026-03-12T21:05:25Z
arroyosystems/arroyo,303,80895,45337,5138,6.4,241.8,12.0,1134353,2026-03-12T17:40:22Z
ontola/atomic-server,904,80514,49260,5478,6.8,240.6,12.0,1128744,2026-03-12T22:27:36Z
fcitx/fcitx5,528,77361,53418,8359,10.8,230.8,11.7,1082377,2026-03-12T21:05:25Z
libuv/libuv,365,76540,45110,12094,15.8,228.2,11.6,1070319,2026-03-12T21:05:25Z
linkerd/linkerd2-proxy,482,75507,41022,4012,5.3,225.0,11.5,1055157,2026-03-12T21:05:25Z
zeromemoryex/chaos-rootkit,68,75386,67000,15123,20.1,224.6,11.5,1053381,2026-03-12T21:05:25Z
microsoft/pai,791,75290,42860,6859,9.1,224.3,11.5,1051973,2026-03-12T21:05:25Z
anvil-works/anvil-runtime,419,74299,57221,9753,13.1,221.2,11.4,1037439,2026-03-12T21:05:25Z
cisco/joy,253,74206,68635,8818,11.9,220.9,11.4,1036075,2026-03-12T21:05:25Z
placemark/placemark,494,73487,47602,8486,11.5,218.6,11.3,1025537,2026-03-12T21:05:25Z
creativetimofficial/material-tailwind,1138,72429,21135,1308,1.8,215.3,11.2,1010040,2026-03-12T21:05:25Z
tiddlywiki/tiddlywiki5,687,72118,55369,14333,19.9,214.4,11.2,1005486,2026-03-12T21:05:25Z
novik/rutorrent,1491,71653,43501,6464,9.0,212.9,11.1,998680,2026-03-12T21:05:25Z
software-mansion/react-native-screens,1037,70833,37117,4955,7.0,210.4,11.0,986683,2026-03-12T21:05:25Z
hypothesisworks/hypothesis,458,70469,53320,7963,11.3,209.2,11.0,981360,2026-03-12T21:05:25Z
libevent/libevent,179,69958,48122,11925,17.0,207.6,10.9,973889,2026-03-12T21:05:25Z
acassen/keepalived,201,69786,44630,13875,19.9,207.1,10.9,971375,2026-03-12T17:40:22Z
leaflet/leaflet.markercluster,54,69527,65902,1553,2.2,206.3,10.9,967590,2026-03-12T22:31:48Z
trpc/trpc,772,69118,33198,2661,3.8,205.0,10.8,961615,2026-03-12T21:05:25Z
foundationagents/metagpt,913,67706,50093,6441,9.5,200.6,10.7,940998,2026-03-12T21:05:25Z
yanzhezhang/cesium.hpuzyz.demo,287,66762,47431,14855,22.3,197.7,10.6,927227,2026-03-12T21:05:25Z
mg-chao/snow-shot,348,66431,36625,5278,7.9,196.7,10.6,922401,2026-03-12T17:29:19Z
hcavarsan/kftray,266,66119,34737,5723,8.7,195.7,10.5,917853,2026-03-12T21:05:25Z
maticzav/nookies,10,66077,42611,3122,4.7,195.6,10.5,917240,2026-03-12T21:05:25Z
huawei-noah/smarts,554,66066,43905,6349,9.6,195.5,10.5,917080,2026-03-12T21:05:25Z
anemll/anemll,210,63770,40715,9915,15.5,188.4,10.3,883645,2026-03-12T17:40:22Z
hkuds/deeptutor,345,63684,41307,7168,11.3,188.1,10.3,882393,2026-03-12T21:05:25Z
indiesmiths/nodezator,478,63112,50058,5789,9.2,186.3,10.2,874073,2026-03-12T21:05:25Z
gitbookio/gitbook,737,63015,37814,4937,7.8,186.0,10.2,872663,2026-03-12T21:05:25Z
nadrin/pbr,340,61844,46297,4695,7.6,182.4,10.1,855643,2026-03-12T21:05:25Z
haivision/srt,184,61014,46170,8860,14.5,179.9,10.0,843590,2026-03-12T22:27:36Z
ractivejs/ractive,391,60440,33723,6022,10.0,178.1,9.9,835259,2026-03-12T21:05:25Z
pegasustrader/pandoratrader,164,59842,29795,3543,5.9,176.2,9.9,826584,2026-03-12T17:28:05Z
znc/znc,173,58849,42128,10482,17.8,173.2,9.8,812188,2026-03-12T22:27:36Z
haosulab/maniskill,418,58346,34343,4782,8.2,171.6,9.7,804900,2026-03-12T21:05:25Z
fex-team/webuploader,143,57882,16803,7910,13.7,170.2,9.7,798180,2026-03-12T21:53:44Z
quantizor/markdown-to-jsx,56,57544,27279,3742,6.5,169.1,9.6,793287,2026-03-12T17:40:22Z
react-hook-form/react-hook-form,405,56005,18606,1110,2.0,164.4,9.5,771025,2026-03-12T21:05:25Z
master-co/css,1769,55283,34618,2683,4.9,162.2,9.4,760592,2026-03-12T17:30:11Z
vhonowslend/streamfx-public,229,54792,40003,4216,7.7,160.6,9.3,753500,2026-03-12T21:05:25Z
r3nzthecodegod/r3nzskin,63,54573,44785,12421,22.8,160.0,9.3,750338,2026-03-12T21:53:44Z
swiftlang/swift-corelibs-libdispatch,181,54167,37759,7194,13.3,158.7,9.3,744478,2026-03-12T17:40:22Z
lagrange-labs/deep-prove,180,53621,34235,3407,6.4,157.0,9.2,736601,2026-03-12T21:05:25Z
haiwen/seafile,124,53118,27473,6170,11.6,155.5,9.1,729347,2026-03-12T17:30:11Z
tusen-ai/simpledet,272,52774,14933,4138,7.8,154.4,9.1,724388,2026-03-12T17:40:22Z
rukenshia/pomodoro,54,52668,31859,329,0.6,154.1,9.1,722861,2026-03-12T17:29:19Z
vmware/pyvmomi,3281,51808,34171,1000,1.9,151.5,9.0,710472,2026-03-12T21:05:25Z
wayfirewm/wayfire,291,51088,31884,5497,10.8,149.3,8.9,700108,2026-03-12T21:05:25Z
pyjanitor-devs/pyjanitor,297,51057,26949,2866,5.6,149.2,8.9,699662,2026-03-12T22:27:36Z
ricosjp/truck,256,50704,30083,3468,6.8,148.1,8.9,694584,2026-03-12T21:05:25Z
robinhood/faust,391,49526,35718,3682,7.4,144.5,8.7,677650,2026-03-12T17:29:19Z
fusionjs/fusionjs,955,48964,25181,2443,5.0,142.8,8.7,669578,2026-03-12T17:40:22Z
sandakan/nora,456,47954,28214,4481,9.3,139.7,8.6,655083,2026-03-12T21:05:25Z
wasmi-labs/wasmi,245,47549,31209,2640,5.6,138.4,8.5,649275,2026-03-12T17:28:05Z
wzmiaomiao/deep-learning-for-image-processing,485,47342,19858,6946,14.7,137.8,8.5,646308,2026-03-12T21:05:25Z
topazproject/topaz,307,47205,30911,5345,11.3,137.4,8.5,644344,2026-03-12T22:31:48Z
lc-soft/lcui,375,47160,30503,4652,9.9,137.2,8.5,643699,2026-03-12T21:05:25Z
aravisproject/aravis,280,47014,29874,7753,16.5,136.8,8.4,641607,2026-03-12T17:40:22Z
windingwind/zotero-better-notes,123,45818,30888,6276,13.7,133.1,8.3,624480,2026-03-12T21:05:25Z
stella-cv/stella_vslam,261,44463,31620,5170,11.6,129.0,8.1,605103,2026-03-12T17:30:11Z
lemonosproject/lemonos,362,43136,29077,6921,16.0,125.0,8.0,586155,2026-03-12T21:05:25Z
kivikakk/comrak,93,42924,14630,4571,10.6,124.3,8.0,583130,2026-03-12T21:05:25Z
zigpy/zigpy,108,42694,27805,2523,5.9,123.6,7.9,579850,2026-03-12T22:31:48Z
curlconverter/curlconverter,1717,42487,19480,4403,10.4,123.0,7.9,576898,2026-03-12T21:05:25Z
vuejs/vue-cli,591,42416,25061,2968,7.0,122.8,7.9,575886,2026-03-12T17:28:05Z
pinauten/fugu15,81,41338,11725,5286,12.8,119.5,7.8,560528,2026-03-12T22:31:48Z
