"package","dependency","type"
"libspnav","glibc","declared"
"libspnav","libx11","declared"
"libsodium","glibc","declared"
"libvorbis","glibc","declared"
"libvorbis","libogg","declared"
"lirc","alsa-lib","declared"
"lirc","gcc-14","declared"
"lirc","glibc","declared"
"lirc","init-system-helpers","declared"
"lirc","libftdi1","declared"
"lirc","libusb","declared"
"lirc","libusb-1.0","declared"
"lirc","libx11","declared"
"lirc","portaudio19","declared"
"lirc","python3-defaults","declared"
"lirc","systemd","declared"
"smartmontools","debianutils","declared"
"smartmontools","gcc-14","declared"
"smartmontools","glibc","declared"
"smartmontools","libcap-ng","declared"
"smartmontools","libselinux","declared"
"smartmontools","systemd","declared"
"smartmontools","sysvinit","declared"
"kf6-kfilemetadata","gcc-14","declared"
"kf6-kfilemetadata","glibc","declared"
"kf6-kfilemetadata","kf6-kcoreaddons","declared"
"kf6-kfilemetadata","kf6-ki18n","declared"
"kf6-kfilemetadata","libkf6filemetadata-data","declared"
"kf6-kfilemetadata","qt6-base","declared"
"libcdio","gcc-14","declared"
