"package","github_repo","git","eco_guess","avg_downloads","2021","2022","2023","2024","2025","top","is_cpp","is_oss_fuzz","pagerank","value_class"
"mbedtls","","","","15545","1269","1325","1315","7816","66000","True","True","False","0.00008047","D"
"openfec","roc-streaming/openfec","https://github.com/roc-streaming/openfec.git","","29837","0","0","0","7440","52234","True","True","False","0.00008011","D"
"libodbc1","","","","32865","47809","42174","38500","20910","14933","True","True","False","0.00007984","D"
"kf6-kiconthemes","","https://invent.kde.org/frameworks/kiconthemes","","14894","0","0","0","3939","25849","True","True","False","0.00007973","D"
"kidletime","","https://invent.kde.org/frameworks/kidletime","","32805","35363","34773","37222","34842","21825","True","True","False","0.00007969","D"
"svt-av1","","https://gitlab.com/aomediacodec/svt-av1.git","","20428","0","35","44","9842","71791","True","True","False","0.00007946","D"
"nodejs","","","","32670","35726","31145","30663","31170","34650","True","True","False","0.00007937","D"
"dvd+rw-tools","","","","32521","40057","34660","34124","27169","26597","True","True","False","0.00007900","D"
"libreplaygain","","","","851","1005","890","858","772","731","False","True","False","0.00007898","D"
"appstream","","","","13781","59","56","63","9156","59574","True","True","False","0.00007892","D"
"libinih","benhoyt/inih","https://github.com/benhoyt/inih.git","","27350","6975","12522","15133","28210","73911","True","True","True","0.00007890","D"
"kf6-karchive","","https://invent.kde.org/frameworks/karchive","","15619","0","0","0","4125","27113","True","True","False","0.00007864","D"
"babeltrace","","","","30982","25853","24913","25904","30154","48090","True","True","False","0.00007860","D"
"libzvbi-common","","","","0","0","0","0","0","0","False","False","False","0.00007855","D"
"tnftp","","","","32118","48192","37442","32957","22560","19442","True","True","False","0.00007803","D"
"proj","","","","26976","24002","22948","24417","28149","35366","True","True","False","0.00007803","D"
"libvpx","","","","17182","4546","4473","4640","9599","62654","True","True","False","0.00007795","D"
"gupnp-dlna","","","","28791","10","4871","21670","51643","65762","True","True","False","0.00007783","D"
"libtracker-sparql-2.0-0","","","","31820","46040","45219","38986","16854","12003","True","True","False","0.00007730","D"
"postfix","","","","31684","32191","31633","31479","31635","31484","True","True","False","0.00007697","D"
"hsqldb1.8.0","","","","31557","49051","33849","30121","23305","21463","True","True","False","0.00007666","D"
"ebook-tools","","","","30985","26694","25099","29633","33200","40302","True","True","False","0.00007656","D"
"signond","","https://gitlab.com/accounts-sso/signond.git","","29510","22555","23692","28787","32098","40419","True","True","False","0.00007638","D"
"xfwm4","","","","31343","30596","27828","30895","32174","35222","True","True","False","0.00007614","D"
"plasma-framework","","https://invent.kde.org/frameworks/plasma-framework","","29655","24455","25697","32006","40140","25981","True","True","False","0.00007614","D"
"libunibreak","adah1972/libunibreak","https://github.com/adah1972/libunibreak.git","","14867","8","18","80","9237","64996","True","True","False","0.00007613","D"
"kf6-kcompletion","","https://invent.kde.org/frameworks/kcompletion","","14345","0","0","0","3588","25103","True","True","False","0.00007600","D"
"kf6-kwallet","","https://invent.kde.org/frameworks/kwallet","","15150","0","0","0","4335","25966","True","True","False","0.00007588","D"
"libdc1394-22","","","","31205","64758","35378","28703","15701","11486","True","True","False","0.00007581","D"
"threadweaver","","https://invent.kde.org/frameworks/threadweaver","","29473","25160","25012","31357","39944","25892","True","True","False","0.00007570","D"
"spice-gtk","","","","31142","44339","31857","29083","25451","24982","True","True","False","0.00007565","D"
"libpaper","rrthomas/libpaper","https://github.com/rrthomas/libpaper.git","","13717","269","230","207","2264","65617","True","True","False","0.00007550","D"
"liblinear","","","","28599","13326","23485","26787","36905","42493","True","True","False","0.00007532","D"
"libgssglue","","https://gitlab.com/gsasl/libgssglue.git","","26060","17875","16542","20121","35779","39983","True","True","False","0.00007529","D"
"lzop","","","","30990","22569","27417","31191","35358","38417","True","True","False","0.00007529","D"
"caja","","","","30979","29042","27567","31277","32068","34942","True","True","False","0.00007526","D"
"gir1.2-notify-0.7","","","","0","0","0","0","0","0","False","False","False","0.00007523","D"
"kcmutils","","https://invent.kde.org/frameworks/kcmutils","","30937","26235","26841","32975","40726","27911","True","True","False","0.00007516","D"
"knewstuff","","https://invent.kde.org/frameworks/knewstuff","","30911","27635","26631","32277","40442","27572","True","True","False","0.00007509","D"
"kf6-knotifications","","https://invent.kde.org/frameworks/knotifications","","15314","0","0","0","4407","26222","True","True","False","0.00007485","D"
"libxmlsec1-openssl","","","","30719","12864","22303","33252","47397","37779","True","True","False","0.00007463","D"
"mscompress","stapelberg/mscompress","https://github.com/stapelberg/mscompress.git","","30722","52822","34286","29639","19964","16901","True","True","False","0.00007463","D"
"libshumate","","https://gitlab.gnome.org/gnome/libshumate.git","","30713","0","3205","18037","43645","57967","True","True","False","0.00007461","D"
"libxcb-util0","","","","30683","64611","34667","28085","15095","10959","True","True","False","0.00007454","D"
"flex","westes/flex","https://github.com/westes/flex.git","","28079","30911","30382","29874","25144","24086","True","True","True","0.00007450","D"
"polkitd-pkla","","","","30657","0","7652","23626","53129","38224","True","True","False","0.00007448","D"
"onnxruntime","microsoft/onnxruntime","https://github.com/microsoft/onnxruntime.git","","29502","0","0","0","9","58996","True","True","False","0.00007443","D"
"qtimageformats-opensource-src","","","","30634","28058","26989","32272","36420","29433","True","True","False","0.00007442","D"
"rust-rav1e","xiph/rav1e","https://github.com/xiph/rav1e.git","","19428","0","5","14","9745","67949","True","True","False","0.00007427","D"
"dctrl-tools","ajkaijanaho/dctrl-tools","https://github.com/ajkaijanaho/dctrl-tools.git","","30564","32265","37486","34139","25130","23803","True","True","False","0.00007425","D"
"libreadline6","","","","30479","46603","35011","30829","21771","18181","True","True","False","0.00007404","D"
"min12xxw","","","","30476","52858","34139","29423","19551","16409","True","True","False","0.00007404","D"
"wireplumber","","https://gitlab.freedesktop.org/pipewire/wireplumber.git","","29688","0","0","0","7291","52086","True","True","False","0.00007386","D"
"kcontacts","","https://invent.kde.org/frameworks/kcontacts","","25756","22672","23528","28540","33171","20873","True","True","False","0.00007383","D"
"foo2zjs","","","","30357","52454","33975","29294","19570","16495","True","True","False","0.00007375","D"
"tumbler","","","","30354","29866","27044","29720","31143","34001","True","True","False","0.00007374","D"
"pnm2ppa","","","","30333","52606","33988","29261","19471","16341","True","True","False","0.00007369","D"
"liburcu","","","","20439","366","2096","4153","13117","82466","True","True","False","0.00007360","D"
"libssl1.0.0","","","","30230","45778","34698","30772","21742","18160","True","True","False","0.00007344","D"
"mousepad","","","","30170","29092","26900","29824","31145","33892","True","True","False","0.00007329","D"
"libenchant1c2a","","","","29967","61565","33816","27489","15515","11454","True","True","False","0.00007280","D"
"cpuinfo","pytorch/cpuinfo","https://github.com/pytorch/cpuinfo.git","","13871","526","687","883","6914","60346","True","True","True","0.00007276","D"
"qtdeclarative5-dev-tools","","","","0","0","0","0","0","0","False","False","False","0.00007264","D"
"libaccounts-qt","","https://gitlab.com/accounts-sso/libaccounts-qt.git","","25788","22622","23755","28844","31798","21925","True","True","False","0.00007235","D"
"hicolor-icon-theme","","","","0","0","0","0","0","0","False","False","False","0.00007230","D"
"zxing-cpp","zxing-cpp/zxing-cpp","https://github.com/zxing-cpp/zxing-cpp.git","","23411","0","0","22","9201","61010","True","True","False","0.00007226","D"
"qt6-tools","","","","7060","0","969","1393","4760","21120","False","True","False","0.00007192","D"
"djview4","","","","1591","1860","1689","1676","1467","1266","False","True","False","0.00007185","D"
"pthreadpool","Maratyszcza/pthreadpool","https://github.com/maratyszcza/pthreadpool.git","","13428","111","250","409","6435","59939","True","True","False","0.00007168","D"
"gtk2-engines","","","","29330","32818","28265","30046","27770","27754","True","True","False","0.00007125","D"
"thunar-volman","","","","29320","28735","26055","28734","30170","32908","True","True","False","0.00007123","D"
"libebur128","jiixyj/libebur128","https://github.com/jiixyj/libebur128.git","","26817","20162","15607","14498","13419","70401","True","True","False","0.00007100","D"
"qt6-declarative-private-abi","","","","0","0","0","0","0","0","False","False","False","0.00007095","D"
"inkscape","","","","29167","37313","30894","28894","24602","24135","True","True","False","0.00007086","D"
"libavif","AOMediaCodec/libavif","https://github.com/aomediacodec/libavif.git","","16241","40","435","828","10049","69855","True","True","True","0.00007082","D"
"kf6-kitemviews","","https://invent.kde.org/frameworks/kitemviews","","15279","0","0","0","3969","26590","True","True","False","0.00007045","D"
"fonts-noto-core","","","","0","0","0","0","0","0","False","False","False","0.00007033","D"
"fonts-noto-color-emoji","","","","0","0","0","0","0","0","False","False","False","0.00007033","D"
"xfdesktop4","","","","28913","28590","25871","28508","29620","31976","True","True","False","0.00007024","D"
"raqm","HOST-Oman/libraqm","https://github.com/host-oman/libraqm.git","","28855","3753","9152","18740","52630","60003","True","True","False","0.00007010","D"
"strace","","","","28814","30240","28223","28225","28428","28956","True","True","False","0.00007000","D"
"xfce4-session","","","","28810","28477","25790","28411","29518","31858","True","True","False","0.00006999","D"
"libfakekey","","","","28770","21345","22203","27224","32433","40647","True","True","False","0.00006989","D"
"kpty","","https://invent.kde.org/frameworks/kpty","","26543","26012","24356","28946","32449","20956","True","True","False","0.00006950","D"
"zerofree","","","","28592","22004","26174","28631","32243","33910","True","True","False","0.00006946","D"
"subversion","","","","22235","24832","21830","21271","21453","21790","True","True","False","0.00006945","D"
"qt6-wayland","","","","13979","0","1226","2478","11420","40794","True","True","False","0.00006936","D"
"xfce4-appfinder","","","","28340","28005","25375","27987","29026","31309","True","True","False","0.00006885","D"
"kf6-kirigami","","https://invent.kde.org/frameworks/kirigami","","14839","0","0","0","3991","25687","True","True","False","0.00006879","D"
"libdazzle","","https://gitlab.gnome.org/gnome/libdazzle.git","","28285","39835","38889","33871","16876","11954","True","True","False","0.00006871","D"
"xfce4-notifyd","","","","28276","27867","25188","27811","28992","31522","True","True","False","0.00006869","D"
"kfilemetadata-kf5","","https://invent.kde.org/frameworks/kfilemetadata","","25992","25179","24013","28627","32095","20048","True","True","False","0.00006826","D"
"okular","","","","28091","24173","22506","26925","30054","36798","True","True","False","0.00006824","D"
"patchutils","","","","28068","29240","26157","27992","27758","29194","True","True","False","0.00006819","D"
"kitemmodels","","https://invent.kde.org/frameworks/kitemmodels","","27979","22969","22811","29424","39191","25504","True","True","False","0.00006797","D"
"gir1.2-gudev-1.0","","","","0","0","0","0","0","0","False","False","False","0.00006794","D"
"cifs-utils","","","","27949","25207","24914","26344","30716","32564","True","True","False","0.00006790","D"
"freeglut","","","","8984","4143","3589","4824","12387","19981","True","True","False","0.00006785","D"
"knotifyconfig","","https://invent.kde.org/frameworks/knotifyconfig","","27882","27029","25763","30657","34111","21852","True","True","False","0.00006773","D"
"pmdk","","","","27847","9884","17393","26950","49878","35134","True","True","False","0.00006765","D"
"xarchiver","ib/xarchiver","https://github.com/ib/xarchiver.git","","27832","27975","25141","27728","28744","29573","True","True","False","0.00006761","D"
"libunicode-utf8-perl","","","","27813","26657","25149","27521","28888","30853","True","True","False","0.00006757","D"
"bluez-qt","","https://invent.kde.org/frameworks/bluez-qt","","26431","23097","24036","29088","33728","22209","True","True","False","0.00006756","D"
"nginx-abi-1.26.3-1","","","","0","0","0","0","0","0","False","False","False","0.00006751","D"
"xfce4-terminal","","","","27760","27049","24717","27441","28593","31002","True","True","False","0.00006744","D"
"akonadi","","https://invent.kde.org/pim/akonadi","","23192","19678","18112","22358","25108","30706","True","True","False","0.00006744","D"
"kf6-kcmutils","","https://invent.kde.org/frameworks/kcmutils","","14653","0","0","0","3869","25437","True","True","False","0.00006731","D"
"libtracker-control-2.0-0","","","","27668","40951","40538","34157","13395","9301","True","True","False","0.00006722","D"
"libtracker-miner-2.0-0","","","","27466","40573","40285","33936","13299","9239","True","True","False","0.00006672","D"
"gir1.2-langtag-0.6","","","","0","0","0","0","0","0","False","False","False","0.00006670","D"
"kpeople","","https://invent.kde.org/frameworks/kpeople","","24958","21778","22829","27888","31767","20530","True","True","False","0.00006652","D"
"gir1.2-gtk-4.0-dev","","","","0","0","0","0","0","0","False","False","False","0.00006640","D"
"atril","","","","27071","28147","26743","30460","29725","20282","True","True","False","0.00006576","D"
"cmake","","","","27060","24626","24121","25060","29208","32285","True","True","False","0.00006574","D"
"libei","","https://gitlab.freedesktop.org/libinput/libei.git","","26343","0","0","0","5832","46855","True","True","False","0.00006574","D"
"x265","","https://bitbucket.org/multicoreware/x265_git.git","","16881","1839","2678","3258","4819","71812","True","True","False","0.00006552","D"
"libavdevice58","","","","26876","41305","37632","32673","13600","9173","True","True","False","0.00006529","D"
"gir1.2-gstreamer-1.0","","","","0","0","0","0","0","0","False","False","False","0.00006528","D"
"python-crypto","","","","26868","50682","31086","25938","15176","11461","True","True","False","0.00006527","D"
"libservlet3.1-java","","","","0","0","0","0","0","0","False","False","False","0.00006516","D"
"gir1.2-girepository-2.0","","","","0","0","0","0","0","0","False","False","False","0.00006507","D"
"thunar-archive-plugin","","","","26545","25883","23532","26158","27440","29715","True","True","False","0.00006449","D"
"netcat-openbsd","","","","26500","20803","24020","25142","29356","33179","True","True","False","0.00006438","D"
"gtkspell3","","","","26493","43433","32489","28179","15725","12640","True","True","False","0.00006436","D"
"gutenprint","","","","26469","43902","28913","25660","18155","15719","True","True","False","0.00006430","D"
"lyx","","","","26455","24804","22774","23758","28777","32164","True","True","False","0.00006427","D"
"wayland-protocols","","","","9711","8626","8319","8816","10485","12310","True","True","False","0.00006424","D"
"xfce4-power-manager","","","","26439","25731","23432","26069","27283","29684","True","True","False","0.00006423","D"
"x11proto-scrnsaver-dev","","","","0","0","0","0","0","0","False","False","False","0.00006422","D"
"freexl","","","","25730","23151","22138","23502","26443","33418","True","True","False","0.00006422","D"
"openconnect","","","","26376","20510","20196","25358","29501","36315","True","True","False","0.00006408","D"
"libfam0","","","","26339","44079","35564","30203","12924","8927","True","True","False","0.00006399","D"
"gir1.2-freetype2-2.0-dev","","","","0","0","0","0","0","0","False","False","False","0.00006390","D"
"gir1.2-harfbuzz-0.0","","","","0","0","0","0","0","0","False","False","False","0.00006390","D"
"xfce4-screenshooter","","","","26285","25703","23362","25965","27068","29330","True","True","False","0.00006386","D"
"xfburn","","","","26248","25662","23251","25892","27065","29372","True","True","False","0.00006377","D"
"thunar-media-tags-plugin","","","","26239","25580","23285","25903","27103","29326","True","True","False","0.00006374","D"
"chromium","","","","26117","27418","24455","24926","25713","28075","True","True","False","0.00006345","D"
"libmutter-11-0","","","","26076","0","4111","21413","46952","31831","True","True","False","0.00006335","D"
"mdadm","md-raid-utilities/mdadm","https://github.com/md-raid-utilities/mdadm.git","","26072","25006","25352","25584","26951","27469","True","True","False","0.00006334","D"
"ristretto","","","","26000","25402","23081","25694","26793","29033","True","True","False","0.00006316","D"
"xfce4-clipman-plugin","","","","25987","25337","23108","25768","26787","28935","True","True","False","0.00006313","D"
"libperlio-gzip-perl","","","","25987","26471","24003","25978","25944","27541","True","True","False","0.00006313","D"
"purpose","","https://invent.kde.org/frameworks/purpose","","25972","22441","23589","28687","33312","21832","True","True","False","0.00006309","D"
"frameworkintegration","","https://invent.kde.org/frameworks/frameworkintegration","","25951","20279","20096","24812","28999","35573","True","True","False","0.00006304","D"
"xfce4-taskmanager","","","","25922","25326","23003","25651","26685","28949","True","True","False","0.00006297","D"
"dolphin","","","","25334","21086","19686","24166","27475","34259","True","True","False","0.00006291","D"
"plasma-workspace","","https://invent.kde.org/plasma/plasma-workspace","","23769","18847","18017","22571","26223","33187","True","True","False","0.00006289","D"
"gdb","","","","25866","23059","21145","21352","23295","40483","True","True","False","0.00006284","D"
"syndication","","https://invent.kde.org/frameworks/syndication","","24580","15531","17880","25354","37975","26162","True","True","False","0.00006275","D"
"device-tree-compiler","","https://git.kernel.org/cgit/utils/dtc/dtc.git","","25821","21228","22686","24007","29136","32048","True","True","False","0.00006273","D"
"krunner","","https://invent.kde.org/frameworks/krunner","","25803","19487","20181","27140","37865","24344","True","True","False","0.00006268","D"
"xfce4-sensors-plugin","","","","25786","25152","22892","25504","26576","28808","True","True","False","0.00006264","D"
"xfce4-battery-plugin","","","","25777","25162","22888","25502","26560","28774","True","True","False","0.00006262","D"
"xfce4-xkb-plugin","","","","25753","25131","22866","25493","26534","28745","True","True","False","0.00006256","D"
"xfce4-systemload-plugin","","","","25744","25103","22861","25482","26526","28752","True","True","False","0.00006254","D"
"ntpdate","","","","25738","31052","27383","26409","23230","20618","True","True","False","0.00006253","D"
"xfce4-netload-plugin","","","","25721","25093","22834","25449","26504","28725","True","True","False","0.00006249","D"
"xfce4-cpugraph-plugin","","","","25722","25097","22828","25451","26501","28735","True","True","False","0.00006249","D"
"xfce4-cpufreq-plugin","","","","25689","25077","22806","25411","26464","28688","True","True","False","0.00006241","D"
"xfce4-weather-plugin","","","","25655","25032","22779","25412","26434","28618","True","True","False","0.00006232","D"
"xfce4-timer-plugin","","","","25650","25024","22767","25380","26432","28650","True","True","False","0.00006231","D"
"xfce4-diskperf-plugin","","","","25638","25001","22749","25358","26429","28655","True","True","False","0.00006228","D"
"xfce4-genmon-plugin","","","","25637","24992","22746","25365","26428","28655","True","True","False","0.00006228","D"
"xfce4-fsguard-plugin","","","","25630","24991","22744","25354","26416","28649","True","True","False","0.00006226","D"
"xfce4-places-plugin","","","","25616","24989","22720","25336","26407","28631","True","True","False","0.00006223","D"
"libmagick++-6.q16-8","","","","25606","30358","28639","28403","23993","16638","True","True","False","0.00006221","D"
"libhdf4","","","","25442","23307","22246","23584","26584","31491","True","True","False","0.00006211","D"
"xfce4-smartbookmark-plugin","","","","25553","24918","22666","25290","26335","28556","True","True","False","0.00006208","D"
"xfce4-mailwatch-plugin","","","","25555","24916","22669","25290","26351","28551","True","True","False","0.00006208","D"
"konsole","","","","25358","20849","19533","24085","27724","34601","True","True","False","0.00006160","D"
"kdegraphics-mobipocket","","https://invent.kde.org/graphics/kdegraphics-mobipocket","","24814","20707","21268","26744","33191","22161","True","True","False","0.00006157","D"
"gir1.2-graphene-1.0","","","","0","0","0","0","0","0","False","False","False","0.00006145","D"
"glibmm2.68","","","","14708","0","902","4177","7146","46609","True","True","False","0.00006130","D"
"kf6-kglobalaccel","","https://invent.kde.org/frameworks/kglobalaccel","","14607","0","0","0","3505","25709","True","True","False","0.00006116","D"
"default-logind","","","","0","0","0","0","0","0","False","False","False","0.00006095","D"
"ksyntax-highlighting","","https://invent.kde.org/frameworks/syntax-highlighting","","24257","21413","21665","26626","30731","20852","True","True","False","0.00006077","D"
"kf6-kjobwidgets","","https://invent.kde.org/frameworks/kjobwidgets","","14711","0","0","0","3947","25476","True","True","False","0.00006058","D"
"qt6-5compat","","","","10702","0","472","1139","8093","33104","True","True","False","0.00006052","D"
"spice","","","","24871","21862","22122","23096","27463","29815","True","True","False","0.00006042","D"
"gir1.2-pango-1.0-dev","","","","0","0","0","0","0","0","False","False","False","0.00006025","D"
"libjs-sphinxdoc","","","","0","0","0","0","0","0","False","False","False","0.00006025","D"
"qemu","","","","24781","21886","22149","23044","27047","29781","True","True","False","0.00006020","D"
"gir1.2-xlib-2.0-dev","","","","0","0","0","0","0","0","False","False","False","0.00006005","D"
"kate","","","","24716","20083","18859","23559","27169","33910","True","True","False","0.00006004","D"
"jpeg-xl","libjxl/libjxl","https://github.com/libjxl/libjxl.git","","14334","3","12","308","5040","66309","True","True","True","0.00005997","D"
"msgraph","","","","21949","0","0","0","6","43893","True","True","False","0.00005977","D"
"prison-kf5","","https://invent.kde.org/frameworks/prison","","23224","18347","19188","24821","32435","21329","True","True","False","0.00005977","D"
"kfind","","","","24578","20538","19023","23392","26625","33314","True","True","False","0.00005971","D"
"kf6-kitemmodels","","https://invent.kde.org/frameworks/kitemmodels","","14329","0","0","0","3355","25303","True","True","False","0.00005969","D"
"scim","scim-im/scim","https://github.com/scim-im/scim.git","","24316","19562","18587","23066","26715","33654","True","True","False","0.00005968","D"
"mozjs128","","","","20472","0","0","0","4607","36337","True","True","False","0.00005961","D"
"gir1.2-tracker-2.0","","","","24451","35776","35979","30247","11962","8293","True","True","False","0.00005940","D"
"kf6-solid","","https://invent.kde.org/frameworks/solid","","15362","0","0","0","4001","26723","True","True","False","0.00005939","D"
"kwalletmanager","","","","24357","20040","18695","23176","26509","33365","True","True","False","0.00005917","D"
"stoken","","","","22916","21527","20832","25930","26708","19586","True","True","False","0.00005907","D"
"python3-libevdev","","","","0","0","0","0","0","0","False","False","False","0.00005905","D"
"python3-pyudev","","","","0","0","0","0","0","0","False","False","False","0.00005905","D"
"libcurl3","","","","24224","41450","28513","23987","15169","12005","True","True","False","0.00005885","D"
"libsensors4","","","","24130","42449","28439","23632","14610","11520","True","True","False","0.00005862","D"
"usb-modeswitch-data","","","","0","0","0","0","0","0","False","False","False","0.00005861","D"
"ksshaskpass","","https://invent.kde.org/plasma/ksshaskpass","","24114","18994","18202","22809","26739","33826","True","True","False","0.00005858","D"
"libfluidsynth1","","","","24103","52221","27148","21685","11341","8124","True","True","False","0.00005855","D"
"gir1.2-atk-1.0","","","","0","0","0","0","0","0","False","False","False","0.00005855","D"
"plasma-desktop","","https://invent.kde.org/plasma/plasma-desktop","","24096","19675","18450","22927","26290","33139","True","True","False","0.00005854","D"
"libraw","","","","14722","293","234","262","9205","63619","True","True","False","0.00005839","D"
"libavtp","Avnu/libavtp","https://github.com/avnu/libavtp.git","","22885","0","0","31","8729","59897","True","True","False","0.00005836","D"
"arpack","opencollab/arpack-ng","https://github.com/opencollab/arpack-ng.git","","23235","24891","23594","24997","25001","17695","True","True","False","0.00005831","D"
"libtracker-sparql-3.0-0","","","","23995","3956","5544","22744","54065","33667","True","True","False","0.00005829","D"
"ruby3.3","","","","7558","0","0","0","21","15096","False","True","False","0.00005826","D"
"iftop","","","","23968","23739","23571","23674","24177","24682","True","True","False","0.00005823","D"
"kmenuedit","","https://invent.kde.org/plasma/kmenuedit","","23961","19502","18281","22761","26219","33045","True","True","False","0.00005821","D"
"adwaita-icon-theme","","","","0","0","0","0","0","0","False","False","False","0.00005818","D"
"gwenview","","","","23948","19891","18545","22927","26014","32363","True","True","False","0.00005818","D"
"libdbi","","","","23191","25640","24590","24273","22867","18586","True","True","False","0.00005815","D"
"dvdauthor","","","","23925","27270","22710","23635","22425","23586","True","True","False","0.00005812","D"
"konqueror","","","","23857","20097","18595","22929","25820","31845","True","True","False","0.00005796","D"
"libsoup2.4","","","","11823","2139","1776","1732","7505","45964","True","True","False","0.00005793","D"
"ark","","","","23843","19716","18397","22754","25921","32431","True","True","False","0.00005792","D"
"kamera","","","","23785","19775","18409","22789","25802","32151","True","True","False","0.00005778","D"
"libkf5kexiv2","","https://invent.kde.org/graphics/libkexiv2","","23764","21172","21011","26193","31258","19189","True","True","False","0.00005773","D"
"gtkspell","","","","23305","33324","23664","23005","18460","18072","True","True","False","0.00005772","D"
"augeas","","","","23745","27233","25585","23648","21573","20690","True","True","False","0.00005768","D"
"gir1.2-mutter-11","","","","23675","0","3645","19288","42752","29015","True","True","False","0.00005751","D"
"kdepim-runtime","","https://invent.kde.org/pim/kdepim-runtime","","22585","18937","17555","21824","24628","29985","True","True","False","0.00005745","D"
"qtxmlpatterns-opensource-src","","","","21791","27120","25194","23272","18483","14889","True","True","False","0.00005740","D"
"gir1.2-freedesktop","","","","0","0","0","0","0","0","False","False","False","0.00005737","D"
"kinfocenter","","https://invent.kde.org/plasma/kinfocenter","","23504","18990","17816","22309","25715","32691","True","True","False","0.00005710","D"
"libintl-perl","","","","23494","19546","21351","22050","25205","29322","True","True","False","0.00005707","D"
"kcalc","","","","23494","19270","18026","22432","25578","32166","True","True","False","0.00005707","D"
"opensc","OpenSC/OpenSC","https://github.com/opensc/opensc.git","","23462","23717","22182","22225","23907","25280","True","True","True","0.00005700","D"
"bluedevil","","https://invent.kde.org/plasma/bluedevil","","23338","18360","17630","22221","25815","32668","True","True","False","0.00005670","D"
"charls","team-charls/charls","https://github.com/team-charls/charls.git","","22418","21131","20403","21310","21714","27535","True","True","False","0.00005654","D"
"powerdevil","","https://invent.kde.org/plasma/powerdevil","","23267","18240","17473","22077","25724","32824","True","True","False","0.00005652","D"
"grantlee5","steveire/grantlee","https://github.com/steveire/grantlee.git","","23229","21707","20817","25710","29263","18649","True","True","False","0.00005643","D"
"nginx","","","","22295","19971","20802","21389","23354","25962","True","True","False","0.00005635","D"
"ktexteditor","","https://invent.kde.org/frameworks/ktexteditor","","23164","21861","20881","25472","28220","19386","True","True","False","0.00005627","D"
"kdnssd-kf5","","https://invent.kde.org/frameworks/kdnssd","","23141","22057","21058","25780","28598","18214","True","True","False","0.00005622","D"
"libalgorithm-diff-perl","","","","0","0","0","0","0","0","False","False","False","0.00005599","D"
"libsereal-encoder-perl","","","","23006","21384","20715","23164","23987","25780","True","True","False","0.00005589","D"
"libsereal-decoder-perl","","","","23000","21386","20717","23162","23975","25764","True","True","False","0.00005587","D"
"kdeplasma-addons","","https://invent.kde.org/plasma/kdeplasma-addons","","22906","18655","17491","21857","25002","31526","True","True","False","0.00005565","D"
"pkcs11-helper","OpenSC/pkcs11-helper","https://github.com/opensc/pkcs11-helper.git","","22868","25769","23703","23647","22857","18366","True","True","False","0.00005555","D"
"libvpl","intel/libvpl","https://github.com/intel/libvpl.git","","21706","0","8","3239","15372","68206","True","True","False","0.00005554","D"
"sweeper","","","","22764","18558","17365","21735","24833","31331","True","True","False","0.00005530","D"
"libvirt","","","","20418","18782","18327","18764","21957","24263","True","True","False","0.00005530","D"
"qt6-svg-private-abi","","","","0","0","0","0","0","0","False","False","False","0.00005488","D"
"libkolabxml","","https://git.kolab.org/diffusion/lkx/","","22198","17984","17059","21400","24528","30021","True","True","False","0.00005477","D"
"kf6-kauth","","https://invent.kde.org/frameworks/kauth","","14784","0","0","0","3985","25583","True","True","False","0.00005476","D"
"gir1.2-babl-0.1","","","","0","0","0","0","0","0","False","False","False","0.00005473","D"
"libpsm2","01org/opa-psm2","https://github.com/01org/opa-psm2.git","","13346","12841","11329","11868","14594","16098","True","True","False","0.00005465","D"
"qhull","","","","22361","11821","14225","13340","30460","41963","True","True","False","0.00005463","D"
"libpng12-0","","","","22473","36706","26596","22824","14534","11705","True","True","False","0.00005459","D"
"kactivities-stats","","https://invent.kde.org/frameworks/kactivities-stats","","22470","20214","21291","25050","28326","17471","True","True","False","0.00005459","D"
"taglib","","","","13264","932","847","826","809","62908","True","True","False","0.00005450","D"
"python-openssl","","","","22379","42827","25915","21405","12411","9340","True","True","False","0.00005437","D"
"libdisplay-info","","https://gitlab.freedesktop.org/emersion/libdisplay-info.git","","20988","0","0","13","6675","56278","True","True","False","0.00005426","D"
"serf","","","","21027","22942","20449","20028","20601","21119","True","True","False","0.00005419","D"
"baloo-kf5","","https://invent.kde.org/frameworks/baloo","","22288","21114","20122","24783","28045","17376","True","True","False","0.00005415","D"
"freerdp3","","","","22290","0","0","0","5398","39183","True","True","False","0.00005415","D"
"packagekit-qt","","","","20658","17748","18068","22987","26491","17998","True","True","False","0.00005414","D"
"dragon","","","","22237","18298","17083","21362","24192","30250","True","True","False","0.00005402","D"
"juk","","","","22200","18278","17029","21311","24172","30211","True","True","False","0.00005393","D"
"sox","","","","22154","25030","21807","21405","20603","21928","True","True","False","0.00005382","D"
"roc-toolkit","","","","19740","0","0","2","7079","52139","True","True","False","0.00005380","D"
"kf6-kparts","","https://invent.kde.org/frameworks/kparts","","13484","0","0","0","2501","24467","True","True","False","0.00005341","D"
"libkdcraw","","https://invent.kde.org/graphics/libkdcraw","","21479","19204","18356","23137","27525","19175","True","True","False","0.00005339","D"
"odbcinst1debian2","","","","21965","33332","28113","25360","13446","9578","True","True","False","0.00005336","D"
"libcpanel-json-xs-perl","","","","21923","13978","18703","22348","25944","28646","True","True","False","0.00005326","D"
"webrtc-audio-processing","","","","12738","177","167","173","173","63003","True","True","False","0.00005324","D"
"libkgapi","","https://invent.kde.org/pim/libkgapi","","21053","15719","15731","20251","23947","29621","True","True","False","0.00005322","D"
