repo,repo_id,has_gh_sponsors,gh_sponsorships_in,gh_sponsorships_out,gh_sponsorships,gh_sponsorships_p,gh_stars,gh_forks,has_funding_link,funding_link_platforms,has_funding_json,org_fundable,has_npm_funding,npm_funding_url,has_pypi_funding,pypi_funding_platforms,channels_count,oc_slug,oc_avg_funding,oc_avg_funding_p,host,host_type,owner,owner_type,host_score,score,intent,nonprofit
jonathanong/ee-first,20707897,False,0,0,0,100.0,54,7,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
jonschlinkert/assign-symbols,45661176,True,19,0,19,25.59,18,7,True,github,False,False,False,,False,,1,,0,100.0,,,,,1,63,True,True
jonschlinkert/define-property,40633359,True,19,0,19,25.59,21,8,True,github,False,False,False,,False,,1,,0,100.0,,,,,1,63,True,True
jonschlinkert/extend-shallow,25867410,True,19,0,19,25.59,33,9,True,github,False,False,False,,False,,1,,0,100.0,,,,,1,63,True,True
jonschlinkert/fill-range,27113310,True,19,0,19,25.59,58,15,True,github,False,False,False,,False,,1,,0,100.0,,,,,1,63,True,True
jonschlinkert/get-value,24911025,True,19,0,19,25.59,295,22,True,github,False,False,False,,False,,1,,0,100.0,,,,,1,63,True,True
jonschlinkert/global-prefix,31455984,True,19,0,19,25.59,29,12,True,github,False,False,False,,False,,1,,0,100.0,,,,,1,63,True,True
jonschlinkert/has-value,24310408,True,19,0,19,25.59,26,6,True,github,False,False,False,,False,,1,,0,100.0,,,,,1,63,True,True
jonschlinkert/has-values,33009186,True,19,0,19,25.59,23,5,True,github,False,False,False,,False,,1,,0,100.0,,,,,1,63,True,True
jonschlinkert/is-extendable,38225016,True,19,0,19,25.59,19,5,True,github,False,False,False,,False,,1,,0,100.0,,,,,1,63,True,True
jonschlinkert/is-number,24313173,True,19,0,19,25.59,282,53,True,github,False,False,False,,False,,1,,0,100.0,,,,,1,63,True,True
jonschlinkert/is-plain-object,24306940,True,19,0,19,25.59,157,33,True,github,False,False,False,,False,,1,,0,100.0,,,,,1,63,True,True
jonschlinkert/isobject,21342886,True,19,0,19,25.59,107,19,True,github,False,False,False,,False,,1,,0,100.0,,,,,1,63,True,True
jonschlinkert/kind-of,24491562,True,19,0,19,25.59,354,43,True,github,False,False,False,,False,,1,,0,100.0,,,,,1,63,True,True
jonschlinkert/map-cache,32450614,True,19,0,19,25.59,20,7,True,github,False,False,False,,False,,1,,0,100.0,,,,,1,63,True,True
jonschlinkert/normalize-path,21224182,True,19,0,19,25.59,112,12,True,github,False,False,False,,False,,1,,0,100.0,,,,,1,63,True,True
jonschlinkert/object-visit,38545952,True,19,0,19,25.59,20,5,True,github,False,False,False,,False,,1,,0,100.0,,,,,1,63,True,True
jonschlinkert/word-wrap,18260583,True,19,0,19,25.59,207,69,True,github,False,False,False,,False,,1,,0,100.0,,,,,1,63,True,True
jorgebucaran/colorette,34648097,True,9,0,9,30.28,1628,56,False,,False,False,False,,False,,0,,0,100.0,,,,,1,67,True,True
joshuakgoldberg/ts-api-utils,597893818,True,21,0,21,23.35,116,14,True,github,False,False,False,,False,,1,,0,100.0,,,,,1,62,True,True
jpadilla/pyjwt,1408162,True,3,0,3,40.0,5646,751,True,github,False,False,False,,False,,1,,0,100.0,,,,,1,74,True,True
jprichardson/node-fs-extra,2791348,False,0,0,0,100.0,9618,783,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
jprichardson/node-jsonfile,5754307,False,0,0,0,100.0,1210,388,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
jquast/wcwidth,18464187,True,1,8,9,30.28,453,66,True,github,False,False,False,,False,,1,,0,100.0,,,,,1,67,True,True
jquery/esprima,2833537,False,0,0,0,100.0,7134,774,False,,False,False,False,,False,,0,jqueryorg,3652.54,5.03,lf/openjs,nonprofit,,,0.5,29,True,True
jridgewell/resolve-uri,196878944,False,0,0,0,100.0,11,7,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
jridgewell/sourcemaps,897142826,False,0,0,0,100.0,43,7,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
jsdom/tr46,36964214,False,0,0,0,100.0,39,24,True,tidelift,False,False,False,,False,,1,,0,100.0,,,,,1,79,True,True
jsdom/webidl-conversions,23000311,False,0,0,0,100.0,41,21,True,tidelift,False,False,False,,False,,1,,0,100.0,,,,,1,79,True,True
jsdom/whatwg-mimetype,71014420,False,0,0,0,100.0,94,19,True,tidelift,False,False,False,,False,,1,,0,100.0,,,,,1,79,True,True
jsdom/whatwg-url,34761352,False,0,0,0,100.0,413,104,True,tidelift,False,False,False,,False,,1,,0,100.0,,,,,1,79,True,True
jsdom/xml-name-validator,28553202,False,0,0,0,100.0,15,11,True,tidelift,False,False,False,,False,,1,,0,100.0,,,,,1,79,True,True
jshttp/accepts,15482433,False,0,0,0,100.0,265,49,True,open_collective,False,False,False,,False,,1,,0,100.0,,,,,1,100,True,True
jshttp/content-disposition,24216676,False,0,0,0,100.0,241,47,True,open_collective,False,False,True,https://opencollective.com/express,False,,2,,0,100.0,,,,,1,79,True,True
jshttp/content-type,30172150,False,0,0,0,100.0,142,37,True,open_collective,False,False,True,https://opencollective.com/express,False,,2,,0,100.0,,,,,1,79,True,True
jshttp/cookie,4475810,False,0,0,0,100.0,1476,180,True,open_collective,False,False,True,https://opencollective.com/express,False,,2,,0,100.0,,,,,1,79,True,True
jshttp/etag,22894570,False,0,0,0,100.0,266,41,True,open_collective,False,False,False,,False,,1,,0,100.0,,,,,1,100,True,True
jshttp/forwarded,24300217,False,0,0,0,100.0,60,21,True,open_collective,False,False,False,,False,,1,,0,100.0,,,,,1,100,True,True
jshttp/fresh,4617552,False,0,0,0,100.0,162,34,True,open_collective,False,False,False,,False,,1,,0,100.0,,,,,1,100,True,True
jshttp/http-errors,23806086,False,0,0,0,100.0,1553,115,True,open_collective,False,False,True,https://opencollective.com/express,False,,2,,0,100.0,lf,nonprofit,,,0.5,79,True,True
jshttp/media-typer,20814275,False,0,0,0,100.0,57,17,True,open_collective,False,False,True,https://opencollective.com/express,False,,2,,0,100.0,,,,,1,79,True,True
jshttp/methods,8274071,False,0,0,0,100.0,180,37,True,open_collective,False,False,False,,False,,1,,0,100.0,,,,,1,100,True,True
jshttp/mime-db,22970419,False,0,0,0,100.0,1234,283,True,open_collective,False,False,False,,False,,1,,0,100.0,,,,,1,100,True,True
jshttp/mime-types,19380178,False,0,0,0,100.0,1461,146,True,open_collective,False,False,True,https://opencollective.com/express,False,,2,,0,100.0,,,,,1,79,True,True
jshttp/negotiator,3275614,False,0,0,0,100.0,380,41,True,open_collective,False,False,False,,False,,1,,0,100.0,,,,,1,100,True,True
jshttp/on-finished,15349765,False,0,0,0,100.0,404,50,True,open_collective,False,False,False,,False,,1,,0,100.0,,,,,1,100,True,True
jshttp/range-parser,4627131,False,0,0,0,100.0,96,24,True,open_collective,False,False,True,https://opencollective.com/express,False,,2,,0,100.0,,,,,1,79,True,True
jshttp/statuses,17690272,False,0,0,0,100.0,285,30,True,open_collective,False,False,False,,False,,1,,0,100.0,,,,,1,100,True,True
jshttp/type-is,15484233,False,0,0,0,100.0,228,37,True,open_collective,False,False,True,https://opencollective.com/express,False,,2,,0,100.0,,,,,1,79,True,True
jshttp/vary,20498698,False,0,0,0,100.0,64,15,True,open_collective,False,False,False,,False,,1,,0,100.0,,,,,1,100,True,True
jslicense/spdx-correct.js,34817196,False,0,0,0,100.0,35,22,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
jslicense/spdx-exceptions.json,40062896,False,0,0,0,100.0,16,11,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
jslicense/spdx-expression-parse.js,40067336,False,0,0,0,100.0,45,25,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
jslicense/spdx-license-ids,26001547,False,0,0,0,100.0,37,19,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
json5/json5,4463453,False,0,0,0,100.0,7115,274,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
juliangruber/balanced-match,13538817,True,6,0,6,34.41,129,44,True,"github,custom",False,False,False,,False,,2,,0,100.0,,,,,1,70,True,True
juliangruber/brace-expansion,13539234,True,6,0,6,34.41,207,80,True,"github,custom",False,False,False,,False,,2,,0,100.0,,,,,1,70,True,True
juliangruber/isarray,10227611,True,6,0,6,34.41,132,41,True,"tidelift,patreon",False,False,False,,False,,2,,0,100.0,,,,,1,70,True,True
justmoon/node-extend,3967764,False,0,1,1,43.69,343,78,False,,False,False,False,,False,,0,,0,100.0,,,,,1,76,False,True
jviereck/regjsparser,14087781,False,0,0,0,100.0,84,22,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
ka-weihe/fastest-levenshtein,158960628,False,0,0,0,100.0,766,27,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
kaelzhang/node-ignore,12519245,False,0,0,0,100.0,495,47,True,open_collective,False,False,False,,False,,1,node-ignore,38.88,18.32,,,,,1,57,True,True
kemitchell/validate-npm-package-license.js,35000460,False,0,0,0,100.0,28,11,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
kevinbeaty/any-promise,26247715,False,0,0,0,100.0,181,16,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
kevva/dir-glob,49264969,False,0,0,0,100.0,44,10,True,tidelift,False,False,False,,False,,1,,0,100.0,,,,,1,79,True,True
kevva/shebang-command,47402913,False,0,0,0,100.0,24,9,True,tidelift,False,False,False,,False,,1,,0,100.0,,,,,1,79,True,True
kilian/electron-to-chromium,78972540,True,3,0,3,40.0,155,28,True,"github,ko_fi,tidelift",False,False,False,,False,,3,,0,100.0,,,,,1,74,True,True
kjd/idna,10323585,False,0,0,0,100.0,277,116,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
knurling-rs/defmt,282262730,True,20,1,21,23.35,1166,125,True,github,False,False,False,,False,,1,,0,100.0,,,,,1,62,True,True
kpdecker/jsdiff,1542219,False,0,0,0,100.0,9131,536,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
krb5/krb5,4307702,False,0,0,0,100.0,593,429,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
kriskowal/asap,11295071,False,0,0,0,100.0,612,42,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
kriszyp/json-schema,947175,False,0,0,0,100.0,528,171,False,,False,False,False,,False,,0,,0,100.0,lf,nonprofit,,,0.5,79,True,True
langchain-ai/langchain,552661142,False,0,0,0,100.0,135127,22347,False,,False,False,False,,False,,0,,0,100.0,,,langchain.com,company,0,1,True,False
laurent-laporte-pro/deprecated,111412148,False,0,0,0,100.0,333,42,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
legrandin/pycryptodome,19378935,False,0,0,0,100.0,3226,553,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
libexpat/libexpat,80314213,False,0,0,0,100.0,1322,504,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
libffi/libffi,321154,False,0,0,0,100.0,4233,807,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
libjpeg-turbo/libjpeg-turbo,39760454,True,9,0,9,30.28,4295,1142,True,github,False,True,False,,False,,2,,0,100.0,,,,,1,67,True,True
libjxl/libjxl,340219494,False,0,0,0,100.0,3460,357,False,,False,False,False,,False,,0,,0,100.0,,,google.com,company,0,1,True,False
libpixman/pixman,81675971,False,0,0,0,100.0,38,3,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
libuv/libuv,14812739,False,0,0,0,100.0,26792,3866,False,,False,False,False,,False,,0,,0,100.0,openjsf.org,nonprofit,,,0.5,79,True,True
linusu/buffer-from,66025821,True,3,0,3,40.0,25,9,False,,False,False,False,,False,,0,,0,100.0,,,,,1,74,True,True
linux-audit/audit-userspace,52464964,False,0,0,0,100.0,707,239,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
linux-pam/linux-pam,76264690,False,0,0,0,100.0,768,345,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
litejs/natural-compare-lite,9146732,True,1,0,1,43.69,114,9,True,github,False,False,False,,False,,1,,0,100.0,,,,,1,76,True,True
ljharb/call-bind,308533760,True,67,23,90,16.42,12,7,True,"github,tidelift",False,False,True,https://github.com/sponsors/ljharb,False,,3,,0,100.0,,,,,1,55,True,True
ljharb/call-bind-apply-helpers,898190951,True,67,23,90,16.42,5,3,True,"github,tidelift",False,False,False,,False,,2,,0,100.0,,,,,1,55,True,True
ljharb/call-bound,898125972,True,67,23,90,16.42,5,2,True,"github,tidelift",False,False,True,https://github.com/sponsors/ljharb,False,,3,,0,100.0,,,,,1,55,True,True
ljharb/concat-map,548993448,True,67,23,90,16.42,3,2,True,"github,tidelift",False,False,True,https://github.com/sponsors/ljharb,False,,3,,0,100.0,,,,,1,55,True,True
ljharb/define-data-property,689109338,True,67,23,90,16.42,3,1,True,"github,tidelift",False,False,True,https://github.com/sponsors/ljharb,False,,3,,0,100.0,,,,,1,55,True,True
ljharb/define-properties,28768789,True,67,23,90,16.42,21,9,True,"github,tidelift",False,False,True,https://github.com/sponsors/ljharb,False,,3,,0,100.0,,,,,1,55,True,True
ljharb/es-abstract,28995155,True,67,23,90,16.42,123,31,True,"github,tidelift",False,False,True,https://github.com/sponsors/ljharb,False,,3,,0,100.0,,,,,1,55,True,True
ljharb/es-define-property,756570458,True,67,23,90,16.42,4,1,True,"github,tidelift",False,False,False,,False,,2,,0,100.0,,,,,1,55,True,True
ljharb/es-errors,752160492,True,67,23,90,16.42,10,4,True,"github,tidelift",False,False,False,,False,,2,,0,100.0,,,,,1,55,True,True
ljharb/es-shim-unscopables,480458584,True,67,23,90,16.42,2,0,True,"github,tidelift",False,False,False,,False,,2,,0,100.0,,,,,1,55,True,True
ljharb/es-to-primitive,32377814,True,67,23,90,16.42,22,8,True,"github,tidelift",False,False,False,,False,,2,,0,100.0,,,,,1,55,True,True
ljharb/get-intrinsic,308516559,True,67,23,90,16.42,34,6,True,"github,tidelift",False,False,True,https://github.com/sponsors/ljharb,False,,3,,0,100.0,,,,,1,55,True,True
ljharb/get-proto,911035271,True,67,23,90,16.42,3,2,True,"github,tidelift",False,False,False,,False,,2,,0,100.0,,,,,1,55,True,True
ljharb/gopd,560708130,True,67,23,90,16.42,2,4,True,"github,tidelift",False,False,True,https://github.com/sponsors/ljharb,False,,3,,0,100.0,,,,,1,55,True,True
ljharb/internal-slot,216159146,True,67,23,90,16.42,9,1,True,"github,tidelift",False,False,False,,False,,2,,0,100.0,,,,,1,55,True,True
ljharb/object-keys,9103992,True,67,23,90,16.42,46,15,True,"github,tidelift",False,False,False,,False,,2,,0,100.0,,,,,1,55,True,True
ljharb/object.assign,17755831,True,67,23,90,16.42,106,18,True,"github,tidelift",False,False,True,https://github.com/sponsors/ljharb,False,,3,,0,100.0,,,,,1,55,True,True
ljharb/possible-typed-array-names,760136716,True,67,23,90,16.42,1,0,True,"github,tidelift",False,False,False,,False,,2,,0,100.0,,,,,1,55,True,True
ljharb/qs,22266795,True,67,23,90,16.42,8927,880,True,"github,tidelift",False,False,True,https://github.com/sponsors/ljharb,False,,3,,0,100.0,,,,,1,55,True,True
ljharb/safe-regex-test,540138887,True,67,23,90,16.42,8,2,True,"github,tidelift",False,False,True,https://github.com/sponsors/ljharb,False,,3,,0,100.0,,,,,1,55,True,True
ljharb/set-function-length,704249795,True,67,23,90,16.42,4,1,True,"github,tidelift",False,False,False,,False,,2,,0,100.0,,,,,1,55,True,True
ljharb/side-channel,225239081,True,67,23,90,16.42,18,10,True,"github,tidelift",False,False,True,https://github.com/sponsors/ljharb,False,,3,,0,100.0,,,,,1,55,True,True
ljharb/side-channel-list,901451610,True,67,23,90,16.42,3,2,True,"github,tidelift",False,False,True,https://github.com/sponsors/ljharb,False,,3,,0,100.0,,,,,1,55,True,True
ljharb/side-channel-map,901191461,True,67,23,90,16.42,1,3,True,"github,tidelift",False,False,True,https://github.com/sponsors/ljharb,False,,3,,0,100.0,,,,,1,55,True,True
ljharb/side-channel-weakmap,901188921,True,67,23,90,16.42,1,2,True,"github,tidelift",False,False,True,https://github.com/sponsors/ljharb,False,,3,,0,100.0,,,,,1,55,True,True
lodash/lodash,3955647,False,0,0,0,100.0,61260,7150,False,,False,False,False,,False,,0,lodash,0,100.0,lf/openjs,nonprofit,,,0.5,79,True,True
loganfsmyth/gensync,132383032,False,0,0,0,100.0,94,15,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
lokathor/bytemuck,209673558,True,10,0,10,29.05,988,106,True,github,False,False,False,,False,,1,,0,100.0,,,,,1,66,True,True
lukeed/dequal,174421655,True,8,1,9,30.28,1466,33,True,github,False,False,False,,False,,1,,0,100.0,,,,,1,67,True,True
lukeed/escalade,273568715,True,8,1,9,30.28,155,11,False,,False,False,False,,False,,0,,0,100.0,,,,,1,67,True,True
lukeed/kleur,140393403,True,8,1,9,30.28,1694,50,True,github,False,False,False,,False,,1,,0,100.0,,,,,1,67,True,True
lxml/lxml,1353927,False,0,0,0,100.0,3018,611,True,"github,tidelift",False,False,False,,False,,2,,0,100.0,,,,,1,79,True,True
lydell/js-tokens,17552490,False,0,0,0,100.0,553,40,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
lz4/lz4,18106269,False,0,0,0,100.0,11786,1535,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
madler/zlib,2359378,False,0,0,0,100.0,6825,2749,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
mafintosh/end-of-stream,14732255,True,3,0,3,40.0,150,30,True,github,False,False,False,,False,,1,,0,100.0,,,,,1,74,True,True
mafintosh/pump,12118126,True,3,0,3,40.0,917,64,True,"github,tidelift",False,False,False,,False,,2,,0,100.0,,,,,1,74,True,True
mafintosh/tar-stream,15340089,True,3,0,3,40.0,436,102,True,github,False,False,False,,False,,1,,0,100.0,,,,,1,74,True,True
marshallpierce/rust-base64,47371310,False,0,0,0,100.0,718,135,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
mathiasbynens/cssesc,12001360,True,4,0,4,37.99,175,19,False,,False,False,False,,False,,0,,0,100.0,,,,,1,72,True,True
mathiasbynens/emoji-regex,24557614,True,4,0,4,37.99,1903,174,False,,False,False,False,,False,,0,,0,100.0,,,,,1,72,True,True
mathiasbynens/jsesc,10498729,True,4,0,4,37.99,794,53,False,,False,False,False,,False,,0,,0,100.0,,,,,1,72,True,True
mathiasbynens/punycode.js,2755924,True,4,0,4,37.99,1678,169,False,,False,False,False,,False,,0,,0,100.0,,,,,1,72,True,True
mathiasbynens/regenerate,10182772,True,4,0,4,37.99,376,39,False,,False,False,False,,False,,0,,0,100.0,,,,,1,72,True,True
mathiasbynens/regexpu-core,49437324,True,4,0,4,37.99,80,12,False,,False,False,False,,False,,0,,0,100.0,,,,,1,72,True,True
mathiasbynens/unicode-canonical-property-names-ecmascript,88346537,True,4,0,4,37.99,13,4,False,,False,False,False,,False,,0,,0,100.0,,,,,1,72,True,True
mathiasbynens/unicode-property-aliases-ecmascript,88333533,True,4,0,4,37.99,6,4,False,,False,False,False,,False,,0,,0,100.0,,,,,1,72,True,True
matklad/once_cell,143220272,False,0,1,1,43.69,2080,123,False,,False,False,False,,False,,0,,0,100.0,,,,,1,76,False,True
matplotlib/matplotlib,1385122,True,13,0,13,27.93,22739,8324,True,"github,custom",False,False,False,,True,custom,3,matplotlib,22126.20,2.79,numfocus,nonprofit,,,0.5,16,True,True
mcollina/fastq,37368217,True,13,1,14,27.37,1128,60,True,github,False,False,False,,False,,1,,0,100.0,,,,,1,65,True,True
mcollina/reusify,42106515,True,13,1,14,27.37,184,21,True,github,False,False,False,,False,,1,,0,100.0,,,,,1,65,True,True
mdn/data,70901646,False,0,0,0,100.0,776,212,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
medikoo/d,10817569,True,3,6,9,30.28,44,24,True,"github,tidelift",False,False,False,,False,,2,,0,100.0,,,,,1,67,True,True
medikoo/es5-ext,1792941,True,3,6,9,30.28,179,102,True,"github,tidelift",False,False,False,,False,,2,,0,100.0,,,,,1,67,True,True
medikoo/es6-symbol,14423385,True,3,6,9,30.28,178,17,True,"github,tidelift",False,False,False,,False,,2,,0,100.0,,,,,1,67,True,True
medikoo/type,177198492,True,3,6,9,30.28,37,4,True,github,False,False,False,,False,,1,,0,100.0,,,,,1,67,True,True
meinersbur/isl,37677854,False,0,0,0,100.0,76,28,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
mhammond/pywin32,108187130,False,0,0,0,100.0,5551,851,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
micheles/decorator,14656555,False,0,0,0,100.0,906,115,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
micromark/micromark,157420458,False,0,0,0,100.0,2169,77,True,"github,open_collective,thanks_dev",False,False,True,https://github.com/sponsors/unifiedjs,False,,4,,0,100.0,,,,,1,79,True,True
micromatch/anymatch,11458302,False,0,0,0,100.0,401,43,True,github,False,False,False,,False,,1,,0,100.0,,,,,1,100,True,True
micromatch/braces,25475303,False,0,0,0,100.0,246,79,True,github,False,False,False,,False,,1,,0,100.0,,,,,1,100,True,True
micromatch/is-extglob,31788841,False,0,0,0,100.0,23,5,True,"github,tidelift",False,False,False,,False,,2,,0,100.0,,,,,1,79,True,True
micromatch/is-glob,28179425,False,0,0,0,100.0,96,13,True,github,False,False,False,,False,,1,,0,100.0,,,,,1,100,True,True
micromatch/micromatch,27359938,False,0,0,0,100.0,3026,208,True,github,False,False,False,,False,,1,,0,100.0,,,,,1,100,True,True
micromatch/picomatch,156211895,False,0,0,0,100.0,1250,101,True,github,False,False,True,https://github.com/sponsors/jonschlinkert,False,,2,,0,100.0,,,,,1,79,True,True
micromatch/to-regex-range,40355891,False,0,0,0,100.0,172,23,True,github,False,False,False,,False,,1,,0,100.0,,,,,1,100,True,True
microsoft/tslib,34414315,False,0,1,1,43.69,1336,145,False,,False,False,False,,False,,0,,0,100.0,,,microsoft.com,company,0,1,True,False
microsoft/typescript,20929025,False,0,1,1,43.69,108681,13373,False,,False,False,False,,False,,0,,0,100.0,,,microsoft.com,company,0,1,True,False
microsoft/windows-rs,208102250,False,0,1,1,43.69,12133,612,False,,False,False,False,,False,,0,,0,100.0,,,microsoft.com,company,0,1,True,False
minimistjs/minimist,549230701,False,0,0,0,100.0,661,46,True,"github,tidelift",False,False,True,https://github.com/sponsors/ljharb,False,,3,,0,100.0,,,,,1,79,True,True
mirror/ncurses,22324756,False,0,0,0,100.0,586,128,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
mitsuhiko/insta,165561258,True,25,0,25,19.66,2833,148,True,github,False,False,False,,False,,1,,0,100.0,,,,,1,58,True,True
mm2/little-cms,507969,False,0,0,0,100.0,716,213,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
moment/moment,1424470,False,0,0,0,100.0,47987,7001,False,,False,False,False,,False,,0,,0,100.0,lf/openjs,nonprofit,,,0.5,79,True,True
more-itertools/more-itertools,4144530,False,0,0,0,100.0,4057,316,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
motdotla/dotenv,11205780,True,5,0,5,35.42,20402,935,True,"github,custom",False,False,True,https://dotenvx.com,False,,3,dotenv,142.25,17.77,,,,,1,40,True,True
moxystudio/node-cross-spawn,21335844,False,0,0,0,100.0,1169,140,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
mozilla/source-map,2014930,False,0,0,0,100.0,3720,370,False,,False,False,False,,False,,0,,0,100.0,mozilla.org,nonprofit,,,0.5,79,True,True
mrabarnett/mrab-regex,309446978,False,0,0,0,100.0,583,71,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
mrmlnc/fast-glob,77467076,False,0,0,0,100.0,2808,137,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
msgpack/msgpack-python,2242705,False,0,0,0,100.0,2080,244,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
myrne/performance-now,10219264,False,0,0,0,100.0,160,23,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
mysticatea/abort-controller,105228556,True,6,2,8,31.51,308,37,True,github,False,False,False,,False,,1,,0,100.0,,,,,1,68,True,True
mysticatea/event-target-shim,31137469,True,6,2,8,31.51,130,29,True,github,False,False,True,https://github.com/sponsors/mysticatea,False,,2,,0,100.0,,,,,1,68,True,True
netflix/vmaf,51317975,False,0,0,0,100.0,5333,819,False,,False,False,False,,False,,0,,0,100.0,,,netflix.com,company,0,1,True,False
nghttp2/nghttp2,11452676,False,0,0,0,100.0,4986,929,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
nicolo-ribaudo/babel-preset-current-node-syntax,253327079,True,9,4,13,27.93,6,0,True,github,False,False,False,,False,,1,,0,100.0,,,,,1,65,True,True
nlnetlabs/unbound,94195301,True,16,0,16,26.26,4471,437,True,"github,custom",False,False,False,,False,,2,,0,100.0,,,,,1,64,True,True
node-fetch/fetch-blob,186960326,True,4,0,4,37.99,64,36,False,,False,False,True,https://github.com/sponsors/jimmywarting,False,,1,,0,100.0,,,,,1,72,True,True
node-fetch/node-fetch,29849956,True,4,0,4,37.99,8857,1052,True,"github,open_collective",False,False,True,https://opencollective.com/node-fetch,False,,3,node-fetch,930.27,7.15,,,,,1,30,True,True
nodeca/argparse,4325614,True,4,0,4,37.99,508,75,True,"open_collective,patreon,tidelift",False,False,False,,False,,3,nodeca,190.70,17.21,,,,,1,40,True,True
nodeca/js-yaml,2504175,True,4,0,4,37.99,6564,807,True,github,True,False,True,https://github.com/sponsors/puzrin,False,,3,nodeca,190.70,17.21,,,,,1,40,True,True
nodeca/pako,16231859,True,4,0,4,37.99,6065,802,True,github,False,False,True,https://github.com/sponsors/puzrin,False,,2,nodeca,190.70,17.21,,,,,1,40,True,True
nodejs/node,27193779,True,55,0,55,17.54,116940,35445,True,"github,open_collective",False,False,False,,False,,2,nodejs-google-summer-of-code,0,100.0,lf/openjs,nonprofit,,,0.5,44,True,True
nodejs/readable-stream,5187096,True,55,0,55,17.54,1045,237,True,"github,open_collective",False,False,False,,False,,2,nodejs-google-summer-of-code,0,100.0,lf/openjs,nonprofit,,,0.5,44,True,True
nodejs/string_decoder,95052330,True,55,0,55,17.54,35,23,True,"github,open_collective",False,False,False,,False,,2,nodejs-google-summer-of-code,0,100.0,,,,,1,56,True,True
nodejs/undici,133092972,True,55,0,55,17.54,7532,756,True,"github,open_collective",False,False,False,,False,,2,nodejs-google-summer-of-code,0,100.0,,,,,1,56,True,True
nodelib/nodelib,129310478,False,0,0,0,100.0,79,14,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
npm/abbrev-js,554893,False,0,0,0,100.0,167,32,False,,False,False,False,,False,,0,,0,100.0,,,github.com,company,0,1,True,False
npm/cacache,193812470,False,0,0,0,100.0,299,35,False,,False,False,False,,False,,0,,0,100.0,,,github.com,company,0,1,True,False
npm/hosted-git-info,25002984,False,0,0,0,100.0,236,91,False,,False,False,False,,False,,0,,0,100.0,,,github.com,company,0,1,True,False
npm/ini,2167680,False,0,0,0,100.0,814,210,False,,False,False,False,,False,,0,,0,100.0,,,github.com,company,0,1,True,False
npm/json-parse-even-better-errors,211384370,False,0,0,0,100.0,27,4,False,,False,False,False,,False,,0,,0,100.0,,,github.com,company,0,1,True,False
npm/mute-stream,5159166,False,0,0,0,100.0,55,15,False,,False,False,False,,False,,0,,0,100.0,,,github.com,company,0,1,True,False
