repo,repo_id,has_gh_sponsors,gh_sponsorships_in,gh_sponsorships_out,gh_sponsorships,gh_sponsorships_p,gh_stars,gh_forks,has_funding_link,funding_link_platforms,has_funding_json,org_fundable,has_npm_funding,npm_funding_url,has_pypi_funding,pypi_funding_platforms,channels_count,oc_slug,oc_avg_funding,oc_avg_funding_p,host,host_type,owner,owner_type,host_score,score,intent,nonprofit
npm/node-semver,1357199,False,0,0,0,100.0,5422,573,False,,False,False,False,,False,,0,,0,100.0,,,github.com,company,0,1,True,False
npm/node-which,2169708,False,0,0,0,100.0,352,53,False,,False,False,False,,False,,0,,0,100.0,,,github.com,company,0,1,True,False
npm/nopt,1544436,False,0,0,0,100.0,542,46,False,,False,False,False,,False,,0,,0,100.0,,,github.com,company,0,1,True,False
npm/normalize-package-data,9301720,False,0,0,0,100.0,205,48,False,,False,False,False,,False,,0,,0,100.0,,,github.com,company,0,1,True,False
npm/ssri,193817839,False,0,0,0,100.0,58,28,False,,False,False,False,,False,,0,,0,100.0,,,github.com,company,0,1,True,False
npm/unique-slug,35246620,False,0,0,0,100.0,36,8,False,,False,False,False,,False,,0,,0,100.0,,,github.com,company,0,1,True,False
npm/write-file-atomic,23896209,False,0,0,0,100.0,249,49,False,,False,False,False,,False,,0,,0,100.0,,,github.com,company,0,1,True,False
numpy/numpy,908607,False,0,0,0,100.0,31908,12318,True,"open_collective,tidelift,custom",False,False,False,,False,,3,numpy,35427.69,1.56,numfocus,nonprofit,,,0.5,20,True,True
nv/cssom,1025209,False,0,1,1,43.69,758,101,False,,False,False,False,,False,,0,,0,100.0,,,,,1,76,False,True
nvzqz/static-assertions,100129252,True,5,0,5,35.42,656,26,True,"github,patreon,custom",False,False,False,,False,,3,,0,100.0,,,,,1,71,True,True
oauthlib/oauthlib,2811323,False,0,0,0,100.0,2965,507,True,"github,open_collective",False,False,False,,False,,2,oauthlib,0,100.0,,,,,1,100,True,True
octokit/openapi-types.ts,304109193,False,0,0,0,100.0,54,16,False,,False,False,False,,False,,0,,0,100.0,,,github.com,company,0,1,True,False
octokit/types.ts,216109757,False,0,0,0,100.0,152,33,False,,False,False,False,,False,,0,,0,100.0,,,github.com,company,0,1,True,False
oozcitak/xmlbuilder-js,1042809,True,1,0,1,43.69,926,105,True,github,False,False,False,,False,,1,imagelistview,0,100.0,,,,,1,76,True,True
open-telemetry/opentelemetry-js,185901023,False,0,0,0,100.0,3368,1031,False,,False,False,False,,False,,0,,0,100.0,lf/cncf,nonprofit,,,0.5,79,True,True
open-telemetry/opentelemetry-js-contrib,255986659,False,0,0,0,100.0,903,653,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
open-telemetry/opentelemetry-python,185478926,False,0,0,0,100.0,2416,864,False,,False,False,False,,False,,0,,0,100.0,lf/cncf,nonprofit,,,0.5,79,True,True
open-telemetry/opentelemetry-python-contrib,220524743,False,0,0,0,100.0,1035,936,False,,False,False,False,,False,,0,,0,100.0,lf/cncf,nonprofit,,,0.5,79,True,True
openssl/openssl,7634677,True,31,0,31,19.22,30068,11228,True,github,True,False,False,,False,,2,,0,100.0,,,,,1,58,True,True
p11-glue/p11-kit,12060420,False,0,0,0,100.0,185,113,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
pallets/click,19103692,True,35,0,35,18.88,17436,1673,True,"github,custom,tidelift,thanks_dev",False,False,False,,True,custom,5,,0,100.0,,,,,1,57,True,True
pallets/flask,596892,True,35,0,35,18.88,71454,16816,True,"github,custom,tidelift,thanks_dev",False,False,False,,True,custom,5,,0,100.0,,,,,1,57,True,True
pallets/itsdangerous,1945034,True,35,0,35,18.88,3112,235,True,"github,custom,tidelift,thanks_dev",False,False,False,,True,custom,5,,0,100.0,,,,,1,57,True,True
pallets/jinja,994551,True,35,0,35,18.88,11593,1728,True,"github,custom,tidelift,thanks_dev",False,False,False,,True,custom,5,,0,100.0,,,,,1,57,True,True
pallets/markupsafe,734244,True,35,0,35,18.88,687,178,True,"github,custom,tidelift,thanks_dev",False,False,False,,True,custom,5,,0,100.0,,,,,1,57,True,True
pallets/werkzeug,997338,True,35,0,35,18.88,6858,1772,True,"github,custom,tidelift,thanks_dev",False,False,False,,True,custom,5,,0,100.0,,,,,1,57,True,True
pandas-dev/pandas,858127,False,0,0,0,100.0,48586,19880,True,"github,custom,tidelift",False,False,False,,False,,3,pandas,60837.56,0.78,numfocus,nonprofit,,,0.5,16,True,True
paramiko/paramiko,119609,False,0,0,0,100.0,9738,2048,True,tidelift,False,False,False,,False,,1,,0,100.0,,,,,1,79,True,True
paulmillr/chokidar,4090287,True,23,0,23,20.0,12078,621,True,github,False,False,True,https://paulmillr.com/funding/,False,,2,pm-code,0,100.0,,,,,1,58,True,True
paulmillr/readdirp,4494405,True,23,0,23,20.0,418,59,True,github,False,False,True,https://paulmillr.com/funding/,False,,2,,0,100.0,,,,,1,58,True,True
pcre2project/pcre2,398251321,False,0,0,0,100.0,1273,259,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
pest-parser/pest,56964647,True,5,0,5,35.42,5331,291,True,"github,open_collective",False,False,False,,False,,2,pest,579.61,7.93,,,,,1,30,True,True
peternator7/strum,80964373,False,0,0,0,100.0,2356,181,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
petkaantonov/bluebird,12670444,False,0,0,0,100.0,20573,2320,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
pexpect/ptyprocess,24727748,False,0,0,0,100.0,238,72,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
pillarjs/encodeurl,60721766,False,0,0,0,100.0,37,23,True,open_collective,False,False,False,,False,,1,,0,100.0,,,,,1,100,True,True
pillarjs/finalhandler,20547377,False,0,0,0,100.0,232,54,True,open_collective,False,False,True,https://opencollective.com/express,False,,2,,0,100.0,,,,,1,79,True,True
pillarjs/iconv-lite,2743221,False,0,0,0,100.0,3166,295,True,open_collective,False,False,True,https://opencollective.com/express,False,,2,,0,100.0,,,,,1,79,True,True
pillarjs/parseurl,17533192,False,0,0,0,100.0,189,34,True,open_collective,False,False,False,,False,,1,,0,100.0,,,,,1,100,True,True
pillarjs/path-to-regexp,5265803,False,0,0,0,100.0,8583,465,True,open_collective,False,False,True,https://opencollective.com/express,False,,2,,0,100.0,lf,nonprofit,,,0.5,79,True,True
pillarjs/send,4879977,False,0,0,0,100.0,812,197,True,open_collective,False,False,True,https://opencollective.com/express,False,,2,,0,100.0,,,,,1,79,True,True
pkgconf/pkgconf,4180110,False,0,0,0,100.0,624,138,True,open_collective,False,False,False,,False,,1,pkgconf,0,100.0,,,,,1,100,True,True
pnggroup/libpng,3768025,False,0,0,0,100.0,1576,778,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
postcss/postcss,13078968,False,0,0,0,100.0,28975,1587,True,"github,open_collective,tidelift",False,False,True,https://opencollective.com/postcss/,False,,4,postcss,2536.76,5.47,,,,,1,38,True,True
postcss/postcss-selector-parser,36500102,False,0,0,0,100.0,213,53,False,,False,False,False,,False,,0,postcss,2536.76,5.47,,,,,1,38,True,True
postcss/postcss-value-parser,40920306,False,0,0,0,100.0,147,23,False,,False,False,False,,False,,0,postcss,2536.76,5.47,,,,,1,38,True,True
prettier/prettier,75104123,True,46,0,46,17.65,51830,4708,True,"github,open_collective,thanks_dev,tidelift",False,False,True,https://github.com/prettier/prettier?sponsor=1,False,,5,prettier,47708.18,1.34,,,,,1,13,True,True
primus/eventemitter3,13100677,False,0,0,0,100.0,3527,234,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
proptest-rs/proptest,94702898,False,0,0,0,100.0,2113,211,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
protobufjs/protobuf.js,8507859,False,0,0,0,100.0,10521,1661,True,github,False,False,False,,False,,1,,0,100.0,,,,,1,100,True,True
protocolbuffers/protobuf,23357588,False,0,0,0,100.0,71160,16115,False,,False,False,False,,False,,0,,0,100.0,,,google.com,company,0,1,True,False
psf/requests,1362490,True,19,0,19,25.59,53929,9877,True,custom,False,False,False,,False,,1,,0,100.0,,,,,1,63,True,True
psycopg/psycopg2,7730829,True,0,0,0,100.0,3630,537,True,"github,custom",False,False,False,,False,,2,,0,100.0,,,,,1,79,True,True
pvorb/clone,2317381,True,4,0,4,37.99,793,136,False,,False,False,False,,False,,0,,0,100.0,,,,,1,72,True,True
py4j/py4j,1045976,False,0,0,0,100.0,1287,231,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
pyasn1/pyasn1,512723255,False,0,0,0,100.0,50,29,True,custom,False,False,False,,False,,1,,0,100.0,,,,,1,79,True,True
pyasn1/pyasn1-modules,512723354,False,0,0,0,100.0,9,9,True,custom,False,False,False,,False,,1,,0,100.0,,,,,1,79,True,True
pyca/bcrypt,9993757,False,0,0,0,100.0,1470,213,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
pyca/cryptography,11939484,False,0,0,0,100.0,7565,1739,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
pyca/pynacl,8350032,False,0,0,0,100.0,1193,255,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
pyca/pyopenssl,15778059,False,0,0,0,100.0,938,428,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
pydantic/pydantic,90194616,True,14,0,14,27.37,27607,2570,True,github,False,False,False,,True,github,2,,0,100.0,,,pydantic.dev,company,0,1,True,False
pydantic/typing-inspection,930576948,True,14,0,14,27.37,63,6,False,,False,False,False,,False,,0,,0,100.0,,,,,1,65,True,True
pygments/pygments,205564111,False,0,0,0,100.0,2150,797,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
pypa/distlib,436970140,True,22,0,22,23.13,63,52,False,,False,False,False,,False,,0,,0,100.0,psf,nonprofit,,,0.5,49,True,True
pypa/packaging,19837758,True,22,0,22,23.13,725,293,False,,False,False,False,,False,,0,,0,100.0,psf,nonprofit,,,0.5,49,True,True
pypa/pip,1446467,True,22,0,22,23.13,10180,3260,True,custom,False,False,False,,False,,1,,0,100.0,psf,nonprofit,,,0.5,49,True,True
pypa/setuptools,54980593,True,22,0,22,23.13,2825,1375,True,tidelift,False,False,False,,False,,1,,0,100.0,psf,nonprofit,,,0.5,49,True,True
pypa/virtualenv,1446474,True,22,0,22,23.13,5034,1089,True,tidelift,False,False,False,,False,,1,,0,100.0,psf,nonprofit,,,0.5,49,True,True
pypa/wheel,98346885,True,22,0,22,23.13,558,181,False,,False,False,False,,False,,0,,0,100.0,psf,nonprofit,,,0.5,49,True,True
pyparsing/pyparsing,91262163,False,0,0,0,100.0,2466,310,True,tidelift,False,False,False,,False,,1,pyparsing,133.77,17.88,,,,,1,56,True,True
pytest-dev/iniconfig,66012563,True,12,0,12,28.6,59,35,False,,False,False,False,,False,,0,,0,100.0,,,,,1,66,True,True
pytest-dev/pluggy,34739117,True,12,0,12,28.6,1611,147,True,"tidelift,open_collective",False,False,False,,False,,2,,0,100.0,,,,,1,66,True,True
pytest-dev/pytest,37489525,True,12,0,12,28.6,13805,3104,True,"github,tidelift,open_collective,thanks_dev",False,False,False,,True,custom,5,pytest,13765.70,3.35,,,,,1,21,True,True
python-attrs/attrs,29918975,False,0,0,0,100.0,5773,430,True,"github,tidelift,thanks_dev,custom",False,False,False,,True,"github,tidelift",5,,0,100.0,,,,,1,79,True,True
python-cffi/cffi,696427398,False,0,0,0,100.0,256,80,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
python-greenlet/greenlet,3003137,False,0,0,0,100.0,1826,265,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
python-hyper/brotlicffi,43543393,False,0,0,0,100.0,153,31,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
python-hyper/h11,57372073,False,0,0,0,100.0,554,91,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
python-jsonschema/jsonschema,3072629,False,0,0,0,100.0,4947,616,True,"github,tidelift",False,False,False,,True,"github,tidelift",3,,0,100.0,,,,,1,79,True,True
python-jsonschema/jsonschema-specifications,582755777,False,0,0,0,100.0,13,11,True,github,False,False,False,,True,"github,tidelift",2,,0,100.0,,,,,1,79,True,True
python-jsonschema/referencing,569027868,False,0,0,0,100.0,53,20,True,github,False,False,False,,True,"github,tidelift",2,,0,100.0,,,,,1,79,True,True
python-pillow/pillow,5171600,True,3,0,3,40.0,13535,2430,True,"github,tidelift",False,False,False,,True,tidelift,3,,0,100.0,,,,,1,74,True,True
python-poetry/tomlkit,140365570,False,0,0,0,100.0,821,114,True,github,False,False,False,,False,,1,,0,100.0,,,,,1,100,True,True
python-trio/sniffio,142657210,True,3,0,3,40.0,148,28,True,"github,open_collective",False,False,False,,False,,2,python-trio,1704.07,6.03,,,,,1,29,True,True
python/cpython,81598961,True,173,0,173,9.94,72756,34663,True,"github,custom",True,False,False,,False,,2,,0,100.0,psf,nonprofit,,,0.5,37,True,True
python/importlib_metadata,306448340,True,173,0,173,9.94,140,92,True,tidelift,False,False,False,,False,,1,,0,100.0,psf,nonprofit,,,0.5,37,True,True
python/importlib_resources,306147182,True,173,0,173,9.94,71,48,True,tidelift,False,False,False,,False,,1,,0,100.0,psf,nonprofit,,,0.5,37,True,True
python/mypy,7053637,True,173,0,173,9.94,20389,3175,True,"github,custom",False,False,False,,False,,2,,0,100.0,psf,nonprofit,,,0.5,37,True,True
python/mypy_extensions,165752308,True,173,0,173,9.94,154,36,True,"github,custom",False,False,False,,False,,2,,0,100.0,psf,nonprofit,,,0.5,37,True,True
python/typing,24604008,True,173,0,173,9.94,1750,294,True,"github,custom",False,False,False,,False,,2,,0,100.0,psf,nonprofit,,,0.5,37,True,True
python/typing_extensions,494077289,True,173,0,173,9.94,562,136,True,"github,custom",False,False,False,,False,,2,,0,100.0,psf,nonprofit,,,0.5,37,True,True
python/tzdata,242158882,True,173,0,173,9.94,102,28,True,"github,custom",False,False,False,,False,,2,,0,100.0,psf,nonprofit,,,0.5,37,True,True
qix-/color-convert,1874305,True,16,0,16,26.26,819,101,False,,False,False,False,,False,,0,,0,100.0,,,,,1,64,True,True
qix-/node-error-ex,41388258,True,16,0,16,26.26,66,13,False,,False,False,False,,False,,0,,0,100.0,,,,,1,64,True,True
qix-/node-is-arrayish,41376759,True,16,0,16,26.26,17,9,False,,False,False,False,,False,,0,,0,100.0,,,,,1,64,True,True
radix-ui/primitives,273499522,False,0,0,0,100.0,18822,1173,False,,False,False,False,,False,,0,,0,100.0,,,workos.com,company,0,1,True,False
raszi/node-tmp,2313213,False,0,4,4,37.99,772,98,False,,False,False,False,,False,,0,,0,100.0,,,,,1,72,False,True
raynos/for-each,6006855,False,0,0,0,100.0,24,6,True,"github,tidelift",False,False,True,https://github.com/sponsors/ljharb,False,,3,,0,100.0,,,,,1,79,True,True
raynos/function-bind,10727014,False,0,0,0,100.0,139,26,True,"github,tidelift",False,False,True,https://github.com/sponsors/ljharb,False,,3,,0,100.0,,,,,1,79,True,True
rayon-rs/either,42479602,False,0,0,0,100.0,552,71,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
rayon-rs/rayon,24725038,False,0,0,0,100.0,12930,586,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
reactivex/rxjs,32247847,False,0,0,0,100.0,31662,2988,False,,False,False,False,,False,,0,rxjs,10,18.44,,,,,1,57,True,True
realpython/pytest-mypy,69576530,False,0,0,0,100.0,258,33,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
remix-run/react-router,19872456,False,0,2,2,41.34,56374,10849,True,open_collective,False,False,False,,False,,1,,0,100.0,,,shopify.com,company,0,1,True,False
remusao/tldts,97631656,False,0,0,0,100.0,739,26,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
requests/requests-oauthlib,6825724,False,0,0,0,100.0,1771,426,True,tidelift,False,False,False,,False,,1,,0,100.0,,,,,1,79,True,True
requests/toolbelt,15515181,False,0,0,0,100.0,1034,194,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
retep998/winapi-rs,23853482,False,0,0,0,100.0,1926,389,True,patreon,False,False,False,,False,,1,,0,100.0,,,,,1,79,True,True
rich-harris/estree-walker,33668779,False,0,0,0,100.0,419,37,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
rich-harris/magic-string,26143240,False,0,0,0,100.0,2701,114,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
rob--w/proxy-from-env,52038793,False,0,0,0,100.0,71,34,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
rogdham/backports.zstd,977687927,False,0,0,0,100.0,26,5,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
rollup/plugins,203607977,False,0,0,0,100.0,3753,627,True,open_collective,False,False,False,,False,,1,,0,100.0,,,,,1,100,True,True
ronaldoussoren/pyobjc,243933900,False,0,0,0,100.0,781,65,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
rust-cli/anstyle,493821282,False,0,0,0,100.0,160,42,True,github,False,False,False,,False,,1,,0,100.0,,,,,1,100,True,True
rust-cli/env_logger,96382888,False,0,0,0,100.0,1046,146,True,github,False,False,False,,False,,1,,0,100.0,,,,,1,100,True,True
rust-embedded/critical-section,365854323,False,0,0,0,100.0,162,27,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
rust-fuzz/arbitrary,90591032,False,0,0,0,100.0,860,93,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
rust-itertools/itertools,22360263,False,0,0,0,100.0,3115,345,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
rust-lang-nursery/lazy-static.rs,21157492,False,0,0,0,100.0,2028,125,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
rust-lang/cc-rs,26039547,False,0,0,0,100.0,2118,573,False,,False,False,False,,False,,0,,0,100.0,rustfoundation.org,nonprofit,,,0.5,79,True,True
rust-lang/cfg-if,38723660,False,0,0,0,100.0,636,48,False,,False,False,False,,False,,0,,0,100.0,rustfoundation.org,nonprofit,,,0.5,79,True,True
rust-lang/compiler-builtins,65153793,False,0,0,0,100.0,490,272,False,,False,False,False,,False,,0,,0,100.0,rustfoundation.org,nonprofit,,,0.5,79,True,True
rust-lang/flate2-rs,21954009,False,0,0,0,100.0,1098,193,False,,False,False,False,,False,,0,,0,100.0,rustfoundation.org,nonprofit,,,0.5,79,True,True
rust-lang/futures-rs,55077261,False,0,0,0,100.0,5848,681,False,,False,False,False,,False,,0,,0,100.0,rustfoundation.org,nonprofit,,,0.5,79,True,True
rust-lang/glob,23241722,False,0,0,0,100.0,577,92,False,,False,False,False,,False,,0,,0,100.0,rustfoundation.org,nonprofit,,,0.5,79,True,True
rust-lang/hashbrown,155119796,False,0,0,0,100.0,2912,345,False,,False,False,False,,False,,0,,0,100.0,rustfoundation.org,nonprofit,,,0.5,79,True,True
rust-lang/libc,29197565,False,0,0,0,100.0,2528,1242,False,,False,False,False,,False,,0,,0,100.0,rustfoundation.org,nonprofit,,,0.5,79,True,True
rust-lang/libz-sys,26042019,False,0,0,0,100.0,133,87,False,,False,False,False,,False,,0,,0,100.0,rustfoundation.org,nonprofit,,,0.5,79,True,True
rust-lang/log,27974762,False,0,0,0,100.0,2507,286,False,,False,False,False,,False,,0,,0,100.0,rustfoundation.org,nonprofit,,,0.5,79,True,True
rust-lang/pkg-config-rs,26042035,False,0,0,0,100.0,188,88,False,,False,False,False,,False,,0,,0,100.0,rustfoundation.org,nonprofit,,,0.5,79,True,True
rust-lang/regex,27890669,False,0,0,0,100.0,3955,503,True,github,False,False,False,,False,,1,,0,100.0,rustfoundation.org,nonprofit,,,0.5,79,True,True
rust-lang/rust,724712,False,0,0,0,100.0,112375,14823,True,"github,custom",False,False,False,,False,,2,,0,100.0,rustfoundation.org,nonprofit,,,0.5,79,True,True
rust-num/num-traits,114705611,False,0,0,0,100.0,929,164,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
rust-phf/rust-phf,15992970,False,0,0,0,100.0,2131,137,True,github,False,False,False,,False,,1,,0,100.0,,,,,1,100,True,True
rust-random/getrandom,166545969,False,0,0,0,100.0,541,256,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
rust-random/rand,30227790,False,0,0,0,100.0,2026,494,True,github,False,False,False,,False,,1,rust-random,0,100.0,,,,,1,100,True,True
rust-random/rand_core,1086593277,False,0,0,0,100.0,9,4,True,github,False,False,False,,False,,1,,0,100.0,,,,,1,100,True,True
rust-random/rngs,209510094,False,0,0,0,100.0,51,40,True,github,False,False,False,,False,,1,,0,100.0,,,,,1,100,True,True
rustcrypto/formats,406051759,False,0,0,0,100.0,318,172,False,,False,False,False,,False,,0,rustcrypto,812.75,7.71,,,,,1,43,True,True
rustcrypto/hashes,74106774,False,0,0,0,100.0,2209,315,False,,False,False,False,,False,,0,rustcrypto,812.75,7.71,,,,,1,43,True,True
rustcrypto/stream-ciphers,83051505,False,0,0,0,100.0,318,69,False,,False,False,False,,False,,0,rustcrypto,812.75,7.71,,,,,1,43,True,True
rustcrypto/traits,85605821,False,0,0,0,100.0,739,242,False,,False,False,False,,False,,0,rustcrypto,812.75,7.71,,,,,1,43,True,True
rustcrypto/utils,77307442,False,0,0,0,100.0,616,158,False,,False,False,False,,False,,0,rustcrypto,812.75,7.71,,,,,1,43,True,True
rvagg/bl,10706095,False,0,0,0,100.0,439,81,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
rvagg/through2,11808187,False,0,0,0,100.0,1905,105,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
ryanzim/universalify,87651180,False,0,0,0,100.0,112,15,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
salesforce/tough-cookie,2606873,False,0,0,0,100.0,1055,295,False,,False,False,False,,False,,0,,0,100.0,,,salesforce.com,company,0,1,True,False
samn/json-stable-stringify,76598131,False,0,0,0,100.0,13,3,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
samverschueren/decode-uri-component,91837954,False,0,0,0,100.0,156,41,True,tidelift,False,False,False,,False,,1,,0,100.0,,,,,1,79,True,True
sboudrias/inquirer.js,10114077,True,3,0,3,40.0,21519,1351,True,"github,thanks_dev,tidelift",False,False,False,,False,,3,,0,100.0,,,,,1,74,True,True
scikit-build/ninja-python-distributions,75102202,False,0,0,0,100.0,87,21,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
scikit-learn/scikit-learn,843222,True,11,0,11,28.94,65932,26974,True,custom,False,False,False,,False,,1,scikit-learn,16571.31,2.91,numfocus,nonprofit,,,0.5,16,True,True
scipy/scipy,1460385,False,0,0,0,100.0,14643,5713,True,"github,tidelift,custom",False,False,False,,False,,3,scipy,35986.42,1.45,numfocus,nonprofit,,,0.5,19,True,True
seanmonstar/reqwest,62350380,True,61,0,61,16.98,11568,1358,True,github,False,False,False,,False,,1,,0,100.0,,,,,1,55,True,True
sec-ant/readable-stream,569980966,False,0,0,0,100.0,8,3,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
selinuxproject/selinux,20648799,False,0,0,0,100.0,1573,397,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
serde-rs/bytes,87358441,False,0,0,0,100.0,376,38,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
serde-rs/json,35894511,False,0,0,0,100.0,5554,639,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
serde-rs/serde,14367737,False,0,0,0,100.0,10564,904,True,github,False,False,False,,False,,1,,0,100.0,,,,,1,100,True,True
servo/rust-fnv,33499190,True,261,0,261,0.34,358,32,False,,False,False,False,,False,,0,,0,100.0,,,,,1,15,True,True
servo/rust-smallvec,33456236,True,261,0,261,0.34,1638,175,False,,False,False,False,,False,,0,,0,100.0,,,,,1,15,True,True
servo/rust-url,14934771,True,261,0,261,0.34,1538,374,True,"github,open_collective",False,False,False,,False,,2,,0,100.0,,,,,1,15,True,True
sinclairzx81/typebox,87454905,False,0,0,0,100.0,6700,202,False,,False,False,False,,False,,0,,0,100.0,,,,,1,100,False,True
sindresorhus/ansi-escapes,40721875,True,186,12,198,9.05,547,53,True,"github,open_collective,buy_me_a_coffee,custom",False,False,True,https://github.com/sponsors/sindresorhus,False,,5,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/array-union,21005682,True,186,12,198,9.05,78,14,True,"github,tidelift",False,False,True,https://github.com/sponsors/sindresorhus,False,,3,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/binary-extensions,29771015,True,186,12,198,9.05,89,24,True,"github,open_collective,buy_me_a_coffee,custom",False,False,True,https://github.com/sponsors/sindresorhus,False,,5,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/callsites,18938743,True,186,12,198,9.05,271,24,True,"github,open_collective,buy_me_a_coffee,custom",False,False,True,https://github.com/sponsors/sindresorhus,False,,5,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/camelcase,25116836,True,186,12,198,9.05,699,100,True,"github,open_collective,buy_me_a_coffee,custom",False,False,True,https://github.com/sponsors/sindresorhus,False,,5,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/clean-stack,62838930,True,186,12,198,9.05,346,23,True,"github,open_collective,buy_me_a_coffee,custom",False,False,True,https://github.com/sponsors/sindresorhus,False,,5,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/cli-cursor,23512396,True,186,12,198,9.05,113,7,True,"github,open_collective,buy_me_a_coffee,custom",False,False,True,https://github.com/sponsors/sindresorhus,False,,5,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/crypto-random-string,73665728,True,186,12,198,9.05,575,43,True,"github,tidelift",False,False,False,,False,,2,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/decamelize,29773710,True,186,12,198,9.05,244,28,True,"github,open_collective,buy_me_a_coffee,custom",False,False,True,https://github.com/sponsors/sindresorhus,False,,5,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/detect-newline,21304485,True,186,12,198,9.05,55,6,True,"github,open_collective,tidelift,custom",False,False,True,https://github.com/sponsors/sindresorhus,False,,5,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/environment,793180075,True,186,12,198,9.05,167,1,True,"github,open_collective,buy_me_a_coffee,custom",False,False,True,https://github.com/sponsors/sindresorhus,False,,5,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/escape-string-regexp,21169121,True,186,12,198,9.05,598,58,True,"github,open_collective,buy_me_a_coffee,custom",False,False,True,https://github.com/sponsors/sindresorhus,False,,5,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/execa,47475908,True,186,12,198,9.05,7498,250,True,"github,open_collective,buy_me_a_coffee,custom",False,False,True,https://github.com/sindresorhus/execa?sponsor=1,False,,5,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/figures,21672939,True,186,12,198,9.05,624,23,True,"github,open_collective,buy_me_a_coffee,custom",False,False,True,https://github.com/sponsors/sindresorhus,False,,5,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/file-type,19105307,True,186,12,198,9.05,4270,395,True,github,False,False,False,,False,,1,sindresorhus,301.32,16.65,,,,,1,25,True,True
sindresorhus/find-cache-directory,48783244,True,186,12,198,9.05,162,24,True,"github,open_collective,buy_me_a_coffee,custom",False,False,True,https://github.com/sponsors/sindresorhus,False,,5,sindresorhus,301.32,16.65,,,,,1,25,True,True
