repo,repo_id,openssf_score,openssf_score_source,cve_count_5y,ossfuzz_enrolled,bestpractices_badge_id,openssf_score_p,cve_score,score,fetched_at
browserify/resolve,gh/1915099,6.3,openssf_local,0,False,passing,23.04,50.0,50,2026-04-27T15:06:41+01:00
browserslist/browserslist,gh/27971466,6.4,openssf_local,1,False,,21.25,72.68,73,2026-04-27T15:06:17+01:00
browserslist/caniuse-lite,gh/80221890,5.2,openssf_local,0,False,,40.04,50.0,50,2026-04-27T16:03:39+01:00
browserslist/update-db,gh/505548145,3.2,openssf_local,0,False,,86.47,50.0,86,2026-04-27T16:11:14+01:00
burntsushi/aho-corasick,gh/37290678,6.3,openssf_local,0,False,,23.04,50.0,50,2026-04-27T21:31:58+01:00
burntsushi/jiff,gh/759017108,5.8,openssf_local,0,False,,30.31,50.0,50,2026-04-27T21:32:02+01:00
burntsushi/memchr,gh/37290652,6.7,openssf_local,0,False,,15.32,50.0,50,2026-04-27T21:32:07+01:00
burntsushi/quickcheck,gh/17559913,5.1,openssf_local,0,False,,41.16,50.0,50,2026-04-27T15:05:26+01:00
burntsushi/same-file,gh/78375612,3,openssf_local,0,False,,92.84,50.0,93,2026-04-27T17:04:52+01:00
burntsushi/termcolor,gh/141345580,3.3,openssf_local,0,False,,84.34,50.0,84,2026-04-27T15:53:07+01:00
burntsushi/ucd-generate,gh/123997498,3.2,openssf_local,0,False,,86.47,50.0,86,2026-04-27T17:04:53+01:00
burntsushi/walkdir,gh/42685794,2.9,openssf_local,0,False,,95.75,50.0,96,2026-04-27T17:04:56+01:00
burntsushi/winapi-util,gh/146040682,4.3,openssf_local,0,False,,53.8,50.0,54,2026-04-27T15:08:29+01:00
businho/pytest-ruff,gh/599731435,3.7,openssf_local,0,False,,77.18,50.0,77,2026-05-03T23:21:52+01:00
bytecodealliance/rustix,gh/295544240,5.1,openssf_local,1,False,,41.16,72.68,73,2026-04-27T21:32:21+01:00
bytecodealliance/wasi-rs,gh/196445196,5.9,openssf_local,0,False,,28.52,50.0,50,2026-05-03T23:21:59+01:00
c-ares/c-ares,gh/571708,6.3,openssf_local,18,True,passing,23.04,95.85,96,2026-04-07T10:48:28+01:00
calvinmetcalf/minimalistic-assert,gh/29144257,2.8,openssf_local,0,False,,96.53,50.0,97,2026-04-27T16:11:14+01:00
calvinmetcalf/process-nextick-args,gh/36039131,3,openssf_local,0,False,,92.84,50.0,93,2026-04-27T17:05:28+01:00
caolan/async,gh/698041,4.4,openssf_local,1,False,,52.46,72.68,73,2026-04-27T16:06:07+01:00
certbot/certbot,gh/26516210,7.7,openssf_local,0,False,,4.81,50.0,50,2026-05-03T23:22:09+01:00
certifi/python-certifi,gh/3060959,7.1,openssf_local,3,False,,10.51,84.88,85,2026-04-27T14:54:12+01:00
chaijs/type-detect,gh/12107007,3.2,openssf_local,0,False,,86.47,50.0,86,2026-04-27T15:53:33+01:00
chalk/ansi-regex,gh/20451415,4.1,openssf_local,2,False,,59.06,82.2,82,2026-04-27T14:53:42+01:00
chalk/ansi-styles,gh/11803168,4.1,openssf_local,1,False,,59.06,72.68,73,2026-04-27T14:54:29+01:00
chalk/chalk,gh/11855195,4,openssf_local,1,False,,64.65,72.68,73,2026-04-27T14:54:07+01:00
chalk/slice-ansi,gh/43191689,4.3,openssf_local,1,False,,53.8,72.68,73,2026-04-27T16:09:44+01:00
chalk/strip-ansi,gh/15014856,4.2,openssf_local,1,False,,56.49,72.68,73,2026-04-27T14:54:17+01:00
chalk/supports-color,gh/11855007,4.1,openssf_local,1,False,,59.06,72.68,73,2026-04-27T14:55:14+01:00
chalk/wrap-ansi,gh/41053676,4.4,openssf_local,1,False,,52.46,72.68,73,2026-04-27T15:05:46+01:00
chalker/safer-buffer,gh/125825141,3,openssf_local,0,False,,92.84,50.0,93,2026-04-27T14:57:14+01:00
chardet/chardet,gh/5196969,6.8,openssf_local,0,False,,14.09,50.0,50,2026-04-27T17:05:29+01:00
cheeriojs/dom-serializer,gh/18991884,6.3,openssf_local,0,False,,23.04,50.0,50,2026-04-27T17:05:30+01:00
chicoxyzzy/node-releases,gh/73765596,4.2,openssf_local,0,False,,56.49,50.0,56,2026-04-27T16:08:39+01:00
chronotope/chrono,gh/18210201,6.1,openssf_local,0,True,,26.06,50.0,50,2026-04-27T17:05:30+01:00
chronotope/humantime,gh/59320323,4.8,openssf_local,0,False,,45.08,50.0,50,2026-04-27T17:05:34+01:00
clap-rs/clap,gh/31315121,5.5,openssf_local,0,False,,34.23,50.0,50,2026-04-27T17:05:40+01:00
cloudflare/cloudflare-python,gh/753271547,5.4,openssf_local,0,False,,36.69,50.0,50,2026-04-27T17:05:53+01:00
colinhacks/zod,gh/245704608,5.2,openssf_local,1,False,,40.04,72.68,73,2026-05-03T23:22:14+01:00
colorjs/color-name,gh/27038309,3.2,openssf_local,1,False,,86.47,72.68,86,2026-04-27T14:54:31+01:00
comex/rust-shlex,gh/37886228,4.9,openssf_local,1,False,,43.18,72.68,73,2026-04-27T17:06:01+01:00
component/escape-html,gh/5444800,3,openssf_local,0,False,,92.84,50.0,93,2026-04-27T17:06:08+01:00
component/toidentifier,gh/114743189,3.3,openssf_local,0,False,,84.34,50.0,84,2026-04-27T17:06:14+01:00
composefs/tar-rs,gh/21946092,7.6,openssf_local,2,False,,5.26,82.2,82,2026-05-03T23:21:24+01:00
conventional-changelog/commitlint,gh/51575745,5.5,openssf_local,0,False,,34.23,50.0,50,2026-04-27T16:09:57+01:00
conventional-changelog/conventional-changelog,gh/15639771,5.1,openssf_local,1,False,,41.16,72.68,73,2026-04-27T16:09:51+01:00
cosmiconfig/cosmiconfig,gh/45750507,5.2,openssf_local,0,False,,40.04,50.0,50,2026-04-27T16:07:28+01:00
coveragepy/coveragepy,gh/138421996,7.7,openssf_local,0,True,,4.81,50.0,50,2026-04-27T17:06:17+01:00
cpburnz/python-pathspec,gh/14648551,5.3,openssf_local,0,True,,38.48,50.0,50,2026-04-27T17:06:20+01:00
cpython-team/python3-defaults,gl/salsa.debian.org-27547,,,0,False,,,50.0,50,
crate-py/rpds,gh/608018848,6.9,openssf_local,0,False,,12.3,50.0,50,2026-04-27T16:06:52+01:00
criterion-rs/criterion.rs,gh/1081104682,5.7,openssf_local,0,False,,31.1,50.0,50,2026-04-27T14:56:03+01:00
crossbeam-rs/crossbeam,gh/35566048,6.3,openssf_local,9,False,,23.04,91.95,92,2026-04-27T17:06:20+01:00
css-modules/icss-utils,gh/42766912,2.9,openssf_local,0,False,,95.75,50.0,96,2026-04-27T21:32:50+01:00
cssnano/cssnano,gh/33943153,7.5,openssf_local,0,False,,6.26,50.0,50,2026-04-27T14:54:16+01:00
csstools/postcss-plugins,gh/219192307,7.5,openssf_local,0,False,,6.26,50.0,50,2026-04-27T14:54:34+01:00
csstree/csstree,gh/67236461,3.9,openssf_local,0,False,,72.04,50.0,72,2026-04-27T16:10:47+01:00
curl/curl,gh/569041,8.9,openssf_local,112,True,gold,0.67,99.51,100,2026-05-03T20:00:58+01:00
cuviper/autocfg,gh/135481335,3.6,openssf_local,0,False,,79.19,50.0,79,2026-04-27T16:09:08+01:00
cyan4973/xxhash,gh/19330466,7.3,openssf_local,0,False,,8.28,50.0,50,2026-04-06T13:37:02+01:00
daaku/nodejs-makeerror,gh/2097803,2.5,openssf_local,0,False,,98.43,50.0,98,2026-04-27T17:06:43+01:00
daaku/nodejs-tmpl,gh/2171213,2.6,openssf_local,1,False,,98.1,72.68,98,2026-04-27T16:11:14+01:00
dateutil/dateutil,gh/26876372,5.3,openssf_local,0,True,,38.48,50.0,50,2026-04-27T17:06:50+01:00
davidhalter/parso,gh/90668463,5.6,openssf_local,0,True,,32.55,50.0,50,2026-04-27T17:06:51+01:00
davisjam/safe-regex,gh/90781457,3.3,openssf_local,0,False,,84.34,50.0,84,2026-04-27T17:06:56+01:00
dchest/tweetnacl-js,gh/15649752,2,openssf_local,0,False,,99.33,50.0,99,2026-04-27T17:06:59+01:00
dcodeio/long.js,gh/8678904,3.3,openssf_local,0,False,,84.34,50.0,84,2026-04-27T15:08:26+01:00
debian/bzip2,gl/salsa.debian.org-9696,,,1,False,,,72.68,73,
debian/ca-certificates,gl/salsa.debian.org-2995,,,1,False,,,72.68,73,
debian/gdbm,gl/salsa.debian.org-32157,,,0,False,,,50.0,50,
debian/giflib,gl/salsa.debian.org-12522,,,8,False,,,91.71,92,
debug-js/debug,gh/2871998,3.5,openssf_local,2,False,,80.98,82.2,82,2026-04-27T14:53:40+01:00
definitelytyped/definitelytyped,gh/6093316,7,openssf_local,0,False,,11.41,50.0,50,2026-04-27T14:52:37+01:00
defunctzombie/node-process,gh/7580644,3,openssf_local,0,False,,92.84,50.0,93,2026-04-27T16:05:46+01:00
django/asgiref,gh/48501860,4.4,openssf_local,0,False,,52.46,50.0,52,2026-04-27T17:07:05+01:00
djc/rustc-version-rs,gh/41272773,4.2,openssf_local,0,False,,56.49,50.0,56,2026-04-27T17:07:10+01:00
dmitrysoshnikov/regexp-tree,gh/85459304,3,openssf_local,0,False,,92.84,50.0,93,2026-04-27T17:07:13+01:00
docutils/docutils,gh/44840244,3.9,openssf_local,0,False,,72.04,50.0,72,2026-06-01T00:23:57+01:00
doowb/ansi-colors,gh/47135420,3,openssf_local,0,False,,92.84,50.0,93,2026-04-27T17:07:24+01:00
douglasdwyer/wasm_sync,gh/668034655,2.2,openssf_local,0,False,,99.22,50.0,99,2026-04-27T17:07:24+01:00
dougwilson/nodejs-depd,gh/20848667,3.3,openssf_local,0,False,,84.34,50.0,84,2026-04-27T16:08:13+01:00
dtolnay/anyhow,gh/212936374,5.4,openssf_local,0,False,,36.69,50.0,50,2026-04-27T16:05:55+01:00
dtolnay/automod,gh/173074854,4.3,openssf_local,0,False,,53.8,50.0,54,2026-04-27T15:07:19+01:00
dtolnay/dissimilar,gh/229514821,5.2,openssf_local,0,False,,40.04,50.0,50,2026-04-27T16:08:52+01:00
dtolnay/indoc,gh/54252316,4.8,openssf_local,0,False,,45.08,50.0,50,2026-04-27T17:07:28+01:00
dtolnay/itoa,gh/61962375,5.5,openssf_local,0,True,,34.23,50.0,50,2026-04-27T17:07:36+01:00
dtolnay/no-panic,gh/143469762,4.5,openssf_local,0,False,,50.0,50.0,50,2026-04-27T16:08:20+01:00
dtolnay/proc-macro2,gh/91860126,5.4,openssf_local,0,False,,36.69,50.0,50,2026-04-27T14:53:31+01:00
dtolnay/quote,gh/67273122,5.4,openssf_local,0,False,,36.69,50.0,50,2026-04-27T14:53:54+01:00
dtolnay/ref-cast,gh/106295902,4.7,openssf_local,0,False,,46.64,50.0,50,2026-04-27T16:08:46+01:00
dtolnay/rustversion,gh/183990447,4.5,openssf_local,0,False,,50.0,50.0,50,2026-04-27T14:55:00+01:00
dtolnay/ryu,gh/142720484,5.5,openssf_local,0,True,,34.23,50.0,50,2026-04-27T17:07:37+01:00
dtolnay/semver,gh/22432442,5.4,openssf_local,0,False,,36.69,50.0,50,2026-04-27T17:07:38+01:00
dtolnay/syn,gh/67305738,5.8,openssf_local,0,False,,30.31,50.0,50,2026-04-27T14:54:32+01:00
dtolnay/target-triple,gh/734167706,4.2,openssf_local,0,False,,56.49,50.0,56,2026-04-27T16:09:35+01:00
dtolnay/thiserror,gh/213836768,5,openssf_local,0,False,,42.06,50.0,50,2026-04-27T16:06:35+01:00
dtolnay/trybuild,gh/184941159,5.6,openssf_local,0,False,,32.55,50.0,50,2026-04-27T14:52:37+01:00
dtolnay/unicode-ident,gh/492639579,5.3,openssf_local,0,False,,38.48,50.0,50,2026-04-27T15:06:20+01:00
eemeli/yaml,gh/119439276,7.8,openssf_local,1,False,,3.91,72.68,73,2026-04-27T17:07:46+01:00
ehmicky/human-signals,gh/214467546,3.1,openssf_local,0,False,,88.14,50.0,88,2026-04-27T17:07:48+01:00
eliben/pycparser,gh/10589864,5.8,openssf_local,0,True,,30.31,50.0,50,2026-04-27T14:52:37+01:00
emotion-js/emotion,gh/92570536,5.2,openssf_local,0,False,,40.04,50.0,50,2026-04-27T14:56:53+01:00
encode/httpcore,gh/237210639,5.4,openssf_local,0,True,,36.69,50.0,50,2026-04-27T17:07:58+01:00
encode/httpx,gh/179492861,6.3,openssf_local,1,True,,23.04,72.68,73,2026-04-27T16:10:17+01:00
epoberezkin/fast-deep-equal,gh/94483360,3.1,openssf_local,0,False,,88.14,50.0,88,2026-04-27T15:05:30+01:00
epoberezkin/fast-json-stable-stringify,gh/108103016,2.9,openssf_local,0,False,,95.75,50.0,96,2026-04-27T17:07:59+01:00
epoberezkin/json-schema-traverse,gh/93333933,3.4,openssf_local,0,False,,82.33,50.0,82,2026-04-27T15:07:00+01:00
es-shims/array-includes,gh/28753032,4,openssf_local,0,False,,64.65,50.0,65,2026-04-27T17:08:05+01:00
es-shims/dunder-proto,gh/898274312,3.9,openssf_local,0,False,,72.04,50.0,72,2026-04-27T15:08:22+01:00
es-shims/es-object-atoms,gh/773229339,4,openssf_local,0,False,,64.65,50.0,65,2026-04-27T14:57:08+01:00
es-shims/es-set-tostringtag,gh/580683868,3.9,openssf_local,0,False,,72.04,50.0,72,2026-04-27T17:08:10+01:00
es-shims/math-intrinsics,gh/902014040,3.9,openssf_local,0,False,,72.04,50.0,72,2026-04-27T16:09:09+01:00
es-shims/object.values,gh/41723335,4,openssf_local,0,False,,64.65,50.0,65,2026-04-27T17:08:16+01:00
es-shims/regexp.prototype.flags,gh/26932422,4,openssf_local,0,False,,64.65,50.0,65,2026-04-27T17:08:24+01:00
es-shims/string.prototype.trimend,gh/114682758,4,openssf_local,0,False,,64.65,50.0,65,2026-04-27T17:08:29+01:00
es-shims/string.prototype.trimstart,gh/114682105,4.2,openssf_local,0,False,,56.49,50.0,56,2026-05-03T23:22:25+01:00
eslint-community/eslint-utils,gh/568240379,6.6,openssf_local,0,False,,17.0,50.0,50,2026-05-03T23:22:30+01:00
eslint/eslint,gh/11061773,7.2,openssf_local,0,False,,9.62,50.0,50,2026-04-27T16:07:57+01:00
eslint/js,gh/27620277,6.7,openssf_local,0,False,,15.32,50.0,50,2026-04-27T14:55:10+01:00
eslint/rewrite,gh/791446923,6.7,openssf_local,2,False,,15.32,82.2,82,2026-04-27T15:52:38+01:00
estools/escodegen,gh/3611422,2.9,openssf_local,0,False,,95.75,50.0,96,2026-04-28T01:21:03+01:00
estools/esquery,gh/11412938,3.9,openssf_local,0,False,,72.04,50.0,72,2026-04-27T17:08:35+01:00
estools/esrecurse,gh/27429822,3,openssf_local,0,False,,92.84,50.0,93,2026-04-27T21:33:01+01:00
estools/estraverse,gh/6145439,3.4,openssf_local,0,False,,82.33,50.0,82,2026-04-27T14:57:03+01:00
estools/esutils,gh/14677293,3.1,openssf_local,0,False,,88.14,50.0,88,2026-04-27T15:08:07+01:00
ethers-io/ethers.js,gh/63465664,3.7,openssf_local,0,False,,77.18,50.0,77,2026-04-27T17:08:39+01:00
evanw/esbuild,gh/61137153,3.8,openssf_local,1,False,,75.5,72.68,76,2026-04-27T16:08:26+01:00
evanw/node-source-map-support,gh/7682781,3,openssf_local,0,False,,92.84,50.0,93,2026-04-27T16:08:49+01:00
eventualbuddha/lines-and-columns,gh/47284288,2.6,openssf_local,0,False,,98.1,50.0,98,2026-04-27T17:08:42+01:00
executablebooks/markdown-it-py,gh/249956697,6.2,openssf_local,2,True,,24.5,82.2,82,2026-04-27T16:08:39+01:00
executablebooks/mdurl,gh/387293763,3.5,openssf_local,0,True,,80.98,50.0,81,2026-04-27T15:53:38+01:00
exodusoss/bytes,gh/885154008,5.8,openssf_local,0,False,,30.31,50.0,50,2026-04-27T17:08:50+01:00
expressjs/body-parser,gh/15669006,8.2,openssf_local,2,False,,2.46,82.2,82,2026-04-27T17:08:52+01:00
expressjs/serve-static,gh/17464338,7.3,openssf_local,1,False,,8.28,72.68,73,2026-04-27T17:08:52+01:00
facebook/watchman,gh/6930489,5.4,openssf_local,0,False,,36.69,50.0,50,2026-04-27T16:06:32+01:00
facebook/zstd,gh/29759715,8.3,openssf_local,0,True,,2.35,50.0,50,2026-04-06T12:36:25+01:00
facelessuser/soupsieve,gh/160789418,5.1,openssf_local,0,True,,41.16,50.0,50,2026-04-27T16:07:24+01:00
fastify/fast-uri,gh/419317518,7.2,openssf_local,0,False,,9.62,50.0,50,2026-04-27T17:09:30+01:00
faye/websocket-driver-node,gh/9733816,3.2,openssf_local,0,False,,86.47,50.0,86,2026-04-27T17:09:36+01:00
fb55/boolbase,gh/16864585,5.9,openssf_local,0,False,,28.52,50.0,50,2026-04-27T16:11:36+01:00
fb55/css-select,gh/3411063,6.3,openssf_local,0,False,,23.04,50.0,50,2026-04-27T17:09:37+01:00
fb55/css-what,gh/4460687,6.5,openssf_local,2,False,,19.57,82.2,82,2026-04-27T17:09:41+01:00
fb55/domelementtype,gh/6627835,6.1,openssf_local,0,False,,26.06,50.0,50,2026-04-27T15:05:31+01:00
fb55/domhandler,gh/5414232,6.4,openssf_local,0,False,,21.25,50.0,50,2026-04-27T15:52:39+01:00
fb55/domutils,gh/6627949,5.8,openssf_local,0,False,,30.31,50.0,50,2026-04-27T17:09:50+01:00
fb55/entities,gh/3172629,6,openssf_local,0,False,,26.96,50.0,50,2026-04-27T15:06:07+01:00
fb55/htmlparser2,gh/2279062,6.4,openssf_local,0,False,,21.25,50.0,50,2026-04-27T17:09:53+01:00
fb55/nth-check,gh/16864923,6.4,openssf_local,1,False,,21.25,72.68,73,2026-04-27T17:09:55+01:00
felixge/node-combined-stream,gh/1787452,2.9,openssf_local,0,False,,95.75,50.0,96,2026-04-27T16:10:29+01:00
felixge/node-delayed-stream,gh/1783893,2.9,openssf_local,0,False,,95.75,50.0,96,2026-04-27T15:52:38+01:00
feross/buffer,gh/14494363,3.9,openssf_local,0,False,,72.04,50.0,72,2026-04-27T15:07:14+01:00
feross/ieee754,gh/15489525,3.7,openssf_local,0,False,,77.18,50.0,77,2026-04-27T15:05:59+01:00
feross/is-buffer,gh/25997846,3.5,openssf_local,0,False,,80.98,50.0,81,2026-04-27T17:10:08+01:00
feross/queue-microtask,gh/207021895,3.8,openssf_local,0,False,,75.5,50.0,76,2026-04-27T17:10:13+01:00
feross/run-parallel,gh/18700638,3.7,openssf_local,0,False,,77.18,50.0,77,2026-04-27T17:10:18+01:00
feross/safe-buffer,gh/49538897,3.6,openssf_local,0,False,,79.19,50.0,79,2026-04-27T14:54:05+01:00
ffmpeg/ffmpeg,gh/1614410,5.1,openssf_local,150,True,,41.16,99.76,100,2026-04-06T12:35:04+01:00
firebase/firebase-js-sdk,gh/89290483,6.5,openssf_local,2,False,,19.57,82.2,82,2026-04-27T15:07:00+01:00
floating-ui/floating-ui,gh/54994103,5.1,openssf_local,0,False,,41.16,50.0,50,2026-04-27T16:06:00+01:00
follow-redirects/follow-redirects,gh/6697086,4.9,openssf_local,4,False,,43.18,87.07,87,2026-04-27T16:09:06+01:00
fontconfig/fontconfig,gl/gitlab.freedesktop.org-890,,,0,False,,,50.0,50,
form-data/form-data,gh/1755793,4.8,openssf_local,1,False,,45.08,72.68,73,2026-04-27T17:10:21+01:00
formatjs/formatjs,gh/19117456,4.6,openssf_local,0,False,,48.66,50.0,50,2026-04-27T17:10:26+01:00
freedesktop-unofficial-mirror/cairo,gh/34372735,2.6,openssf_local,0,False,,98.1,50.0,98,2026-04-27T21:33:15+01:00
freetype/freetype,gh/187000659,4,openssf_local,7,False,,64.65,90.49,90,2026-04-27T17:10:31+01:00
frenic/csstype,gh/104001328,3.5,openssf_local,0,False,,80.98,50.0,81,2026-04-27T16:06:11+01:00
frommi/miniz_oxide,gh/96124162,4.6,openssf_local,0,True,,48.66,50.0,50,2026-04-27T17:10:32+01:00
fsevents/fsevents,gh/1402936,3.3,openssf_local,2,False,,84.34,82.2,84,2026-04-27T21:33:20+01:00
fsspec/filesystem_spec,gh/130727736,5.4,openssf_local,0,True,,36.69,50.0,50,2026-04-27T15:06:30+01:00
fsspec/s3fs,gh/53987953,4.5,openssf_local,0,False,,50.0,50.0,50,2026-04-27T17:10:47+01:00
garycourt/uri-js,gh/989080,2.7,openssf_local,0,False,,97.32,50.0,97,2026-04-27T17:10:59+01:00
gcc-mirror/gcc,gh/22711503,3.4,openssf_local,0,False,,82.33,50.0,82,2026-04-27T17:11:02+01:00
getsentry/sentry-javascript,gh/3328572,6,openssf_local,3,False,,26.96,84.88,85,2026-04-27T15:07:42+01:00
giampaolo/psutil,gh/20101515,5.4,openssf_local,0,True,,36.69,50.0,50,2026-04-27T17:11:12+01:00
git/git,gh/36502,5.3,openssf_local,40,True,in_progress,38.48,97.56,98,2026-04-06T12:34:48+01:00
gitlab-freedesktop-mirrors/libxcb,gh/444023705,2.9,openssf_local,0,False,,95.75,50.0,96,2026-04-27T21:33:20+01:00
gitoxidelabs/gitoxide,gh/136510559,7.3,openssf_local,11,True,,8.28,93.66,94,2026-04-27T17:11:13+01:00
gitpython-developers/gitdb,gh/1126093,6.7,openssf_local,0,True,,15.32,50.0,50,2026-04-27T17:11:16+01:00
gitpython-developers/smmap,gh/1865144,6.1,openssf_local,0,False,,26.06,50.0,50,2026-04-27T17:12:06+01:00
gkz/levn,gh/13287279,2.9,openssf_local,0,False,,95.75,50.0,96,2026-04-27T16:10:25+01:00
gkz/optionator,gh/13435927,3.9,openssf_local,0,False,,72.04,50.0,72,2026-04-27T17:12:13+01:00
gkz/prelude-ls,gh/4457759,3,openssf_local,0,False,,92.84,50.0,93,2026-04-27T15:05:53+01:00
gkz/type-check,gh/13182168,2.9,openssf_local,0,False,,95.75,50.0,96,2026-04-27T17:12:20+01:00
gmp-mirror/gmp,gh/681340775,3,openssf_local,2,False,,92.84,82.2,93,2026-04-27T21:33:20+01:00
gnome/gdk-pixbuf,gl/gitlab.gnome.org-1548,,,10,False,,,92.44,92,
gnome/glib,gl/gitlab.gnome.org-658,,,0,False,,,50.0,50,
gnome/libxml2,gl/gitlab.gnome.org-1665,,,45,False,,,97.8,98,
gnome/pango,gh/4537144,3.8,openssf_local,0,False,,75.5,50.0,76,2026-04-27T17:12:23+01:00
gnutls/gnutls,gl/179611,,,0,False,,,50.0,50,
gnutls/libtasn1,gl/919981,,,0,False,,,50.0,50,
google/brotli,gh/24993138,7.7,openssf_local,2,True,in_progress,4.81,82.2,82,2026-04-27T14:56:50+01:00
google/zerocopy,gh/534354967,6.4,openssf_local,1,False,,21.25,72.68,73,2026-04-27T17:12:28+01:00
googleapis/google-cloud-python,gh/16316451,7.2,openssf_local,0,True,,9.62,50.0,50,2026-05-03T23:26:18+01:00
googlechrome/workbox,gh/55424670,5,openssf_local,0,False,,42.06,50.0,50,2026-04-27T15:06:33+01:00
grahamdumpleton/wrapt,gh/10357291,4.1,openssf_local,0,False,,59.06,50.0,59,2026-04-27T21:33:58+01:00
grantjenks/python-sortedcontainers,gh/17144859,3.5,openssf_local,0,False,,80.98,50.0,81,2026-06-28T16:39:34+01:00
graydon/exhaustigen-rs,gh/432630522,2.2,openssf_local,0,False,,99.22,50.0,99,2026-04-27T21:34:15+01:00
gregberge/svgr,gh/102155012,4.6,openssf_local,0,False,,48.66,50.0,50,2026-04-27T15:07:17+01:00
grncdr/merge-stream,gh/10579821,3.1,openssf_local,0,False,,88.14,50.0,88,2026-04-27T21:34:16+01:00
grpc/grpc,gh/27729880,6.5,openssf_local,11,True,passing,19.57,93.66,94,2026-05-03T23:22:42+01:00
gsnedders/python-webencodings,gh/7043404,3.4,openssf_local,0,False,,82.33,50.0,82,2026-05-03T23:22:49+01:00
guillaumegomez/doc-comment,gh/127254922,3,openssf_local,0,False,,92.84,50.0,93,2026-04-27T15:05:34+01:00
gulpjs/glob-parent,gh/29154915,3.9,openssf_local,2,False,,72.04,82.2,82,2026-04-27T21:34:25+01:00
gweis/isodate,gh/6449370,3.8,openssf_local,0,True,,75.5,50.0,76,2026-04-27T15:52:38+01:00
gyscos/zstd-rs,gh/52115335,5.4,openssf_local,0,True,,36.69,50.0,50,2026-04-27T17:14:34+01:00
hapijs/hoek,gh/5831189,3.8,openssf_local,1,False,,75.5,72.68,76,2026-04-27T17:14:35+01:00
harfbuzz/harfbuzz,gh/5050525,7.7,openssf_local,3,True,in_progress,4.81,84.88,85,2026-04-27T17:14:38+01:00
hiddentao/fast-levenshtein,gh/9490451,3.1,openssf_local,0,False,,88.14,50.0,88,2026-04-27T17:14:51+01:00
holmgren/nettle,gl/salsa.debian.org-50952,,,4,False,,,87.07,87,
httplib2/httplib2,gh/53002916,5.7,openssf_local,2,True,,31.1,82.2,82,2026-04-27T17:15:02+01:00
huggingface/huggingface_hub,gh/323591830,6.1,openssf_local,0,False,,26.06,50.0,50,2026-04-27T17:15:04+01:00
hukkin/tomli,gh/370616797,4.8,openssf_local,0,False,,45.08,50.0,50,2026-04-27T14:56:41+01:00
hyperium/http,gh/84983058,5.8,openssf_local,2,False,,30.31,82.2,82,2026-04-27T17:15:05+01:00
hyperium/http-body,gh/183281612,4.3,openssf_local,0,False,,53.8,50.0,54,2026-04-27T17:15:18+01:00
iarna/aproba,gh/31432421,1.8,openssf_local,0,False,,100.0,50.0,100,2026-04-27T21:34:30+01:00
import-js/eslint-plugin-import,gh/32238354,5.2,openssf_local,0,False,,40.04,50.0,50,2026-04-27T16:08:09+01:00
indexmap-rs/indexmap,gh/68294628,4.7,openssf_local,0,False,,46.64,50.0,50,2026-05-03T23:22:50+01:00
indutny/bn.js,gh/19176350,3.5,openssf_local,0,False,,80.98,50.0,81,2026-04-27T16:07:20+01:00
indygreg/python-zstandard,gh/67307930,4.3,openssf_local,0,False,,53.8,50.0,54,2026-04-27T16:05:48+01:00
inikulin/parse5,gh/8862593,6.4,openssf_local,0,False,,21.25,50.0,50,2026-04-27T16:05:26+01:00
inspect-js/array-buffer-byte-length,gh/607836784,4.2,openssf_local,0,False,,56.49,50.0,56,2026-05-03T23:22:57+01:00
inspect-js/available-typed-arrays,gh/235965505,4.1,openssf_local,0,False,,59.06,50.0,59,2026-04-27T17:15:41+01:00
inspect-js/functions-have-names,gh/198357138,4.6,openssf_local,0,False,,48.66,50.0,50,2026-05-03T23:23:06+01:00
inspect-js/has-bigints,gh/201714166,4.1,openssf_local,0,False,,59.06,50.0,59,2026-04-27T16:09:44+01:00
inspect-js/has-property-descriptors,gh/481834578,4,openssf_local,0,False,,64.65,50.0,65,2026-04-27T17:15:46+01:00
inspect-js/has-proto,gh/577580747,3.9,openssf_local,0,False,,72.04,50.0,72,2026-04-27T21:34:44+01:00
inspect-js/has-symbols,gh/68573418,4,openssf_local,0,False,,64.65,50.0,65,2026-04-27T14:56:10+01:00
inspect-js/has-tostringtag,gh/392913710,4.6,openssf_local,0,False,,48.66,50.0,50,2026-04-27T15:05:45+01:00
inspect-js/hasown,gh/703350811,4.3,openssf_local,0,False,,53.8,50.0,54,2026-04-27T14:55:29+01:00
inspect-js/is-accessor-descriptor,gh/41658954,4.1,openssf_local,0,False,,59.06,50.0,59,2026-04-27T16:09:25+01:00
inspect-js/is-arguments,gh/15725461,4.4,openssf_local,0,False,,52.46,50.0,52,2026-04-27T17:15:49+01:00
inspect-js/is-array-buffer,gh/45977026,4.7,openssf_local,0,False,,46.64,50.0,50,2026-04-27T21:34:46+01:00
inspect-js/is-bigint,gh/149682261,4.5,openssf_local,0,False,,50.0,50.0,50,2026-05-03T23:23:14+01:00
inspect-js/is-boolean-object,gh/34700259,4,openssf_local,0,False,,64.65,50.0,65,2026-04-27T17:15:52+01:00
inspect-js/is-callable,gh/30012910,4.2,openssf_local,0,False,,56.49,50.0,56,2026-05-03T23:23:26+01:00
inspect-js/is-core-module,gh/24578130,4.1,openssf_local,0,False,,59.06,50.0,59,2026-04-27T17:15:55+01:00
