repo,repo_id,total_commits_gh_alltime,total_contributors_gh_alltime,active_contributors_gh_alltime,bf_commits_gh_alltime,bf_commits_gh_alltime_p,hhi_commits_gh_alltime,hhi_commits_gh_alltime_p,total_commits_git_full,contributors_git_full,bf_commits_git_full,bf_commits_git_full_p,hhi_commits_git_full,hhi_commits_git_full_p,commits_git_5y,active_contributors_git_5y,bf_commits_git_5y,bf_commits_git_5y_p,hhi_commits_git_5y,hhi_commits_git_5y_p,score,comment,github_fetched_at,git_fetched_at
mysticatea/event-target-shim,31137469,123,6,6,1,100.0,8605,81.44,124,7,1,100.0,8039,79.02,15,1,1,100.0,10000,100.0,100,,2026-05-19T11:24:04+00:00,2026-05-19T11:25:20+00:00
netflix/vmaf,51317975,2102,101,100,1,100.0,3660,33.14,1965,108,1,100.0,3580,37.83,526,54,3,13.73,1408,11.83,22,,2026-05-19T11:24:06+00:00,2026-05-19T11:25:20+00:00
nghttp2/nghttp2,11452676,8845,141,139,1,100.0,9151,85.88,7290,162,1,100.0,8696,83.48,1325,45,1,100.0,8934,75.0,95,,2026-05-19T11:24:06+00:00,2026-05-19T11:25:20+00:00
nicolo-ribaudo/babel-preset-current-node-syntax,253327079,53,2,2,1,100.0,8604,81.32,50,3,1,100.0,8168,79.58,15,1,1,100.0,10000,100.0,100,,2026-05-19T11:24:07+00:00,2026-05-19T11:25:21+00:00
nlnetlabs/unbound,94195301,8149,117,117,1,100.0,6970,64.69,7718,133,1,100.0,7029,70.76,1781,91,1,100.0,4126,36.72,64,,2026-05-19T11:24:08+00:00,2026-05-19T11:25:21+00:00
node-fetch/fetch-blob,186960326,82,12,10,1,100.0,3611,32.35,96,10,2,34.04,2817,27.9,50,4,1,100.0,6163,54.91,79,,2026-05-19T11:24:10+00:00,2026-05-19T11:25:21+00:00
node-fetch/node-fetch,29849956,470,107,105,4,6.72,1127,6.26,596,113,2,34.04,1460,12.39,97,51,7,3.46,978,6.36,12,,2026-05-19T11:24:11+00:00,2026-05-19T11:25:22+00:00
nodeca/argparse,4325614,95,18,18,1,100.0,3746,34.05,221,25,2,34.04,2385,22.66,1,1,1,100.0,10000,100.0,100,,2026-05-19T11:24:11+00:00,2026-05-19T11:25:22+00:00
nodeca/js-yaml,2504175,622,74,74,1,100.0,4819,44.87,1214,77,2,34.04,2746,26.67,14,6,1,100.0,3673,31.7,61,,2026-05-19T11:24:14+00:00,2026-05-19T11:25:22+00:00
nodeca/pako,16231859,81,23,23,2,27.68,2190,18.0,364,23,1,100.0,6281,64.29,35,5,1,100.0,4792,42.97,69,,2026-05-19T11:24:14+00:00,2026-05-19T11:25:23+00:00
nodejs/node,27193779,40638,427,425,13,0.57,268,0.23,45418,4156,19,0.78,204,0.56,13018,1149,13,1.34,260,0.78,4,,2026-05-19T11:24:20+00:00,2026-05-19T11:25:23+00:00
nodejs/readable-stream,5187096,466,53,53,2,27.68,1879,14.46,461,56,3,14.29,1875,16.63,38,15,2,26.56,2521,19.98,36,,2026-05-19T11:24:17+00:00,2026-05-19T11:25:23+00:00
nodejs/string_decoder,95052330,55,9,9,1,100.0,4083,37.7,45,10,2,34.04,3037,31.81,0,0,1,100.0,10000,100.0,100,no commits in 5y,2026-05-19T11:24:18+00:00,2026-05-19T11:25:23+00:00
nodejs/undici,133092972,3949,352,350,2,27.68,2052,15.72,3626,334,2,34.04,2250,20.31,2648,322,4,9.49,1081,7.7,16,,2026-05-19T11:24:22+00:00,2026-05-19T11:25:23+00:00
nodelib/nodelib,129310478,405,6,6,1,100.0,9755,91.46,319,7,1,100.0,6582,66.52,122,5,1,100.0,4776,42.86,69,,2026-05-19T11:24:21+00:00,2026-05-19T11:25:24+00:00
npm/abbrev-js,554893,103,12,10,2,27.68,3131,26.88,94,9,1,100.0,3491,36.83,60,6,1,100.0,3745,32.48,61,,2026-05-19T11:24:22+00:00,2026-05-19T11:25:24+00:00
npm/cacache,193812470,763,33,30,1,100.0,4970,47.04,764,33,1,100.0,4895,51.79,197,14,2,26.56,2089,17.75,32,,2026-05-19T11:24:24+00:00,2026-05-19T11:25:25+00:00
npm/hosted-git-info,25002984,295,36,34,2,27.68,1747,12.64,287,32,2,34.04,1776,14.84,136,14,2,26.56,2607,20.54,36,,2026-05-19T11:24:26+00:00,2026-05-19T11:25:25+00:00
npm/ini,2167680,180,28,26,2,27.68,2386,19.48,175,26,2,34.04,2488,23.66,99,14,2,26.56,2632,20.87,36,,2026-05-19T11:24:27+00:00,2026-05-19T11:25:25+00:00
npm/json-parse-even-better-errors,211384370,106,9,7,2,27.68,2644,21.41,97,6,2,34.04,2967,30.58,70,3,1,100.0,6033,54.13,78,,2026-05-19T11:24:28+00:00,2026-05-19T11:25:25+00:00
npm/mute-stream,5159166,98,12,10,2,27.68,2552,20.05,90,10,2,34.04,2780,27.23,65,6,1,100.0,3750,32.92,61,,2026-05-19T11:24:29+00:00,2026-05-19T11:25:26+00:00
npm/node-semver,1357199,526,90,88,1,100.0,3364,30.18,529,97,1,100.0,3182,33.04,160,29,2,26.56,2062,17.41,32,,2026-05-19T11:24:30+00:00,2026-05-19T11:25:26+00:00
npm/node-which,2169708,184,21,19,1,100.0,5079,48.63,177,19,1,100.0,5354,57.03,62,8,1,100.0,3246,27.23,57,,2026-05-19T11:24:32+00:00,2026-05-19T11:25:26+00:00
npm/nopt,1544436,190,23,21,2,27.68,2067,15.95,184,25,2,34.04,2114,19.42,91,5,1,100.0,3872,33.93,62,,2026-05-19T11:24:33+00:00,2026-05-19T11:25:26+00:00
npm/normalize-package-data,9301720,362,39,37,2,27.68,2039,15.6,345,39,3,14.29,1782,15.07,118,12,2,26.56,2397,19.31,35,,2026-05-19T11:22:36+00:00,2026-05-19T11:25:26+00:00
npm/ssri,193817839,238,17,15,1,100.0,3128,26.77,228,15,1,100.0,3292,34.04,111,11,2,26.56,2435,19.42,35,,2026-05-19T11:22:37+00:00,2026-05-19T11:25:27+00:00
npm/unique-slug,35246620,99,14,12,2,27.68,2170,17.31,89,12,2,34.04,2257,20.54,72,7,1,100.0,4498,40.62,67,,2026-05-19T11:22:37+00:00,2026-05-19T11:25:27+00:00
npm/write-file-atomic,23896209,216,28,26,3,11.85,1669,11.96,204,26,2,34.04,1781,14.96,99,6,1,100.0,3726,32.03,61,,2026-05-19T11:22:38+00:00,2026-05-19T11:25:27+00:00
numpy/numpy,908607,37384,437,435,7,1.94,637,2.73,30449,1967,12,1.79,272,1.0,10738,918,11,2.01,373,1.45,6,,2026-05-19T11:22:40+00:00,2026-05-19T11:25:27+00:00
nv/cssom,1025209,201,19,19,1,100.0,5858,55.58,185,22,1,100.0,5093,54.13,5,3,1,100.0,4400,40.07,66,,2026-05-19T11:22:39+00:00,2026-05-19T11:25:27+00:00
nvzqz/static-assertions,100129252,288,5,5,1,100.0,9257,87.13,281,6,1,100.0,9238,88.5,0,0,1,100.0,10000,100.0,100,no commits in 5y,2026-05-19T11:22:40+00:00,2026-05-19T11:25:27+00:00
oauthlib/oauthlib,2811323,1707,176,176,2,27.68,1416,8.09,1332,198,5,6.7,890,6.14,195,40,2,26.56,2582,20.31,36,,2026-05-19T11:22:42+00:00,2026-05-19T11:25:27+00:00
octokit/openapi-types.ts,304109193,508,14,11,1,100.0,3959,36.22,505,11,1,100.0,3985,42.3,467,11,1,100.0,4216,37.61,65,,2026-05-19T11:22:42+00:00,2026-05-19T11:30:47+00:00
octokit/types.ts,216109757,670,28,23,2,27.68,3227,29.16,670,23,2,34.04,3227,33.71,417,16,1,100.0,3339,28.46,58,,2026-05-19T11:22:43+00:00,2026-05-19T11:25:28+00:00
oozcitak/xmlbuilder-js,1042809,652,21,20,1,100.0,8943,83.83,628,30,1,100.0,8542,82.37,14,1,1,100.0,10000,100.0,100,,2026-05-19T11:22:44+00:00,2026-05-19T11:17:29+00:00
open-telemetry/opentelemetry-js,185901023,3234,373,369,6,2.85,608,2.28,2959,347,5,6.7,605,4.02,2032,279,5,6.92,721,3.46,12,,2026-05-19T11:22:47+00:00,2026-05-19T11:25:28+00:00
open-telemetry/opentelemetry-js-contrib,255986659,2621,316,311,7,1.94,596,2.16,2466,311,8,3.68,477,2.79,1691,271,7,3.46,465,1.79,8,,2026-05-19T11:22:47+00:00,2026-05-19T11:25:28+00:00
open-telemetry/opentelemetry-python,185478926,1883,345,342,9,1.48,461,1.14,1987,320,7,4.24,528,3.12,1263,252,5,6.92,662,2.68,12,,2026-05-19T11:22:48+00:00,2026-05-19T11:25:29+00:00
open-telemetry/opentelemetry-python-contrib,220524743,2580,434,431,9,1.48,513,1.37,2607,406,7,4.24,543,3.24,1644,360,12,1.45,312,1.12,5,,2026-05-19T11:22:50+00:00,2026-05-19T11:25:29+00:00
openssl/openssl,7634677,31897,364,363,4,6.72,978,4.56,38845,1311,5,6.7,698,4.58,10889,737,6,4.35,516,1.9,9,,2026-05-19T11:22:50+00:00,2026-05-19T11:25:30+00:00
p11-glue/p11-kit,12060420,1332,87,87,2,27.68,2937,24.72,1508,100,2,34.04,2862,28.57,355,43,2,26.56,3058,25.33,39,,2026-05-19T11:22:51+00:00,2026-05-19T11:25:30+00:00
pallets/click,19103692,3008,392,388,2,27.68,1544,10.59,1953,420,4,9.26,1027,7.59,763,157,3,13.73,1332,10.83,21,,2026-05-19T11:22:54+00:00,2026-05-19T11:25:31+00:00
pallets/flask,596892,4927,401,398,2,27.68,2195,18.22,3777,834,3,14.29,1217,9.6,814,153,1,100.0,4067,36.05,64,,2026-05-19T11:22:55+00:00,2026-05-19T11:25:32+00:00
pallets/itsdangerous,1945034,671,42,39,1,100.0,5155,49.54,436,41,1,100.0,3426,35.83,202,9,1,100.0,8354,70.76,91,,2026-05-19T11:22:54+00:00,2026-05-19T11:25:33+00:00
pallets/jinja,994551,2892,289,286,2,27.68,3142,27.56,2175,331,1,100.0,3211,33.48,374,68,1,100.0,4897,43.64,70,,2026-05-19T11:22:56+00:00,2026-05-19T11:25:34+00:00
pallets/markupsafe,734244,840,46,43,1,100.0,6546,61.16,529,46,1,100.0,4790,49.89,336,19,1,100.0,7711,66.29,88,,2026-05-19T11:22:56+00:00,2026-05-19T11:25:34+00:00
pallets/werkzeug,997338,5728,413,410,2,27.68,2204,18.45,4302,501,2,34.04,1889,16.96,783,112,1,100.0,4503,40.74,67,,2026-05-19T11:23:00+00:00,2026-05-19T11:25:34+00:00
pandas-dev/pandas,858127,31033,414,411,5,4.1,744,3.53,33750,3831,10,2.68,443,2.34,11474,1591,7,3.46,668,2.79,10,,2026-05-19T11:23:02+00:00,2026-05-19T11:25:35+00:00
paramiko/paramiko,119609,3412,138,138,1,100.0,6665,61.85,2903,178,1,100.0,3643,38.95,440,33,1,100.0,6676,59.26,82,,2026-05-19T11:23:00+00:00,2026-05-19T11:25:36+00:00
paulmillr/chokidar,4090287,1739,112,111,2,27.68,3440,30.87,1547,119,2,34.04,3294,34.26,178,24,2,26.56,3324,27.9,41,,2026-05-19T11:23:01+00:00,2026-05-19T11:25:36+00:00
paulmillr/readdirp,4494405,466,34,33,1,100.0,3837,35.08,419,36,2,34.04,3396,35.49,61,9,1,100.0,7533,64.84,87,,2026-05-19T11:23:02+00:00,2026-05-19T11:25:37+00:00
pcre2project/pcre2,398251321,2242,64,62,1,100.0,4568,42.03,2211,58,1,100.0,4619,48.33,937,58,2,26.56,2374,19.08,34,,2026-05-19T11:23:04+00:00,2026-05-19T11:25:37+00:00
pest-parser/pest,56964647,1312,134,133,1,100.0,2694,21.98,1137,136,2,34.04,2472,23.44,225,74,4,9.49,1355,11.16,18,,2026-05-19T11:23:05+00:00,2026-05-19T11:25:38+00:00
peternator7/strum,80964373,293,115,115,4,6.72,1089,5.24,296,112,3,14.29,1939,17.52,196,88,5,6.92,1266,10.16,16,,2026-05-19T11:23:06+00:00,2026-05-19T11:25:38+00:00
petkaantonov/bluebird,12670444,2066,210,209,1,100.0,6288,58.88,1894,234,1,100.0,6023,62.5,9,4,2,26.56,3061,25.45,39,,2026-05-19T11:23:09+00:00,2026-05-19T11:25:39+00:00
pexpect/ptyprocess,24727748,154,21,21,1,100.0,3572,32.12,116,20,1,100.0,3145,32.81,15,9,3,13.73,1378,11.5,21,,2026-05-19T11:23:09+00:00,2026-05-19T11:25:39+00:00
pillarjs/encodeurl,60721766,48,9,8,1,100.0,5624,53.99,48,8,1,100.0,5624,58.71,13,6,2,26.56,2727,21.88,37,,2026-05-19T11:23:10+00:00,2026-05-19T11:25:40+00:00
pillarjs/finalhandler,20547377,409,11,10,1,100.0,7602,72.32,397,11,1,100.0,7634,75.78,126,7,1,100.0,4164,37.05,65,,2026-05-19T11:23:12+00:00,2026-05-19T11:25:40+00:00
pillarjs/iconv-lite,2743221,303,36,35,1,100.0,5774,55.01,277,41,1,100.0,5277,56.36,27,6,1,100.0,4739,42.52,69,,2026-05-19T11:23:13+00:00,2026-05-19T11:25:41+00:00
pillarjs/parseurl,17533192,186,9,8,1,100.0,8355,78.13,186,8,1,100.0,8355,80.92,57,5,1,100.0,8258,69.53,91,,2026-05-19T11:23:14+00:00,2026-05-19T11:25:41+00:00
pillarjs/path-to-regexp,5265803,373,35,34,1,100.0,7550,71.53,337,38,1,100.0,7306,72.99,103,12,1,100.0,7799,66.96,88,,2026-05-19T11:23:16+00:00,2026-05-19T11:25:42+00:00
pillarjs/send,4879977,606,32,31,1,100.0,6473,60.02,597,36,1,100.0,6537,66.18,117,9,1,100.0,3824,33.48,62,,2026-05-19T11:23:17+00:00,2026-05-19T11:25:42+00:00
pkgconf/pkgconf,4180110,2140,87,87,1,100.0,6612,61.5,1827,89,1,100.0,6508,65.74,672,47,1,100.0,5303,48.33,73,,2026-05-19T11:23:18+00:00,2026-05-19T11:25:43+00:00
pnggroup/libpng,3768025,1145,96,96,2,27.68,3493,31.32,4542,107,1,100.0,5916,61.05,497,50,1,100.0,4985,44.2,71,,2026-05-19T11:23:20+00:00,2026-05-19T11:25:43+00:00
postcss/postcss,13078968,4093,384,383,1,100.0,5888,56.15,3665,437,1,100.0,5157,55.13,729,99,1,100.0,3330,28.01,58,,2026-05-19T11:23:23+00:00,2026-05-19T11:25:44+00:00
postcss/postcss-selector-parser,36500102,379,43,42,2,27.68,2654,21.64,360,46,2,34.04,2488,23.66,54,17,2,26.56,1800,14.84,30,,2026-05-19T11:23:23+00:00,2026-05-19T11:25:44+00:00
postcss/postcss-value-parser,40920306,117,14,14,1,100.0,4847,45.33,214,15,1,100.0,4798,50.0,6,3,2,26.56,3333,28.35,41,,2026-05-19T11:24:29+00:00,2026-05-19T11:30:48+00:00
prettier/prettier,75104123,10684,430,426,3,11.85,1749,12.87,10611,779,3,14.29,1408,11.38,5535,274,1,100.0,4067,36.05,64,,2026-05-19T11:23:27+00:00,2026-05-19T11:25:45+00:00
primus/eventemitter3,13100677,384,28,27,1,100.0,4315,39.52,350,30,1,100.0,4384,45.87,46,4,1,100.0,8752,73.88,94,,2026-05-19T11:23:26+00:00,2026-05-19T11:25:46+00:00
proptest-rs/proptest,94702898,1133,91,90,2,27.68,2141,17.08,904,92,2,34.04,2373,22.43,257,65,5,6.92,781,4.58,12,,2026-05-19T11:23:27+00:00,2026-05-19T11:25:47+00:00
protobufjs/protobuf.js,8507859,1027,116,111,1,100.0,5219,49.89,887,114,1,100.0,4887,51.56,180,45,3,13.73,1249,9.93,20,,2026-05-19T11:23:29+00:00,2026-05-19T11:25:47+00:00
protocolbuffers/protobuf,23357588,19644,368,367,5,4.1,736,3.42,18474,1313,5,6.7,907,6.47,11691,604,3,13.73,1768,14.29,24,,2026-05-19T11:23:31+00:00,2026-05-19T11:25:48+00:00
psf/requests,1362490,3777,402,401,3,11.85,1204,6.95,4775,748,2,34.04,2270,20.76,270,102,6,4.35,1207,9.15,14,,2026-05-19T11:23:33+00:00,2026-05-19T11:25:48+00:00
psycopg/psycopg2,7730829,3135,117,116,1,100.0,5048,48.18,2816,141,1,100.0,4656,48.55,258,34,1,100.0,6163,54.91,79,,2026-05-19T11:23:33+00:00,2026-05-19T11:25:50+00:00
pvorb/clone,2317381,209,28,28,1,100.0,5196,49.77,183,33,1,100.0,3689,39.4,1,1,1,100.0,10000,100.0,100,,2026-05-19T11:23:34+00:00,2026-05-19T11:25:50+00:00
py4j/py4j,1045976,758,36,36,1,100.0,7067,65.83,744,42,1,100.0,7147,71.32,59,18,2,26.56,2083,17.63,32,,2026-05-19T11:22:36+00:00,2026-05-19T11:25:50+00:00
pyasn1/pyasn1,512723255,601,26,26,1,100.0,7153,67.08,941,29,2,34.04,4132,43.75,46,15,2,26.56,1730,13.95,29,,2026-05-19T11:22:37+00:00,2026-05-19T11:25:51+00:00
pyasn1/pyasn1-modules,512723354,263,12,12,1,100.0,4196,38.15,337,15,2,34.04,2874,29.24,15,5,2,26.56,2711,21.76,37,,2026-05-19T11:22:37+00:00,2026-05-19T11:25:52+00:00
pyca/bcrypt,9993757,994,38,37,2,27.68,2993,25.4,899,38,2,34.04,2872,29.02,722,19,1,100.0,4692,42.19,68,,2026-05-19T11:22:38+00:00,2026-05-19T11:25:52+00:00
pyca/cryptography,11939484,15118,344,341,2,27.68,3114,26.42,12464,351,2,34.04,3014,31.25,6421,152,1,100.0,4211,37.5,65,,2026-05-19T11:22:40+00:00,2026-05-19T11:25:52+00:00
pyca/pynacl,8350032,818,73,72,3,11.85,1602,11.5,702,75,3,14.29,1463,12.5,153,26,2,26.56,1724,13.73,29,,2026-05-19T11:22:40+00:00,2026-05-19T11:25:53+00:00
pyca/pyopenssl,15778059,1781,102,101,3,11.85,1439,8.77,2026,106,2,34.04,2359,22.21,300,32,1,100.0,3046,25.22,55,,2026-05-19T11:22:41+00:00,2026-05-19T11:25:53+00:00
pydantic/pydantic,90194616,5202,459,455,4,6.72,1060,5.13,5305,707,4,9.26,942,6.81,4395,547,4,9.49,854,5.36,15,,2026-05-19T11:22:43+00:00,2026-05-19T11:25:54+00:00
pydantic/typing-inspection,930576948,48,3,3,1,100.0,7769,74.37,47,3,1,100.0,7727,76.34,47,3,1,100.0,7727,66.52,88,,2026-05-19T11:22:42+00:00,2026-05-19T11:17:29+00:00
pygments/pygments,205564111,6079,390,390,3,11.85,1423,8.31,6009,853,6,5.36,904,6.36,1467,323,5,6.92,852,5.25,13,,2026-05-19T11:22:45+00:00,2026-05-19T11:25:54+00:00
pypa/distlib,436970140,1282,36,36,1,100.0,9087,85.31,1281,41,1,100.0,8793,84.38,170,20,1,100.0,6808,60.6,83,,2026-05-19T11:22:44+00:00,2026-05-19T11:25:55+00:00
pypa/packaging,19837758,986,139,138,4,6.72,961,4.44,751,130,4,9.26,908,6.58,366,88,4,9.49,1065,7.37,16,,2026-05-19T11:22:46+00:00,2026-05-19T11:25:56+00:00
pypa/pip,1446467,15328,395,393,6,2.85,713,3.3,11657,819,8,3.68,472,2.57,3216,299,5,6.92,701,3.24,12,,2026-05-19T11:22:48+00:00,2026-05-19T11:25:56+00:00
pypa/setuptools,54980593,14765,388,385,2,27.68,2587,20.96,13854,608,2,34.04,1794,15.29,4543,232,2,26.56,2635,20.98,36,,2026-05-19T11:22:48+00:00,2026-05-19T11:25:56+00:00
pypa/virtualenv,1446474,1157,150,146,1,100.0,4912,46.01,881,142,1,100.0,4125,43.64,576,107,1,100.0,2948,24.33,54,,2026-05-19T11:22:48+00:00,2026-05-19T11:25:56+00:00
pypa/wheel,98346885,993,82,81,2,27.68,2725,22.44,942,83,2,34.04,2688,25.89,261,31,1,100.0,4861,43.42,70,,2026-05-19T11:22:49+00:00,2026-05-19T11:25:56+00:00
pyparsing/pyparsing,91262163,1665,73,73,1,100.0,7260,68.56,1574,76,1,100.0,7020,70.54,933,49,1,100.0,7275,63.5,85,,2026-05-19T11:22:50+00:00,2026-05-19T11:25:57+00:00
pytest-dev/iniconfig,66012563,193,16,15,1,100.0,4837,45.22,152,15,1,100.0,4002,42.52,66,8,1,100.0,4512,40.85,67,,2026-05-19T11:22:51+00:00,2026-05-19T11:25:57+00:00
pytest-dev/pluggy,34739117,837,51,49,3,11.85,1557,11.05,668,52,3,14.29,1192,9.38,319,23,2,26.56,2485,19.64,35,,2026-05-19T11:22:52+00:00,2026-05-19T11:25:58+00:00
pytest-dev/pytest,37489525,15195,380,377,3,11.85,1244,7.29,12683,1029,4,9.26,802,5.58,2811,412,5,6.92,1010,7.03,14,,2026-05-19T11:22:55+00:00,2026-05-19T11:25:58+00:00
python-attrs/attrs,29918975,1767,179,177,1,100.0,6320,59.23,1721,180,1,100.0,6172,63.73,923,102,1,100.0,6388,57.25,80,,2026-05-19T11:22:54+00:00,2026-05-19T11:17:29+00:00
python-cffi/cffi,696427398,3547,87,87,1,100.0,7653,73.23,3280,96,1,100.0,7543,74.55,193,40,2,26.56,1678,13.06,29,,2026-05-19T11:22:55+00:00,2026-05-19T11:25:58+00:00
python-greenlet/greenlet,3003137,1130,74,73,1,100.0,3706,33.71,1013,80,2,34.04,2770,26.9,537,34,1,100.0,7243,63.28,85,,2026-05-19T11:22:57+00:00,2026-05-19T11:25:59+00:00
python-hyper/brotlicffi,43543393,433,20,20,1,100.0,3831,34.97,309,21,2,34.04,3686,39.17,26,11,1,100.0,2811,22.66,53,,2026-05-19T11:22:58+00:00,2026-05-19T11:25:59+00:00
python-hyper/h11,57372073,481,33,33,1,100.0,5017,47.49,439,36,1,100.0,4817,50.45,57,19,3,13.73,1302,10.49,21,,2026-05-19T11:22:59+00:00,2026-05-19T11:26:00+00:00
python-jsonschema/jsonschema,3072629,2985,106,104,1,100.0,6936,64.24,2512,120,1,100.0,6329,64.84,930,39,1,100.0,6840,60.83,83,,2026-05-19T11:23:00+00:00,2026-05-19T11:26:00+00:00
python-jsonschema/jsonschema-specifications,582755777,,,,,,,,180,4,1,100.0,9179,87.83,180,4,1,100.0,9179,76.12,96,,,2026-06-28T20:19:21+00:00
python-jsonschema/referencing,569027868,,,,,,,,587,4,1,100.0,9744,92.52,587,4,1,100.0,9744,79.58,99,,,2026-06-28T20:19:21+00:00
python-pillow/pillow,5171600,20414,385,382,2,27.68,2257,18.68,14152,488,2,34.04,2169,19.98,5694,153,1,100.0,4714,42.3,69,,2026-05-19T11:23:03+00:00,2026-05-19T11:26:00+00:00
python-poetry/tomlkit,140365570,460,44,42,2,27.68,3612,32.46,406,43,2,34.04,3361,34.93,237,36,1,100.0,4649,41.52,68,,2026-05-19T11:23:04+00:00,2026-05-19T11:26:01+00:00
python-trio/sniffio,142657210,89,17,17,3,11.85,1521,10.02,64,14,2,34.04,1597,13.5,33,6,2,26.56,2654,21.43,36,,2026-05-19T11:23:05+00:00,2026-05-19T11:26:01+00:00
python/cpython,81598961,,,,,,,,117309,3355,14,1.34,272,1.0,20804,2210,21,0.56,201,0.56,3,,,2026-05-19T11:30:47+00:00
python/importlib_metadata,306448340,1801,67,65,1,100.0,7071,65.95,1425,68,1,100.0,6807,67.97,739,48,1,100.0,6440,57.59,80,,2026-05-19T11:23:06+00:00,2026-05-19T11:26:01+00:00
python/importlib_resources,306147182,1100,49,48,1,100.0,5483,53.08,870,50,1,100.0,5223,55.8,530,39,1,100.0,6578,58.59,81,,2026-05-19T11:23:07+00:00,2026-05-19T11:26:02+00:00
python/mypy,7053637,12638,413,410,2,27.68,1968,15.03,12644,788,3,14.29,1678,14.29,3811,418,5,6.92,753,4.13,12,,2026-05-19T11:23:12+00:00,2026-05-19T11:26:02+00:00
python/mypy_extensions,165752308,68,24,23,3,11.85,1419,8.2,66,23,3,14.29,1440,11.72,24,7,2,26.56,2686,21.54,37,,2026-05-19T11:23:10+00:00,2026-05-19T11:26:02+00:00
python/typing,24604008,815,142,140,5,4.1,702,3.08,962,135,4,9.26,1105,8.26,452,83,3,13.73,1221,9.38,20,,2026-05-19T11:23:13+00:00,2026-05-19T11:26:03+00:00
python/typing_extensions,494077289,517,79,77,2,27.68,1600,11.39,501,76,2,34.04,1617,13.73,450,57,2,26.56,1982,16.63,31,,2026-05-19T11:23:14+00:00,2026-05-19T11:26:03+00:00
python/tzdata,242158882,160,8,6,1,100.0,6519,60.48,132,6,1,100.0,7269,72.54,68,6,1,100.0,5280,47.99,73,,2026-05-19T11:23:16+00:00,2026-05-19T11:26:04+00:00
qix-/color-convert,1874305,147,28,28,1,100.0,3025,25.74,135,31,1,100.0,3045,31.92,17,6,1,100.0,4464,40.4,67,,2026-05-19T11:23:17+00:00,2026-05-19T11:26:04+00:00
qix-/node-error-ex,41388258,50,5,5,1,100.0,8480,79.61,45,5,1,100.0,8321,80.69,1,1,1,100.0,10000,100.0,100,,2026-05-19T11:23:18+00:00,2026-05-19T11:26:04+00:00
qix-/node-is-arrayish,41376759,25,3,3,1,100.0,8496,79.95,24,4,1,100.0,7049,70.87,1,1,1,100.0,10000,100.0,100,,2026-05-19T11:23:19+00:00,2026-05-19T11:26:04+00:00
radix-ui/primitives,273499522,1245,79,77,2,27.68,2811,23.69,1631,85,3,14.29,1799,15.51,1164,82,3,13.73,1499,12.28,22,,2026-05-19T11:23:23+00:00,2026-05-19T11:17:29+00:00
raszi/node-tmp,2313213,451,35,34,1,100.0,4441,41.0,359,37,1,100.0,3982,42.19,42,7,2,26.56,3675,31.81,43,,2026-05-19T11:23:24+00:00,2026-05-19T11:26:05+00:00
raynos/for-each,6006855,72,3,3,1,100.0,6925,64.01,67,3,1,100.0,7594,75.11,18,2,1,100.0,8951,75.22,95,,2026-05-19T11:23:25+00:00,2026-05-19T11:26:05+00:00
raynos/function-bind,10727014,100,6,6,1,100.0,8662,82.0,98,6,1,100.0,9011,86.61,18,2,1,100.0,8951,75.22,95,,2026-05-19T11:23:27+00:00,2026-05-19T11:26:05+00:00
rayon-rs/either,42479602,272,39,39,2,27.68,2406,19.59,211,40,2,34.04,1705,14.4,104,20,1,100.0,3288,27.68,57,,2026-05-19T11:23:28+00:00,2026-05-19T11:26:05+00:00
rayon-rs/rayon,24725038,2252,142,141,2,27.68,3010,25.63,1741,152,2,34.04,2579,24.33,401,47,1,100.0,4316,38.39,66,,2026-05-19T11:23:30+00:00,2026-05-19T11:26:06+00:00
react/create-react-app,63537249,2260,450,449,4,6.72,1101,5.47,2772,932,9,2.9,731,5.02,136,74,11,2.01,450,1.56,6,,2026-05-19T11:22:41+00:00,2026-05-19T11:23:41+00:00
