repo,repo_id,total_commits_gh_alltime,total_contributors_gh_alltime,active_contributors_gh_alltime,bf_commits_gh_alltime,bf_commits_gh_alltime_p,hhi_commits_gh_alltime,hhi_commits_gh_alltime_p,total_commits_git_full,contributors_git_full,bf_commits_git_full,bf_commits_git_full_p,hhi_commits_git_full,hhi_commits_git_full_p,commits_git_5y,active_contributors_git_5y,bf_commits_git_5y,bf_commits_git_5y_p,hhi_commits_git_5y,hhi_commits_git_5y_p,score,comment,github_fetched_at,git_fetched_at
7rulnik/source-map-js,330043541,640,63,63,1,100.0,3201,28.82,436,69,1,100.0,2778,27.12,39,9,1,100.0,4333,38.84,66,,2026-05-19T11:23:41+00:00,2026-05-19T11:22:35+00:00
acornjs/acorn,5932749,1494,124,124,1,100.0,3132,27.11,1516,140,1,100.0,2963,30.36,294,48,2,26.56,2593,20.42,36,,2026-05-19T11:23:42+00:00,2026-05-19T11:22:35+00:00
acornjs/acorn-jsx,22187098,486,45,45,2,27.68,3658,33.03,489,51,2,34.04,3390,35.38,6,4,1,100.0,3333,28.35,58,,2026-05-19T11:23:52+00:00,2026-05-19T11:22:35+00:00
adobe/react-spectrum,208362715,5800,404,404,3,11.85,1499,9.68,5870,454,3,14.29,1261,9.93,3559,318,3,13.73,1407,11.72,22,,2026-05-19T11:23:55+00:00,2026-05-19T11:22:35+00:00
agronholm/anyio,145337588,1297,78,76,1,100.0,7061,65.6,1237,65,1,100.0,7264,72.43,813,58,1,100.0,6210,55.13,79,,2026-05-19T11:23:54+00:00,2026-05-19T11:22:35+00:00
agronholm/exceptiongroup,447694800,209,10,9,1,100.0,7637,73.01,206,8,1,100.0,7737,76.67,206,8,1,100.0,7737,66.74,88,,2026-05-19T11:23:56+00:00,2026-05-19T11:22:35+00:00
ai/nanoid,99401299,1196,138,137,1,100.0,6853,63.33,1141,144,1,100.0,6759,67.63,415,69,1,100.0,6247,55.36,79,,2026-05-19T11:23:56+00:00,2026-05-19T11:22:35+00:00
aio-libs/aiobotocore,36618494,1211,70,67,2,27.68,2301,18.91,860,69,2,34.04,2266,20.65,340,40,1,100.0,4672,41.85,68,,2026-05-19T11:23:57+00:00,2026-05-19T11:22:35+00:00
aio-libs/aiohttp,13258039,12598,410,403,2,27.68,2726,22.55,11833,770,2,34.04,2299,21.09,5080,240,2,26.56,1898,15.85,31,,2026-05-19T11:24:03+00:00,2026-05-19T11:22:35+00:00
aio-libs/aiosignal,205007356,807,13,9,2,27.68,2786,23.35,755,8,2,34.04,2864,28.68,572,8,1,100.0,3494,29.91,59,,2026-05-19T11:24:00+00:00,2026-05-19T11:22:36+00:00
aio-libs/frozenlist,204197530,955,22,18,2,27.68,2969,25.17,892,16,2,34.04,3034,31.7,587,15,1,100.0,4466,40.51,67,,2026-05-19T11:24:03+00:00,2026-05-19T11:22:36+00:00
aio-libs/multidict,51206425,1681,63,58,2,27.68,3540,31.66,1574,55,2,34.04,3742,40.18,720,27,1,100.0,3515,30.02,59,,2026-05-19T11:24:04+00:00,2026-05-19T11:22:36+00:00
aio-libs/propcache,866565706,219,16,14,1,100.0,4567,41.91,168,11,1,100.0,4904,52.23,168,11,1,100.0,4904,43.75,70,,2026-05-19T11:24:06+00:00,2026-05-19T11:22:37+00:00
aio-libs/yarl,64756820,1946,101,95,2,27.68,2326,19.02,1830,93,2,34.04,2338,21.54,1049,46,2,26.56,3598,31.25,42,,2026-05-19T11:24:07+00:00,2026-05-19T11:22:37+00:00
ajv-validator/ajv,35914020,2562,193,190,1,100.0,6902,63.67,2282,208,1,100.0,6585,66.63,543,90,1,100.0,3731,32.25,61,,2026-05-19T11:24:08+00:00,2026-05-19T11:22:37+00:00
ajv-validator/ajv-formats,281084700,106,9,9,1,100.0,7118,66.4,90,11,1,100.0,6479,65.4,44,10,1,100.0,4091,36.38,64,,2026-05-19T11:24:09+00:00,2026-05-19T11:22:37+00:00
ajv-validator/ajv-keywords,60477053,344,19,16,1,100.0,8497,80.07,306,22,1,100.0,7856,77.79,25,4,1,100.0,7037,61.72,84,,2026-05-19T11:24:10+00:00,2026-05-19T11:22:37+00:00
alexei/sprintf.js,9175790,285,21,21,1,100.0,7059,65.49,198,26,1,100.0,5493,57.81,3,2,1,100.0,5556,50.56,75,,2026-05-19T11:24:13+00:00,2026-05-19T11:22:38+00:00
alexeyraspopov/picocolors,410740124,89,12,12,1,100.0,4675,43.28,74,13,1,100.0,3977,42.08,74,13,1,100.0,3977,34.82,63,,2026-05-19T11:24:14+00:00,2026-05-19T11:22:38+00:00
alexhuszagh/rust-lexical,155286170,727,24,23,1,100.0,8882,83.37,909,25,1,100.0,9161,87.61,554,15,1,100.0,9085,75.78,95,,2026-05-19T11:24:15+00:00,2026-05-19T11:22:38+00:00
alexindigo/asynckit,59087459,28,2,2,1,100.0,9311,87.81,27,2,1,100.0,9287,88.73,3,2,1,100.0,5556,50.56,75,,2026-05-19T11:24:16+00:00,2026-05-19T11:22:38+00:00
amanieu/parking_lot,58731560,932,117,115,1,100.0,3133,27.22,705,125,2,34.04,1996,18.42,182,70,9,2.34,870,5.8,10,,2026-05-19T11:24:17+00:00,2026-05-19T11:22:38+00:00
andialbrecht/sqlparse,4067434,1260,92,92,1,100.0,4220,38.5,1212,113,1,100.0,3595,37.95,198,31,1,100.0,5268,47.88,73,,2026-05-19T11:24:18+00:00,2026-05-19T11:22:38+00:00
andrewrk/node-pend,11836813,13,1,1,1,100.0,10000,100.0,13,1,1,100.0,10000,100.0,0,0,1,100.0,10000,100.0,100,no commits in 5y,2026-05-19T11:24:21+00:00,2026-05-19T11:22:39+00:00
andyperlitch/jsbn,9710533,22,8,8,1,100.0,4256,38.95,18,11,3,14.29,1358,10.71,0,0,1,100.0,10000,100.0,100,no commits in 5y,2026-05-19T11:24:22+00:00,2026-05-19T11:22:39+00:00
angular/angular-cli,36891867,,,,,,,,17747,767,3,14.29,1155,8.93,8320,198,2,26.56,2001,17.08,32,,,2026-06-28T14:47:38+00:00
annotated-types/annotated-types,487934134,84,21,21,2,27.68,2891,24.15,80,20,2,34.04,2825,28.01,80,20,2,26.56,2825,22.77,38,,2026-05-19T11:24:24+00:00,2026-05-19T11:22:40+00:00
antonk52/lilconfig,238967485,140,11,10,1,100.0,8590,81.21,122,11,1,100.0,6978,69.98,93,8,1,100.0,8331,70.2,91,,2026-05-19T11:24:24+00:00,2026-05-19T11:22:40+00:00
apache/airflow,33884891,31966,415,413,13,0.57,390,0.68,33932,3782,19,0.78,281,1.12,23792,2347,15,1.0,352,1.34,5,,2026-05-19T11:24:30+00:00,2026-05-19T11:22:40+00:00
apache/arrow,51905353,16966,371,370,11,0.8,363,0.57,18343,1362,16,1.12,293,1.45,10137,882,15,1.0,293,1.0,4,,2026-05-19T11:24:30+00:00,2026-05-19T11:22:40+00:00
apache/arrow-rs,358917250,7189,414,413,10,0.91,421,1.03,7238,735,10,2.68,391,1.79,4680,586,10,2.12,676,3.01,8,,2026-05-19T11:24:32+00:00,2026-05-19T11:22:40+00:00
ardatan/graphql-tools,54432168,6841,383,377,4,6.72,1178,6.38,6820,395,5,6.7,984,7.25,4683,167,1,100.0,2794,22.54,53,,2026-05-19T11:24:34+00:00,2026-05-19T11:22:41+00:00
ardatan/whatwg-node,429511342,3223,33,28,1,100.0,5395,52.28,2900,29,1,100.0,5112,54.58,2900,29,1,100.0,5112,47.21,71,,2026-05-19T11:22:36+00:00,2026-05-19T11:22:42+00:00
assert-rs/snapbox,424722460,1369,20,18,1,100.0,9273,87.36,1046,18,1,100.0,9050,86.94,1046,18,1,100.0,9050,75.56,95,,2026-05-19T11:22:36+00:00,2026-05-19T11:22:43+00:00
astanin/python-tabulate,205875548,,,,,,,,617,101,1,100.0,3707,39.73,216,46,3,13.73,1782,14.51,24,,,2026-06-28T20:19:21+00:00
astral-sh/ruff,523043277,14794,454,451,4,6.72,1106,5.58,13425,746,4,9.26,1087,7.92,13425,746,4,9.49,1087,7.81,16,,2026-05-19T11:22:39+00:00,2026-05-19T11:22:45+00:00
auth0/node-jwa,8116861,94,14,13,2,27.68,2959,25.06,79,12,2,34.04,2867,28.79,3,2,1,100.0,5000,46.43,71,,2026-05-19T11:22:38+00:00,2026-05-19T11:22:45+00:00
autotools-mirror/autoconf,47662429,5581,88,88,2,27.68,2118,16.74,7043,143,3,14.29,1401,11.27,262,28,1,100.0,4074,36.16,64,,2026-05-19T11:22:38+00:00,2026-05-19T11:22:46+00:00
autotools-mirror/libtool,47662711,2464,149,149,1,100.0,2859,23.92,4503,303,3,14.29,1322,10.38,272,60,1,100.0,2915,23.88,54,,2026-05-19T11:22:39+00:00,2026-05-19T11:22:46+00:00
autotools-mirror/m4,66880383,707,13,13,1,100.0,7434,70.39,696,13,1,100.0,8578,83.04,110,4,1,100.0,6342,56.81,80,,2026-05-19T11:24:30+00:00,2026-05-19T11:22:47+00:00
aws/aws-cli,6780767,12924,334,332,2,27.68,2191,18.11,8911,470,2,34.04,1828,15.85,3034,138,1,100.0,6632,58.93,81,,2026-05-19T11:22:41+00:00,2026-05-19T11:22:47+00:00
aws/aws-sdk-js-crypto-helpers,149673986,252,27,25,3,11.85,1728,12.41,253,26,3,14.29,1458,12.28,149,21,3,13.73,1255,10.04,20,,2026-05-19T11:22:41+00:00,2026-05-19T11:22:48+00:00
aws/aws-sdk-js-v3,87228090,3771,161,158,2,27.68,2330,19.13,11440,160,1,100.0,4960,52.68,10005,135,1,100.0,6123,54.46,78,,2026-05-19T11:22:42+00:00,2026-05-19T11:22:48+00:00
axios/axios,23088740,1794,444,441,4,6.72,894,3.99,1601,558,7,4.24,629,4.24,809,300,5,6.92,1149,8.59,15,,2026-05-19T11:22:44+00:00,2026-05-19T11:22:48+00:00
azure/azure-sdk-for-js,108311273,19400,398,395,9,1.48,538,1.71,19073,557,10,2.68,485,2.9,12464,384,5,6.92,836,5.13,13,,2026-05-19T11:22:45+00:00,2026-05-19T11:22:49+00:00
azure/azure-sdk-for-python,4127088,20217,403,400,9,1.48,538,1.71,20427,840,10,2.68,511,3.01,13850,603,11,2.01,523,2.01,7,,2026-05-19T11:22:46+00:00,2026-05-19T11:22:49+00:00
azuread/microsoft-authentication-library-for-python,67243113,1267,43,41,1,100.0,8027,76.31,830,41,1,100.0,7773,76.79,409,31,1,100.0,7965,68.08,89,,2026-05-19T11:22:46+00:00,2026-05-19T11:22:51+00:00
babel/babel,24560307,17389,412,409,3,11.85,1441,8.88,16894,1182,4,9.26,1223,9.71,3152,242,3,13.73,1781,14.4,24,,2026-05-19T11:22:48+00:00,2026-05-19T11:22:51+00:00
babel/babel-polyfills,190579283,444,24,23,1,100.0,6719,62.07,428,24,1,100.0,6754,67.41,229,20,1,100.0,5145,47.32,72,,2026-05-19T11:22:47+00:00,2026-05-19T11:22:52+00:00
bdwgc/bdwgc,2109456,5809,166,166,1,100.0,8374,78.59,6206,201,1,100.0,6516,65.96,2504,73,1,100.0,8653,72.99,93,,2026-05-19T11:22:49+00:00,2026-05-19T11:22:53+00:00
beatgammit/base64-js,2853282,149,11,11,1,100.0,5876,55.92,133,15,1,100.0,5732,59.49,1,1,1,100.0,10000,100.0,100,,2026-05-19T11:22:49+00:00,2026-05-19T11:22:54+00:00
benjaminp/six,77868600,539,59,59,1,100.0,5418,52.62,501,65,1,100.0,4989,53.01,35,10,1,100.0,5200,47.54,72,,2026-05-19T11:22:50+00:00,2026-05-19T11:22:55+00:00
besser82/libxcrypt,35503965,857,26,26,1,100.0,5284,51.03,857,26,1,100.0,5284,56.47,267,19,1,100.0,5769,51.9,76,,2026-05-19T11:22:51+00:00,2026-05-19T11:22:55+00:00
bitflags/bitflags,29287955,764,87,86,1,100.0,3418,30.52,526,88,1,100.0,2838,28.12,342,36,1,100.0,5911,53.24,77,,2026-05-19T11:22:52+00:00,2026-05-19T11:22:57+00:00
blakeembrey/array-flatten,17789771,71,8,6,1,100.0,7816,74.94,70,6,1,100.0,7776,76.9,12,2,1,100.0,5000,46.43,71,,2026-05-19T11:22:53+00:00,2026-05-19T11:22:57+00:00
blakeembrey/change-case,9440238,323,25,23,1,100.0,7501,70.96,319,23,1,100.0,7451,73.88,162,12,1,100.0,7009,61.61,84,,2026-05-19T11:22:54+00:00,2026-05-19T11:22:57+00:00
bluss/bencher,65987276,47,4,4,1,100.0,8397,78.82,42,4,1,100.0,8220,80.25,0,0,1,100.0,10000,100.0,100,no commits in 5y,2026-05-19T11:22:56+00:00,2026-05-19T11:22:58+00:00
bminor/glibc,13868694,,,,,,,,43178,807,3,14.29,1372,10.94,6586,320,6,4.35,743,3.79,11,,,2026-06-28T17:38:40+00:00
boto/boto3,24774658,7535,148,147,1,100.0,5291,51.25,4941,170,1,100.0,4965,52.79,2732,68,1,100.0,8097,69.08,90,,2026-05-19T11:22:57+00:00,2026-05-19T11:22:59+00:00
boto/botocore,6670942,12440,177,176,1,100.0,3132,27.11,9160,214,2,34.04,2703,26.0,3901,72,1,100.0,7074,61.83,84,,2026-05-19T11:22:59+00:00,2026-05-19T11:22:59+00:00
boto/s3transfer,49535299,719,41,40,2,27.68,2427,19.7,521,44,2,34.04,2056,18.97,215,28,2,26.56,2480,19.53,35,,2026-05-19T11:22:59+00:00,2026-05-19T11:22:59+00:00
brianc/node-postgres,991475,2747,321,320,1,100.0,4751,44.19,2501,356,1,100.0,3966,41.85,325,97,4,9.49,1399,11.61,19,,2026-05-19T11:23:03+00:00,2026-05-19T11:23:00+00:00
broofa/mime,534940,388,48,47,1,100.0,6960,64.58,341,55,1,100.0,5647,58.82,120,7,1,100.0,8655,73.1,93,,2026-05-19T11:23:03+00:00,2026-05-19T11:23:01+00:00
browserify/events,1649251,131,15,15,2,27.68,3227,29.16,122,17,2,34.04,2686,25.78,11,1,1,100.0,10000,100.0,100,,2026-05-19T11:23:04+00:00,2026-05-19T11:23:01+00:00
browserify/node-util,14568009,154,10,10,2,27.68,3390,30.41,143,11,2,34.04,3187,33.15,9,4,2,26.56,3086,26.0,39,,2026-05-19T11:23:05+00:00,2026-05-19T11:23:01+00:00
browserify/randombytes,29300004,40,8,8,1,100.0,3162,28.36,46,8,2,34.04,3034,31.7,8,2,1,100.0,7812,67.3,88,,2026-05-19T11:23:07+00:00,2026-05-19T11:23:01+00:00
browserify/resolve,1915099,613,55,55,1,100.0,7120,66.63,659,63,1,100.0,4739,49.55,205,8,1,100.0,8869,74.78,94,,2026-05-19T11:23:08+00:00,2026-05-19T11:23:02+00:00
browserslist/browserslist,27971466,1543,182,181,1,100.0,6910,63.78,1499,191,1,100.0,6662,66.96,442,60,1,100.0,6151,54.69,78,,2026-05-19T11:23:10+00:00,2026-05-19T11:23:04+00:00
browserslist/caniuse-lite,80221890,1750,13,12,2,27.68,3608,32.23,1690,14,2,34.04,3505,37.05,742,10,1,100.0,4811,43.08,69,,2026-05-19T11:23:11+00:00,2026-05-19T11:23:04+00:00
browserslist/update-db,505548145,171,12,12,1,100.0,7715,73.58,158,14,1,100.0,7008,70.2,158,14,1,100.0,7008,61.5,84,,2026-05-19T11:23:12+00:00,2026-05-19T11:23:04+00:00
burntsushi/aho-corasick,37290678,290,32,31,1,100.0,7026,65.26,291,31,1,100.0,6547,66.29,127,13,1,100.0,7929,67.97,89,,2026-05-19T11:23:21+00:00,2026-05-19T11:23:05+00:00
burntsushi/jiff,759017108,634,46,46,1,100.0,7946,75.63,549,40,1,100.0,8003,78.68,549,40,1,100.0,8003,68.75,89,,2026-05-19T11:23:15+00:00,2026-05-19T11:23:05+00:00
burntsushi/memchr,37290652,264,46,45,1,100.0,4701,43.74,254,45,1,100.0,4605,48.1,112,21,1,100.0,5808,52.34,76,,2026-05-19T11:23:16+00:00,2026-05-19T11:23:06+00:00
burntsushi/quickcheck,17559913,615,79,79,1,100.0,5565,53.76,553,91,1,100.0,4433,46.21,38,13,2,26.56,1731,14.06,29,,2026-05-19T11:23:18+00:00,2026-05-19T11:23:07+00:00
burntsushi/same-file,78375612,58,13,13,1,100.0,4037,36.9,58,13,1,100.0,3835,40.85,6,2,1,100.0,7222,63.06,85,,2026-05-19T11:23:19+00:00,2026-05-19T11:23:07+00:00
burntsushi/termcolor,141345580,1010,164,164,1,100.0,5125,48.86,977,185,1,100.0,4567,47.43,24,10,1,100.0,2917,24.0,54,,2026-05-19T11:23:20+00:00,2026-05-19T11:23:07+00:00
burntsushi/ucd-generate,123997498,170,15,15,1,100.0,6677,61.96,176,15,1,100.0,6249,64.06,59,10,1,100.0,6151,54.69,78,,2026-05-19T11:23:22+00:00,2026-05-19T11:23:08+00:00
burntsushi/walkdir,42685794,185,35,35,1,100.0,5279,50.8,185,39,1,100.0,4749,49.67,12,5,1,100.0,4722,42.41,69,,2026-05-19T11:23:24+00:00,2026-05-19T11:23:08+00:00
burntsushi/winapi-util,146040682,35,7,7,1,100.0,6914,63.9,35,7,1,100.0,6914,69.31,17,5,1,100.0,5986,54.02,77,,2026-05-19T11:23:25+00:00,2026-05-19T11:23:09+00:00
businho/pytest-ruff,599731435,44,7,7,1,100.0,6767,62.3,39,7,1,100.0,6410,65.18,39,7,1,100.0,6410,57.37,80,,2026-05-19T11:23:26+00:00,2026-05-19T11:23:09+00:00
bytecodealliance/rustix,295544240,2199,123,123,1,100.0,7184,67.77,2194,123,1,100.0,7193,71.88,2146,123,1,100.0,7136,62.39,84,,2026-05-19T11:23:28+00:00,2026-05-19T11:23:09+00:00
bytecodealliance/wasi-rs,196445196,146,25,25,2,27.68,1834,13.67,132,22,2,34.04,1829,15.96,59,18,2,26.56,2359,18.97,34,,2026-05-19T11:23:29+00:00,2026-05-19T11:23:09+00:00
c-ares/c-ares,571708,2716,163,163,2,27.68,2084,16.29,2912,176,2,34.04,1939,17.52,880,76,1,100.0,7195,62.61,85,,2026-05-19T11:23:31+00:00,2026-05-19T11:23:10+00:00
calvinmetcalf/minimalistic-assert,29144257,3,2,2,1,100.0,5556,53.64,3,2,1,100.0,5556,58.37,0,0,1,100.0,10000,100.0,100,no commits in 5y,2026-05-19T11:23:32+00:00,2026-05-19T11:23:10+00:00
calvinmetcalf/process-nextick-args,36039131,21,7,7,1,100.0,4649,43.05,27,8,1,100.0,5089,54.02,0,0,1,100.0,10000,100.0,100,no commits in 5y,2026-05-19T11:23:33+00:00,2026-05-19T11:23:10+00:00
caolan/async,698041,1525,235,234,2,27.68,2066,15.83,1603,266,3,14.29,1480,12.72,192,19,1,100.0,2911,23.77,54,,2026-05-19T11:23:36+00:00,2026-05-19T11:23:11+00:00
certbot/certbot,26516210,9892,383,383,3,11.85,1183,6.61,9036,530,4,9.26,999,7.37,1137,87,2,26.56,1888,15.62,31,,2026-05-19T11:23:38+00:00,2026-05-19T11:23:11+00:00
certifi/python-certifi,3060959,301,38,36,2,27.68,2554,20.16,291,39,2,34.04,1901,17.08,158,19,2,26.56,1856,15.18,30,,2026-05-19T11:23:37+00:00,2026-05-19T11:23:11+00:00
chaijs/type-detect,12107007,182,17,17,2,27.68,2704,22.1,129,16,2,34.04,2868,28.91,3,1,1,100.0,10000,100.0,100,,2026-05-19T11:23:38+00:00,2026-05-19T11:23:12+00:00
chalk/ansi-regex,20451415,60,13,13,1,100.0,4700,43.62,62,15,1,100.0,4017,42.86,16,7,1,100.0,3516,30.13,59,,2026-05-19T11:23:39+00:00,2026-05-19T11:23:12+00:00
chalk/ansi-styles,11803168,110,19,19,1,100.0,4281,39.29,113,21,1,100.0,3954,41.63,21,8,1,100.0,3560,30.69,60,,2026-05-19T11:23:40+00:00,2026-05-19T11:23:12+00:00
chalk/chalk,11855195,331,58,58,1,100.0,3848,35.19,347,65,1,100.0,3088,32.14,63,11,1,100.0,3988,34.93,63,,2026-05-19T11:23:40+00:00,2026-05-19T11:23:13+00:00
chalk/slice-ansi,43191689,61,11,11,1,100.0,5399,52.39,62,12,1,100.0,3887,41.18,12,3,1,100.0,7083,62.05,84,,2026-05-19T11:23:41+00:00,2026-05-19T11:23:13+00:00
chalk/strip-ansi,15014856,71,11,11,1,100.0,6489,60.14,69,12,1,100.0,5745,59.6,10,2,1,100.0,8200,69.42,91,,2026-05-19T11:23:42+00:00,2026-05-19T11:23:13+00:00
chalk/supports-color,11855007,193,38,38,1,100.0,4583,42.37,192,43,1,100.0,3993,42.41,43,14,1,100.0,3802,33.15,62,,2026-05-19T11:23:43+00:00,2026-05-19T11:23:13+00:00
chalk/wrap-ansi,41053676,75,10,10,1,100.0,4962,46.7,71,11,1,100.0,4200,44.42,11,4,1,100.0,5537,49.67,74,,2026-05-19T11:23:43+00:00,2026-05-19T11:23:14+00:00
chalker/safer-buffer,125825141,49,6,6,1,100.0,7734,73.92,49,6,1,100.0,7734,76.45,0,0,1,100.0,10000,100.0,100,no commits in 5y,2026-05-19T11:23:45+00:00,2026-05-19T11:23:14+00:00
chardet/chardet,5196969,1044,53,52,1,100.0,7182,67.65,450,49,1,100.0,4671,48.77,161,13,1,100.0,6970,61.38,83,,2026-05-19T11:23:46+00:00,2026-05-19T11:23:14+00:00
cheeriojs/dom-serializer,18991884,1434,21,19,1,100.0,5874,55.81,1332,19,1,100.0,5042,53.57,1079,4,1,100.0,8466,71.65,92,,2026-05-19T11:23:47+00:00,2026-05-19T11:23:14+00:00
chicoxyzzy/node-releases,73765596,468,11,11,2,27.68,4486,41.57,421,11,2,34.04,4431,46.09,223,5,1,100.0,5952,53.79,77,,2026-05-19T11:23:47+00:00,2026-05-19T11:23:15+00:00
chronotope/chrono,18210201,1730,235,234,3,11.85,1470,9.11,1587,252,3,14.29,1444,11.83,995,150,1,100.0,2981,24.67,55,,2026-05-19T11:23:50+00:00,2026-05-19T11:23:15+00:00
chronotope/humantime,59320323,125,19,19,1,100.0,3711,33.83,117,20,1,100.0,3363,35.04,44,13,1,100.0,3657,31.58,60,,2026-05-19T11:23:50+00:00,2026-05-19T11:23:15+00:00
clap-rs/clap,31315121,8674,409,406,2,27.68,2909,24.6,6634,571,2,34.04,2443,22.99,3886,306,1,100.0,5701,51.0,76,,2026-05-19T11:23:53+00:00,2026-05-19T11:23:15+00:00
cloudflare/cloudflare-python,753271547,6601,14,13,1,100.0,6364,59.34,6147,11,1,100.0,8301,80.58,6147,11,1,100.0,8301,69.98,91,,2026-05-19T11:23:52+00:00,2026-05-19T11:23:15+00:00
colinhacks/zod,245704608,1684,462,460,1,100.0,2572,20.5,2464,483,1,100.0,4569,47.54,1943,451,1,100.0,3958,34.71,63,,2026-05-19T11:23:59+00:00,2026-05-19T11:23:16+00:00
colorjs/color-name,27038309,49,8,8,1,100.0,5035,47.84,41,8,1,100.0,4337,45.65,14,3,2,26.56,3571,30.8,42,,2026-05-19T11:23:54+00:00,2026-05-19T11:23:16+00:00
comex/rust-shlex,37886228,63,9,8,1,100.0,4163,37.93,36,7,2,34.04,2685,25.67,30,6,2,26.56,2622,20.76,36,,2026-05-19T11:23:55+00:00,2026-05-19T11:23:16+00:00
component/escape-html,5444800,36,8,8,1,100.0,5000,47.27,36,8,1,100.0,5000,53.24,0,0,1,100.0,10000,100.0,100,no commits in 5y,2026-05-19T11:23:57+00:00,2026-05-19T11:23:16+00:00
component/toidentifier,114743189,81,2,2,1,100.0,9756,91.57,81,2,1,100.0,9756,92.63,31,1,1,100.0,10000,100.0,100,,2026-05-19T11:23:58+00:00,2026-05-19T11:23:16+00:00
composefs/tar-rs,21946092,531,81,79,1,100.0,4348,39.86,465,81,1,100.0,3580,37.83,76,33,4,9.49,1004,6.92,16,,2026-05-19T11:24:12+00:00,2026-05-19T11:22:38+00:00
conventional-changelog/commitlint,51575745,3239,273,270,2,27.68,2180,17.54,3118,279,3,14.29,1475,12.61,1811,176,6,4.35,1570,12.5,16,,2026-05-19T11:24:01+00:00,2026-05-19T11:23:17+00:00
conventional-changelog/conventional-changelog,15639771,1681,152,148,1,100.0,4045,37.02,1788,152,1,100.0,3480,36.5,393,48,1,100.0,4058,35.71,64,,2026-05-19T11:24:00+00:00,2026-05-19T11:23:17+00:00
cosmiconfig/cosmiconfig,45750507,414,34,33,2,27.68,1645,11.85,453,34,2,34.04,1964,17.97,166,11,2,26.56,3022,25.11,39,,2026-05-19T11:24:02+00:00,2026-05-19T11:23:17+00:00
coveragepy/coveragepy,138421996,7328,170,169,1,100.0,9071,84.97,7132,194,1,100.0,8841,85.16,2638,97,1,100.0,8904,74.89,94,,2026-05-19T11:24:04+00:00,2026-05-19T11:23:18+00:00
cpburnz/python-pathspec,14648551,402,27,27,1,100.0,7807,74.72,286,25,1,100.0,7175,71.76,159,10,1,100.0,7664,66.07,88,,2026-05-19T11:24:05+00:00,2026-05-19T11:23:18+00:00
crate-py/rpds,608018848,612,20,18,1,100.0,7314,69.02,384,18,1,100.0,5911,60.83,384,18,1,100.0,5911,53.24,77,,2026-05-19T11:24:06+00:00,2026-05-19T11:23:18+00:00
criterion-rs/criterion.rs,1081104682,1034,128,126,1,100.0,4632,42.94,1362,133,2,34.04,3005,31.03,214,68,4,9.49,936,6.03,15,,2026-05-19T11:24:07+00:00,2026-05-19T11:23:18+00:00
crossbeam-rs/crossbeam,35566048,1418,149,147,2,27.68,2074,16.06,1808,153,2,34.04,2611,24.55,456,50,1,100.0,5381,48.88,73,,2026-05-19T11:24:08+00:00,2026-05-19T11:23:18+00:00
css-modules/icss-utils,42766912,64,12,11,2,27.68,1983,15.15,61,11,2,34.04,2022,18.64,1,0,1,100.0,10000,100.0,100,no human commits in 5y,2026-05-19T11:24:09+00:00,2026-05-19T11:23:19+00:00
cssnano/cssnano,33943153,2626,116,115,1,100.0,3558,31.89,2517,125,1,100.0,3574,37.5,541,44,1,100.0,7582,65.74,87,,2026-05-19T11:24:11+00:00,2026-05-19T11:23:19+00:00
csstools/postcss-plugins,219192307,4879,127,126,1,100.0,4260,39.07,4556,134,1,100.0,3818,40.51,3733,53,1,100.0,5732,51.56,76,,2026-05-19T11:24:12+00:00,2026-05-19T11:23:20+00:00
csstree/csstree,67236461,1245,27,27,1,100.0,9322,88.27,1194,29,1,100.0,9326,89.06,235,16,1,100.0,7995,68.42,89,,2026-05-19T11:24:13+00:00,2026-05-19T11:23:20+00:00
curl/curl,569041,37112,411,409,1,100.0,3237,29.27,37424,1408,1,100.0,3024,31.36,10831,654,2,26.56,2535,20.2,36,,2026-05-19T11:17:23+00:00,2026-05-19T11:23:20+00:00
cuviper/autocfg,135481335,120,10,9,1,100.0,6816,62.87,87,9,1,100.0,6044,62.72,38,4,1,100.0,6440,57.59,80,,2026-05-19T11:24:14+00:00,2026-05-19T11:23:20+00:00
cyan4973/xxhash,19330466,2032,114,113,1,100.0,5546,53.53,1473,120,1,100.0,4041,43.19,555,71,2,26.56,2751,22.21,37,,2026-05-19T11:24:15+00:00,2026-05-19T11:23:20+00:00
daaku/nodejs-makeerror,2097803,22,2,2,1,100.0,8347,78.02,20,2,1,100.0,8200,79.91,1,1,1,100.0,10000,100.0,100,,2026-05-19T11:24:16+00:00,2026-05-19T11:23:21+00:00
daaku/nodejs-tmpl,2171213,15,4,4,1,100.0,6533,60.93,13,4,1,100.0,6095,63.06,3,1,1,100.0,10000,100.0,100,,2026-05-19T11:24:17+00:00,2026-05-19T11:23:21+00:00
dateutil/dateutil,26876372,1433,107,107,1,100.0,4705,43.85,1139,130,2,34.04,2570,24.0,68,15,2,26.56,2764,22.32,37,,2026-05-19T11:24:19+00:00,2026-05-19T11:23:21+00:00
davidhalter/parso,90668463,1141,49,49,1,100.0,7725,73.69,1080,51,1,100.0,7540,74.44,51,20,4,9.49,1042,7.14,16,,2026-05-19T11:24:20+00:00,2026-05-19T11:23:21+00:00
davisjam/safe-regex,90781457,69,6,6,1,100.0,4963,46.81,62,8,2,34.04,2497,23.77,0,0,1,100.0,10000,100.0,100,no commits in 5y,2026-05-19T11:24:21+00:00,2026-05-19T11:23:21+00:00
